,Concept_ID,et,ca
853,beginnen::V,hakkama,iniciar-se
854,enden::V,lõppema,acabar-se
855,enden::V,lõppema,terminar-se
856,wechseln::V,vahelduma,canviar
857,aufgehen[Sonne]::V,tõusma,sortir
858,untergehen[Sonne]::V,loojuma,posar-se
859,scheinen[Sonne]::V,paistma,brillar
860,donnern::V,kõmisema,tronar
861,wehen::V,puhuma,bufar
862,strömen::V,voolama,afluir
863,fließen::V,voolama,fluir
864,sich drehen::V,pöörduma,girar
865,schwanken::V,kõikuma,vacil·lar
866,schwingen::V,võnkuma,oscil·lar
867,fallen::V,langema,caure
868,fallen::V,langema,tombar
869,brennen::V,põlema,cremar
870,rauchen::V,suitsema,fumejar
871,regnen::V,sadama,ploure
872,gefrieren::V,kinni külmuma,gelar-se
873,tauen::V,sulama,fondre's
874,schmelzen::V,sulama,fondre's
875,trocknen::V,kuivama,assecar-se
876,sieden::V,keema,bullir
877,faulen::V,mädanema,podrir-se
878,verfaulen::V,mädanema,podrir-se
879,reißen::V,rebenema,trencar-se
880,versinken::V,uppuma,enfonsar-se
881,vergehen::V,mööduma,passar
882,erscheinen::V,ilmuma,aparèixer
883,verschwinden::V,kaduma,desaparèixer
884,sinken::V,vajuma,baixar
885,sinken::V,vajuma,descendir
886,sinken::V,langema,baixar
887,sinken::V,langema,descendir
888,abnehmen::V,vähenema,decréixer
889,abnehmen::V,kahenema,decréixer
890,zunehmen::V,kasvama,augmentar
891,steigen::V,tõusma,pujar
892,steigen::V,üles minema,pujar
893,wachsen::V,kasvama,créixer
894,glänzen::V,läikimä,brillar
895,glänzen::V,läikimä,resplendir
896,funkeln::V,sädelema,espurnejar
897,lärmen::V,lärmama,fer soroll
898,läuten::V,helisema,sonar
899,klingeln::V,helisema,trucar
900,klirren::V,kõlisema,dringar
901,brausen::V,kohisema,rugir
902,rauschen::V,kohisema,murmurar
903,klingen::V,kõlama,sonar
904,bellen::V,haukuma,lladrar
905,heulen::V,uluma,udolar
906,blasen::V,puhuma,bufar
907,pfeifen::V,vilistama,xiular
908,schreien::V,karjuma,cridar
909,stöhnen::V,oigama,gemegar
910,zittern::V,värisema,tremolar
911,leben::V,elama,vīure
912,leben::V,elus olema,vīure
913,geboren werden::V,sündima,néixer
914,atmen::V,hingama,respirar
915,trinken::V,jooma,beure
916,essen::V,sööma,menjar
917,schlucken::V,neelama,empassar-se
918,müde werden::V,väsima,cansar-se
919,einschlafen::V,uinuma,adormir-se
920,schlafen::V,magama,dormir
921,aufwachen::V,ärkama,despertar-se
922,aufstehen::V,ärkama,llevar-se
923,aufstehen::V,üles tõusma,llevar-se
924,sich erholen::V,puhkama,descansar
925,krank werden::V,haigestuma,posar-se malalt
926,krank werden::V,haigeks jääma,posar-se malalt
927,krank sein::V,haige olema,estar malalt
928,schmerzen::V,valutama,doldre
929,husten::V,köhima,tossir
930,genesen::V,toibuma,recuperar-se
931,sterben::V,surema,morir
932,umkommen::V,surma saama,perir
933,sich bewegen::V,liikuma,moure's
934,sich rühren::V,liikuma,moure's
935,sich erheben::V,kerkima,aixecar-se
936,sich setzen::V,istet võtma,asseure's
937,hinfallen::V,kukkuma,caure's
938,hinfallen::V,maha kukkuma,caure's
939,laufen::V,kõndima,caminar
940,schreiten::V,astuma,procedir
941,spazierengehen::V,jalutama,passejar
942,eilen::V,ruttama,anar corrent
943,eilen::V,kiirustama,anar corrent
944,sich beeilen::V,ruttama,afanyar-se
945,sich beeilen::V,kiirustama,afanyar-se
946,sausen::V,kihutama,córrer
947,sausen::V,tormama,córrer
948,rennen::V,jooksma,córrer
949,rennen::V,kihutama,córrer
950,springen::V,hüppama,saltar
951,klettern::V,ronima,escalar
952,schaukeln::V,kiikuma,gronxar-se
953,schaukeln::V,kiikuma,balancejar-se
954,kriechen::V,roomama,reptar
955,kriechen::V,roomama,arrossegar-se
956,schwimmen::V,ujuma,nadar
957,tauchen::V,sukelduma,bussejar
958,tauchen::V,sukelduma,submergir-se
959,rudern::V,sõudma,remar
960,fahren::V,sõitma,anar
961,fliegen::V,lendama,volar
962,gehen::V,käima,caminar
963,gehen::V,minema,caminar
964,weggehen::V,ära minema,anar-se'n
965,weggehen::V,välja minema,anar-se'n
966,abfahren::V,väljuma,partir
967,abfahren::V,ära sõitma,partir
968,anhalten::V,peatuma,aturar-se
969,hineingehen::V,sisenema,entrar
970,hineingehen::V,sisse minema,entrar
971,eintreten::V,sisenema,entrar
972,eintreten::V,sisse astuma,entrar
973,kommen::V,tulema,venir
974,ankommen::V,saabuma,arribar
975,zurückkommen::V,tagasi tulema,tornar
976,bleiben::V,jääma,quedar-se
977,warten::V,ootama,esperar
978,erwarten::V,ootama,esperar
979,erwarten::V,lootma,esperar
980,suchen::V,otsima,buscar
981,finden::V,leidma,trobar
982,versuchen::V,püüdma,intentar
983,versuchen::V,üritama,intentar
984,versuchen::V,katsetama,intentar
985,vorbereiten::V,valmistama,preparar
986,lieben::V,armastama,estimar
987,mögen::V,sallima,agradar a
988,mögen::V,meeldima,agradar a
989,lachen::V,naerma,riure
990,rühren::V,liigutama,commoure
991,rühren::V,liigutama,emocionar
992,rühren::V,heldima panema,commoure
993,rühren::V,heldima panema,emocionar
994,weinen::V,nutma,plorar
995,schimpfen::V,sõimama,renyar
996,sich ärgern::V,ärrituma,enfadar-se
997,sich ärgern::V,vihastuma,enfadar-se
998,sich fürchten::V,kartma,tenir por
999,sich fürchten::V,hirmu tundma,tenir por
1000,fürchten::V,kartma,témer
1001,fliehen::V,põgenema,fugir
1002,flüchten::V,põgenema,refugiar-se
1003,sehen::V,nägema,veure
1004,anschauen::V,vaatama,mirar
1005,ansehen::V,vaatama,mirar
1006,hören::V,kuulma,oir
1007,zuhören::V,kuulama,escoltar
1008,probieren::V,proovima,provar
1009,riechen::V,nuusutama,olorar
1010,fühlen::V,tundma,sentīr
1011,scheinen::V,näida,semblar
1012,scheinen::V,ilmuda,semblar
1013,zu sehen sein::V,ilmuma,poder-se veure
1014,vernehmen::V,üle kuulama,percebre
1015,frieren::V,külmetada,tenir fred
1016,tun::V,tegema,fer
1017,können::V,võima,poder
1018,können::V,oskama,poder
1019,wollen::V,tahtma,voler
1020,anfangen::V,hakkama,iniciar
1021,anfangen::V,alustama,iniciar
1022,beenden::V,lõpetama,acabar
1023,aufhören::V,lakkama,deixar
1024,gelingen::V,õnnestuma,sortir bé
1025,geraten::V,jõudma,sortir
1026,öffnen::V,avama,obrir
1027,schließen::V,sulgema,tancar
1028,stellen::V,panema,posar
1029,stellen::V,panema,col·locar
1030,stellen::V,asetama,posar
1031,stellen::V,asetama,col·locar
1032,setzen::V,panema,assentar
1033,legen::V,panema,posar
1034,legen::V,asetama,posar
1035,berühren::V,riivama,tocar
1036,berühren::V,puudutama,tocar
1037,verbinden::V,ühendama,unir
1038,verbinden::V,ühendama,connectar
1039,bedecken::V,katma,tapar
1040,bedecken::V,katma,cobrir
1041,aufhängen::V,riputama,penjar
1042,anzünden::V,süütama,encendre
1043,aufheben::V,üles tõstma,aixecar
1044,zurücklassen::V,jätma,deixar
1045,verlieren::V,kaotama,pērdre
1046,fallen lassen::V,maha pillama,deixar caure
1047,fallen lassen::V,kukkuda laskma,deixar caure
1048,machen::V,tegema,fer
1049,herstellen::V,valmistama,producir
1050,bauen::V,ehitama,construir
1051,reparieren::V,parandama,reparar
1052,verbessern::V,parandama,millorar
1053,ändern::V,muutma,canviar
1054,ändern::V,ümber tegema,canviar
1055,graben::V,kaevama,cavar
1056,beugen::V,painutama,doblegar
1057,biegen::V,painutama,corbar
1058,biegen::V,painutama,arquejar
1059,drehen::V,keerama,girar
1060,wenden::V,ümber pöörama,girar
1061,umdrehen::V,ümber keerama,voltar
1062,heben::V,tõstma,pujar
1063,heben::V,tõstma,aixecar
1064,hochheben::V,üles tõstma,aixecar
1065,hochheben::V,kõrgele tõstma,aixecar
1066,ergreifen::V,haarama,agafar
1067,halten::V,hoidma,mantenir
1068,drücken::V,pigistama,prémer
1069,drücken::V,pigistama,estrènyer
1070,schieben::V,lükkama,empènyer
1071,kratzen::V,kraapima,raspar
1072,lecken::V,lakkuma,llepar
1073,beißen::V,purema,mossegar
1074,beißen::V,hammustama,mossegar
1075,abreißen::V,rebima,arrencar
1076,abreißen::V,ära rebima,arrencar
1077,abschneiden::V,ära lõikama,tallar
1078,binden::V,siduma,lligar
1079,stecken::V,pistma,ficar
1080,brechen::V,murdma,trencar
1081,klopfen::V,koputama,trucar
1082,hauen::V,lööma,picar
1083,hauen::V,lööma,colpejar
1084,kleben::V,kleepima,enganxar
1085,reiben::V,hõõruma,fregar
1086,streichen::V,silitama,untar
1087,schleifen::V,lihvima,afilar
1088,schleifen::V,lihvima,esmolar
1089,schleifen::V,teritama,afilar
1090,schleifen::V,teritama,esmolar
1091,schneiden::V,lõikama,tallar
1092,rütteln::V,raputama,sacsejar
1093,schütteln::V,raputama,agitar
1094,schütteln::V,raputama,sacsejar
1095,schütteln::V,loksutama,agitar
1096,schütteln::V,loksutama,sacsejar
1097,schwenken::V,vehkima,agitar
1098,schwenken::V,lehvitama,agitar
1099,schütten::V,kallama,abocar
1100,füllen::V,täitma,omplir
1101,einwickeln::V,sisse mähkima,embolicar
1102,tragen::V,kandma,dur
1103,tragen::V,kandma,portar
1104,schleppen::V,tassima,arrossegar
1105,schleppen::V,lohistama,arrossegar
1106,ziehen::V,vedama,tirar
1107,ziehen::V,vedama,estirar
1108,ziehen::V,tõmbama,tirar
1109,ziehen::V,tõmbama,estirar
1110,aufbewahren::V,säilitama,conservar
1111,aufbewahren::V,alal hoidma,conservar
1112,werfen::V,viskama,llançar
1113,fangen::V,püüdma,agafar
1114,fangen::V,püüdma,atrapar
1115,packen::V,kinni haarama,engrapar
1116,packen::V,kinni võtma,engrapar
1117,verstecken::V,peitma,amagar
1118,teilen::V,jagama,dividir
1119,teilen::V,jaotama,dividir
1120,schicken::V,saatma,enviar
1121,bringen::V,viima,portar
1122,hinzufügen::V,lisama,afegir
1123,bekommen::V,saama,obtenir
1124,erhalten::V,saama,rebre
1125,nehmen::V,võtma,prendre
1126,wählen::V,valima,triar
1127,wählen::V,valima,elegir
1128,auswählen::V,valima,escollir
1129,auswählen::V,valima,seleccionar
1130,bewahren::V,hoidma,conservar
1131,behindern::V,takistama,impedir
1132,behindern::V,takistama,obstaculitzar
1133,verderben::V,rikkuma,espatllar
1134,beschädigen::V,rikkuma,danyar
1135,beschädigen::V,rikkuma,destrossar
1136,zerbrechen::V,katki tegema,trencar
1137,zerreißen::V,katki rebima,estripar
1138,zerstören::V,purustama,destruir
1139,verbrennen::V,põletama,cremar
1140,geben::V,andma,donar
1141,reichen::V,andma,passar
1142,reichen::V,ulatama,passar
1143,schenken::V,kinkima,regalar
1144,versprechen::V,lubama,prometre
1145,versprechen::V,tõotama,prometre
1146,wünschen::V,soovima,desitjar
1147,loben::V,kiitma,elogiar
1148,küssen::V,suudlema,fer un petó a
1149,wiegen::V,hällitama,bressolar
1150,zudecken::V,kaanetama,tapar
1151,zudecken::V,kaanetama,cobrir
1152,zudecken::V,kinni katma,tapar
1153,zudecken::V,kinni katma,cobrir
1154,wecken::V,äratama,despertar
1155,zeigen::V,näitama,mostrar
1156,zeigen::V,näitama,ensenyar
1157,führen::V,juhatama,guiar
1158,führen::V,juhatama,conduir
1159,lehren::V,õpetama,ensenyar
1160,unterrichten::V,õpetama,ensenyar
1161,aufziehen::V,üles kasvatama,criar
1162,leiten::V,juhtima,dirigir
1163,antreiben::V,ergutama,impel·lir
1164,lassen::V,laskma,fer
1165,einladen::V,kutsuma,invitar
1166,einladen::V,kutsuma,convidar
1167,vereinigen::V,ühendama,unir
1168,besuchen::V,külastama,visitar
1169,besuchen::V,külastama,anar a veure
1170,treffen::V,kohtama,trobar
1171,sich versammeln::V,kogunema,reunir-se
1172,spielen::V,mängima,jugar
1173,singen::V,laulma,cantār
1174,tanzen::V,tantsima,ballar
1175,sich trennen::V,lahku minema,separar-se
1176,verlassen::V,maha jätma,deixar
1177,verlassen::V,maha jätma,abandonar
1178,retten::V,päästma,salvar
1179,bewachen::V,valvama,vigilar
1180,schützen::V,kaitsma,protegir
1181,verteidigen::V,kaitsma,defensar
1182,sich schlagen::V,kaklema,barallar-se
1183,schießen::V,tulistama,tirar
1184,schießen::V,tulistama,disparar
1185,siegen::V,võitma,vèncer
1186,ärgern::V,ärritama,enfadar
1187,ärgern::V,vihastama,enfadar
1188,schlagen::V,lööma,pegar
1189,schlagen::V,lööma,colpejar
1190,treten::V,sõtkuma,donar un cop de peu a
1191,stechen::V,pistma,punxar
1192,stechen::V,pistma,apunyalar
1193,stechen::V,torkama,punxar
1194,stechen::V,torkama,apunyalar
1195,stoßen::V,tõukama,empènyer
1196,stehlen::V,varastama,robar
1197,stören::V,segama,molestar
1198,stören::V,häirima,molestar
1199,belästigen::V,ahistama,importunar
1200,verbergen::V,peitma,amagar
1201,verbergen::V,peitma,ocultar
1202,verbergen::V,varjama,amagar
1203,verbergen::V,varjama,ocultar
1204,täuschen::V,petma,enganyar
1205,täuschen::V,tüssama,enganyar
1206,betrügen::V,petma,estafar
1207,betrügen::V,tüssama,estafar
1208,betrügen::V,truudust murtma,estafar
1209,töten::V,tapma,matar
1210,töten::V,surmama,matar
1211,wohnen::V,elama,vīure
1212,wohnen::V,elama,habitar
1213,arbeiten::V,töötama,treballar
1214,sammeln::V,koguma,col·leccionar
1215,sammeln::V,korjama,col·leccionar
1216,pflücken::V,noppima,collir
1217,jagen::V,jahtima,caçar
1218,fischen::V,kalastama,pescar
1219,fischen::V,kala püüdma,pescar
1220,fassen::V,püüdma,atrapar
1221,hüten::V,karjatama,pasturar
1222,treiben::V,ajama,arriar
1223,anbinden::V,kinni siduma,lligar
1224,füttern::V,söötma,donar menjar a
1225,melken::V,lüpsma,munyir
1226,hacken::V,raiuma,picar
1227,hacken::V,raiuma,tallar
1228,hacken::V,lõhkuma,picar
1229,hacken::V,lõhkuma,tallar
1230,gießen::V,kastma,regar
1231,reifen::V,valmima,madurar
1232,zubereiten::V,valmistama,preparar
1233,kochen::V,keetma,coure
1234,backen::V,küpsetama,coure al forn
1235,braten::V,praadima,rostir
1236,umrühren::V,segama,remenar
1237,stricken::V,kuduma,tricotar
1238,stricken::V,kuduma,fer punt de mitja
1239,nähen::V,õmblema,cosir
1240,färben::V,värvima,tenyir
1241,reinigen::V,puhastama,netejar
1242,waschen::V,pesema,rentār
1243,abwischen::V,puhtaks pühkima,eixugar
1244,spülen::V,uhtma,esbandir
1245,fegen::V,pühkima,escombrar
1246,kehren::V,pühkima,escombrar
1247,baden::V,suplema,banyar-se
1248,baden::V,kümblema,banyar-se
1249,sich waschen::V,end pesema,rentār-se
1250,ausziehen::V,käest võtma,treure's
1251,ausziehen::V,jalast võtma,treure's
1252,ausziehen::V,seljast võtma,treure's
1253,anziehen::V,jalga panema,posar-se
1254,sich anziehen::V,riietuma,vestir-se
1255,kämmen::V,kammima,pentinar
1256,schmücken::V,kaunistama,adornar
1257,sagen::V,ütlema,dir
1258,sprechen::V,rääkima,parlar
1259,sprechen::V,kõnelema,parlar
1260,reden::V,kõnelema,parlar
1261,sich unterhalten::V,vestlema,conversar
1262,fragen::V,küsima,preguntar
1263,bitten::V,paluma,demanar
1264,erzählen::V,jutustama,contar
1265,erzählen::V,jutustama,explicar
1266,mitteilen::V,teatama,comunicar
1267,mitteilen::V,teada andma,comunicar
1268,nennen::V,nimetama,nomenar
1269,rufen::V,kutsuma,cridar
1270,prahlen::V,hooplema,lloar-se
1271,prahlen::V,hooplema,jactar-se
1272,übersetzen::V,tõlkima,traduir
1273,denken::V,mõtlema,pensar
1274,glauben::V,uskuma,creure
1275,bemerken::V,märkama,notar
1276,erkennen::V,ära tundma,reconèixer
1277,begreifen::V,aru saama,comprendre
1278,verstehen::V,mõistma,entendre
1279,lernen::V,õppima,aprendre
1280,wissen::V,teadma,saber
1281,sich erinnern an::V,mäletama,recordar
1282,vergessen::V,unustama,oblidar
1283,messen::V,mõõtma,mesurar
1284,zählen::V,loendama,comptar
1285,rechnen::V,arvutama,calcular
1286,lesen::V,lugema,llegir
1287,malen::V,maalima,pintar
1288,zeichnen::V,joonistama,dibuixar
1289,schreiben::V,kirjutama,escrīure
1290,besitzen::V,omama,posseir
1291,kaufen::V,ostma,comprar
1292,verkaufen::V,müüma,vendre
1293,bezahlen::V,tasuma,pagar
1294,zahlen::V,maksma,pagar per
1295,beherrschen::V,valitsema,dominar
1296,ertragen::V,taluma,aguantar
