,Concept_ID,no,fa
828,schon::ADV,allerede,قبلاً
829,schon::ADV,allerede,به این زودی
830,wieder::ADV,igjen,باز
831,wieder::ADV,igjen,دوباره
832,vergebens::ADV,forgjeves,بیهوده
833,vor::PRP,foran,در جلوی
834,vor::PRP,utenfor,در جلوی
835,hinter::PRP,bak,پشت
836,hinter::PRP,bakom,پشت
837,unter::PRP,under,تحت
838,durch::PRP,gjennom,از وسط
839,durch::PRP,gjennom,از ميان
840,durch::PRP,igjennom,از وسط
841,durch::PRP,igjennom,از ميان
842,neben::PRP,ved siden av,کنار
843,neben::PRP,ved siden av,پهلوی
844,zwischen::PRP,mellom,بین
845,zwischen::PRP,mellom,میان
846,wegen::PRP,på grunn av,برای
847,wegen::PRP,på grunn av,بخاطر
848,dies::PRN,dette,این
849,das::PRN,det,آن
850,alles::PRN,alt,تمام
851,alles::PRN,alt,همه‌چیر
852,ich::PRN,jeg,من
853,du::PRN,du,تو
854,er::PRN,han,او
855,wir::PRN,vi,ما
856,ihr::PRN,dere,شما
857,sie::PRN,de,آنها
858,was::FPRN,hva,چه
859,wer::FPRN,hvem,کی
860,wo::FADV,hvor,کجا
861,wohin::FADV,hvor ... hen,بکجا
862,wie::FADV,hvordan,چطور
863,wie::FADV,hvordan,چگونه
864,warum::FADV,hvorfor,چرا
865,warum::FADV,hvorfor,برای چه
866,wieviel::FNUM,hvor mye,چند
867,wieviel::FNUM,hvor mye,چقدر
868,eins::NUM,en,یک
869,eins::NUM,ett,یک
870,zwei::NUM,to,دو
871,drei::NUM,tre,سه
872,vier::NUM,fire,چهار
873,fünf::NUM,fem,پنج
874,sechs::NUM,seks,شش
875,sieben::NUM,sju,هفت
876,acht::NUM,åtte,هشت
877,neun::NUM,ni,نه
878,zehn::NUM,ti,ده
879,elf::NUM,elleve,یازده
880,zwölf::NUM,tolv,دوازده
881,zwanzig::NUM,tjue,بیست
882,dreißig::NUM,tretti,سی
883,vierzig::NUM,førti,چهل
884,fünfzig::NUM,femti,پنجاه
885,sechzig::NUM,seksti,شصت
886,siebzig::NUM,sytti,هفتاد
887,achtzig::NUM,åtti,هشتاد
888,neunzig::NUM,nitti,نود
889,hundert::NUM,hundre,صد
890,tausend::NUM,tusen,هزار
891,und::CNJ,og,و
892,oder::CNJ,eller,یا
893,stehen::V,stå,ایستادن
894,sitzen::V,sitte,نشستن
895,liegen::V,ligge,خوابیدن
896,liegen::V,ligge,دراز کشیدن
897,hängen::V,henge,آویزان بودن
898,werden::V,bli,شدن
899,passieren::V,skje,گذشتن
900,passieren::V,skje,اتفاق افتادن
901,passieren::V,hende,گذشتن
902,passieren::V,hende,اتفاق افتادن
903,beginnen::V,begynne,شروع شدن
904,enden::V,ende,تمام شدن
905,enden::V,slutte,تمام شدن
906,wechseln::V,veksle,عوض شدن
907,aufgehen[Sonne]::V,stå opp,برآمدن
908,aufgehen[Sonne]::V,stå opp,طلوع کردن
909,untergehen[Sonne]::V,gå ned,غروب کردن
910,scheinen[Sonne]::V,skinne,تابیدن
911,donnern::V,tordne,رعد زدن
912,wehen::V,blåse,دمیدن
913,strömen::V,strømme,روان شدن
914,fließen::V,flyte,روان شدن
915,sich drehen::V,dreie seg,چرخیدن
916,schwanken::V,svaie,خم و راست شدن
917,schwingen::V,svinge,تاب خوردن
918,schwingen::V,svinge,نوسان کردن
919,fallen::V,falle,افتادن
920,fallen::V,falle,سقوط کردن
921,brennen::V,brenne,سوزاندن
922,rauchen::V,ryke,دود کردن
923,regnen::V,regne,باران آمدن
924,gefrieren::V,fryse,یخ بستن
925,tauen::V,tine,آب شدن
926,schmelzen::V,smelte,آب شدن
927,trocknen::V,tørre,خشک شدن
928,sieden::V,koke,جوشیدن
929,faulen::V,råtne,فاسد شدن
930,verfaulen::V,råtne,پوسیدن
931,reißen::V,briste,پاره شدن
932,versinken::V,synke,غرق شدن
933,versinken::V,synke ned,غرق شدن
934,vergehen::V,forløpe,گذشتن
935,erscheinen::V,synes,ظاهر شدن
936,verschwinden::V,forsvinne,گم شدن
937,verschwinden::V,forsvinne,از بین رفتن
938,sinken::V,synke,پایین آمدن
939,abnehmen::V,avta,کم شدن
940,abnehmen::V,minske,کم شدن
941,zunehmen::V,tilta,زیاد شدن
942,steigen::V,stige,بالا رفتن
943,wachsen::V,gro,قد کشیدن
944,wachsen::V,vokse,قد کشیدن
945,glänzen::V,skinne,برق زدن
946,funkeln::V,tindre,جرقه زدن
947,lärmen::V,bråke,شلوغ کردن
948,läuten::V,ringe,زنگ زدن
949,klingeln::V,ringe,زنگ زدن
950,klirren::V,klirre,جرنگ جرنگ صدا کردن
951,brausen::V,bruse,طوفانی بودن
952,rauschen::V,suse,خش‌خش کردن
953,klingen::V,lyde,صدا دادن
954,klingen::V,klinge,صدا دادن
955,bellen::V,gjø,عوعو کردن
956,bellen::V,bjeffe,عوعو کردن
957,heulen::V,ule,زوزه کشیدن
958,blasen::V,blåse,فوت کردن
959,pfeifen::V,plystre,سوت زدن
960,schreien::V,skrike,فریاد زدن
961,stöhnen::V,stønne,نالیدن
962,zittern::V,dirre,لرزیدن
963,zittern::V,skjelve,لرزیدن
964,leben::V,leve,زیستن
965,leben::V,leve,زندگی کردن
966,geboren werden::V,fødes,متولد شدن
967,atmen::V,ånde,تنفس کردن
968,atmen::V,puste,تنفس کردن
969,trinken::V,drikke,نوشیدن
970,essen::V,spise,خوردن
971,schlucken::V,svelge,بلعیدن
972,schlucken::V,svelge,قورت دادن
973,müde werden::V,bli trett,خسته شدن
974,einschlafen::V,sovne,خواب رفتن
975,schlafen::V,sove,خوابیدن
976,aufwachen::V,våkne,از خواب بیدار شدن
977,aufstehen::V,stå opp,بیدار شدن
978,sich erholen::V,bli bra,استراحت کردن
979,sich erholen::V,komme seg,استراحت کردن
980,krank werden::V,bli syk,مریض شدن
981,krank sein::V,være syk,بیمار بودن
982,schmerzen::V,gjøre vondt,درد کردن
983,husten::V,hoste,سرفه کردن
984,genesen::V,komme seg,بهبود یافتن
985,sterben::V,dø,مردن
986,umkommen::V,omkomme,کشته شدن
987,sich bewegen::V,bevege seg,حرکت کردن
988,sich rühren::V,røre på seg,تکان خوردن
989,sich erheben::V,reise seg,برخواستن
990,sich setzen::V,sette sig,نشستن
991,hinfallen::V,falle over ende,زمین خوردن
992,laufen::V,løpe,پیاده رفتن
993,schreiten::V,skride,قدم زدن
994,spazierengehen::V,spasere,گردش رفتن
995,spazierengehen::V,gå en tur,گردش رفتن
996,eilen::V,ile,شتاب کردن
997,sich beeilen::V,skynde seg,عجله کردن
998,sausen::V,suse,صفیر کشیدن
999,rennen::V,løpe,دویدن
1000,springen::V,hoppe,پریدن
1001,springen::V,springe,پریدن
1002,klettern::V,klatre,بالا رفتن
1003,schaukeln::V,huske,تاب خوردن
1004,kriechen::V,krype,خزیدن
1005,schwimmen::V,svømme,شنا کردن
1006,tauchen::V,dykke,غواصی کردن
1007,rudern::V,ro,پارو زدن
1008,fahren::V,kjøre,سواره رفتن
1009,fliegen::V,fly,پریدن
1010,gehen::V,gå,رفتن
1011,weggehen::V,gå bort,رفتن
1012,abfahren::V,reise,حرکت کردن
1013,anhalten::V,stanse,ایست کردن
1014,hineingehen::V,gå inn,داخل شدن
1015,eintreten::V,tre inn,وارد شدن
1016,kommen::V,komme,آمدن
1017,ankommen::V,ankomme,رسیدن
1018,ankommen::V,komme til,رسیدن
1019,zurückkommen::V,komme tilbake,برگشتن
1020,bleiben::V,bli,ماندن
1021,bleiben::V,forbli,ماندن
1022,warten::V,vente,منتظر بودن
1023,erwarten::V,vente,انتظار داشتن
1024,suchen::V,søke,جستجو کردن
1025,finden::V,finne,یافتن
1026,finden::V,finne,پیدا کردن
1027,versuchen::V,prøve,سعی کردن
1028,versuchen::V,prøve,کوشش کردن
1029,versuchen::V,forsøke,سعی کردن
1030,versuchen::V,forsøke,کوشش کردن
1031,vorbereiten::V,forberede,آماده کردن
1032,lieben::V,elske,عاشق بودن
1033,mögen::V,like,میل داشتن
1034,mögen::V,like,دوست داشتن
1035,lachen::V,le,خندیدن
1036,rühren::V,røre,به رقت آوردن
1037,weinen::V,gråte,گریه کردن
1038,schimpfen::V,skjelle,فحاشی کردن
1039,sich ärgern::V,ergre seg,ناراحت شدن
1040,sich fürchten::V,være redd,واهمه کردن
1041,fürchten::V,være redd for,ترسیدن
1042,fliehen::V,rømme,گریختن
1043,fliehen::V,flykte,گریختن
1044,flüchten::V,flykte,فرار کردن
1045,sehen::V,se,دیدن
1046,anschauen::V,se på,نگاه کردن
1047,anschauen::V,betrakte,نگاه کردن
1048,ansehen::V,anse,تماشا کردن
1049,hören::V,høre,شنیدن
1050,zuhören::V,tilhøre,گوش دادن
1051,probieren::V,smake,چشیدن
1052,probieren::V,smake på,چشیدن
1053,riechen::V,lukte,بوییدن
1054,riechen::V,lukte,بو کردن
1055,fühlen::V,føle,احساس کردن
1056,scheinen::V,se ut,بنظر آمدن
1057,zu sehen sein::V,synes,دیده شدن
1058,vernehmen::V,få vite,شنیدن
1059,frieren::V,fryse,سرد بودن
1060,tun::V,gjøre,کردن
1061,können::V,kunne,توانستن
1062,wollen::V,ville,خواستن
1063,anfangen::V,begynne,شروع کردن
1064,beenden::V,avslutte,تمام کردن
1065,beenden::V,avslutte,پایان دادن
1066,aufhören::V,slutte,دست کشیدن
1067,aufhören::V,holde opp,دست کشیدن
1068,gelingen::V,lykkes,موفق شدن
1069,geraten::V,bli,نتیجه دادن
1070,öffnen::V,åpne,گشودن
1071,öffnen::V,åpne,باز کردن
1072,schließen::V,lukke,بستن
1073,schließen::V,lukke,قفل کردن
1074,schließen::V,stenge,بستن
1075,schließen::V,stenge,قفل کردن
1076,stellen::V,stille,گذاردن
1077,setzen::V,sette,نشاندن
1078,legen::V,legge,گذاشتن
1079,berühren::V,berøre,دست زدن
1080,berühren::V,berøre,لمس کردن
1081,verbinden::V,forbinde,وصل کردن
1082,bedecken::V,dekke,پوشاندن
1083,aufhängen::V,henge,آویختن
1084,aufhängen::V,henge opp,آویختن
1085,anzünden::V,tenne,سوزاندن
1086,anzünden::V,antenne,سوزاندن
1087,anzünden::V,tenne på,سوزاندن
1088,aufheben::V,løfte,برداشتن
1089,aufheben::V,løfte,بلند کردن
1090,aufheben::V,ta opp,برداشتن
1091,aufheben::V,ta opp,بلند کردن
1092,zurücklassen::V,slippe tilbake,گذاشتن
1093,verlieren::V,miste,گم کردن
1094,fallen lassen::V,droppe,انداختن
1095,fallen lassen::V,la falle,انداختن
1096,machen::V,lage,کردن
1097,machen::V,lage,ساختن
1098,machen::V,gjøre,کردن
1099,machen::V,gjøre,ساختن
1100,herstellen::V,fremstille,ساختن
1101,herstellen::V,fremstille,تولید کردن
1102,bauen::V,bygge,ساختن
1103,bauen::V,bygge,بنا کردن
1104,reparieren::V,reparere,درست کردن
1105,reparieren::V,reparere,تعمیر کردن
1106,verbessern::V,rette,بهتر کردن
1107,verbessern::V,forbedre,بهتر کردن
1108,ändern::V,forandre,تغییر دادن
1109,graben::V,grave,کندن
1110,graben::V,grave,گود کردن
1111,beugen::V,bøye,کج کردن
1112,biegen::V,bøye,خم کردن
1113,drehen::V,dreie,چرخاندن
1114,wenden::V,vende,برگرداندن
1115,umdrehen::V,snu,برگرداندن
1116,heben::V,heve,برداشتن
1117,hochheben::V,løfte,برآوردن
1118,hochheben::V,løfte,بلند کردن
1119,ergreifen::V,gripe,گرفتن
1120,ergreifen::V,få tak i,گرفتن
1121,halten::V,holde,نگاه داشتن
1122,drücken::V,trykke,فشار دادن
1123,drücken::V,trykke,فشار آوردن
1124,schieben::V,skyve,هل دادن
1125,kratzen::V,klø,خاریدن
1126,kratzen::V,klore,خاریدن
1127,lecken::V,slikke,لیسیدن
1128,beißen::V,bite,گاز زدن
1129,abreißen::V,rive av,پاره کردن
1130,abschneiden::V,skjære av,بریدن
1131,abschneiden::V,skjære av,قطع کردن
1132,binden::V,binde,بستن
1133,stecken::V,stikke,فرو کردن
1134,brechen::V,bryte,شکستن
1135,brechen::V,briste,شکستن
1136,klopfen::V,banke,کوبیدن
1137,hauen::V,hogge,زدن
1138,kleben::V,klistre,چسباندن
1139,reiben::V,gni,مالش دادن
1140,streichen::V,stryke,مالیدن
1141,schleifen::V,slipe,تیز کردن
1142,schneiden::V,klippe,چیدن
1143,schneiden::V,klippe,بریدن
1144,rütteln::V,ruske,لرزاندن
1145,rütteln::V,ruske,تکان دادن
1146,schütteln::V,riste,تکان دادن
1147,schwenken::V,svinge,تاب دادن
1148,schütten::V,helle,ریختن
1149,füllen::V,fylle,پر کردن
1150,einwickeln::V,vikle inn,پیچیدن
1151,tragen::V,bære,بردن
1152,tragen::V,bære,حمل کردن
1153,schleppen::V,slepe,کشیدن
1154,ziehen::V,dra,کشیدن
1155,ziehen::V,trekke,کشیدن
1156,aufbewahren::V,oppbevare,نگهداری کردن
1157,aufbewahren::V,ta vare på,نگهداری کردن
1158,werfen::V,kaste,انداختن
1159,werfen::V,kaste,پرتاب کردن
1160,fangen::V,fange,گرفتن
1161,packen::V,gripe,گرفتن
1162,packen::V,gripe tak i,گرفتن
1163,verstecken::V,gjemme,قایم کردن
1164,verstecken::V,gjemme,پنهان کردن
1165,teilen::V,dele,قسمت کردن
1166,teilen::V,dele,تقسیم کردن
1167,schicken::V,sende,فرستادن
1168,schicken::V,sende,ارسال کردن
1169,bringen::V,bringe,آوردن
1170,hinzufügen::V,tilføye,افزودن
1171,hinzufügen::V,tilføye,اضافه کردن
1172,bekommen::V,få,گرفتن
1173,erhalten::V,få,دریافت کردن
1174,nehmen::V,ta,گرفتن
1175,nehmen::V,ta,برداشتن
1176,wählen::V,velge,انتخاب کردن
1177,auswählen::V,velge ut,برگزیدن
1178,bewahren::V,bevare,حفظ کردن
1179,bewahren::V,bevare,حفاظت کردن
1180,behindern::V,hindre,مانع بودن
1181,behindern::V,forhindre,مانع بودن
1182,verderben::V,ødelegge,از بین بردن
1183,beschädigen::V,skade,صدمه زدن
1184,zerbrechen::V,brekke i stykker,شکستن
1185,zerreißen::V,rive i stykker,دریدن
1186,zerreißen::V,rive i stykker,پاره کردن
1187,zerstören::V,ødelegge,خراب کردن
1188,zerstören::V,ødelegge,ویران کردن
1189,verbrennen::V,brenne,سوزاندن
1190,verbrennen::V,brenne opp,سوزاندن
1191,geben::V,gi,دادن
1192,reichen::V,rekke,دادن
1193,schenken::V,forære,هدیه دادن
1194,schenken::V,skjenke,هدیه دادن
1195,versprechen::V,love,قول دادن
1196,versprechen::V,love,وعده دادن
1197,wünschen::V,ønske,آرزو کردن
1198,loben::V,rose,ستایش کردن
1199,küssen::V,kysse,بوسیدن
1200,wiegen::V,vogge,نوسان کردن
1201,zudecken::V,dekke til,پوشاندن
1202,wecken::V,vekke,بیدار کردن
1203,zeigen::V,vise,نشان دادن
1204,führen::V,føre,رهنمائی کردن
1205,lehren::V,lære,آموختن
1206,lehren::V,lære,یاد دادن
1207,unterrichten::V,undervise,درس دادن
1208,unterrichten::V,undervise,تدریس کردن
1209,aufziehen::V,oppdra,تربیت کردن
1210,leiten::V,lede,اداره کردن
1211,antreiben::V,drive på,عجله دادن
1212,lassen::V,få til å,وادار کردن
1213,einladen::V,be,دعوت کردن
1214,einladen::V,be,مهمان کردن
1215,einladen::V,invitere,دعوت کردن
1216,einladen::V,invitere,مهمان کردن
1217,vereinigen::V,forene,یکی کردن
1218,vereinigen::V,forene,متحد کردن
1219,besuchen::V,besøke,دیدار کردن
1220,treffen::V,møte,ملاقات کردن
1221,treffen::V,treffe,ملاقات کردن
1222,sich versammeln::V,forsamles,جمع شدن
1223,spielen::V,leke,بازی کردن
1224,spielen::V,spille,بازی کردن
1225,singen::V,synge,آواز خواندن
1226,tanzen::V,danse,رقصیدن
1227,sich trennen::V,skilles,جدا شدن
1228,verlassen::V,forlate,ترک کردن
1229,retten::V,redde,نجات دادن
1230,bewachen::V,bevokte,حراست کردن
1231,schützen::V,verne,حفظ کردن
1232,schützen::V,beskytte,حفظ کردن
1233,verteidigen::V,forsvare,دفاع کردن
1234,sich schlagen::V,slåss,کتک‌کاری کردن
1235,schießen::V,skyte,تیر زدن
1236,siegen::V,seire,پیروز شدن
1237,ärgern::V,ergre,ناراحت کردن
1238,treten::V,sparke,لگد زدن
1239,stechen::V,stikke,چاقو زدن
1240,stoßen::V,støte,هل دادن
1241,stehlen::V,stjele,دزدیدن
1242,stören::V,forstyrre,مزاحم شدن
1243,belästigen::V,plage,زحمت دادن
1244,belästigen::V,sjenere,زحمت دادن
1245,verbergen::V,gjemme,پنهان کردن
1246,täuschen::V,villede,گول زدن
1247,täuschen::V,villede,فریب دادن
1248,betrügen::V,bedra,گول زدن
1249,betrügen::V,bedra,فریب دادن
1250,töten::V,drepe,کشتن
1251,wohnen::V,bo,منزل داشتن
1252,wohnen::V,bo,سکونت داشتن
1253,arbeiten::V,arbeide,کار کردن
1254,sammeln::V,samle,جمع کردن
1255,pflücken::V,plukke,چیدن
1256,jagen::V,jage,شکار کردن
1257,fischen::V,fiske,صید کردن
1258,fischen::V,fiske,ماهی‌گیری کردن
1259,fassen::V,fange,گرفتن
1260,hüten::V,vokte,چراندن
1261,hüten::V,vokte,مراقبت کردن
1262,treiben::V,drive,راندن
1263,anbinden::V,feste,متصل کردن
1264,füttern::V,fore,غذا دادن
1265,melken::V,melke,دوشیدن
1266,hacken::V,hakke,خرد کردن
1267,gießen::V,helle,ریختن
1268,reifen::V,modne,رسیدن
1269,zubereiten::V,lage,طبخ کردن
1270,zubereiten::V,lage,آماده کردن
1271,zubereiten::V,tilberede,طبخ کردن
1272,zubereiten::V,tilberede,آماده کردن
1273,kochen::V,koke,پختن
1274,kochen::V,koke,آشپزی کردن
1275,backen::V,bake,پختن
1276,braten::V,steke,سرخ کردن
1277,umrühren::V,røre om,هم زدن
1278,stricken::V,strikke,بافتن
1279,nähen::V,sy,دوختن
1280,färben::V,farge,رنگ زدن
1281,reinigen::V,rense,پاک کردن
1282,reinigen::V,rense,تمیز کردن
1283,reinigen::V,gjøre ren,پاک کردن
1284,reinigen::V,gjøre ren,تمیز کردن
1285,waschen::V,vaske,شستن
1286,abwischen::V,tørke av,زدودن
1287,spülen::V,spyle,شستن
1288,spülen::V,skylle,شستن
1289,fegen::V,feie,جارو کردن
1290,kehren::V,koste,جارو کردن
1291,baden::V,bade,شنا کردن
1292,baden::V,bade,حمام کردن
1293,sich waschen::V,vaske seg,شستشو کردن
1294,ausziehen::V,ta av,درآوردن
1295,anziehen::V,ta på,پوشیدن
1296,sich anziehen::V,kle på seg,لباس پوشیدن
1297,kämmen::V,gre,شانه زدن
1298,kämmen::V,kjemme,شانه زدن
1299,schmücken::V,pynte,زینت دادن
1300,schmücken::V,smykke,زینت دادن
1301,sagen::V,si,گفتن
1302,sprechen::V,snakke,حرف زدن
1303,sprechen::V,snakke,صحبت کردن
1304,reden::V,tale,حرف زدن
1305,reden::V,tale,صحبت کردن
1306,reden::V,snakke,حرف زدن
1307,reden::V,snakke,صحبت کردن
1308,sich unterhalten::V,samtale,گپ زدن
1309,fragen::V,spørre,پرسیدن
1310,fragen::V,spørre,سؤال کردن
1311,bitten::V,be,خواهش کردن
1312,bitten::V,be,درخواست کردن
1313,erzählen::V,fortelle,نقل کردن
1314,erzählen::V,fortelle,حکایت کردن
1315,mitteilen::V,meddele,خبر دادن
1316,nennen::V,kalle,نامیدن
1317,rufen::V,rope,صدا کردن
1318,prahlen::V,skryte,پز آمدن
1319,übersetzen::V,oversette,ترجمه کردن
1320,denken::V,tenke,فکر کردن
1321,glauben::V,tro,باور کردن
1322,glauben::V,tro,عقیده داشتن
1323,bemerken::V,bemerke,متوجه شدن
1324,bemerken::V,legge merke til,متوجه شدن
1325,erkennen::V,gjenkjenne,شناختن
1326,erkennen::V,gjenkjenne,تشخیص دادن
1327,begreifen::V,begripe,فهمیدن
1328,begreifen::V,begripe,درک کردن
1329,verstehen::V,forstå,فهمیدن
1330,verstehen::V,skjønne,فهمیدن
1331,lernen::V,lære,آموختن
1332,lernen::V,lære,یاد گرفتن
1333,wissen::V,vite,دانستن
1334,sich erinnern an::V,huske på,به یاد آوردن
1335,vergessen::V,glemme,فراموش کردن
1336,messen::V,måle,اندازه گرفتن
1337,zählen::V,telle,شمردن
1338,rechnen::V,regne,حساب کردن
1339,lesen::V,lese,خواندن
1340,malen::V,male,نقاشی کردن
1341,zeichnen::V,tegne,کشیدن
1342,zeichnen::V,tegne,رسم کردن
1343,schreiben::V,skrive,نوشتن
1344,besitzen::V,eie,داشتن
1345,besitzen::V,inneha,داشتن
1346,kaufen::V,kjøpe,خریدن
1347,kaufen::V,kjøpe,خرید کردن
1348,verkaufen::V,selge,فروختن
1349,bezahlen::V,betale,پرداختن
1350,zahlen::V,betale,پرداخت کردن
1351,beherrschen::V,beherske,مسلط بودن
1352,ertragen::V,orke,تحمل کردن
1353,schlagen::V,,زدن
1354,schlagen::V,,کوبیدن
