,Concept_ID,,no
1031,stoßen::V,,støte
1032,stehlen::V,,stjele
1033,stören::V,,forstyrre
1034,belästigen::V,,plage
1035,belästigen::V,,sjenere
1036,verbergen::V,,gjemme
1037,täuschen::V,,villede
1038,betrügen::V,,bedra
1039,töten::V,,drepe
1040,wohnen::V,,bo
1041,arbeiten::V,,arbeide
1042,sammeln::V,,samle
1043,pflücken::V,,plukke
1044,jagen::V,,jage
1045,fischen::V,,fiske
1046,fassen::V,,fange
1047,hüten::V,,vokte
1048,treiben::V,,drive
1049,anbinden::V,,feste
1050,füttern::V,,fore
1051,melken::V,,melke
1052,hacken::V,,hakke
1053,gießen::V,,helle
1054,reifen::V,,modne
1055,zubereiten::V,,lage
1056,zubereiten::V,,tilberede
1057,kochen::V,,koke
1058,backen::V,,bake
1059,braten::V,,steke
1060,umrühren::V,,røre om
1061,stricken::V,,strikke
1062,nähen::V,,sy
1063,färben::V,,farge
1064,reinigen::V,,rense
1065,reinigen::V,,gjøre ren
1066,waschen::V,,vaske
1067,abwischen::V,,tørke av
1068,spülen::V,,spyle
1069,spülen::V,,skylle
1070,fegen::V,,feie
1071,kehren::V,,koste
1072,baden::V,,bade
1073,sich waschen::V,,vaske seg
1074,ausziehen::V,,ta av
1075,anziehen::V,,ta på
1076,sich anziehen::V,,kle på seg
1077,kämmen::V,,gre
1078,kämmen::V,,kjemme
1079,schmücken::V,,pynte
1080,schmücken::V,,smykke
1081,sagen::V,,si
1082,sprechen::V,,snakke
1083,reden::V,,tale
1084,reden::V,,snakke
1085,sich unterhalten::V,,samtale
1086,fragen::V,,spørre
1087,bitten::V,,be
1088,erzählen::V,,fortelle
1089,mitteilen::V,,meddele
1090,nennen::V,,kalle
1091,rufen::V,,rope
1092,prahlen::V,,skryte
1093,übersetzen::V,,oversette
1094,denken::V,,tenke
1095,glauben::V,,tro
1096,bemerken::V,,bemerke
1097,bemerken::V,,legge merke til
1098,erkennen::V,,gjenkjenne
1099,begreifen::V,,begripe
1100,verstehen::V,,forstå
1101,verstehen::V,,skjønne
1102,lernen::V,,lære
1103,wissen::V,,vite
1104,sich erinnern an::V,,huske på
1105,vergessen::V,,glemme
1106,messen::V,,måle
1107,zählen::V,,telle
1108,rechnen::V,,regne
1109,lesen::V,,lese
1110,malen::V,,male
1111,zeichnen::V,,tegne
1112,schreiben::V,,skrive
1113,besitzen::V,,eie
1114,besitzen::V,,inneha
1115,kaufen::V,,kjøpe
1116,verkaufen::V,,selge
1117,bezahlen::V,,betale
1118,zahlen::V,,betale
1119,beherrschen::V,,beherske
1120,ertragen::V,,orke
