,Concept_ID,da,uk
853,sich erheben::V,rejse sig,встати
854,sich setzen::V,sætte sig,сісти
855,laufen::V,løbe,ходити
856,schreiten::V,skride,крокувати
857,spazierengehen::V,gå en tur,гуляти
858,eilen::V,ile,спішити
859,sich beeilen::V,skynde sig,поспішати
860,sausen::V,suse,мчатися
861,rennen::V,løbe,бігати
862,rennen::V,rende,бігати
863,springen::V,hoppe,скакати
864,springen::V,hoppe,стрибати
865,springen::V,springe,скакати
866,springen::V,springe,стрибати
867,klettern::V,klatre,лазити
868,schaukeln::V,gynge,гойдатися
869,kriechen::V,krybe,повзати
870,schwimmen::V,svømme,пливти
871,schwimmen::V,svømme,плавати
872,tauchen::V,dykke,пірнати
873,rudern::V,ro,гребти
874,rudern::V,ro,веслувати
875,fahren::V,køre,їхати
876,fliegen::V,flyve,літати
877,gehen::V,gå,іти
878,weggehen::V,gå bort,піти
879,abfahren::V,køre bort,від’їхати
880,abfahren::V,køre bort,відправитися
881,anhalten::V,standse,зупинитися
882,hineingehen::V,gå ind,входити
883,eintreten::V,træde ind,увійти
884,kommen::V,komme,прийти
885,ankommen::V,ankomme,прибути
886,zurückkommen::V,komme tilbage,повернутися
887,bleiben::V,blive,залишитися
888,bleiben::V,forblive,залишитися
889,warten::V,vente,чекати
890,erwarten::V,vente,чекати
891,erwarten::V,afvente,чекати
892,suchen::V,søge,шукати
893,finden::V,finde,знайти
894,versuchen::V,forsøge,випробовувати
895,vorbereiten::V,forberede,підготувати
896,lieben::V,elske,любити
897,mögen::V,holde af,любити
898,mögen::V,holde af,подобатися
899,mögen::V,kunne lide,любити
900,mögen::V,kunne lide,подобатися
901,lachen::V,le,сміятися
902,rühren::V,røre,розчулити
903,weinen::V,græde,плакати
904,schimpfen::V,skænde,лаятися
905,sich ärgern::V,ærgre sig,сердитися
906,sich fürchten::V,være bange,боятися
907,fürchten::V,være bange for,боятися
908,fliehen::V,flygte,тікати
909,flüchten::V,flygte,утекти
910,sehen::V,se,бачити
911,anschauen::V,se på,поглянути
912,anschauen::V,betragte,поглянути
913,ansehen::V,anse,дивитися на
914,hören::V,høre,чути
915,zuhören::V,høre til,слухати
916,probieren::V,smage,покуштувати
917,probieren::V,smage på,покуштувати
918,riechen::V,lugte,нюхати
919,fühlen::V,føle,відчувати
920,scheinen::V,synes,здаватися
921,zu sehen sein::V,synes,виднітися
922,vernehmen::V,erfare,почути
923,frieren::V,fryse,мерзнути
924,tun::V,gøre,робити
925,können::V,kunne,могти
926,wollen::V,ville,хотіти
927,anfangen::V,begynde,почати
928,beenden::V,afslutte,закінчити
929,aufhören::V,ophøre,перестати
930,aufhören::V,holde op,перестати
931,gelingen::V,lykkes,вдатися
932,geraten::V,blive,опинитися
933,öffnen::V,åbne,відкрити
934,schließen::V,lukke,закрити
935,stellen::V,stille,поставити
936,setzen::V,sætte,посадити
937,legen::V,lægge,класти
938,berühren::V,berøre,чіпати
939,verbinden::V,forbinde,зв’язати
940,bedecken::V,dække,покрити
941,bedecken::V,bedække,покрити
942,aufhängen::V,hænge,повісити
943,aufhängen::V,hænge op,повісити
944,anzünden::V,tænde,запалити
945,anzünden::V,antænde,запалити
946,aufheben::V,løfte,підняти
947,aufheben::V,tage op,підняти
948,zurücklassen::V,lade tilbage,залишити
949,verlieren::V,miste,загубити
950,fallen lassen::V,tabe,упустити
951,fallen lassen::V,droppe,упустити
952,machen::V,gøre,зробити
953,herstellen::V,fremstille,виготовити
954,bauen::V,bygge,будувати
955,reparieren::V,reparere,лагодити
956,verbessern::V,rette,поліпшити
957,verbessern::V,forbedre,поліпшити
958,ändern::V,ændre,змінити
959,graben::V,grave,копати
960,beugen::V,bøje,зігнути
961,biegen::V,bøje,погнути
962,drehen::V,dreje,вертіти
963,wenden::V,vende,повернути
964,umdrehen::V,dreje om,перевернути
965,heben::V,hæve,піднімати
966,hochheben::V,løfte,підняти
967,ergreifen::V,gribe fat i,схопити
968,halten::V,holde,тримати
969,drücken::V,trykke,натискати
970,schieben::V,skyde,пхати
971,schieben::V,skyde,штовхати
972,schieben::V,skubbe,пхати
973,schieben::V,skubbe,штовхати
974,kratzen::V,klø,шкребти
975,kratzen::V,kradse,шкребти
976,lecken::V,slikke,лизати
977,beißen::V,bide,кусати
978,abreißen::V,rive af,відірвати
979,abschneiden::V,skære af,відрізати
980,binden::V,binde,в’язати
981,stecken::V,stikke,увіткнути
982,brechen::V,brække,зламати
983,klopfen::V,banke,стукати
984,hauen::V,hugge,бити
985,kleben::V,klistre,клеїти
986,reiben::V,gnide,терти
987,streichen::V,smøre,намазати
988,schleifen::V,slibe,точити
989,schneiden::V,skære,різати
990,schneiden::V,klippe,різати
991,rütteln::V,ruske,хитати
992,schütteln::V,ryste,трясти
993,schwenken::V,svinge,махати
994,schütten::V,hælde,налити
995,füllen::V,fylde,наповнити
996,einwickeln::V,pakke ind,загорнути
997,tragen::V,bære,нести
998,schleppen::V,slæbe,тягти
999,ziehen::V,trække,тягнути
1000,aufbewahren::V,opbevare,зберігати
1001,werfen::V,kaste,кидати
1002,fangen::V,fange,ловити
1003,packen::V,gribe,схопити
1004,verstecken::V,gemme,сховати
1005,teilen::V,dele,розділити
1006,schicken::V,sende,посилати
1007,bringen::V,bringe,принести
1008,hinzufügen::V,tilføje,додати
1009,bekommen::V,få,дістати
1010,erhalten::V,få,одержати
1011,nehmen::V,tage,взяти
1012,wählen::V,vælge,вибрати
1013,auswählen::V,udvælge,відібрати
1014,bewahren::V,bevare,зберегти
1015,behindern::V,hindre,перешкоджати
1016,behindern::V,forhindre,перешкоджати
1017,verderben::V,ødelægge,зіпсувати
1018,beschädigen::V,beskadige,зашкодити
1019,zerbrechen::V,brække itu,розбити
1020,zerreißen::V,rive itu,розірвати
1021,zerstören::V,ødelægge,зруйнувати
1022,verbrennen::V,brænde,спалити
1023,geben::V,give,дати
1024,reichen::V,række,передати
1025,schenken::V,forære,дарувати
1026,versprechen::V,love,обіцяти
1027,wünschen::V,ønske,бажати
1028,loben::V,rose,хвалити
1029,küssen::V,kysse,цілувати
1030,wiegen::V,vugge,качати
1031,zudecken::V,dække til,накрити
1032,wecken::V,vække,розбудити
1033,zeigen::V,vise,показати
1034,führen::V,føre,вести
1035,lehren::V,lære,вчити
1036,unterrichten::V,undervise,викладати
1037,aufziehen::V,opdrage,виховати
1038,leiten::V,lede,керувати
1039,antreiben::V,skynde på,підганяти
1040,lassen::V,få til at,змусити
1041,einladen::V,indbyde,запросити
1042,einladen::V,invitere,запросити
1043,vereinigen::V,forene,об’єднати
1044,besuchen::V,besøge,завітати
1045,besuchen::V,besøge,відвідати
1046,treffen::V,møde,зустріти
1047,sich versammeln::V,forsamles,зібратися
1048,spielen::V,lege,грати
1049,spielen::V,spille,грати
1050,singen::V,synge,співати
1051,tanzen::V,danse,танцювати
1052,sich trennen::V,skilles,розлучитися
1053,verlassen::V,forlade,покинути
1054,retten::V,redde,врятувати
1055,bewachen::V,bevogte,охороняти
1056,schützen::V,skærme,уберігати
1057,schützen::V,beskytte,уберігати
1058,verteidigen::V,forsvare,захистити
1059,sich schlagen::V,slås,битися
1060,sich schlagen::V,slås,дратися
1061,schießen::V,skyde,стріляти
1062,siegen::V,sejre,перемогти
1063,ärgern::V,ærgre,сердити
1064,schlagen::V,slå,ударити
1065,treten::V,sparke,штовхати
1066,stechen::V,stikke,вколоти
1067,stoßen::V,støde,штовхнути
1068,stehlen::V,stjæle,украсти
1069,stören::V,forstyrre,перешкодити
1070,belästigen::V,genere,докучати
1071,belästigen::V,ulejlige,докучати
1072,verbergen::V,skjule,сховати
1073,täuschen::V,villede,обдурити
1074,betrügen::V,bedrage,зшахраювати
1075,töten::V,dræbe,убити
1076,wohnen::V,bo,жити
1077,wohnen::V,bo,мешкати
1078,arbeiten::V,arbejde,працювати
1079,sammeln::V,samle,зібрати
1080,pflücken::V,plukke,зривати
1081,jagen::V,jage,полювати
1082,fischen::V,fiske,рибалити
1083,fassen::V,fange,піймати
1084,hüten::V,vogte,пасти
1085,treiben::V,drive,гнати
1086,anbinden::V,binde fast,прив’язати
1087,füttern::V,fodre,годувати
1088,füttern::V,fodre,харчувати
1089,melken::V,malke,доїти
1090,hacken::V,hakke,рубати
1091,gießen::V,hælde,полити
1092,reifen::V,modne,дозріти
1093,zubereiten::V,tilberede,зготовити
1094,zubereiten::V,tilberede,приготувати
1095,kochen::V,koge,варити
1096,kochen::V,koge,готувати
1097,backen::V,bage,пекти
1098,braten::V,stege,смажити
1099,umrühren::V,røre om,переміщати
1100,stricken::V,strikke,в’язати
1101,nähen::V,sy,шити
1102,färben::V,farve,пофарбувати
1103,reinigen::V,rense,очистити
1104,reinigen::V,gøre ren,очистити
1105,waschen::V,vaske,мити
1106,abwischen::V,tørre af,витерти
1107,spülen::V,skylle,полоскати
1108,fegen::V,feje,підмітати
1109,kehren::V,feje,мести
1110,baden::V,bade,купатися
1111,sich waschen::V,vaske sig,митися
1112,ausziehen::V,tage af,зняти
1113,anziehen::V,tage på,надіти
1114,sich anziehen::V,klæde sig på,одягтися
1115,sich anziehen::V,klæde sig på,одягнутися
1116,kämmen::V,rede,зачесати
1117,kämmen::V,frisere,зачесати
1118,schmücken::V,pynte,оздобити
1119,schmücken::V,smykke,оздобити
1120,sagen::V,sige,сказати
1121,sprechen::V,snakke,говорити
1122,reden::V,tale,розмовляти
1123,reden::V,snakke,розмовляти
1124,sich unterhalten::V,snakke sammen,бесідувати
1125,fragen::V,spørge,запитати
1126,bitten::V,bede,просити
1127,erzählen::V,berette,розповісти
1128,erzählen::V,fortælle,розповісти
1129,mitteilen::V,meddele,повідомити
1130,nennen::V,nævne,назвати
1131,rufen::V,råbe,кликати
1132,prahlen::V,prale,хвалитися
1133,übersetzen::V,oversætte,перекласти
1134,denken::V,tænke,думати
1135,denken::V,tænke,мислити
1136,glauben::V,tro,вірити
1137,bemerken::V,bemærke,помітити
1138,bemerken::V,lægge mærke til,помітити
1139,erkennen::V,genkende,пізнати
1140,begreifen::V,begribe,осягнути
1141,verstehen::V,forstå,почути
1142,lernen::V,lære,навчатися
1143,wissen::V,vide,знати
1144,sich erinnern an::V,mindes,пам’ятати
1145,sich erinnern an::V,huske på,пам’ятати
1146,vergessen::V,glemme,забути
1147,messen::V,måle,міряти
1148,zählen::V,tælle,лічити
1149,rechnen::V,regne,рахувати
1150,lesen::V,læse,читати
1151,malen::V,male,малювати
1152,zeichnen::V,tegne,рисувати
1153,schreiben::V,skrive,писати
1154,besitzen::V,eje,мати
1155,besitzen::V,besidde,мати
1156,kaufen::V,købe,купити
1157,verkaufen::V,sælge,продати
1158,bezahlen::V,betale,заплатити
1159,zahlen::V,betale,платити
1160,beherrschen::V,beherske,володіти
1161,ertragen::V,tåle,витерпіти
1162,ertragen::V,udholde,витерпіти
1163,hinfallen::V,,упасти
