,Concept_ID,uz,da
811,sausen::V,chopqillamoq,suse
812,rennen::V,yugurmoq,løbe
813,rennen::V,yugurmoq,rende
814,springen::V,sakramoq,hoppe
815,springen::V,sakramoq,springe
816,klettern::V,yuqorilamoq,klatre
817,schaukeln::V,irg'amoq,gynge
818,kriechen::V,ämaklamoq,krybe
819,schwimmen::V,suzmoq,svømme
820,tauchen::V,chu'mmoq,dykke
821,rudern::V,eshkak eshmoq,ro
822,fahren::V,haydamoq,køre
823,fliegen::V,uchmoq,flyve
824,gehen::V,bormoq,gå
825,weggehen::V,ketoq,gå bort
826,abfahren::V,jo'namoq,køre bort
827,anhalten::V,to'xtamoq,standse
828,hineingehen::V,kirmoq,gå ind
829,eintreten::V,kirmoq,træde ind
830,kommen::V,kelmoq,komme
831,ankommen::V,etib kelmoq,ankomme
832,zurückkommen::V,qaytib kelmoq,komme tilbage
833,bleiben::V,qolmoq,blive
834,bleiben::V,qolmoq,forblive
835,warten::V,poylamoq,vente
836,erwarten::V,kutmoq,vente
837,erwarten::V,kutmoq,afvente
838,suchen::V,izlamoq,søge
839,finden::V,topmoq,finde
840,versuchen::V,chalishmoq,forsøge
841,vorbereiten::V,hozirlamoq,forberede
842,lieben::V,sevmoq,elske
843,mögen::V,ardoqlamoq,holde af
844,mögen::V,ardoqlamoq,kunne lide
845,lachen::V,kulmoq,le
846,rühren::V,ta'sirlantirmoq,røre
847,weinen::V,yig'lamoq,græde
848,schimpfen::V,koyinmoq,skænde
849,sich ärgern::V,g'azab qilmoq,ærgre sig
850,sich fürchten::V,hurkmoq,være bange
851,fürchten::V,qo'rqmoq,være bange for
852,fliehen::V,qochmoq,flygte
853,flüchten::V,qochmoq,flygte
854,sehen::V,ko'rmoq,se
855,anschauen::V,razm solmoq,se på
856,anschauen::V,razm solmoq,betragte
857,ansehen::V,razm qilmoq,anse
858,hören::V,äshitmoq,høre
859,zuhören::V,tinglamoq,høre til
860,probieren::V,tatib ko'rmoq,smage
861,probieren::V,tatib ko'rmoq,smage på
862,riechen::V,iskamoq,lugte
863,fühlen::V,sezmoq,føle
864,scheinen::V,tuyilmoq,synes
865,zu sehen sein::V,ko'rinmoq,synes
866,vernehmen::V,äshitmoq,erfare
867,frieren::V,sovuq qotmoq,fryse
868,tun::V,ätmoq,gøre
869,können::V,-a olmoq,kunne
870,können::V,-y olmoq,kunne
871,wollen::V,istamoq,ville
872,anfangen::V,boshlamoq,begynde
873,beenden::V,bitirmoq,afslutte
874,aufhören::V,tinmoq,ophøre
875,aufhören::V,tinmoq,holde op
876,gelingen::V,muvaffaqiyat qozonmoq,lykkes
877,geraten::V,bo'lmoq,blive
878,öffnen::V,ochmoq,åbne
879,schließen::V,yopmoq,lukke
880,stellen::V,qo'ymoq,stille
881,setzen::V,o'tqazmoq,sætte
882,legen::V,yotqizmoq,lægge
883,berühren::V,tegmoq,berøre
884,verbinden::V,ulamoq,forbinde
885,bedecken::V,bekitmoq,dække
886,bedecken::V,bekitmoq,bedække
887,aufhängen::V,ildirmoq,hænge
888,aufhängen::V,ildirmoq,hænge op
889,anzünden::V,yondirmoq,tænde
890,anzünden::V,yondirmoq,antænde
891,aufheben::V,ko'tarmoq,løfte
892,aufheben::V,ko'tarmoq,tage op
893,zurücklassen::V,ayrilmoq,lade tilbage
894,verlieren::V,yo'qotmoq,miste
895,fallen lassen::V,tushirmoq,tabe
896,fallen lassen::V,tushirmoq,droppe
897,machen::V,qilmoq,gøre
898,herstellen::V,chiqarmoq,fremstille
899,bauen::V,solmoq,bygge
900,reparieren::V,tuzatmoq,reparere
901,verbessern::V,isloh qilmoq,rette
902,verbessern::V,isloh qilmoq,forbedre
903,ändern::V,o'zgartirmoq,ændre
904,graben::V,qazimoq,grave
905,beugen::V,bukmoq,bøje
906,biegen::V,bukmoq,bøje
907,drehen::V,aylantirmoq,dreje
908,wenden::V,burmoq,vende
909,umdrehen::V,ag'darmoq,dreje om
910,heben::V,yuksaltirmoq,hæve
911,hochheben::V,ko'tarmoq,løfte
912,ergreifen::V,tutamlamoq,gribe fat i
913,halten::V,tutmoq,holde
914,drücken::V,bosmoq,trykke
915,schieben::V,surmoq,skyde
916,schieben::V,surmoq,skubbe
917,kratzen::V,qashimoq,klø
918,kratzen::V,qashimoq,kradse
919,lecken::V,mijimoq,slikke
920,beißen::V,tishlamoq,bide
921,abreißen::V,emirmoq,rive af
922,abschneiden::V,cho'rt kesmoq,skære af
923,binden::V,bog'lamoq,binde
924,stecken::V,suqmoq,stikke
925,brechen::V,sindirmoq,brække
926,klopfen::V,dukurlamoq,banke
927,hauen::V,urmoq,hugge
928,kleben::V,yopishtirmoq,klistre
929,reiben::V,surkamoq,gnide
930,streichen::V,surkamoq,smøre
931,schleifen::V,qayramoq,slibe
932,schneiden::V,kesmoq,skære
933,schneiden::V,kesmoq,klippe
934,rütteln::V,chayqamoq,ruske
935,schütteln::V,chayqamoq,ryste
936,schwenken::V,chayqatmoq,svinge
937,schütten::V,quymoq,hælde
938,füllen::V,to'ldirmoq,fylde
939,einwickeln::V,chulg'amoq,pakke ind
940,tragen::V,tashimoq,bære
941,schleppen::V,sudramoq,slæbe
942,ziehen::V,tortmoq,trække
943,aufbewahren::V,tutmoq,opbevare
944,werfen::V,tashlamoq,kaste
945,fangen::V,tutmoq,fange
946,packen::V,opqochmoq,gribe
947,verstecken::V,yashirmoq,gemme
948,teilen::V,bo'lmoq,dele
949,schicken::V,yubormoq,sende
950,bringen::V,keltirmoq,bringe
951,hinzufügen::V,tirkamoq,tilføje
952,bekommen::V,olmoq,få
953,erhalten::V,olmoq,få
954,nehmen::V,olmoq,tage
955,wählen::V,saylamoq,vælge
956,auswählen::V,saylamoq,udvælge
957,bewahren::V,saqlamoq,bevare
958,behindern::V,xalal bermoq,hindre
959,behindern::V,xalal bermoq,forhindre
960,verderben::V,xazon qilmoq,ødelægge
961,beschädigen::V,buzmoq,beskadige
962,zerbrechen::V,sindirmoq,brække itu
963,zerreißen::V,yirtmoq,rive itu
964,zerstören::V,vayron qilmoq,ødelægge
965,verbrennen::V,kuydirmoq,brænde
966,geben::V,bermoq,give
967,reichen::V,bermoq,række
968,schenken::V,sovg'a qilmoq,forære
969,versprechen::V,va'da bermoq,love
970,wünschen::V,orziqmoq,ønske
971,loben::V,maqtamoq,rose
972,küssen::V,o'pmoq,kysse
973,wiegen::V,tebratmoq,vugge
974,zudecken::V,yopmoq,dække til
975,wecken::V,uyg'otmoq,vække
976,zeigen::V,ko'rsatmoq,vise
977,führen::V,boshlik bo'lmoq,føre
978,lehren::V,o'rgatmoq,lære
979,unterrichten::V,dars bermoq,undervise
980,aufziehen::V,o'stirmoq,opdrage
981,leiten::V,boshqarmoq,lede
982,antreiben::V,shoshiltirmoq,skynde på
983,lassen::V,ruxsat bermoq,få til at
984,einladen::V,taklif kilmoq,indbyde
985,einladen::V,taklif kilmoq,invitere
986,vereinigen::V,qo'shmoq,forene
987,besuchen::V,mehmonga bormoq,besøge
988,treffen::V,duchor bo'lmoq,møde
989,sich versammeln::V,to'planmoq,forsamles
990,spielen::V,o'ynamoq,lege
991,spielen::V,o'ynamoq,spille
992,singen::V,yalla qilmoq,synge
993,tanzen::V,raqs qilmoq,danse
994,sich trennen::V,yakkalanmoq,skilles
995,verlassen::V,qoldirmoq,forlade
996,retten::V,qutqazmoq,redde
997,bewachen::V,qo'rimoq,bevogte
998,schützen::V,yoniga olmoq,skærme
999,schützen::V,yoniga olmoq,beskytte
1000,verteidigen::V,yoqlamoq,forsvare
1001,sich schlagen::V,yoqalashmoq,slås
1002,schießen::V,otmoq,skyde
1003,siegen::V,engmoq,sejre
1004,ärgern::V,jahl chiqarmoq,ærgre
1005,schlagen::V,urmoq,slå
1006,treten::V,tepmoq,sparke
1007,stechen::V,qadamoq,stikke
1008,stoßen::V,turtmoq,støde
1009,stehlen::V,o'g'rilamoq,stjæle
1010,stören::V,tebratmoq,forstyrre
1011,belästigen::V,g'ashini keltirmoq,genere
1012,belästigen::V,g'ashini keltirmoq,ulejlige
1013,verbergen::V,berkitmoq,skjule
1014,täuschen::V,aldamoq,villede
1015,betrügen::V,tirriq qilmoq,bedrage
1016,töten::V,o'ldirmoq,dræbe
1017,wohnen::V,istiqomat qilmoq,bo
1018,arbeiten::V,ishlamoq,arbejde
1019,sammeln::V,yig'moq,samle
1020,pflücken::V,termoq,plukke
1021,jagen::V,ov qilmoq,jage
1022,fischen::V,baliq ovlamoq,fiske
1023,fassen::V,ilinmoq,fange
1024,hüten::V,boqtirmoq,vogte
1025,treiben::V,haydamoq,drive
1026,anbinden::V,bog'lamoq,binde fast
1027,füttern::V,edirmoq,fodre
1028,melken::V,sog'moq,malke
1029,hacken::V,chopmoq,hakke
1030,gießen::V,oqizmoq,hælde
1031,reifen::V,qizarmoq,modne
1032,zubereiten::V,pishirmoq,tilberede
1033,kochen::V,qaynatmoq,koge
1034,backen::V,yopmoq,bage
1035,braten::V,qovurmoq,stege
1036,umrühren::V,atalamoq,røre om
1037,stricken::V,to'qimoq,strikke
1038,nähen::V,tikmoq,sy
1039,färben::V,bo'yoqlamoq,farve
1040,reinigen::V,tozalamoq,rense
1041,reinigen::V,tozalamoq,gøre ren
1042,waschen::V,yuvmoq,vaske
1043,abwischen::V,surkamoq,tørre af
1044,spülen::V,chaymoq,skylle
1045,fegen::V,cho'tkalamoq,feje
1046,kehren::V,supurmoq,feje
1047,baden::V,cho'milmoq,bade
1048,sich waschen::V,yuvinmoq,vaske sig
1049,ausziehen::V,echintirmoq,tage af
1050,anziehen::V,kiymoq,tage på
1051,sich anziehen::V,kiyinmoq,klæde sig på
1052,kämmen::V,taramoq,rede
1053,kämmen::V,taramoq,frisere
1054,schmücken::V,yasatmoq,pynte
1055,schmücken::V,yasatmoq,smykke
1056,sagen::V,aytmoq,sige
1057,sprechen::V,so'zlamoq,snakke
1058,reden::V,gapirmoq,tale
1059,reden::V,gapirmoq,snakke
1060,sich unterhalten::V,suhbatlashmoq,snakke sammen
1061,fragen::V,so'ramoq,spørge
1062,bitten::V,iltimos qilmoq,bede
1063,erzählen::V,aytib bermoq,berette
1064,erzählen::V,aytib bermoq,fortælle
1065,mitteilen::V,bildirmoq,meddele
1066,nennen::V,atamoq,nævne
1067,rufen::V,chaqirmoq,råbe
1068,prahlen::V,gerdaymoq,prale
1069,übersetzen::V,tarjima qilmoq,oversætte
1070,denken::V,o'ylamoq,tænke
1071,glauben::V,ishonmoq,tro
1072,bemerken::V,payqamoq,bemærke
1073,bemerken::V,payqamoq,lægge mærke til
1074,erkennen::V,tanimoq,genkende
1075,begreifen::V,tushunmoq,begribe
1076,verstehen::V,anglamoq,forstå
1077,lernen::V,o'qimoq,lære
1078,wissen::V,bilmoq,vide
1079,sich erinnern an::V,äsni tanimoq,mindes
1080,sich erinnern an::V,äsni tanimoq,huske på
1081,vergessen::V,unutmoq,glemme
1082,messen::V,o'lchamoq,måle
1083,zählen::V,raqamlamoq,tælle
1084,rechnen::V,cho'tlamoq,regne
1085,lesen::V,o'qimoq,læse
1086,malen::V,rasm solmoq,male
1087,zeichnen::V,chizmoq,tegne
1088,schreiben::V,yozmoq,skrive
1089,besitzen::V,ägalamoq,eje
1090,besitzen::V,ägalamoq,besidde
1091,kaufen::V,olmoq,købe
1092,verkaufen::V,sotmoq,sælge
1093,bezahlen::V,to'lamoq,betale
1094,zahlen::V,to'lamoq,betale
1095,beherrschen::V,ägalamoq,beherske
1096,ertragen::V,chidamoq,tåle
1097,ertragen::V,chidamoq,udholde
