,Concept_ID,ml,no
653,vorher::ADV,മുൻപ്,i forveien
654,zuerst::ADV,ആദ്യം,først
655,einmal::ADV,ഒരിക്കൽ,en gang
656,manchmal::ADV,ചിലപ്പോൾ,somme tider
657,oft::ADV,പലപ്പോഴും,ofte
658,immer::ADV,എപ്പോഴും,alltid
659,niemals::ADV,ഒരിക്കലും,aldri
660,hier::ADV,ഇവിടെ,her
661,hierhin::ADV,ഇവിടേക്ക്,hit
662,von hier::ADV,ഇവിടെനിന്ന്,herfra
663,dort::ADV,അവിടെ,der
664,dorthin::ADV,അവിടേക്ക്,dit
665,geradeaus::ADV,മുമ്പിൽ,rett fram
666,geradeaus::ADV,മുമന്നോട്ട്,rett fram
667,vorwärts::ADV,മുന്നോട്ട്,fram
668,vorwärts::ADV,മുന്നോട്ട്,framover
669,rückwärts::ADV,തലതിരിച്ച്,baklengs
670,zurück::ADV,പുറകിലേക്ക്,tilbake
671,unten::ADV,താഴെ,nede
672,hinab::ADV,താഴേക്ക്,ned
673,hinab::ADV,താഴേക്ക്,nedover
674,oben::ADV,മുകളിൽ,oppe
675,oben::ADV,മുകളിൽ,ovenpå
676,hinauf::ADV,മുകളിൽ,opp
677,hinauf::ADV,മുകളിൽ,oppover
678,überall::ADV,എല്ലായിടത്തും,overalt
679,nicht::ADV,ഇല്ല,ikke
680,ein wenig::ADV,കുറച്ച്,litt
681,kaum::ADV,കഷ്ടിച്ച്,neppe
682,sehr::ADV,വളരെ,svært
683,so::ADV,അങ്ങനെ,så
684,noch::ADV,ഇപ്പോഴും,enda
685,nur::ADV,മാത്രം,bare
686,schon::ADV,നേരത്തേ തന്നെ,alt
687,schon::ADV,നേരത്തേ തന്നെ,allerede
688,wieder::ADV,വീണ്ടും,igjen
689,vergebens::ADV,വിഫല,forgjeves
690,vor::PRP,മുമ്പിൽ,foran
691,vor::PRP,മുമ്പിൽ,utenfor
692,hinter::PRP,പുറകിൽ,bak
693,hinter::PRP,പുറകിൽ,bakom
694,unter::PRP,കീഴിൽ,under
695,durch::PRP,ഉള്ളിലൂടെ,gjennom
696,durch::PRP,ഉള്ളിലൂടെ,igjennom
697,neben::PRP,അടുത്ത്,ved siden av
698,zwischen::PRP,ഇടയ്ക്ക്,mellom
699,wegen::PRP,നിമിത്തം,på grunn av
700,dies::PRN,ഇത്,dette
701,das::PRN,അത്,det
702,alles::PRN,എല്ലാം,alt
703,ich::PRN,ഞാൻ,jeg
704,du::PRN,നിങ്ങൾ,du
705,er::PRN,അദ്ദേഹം,han
706,er::PRN,അയാൾ,han
707,er::PRN,അവൻ,han
708,er::PRN,അവർ,han
709,er::PRN,അവൾ,han
710,wir::PRN,നമ്മൾ,vi
711,ihr::PRN,നിങ്ങൾ,dere
712,sie::PRN,അവർ,de
713,was::FPRN,എന്ത്,hva
714,wer::FPRN,ആര്,hvem
715,wo::FADV,എവിടെ,hvor
716,wohin::FADV,എവിടേക്ക്,hvor ... hen
717,wie::FADV,എങ്ങനെ,hvordan
718,warum::FADV,എന്തുകൊണ്ട്,hvorfor
719,wieviel::FNUM,എത്ര,hvor mye
720,eins::NUM,ഒന്ന്,en
721,eins::NUM,ഒന്ന്,ett
722,zwei::NUM,രണ്ട്,to
723,drei::NUM,മൂന്ന്,tre
724,vier::NUM,നാല്,fire
725,fünf::NUM,അഞ്ച്,fem
726,sechs::NUM,ആറ്,seks
727,sieben::NUM,ഏഴ്,sju
728,acht::NUM,എട്ട്,åtte
729,neun::NUM,ഒമ്പത്,ni
730,zehn::NUM,പത്ത്,ti
731,elf::NUM,പതിനൊന്ന്,elleve
732,zwölf::NUM,പന്ത്രണ്ട്,tolv
733,zwanzig::NUM,ഇരുപത്,tjue
734,dreißig::NUM,മുപ്പത്,tretti
735,vierzig::NUM,നാൽപ്പത്,førti
736,fünfzig::NUM,അൻപത്,femti
737,sechzig::NUM,അറുപത്,seksti
738,siebzig::NUM,എഴുപത്,sytti
739,achtzig::NUM,എൺപത്,åtti
740,neunzig::NUM,തൊണ്ണൂറ്,nitti
741,hundert::NUM,നൂറ്,hundre
742,tausend::NUM,ആയിരം,tusen
743,und::CNJ,ഉം,og
744,oder::CNJ,അഥവാ,eller
745,stehen::V,നിൽക്കുക,stå
746,sitzen::V,ഇരിക്കുക,sitte
747,liegen::V,കിടക്കുക,ligge
748,hängen::V,തൂങ്ങുക,henge
749,werden::V,ആയിത്തീരുക,bli
750,passieren::V,സംഭവിക്കുക,skje
751,passieren::V,സംഭവിക്കുക,hende
752,beginnen::V,ആരംഭിക്കുക,begynne
753,enden::V,അവസാനിപ്പിക്കുക,ende
754,enden::V,അവസാനിപ്പിക്കുക,slutte
755,wechseln::V,മാറ്റുക,veksle
756,aufgehen[Sonne]::V,ഉയരുക,stå opp
757,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,gå ned
758,scheinen[Sonne]::V,പ്രകാശിക്കുക,skinne
759,donnern::V,ഇടിവെട്ടുക,tordne
760,wehen::V,വീശുക,blåse
761,strömen::V,ഒഴുകുക,strømme
762,fließen::V,ഒഴുകുക,flyte
763,sich drehen::V,ചുറ്റുക,dreie seg
764,sich drehen::V,കറക്കുക,dreie seg
765,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,svaie
766,schwingen::V,ആടുക,svinge
767,fallen::V,വീഴുക,falle
768,brennen::V,കത്തുക,brenne
769,rauchen::V,പുകയുക,ryke
770,regnen::V,മഴ_പെയ്യുക,regne
771,gefrieren::V,തണത്ത്_മരവിക്കുക,fryse
772,tauen::V,അലിയുക,tine
773,schmelzen::V,ഉരുകുക,smelte
774,trocknen::V,വരളുക,tørre
775,sieden::V,തിളപ്പിക്കുക,koke
776,faulen::V,ചീയുക,råtne
777,verfaulen::V,അഴുകുക,råtne
778,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,briste
779,versinken::V,മുക്കുക,synke
780,versinken::V,മുക്കുക,synke ned
781,vergehen::V,കടന്നുപോകുക,forløpe
782,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,synes
783,verschwinden::V,അദൃശ്യമാകുക,forsvinne
784,sinken::V,താഴുക,synke
785,abnehmen::V,കുറിയുക,avta
786,abnehmen::V,കുറിയുക,minske
787,zunehmen::V,വർദ്ധിക്കുക,tilta
788,steigen::V,ഉയരുക,stige
789,wachsen::V,വളരുക,gro
790,wachsen::V,വളരുക,vokse
791,glänzen::V,മിന്നുക,skinne
792,funkeln::V,തിളങ്ങുക,tindre
793,lärmen::V,ശബ്ദമുണ്ടാക്കുക,bråke
794,läuten::V,മണിമുഴങ്ങുക,ringe
795,klingeln::V,ചിലമ്പുക,ringe
796,klirren::V,കിലുക്കുക,klirre
797,brausen::V,മുഴങ്ങുക,bruse
798,rauschen::V,അനങ്ങുക,suse
799,klingen::V,മുഴക്കുക,lyde
800,klingen::V,മുഴക്കുക,klinge
801,bellen::V,കുരയ്ക്കുക,gjø
802,bellen::V,കുരയ്ക്കുക,bjeffe
803,heulen::V,ഓരിയിടുക,ule
804,blasen::V,ഊതുക,blåse
805,pfeifen::V,വിസിലടിക്കുക,plystre
806,schreien::V,ആക്രോശിക്കുക,skrike
807,stöhnen::V,അരക്കം,stønne
808,stöhnen::V,ആർത്തനാദം,stønne
809,zittern::V,വിറയ്ക്കുക,dirre
810,zittern::V,വിറയ്ക്കുക,skjelve
811,leben::V,താമസിക്കുക,leve
812,geboren werden::V,ജനിക്കുക,fødes
813,atmen::V,ശ്വസിക്കുക,ånde
814,atmen::V,ശ്വസിക്കുക,puste
815,trinken::V,കുടിക്കുക,drikke
816,essen::V,കഴിക്കുക,spise
817,schlucken::V,വിഴുങ്ങുക,svelge
818,müde werden::V,ക്ഷീണിക്കുക,bli trett
819,einschlafen::V,നിദ്രിക്കുക,sovne
820,schlafen::V,ഉറങ്ങുക,sove
821,aufwachen::V,ഉണരുക,våkne
822,aufstehen::V,എഴുന്നേൽക്കുക,stå opp
823,sich erholen::V,വിശ്രമിക്കുക,bli bra
824,sich erholen::V,വിശ്രമിക്കുക,komme seg
825,krank werden::V,ദീനംപിടിക്കുക,bli syk
826,krank sein::V,രോഗികളാകുക,være syk
827,schmerzen::V,വേദനിക്കുക,gjøre vondt
828,husten::V,ചുമയ്ക്കുക,hoste
829,genesen::V,സുഖപ്പെടുക,komme seg
830,sterben::V,മരിക്കുക,dø
831,umkommen::V,മരിക്കുക,omkomme
832,sich bewegen::V,സ്ഥലം_മാറുക,bevege seg
833,sich rühren::V,ചലിക്കുക,røre på seg
834,sich erheben::V,നിൽക്കുക,reise seg
835,sich setzen::V,ഇരിക്കുക,sette sig
836,hinfallen::V,വീഴുക,falle over ende
837,laufen::V,നടക്കുക,løpe
838,schreiten::V,നടക്കുക,skride
839,spazierengehen::V,ഉലാത്തുക,spasere
840,spazierengehen::V,ഉലാത്തുക,gå en tur
841,eilen::V,പാഞ്ഞെത്തുക,ile
842,sich beeilen::V,തിരിക്കുകൂട്ടുക,skynde seg
843,sich beeilen::V,തിടുക്കം_കാട്ടുക,skynde seg
844,sausen::V,കുതിക്കുക,suse
845,rennen::V,ഓടുക,løpe
846,springen::V,ചാടുക,hoppe
847,springen::V,ചാടുക,springe
848,klettern::V,കയറുക,klatre
849,schaukeln::V,ഇളകുക,huske
850,kriechen::V,പതുങ്ങികയറുക,krype
851,schwimmen::V,നീന്തുക,svømme
852,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,dykke
853,rudern::V,തുഴയുക,ro
854,fahren::V,വാഹനം ഓടിക്കുക,kjøre
855,fliegen::V,പറക്കുക,fly
856,gehen::V,പോകുക,gå
857,weggehen::V,വിടുക,gå bort
858,abfahren::V,പുറപ്പെടുക,reise
859,anhalten::V,നിർത്തുക,stanse
860,hineingehen::V,പ്രവേശിക്കുക,gå inn
861,eintreten::V,പ്രവേശിക്കുക,tre inn
862,kommen::V,വരുക,komme
863,ankommen::V,എത്തിച്ചേരുക,ankomme
864,ankommen::V,എത്തിച്ചേരുക,komme til
865,zurückkommen::V,തിരിച്ചു വരുക,komme tilbake
866,bleiben::V,തുടരുക,bli
867,bleiben::V,തുടരുക,forbli
868,warten::V,കാത്തിരിക്കുക,vente
869,erwarten::V,പ്രതീക്ഷിക്കുക,vente
870,suchen::V,തിരയുക,søke
871,finden::V,കണ്ടെത്തുക,finne
872,versuchen::V,ശ്രമിക്കുക,prøve
873,versuchen::V,ശ്രമിക്കുക,forsøke
874,vorbereiten::V,തയ്യാറെടുക്കുക,forberede
875,lieben::V,സ്നേഹിക്കുക,elske
876,mögen::V,ഇഷ്ടപ്പെടുക,like
877,lachen::V,ചിരിക്കുക,le
878,rühren::V,ഹൃദയം സ്പർശിക്കുക,røre
879,weinen::V,തേങ്ങുക,gråte
880,schimpfen::V,പിറുപിറുക്കുക,skjelle
881,sich ärgern::V,കോപിക്കുക,ergre seg
882,sich fürchten::V,പേടിക്കുക,være redd
883,fürchten::V,പേടിക്കുക,være redd for
884,fliehen::V,രക്ഷപ്പെടുക,rømme
885,fliehen::V,രക്ഷപ്പെടുക,flykte
886,flüchten::V,രക്ഷപ്പെടുക,flykte
887,sehen::V,കാണുക,se
888,anschauen::V,നോക്കുക,se på
889,anschauen::V,നോക്കുക,betrakte
890,ansehen::V,നോക്കുക,anse
891,hören::V,കേൾക്കുക,høre
892,zuhören::V,ശ്രദ്ധിക്കുക,tilhøre
893,probieren::V,രുചിയുള്ളതായി_തോന്നുക,smake
894,probieren::V,രുചിയുള്ളതായി_തോന്നുക,smake på
895,riechen::V,മണത്തു_നോക്കുക,lukte
896,fühlen::V,സ്പർശിച്ചറിയുക,føle
897,scheinen::V,കാണപ്പെടുക,se ut
898,zu sehen sein::V,വെളിച്ചപ്പെടുക,synes
899,vernehmen::V,കേൾക്കുക,få vite
900,frieren::V,വിറയ്ക്കുക,fryse
901,tun::V,ചെയ്യുക,gjøre
902,können::V,കഴിയുക,kunne
903,wollen::V,വേണുക,ville
904,anfangen::V,തുടങ്ങുക,begynne
905,beenden::V,പൂർത്തിയാക്കുക,avslutte
906,aufhören::V,നിർത്തുക,slutte
907,aufhören::V,നിർത്തുക,holde opp
908,gelingen::V,വിജയിക്കുക,lykkes
909,geraten::V,പരിണമിക്കുക,bli
910,öffnen::V,തുറക്കുക,åpne
911,schließen::V,അടയ്ക്കുക,lukke
912,schließen::V,അടയ്ക്കുക,stenge
913,stellen::V,വയ്ക്കുക,stille
914,setzen::V,വയ്ക്കുക,sette
915,legen::V,ഇടുക,legge
916,berühren::V,തൊടുക,berøre
917,verbinden::V,ഘടിപ്പിക്കുക,forbinde
918,bedecken::V,മുടുക,dekke
919,aufhängen::V,കെട്ടിതൂക്കുക,henge
920,aufhängen::V,കെട്ടിതൂക്കുക,henge opp
921,anzünden::V,കത്തിക്കുക,tenne
922,anzünden::V,കത്തിക്കുക,antenne
923,anzünden::V,കത്തിക്കുക,tenne på
924,aufheben::V,പെറുക്കിയെടുക്കുക,løfte
925,aufheben::V,പെറുക്കിയെടുക്കുക,ta opp
926,zurücklassen::V,വച്ചുപോരുക,slippe tilbake
927,verlieren::V,നഷ്ടപ്പെടുക,miste
928,fallen lassen::V,വീഴ്ത്തുക,droppe
929,fallen lassen::V,വീഴ്ത്തുക,la falle
930,machen::V,ഉണ്ടാക്കുക,lage
931,machen::V,ഉണ്ടാക്കുക,gjøre
932,herstellen::V,ഉൽപാദിപ്പിക്കുക,fremstille
933,bauen::V,നിർമ്മിക്കുക,bygge
934,reparieren::V,നന്നാക്കുക,reparere
935,verbessern::V,മെച്ചപ്പെടുക,rette
936,verbessern::V,മെച്ചപ്പെടുക,forbedre
937,ändern::V,മാറ്റംവരുത്തുക,forandre
938,graben::V,കുഴിക്കുക,grave
939,beugen::V,വണങ്ങുക,bøye
940,biegen::V,കുനിയുക,bøye
941,drehen::V,തിരിക്കുക,dreie
942,wenden::V,തിരിയുക,vende
943,umdrehen::V,തിരിയുക,snu
944,heben::V,ഉയർത്തുക,heve
945,hochheben::V,ഉയർത്തുക,løfte
946,ergreifen::V,ബലമായി_പിടിക്കുക,gripe
947,ergreifen::V,ബലമായി_പിടിക്കുക,få tak i
948,halten::V,പിടിക്കുക,holde
949,drücken::V,അമർത്തുക,trykke
950,schieben::V,തള്ളുക,skyve
951,kratzen::V,ചുരണ്ടുക,klø
952,kratzen::V,ചുരണ്ടുക,klore
953,lecken::V,നക്കുക,slikke
954,beißen::V,കടിക്കുക,bite
955,abreißen::V,കീറിക്കളയുക,rive av
956,abschneiden::V,മുറിച്ചുമാറ്റുക,skjære av
957,binden::V,കെട്ടുക,binde
958,stecken::V,തുളയ്ക്കുക,stikke
959,brechen::V,ഉടയുക,bryte
960,brechen::V,ഉടയുക,briste
961,klopfen::V,തട്ടുക,banke
962,hauen::V,അടിക്കുക,hogge
963,kleben::V,ഒട്ടിക്കുക,klistre
964,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,gni
965,streichen::V,പടർത്തുക,stryke
966,schleifen::V,പൊടിക്കുക,slipe
967,schneiden::V,മുറിക്കുക,klippe
968,rütteln::V,മുട്ടുക,ruske
969,schütteln::V,കുലുക്കുക,riste
970,schwenken::V,ആടുക,svinge
971,schütten::V,ഒഴിക്കുക,helle
972,füllen::V,നിറയ്ക്കുക,fylle
973,einwickeln::V,പൊതിയുക,vikle inn
974,tragen::V,വഹിക്കുക,bære
975,schleppen::V,വലിച്ചിഴയ്ക്കുക,slepe
976,ziehen::V,വലിക്കുക,dra
977,ziehen::V,വലിക്കുക,trekke
978,aufbewahren::V,വയ്ക്കുക,oppbevare
979,aufbewahren::V,വയ്ക്കുക,ta vare på
980,werfen::V,എറിയുക,kaste
981,fangen::V,പിടിക്കുക,fange
982,packen::V,തട്ടിപ്പറിക്കുക,gripe
983,packen::V,തട്ടിപ്പറിക്കുക,gripe tak i
984,verstecken::V,മറയ്ക്കുക,gjemme
985,teilen::V,വിഭജിക്കുക,dele
986,schicken::V,അയയ്ക്കുക,sende
987,bringen::V,കൊണ്ടുവരുക,bringe
988,hinzufügen::V,കൂട്ടുക,tilføye
989,bekommen::V,കിട്ടുക,få
990,erhalten::V,സ്വീകരിക്കുക,få
991,nehmen::V,എടുക്കുക,ta
992,wählen::V,തിരഞ്ഞെടുക്കുക,velge
993,auswählen::V,തിരഞ്ഞെടുക്കുക,velge ut
994,bewahren::V,പുലർത്തുക,bevare
995,behindern::V,തടയിടുക,hindre
996,behindern::V,തടയിടുക,forhindre
997,verderben::V,നശിപ്പിക്കുക,ødelegge
998,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,skade
999,zerbrechen::V,ഉടയുക,brekke i stykker
1000,zerreißen::V,കീറുക,rive i stykker
1001,zerstören::V,നശിപ്പിക്കുക,ødelegge
1002,verbrennen::V,കത്തിനശിക്കുക,brenne
1003,verbrennen::V,കത്തിനശിക്കുക,brenne opp
1004,verbrennen::V,കത്തിച്ചുകളയുക,brenne
1005,verbrennen::V,കത്തിച്ചുകളയുക,brenne opp
1006,geben::V,കൊടുക്കുക,gi
1007,geben::V,തരുക,gi
1008,reichen::V,കൈമാറുക,rekke
1009,schenken::V,സമ്മാനം കൊടുക്കുക,forære
1010,schenken::V,സമ്മാനം കൊടുക്കുക,skjenke
1011,versprechen::V,വാഗ്ദാനം_നൽകുക,love
1012,wünschen::V,ആഗ്രഹിക്കുക,ønske
1013,loben::V,പുകഴ്ത്തുക,rose
1014,küssen::V,ഉമ്മവയ്ക്കുക,kysse
1015,wiegen::V,ഇളകുക,vogge
1016,zudecken::V,മുടുക,dekke til
1017,wecken::V,ഉണർത്തുക,vekke
1018,zeigen::V,കാണിക്കുക,vise
1019,führen::V,നടത്തുക,føre
1020,lehren::V,പഠിപ്പിക്കുക,lære
1021,unterrichten::V,പരിശീലിപ്പിക്കുക,undervise
1022,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,oppdra
1023,leiten::V,നയിക്കുക,lede
1024,antreiben::V,പ്രേരിപ്പിക്കുക,drive på
1025,lassen::V,അനുവദിക്കുക,få til å
1026,einladen::V,ക്ഷണിക്കുക,be
1027,einladen::V,ക്ഷണിക്കുക,invitere
1028,vereinigen::V,കൂടിച്ചേരുക,forene
1029,besuchen::V,സന്ദർശിക്കുക,besøke
1030,treffen::V,തമ്മിൽ കാണുക,møte
1031,treffen::V,തമ്മിൽ കാണുക,treffe
1032,sich versammeln::V,സംയോജിപ്പിക്കുക,forsamles
1033,spielen::V,കളിക്കുക,leke
1034,spielen::V,കളിക്കുക,spille
1035,singen::V,പാടുക,synge
1036,tanzen::V,നൃത്തം ചെയ്യുക,danse
1037,sich trennen::V,നേർപെടുത്തുക,skilles
1038,verlassen::V,പിൻവാങ്ങുക,forlate
1039,retten::V,രക്ഷിക്കുക,redde
1040,bewachen::V,കാവൽനിൽക്കുക,bevokte
1041,schützen::V,പരിരക്ഷിക്കുക,verne
1042,schützen::V,പരിരക്ഷിക്കുക,beskytte
1043,verteidigen::V,പ്രതിരോധിക്കുക,forsvare
1044,sich schlagen::V,കലഹിക്കുക,slåss
1045,schießen::V,വെടിവെക്കുക,skyte
1046,siegen::V,വിജയിക്കുക,seire
1047,ärgern::V,വിഷമിപ്പിക്കുക,ergre
1048,schlagen::V,അടിക്കുക,
1049,treten::V,തൊഴിക്കുക,sparke
1050,stechen::V,കുത്തുക,stikke
1051,stoßen::V,തള്ളുക,støte
1052,stehlen::V,മോഷ്ടിക്കുക,stjele
1053,stören::V,ശല്യപ്പെടുത്തുക,forstyrre
1054,belästigen::V,മെനക്കെടുക,plage
1055,belästigen::V,മെനക്കെടുക,sjenere
1056,verbergen::V,മറയ്ക്കുക,gjemme
1057,verbergen::V,ഒളിക്കുക,gjemme
1058,täuschen::V,കബളിപ്പിക്കുക,villede
1059,betrügen::V,ചതിക്കുക,bedra
1060,töten::V,കൊല്ലുക,drepe
1061,wohnen::V,താമസിക്കുക,bo
1062,arbeiten::V,ജോലിചെയ്യുക,arbeide
1063,sammeln::V,സഞ്ചയിക്കുക,samle
1064,pflücken::V,പറിച്ചെടുക്കുക,plukke
1065,jagen::V,വേട്ടയാടുക,jage
1066,fischen::V,മീൻ പിടിക്കുക,fiske
1067,fassen::V,പിടിക്കുക,fange
1068,hüten::V,ചേർക്കുക,vokte
1069,treiben::V,വാഹനം_ഓടിക്കുക,drive
1070,anbinden::V,കെട്ടിയിടുക,feste
1071,füttern::V,തീറ്റുക,fore
1072,melken::V,പാലുകറക്കുക,melke
1073,hacken::V,വെട്ടിമുറിക്കുക,hakke
1074,gießen::V,നനയ്ക്കുക,helle
1075,reifen::V,പാകമാകുക,modne
1076,zubereiten::V,പാചകം_ചെയ്യുക,lage
1077,zubereiten::V,പാചകം_ചെയ്യുക,tilberede
1078,kochen::V,വേവിക്കുക,koke
1079,backen::V,ബേക്ക് ചെയ്യുക,bake
1080,braten::V,പോരിക്കുക,steke
1081,umrühren::V,ഇളക്കുക,røre om
1082,stricken::V,മെടയുക,strikke
1083,nähen::V,തുന്നുക,sy
1084,färben::V,ചായം പൂശുക,farge
1085,reinigen::V,വൃത്തിയാക്കുക,rense
1086,reinigen::V,വൃത്തിയാക്കുക,gjøre ren
1087,waschen::V,കഴുകുക,vaske
1088,abwischen::V,തുടയ്ക്കുക,tørke av
1089,spülen::V,കഴുകുക,spyle
1090,spülen::V,കഴുകുക,skylle
1091,fegen::V,അടിച്ചുവാരുക,feie
1092,kehren::V,അടിച്ചുവാരുക,koste
1093,baden::V,നീന്തിത്തുടിക്കുക,bade
1094,sich waschen::V,കഴുകുക,vaske seg
1095,ausziehen::V,ഇഴുക്കുക,ta av
1096,anziehen::V,ഉടുക്കുക,ta på
1097,sich anziehen::V,ധരിച്ച നേടുകയുക,kle på seg
1098,kämmen::V,മുടിചീകുക,gre
1099,kämmen::V,മുടിചീകുക,kjemme
1100,schmücken::V,അലങ്കരിക്കുക,pynte
1101,schmücken::V,അലങ്കരിക്കുക,smykke
1102,sagen::V,പറയുക,si
1103,sprechen::V,സംസാരിക്കുക,snakke
1104,reden::V,സംസാരിക്കുക,tale
1105,reden::V,സംസാരിക്കുക,snakke
1106,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,samtale
1107,fragen::V,ചോദിക്കുക,spørre
1108,bitten::V,അപേക്ഷിക്കുക,be
1109,erzählen::V,പറയുക,fortelle
1110,mitteilen::V,അറിയിക്കുക,meddele
1111,nennen::V,പേരിടുക,kalle
1112,rufen::V,വിളിക്കുക,rope
1113,prahlen::V,പൊങ്ങച്ചം പറയുക,skryte
1114,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,oversette
1115,denken::V,ചിന്തിക്കുക,tenke
1116,glauben::V,വിശ്വസിക്കുക,tro
1117,bemerken::V,ശ്രദ്ധിക്കുക,bemerke
1118,bemerken::V,ശ്രദ്ധിക്കുക,legge merke til
1119,erkennen::V,തിരിചറിയുക,gjenkjenne
1120,begreifen::V,കൈപ്പിടിയിലാക്കുക,begripe
1121,verstehen::V,മനസ്സിലാക്കുക,forstå
1122,verstehen::V,മനസ്സിലാക്കുക,skjønne
1123,lernen::V,പഠിക്കുക,lære
1124,wissen::V,അറിയുക,vite
1125,sich erinnern an::V,ഓർമിക്കുക,huske på
1126,vergessen::V,മറക്കുക,glemme
1127,messen::V,അളക്കുക,måle
1128,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,telle
1129,rechnen::V,ഗണിക്കുക,regne
1130,lesen::V,വായിക്കുക,lese
1131,malen::V,ചിത്രം വരയ്ക്കുക,male
1132,zeichnen::V,വരയ്ക്കുക,tegne
1133,schreiben::V,എഴുതുക,skrive
1134,besitzen::V,സ്വന്തമാക്കുക,eie
1135,besitzen::V,സ്വന്തമാക്കുക,inneha
1136,kaufen::V,വാങ്ങുക,kjøpe
1137,verkaufen::V,വിൽക്കുക,selge
1138,bezahlen::V,പരിഹാരം ചെയ്യുക,betale
1139,zahlen::V,പണം അടയ്ക്കുക,betale
1140,beherrschen::V,ഭരിക്കുക,beherske
1141,ertragen::V,താങ്ങുക,orke
