,Concept_ID,ab,et
740,hierhin::ADV,араҟа,siia
741,von hier::ADV,арантә,siit
742,dort::ADV,уа,seal
743,dorthin::ADV,уахь,sinna
744,dorthin::ADV,анахь,sinna
745,geradeaus::ADV,ишиашоу,otse edasi
746,vorwärts::ADV,ҕхьаҟа,edasi
747,rückwärts::ADV,шьҭахьла,tagurpidi
748,zurück::ADV,шьҭахьҟа,tagasi
749,unten::ADV,лбаа,all
750,unten::ADV,лбаа,allpool
751,hinab::ADV,алада,alla
752,oben::ADV,хыхь,ülal
753,hinauf::ADV,аҩада,üles
754,überall::ADV,зегьынцьара,kõikjal
755,nicht::ADV,-м,ei
756,nicht::ADV,-м,mitte
757,ein wenig::ADV,ҕыҭк,veidi
758,ein wenig::ADV,ҕыҭк,natuke
759,kaum::ADV,аарлаҳәа,vaevalt
760,kaum::ADV,афергьҳәа,vaevalt
761,sehr::ADV,даара,väga
762,so::ADV,ас,nii
763,so::ADV,абас,nii
764,noch::ADV,макьана,veel
765,nur::ADV,заҵәык,ainult
766,schon::ADV,уажәшьҭа,juba
767,schon::ADV,аиҳа ипоу,juba
768,wieder::ADV,ҿыц,jälle
769,wieder::ADV,дырҩегь,jälle
770,wieder::ADV,дырҩегьых,jälle
771,vergebens::ADV,баша,asjata
772,vor::PRP,аҕхьа,ees
773,hinter::PRP,нхыҵ,taha
774,unter::PRP,амҵа,all
775,unter::PRP,амҵан,all
776,neben::PRP,ааигуара,kõrval
777,zwischen::PRP,абжьара,vahel
778,wegen::PRP,-иззы,tõttu
779,wegen::PRP,-иззы,pärast
780,wegen::PRP,-ҟнытә,tõttu
781,wegen::PRP,-ҟнытә,pärast
782,dies::PRN,ари,see
783,dies::PRN,абри,see
784,das::PRN,Абни,see
785,das::PRN,убри,see
786,alles::PRN,зегьы,kõik
787,ich::PRN,са,mina
788,ich::PRN,сара,mina
789,du::PRN,бара,sina
790,er::PRN,иара,tema
791,wir::PRN,ҳара,me
792,ihr::PRN,шәара,te
793,sie::PRN,дара,nad
794,wer::FPRN,дарбан,kes
795,wo::FADV,иабыкуу,kus
796,wo::FADV,аба-,kus
797,wo::FADV,ахь-,kus
798,wohin::FADV,иабыкуу,kuhu
799,wohin::FADV,аба-,kuhu
800,wohin::FADV,ахь-,kuhu
801,wie::FADV,-шҕа,kuidas
802,warum::FADV,избан,miks
803,wieviel::FNUM,заҟа,mitu
804,wieviel::FNUM,заҟа,kui palju
805,eins::NUM,акы,üks
806,eins::NUM,аӡәы,üks
807,zwei::NUM,ҩба,kaks
808,drei::NUM,хҕа,kolm
809,vier::NUM,ҕшьба,neli
810,fünf::NUM,хəба,viis
811,sechs::NUM,фба,kuus
812,sieben::NUM,Бжьба,seitse
813,acht::NUM,ааба,kaheksa
814,neun::NUM,жәба,üheksa
815,zehn::NUM,жәаба,kümme
816,elf::NUM,жәеизатәи,üksteist
817,zwölf::NUM,жәаҩа,kaksteist
818,zwanzig::NUM,ҩажәа,kakskümmend
819,dreißig::NUM,ҩажәижәабатәи,kolmkümmend
820,vierzig::NUM,ҩынҩажәа,nelikümmend
821,fünfzig::NUM,ҩынҩажәеижәаба,viiskümmend
822,sechzig::NUM,хынҩажәа,kuuskümmend
823,siebzig::NUM,хынҩажәижәаба,seitsekümmend
824,achtzig::NUM,ҕшьынҩажәа,kaheksakümmend
825,neunzig::NUM,ҕшьынҩажәижәаба,üheksakümmend
826,hundert::NUM,шәкы,sada
827,tausend::NUM,зқьы,tuhat
828,und::CNJ,-и,ja
829,oder::CNJ,ма,või
830,stehen::V,агылазаара,seisma
831,sitzen::V,атəара,istuma
832,sitzen::V,атəа(заа)ра,istuma
833,liegen::V,аиара,lamama
834,hängen::V,акнаҳара,rippuma
835,werden::V,аҟалара,saama
836,werden::V,аҟалара,hakkama
837,passieren::V,аҟалара,juhtuma
838,beginnen::V,алагара,algama
839,beginnen::V,алагара,hakkama
840,enden::V,алгара,lõppema
841,wechseln::V,аҽыҧсахра,vahelduma
842,aufgehen[Sonne]::V,агылара,tõusma
843,aufgehen[Sonne]::V,ахашлара,tõusma
844,aufgehen[Sonne]::V,аҩаҵхахара,tõusma
845,untergehen[Sonne]::V,аҭашəара,loojuma
846,scheinen[Sonne]::V,акаҧхара,paistma
847,donnern::V,адыдра,kõmisema
848,wehen::V,асра,puhuma
849,strömen::V,акаҭəара,voolama
850,fließen::V,ацара,voolama
851,sich drehen::V,ахагьежьра,pöörduma
852,schwanken::V,аҵысра,kõikuma
853,schwingen::V,ахызазара,võnkuma
854,schwingen::V,акьаандара,võnkuma
855,fallen::V,акаҳара,langema
856,brennen::V,абылра,põlema
857,rauchen::V,ахылҵра,suitsema
858,regnen::V,аура,sadama
859,gefrieren::V,аҵаара,kinni külmuma
860,tauen::V,аӡҭра,sulama
861,schmelzen::V,ақəӡыҭра,sulama
862,schmelzen::V,аҭəара,sulama
863,trocknen::V,абара,kuivama
864,sieden::V,ашра,keema
865,faulen::V,абаара,mädanema
866,verfaulen::V,абаара,mädanema
867,verfaulen::V,аилашра,mädanema
868,reißen::V,аҧжəара,rebenema
869,versinken::V,аӡааҟəрылара,uppuma
870,vergehen::V,ацара,mööduma
871,erscheinen::V,ацəырҵра,ilmuma
872,verschwinden::V,аҵашəкəара,kaduma
873,sinken::V,атəара,vajuma
874,sinken::V,атəара,langema
875,sinken::V,алаҟəра,vajuma
876,sinken::V,алаҟəра,langema
877,abnehmen::V,ацӡаара,vähenema
878,abnehmen::V,ацӡаара,kahenema
879,abnehmen::V,аиҵалара,vähenema
880,abnehmen::V,аиҵалара,kahenema
881,zunehmen::V,аҽырҭбаара,kasvama
882,zunehmen::V,аиҵыҵра,kasvama
883,zunehmen::V,арацəахара,kasvama
884,steigen::V,азҳара,tõusma
885,steigen::V,азҳара,üles minema
886,steigen::V,ашьҭыҵра,tõusma
887,steigen::V,ашьҭыҵра,üles minema
888,steigen::V,адухара,tõusma
889,steigen::V,адухара,üles minema
890,steigen::V,ацлара,tõusma
891,steigen::V,ацлара,üles minema
892,wachsen::V,азҳара,kasvama
893,glänzen::V,ацыр-цырра,läikimä
894,glänzen::V,ацыҩ-цыҩра,läikimä
895,glänzen::V,аказказра,läikimä
896,funkeln::V,ашап-шапра,sädelema
897,funkeln::V,ацым-цымра,sädelema
898,lärmen::V,ашьҭыбжьгара,lärmama
899,lärmen::V,аҕьҕьаҳәа аилалара,lärmama
900,läuten::V,аҵəҵəасра,helisema
901,klingeln::V,аҵəҵəасра,helisema
902,klirren::V,ахьархьарра,kõlisema
903,klirren::V,архьархьарра,kõlisema
904,brausen::V,аилаҽҽара,kohisema
905,brausen::V,еилашуера,kohisema
906,klingen::V,агара,kõlama
907,klingen::V,ашьҭыбжь гара,kõlama
908,bellen::V,ашра,haukuma
909,heulen::V,ауура,uluma
910,blasen::V,аҭəҳəара,puhuma
911,pfeifen::V,ашəшəра,vilistama
912,schreien::V,аҳəҳəара,karjuma
913,schreien::V,ахəаара,karjuma
914,schreien::V,аҟаара,karjuma
915,stöhnen::V,ақьра,oigama
916,zittern::V,аҵыс-ҵысра,värisema
917,leben::V,аҟазаара,elama
918,leben::V,аҟазаара,elus olema
919,geboren werden::V,Аира,sündima
920,atmen::V,аҕсыҕ лагаҩагара,hingama
921,trinken::V,ажəра,jooma
922,essen::V,акрыфара,sööma
923,schlucken::V,албаадара,neelama
924,müde werden::V,ааҕсара,väsima
925,einschlafen::V,ацəара,uinuma
926,schlafen::V,ацəазаара,magama
927,aufwachen::V,аҿыхара,ärkama
928,aufstehen::V,Агəылҵра,ärkama
929,aufstehen::V,Агəылҵра,üles tõusma
930,sich erholen::V,аҧсшьара,puhkama
931,krank werden::V,ачмазаҩхара,haigestuma
932,krank werden::V,ачмазаҩхара,haigeks jääma
933,krank sein::V,аҳəарҧсарра,haige olema
934,schmerzen::V,ахьра,valutama
935,husten::V,аимҳәара,köhima
936,genesen::V,абзиахара,toibuma
937,genesen::V,аӷəӷəахара,toibuma
938,sterben::V,аҧсра,surema
939,umkommen::V,аҭахара,surma saama
940,sich bewegen::V,аиҭаҵра,liikuma
941,sich rühren::V,ақəацара,liikuma
942,sich erheben::V,аҩагылара,kerkima
943,sich setzen::V,атəара,istet võtma
944,hinfallen::V,акаҳара,kukkuma
945,hinfallen::V,акаҳара,maha kukkuma
946,laufen::V,аныҟəара,kõndima
947,schreiten::V,ашьаҿа еихгара,astuma
948,spazierengehen::V,анеи-ааира,jalutama
949,eilen::V,аццакра,ruttama
950,eilen::V,аццакра,kiirustama
951,sich beeilen::V,аццакра,ruttama
952,sich beeilen::V,аццакра,kiirustama
953,sausen::V,аҧырра,kihutama
954,sausen::V,аҧырра,tormama
955,sausen::V,иҭрысны,kihutama
956,sausen::V,иҭрысны,tormama
957,sausen::V,ишьҭҟьаны ацара,kihutama
958,sausen::V,ишьҭҟьаны ацара,tormama
959,rennen::V,аҩра,jooksma
960,rennen::V,аҩра,kihutama
961,springen::V,аҧара,hüppama
962,klettern::V,ақəлара,ronima
963,schaukeln::V,аҟəараҟəанҽара,kiikuma
964,kriechen::V,аҳəазара,roomama
965,schwimmen::V,аӡсара,ujuma
966,tauchen::V,ахəӡааҵəира,sukelduma
967,rudern::V,аҵшьра,sõudma
968,fahren::V,акала,sõitma
969,fliegen::V,аҧырра,lendama
970,gehen::V,аиҭаҵра,käima
971,gehen::V,аиҭаҵра,minema
972,weggehen::V,ацара,ära minema
973,weggehen::V,ацара,välja minema
974,abfahren::V,адəықəлара,väljuma
975,abfahren::V,адəықəлара,ära sõitma
976,abfahren::V,ацара,väljuma
977,abfahren::V,ацара,ära sõitma
978,anhalten::V,ааныргылара,peatuma
979,hineingehen::V,аҭалара,sisenema
980,hineingehen::V,аҭалара,sisse minema
981,eintreten::V,аҩналара,sisenema
982,eintreten::V,аҩналара,sisse astuma
983,kommen::V,аара,tulema
984,kommen::V,ааира,tulema
985,ankommen::V,ааира,saabuma
986,ankommen::V,аара,saabuma
987,ankommen::V,анеира,saabuma
988,zurückkommen::V,азыхынҳəра,tagasi tulema
989,bleiben::V,аанхара,jääma
990,bleiben::V,анхара,jääma
991,bleiben::V,аангылара,jääma
992,warten::V,азҧшзаара,ootama
993,erwarten::V,азҧшра,ootama
994,erwarten::V,азҧшра,lootma
995,suchen::V,ашьҭазаара,otsima
996,finden::V,аҧшаара,leidma
997,versuchen::V,аҽазкра,püüdma
998,versuchen::V,аҽазкра,üritama
999,versuchen::V,аҽазкра,katsetama
1000,vorbereiten::V,армазеира,valmistama
1001,lieben::V,абзиабара,armastama
1002,mögen::V,агəаҧхара,sallima
1003,mögen::V,агəаҧхара,meeldima
1004,lachen::V,аччара,naerma
1005,rühren::V,арҵəуара,liigutama
1006,rühren::V,арҵəуара,heldima panema
1007,weinen::V,аҵəуара,nutma
1008,schimpfen::V,ацəҳара,sõimama
1009,sich ärgern::V,агəаара,ärrituma
1010,sich ärgern::V,агəаара,vihastuma
1011,sich fürchten::V,аӡыӡара,kartma
1012,sich fürchten::V,аӡыӡара,hirmu tundma
1013,fürchten::V,ацəшəара,kartma
1014,fliehen::V,абналара,põgenema
1015,fliehen::V,ацəцара,põgenema
1016,flüchten::V,абналара,põgenema
1017,flüchten::V,ацəцара,põgenema
1018,sehen::V,абара,nägema
1019,anschauen::V,ахəаҧшра,vaatama
1020,ansehen::V,ахəаҧшра,vaatama
1021,hören::V,аҳара,kuulma
1022,zuhören::V,азыӡырҩра,kuulama
1023,probieren::V,аҧышəара,proovima
1024,riechen::V,афыҩра,nuusutama
1025,fühlen::V,анырра,tundma
1026,fühlen::V,ацәакырра,tundma
1027,scheinen::V,шәа,näida
1028,scheinen::V,шәа,ilmuda
1029,scheinen::V,аацәырҵа,näida
1030,scheinen::V,аацәырҵа,ilmuda
1031,vernehmen::V,аҳара,üle kuulama
1032,frieren::V,ашəра,külmetada
1033,frieren::V,аҵаара,külmetada
1034,tun::V,аҟаҵара,tegema
1035,können::V,алшара,võima
1036,können::V,алшара,oskama
1037,wollen::V,аҭахра,tahtma
1038,anfangen::V,алагара,hakkama
1039,anfangen::V,алагара,alustama
1040,beenden::V,алгара,lõpetama
1041,aufhören::V,аҟəыҵра,lakkama
1042,gelingen::V,аура,õnnestuma
1043,gelingen::V,аманшəалахара,õnnestuma
1044,gelingen::V,алҵра,õnnestuma
1045,geraten::V,нзаарын,jõudma
1046,öffnen::V,аартра,avama
1047,schließen::V,аркра,sulgema
1048,stellen::V,аргылара,panema
1049,stellen::V,аргылара,asetama
1050,setzen::V,артəара,panema
1051,legen::V,ақəҵара,panema
1052,legen::V,ақəҵара,asetama
1053,berühren::V,акьысра,riivama
1054,berühren::V,акьысра,puudutama
1055,berühren::V,алакьысра,riivama
1056,berühren::V,алакьысра,puudutama
1057,verbinden::V,аҿаҳəара,ühendama
1058,bedecken::V,ақəршəра,katma
1059,aufhängen::V,акнаҳара,riputama
1060,anzünden::V,аркра,süütama
1061,aufheben::V,ашьҭыхра,üles tõstma
1062,zurücklassen::V,аныжьра,jätma
1063,verlieren::V,ацəыӡра,kaotama
1064,fallen lassen::V,ацəкаҳара,maha pillama
1065,fallen lassen::V,ацəкаҳара,kukkuda laskma
1066,machen::V,ачаҧара,tegema
1067,herstellen::V,аиҵдара,valmistama
1068,bauen::V,аргылара,ehitama
1069,reparieren::V,арҽеира,parandama
1070,verbessern::V,аиҕьтəра,parandama
1071,ändern::V,аҧсахра,muutma
1072,ändern::V,аҧсахра,ümber tegema
1073,graben::V,ажра,kaevama
1074,beugen::V,арҟəра,painutama
1075,beugen::V,архəара,painutama
1076,biegen::V,арҟəра,painutama
1077,biegen::V,архəара,painutama
1078,drehen::V,аргьежьра,keerama
1079,umdrehen::V,аарҳәра,ümber keerama
1080,heben::V,аҩахара,tõstma
1081,heben::V,араҳара,tõstma
1082,hochheben::V,ахагалара,üles tõstma
1083,hochheben::V,ахагалара,kõrgele tõstma
1084,hochheben::V,ашьҭҳəара,üles tõstma
1085,hochheben::V,ашьҭҳəара,kõrgele tõstma
1086,halten::V,акра,hoidma
1087,drücken::V,ақəрӷəӷəара,pigistama
1088,schieben::V,аҵгəара,lükkama
1089,schieben::V,агəара,lükkama
1090,kratzen::V,ацəҟьара,kraapima
1091,lecken::V,арбзара,lakkuma
1092,beißen::V,ацҳара,purema
1093,beißen::V,ацҳара,hammustama
1094,abreißen::V,амжəара,rebima
1095,abreißen::V,амжəара,ära rebima
1096,abschneiden::V,ахҵəара,ära lõikama
1097,abschneiden::V,аҿахҵəара,ära lõikama
1098,binden::V,аҿаҳəара,siduma
1099,stecken::V,алаҵара,pistma
1100,brechen::V,аҧҵəара,murdma
1101,klopfen::V,асра,koputama
1102,hauen::V,ақəкшара,lööma
1103,kleben::V,аҷабра,kleepima
1104,reiben::V,арҟəыҷра,hõõruma
1105,streichen::V,ахьшьра,silitama
1106,schleifen::V,ахра,lihvima
1107,schleifen::V,ахра,teritama
1108,schneiden::V,аҧҟара,lõikama
1109,rütteln::V,арҵысра,raputama
1110,schütteln::V,аршəшəара,raputama
1111,schütteln::V,аршəшəара,loksutama
1112,schwenken::V,аҟьара,vehkima
1113,schwenken::V,аҟьара,lehvitama
1114,schütten::V,аҭаҭəара,kallama
1115,füllen::V,арҭəра,täitma
1116,einwickeln::V,алаҳəара,sisse mähkima
1117,tragen::V,аҩагара,kandma
1118,schleppen::V,арҳəазара,tassima
1119,schleppen::V,арҳəазара,lohistama
1120,ziehen::V,ахара,vedama
1121,ziehen::V,ахара,tõmbama
1122,aufbewahren::V,аҵəахра,säilitama
1123,aufbewahren::V,аҵəахра,alal hoidma
1124,werfen::V,аршəра,viskama
1125,fangen::V,акра,püüdma
1126,packen::V,анкра,kinni haarama
1127,packen::V,анкра,kinni võtma
1128,packen::V,аҵкаара,kinni haarama
1129,packen::V,аҵкаара,kinni võtma
1130,verstecken::V,аҵəахра,peitma
1131,teilen::V,ашара,jagama
1132,teilen::V,ашара,jaotama
1133,schicken::V,ашьҭра,saatma
1134,bringen::V,аагара,viima
1135,hinzufügen::V,ацҵара,lisama
1136,bekommen::V,аҧшаара,saama
1137,bekommen::V,архиара,saama
1138,bekommen::V,аура,saama
1139,erhalten::V,аиура,saama
1140,nehmen::V,агара,võtma
1141,wählen::V,алҧшаара,valima
1142,auswählen::V,алхра,valima
1143,behindern::V,аҧырхагахара,takistama
1144,verderben::V,алгара,rikkuma
1145,verderben::V,абжьыхра,rikkuma
1146,verderben::V,аҧхасҭатəра,rikkuma
1147,beschädigen::V,аҧхасҭатəра,rikkuma
1148,zerbrechen::V,аҧҽра,katki tegema
1149,zerreißen::V,аҧжəара,katki rebima
1150,zerstören::V,аилаҧыххаара,purustama
1151,verbrennen::V,абылра,põletama
1152,geben::V,аҭара,andma
1153,reichen::V,аҭара,andma
1154,reichen::V,аҭара,ulatama
1155,schenken::V,аҩгара,kinkima
1156,versprechen::V,ақəргəыӷра,lubama
1157,versprechen::V,ақəргəыӷра,tõotama
1158,loben::V,арҽхəара,kiitma
1159,küssen::V,агəӡра,suudlema
1160,zudecken::V,аҵахҩара,kaanetama
1161,zudecken::V,аҵахҩара,kinni katma
1162,zudecken::V,ақəршəра,kaanetama
1163,zudecken::V,ақəршəра,kinni katma
1164,wecken::V,арҿыхара,äratama
1165,zeigen::V,арбара,näitama
1166,führen::V,аныҟəгара,juhatama
1167,lehren::V,арҵара,õpetama
1168,unterrichten::V,арҧхьара,õpetama
1169,aufziehen::V,ааӡара,üles kasvatama
1170,leiten::V,ахагылазаара,juhtima
1171,antreiben::V,арццакра,ergutama
1172,lassen::V,арҟаҵара,laskma
1173,einladen::V,ааҕхьара,kutsuma
1174,einladen::V,анаҧхьара,kutsuma
1175,vereinigen::V,аилаҵара,ühendama
1176,besuchen::V,абара,külastama
1177,treffen::V,аҧылара,kohtama
1178,sich versammeln::V,аизара,kogunema
1179,spielen::V,ахəмарра,mängima
1180,singen::V,ашəаҳəара,laulma
1181,tanzen::V,акəашара,tantsima
1182,sich trennen::V,аилыҵра,lahku minema
1183,verlassen::V,акажьра,maha jätma
1184,retten::V,Аиқəрхара,päästma
1185,bewachen::V,ахьчара,valvama
1186,schützen::V,ацəыхьчара,kaitsma
1187,verteidigen::V,ахьчара,kaitsma
1188,sich schlagen::V,аисра,kaklema
1189,schießen::V,ахысра,tulistama
1190,siegen::V,аиааира,võitma
1191,ärgern::V,аргəаара,ärritama
1192,ärgern::V,аргəаара,vihastama
1193,schlagen::V,асра,lööma
1194,schlagen::V,аҭасра,lööma
1195,stechen::V,алакшара,pistma
1196,stechen::V,алакшара,torkama
1197,stoßen::V,агəҭасра,tõukama
1198,stehlen::V,аӡара,varastama
1199,stören::V,аҧырхагахара,segama
1200,stören::V,аҧырхагахара,häirima
1201,belästigen::V,аргəамҵра,ahistama
1202,verbergen::V,аӡара,peitma
1203,verbergen::V,аӡара,varjama
1204,täuschen::V,ажьара,petma
1205,täuschen::V,ажьара,tüssama
1206,betrügen::V,ажьара,petma
1207,betrügen::V,ажьара,tüssama
1208,betrügen::V,ажьара,truudust murtma
1209,töten::V,ашьра,tapma
1210,töten::V,ашьра,surmama
1211,wohnen::V,анхара,elama
1212,arbeiten::V,аусура,töötama
1213,sammeln::V,аҟəшəара,koguma
1214,sammeln::V,аҟəшəара,korjama
1215,pflücken::V,аҿыршəара,noppima
1216,pflücken::V,аҿыхра,noppima
1217,jagen::V,ашəарыцара,jahtima
1218,fischen::V,аҧсыӡ икуеит,kalastama
1219,fischen::V,аҧсыӡ икуеит,kala püüdma
1220,fassen::V,акра,püüdma
1221,hüten::V,арҳəра,karjatama
1222,hüten::V,ахьчара,karjatama
1223,treiben::V,акацара,ajama
1224,anbinden::V,адҳəалара,kinni siduma
1225,füttern::V,акырҿаҵара,söötma
1226,melken::V,ахьара,lüpsma
1227,hacken::V,аҟəаҟəара,raiuma
1228,hacken::V,аҟəаҟəара,lõhkuma
1229,gießen::V,аҵаҭəара,kastma
1230,reifen::V,ашəра,valmima
1231,reifen::V,аҟалара,valmima
1232,zubereiten::V,ацура,valmistama
1233,kochen::V,ажəра,keetma
1234,backen::V,аӡра,küpsetama
1235,braten::V,аӡра,praadima
1236,umrühren::V,аилрыхра,segama
1237,stricken::V,аҧара,kuduma
1238,nähen::V,аӡахра,õmblema
1239,färben::V,ашəра,värvima
1240,reinigen::V,арыцқьара,puhastama
1241,waschen::V,аӡәӡәара,pesema
1242,abwischen::V,арбара,puhtaks pühkima
1243,spülen::V,аҭыршара,uhtma
1244,fegen::V,аҧссара,pühkima
1245,baden::V,аҽыкəабара,suplema
1246,baden::V,аҽыкəабара,kümblema
1247,sich waschen::V,аҽыӡəӡəара,end pesema
1248,ausziehen::V,ашəыхра,käest võtma
1249,ausziehen::V,ашəыхра,jalast võtma
1250,ausziehen::V,ашəыхра,seljast võtma
1251,anziehen::V,ашəҵара,jalga panema
1252,sich anziehen::V,аҽеилаҳəара,riietuma
1253,kämmen::V,аҳəара,kammima
1254,schmücken::V,арҧшӡара,kaunistama
1255,sagen::V,аҳəара,ütlema
1256,sprechen::V,ацəажəара,rääkima
1257,sprechen::V,ацəажəара,kõnelema
1258,reden::V,ацəажəара,kõnelema
1259,reden::V,аицәажәара,kõnelema
1260,sich unterhalten::V,аицәажәара,vestlema
1261,fragen::V,азҵаара,küsima
1262,bitten::V,аҳəара,paluma
1263,erzählen::V,аҳəара,jutustama
1264,mitteilen::V,азыцҳара,teatama
1265,mitteilen::V,азыцҳара,teada andma
1266,nennen::V,ахьӡҵара,nimetama
1267,rufen::V,азҿыҭра,kutsuma
1268,prahlen::V,аҽхəара,hooplema
1269,übersetzen::V,аиҭагара,tõlkima
1270,denken::V,азхəыцра,mõtlema
1271,glauben::V,ахаҵара,uskuma
1272,bemerken::V,агəаҭара,märkama
1273,erkennen::V,адырра,ära tundma
1274,begreifen::V,аилкаара,aru saama
1275,verstehen::V,аҳара,mõistma
1276,lernen::V,аҵара,õppima
1277,wissen::V,адырра,teadma
1278,sich erinnern an::V,агəаларшəара,mäletama
1279,vergessen::V,ахашҭра,unustama
1280,messen::V,ашəара,mõõtma
1281,zählen::V,аҧхьаӡара,loendama
1282,rechnen::V,аҳасабра,arvutama
1283,lesen::V,аҧхьара,lugema
1284,besitzen::V,амазаара,omama
1285,kaufen::V,Аахəара,ostma
1286,verkaufen::V,аҭира,müüma
1287,bezahlen::V,ахҭынҵара,tasuma
1288,bezahlen::V,ашəара,tasuma
1289,zahlen::V,ашəара,maksma
1290,ertragen::V,ачҳара,taluma
1291,Moor::N,,raba
1292,Kralle::N,,küünis
1293,Schwarm::N,,parv
1294,Sache::N,,ese
1295,Menge::N,,arv
1296,Menge::N,,hulk
1297,Essen::N,,söök
1298,Geschäft::N,,äri
1299,Monat::N,,kuu
1300,Jahr::N,,aasta
1301,dünn::A,,õhuke
1302,dünn::A,,peenike
1303,roh::A,,toores
1304,durch::PRP,,läbi
1305,durch::PRP,,kaudu
1306,was::FPRN,,mis
1307,rauschen::V,,kohisema
1308,zu sehen sein::V,,ilmuma
1309,wenden::V,,ümber pöörama
1310,ergreifen::V,,haarama
1311,bewahren::V,,hoidma
1312,wünschen::V,,soovima
1313,wiegen::V,,hällitama
1314,treten::V,,sõtkuma
1315,kehren::V,,pühkima
1316,malen::V,,maalima
1317,zeichnen::V,,joonistama
1318,schreiben::V,,kirjutama
1319,beherrschen::V,,valitsema
