,Concept_ID,ba,et
776,wegen::PRP,сәбәпле,tõttu
777,wegen::PRP,сәбәпле,pärast
778,dies::PRN,был,see
779,dies::PRN,ошо,see
780,das::PRN,ул,see
781,alles::PRN,бөтә,kõik
782,ich::PRN,мин,mina
783,du::PRN,һин,sina
784,er::PRN,ул,tema
785,wir::PRN,беҙ,me
786,ihr::PRN,һеҙ,te
787,sie::PRN,улар,nad
788,was::FPRN,ә,mis
789,was::FPRN,ни,mis
790,was::FPRN,нәмә,mis
791,wer::FPRN,ҡем,kes
792,wo::FADV,ҡайҙа,kus
793,wohin::FADV,ҡайҙа,kuhu
794,wie::FADV,инидәй,kuidas
795,warum::FADV,ин өсөн,miks
796,wieviel::FNUM,күпме,mitu
797,wieviel::FNUM,күпме,kui palju
798,eins::NUM,бер,üks
799,zwei::NUM,ике,kaks
800,zwei::NUM,икәү,kaks
801,drei::NUM,өс,kolm
802,vier::NUM,дүрт,neli
803,fünf::NUM,биш,viis
804,sechs::NUM,алты,kuus
805,sieben::NUM,ете,seitse
806,acht::NUM,һигеҙ,kaheksa
807,neun::NUM,туғыҙ,üheksa
808,zehn::NUM,ун,kümme
809,elf::NUM,ун бер,üksteist
810,zwölf::NUM,ун ике,kaksteist
811,zwanzig::NUM,егерме,kakskümmend
812,dreißig::NUM,утыҙ,kolmkümmend
813,vierzig::NUM,ҡырҡ,nelikümmend
814,fünfzig::NUM,илле,viiskümmend
815,sechzig::NUM,алтмыш,kuuskümmend
816,siebzig::NUM,етмеш,seitsekümmend
817,achtzig::NUM,һикһән,kaheksakümmend
818,neunzig::NUM,туҡһан,üheksakümmend
819,hundert::NUM,йөҙ,sada
820,tausend::NUM,мең,tuhat
821,und::CNJ,да,ja
822,oder::CNJ,йәки,või
823,stehen::V,тороу,seisma
824,sitzen::V,ултырыу,istuma
825,liegen::V,ятыу,lamama
826,hängen::V,аҫылынып тороу,rippuma
827,werden::V,булыу,saama
828,werden::V,булыу,hakkama
829,passieren::V,булыу,juhtuma
830,beginnen::V,башлау,algama
831,beginnen::V,башлау,hakkama
832,enden::V,бөтөү,lõppema
833,enden::V,тамамланыү,lõppema
834,wechseln::V,үҙгәреү,vahelduma
835,aufgehen[Sonne]::V,ҡалҡыу,tõusma
836,untergehen[Sonne]::V,байыу,loojuma
837,scheinen[Sonne]::V,яҡтыртып тороу,paistma
838,donnern::V,күкрәү,kõmisema
839,wehen::V,иҫеү,puhuma
840,strömen::V,ташыу,voolama
841,fließen::V,ағыу,voolama
842,sich drehen::V,әйләнеү,pöörduma
843,schwanken::V,тирбәлеү,kõikuma
844,schwingen::V,бәүетеү,võnkuma
845,fallen::V,йығылыу,langema
846,brennen::V,яныу,põlema
847,rauchen::V,төтәү,suitsema
848,regnen::V,ямғыр яуа,sadama
849,gefrieren::V,туңыү,kinni külmuma
850,tauen::V,иреү,sulama
851,schmelzen::V,иреү,sulama
852,trocknen::V,кибеү,kuivama
853,sieden::V,ҡайнау,keema
854,faulen::V,сереу,mädanema
855,verfaulen::V,сереу,mädanema
856,reißen::V,өҙөү,rebenema
857,reißen::V,йыртылыу,rebenema
858,versinken::V,батыу,uppuma
859,vergehen::V,үтеү,mööduma
860,erscheinen::V,килеп сығыу,ilmuma
861,verschwinden::V,юғалыу,kaduma
862,sinken::V,түбәнәйеү,vajuma
863,sinken::V,түбәнәйеү,langema
864,abnehmen::V,кәметеү,vähenema
865,abnehmen::V,кәметеү,kahenema
866,zunehmen::V,артыу,kasvama
867,steigen::V,күтәрелеү,tõusma
868,steigen::V,күтәрелеү,üles minema
869,wachsen::V,үҫеү,kasvama
870,glänzen::V,ялтырау,läikimä
871,funkeln::V,баҙлау,sädelema
872,lärmen::V,шаулау,lärmama
873,läuten::V,ҡағыу,helisema
874,klingeln::V,ҡағыу,helisema
875,klingeln::V,шылтыратыу,helisema
876,klirren::V,шылтыратыу,kõlisema
877,brausen::V,ҡотороноу,kohisema
878,rauschen::V,шыптырлау,kohisema
879,klingen::V,яңғырау,kõlama
880,bellen::V,өрөү,haukuma
881,heulen::V,олоу,uluma
882,blasen::V,өрөү,puhuma
883,pfeifen::V,һызғырып ебәреү,vilistama
884,schreien::V,ҡысҡырыу,karjuma
885,stöhnen::V,уңғырашыу,oigama
886,zittern::V,ҡалтырау,värisema
887,leben::V,йәшәү,elama
888,leben::V,йәшәү,elus olema
889,geboren werden::V,тыуыу,sündima
890,atmen::V,тын алыү,hingama
891,trinken::V,эсеү,jooma
892,essen::V,ашау,sööma
893,schlucken::V,йотоу,neelama
894,müde werden::V,арыу,väsima
895,einschlafen::V,йоҡлап китеү,uinuma
896,schlafen::V,йоҡлау,magama
897,aufwachen::V,уяныу,ärkama
898,aufstehen::V,тороу,ärkama
899,aufstehen::V,тороу,üles tõusma
900,sich erholen::V,ял итеү,puhkama
901,krank werden::V,сирләү,haigestuma
902,krank werden::V,сирләү,haigeks jääma
903,krank sein::V,сирләү,haige olema
904,schmerzen::V,ауыртыу,valutama
905,husten::V,йүтәлләү,köhima
906,genesen::V,һауығыу,toibuma
907,sterben::V,үлеү,surema
908,umkommen::V,һәләк булыу,surma saama
909,sich bewegen::V,хәрәкәт итеү,liikuma
910,sich rühren::V,ҡуҙғалыу,liikuma
911,sich erheben::V,тороу,kerkima
912,sich setzen::V,ултырыу,istet võtma
913,hinfallen::V,ҡолау,kukkuma
914,hinfallen::V,ҡолау,maha kukkuma
915,laufen::V,йөрөү,kõndima
916,schreiten::V,атлау,astuma
917,spazierengehen::V,ял итеп йороү,jalutama
918,eilen::V,ашығыу,ruttama
919,eilen::V,ашығыу,kiirustama
920,eilen::V,ҡабаланыу,ruttama
921,eilen::V,ҡабаланыу,kiirustama
922,sich beeilen::V,ашығыу,ruttama
923,sich beeilen::V,ашығыу,kiirustama
924,sich beeilen::V,ҡабаланыу,ruttama
925,sich beeilen::V,ҡабаланыу,kiirustama
926,sausen::V,елеү,kihutama
927,sausen::V,елеү,tormama
928,rennen::V,йүгеп йөрөү,jooksma
929,rennen::V,йүгеп йөрөү,kihutama
930,springen::V,һикереү,hüppama
931,klettern::V,үрмәләү,ronima
932,klettern::V,үрмәләп менеү,ronima
933,schaukeln::V,сайҡалыу,kiikuma
934,kriechen::V,шыуышыу,roomama
935,schwimmen::V,йоҙөү,ujuma
936,tauchen::V,сумыу,sukelduma
937,rudern::V,ишеү,sõudma
938,fahren::V,йөрөү,sõitma
939,fliegen::V,осоу,lendama
940,gehen::V,барыу,käima
941,gehen::V,барыу,minema
942,weggehen::V,китеү,ära minema
943,weggehen::V,китеү,välja minema
944,abfahren::V,сығыу,väljuma
945,abfahren::V,сығыу,ära sõitma
946,anhalten::V,тукталыу,peatuma
947,hineingehen::V,инеү,sisenema
948,hineingehen::V,инеү,sisse minema
949,eintreten::V,инеү,sisenema
950,eintreten::V,инеү,sisse astuma
951,kommen::V,килеү,tulema
952,ankommen::V,килеү,saabuma
953,zurückkommen::V,ҡайтыу,tagasi tulema
954,bleiben::V,ҡалыу,jääma
955,warten::V,көтөп тороу,ootama
956,erwarten::V,көтөү,ootama
957,erwarten::V,көтөү,lootma
958,suchen::V,эҙләү,otsima
959,finden::V,табыу,leidma
960,versuchen::V,тырышып ҡарау,püüdma
961,versuchen::V,тырышып ҡарау,üritama
962,versuchen::V,тырышып ҡарау,katsetama
963,vorbereiten::V,әҙерләү,valmistama
964,lieben::V,яратыу,armastama
965,mögen::V,һөйөү,sallima
966,mögen::V,һөйөү,meeldima
967,mögen::V,яратыу,sallima
968,mögen::V,яратыу,meeldima
969,lachen::V,көлөү,naerma
970,rühren::V,ҡағылыу,liigutama
971,rühren::V,ҡағылыу,heldima panema
972,weinen::V,илау,nutma
973,schimpfen::V,һүгенеү,sõimama
974,schimpfen::V,тиргәнеү,sõimama
975,schimpfen::V,һуҡраныу,sõimama
976,sich ärgern::V,асыуланыу,ärrituma
977,sich ärgern::V,асыуланыу,vihastuma
978,sich fürchten::V,ҡурҡыу,kartma
979,sich fürchten::V,ҡурҡыу,hirmu tundma
980,fürchten::V,ҡурҡыу,kartma
981,fliehen::V,ҡасыу,põgenema
982,flüchten::V,ҡасыу,põgenema
983,sehen::V,күреү,nägema
984,anschauen::V,ҡарау,vaatama
985,ansehen::V,ҡарау,vaatama
986,ansehen::V,тикшереү,vaatama
987,hören::V,ишетеү,kuulma
988,zuhören::V,тыңлау,kuulama
989,probieren::V,татыу,proovima
990,riechen::V,еҫкәү,nuusutama
991,fühlen::V,тойоу,tundma
992,scheinen::V,кеүек күренеү,näida
993,scheinen::V,кеүек күренеү,ilmuda
994,scheinen::V,тойолоу,näida
995,scheinen::V,тойолоу,ilmuda
996,zu sehen sein::V,күренеү,ilmuma
997,vernehmen::V,ишетеү,üle kuulama
998,frieren::V,туңыү,külmetada
999,tun::V,яһау,tegema
1000,tun::V,әшләү,tegema
1001,können::V,алыу,võima
1002,können::V,алыу,oskama
1003,können::V,мөмкин булыу,võima
1004,können::V,мөмкин булыу,oskama
1005,wollen::V,теләү,tahtma
1006,anfangen::V,башлау,hakkama
1007,anfangen::V,башлау,alustama
1008,beenden::V,бөтөрөү,lõpetama
1009,beenden::V,тамамлау,lõpetama
1010,aufhören::V,туктау,lakkama
1011,gelingen::V,уңышлы булыу,õnnestuma
1012,geraten::V,булып сығыу,jõudma
1013,öffnen::V,асыу,avama
1014,schließen::V,йомоу,sulgema
1015,stellen::V,ҡуйыу,panema
1016,stellen::V,ҡуйыу,asetama
1017,setzen::V,урынлаштырыу,panema
1018,legen::V,һалыу,panema
1019,legen::V,һалыу,asetama
1020,berühren::V,тейеү,riivama
1021,berühren::V,тейеү,puudutama
1022,berühren::V,ҡағылыу,riivama
1023,berühren::V,ҡағылыу,puudutama
1024,verbinden::V,ҡушыу,ühendama
1025,verbinden::V,бәйләү,ühendama
1026,bedecken::V,ҡаплау,katma
1027,aufhängen::V,элеү,riputama
1028,anzünden::V,тоҡандырыу,süütama
1029,aufheben::V,мендереү,üles tõstma
1030,zurücklassen::V,ҡалдырыу,jätma
1031,verlieren::V,юғалтыу,kaotama
1032,fallen lassen::V,төшөрөп ебәреү,maha pillama
1033,fallen lassen::V,төшөрөп ебәреү,kukkuda laskma
1034,machen::V,яһау,tegema
1035,machen::V,эшләү,tegema
1036,herstellen::V,эшләп сығарыу,valmistama
1037,bauen::V,төҙөү,ehitama
1038,reparieren::V,төҙәтеү,parandama
1039,verbessern::V,яҡшыртыу,parandama
1040,ändern::V,үҙгәртеү,muutma
1041,ändern::V,үҙгәртеү,ümber tegema
1042,graben::V,ҡаҙыу,kaevama
1043,beugen::V,бөгөү,painutama
1044,biegen::V,бөгөү,painutama
1045,drehen::V,өйрөлтөү,keerama
1046,drehen::V,әйләндереү,keerama
1047,wenden::V,әйләндереү,ümber pöörama
1048,umdrehen::V,түңкәреү,ümber keerama
1049,heben::V,күтәреү,tõstma
1050,heben::V,мендереү,tõstma
1051,hochheben::V,күтәреү,üles tõstma
1052,hochheben::V,күтәреү,kõrgele tõstma
1053,ergreifen::V,тотоп алыу,haarama
1054,halten::V,тотоу,hoidma
1055,drücken::V,ҡыҫыу,pigistama
1056,schieben::V,этеү,lükkama
1057,schieben::V,төртөү,lükkama
1058,kratzen::V,ҡырыу,kraapima
1059,lecken::V,ялау,lakkuma
1060,beißen::V,тешләү,purema
1061,beißen::V,тешләү,hammustama
1062,abreißen::V,өҙөү,rebima
1063,abreißen::V,өҙөү,ära rebima
1064,abschneiden::V,ҡырҡыу,ära lõikama
1065,binden::V,бәйләү,siduma
1066,stecken::V,ҡаҙау,pistma
1067,brechen::V,боҙоу,murdma
1068,klopfen::V,шаҡылдау,koputama
1069,hauen::V,туҡмау,lööma
1070,kleben::V,йәбештереү,kleepima
1071,reiben::V,ыуыу,hõõruma
1072,reiben::V,ышҡыу,hõõruma
1073,streichen::V,яғыу,silitama
1074,schleifen::V,үткерләү,lihvima
1075,schleifen::V,үткерләү,teritama
1076,schneiden::V,ҡырҡыу,lõikama
1077,rütteln::V,һелкетеү,raputama
1078,schütteln::V,һелкетеү,raputama
1079,schütteln::V,һелкетеү,loksutama
1080,schwenken::V,болғау,vehkima
1081,schwenken::V,болғау,lehvitama
1082,schütten::V,ҡойоу,kallama
1083,füllen::V,тултырыу,täitma
1084,einwickeln::V,төрөү,sisse mähkima
1085,tragen::V,алып барыу,kandma
1086,schleppen::V,һөйрәү,tassima
1087,schleppen::V,һөйрәү,lohistama
1088,ziehen::V,тартыу,vedama
1089,ziehen::V,тартыу,tõmbama
1090,aufbewahren::V,һаҡлау,säilitama
1091,aufbewahren::V,һаҡлау,alal hoidma
1092,werfen::V,ырғытыу,viskama
1093,fangen::V,тотоу,püüdma
1094,packen::V,етеү,kinni haarama
1095,packen::V,етеү,kinni võtma
1096,packen::V,тотоп алыу,kinni haarama
1097,packen::V,тотоп алыу,kinni võtma
1098,verstecken::V,йәшереү,peitma
1099,teilen::V,бүлеү,jagama
1100,teilen::V,бүлеү,jaotama
1101,schicken::V,ебәреү,saatma
1102,bringen::V,килтереү,viima
1103,hinzufügen::V,өтәү,lisama
1104,bekommen::V,алыу,saama
1105,erhalten::V,алыу,saama
1106,nehmen::V,алыу,võtma
1107,wählen::V,һайлаү,valima
1108,auswählen::V,һайлап алыу,valima
1109,bewahren::V,һаҡлау,hoidma
1110,behindern::V,тотҡарлыҡ яһау,takistama
1111,verderben::V,боҙоу,rikkuma
1112,beschädigen::V,боҙоу,rikkuma
1113,zerbrechen::V,ҡыйратыу,katki tegema
1114,zerreißen::V,йыртыу,katki rebima
1115,zerstören::V,емереү,purustama
1116,verbrennen::V,үртәү,põletama
1117,geben::V,биреү,andma
1118,reichen::V,биреү,andma
1119,reichen::V,биреү,ulatama
1120,schenken::V,бүләк итеү,kinkima
1121,versprechen::V,вәғәҙә биреү,lubama
1122,versprechen::V,вәғәҙә биреү,tõotama
1123,wünschen::V,теләу,soovima
1124,loben::V,маҡтау,kiitma
1125,küssen::V,үбеү,suudlema
1126,wiegen::V,бәүетеү,hällitama
1127,wiegen::V,тирбәтеү,hällitama
1128,zudecken::V,ҡаплау,kaanetama
1129,zudecken::V,ҡаплау,kinni katma
1130,wecken::V,уятыу,äratama
1131,zeigen::V,күрһәтеү,näitama
1132,führen::V,етәкләү,juhatama
1133,lehren::V,уҡытыу,õpetama
1134,lehren::V,өйрәтеү,õpetama
1135,unterrichten::V,уҡытыу,õpetama
1136,aufziehen::V,тәрбиәле,üles kasvatama
1137,leiten::V,етәкләү,juhtima
1138,leiten::V,етәкселек итеү,juhtima
1139,antreiben::V,ашыҡтырыу,ergutama
1140,lassen::V,мәжбүр итеү,laskma
1141,einladen::V,саҡырыу,kutsuma
1142,vereinigen::V,берләштереү,ühendama
1143,besuchen::V,килеп сығыу,külastama
1144,treffen::V,тойоү,kohtama
1145,treffen::V,осратыу,kohtama
1146,treffen::V,ҡаршылау,kohtama
1147,sich versammeln::V,йыйылыу,kogunema
1148,spielen::V,тартыу,mängima
1149,singen::V,йырлау,laulma
1150,tanzen::V,бейеү,tantsima
1151,sich trennen::V,айырылышыу,lahku minema
1152,verlassen::V,ташлау,maha jätma
1153,verlassen::V,ташлап китеү,maha jätma
1154,retten::V,ҡотҡарыу,päästma
1155,bewachen::V,һаҡлау,valvama
1156,schützen::V,һаҡлау,kaitsma
1157,verteidigen::V,яҡлау,kaitsma
1158,sich schlagen::V,һуғышыу,kaklema
1159,schießen::V,атыу,tulistama
1160,siegen::V,еңеү,võitma
1161,ärgern::V,асыуландырыу,ärritama
1162,ärgern::V,асыуландырыу,vihastama
1163,schlagen::V,бәреү,lööma
1164,schlagen::V,туҡмау,lööma
1165,treten::V,тибеү,sõtkuma
1166,treten::V,типкеләү,sõtkuma
1167,stechen::V,сәнсеү,pistma
1168,stechen::V,сәнсеү,torkama
1169,stoßen::V,этеү,tõukama
1170,stoßen::V,төртөү,tõukama
1171,stehlen::V,урлау,varastama
1172,stören::V,ҡамасаулау,segama
1173,stören::V,ҡамасаулау,häirima
1174,belästigen::V,бимазалау,ahistama
1175,belästigen::V,ҡамасаулау,ahistama
1176,verbergen::V,йәшереү,peitma
1177,verbergen::V,йәшереү,varjama
1178,täuschen::V,ултыртыу,petma
1179,täuschen::V,ултыртыу,tüssama
1180,betrügen::V,алдау,petma
1181,betrügen::V,алдау,tüssama
1182,betrügen::V,алдау,truudust murtma
1183,töten::V,үлтереү,tapma
1184,töten::V,үлтереү,surmama
1185,wohnen::V,йәшәү,elama
1186,arbeiten::V,эшләү,töötama
1187,sammeln::V,йыйыу,koguma
1188,sammeln::V,йыйыу,korjama
1189,pflücken::V,өҙөү,noppima
1190,jagen::V,аулау,jahtima
1191,fischen::V,аулау,kalastama
1192,fischen::V,аулау,kala püüdma
1193,fassen::V,тотоу,püüdma
1194,hüten::V,көтөү,karjatama
1195,treiben::V,ҡыуыу,ajama
1196,anbinden::V,бәйләү,kinni siduma
1197,füttern::V,ашатыу,söötma
1198,melken::V,һауыү,lüpsma
1199,hacken::V,турау,raiuma
1200,hacken::V,турау,lõhkuma
1201,hacken::V,тапау,raiuma
1202,hacken::V,тапау,lõhkuma
1203,gießen::V,ҡойоу,kastma
1204,reifen::V,өлғөрөү,valmima
1205,zubereiten::V,бешереү,valmistama
1206,kochen::V,бешереү,keetma
1207,backen::V,бешереү,küpsetama
1208,braten::V,ҡурыу,praadima
1209,umrühren::V,ҡатнаштырыу,segama
1210,stricken::V,бәйләү,kuduma
1211,nähen::V,тегеү,õmblema
1212,färben::V,буяу,värvima
1213,reinigen::V,таҙартыу,puhastama
1214,waschen::V,йыуыу,pesema
1215,abwischen::V,һөртөү,puhtaks pühkima
1216,spülen::V,сайҡау,uhtma
1217,fegen::V,һепереү,pühkima
1218,kehren::V,һепереү,pühkima
1219,baden::V,һыу инеү,suplema
1220,baden::V,һыу инеү,kümblema
1221,sich waschen::V,йыуыныу,end pesema
1222,ausziehen::V,сисеү,käest võtma
1223,ausziehen::V,сисеү,jalast võtma
1224,ausziehen::V,сисеү,seljast võtma
1225,anziehen::V,кейеү,jalga panema
1226,sich anziehen::V,кейенеү,riietuma
1227,kämmen::V,тарау,kammima
1228,schmücken::V,биҙәү,kaunistama
1229,sagen::V,әйтеү,ütlema
1230,sprechen::V,әйтеү,rääkima
1231,sprechen::V,әйтеү,kõnelema
1232,sprechen::V,һөйләшеү,rääkima
1233,sprechen::V,һөйләшеү,kõnelema
1234,reden::V,һөйләшеү,kõnelema
1235,sich unterhalten::V,әңгәмәләшеү,vestlema
1236,fragen::V,һорау,küsima
1237,bitten::V,үтенеү,paluma
1238,erzählen::V,һөйләү,jutustama
1239,mitteilen::V,әйтеү,teatama
1240,mitteilen::V,әйтеү,teada andma
1241,nennen::V,атау,nimetama
1242,nennen::V,исемләү,nimetama
1243,rufen::V,саҡырыу,kutsuma
1244,prahlen::V,маҡтаныу,hooplema
1245,prahlen::V,шапырыныу,hooplema
1246,übersetzen::V,тәржемә итеү,tõlkima
1247,denken::V,уйлау,mõtlema
1248,glauben::V,ышаныу,uskuma
1249,bemerken::V,күреү,märkama
1250,erkennen::V,таныу,ära tundma
1251,begreifen::V,аңлау,aru saama
1252,verstehen::V,аңлау,mõistma
1253,lernen::V,өйрәнеү,õppima
1254,wissen::V,белеү,teadma
1255,sich erinnern an::V,хәтергә алыу,mäletama
1256,vergessen::V,онотоу,unustama
1257,messen::V,үлсәү,mõõtma
1258,zählen::V,һанау,loendama
1259,rechnen::V,һанау,arvutama
1260,lesen::V,уҡыу,lugema
1261,malen::V,һүрәт яһау,maalima
1262,malen::V,рәсем төшөрөү,maalima
1263,zeichnen::V,һүрәт яһау,joonistama
1264,zeichnen::V,рәсем төшөрөү,joonistama
1265,schreiben::V,яҙыу,kirjutama
1266,besitzen::V,биләү,omama
1267,kaufen::V,һатып алыу,ostma
1268,verkaufen::V,һатыу,müüma
1269,bezahlen::V,түләү,tasuma
1270,zahlen::V,түләү,maksma
1271,beherrschen::V,биләү,valitsema
1272,ertragen::V,түҙеү,taluma
