,Concept_ID,ml,et
647,anderer::A,മറ്റുള്ള,muu
648,anderer::A,മറ്റുള്ള,teine
649,erster::A,ആദ്യത്തെ,esimene
650,zweiter::A,രണ്ടാം,teine
651,dritter::A,മൂന്നാമത്,kolmas
652,letzter::A,അവസാനത്തെ,viimane
653,allein::ADV,തനിച്ചുള്ള,üksi
654,auf einmal::ADV,ഉടന്,korraga
655,auf einmal::ADV,ഉടന്,ühekorraga
656,zusammen::ADV,ഒരുമിച്ച,koos
657,zusammen::ADV,ഒരുമിച്ച,üheskoos
658,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,kaua
659,plötzlich::ADV,പെട്ടെന്ന്,äkki
660,plötzlich::ADV,പെട്ടെന്ന്,järsku
661,sofort::ADV,തത്ക്ഷണം,kohe
662,später::ADV,പിന്നീട്,hiljem
663,jetzt::ADV,ഇപ്പോൾ,nüüd
664,heute::ADV,ഇന്ന്,täna
665,morgen::ADV,നാളെ,homme
666,bald::ADV,ഉടനെ,pea
667,bald::ADV,ഉടനെ,varsti
668,dann::ADV,അപ്പോൾ,siis
669,gestern::ADV,ഇന്നലെ,eile
670,einst::ADV,പണ്ടൊരിക്കല്,vanasti
671,damals::ADV,അപ്പോൾ,tookord
672,danach::ADV,പിന്നീട്,seejärel
673,vorher::ADV,മുൻപ്,enne
674,zuerst::ADV,ആദ്യം,enne
675,zuerst::ADV,ആദ്യം,esmalt
676,einmal::ADV,ഒരിക്കൽ,kord
677,einmal::ADV,ഒരിക്കൽ,üks kord
678,manchmal::ADV,ചിലപ്പോൾ,mõnikord
679,oft::ADV,പലപ്പോഴും,tihti
680,oft::ADV,പലപ്പോഴും,sageli
681,immer::ADV,എപ്പോഴും,ikka
682,immer::ADV,എപ്പോഴും,alati
683,niemals::ADV,ഒരിക്കലും,mitte kunagi
684,hier::ADV,ഇവിടെ,siin
685,hierhin::ADV,ഇവിടേക്ക്,siia
686,von hier::ADV,ഇവിടെനിന്ന്,siit
687,dort::ADV,അവിടെ,seal
688,dorthin::ADV,അവിടേക്ക്,sinna
689,geradeaus::ADV,മുമ്പിൽ,otse edasi
690,geradeaus::ADV,മുമന്നോട്ട്,otse edasi
691,vorwärts::ADV,മുന്നോട്ട്,edasi
692,rückwärts::ADV,തലതിരിച്ച്,tagurpidi
693,zurück::ADV,പുറകിലേക്ക്,tagasi
694,unten::ADV,താഴെ,all
695,unten::ADV,താഴെ,allpool
696,hinab::ADV,താഴേക്ക്,alla
697,oben::ADV,മുകളിൽ,ülal
698,hinauf::ADV,മുകളിൽ,üles
699,überall::ADV,എല്ലായിടത്തും,kõikjal
700,nicht::ADV,ഇല്ല,ei
701,nicht::ADV,ഇല്ല,mitte
702,ein wenig::ADV,കുറച്ച്,veidi
703,ein wenig::ADV,കുറച്ച്,natuke
704,kaum::ADV,കഷ്ടിച്ച്,vaevalt
705,sehr::ADV,വളരെ,väga
706,so::ADV,അങ്ങനെ,nii
707,noch::ADV,ഇപ്പോഴും,veel
708,nur::ADV,മാത്രം,ainult
709,schon::ADV,നേരത്തേ തന്നെ,juba
710,wieder::ADV,വീണ്ടും,jälle
711,vergebens::ADV,വിഫല,asjata
712,vor::PRP,മുമ്പിൽ,ees
713,hinter::PRP,പുറകിൽ,taha
714,unter::PRP,കീഴിൽ,all
715,durch::PRP,ഉള്ളിലൂടെ,läbi
716,durch::PRP,ഉള്ളിലൂടെ,kaudu
717,neben::PRP,അടുത്ത്,kõrval
718,zwischen::PRP,ഇടയ്ക്ക്,vahel
719,wegen::PRP,നിമിത്തം,tõttu
720,wegen::PRP,നിമിത്തം,pärast
721,dies::PRN,ഇത്,see
722,das::PRN,അത്,see
723,alles::PRN,എല്ലാം,kõik
724,ich::PRN,ഞാൻ,mina
725,du::PRN,നിങ്ങൾ,sina
726,er::PRN,അദ്ദേഹം,tema
727,er::PRN,അയാൾ,tema
728,er::PRN,അവൻ,tema
729,er::PRN,അവർ,tema
730,er::PRN,അവൾ,tema
731,wir::PRN,നമ്മൾ,me
732,ihr::PRN,നിങ്ങൾ,te
733,sie::PRN,അവർ,nad
734,was::FPRN,എന്ത്,mis
735,wer::FPRN,ആര്,kes
736,wo::FADV,എവിടെ,kus
737,wohin::FADV,എവിടേക്ക്,kuhu
738,wie::FADV,എങ്ങനെ,kuidas
739,warum::FADV,എന്തുകൊണ്ട്,miks
740,wieviel::FNUM,എത്ര,mitu
741,wieviel::FNUM,എത്ര,kui palju
742,eins::NUM,ഒന്ന്,üks
743,zwei::NUM,രണ്ട്,kaks
744,drei::NUM,മൂന്ന്,kolm
745,vier::NUM,നാല്,neli
746,fünf::NUM,അഞ്ച്,viis
747,sechs::NUM,ആറ്,kuus
748,sieben::NUM,ഏഴ്,seitse
749,acht::NUM,എട്ട്,kaheksa
750,neun::NUM,ഒമ്പത്,üheksa
751,zehn::NUM,പത്ത്,kümme
752,elf::NUM,പതിനൊന്ന്,üksteist
753,zwölf::NUM,പന്ത്രണ്ട്,kaksteist
754,zwanzig::NUM,ഇരുപത്,kakskümmend
755,dreißig::NUM,മുപ്പത്,kolmkümmend
756,vierzig::NUM,നാൽപ്പത്,nelikümmend
757,fünfzig::NUM,അൻപത്,viiskümmend
758,sechzig::NUM,അറുപത്,kuuskümmend
759,siebzig::NUM,എഴുപത്,seitsekümmend
760,achtzig::NUM,എൺപത്,kaheksakümmend
761,neunzig::NUM,തൊണ്ണൂറ്,üheksakümmend
762,hundert::NUM,നൂറ്,sada
763,tausend::NUM,ആയിരം,tuhat
764,und::CNJ,ഉം,ja
765,oder::CNJ,അഥവാ,või
766,stehen::V,നിൽക്കുക,seisma
767,sitzen::V,ഇരിക്കുക,istuma
768,liegen::V,കിടക്കുക,lamama
769,hängen::V,തൂങ്ങുക,rippuma
770,werden::V,ആയിത്തീരുക,saama
771,werden::V,ആയിത്തീരുക,hakkama
772,passieren::V,സംഭവിക്കുക,juhtuma
773,beginnen::V,ആരംഭിക്കുക,algama
774,beginnen::V,ആരംഭിക്കുക,hakkama
775,enden::V,അവസാനിപ്പിക്കുക,lõppema
776,wechseln::V,മാറ്റുക,vahelduma
777,aufgehen[Sonne]::V,ഉയരുക,tõusma
778,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,loojuma
779,scheinen[Sonne]::V,പ്രകാശിക്കുക,paistma
780,donnern::V,ഇടിവെട്ടുക,kõmisema
781,wehen::V,വീശുക,puhuma
782,strömen::V,ഒഴുകുക,voolama
783,fließen::V,ഒഴുകുക,voolama
784,sich drehen::V,ചുറ്റുക,pöörduma
785,sich drehen::V,കറക്കുക,pöörduma
786,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,kõikuma
787,schwingen::V,ആടുക,võnkuma
788,fallen::V,വീഴുക,langema
789,brennen::V,കത്തുക,põlema
790,rauchen::V,പുകയുക,suitsema
791,regnen::V,മഴ_പെയ്യുക,sadama
792,gefrieren::V,തണത്ത്_മരവിക്കുക,kinni külmuma
793,tauen::V,അലിയുക,sulama
794,schmelzen::V,ഉരുകുക,sulama
795,trocknen::V,വരളുക,kuivama
796,sieden::V,തിളപ്പിക്കുക,keema
797,faulen::V,ചീയുക,mädanema
798,verfaulen::V,അഴുകുക,mädanema
799,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,rebenema
800,versinken::V,മുക്കുക,uppuma
801,vergehen::V,കടന്നുപോകുക,mööduma
802,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,ilmuma
803,verschwinden::V,അദൃശ്യമാകുക,kaduma
804,sinken::V,താഴുക,vajuma
805,sinken::V,താഴുക,langema
806,abnehmen::V,കുറിയുക,vähenema
807,abnehmen::V,കുറിയുക,kahenema
808,zunehmen::V,വർദ്ധിക്കുക,kasvama
809,steigen::V,ഉയരുക,tõusma
810,steigen::V,ഉയരുക,üles minema
811,wachsen::V,വളരുക,kasvama
812,glänzen::V,മിന്നുക,läikimä
813,funkeln::V,തിളങ്ങുക,sädelema
814,lärmen::V,ശബ്ദമുണ്ടാക്കുക,lärmama
815,läuten::V,മണിമുഴങ്ങുക,helisema
816,klingeln::V,ചിലമ്പുക,helisema
817,klirren::V,കിലുക്കുക,kõlisema
818,brausen::V,മുഴങ്ങുക,kohisema
819,rauschen::V,അനങ്ങുക,kohisema
820,klingen::V,മുഴക്കുക,kõlama
821,bellen::V,കുരയ്ക്കുക,haukuma
822,heulen::V,ഓരിയിടുക,uluma
823,blasen::V,ഊതുക,puhuma
824,pfeifen::V,വിസിലടിക്കുക,vilistama
825,schreien::V,ആക്രോശിക്കുക,karjuma
826,stöhnen::V,അരക്കം,oigama
827,stöhnen::V,ആർത്തനാദം,oigama
828,zittern::V,വിറയ്ക്കുക,värisema
829,leben::V,താമസിക്കുക,elama
830,leben::V,താമസിക്കുക,elus olema
831,geboren werden::V,ജനിക്കുക,sündima
832,atmen::V,ശ്വസിക്കുക,hingama
833,trinken::V,കുടിക്കുക,jooma
834,essen::V,കഴിക്കുക,sööma
835,schlucken::V,വിഴുങ്ങുക,neelama
836,müde werden::V,ക്ഷീണിക്കുക,väsima
837,einschlafen::V,നിദ്രിക്കുക,uinuma
838,schlafen::V,ഉറങ്ങുക,magama
839,aufwachen::V,ഉണരുക,ärkama
840,aufstehen::V,എഴുന്നേൽക്കുക,ärkama
841,aufstehen::V,എഴുന്നേൽക്കുക,üles tõusma
842,sich erholen::V,വിശ്രമിക്കുക,puhkama
843,krank werden::V,ദീനംപിടിക്കുക,haigestuma
844,krank werden::V,ദീനംപിടിക്കുക,haigeks jääma
845,krank sein::V,രോഗികളാകുക,haige olema
846,schmerzen::V,വേദനിക്കുക,valutama
847,husten::V,ചുമയ്ക്കുക,köhima
848,genesen::V,സുഖപ്പെടുക,toibuma
849,sterben::V,മരിക്കുക,surema
850,umkommen::V,മരിക്കുക,surma saama
851,sich bewegen::V,സ്ഥലം_മാറുക,liikuma
852,sich rühren::V,ചലിക്കുക,liikuma
853,sich erheben::V,നിൽക്കുക,kerkima
854,sich setzen::V,ഇരിക്കുക,istet võtma
855,hinfallen::V,വീഴുക,kukkuma
856,hinfallen::V,വീഴുക,maha kukkuma
857,laufen::V,നടക്കുക,kõndima
858,schreiten::V,നടക്കുക,astuma
859,spazierengehen::V,ഉലാത്തുക,jalutama
860,eilen::V,പാഞ്ഞെത്തുക,ruttama
861,eilen::V,പാഞ്ഞെത്തുക,kiirustama
862,sich beeilen::V,തിരിക്കുകൂട്ടുക,ruttama
863,sich beeilen::V,തിരിക്കുകൂട്ടുക,kiirustama
864,sich beeilen::V,തിടുക്കം_കാട്ടുക,ruttama
865,sich beeilen::V,തിടുക്കം_കാട്ടുക,kiirustama
866,sausen::V,കുതിക്കുക,kihutama
867,sausen::V,കുതിക്കുക,tormama
868,rennen::V,ഓടുക,jooksma
869,rennen::V,ഓടുക,kihutama
870,springen::V,ചാടുക,hüppama
871,klettern::V,കയറുക,ronima
872,schaukeln::V,ഇളകുക,kiikuma
873,kriechen::V,പതുങ്ങികയറുക,roomama
874,schwimmen::V,നീന്തുക,ujuma
875,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,sukelduma
876,rudern::V,തുഴയുക,sõudma
877,fahren::V,വാഹനം ഓടിക്കുക,sõitma
878,fliegen::V,പറക്കുക,lendama
879,gehen::V,പോകുക,käima
880,gehen::V,പോകുക,minema
881,weggehen::V,വിടുക,ära minema
882,weggehen::V,വിടുക,välja minema
883,abfahren::V,പുറപ്പെടുക,väljuma
884,abfahren::V,പുറപ്പെടുക,ära sõitma
885,anhalten::V,നിർത്തുക,peatuma
886,hineingehen::V,പ്രവേശിക്കുക,sisenema
887,hineingehen::V,പ്രവേശിക്കുക,sisse minema
888,eintreten::V,പ്രവേശിക്കുക,sisenema
889,eintreten::V,പ്രവേശിക്കുക,sisse astuma
890,kommen::V,വരുക,tulema
891,ankommen::V,എത്തിച്ചേരുക,saabuma
892,zurückkommen::V,തിരിച്ചു വരുക,tagasi tulema
893,bleiben::V,തുടരുക,jääma
894,warten::V,കാത്തിരിക്കുക,ootama
895,erwarten::V,പ്രതീക്ഷിക്കുക,ootama
896,erwarten::V,പ്രതീക്ഷിക്കുക,lootma
897,suchen::V,തിരയുക,otsima
898,finden::V,കണ്ടെത്തുക,leidma
899,versuchen::V,ശ്രമിക്കുക,püüdma
900,versuchen::V,ശ്രമിക്കുക,üritama
901,versuchen::V,ശ്രമിക്കുക,katsetama
902,vorbereiten::V,തയ്യാറെടുക്കുക,valmistama
903,lieben::V,സ്നേഹിക്കുക,armastama
904,mögen::V,ഇഷ്ടപ്പെടുക,sallima
905,mögen::V,ഇഷ്ടപ്പെടുക,meeldima
906,lachen::V,ചിരിക്കുക,naerma
907,rühren::V,ഹൃദയം സ്പർശിക്കുക,liigutama
908,rühren::V,ഹൃദയം സ്പർശിക്കുക,heldima panema
909,weinen::V,തേങ്ങുക,nutma
910,schimpfen::V,പിറുപിറുക്കുക,sõimama
911,sich ärgern::V,കോപിക്കുക,ärrituma
912,sich ärgern::V,കോപിക്കുക,vihastuma
913,sich fürchten::V,പേടിക്കുക,kartma
914,sich fürchten::V,പേടിക്കുക,hirmu tundma
915,fürchten::V,പേടിക്കുക,kartma
916,fliehen::V,രക്ഷപ്പെടുക,põgenema
917,flüchten::V,രക്ഷപ്പെടുക,põgenema
918,sehen::V,കാണുക,nägema
919,anschauen::V,നോക്കുക,vaatama
920,ansehen::V,നോക്കുക,vaatama
921,hören::V,കേൾക്കുക,kuulma
922,zuhören::V,ശ്രദ്ധിക്കുക,kuulama
923,probieren::V,രുചിയുള്ളതായി_തോന്നുക,proovima
924,riechen::V,മണത്തു_നോക്കുക,nuusutama
925,fühlen::V,സ്പർശിച്ചറിയുക,tundma
926,scheinen::V,കാണപ്പെടുക,näida
927,scheinen::V,കാണപ്പെടുക,ilmuda
928,zu sehen sein::V,വെളിച്ചപ്പെടുക,ilmuma
929,vernehmen::V,കേൾക്കുക,üle kuulama
930,frieren::V,വിറയ്ക്കുക,külmetada
931,tun::V,ചെയ്യുക,tegema
932,können::V,കഴിയുക,võima
933,können::V,കഴിയുക,oskama
934,wollen::V,വേണുക,tahtma
935,anfangen::V,തുടങ്ങുക,hakkama
936,anfangen::V,തുടങ്ങുക,alustama
937,beenden::V,പൂർത്തിയാക്കുക,lõpetama
938,aufhören::V,നിർത്തുക,lakkama
939,gelingen::V,വിജയിക്കുക,õnnestuma
940,geraten::V,പരിണമിക്കുക,jõudma
941,öffnen::V,തുറക്കുക,avama
942,schließen::V,അടയ്ക്കുക,sulgema
943,stellen::V,വയ്ക്കുക,panema
944,stellen::V,വയ്ക്കുക,asetama
945,setzen::V,വയ്ക്കുക,panema
946,legen::V,ഇടുക,panema
947,legen::V,ഇടുക,asetama
948,berühren::V,തൊടുക,riivama
949,berühren::V,തൊടുക,puudutama
950,verbinden::V,ഘടിപ്പിക്കുക,ühendama
951,bedecken::V,മുടുക,katma
952,aufhängen::V,കെട്ടിതൂക്കുക,riputama
953,anzünden::V,കത്തിക്കുക,süütama
954,aufheben::V,പെറുക്കിയെടുക്കുക,üles tõstma
955,zurücklassen::V,വച്ചുപോരുക,jätma
956,verlieren::V,നഷ്ടപ്പെടുക,kaotama
957,fallen lassen::V,വീഴ്ത്തുക,maha pillama
958,fallen lassen::V,വീഴ്ത്തുക,kukkuda laskma
959,machen::V,ഉണ്ടാക്കുക,tegema
960,herstellen::V,ഉൽപാദിപ്പിക്കുക,valmistama
961,bauen::V,നിർമ്മിക്കുക,ehitama
962,reparieren::V,നന്നാക്കുക,parandama
963,verbessern::V,മെച്ചപ്പെടുക,parandama
964,ändern::V,മാറ്റംവരുത്തുക,muutma
965,ändern::V,മാറ്റംവരുത്തുക,ümber tegema
966,graben::V,കുഴിക്കുക,kaevama
967,beugen::V,വണങ്ങുക,painutama
968,biegen::V,കുനിയുക,painutama
969,drehen::V,തിരിക്കുക,keerama
970,wenden::V,തിരിയുക,ümber pöörama
971,umdrehen::V,തിരിയുക,ümber keerama
972,heben::V,ഉയർത്തുക,tõstma
973,hochheben::V,ഉയർത്തുക,üles tõstma
974,hochheben::V,ഉയർത്തുക,kõrgele tõstma
975,ergreifen::V,ബലമായി_പിടിക്കുക,haarama
976,halten::V,പിടിക്കുക,hoidma
977,drücken::V,അമർത്തുക,pigistama
978,schieben::V,തള്ളുക,lükkama
979,kratzen::V,ചുരണ്ടുക,kraapima
980,lecken::V,നക്കുക,lakkuma
981,beißen::V,കടിക്കുക,purema
982,beißen::V,കടിക്കുക,hammustama
983,abreißen::V,കീറിക്കളയുക,rebima
984,abreißen::V,കീറിക്കളയുക,ära rebima
985,abschneiden::V,മുറിച്ചുമാറ്റുക,ära lõikama
986,binden::V,കെട്ടുക,siduma
987,stecken::V,തുളയ്ക്കുക,pistma
988,brechen::V,ഉടയുക,murdma
989,klopfen::V,തട്ടുക,koputama
990,hauen::V,അടിക്കുക,lööma
991,kleben::V,ഒട്ടിക്കുക,kleepima
992,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,hõõruma
993,streichen::V,പടർത്തുക,silitama
994,schleifen::V,പൊടിക്കുക,lihvima
995,schleifen::V,പൊടിക്കുക,teritama
996,schneiden::V,മുറിക്കുക,lõikama
997,rütteln::V,മുട്ടുക,raputama
998,schütteln::V,കുലുക്കുക,raputama
999,schütteln::V,കുലുക്കുക,loksutama
1000,schwenken::V,ആടുക,vehkima
1001,schwenken::V,ആടുക,lehvitama
1002,schütten::V,ഒഴിക്കുക,kallama
1003,füllen::V,നിറയ്ക്കുക,täitma
1004,einwickeln::V,പൊതിയുക,sisse mähkima
1005,tragen::V,വഹിക്കുക,kandma
1006,schleppen::V,വലിച്ചിഴയ്ക്കുക,tassima
1007,schleppen::V,വലിച്ചിഴയ്ക്കുക,lohistama
1008,ziehen::V,വലിക്കുക,vedama
1009,ziehen::V,വലിക്കുക,tõmbama
1010,aufbewahren::V,വയ്ക്കുക,säilitama
1011,aufbewahren::V,വയ്ക്കുക,alal hoidma
1012,werfen::V,എറിയുക,viskama
1013,fangen::V,പിടിക്കുക,püüdma
1014,packen::V,തട്ടിപ്പറിക്കുക,kinni haarama
1015,packen::V,തട്ടിപ്പറിക്കുക,kinni võtma
1016,verstecken::V,മറയ്ക്കുക,peitma
1017,teilen::V,വിഭജിക്കുക,jagama
1018,teilen::V,വിഭജിക്കുക,jaotama
1019,schicken::V,അയയ്ക്കുക,saatma
1020,bringen::V,കൊണ്ടുവരുക,viima
1021,hinzufügen::V,കൂട്ടുക,lisama
1022,bekommen::V,കിട്ടുക,saama
1023,erhalten::V,സ്വീകരിക്കുക,saama
1024,nehmen::V,എടുക്കുക,võtma
1025,wählen::V,തിരഞ്ഞെടുക്കുക,valima
1026,auswählen::V,തിരഞ്ഞെടുക്കുക,valima
1027,bewahren::V,പുലർത്തുക,hoidma
1028,behindern::V,തടയിടുക,takistama
1029,verderben::V,നശിപ്പിക്കുക,rikkuma
1030,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,rikkuma
1031,zerbrechen::V,ഉടയുക,katki tegema
1032,zerreißen::V,കീറുക,katki rebima
1033,zerstören::V,നശിപ്പിക്കുക,purustama
1034,verbrennen::V,കത്തിനശിക്കുക,põletama
1035,verbrennen::V,കത്തിച്ചുകളയുക,põletama
1036,geben::V,കൊടുക്കുക,andma
1037,geben::V,തരുക,andma
1038,reichen::V,കൈമാറുക,andma
1039,reichen::V,കൈമാറുക,ulatama
1040,schenken::V,സമ്മാനം കൊടുക്കുക,kinkima
1041,versprechen::V,വാഗ്ദാനം_നൽകുക,lubama
1042,versprechen::V,വാഗ്ദാനം_നൽകുക,tõotama
1043,wünschen::V,ആഗ്രഹിക്കുക,soovima
1044,loben::V,പുകഴ്ത്തുക,kiitma
1045,küssen::V,ഉമ്മവയ്ക്കുക,suudlema
1046,wiegen::V,ഇളകുക,hällitama
1047,zudecken::V,മുടുക,kaanetama
1048,zudecken::V,മുടുക,kinni katma
1049,wecken::V,ഉണർത്തുക,äratama
1050,zeigen::V,കാണിക്കുക,näitama
1051,führen::V,നടത്തുക,juhatama
1052,lehren::V,പഠിപ്പിക്കുക,õpetama
1053,unterrichten::V,പരിശീലിപ്പിക്കുക,õpetama
1054,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,üles kasvatama
1055,leiten::V,നയിക്കുക,juhtima
1056,antreiben::V,പ്രേരിപ്പിക്കുക,ergutama
1057,lassen::V,അനുവദിക്കുക,laskma
1058,einladen::V,ക്ഷണിക്കുക,kutsuma
1059,vereinigen::V,കൂടിച്ചേരുക,ühendama
1060,besuchen::V,സന്ദർശിക്കുക,külastama
1061,treffen::V,തമ്മിൽ കാണുക,kohtama
1062,sich versammeln::V,സംയോജിപ്പിക്കുക,kogunema
1063,spielen::V,കളിക്കുക,mängima
1064,singen::V,പാടുക,laulma
1065,tanzen::V,നൃത്തം ചെയ്യുക,tantsima
1066,sich trennen::V,നേർപെടുത്തുക,lahku minema
1067,verlassen::V,പിൻവാങ്ങുക,maha jätma
1068,retten::V,രക്ഷിക്കുക,päästma
1069,bewachen::V,കാവൽനിൽക്കുക,valvama
1070,schützen::V,പരിരക്ഷിക്കുക,kaitsma
1071,verteidigen::V,പ്രതിരോധിക്കുക,kaitsma
1072,sich schlagen::V,കലഹിക്കുക,kaklema
1073,schießen::V,വെടിവെക്കുക,tulistama
1074,siegen::V,വിജയിക്കുക,võitma
1075,ärgern::V,വിഷമിപ്പിക്കുക,ärritama
1076,ärgern::V,വിഷമിപ്പിക്കുക,vihastama
1077,schlagen::V,അടിക്കുക,lööma
1078,treten::V,തൊഴിക്കുക,sõtkuma
1079,stechen::V,കുത്തുക,pistma
1080,stechen::V,കുത്തുക,torkama
1081,stoßen::V,തള്ളുക,tõukama
1082,stehlen::V,മോഷ്ടിക്കുക,varastama
1083,stören::V,ശല്യപ്പെടുത്തുക,segama
1084,stören::V,ശല്യപ്പെടുത്തുക,häirima
1085,belästigen::V,മെനക്കെടുക,ahistama
1086,verbergen::V,മറയ്ക്കുക,peitma
1087,verbergen::V,മറയ്ക്കുക,varjama
1088,verbergen::V,ഒളിക്കുക,peitma
1089,verbergen::V,ഒളിക്കുക,varjama
1090,täuschen::V,കബളിപ്പിക്കുക,petma
1091,täuschen::V,കബളിപ്പിക്കുക,tüssama
1092,betrügen::V,ചതിക്കുക,petma
1093,betrügen::V,ചതിക്കുക,tüssama
1094,betrügen::V,ചതിക്കുക,truudust murtma
1095,töten::V,കൊല്ലുക,tapma
1096,töten::V,കൊല്ലുക,surmama
1097,wohnen::V,താമസിക്കുക,elama
1098,arbeiten::V,ജോലിചെയ്യുക,töötama
1099,sammeln::V,സഞ്ചയിക്കുക,koguma
1100,sammeln::V,സഞ്ചയിക്കുക,korjama
1101,pflücken::V,പറിച്ചെടുക്കുക,noppima
1102,jagen::V,വേട്ടയാടുക,jahtima
1103,fischen::V,മീൻ പിടിക്കുക,kalastama
1104,fischen::V,മീൻ പിടിക്കുക,kala püüdma
1105,fassen::V,പിടിക്കുക,püüdma
1106,hüten::V,ചേർക്കുക,karjatama
1107,treiben::V,വാഹനം_ഓടിക്കുക,ajama
1108,anbinden::V,കെട്ടിയിടുക,kinni siduma
1109,füttern::V,തീറ്റുക,söötma
1110,melken::V,പാലുകറക്കുക,lüpsma
1111,hacken::V,വെട്ടിമുറിക്കുക,raiuma
1112,hacken::V,വെട്ടിമുറിക്കുക,lõhkuma
1113,gießen::V,നനയ്ക്കുക,kastma
1114,reifen::V,പാകമാകുക,valmima
1115,zubereiten::V,പാചകം_ചെയ്യുക,valmistama
1116,kochen::V,വേവിക്കുക,keetma
1117,backen::V,ബേക്ക് ചെയ്യുക,küpsetama
1118,braten::V,പോരിക്കുക,praadima
1119,umrühren::V,ഇളക്കുക,segama
1120,stricken::V,മെടയുക,kuduma
1121,nähen::V,തുന്നുക,õmblema
1122,färben::V,ചായം പൂശുക,värvima
1123,reinigen::V,വൃത്തിയാക്കുക,puhastama
1124,waschen::V,കഴുകുക,pesema
1125,abwischen::V,തുടയ്ക്കുക,puhtaks pühkima
1126,spülen::V,കഴുകുക,uhtma
1127,fegen::V,അടിച്ചുവാരുക,pühkima
1128,kehren::V,അടിച്ചുവാരുക,pühkima
1129,baden::V,നീന്തിത്തുടിക്കുക,suplema
1130,baden::V,നീന്തിത്തുടിക്കുക,kümblema
1131,sich waschen::V,കഴുകുക,end pesema
1132,ausziehen::V,ഇഴുക്കുക,käest võtma
1133,ausziehen::V,ഇഴുക്കുക,jalast võtma
1134,ausziehen::V,ഇഴുക്കുക,seljast võtma
1135,anziehen::V,ഉടുക്കുക,jalga panema
1136,sich anziehen::V,ധരിച്ച നേടുകയുക,riietuma
1137,kämmen::V,മുടിചീകുക,kammima
1138,schmücken::V,അലങ്കരിക്കുക,kaunistama
1139,sagen::V,പറയുക,ütlema
1140,sprechen::V,സംസാരിക്കുക,rääkima
1141,sprechen::V,സംസാരിക്കുക,kõnelema
1142,reden::V,സംസാരിക്കുക,kõnelema
1143,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,vestlema
1144,fragen::V,ചോദിക്കുക,küsima
1145,bitten::V,അപേക്ഷിക്കുക,paluma
1146,erzählen::V,പറയുക,jutustama
1147,mitteilen::V,അറിയിക്കുക,teatama
1148,mitteilen::V,അറിയിക്കുക,teada andma
1149,nennen::V,പേരിടുക,nimetama
1150,rufen::V,വിളിക്കുക,kutsuma
1151,prahlen::V,പൊങ്ങച്ചം പറയുക,hooplema
1152,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,tõlkima
1153,denken::V,ചിന്തിക്കുക,mõtlema
1154,glauben::V,വിശ്വസിക്കുക,uskuma
1155,bemerken::V,ശ്രദ്ധിക്കുക,märkama
1156,erkennen::V,തിരിചറിയുക,ära tundma
1157,begreifen::V,കൈപ്പിടിയിലാക്കുക,aru saama
1158,verstehen::V,മനസ്സിലാക്കുക,mõistma
1159,lernen::V,പഠിക്കുക,õppima
1160,wissen::V,അറിയുക,teadma
1161,sich erinnern an::V,ഓർമിക്കുക,mäletama
1162,vergessen::V,മറക്കുക,unustama
1163,messen::V,അളക്കുക,mõõtma
1164,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,loendama
1165,rechnen::V,ഗണിക്കുക,arvutama
1166,lesen::V,വായിക്കുക,lugema
1167,malen::V,ചിത്രം വരയ്ക്കുക,maalima
1168,zeichnen::V,വരയ്ക്കുക,joonistama
1169,schreiben::V,എഴുതുക,kirjutama
1170,besitzen::V,സ്വന്തമാക്കുക,omama
1171,kaufen::V,വാങ്ങുക,ostma
1172,verkaufen::V,വിൽക്കുക,müüma
1173,bezahlen::V,പരിഹാരം ചെയ്യുക,tasuma
1174,zahlen::V,പണം അടയ്ക്കുക,maksma
1175,beherrschen::V,ഭരിക്കുക,valitsema
1176,ertragen::V,താങ്ങുക,taluma
