,Concept_ID,ce,uk
802,trinken::V,мала,пити
803,essen::V,кхалла,їсти
804,schlucken::V,къурдбан,ковтати
805,müde werden::V,кӏаддала,втомитися
806,einschlafen::V,наб кхета,заснути
807,schlafen::V,вижа,спати
808,schlafen::V,наб ян,спати
809,schlafen::V,дижина хила,спати
810,aufwachen::V,самадала,прокинутися
811,aufstehen::V,гӏатта,встати
812,sich erholen::V,садаӏа,відпочивати
813,krank werden::V,цомгуш хила,захворіти
814,krank sein::V,цомгуш хила,хворіти
815,schmerzen::V,лаза,боліти
816,schmerzen::V,ӏийжа,боліти
817,husten::V,йовхарш етта,кашляти
818,genesen::V,тадала,одужати
819,genesen::V,тадала,видужати
820,sterben::V,дала,померти
821,umkommen::V,хӏаллакхила,згинути
822,sich bewegen::V,лела,рухатися
823,sich rühren::V,меттахъхьен,ворушитися
824,sich erheben::V,хьалагlатта,встати
825,sich setzen::V,хаа,сісти
826,hinfallen::V,дожа,упасти
827,hinfallen::V,охьакхета,упасти
828,laufen::V,вада,ходити
829,laufen::V,хьада,ходити
830,schreiten::V,болар дан,крокувати
831,schreiten::V,ког баккха,крокувати
832,spazierengehen::V,доладала,гуляти
833,eilen::V,сихдала,спішити
834,sich beeilen::V,сихдала,поспішати
835,rennen::V,дада,бігати
836,springen::V,ирхкхийсадала,скакати
837,springen::V,ирхкхийсадала,стрибати
838,klettern::V,тӏедийла,лазити
839,schaukeln::V,техко,гойдатися
840,kriechen::V,такха,повзати
841,schwimmen::V,некадан,пливти
842,schwimmen::V,некадан,плавати
843,tauchen::V,чулелха,пірнати
844,rudern::V,дига лело,гребти
845,rudern::V,дига лело,веслувати
846,rudern::V,кема лело,гребти
847,rudern::V,кема лело,веслувати
848,fahren::V,хахка,їхати
849,fliegen::V,тӏемадала,літати
850,gehen::V,лeла,іти
851,weggehen::V,дӏадаха,піти
852,abfahren::V,дӏадаха,від’їхати
853,abfahren::V,дӏадаха,відправитися
854,anhalten::V,саца,зупинитися
855,hineingehen::V,чудала,входити
856,eintreten::V,чудала,увійти
857,kommen::V,кхача,прийти
858,kommen::V,дӏакхача,прийти
859,kommen::V,схьакхача,прийти
860,ankommen::V,кхача,прибути
861,ankommen::V,схьакхача,прибути
862,zurückkommen::V,юхада,повернутися
863,bleiben::V,диса,залишитися
864,warten::V,хьежа,чекати
865,warten::V,cобар дан,чекати
866,erwarten::V,хьоьжуш ӏан,чекати
867,suchen::V,леха,шукати
868,finden::V,каро,знайти
869,versuchen::V,дан хьажа,випробовувати
870,vorbereiten::V,кечъян,підготувати
871,lieben::V,деза,любити
872,mögen::V,безамхила,любити
873,mögen::V,безамхила,подобатися
874,lachen::V,дела,сміятися
875,rühren::V,хьедан,розчулити
876,weinen::V,делха,плакати
877,schimpfen::V,чехо,лаятися
878,sich ärgern::V,оьгӏазъэха,сердитися
879,sich fürchten::V,кхера,боятися
880,fürchten::V,кхера,боятися
881,fliehen::V,дӏадада,тікати
882,flüchten::V,дӏадада,утекти
883,sehen::V,ган,бачити
884,anschauen::V,хьажа,поглянути
885,anschauen::V,хьежа,поглянути
886,ansehen::V,хьовса,дивитися на
887,hören::V,хаза,чути
888,zuhören::V,ладогӏа,слухати
889,probieren::V,хьажа,покуштувати
890,riechen::V,хьожа яха,нюхати
891,fühlen::V,хаадала,відчувати
892,scheinen::V,мотта,здаватися
893,zu sehen sein::V,гуш хила,виднітися
894,vernehmen::V,бартхатта,почути
895,frieren::V,гӏоро,мерзнути
896,tun::V,дан,робити
897,können::V,дадала,могти
898,wollen::V,тӏергӏа,хотіти
899,anfangen::V,доло,почати
900,beenden::V,довла,закінчити
901,aufhören::V,саца,перестати
902,gelingen::V,кадала,вдатися
903,geraten::V,хила,опинитися
904,öffnen::V,дӏаделла,відкрити
905,öffnen::V,схьаделла,відкрити
906,schließen::V,къовла,закрити
907,schließen::V,дӏачӏагӏа,закрити
908,stellen::V,хlотто,поставити
909,setzen::V,дийгӏа,посадити
910,legen::V,охьадилла,класти
911,berühren::V,хьедан,чіпати
912,verbinden::V,вовшахтаса,зв’язати
913,bedecken::V,тилла,покрити
914,bedecken::V,тӏетаса,покрити
915,aufhängen::V,хьалаолла,повісити
916,anzünden::V,лато,запалити
917,aufheben::V,айа,підняти
918,zurücklassen::V,дита,залишити
919,verlieren::V,дайа,загубити
920,fallen lassen::V,охьадожо,упустити
921,machen::V,дан,зробити
922,herstellen::V,дан,виготовити
923,bauen::V,гӏишлоян,будувати
924,reparieren::V,тадан,лагодити
925,verbessern::V,нисдан,поліпшити
926,ändern::V,хийца,змінити
927,graben::V,ахка,копати
928,beugen::V,сатто,зігнути
929,biegen::V,сатто,погнути
930,drehen::V,хьовзо,вертіти
931,umdrehen::V,хьовзo,перевернути
932,heben::V,айа,піднімати
933,heben::V,хьалаайа,піднімати
934,hochheben::V,хьалаайа,підняти
935,ergreifen::V,дӏалаца,схопити
936,halten::V,латто,тримати
937,drücken::V,тӏетаӏо,натискати
938,schieben::V,татта,пхати
939,schieben::V,татта,штовхати
940,kratzen::V,мӏараш тийса,шкребти
941,lecken::V,мотт хьекха,лизати
942,beißen::V,катoха,кусати
943,abreißen::V,схьадаккха,відірвати
944,abschneiden::V,кхада,відрізати
945,binden::V,дӏадехка,в’язати
946,binden::V,вовшахтаса,в’язати
947,stecken::V,чудахийта,увіткнути
948,brechen::V,кагдан,зламати
949,klopfen::V,детта,стукати
950,hauen::V,етта,бити
951,kleben::V,тӏелато,клеїти
952,reiben::V,хьекхо,терти
953,streichen::V,тlехьакха,намазати
954,schleifen::V,ирдан,точити
955,schneiden::V,ларга,різати
956,rütteln::V,лесто,хитати
957,schütteln::V,лесто,трясти
958,schwenken::V,лесто,махати
959,schütten::V,дотта,налити
960,füllen::V,дуза,наповнити
961,einwickeln::V,хьарчо,загорнути
962,tragen::V,дахьа,нести
963,schleppen::V,ийзо,тягти
964,ziehen::V,озо,тягнути
965,aufbewahren::V,ӏалашдан,зберігати
966,werfen::V,кхосса,кидати
967,fangen::V,леца,ловити
968,packen::V,леца,схопити
969,verstecken::V,къайладаккха,сховати
970,teilen::V,декъа,розділити
971,schicken::V,дӏадахьийта,посилати
972,bringen::V,дан,принести
973,hinzufügen::V,тӏетоха,додати
974,bekommen::V,даккха,дістати
975,erhalten::V,даккха,одержати
976,nehmen::V,схьаэца,взяти
977,wählen::V,харжа,вибрати
978,auswählen::V,харжа,відібрати
979,bewahren::V,lалашдан,зберегти
980,behindern::V,новкъарло ян,перешкоджати
981,verderben::V,талхо,зіпсувати
982,beschädigen::V,дохо,зашкодити
983,zerbrechen::V,дохо,розбити
984,zerbrechen::V,кагдан,розбити
985,zerreißen::V,хадо,розірвати
986,zerstören::V,дохо,зруйнувати
987,zerstören::V,кагдан,зруйнувати
988,verbrennen::V,даго,спалити
989,geben::V,яла,дати
990,reichen::V,дӏадала,передати
991,reichen::V,дӏакховдо,передати
992,schenken::V,совгӏат дан,дарувати
993,versprechen::V,ваӏда дан,обіцяти
994,wünschen::V,лаа,бажати
995,loben::V,хасто,хвалити
996,küssen::V,оба яккха,цілувати
997,wiegen::V,тахка,качати
998,zudecken::V,тӏетаса,накрити
999,wecken::V,самадаккха,розбудити
1000,zeigen::V,гайта,показати
1001,führen::V,дига,вести
1002,lehren::V,ӏамо,вчити
1003,unterrichten::V,хьеха,викладати
1004,aufziehen::V,кхио,виховати
1005,leiten::V,урхалла дан,керувати
1006,antreiben::V,сихдан,підганяти
1007,lassen::V,-йта,змусити
1008,einladen::V,кхайкха,запросити
1009,vereinigen::V,цхьаьнатоха,об’єднати
1010,besuchen::V,хьажахIотта,завітати
1011,besuchen::V,хьажахIотта,відвідати
1012,treffen::V,дуьхьалкхета,зустріти
1013,sich versammeln::V,гулдан,зібратися
1014,spielen::V,ловза,грати
1015,singen::V,лакха,співати
1016,tanzen::V,хелхадала,танцювати
1017,sich trennen::V,къаста,розлучитися
1018,verlassen::V,дита,покинути
1019,retten::V,кӏелхьардаккха,врятувати
1020,bewachen::V,ха дан,охороняти
1021,schützen::V,лардан,уберігати
1022,verteidigen::V,лардан,захистити
1023,sich schlagen::V,етта,битися
1024,sich schlagen::V,етта,дратися
1025,schießen::V,детта,стріляти
1026,siegen::V,тола,перемогти
1027,ärgern::V,оьгӏаздахийта,сердити
1028,schlagen::V,тоха,ударити
1029,treten::V,мийра тоха,штовхати
1030,stechen::V,ӏотта,вколоти
1031,stechen::V,къовзо,вколоти
1032,stoßen::V,татта,штовхнути
1033,stehlen::V,лачкъо,украсти
1034,stören::V,новкъарло ян,перешкодити
1035,belästigen::V,сагатдан,докучати
1036,verbergen::V,къайладаккха,сховати
1037,täuschen::V,ӏexo,обдурити
1038,betrügen::V,ледан,зшахраювати
1039,töten::V,ден,убити
1040,wohnen::V,даха,жити
1041,wohnen::V,даха,мешкати
1042,arbeiten::V,къахьега,працювати
1043,sammeln::V,гулдан,зібрати
1044,pflücken::V,даха,зривати
1045,jagen::V,талла,полювати
1046,fischen::V,чӏерий леца,рибалити
1047,fassen::V,лаца,піймати
1048,fassen::V,схьалаца,піймати
1049,hüten::V,лардан,пасти
1050,treiben::V,лахка,гнати
1051,anbinden::V,дӏадехка,прив’язати
1052,füttern::V,хӏума яла,годувати
1053,füttern::V,хӏума яла,харчувати
1054,melken::V,оза,доїти
1055,gießen::V,хи тоха,полити
1056,reifen::V,хьекъа,дозріти
1057,zubereiten::V,кечъян,зготовити
1058,zubereiten::V,кечъян,приготувати
1059,zubereiten::V,кхача бан,зготовити
1060,zubereiten::V,кхача бан,приготувати
1061,kochen::V,кхача бан,варити
1062,kochen::V,кхача бан,готувати
1063,backen::V,датта,пекти
1064,braten::V,кхарза,смажити
1065,umrühren::V,кего,переміщати
1066,nähen::V,тега,шити
1067,färben::V,басардан,пофарбувати
1068,reinigen::V,цӏандан,очистити
1069,waschen::V,йила,мити
1070,waschen::V,йитта,мити
1071,waschen::V,дӏадайа,мити
1072,abwischen::V,дӏадайа,витерти
1073,spülen::V,хи кхарза,полоскати
1074,fegen::V,нуй хьакха,підмітати
1075,kehren::V,нуй хьакха,мести
1076,baden::V,лийча,купатися
1077,sich waschen::V,юьхь йила,митися
1078,ausziehen::V,духар дӏадаккха,зняти
1079,sich anziehen::V,духа,одягтися
1080,sich anziehen::V,духа,одягнутися
1081,kämmen::V,ехк хьакха,зачесати
1082,schmücken::V,хаздан,оздобити
1083,sagen::V,ала,сказати
1084,sprechen::V,баха,говорити
1085,sprechen::V,мотт бийца,говорити
1086,reden::V,къамел дан,розмовляти
1087,sich unterhalten::V,къамел дан,бесідувати
1088,fragen::V,хатта,запитати
1089,bitten::V,деха,просити
1090,erzählen::V,дийца,розповісти
1091,mitteilen::V,хаам бан,повідомити
1092,nennen::V,цӏе яккха,назвати
1093,rufen::V,кхайкха,кликати
1094,prahlen::V,куралла ян,хвалитися
1095,prahlen::V,дозалла дан,хвалитися
1096,übersetzen::V,гоч дан,перекласти
1097,denken::V,ойла ян,думати
1098,denken::V,ойла ян,мислити
1099,glauben::V,теша,вірити
1100,bemerken::V,ган,помітити
1101,erkennen::V,довза,пізнати
1102,begreifen::V,кхета,осягнути
1103,verstehen::V,кхета,почути
1104,lernen::V,деша,навчатися
1105,wissen::V,хаа,знати
1106,sich erinnern an::V,дагадан,пам’ятати
1107,vergessen::V,дицдала,забути
1108,messen::V,дуста,міряти
1109,zählen::V,дагардан,лічити
1110,rechnen::V,лара,рахувати
1111,lesen::V,еша,читати
1112,malen::V,сурт дилла,малювати
1113,zeichnen::V,сурт дилла,рисувати
1114,schreiben::V,яздан,писати
1115,besitzen::V,доладан,мати
1116,kaufen::V,эца,купити
1117,verkaufen::V,дохка,продати
1118,bezahlen::V,мах бала,заплатити
1119,zahlen::V,мах бала,платити
1120,beherrschen::V,собаре хила,володіти
1121,ertragen::V,лан,витерпіти
1122,ertragen::V,сатоха,витерпіти
1123,ertragen::V,садетта,витерпіти
1124,Schwarm::N,,зграя
1125,Schlinge::N,,петля
1126,Art::N,,рід
1127,Entfernung::N,,відстань
1128,Griff::N,,ручка
1129,Griff::N,,держак
1130,Figur::N,,фігура
1131,Bogen[Waffe]::N,,лук
1132,so::ADV,,так
1133,abnehmen::V,,поменшитися
1134,sausen::V,,мчатися
1135,wenden::V,,повернути
1136,hacken::V,,рубати
1137,stricken::V,,в’язати
1138,anziehen::V,,надіти
