,Concept_ID,he,no
830,rauschen::V,רשרש,suse
831,klingen::V,נשמע,lyde
832,klingen::V,נשמע,klinge
833,bellen::V,נבח,gjø
834,bellen::V,נבח,bjeffe
835,heulen::V,ילל,ule
836,blasen::V,נשף,blåse
837,pfeifen::V,שרק,plystre
838,schreien::V,צעק,skrike
839,stöhnen::V,נאנק,stønne
840,zittern::V,רעד,dirre
841,zittern::V,רעד,skjelve
842,leben::V,חי,leve
843,geboren werden::V,נולד,fødes
844,atmen::V,נשם,ånde
845,atmen::V,נשם,puste
846,trinken::V,שתה,drikke
847,essen::V,אכל,spise
848,schlucken::V,בלע,svelge
849,müde werden::V,התעיף,bli trett
850,einschlafen::V,נרדם,sovne
851,schlafen::V,ישן,sove
852,aufwachen::V,התעורר,våkne
853,aufstehen::V,קם,stå opp
854,sich erholen::V,נפש,bli bra
855,sich erholen::V,נפש,komme seg
856,krank werden::V,חלה,bli syk
857,krank sein::V,היה חולה,være syk
858,schmerzen::V,כאב,gjøre vondt
859,husten::V,השתעל,hoste
860,genesen::V,הבריא,komme seg
861,sterben::V,מת,dø
862,umkommen::V,נספה,omkomme
863,sich bewegen::V,נע,bevege seg
864,sich rühren::V,זז,røre på seg
865,sich erheben::V,קם,reise seg
866,sich setzen::V,התישב,sette sig
867,hinfallen::V,נפל,falle over ende
868,laufen::V,הלך ברגל,løpe
869,schreiten::V,פסע,skride
870,spazierengehen::V,טיל,spasere
871,spazierengehen::V,טיל,gå en tur
872,eilen::V,אץ,ile
873,eilen::V,מהר,ile
874,sich beeilen::V,מהר,skynde seg
875,sausen::V,אץ,suse
876,rennen::V,רץ,løpe
877,springen::V,קפץ,hoppe
878,springen::V,קפץ,springe
879,klettern::V,טפס,klatre
880,schaukeln::V,התנדנד,huske
881,kriechen::V,זחל,krype
882,schwimmen::V,שחה,svømme
883,tauchen::V,צלל,dykke
884,rudern::V,חתר,ro
885,fahren::V,נסע,kjøre
886,fliegen::V,עף,fly
887,gehen::V,הלך,gå
888,weggehen::V,עזב,gå bort
889,abfahren::V,יצא,reise
890,anhalten::V,עצר,stanse
891,hineingehen::V,נכנס,gå inn
892,eintreten::V,נכנס,tre inn
893,kommen::V,בא,komme
894,ankommen::V,הגיע,ankomme
895,ankommen::V,הגיע,komme til
896,zurückkommen::V,שב,komme tilbake
897,zurückkommen::V,חזר,komme tilbake
898,bleiben::V,נשאר,bli
899,bleiben::V,נשאר,forbli
900,warten::V,חכה,vente
901,warten::V,המתין,vente
902,erwarten::V,צפה,vente
903,suchen::V,חפש,søke
904,finden::V,מצא,finne
905,versuchen::V,נסה,prøve
906,versuchen::V,נסה,forsøke
907,vorbereiten::V,הכין,forberede
908,lieben::V,אהב,elske
909,mögen::V,אהב,like
910,lachen::V,צחק,le
911,rühren::V,נגע ללב,røre
912,weinen::V,בכה,gråte
913,schimpfen::V,גער,skjelle
914,sich ärgern::V,זעם,ergre seg
915,sich ärgern::V,כעס,ergre seg
916,sich fürchten::V,פחד,være redd
917,sich fürchten::V,חשש,være redd
918,fürchten::V,פחד מ,være redd for
919,fürchten::V,חשש מ,være redd for
920,fliehen::V,ברח,rømme
921,fliehen::V,ברח,flykte
922,flüchten::V,נמלט,flykte
923,sehen::V,ראה,se
924,anschauen::V,הביט,se på
925,anschauen::V,הביט,betrakte
926,ansehen::V,התבונן,anse
927,hören::V,שמע,høre
928,zuhören::V,הקשיב,tilhøre
929,probieren::V,נסה,smake
930,probieren::V,נסה,smake på
931,riechen::V,הריח,lukte
932,fühlen::V,חש,føle
933,scheinen::V,נדמה,se ut
934,zu sehen sein::V,נראה,synes
935,vernehmen::V,נודע ל,få vite
936,frieren::V,קר ל,fryse
937,tun::V,פעל,gjøre
938,können::V,יכל,kunne
939,wollen::V,רצה,ville
940,anfangen::V,התחיל,begynne
941,beenden::V,גמר,avslutte
942,aufhören::V,סים,slutte
943,aufhören::V,סים,holde opp
944,gelingen::V,הצליח,lykkes
945,geraten::V,עלה,bli
946,öffnen::V,פתח,åpne
947,schließen::V,סגר,lukke
948,schließen::V,סגר,stenge
949,stellen::V,העמיד,stille
950,setzen::V,הושיב,sette
951,legen::V,שם,legge
952,berühren::V,נגע,berøre
953,verbinden::V,קשר,forbinde
954,bedecken::V,כסה,dekke
955,aufhängen::V,תלה,henge
956,aufhängen::V,תלה,henge opp
957,anzünden::V,הצית,tenne
958,anzünden::V,הצית,antenne
959,anzünden::V,הצית,tenne på
960,aufheben::V,אסף,løfte
961,aufheben::V,אסף,ta opp
962,zurücklassen::V,השאיר,slippe tilbake
963,verlieren::V,אבד,miste
964,fallen lassen::V,שמט,droppe
965,fallen lassen::V,שמט,la falle
966,fallen lassen::V,הפיל,droppe
967,fallen lassen::V,הפיל,la falle
968,machen::V,עשה,lage
969,machen::V,עשה,gjøre
970,herstellen::V,יצר,fremstille
971,bauen::V,בנה,bygge
972,reparieren::V,תקן,reparere
973,verbessern::V,שפר,rette
974,verbessern::V,שפר,forbedre
975,ändern::V,שנה,forandre
976,graben::V,חפר,grave
977,beugen::V,כפף,bøye
978,biegen::V,כופף,bøye
979,drehen::V,סובב,dreie
980,wenden::V,הפך,vende
981,umdrehen::V,סובב,snu
982,heben::V,הרים,heve
983,hochheben::V,הרים,løfte
984,ergreifen::V,אחז,gripe
985,ergreifen::V,אחז,få tak i
986,halten::V,החזיק,holde
987,drücken::V,לחץ,trykke
988,schieben::V,הזיז,skyve
989,kratzen::V,שרט,klø
990,kratzen::V,שרט,klore
991,kratzen::V,שפשף,klø
992,kratzen::V,שפשף,klore
993,lecken::V,לקק,slikke
994,beißen::V,נשך,bite
995,abreißen::V,קרע,rive av
996,abschneiden::V,חתך,skjære av
997,binden::V,קשר,binde
998,stecken::V,תקע,stikke
999,brechen::V,שבר,bryte
1000,brechen::V,שבר,briste
1001,klopfen::V,נקש,banke
1002,hauen::V,הכה,hogge
1003,kleben::V,הדביק,klistre
1004,reiben::V,שפשף,gni
1005,streichen::V,מרח,stryke
1006,schleifen::V,השחיז,slipe
1007,schneiden::V,גזר,klippe
1008,rütteln::V,נענע,ruske
1009,schütteln::V,נער,riste
1010,schwenken::V,נופף,svinge
1011,schwenken::V,טלטל,svinge
1012,schütten::V,שפך,helle
1013,füllen::V,מלא,fylle
1014,einwickeln::V,עטף,vikle inn
1015,tragen::V,נשא,bære
1016,schleppen::V,סחב,slepe
1017,ziehen::V,משך,dra
1018,ziehen::V,משך,trekke
1019,aufbewahren::V,שמר,oppbevare
1020,aufbewahren::V,שמר,ta vare på
1021,werfen::V,זרק,kaste
1022,fangen::V,תפס,fange
1023,packen::V,אחז,gripe
1024,packen::V,אחז,gripe tak i
1025,verstecken::V,החביא,gjemme
1026,teilen::V,חלק,dele
1027,schicken::V,שלח,sende
1028,bringen::V,הביא,bringe
1029,hinzufügen::V,הוסיף,tilføye
1030,bekommen::V,תפס,få
1031,erhalten::V,קבל,få
1032,nehmen::V,אחז,ta
1033,wählen::V,בחר,velge
1034,auswählen::V,בחר ב,velge ut
1035,bewahren::V,קים,bevare
1036,behindern::V,מנע,hindre
1037,behindern::V,מנע,forhindre
1038,verderben::V,מנע,ødelegge
1039,beschädigen::V,הזיק,skade
1040,zerbrechen::V,נשבר,brekke i stykker
1041,zerreißen::V,קרע,rive i stykker
1042,zerstören::V,הרס,ødelegge
1043,zerstören::V,השמיד,ødelegge
1044,verbrennen::V,שרף,brenne
1045,verbrennen::V,שרף,brenne opp
1046,geben::V,נתן,gi
1047,reichen::V,העביר,rekke
1048,schenken::V,נתן במתנה,forære
1049,schenken::V,נתן במתנה,skjenke
1050,versprechen::V,הבטיח,love
1051,wünschen::V,אחל,ønske
1052,loben::V,שבח,rose
1053,küssen::V,נשק,kysse
1054,wiegen::V,נדנד,vogge
1055,zudecken::V,כסה,dekke til
1056,wecken::V,עורר,vekke
1057,zeigen::V,הראה,vise
1058,führen::V,הביא,føre
1059,führen::V,הוביל,føre
1060,lehren::V,למד,lære
1061,unterrichten::V,למד,undervise
1062,aufziehen::V,רומם,oppdra
1063,leiten::V,נהל,lede
1064,antreiben::V,המרץ,drive på
1065,lassen::V,נתן,få til å
1066,einladen::V,הזמין,be
1067,einladen::V,הזמין,invitere
1068,vereinigen::V,אחד,forene
1069,vereinigen::V,לכד,forene
1070,besuchen::V,בקר,besøke
1071,treffen::V,פגש,møte
1072,treffen::V,פגש,treffe
1073,sich versammeln::V,התאסף,forsamles
1074,spielen::V,שחק,leke
1075,spielen::V,שחק,spille
1076,singen::V,שר,synge
1077,tanzen::V,רקד,danse
1078,sich trennen::V,נפרד,skilles
1079,verlassen::V,עזב,forlate
1080,retten::V,הציל,redde
1081,bewachen::V,שמר,bevokte
1082,schützen::V,אבטח,verne
1083,schützen::V,אבטח,beskytte
1084,verteidigen::V,הגן,forsvare
1085,sich schlagen::V,התכתש,slåss
1086,schießen::V,ירה,skyte
1087,siegen::V,גבר,seire
1088,siegen::V,נצח,seire
1089,ärgern::V,עצבן,ergre
1090,schlagen::V,הכה,
1091,schlagen::V,הלקה,
1092,treten::V,בעט,sparke
1093,stechen::V,דקר,stikke
1094,stoßen::V,דחק,støte
1095,stehlen::V,גנב,stjele
1096,stören::V,קטע,forstyrre
1097,stören::V,הפריע,forstyrre
1098,belästigen::V,הציק,plage
1099,belästigen::V,הציק,sjenere
1100,belästigen::V,הטריד,plage
1101,belästigen::V,הטריד,sjenere
1102,verbergen::V,הצניע,gjemme
1103,täuschen::V,שגע,villede
1104,betrügen::V,הונה,bedra
1105,töten::V,הרג,drepe
1106,wohnen::V,גר,bo
1107,arbeiten::V,עבד,arbeide
1108,sammeln::V,אסף,samle
1109,pflücken::V,קטף,plukke
1110,jagen::V,צד,jage
1111,fischen::V,דג,fiske
1112,fassen::V,תפס,fange
1113,hüten::V,רעה,vokte
1114,treiben::V,הוציא,drive
1115,anbinden::V,קשר,feste
1116,füttern::V,הלעיט,fore
1117,melken::V,חלב,melke
1118,hacken::V,קצץ,hakke
1119,gießen::V,השקה,helle
1120,reifen::V,בשל,modne
1121,zubereiten::V,הכין,lage
1122,zubereiten::V,הכין,tilberede
1123,kochen::V,בשל,koke
1124,backen::V,אפה,bake
1125,braten::V,צלה,steke
1126,braten::V,טגן,steke
1127,umrühren::V,ערבב,røre om
1128,stricken::V,סרג,strikke
1129,nähen::V,תפר,sy
1130,färben::V,צבע,farge
1131,reinigen::V,נקה,rense
1132,reinigen::V,נקה,gjøre ren
1133,waschen::V,רחץ,vaske
1134,waschen::V,כבס,vaske
1135,abwischen::V,נגב,tørke av
1136,spülen::V,שטף,spyle
1137,spülen::V,שטף,skylle
1138,fegen::V,טאטא,feie
1139,kehren::V,טאטא,koste
1140,baden::V,טבל,bade
1141,baden::V,שחה,bade
1142,sich waschen::V,התרחץ,vaske seg
1143,ausziehen::V,הוריד,ta av
1144,anziehen::V,לבש,ta på
1145,sich anziehen::V,התלבש,kle på seg
1146,kämmen::V,סרק,gre
1147,kämmen::V,סרק,kjemme
1148,schmücken::V,קשט,pynte
1149,schmücken::V,קשט,smykke
1150,sagen::V,אמר,si
1151,sprechen::V,דבר,snakke
1152,reden::V,דבר,tale
1153,reden::V,דבר,snakke
1154,sich unterhalten::V,שוחח,samtale
1155,fragen::V,שאל,spørre
1156,bitten::V,בקש,be
1157,erzählen::V,ספר,fortelle
1158,mitteilen::V,מסר,meddele
1159,mitteilen::V,הודיע,meddele
1160,nennen::V,קרא בשם,kalle
1161,rufen::V,גיס,rope
1162,rufen::V,הזמין לבוא,rope
1163,prahlen::V,התרברב,skryte
1164,übersetzen::V,תרגם,oversette
1165,denken::V,חשב,tenke
1166,glauben::V,האמין,tro
1167,bemerken::V,הבחין,bemerke
1168,bemerken::V,הבחין,legge merke til
1169,erkennen::V,זהה,gjenkjenne
1170,begreifen::V,קלט,begripe
1171,begreifen::V,הבין,begripe
1172,verstehen::V,הבין,forstå
1173,verstehen::V,הבין,skjønne
1174,lernen::V,למד,lære
1175,wissen::V,ידע,vite
1176,sich erinnern an::V,זכר,huske på
1177,vergessen::V,שכח,glemme
1178,messen::V,מדד,måle
1179,zählen::V,ספר,telle
1180,rechnen::V,חשב,regne
1181,lesen::V,קרא,lese
1182,malen::V,ציר,male
1183,zeichnen::V,שרטט,tegne
1184,schreiben::V,כתב,skrive
1185,besitzen::V,היה בעל של,eie
1186,besitzen::V,היה בעל של,inneha
1187,kaufen::V,קנה,kjøpe
1188,kaufen::V,רכש,kjøpe
1189,verkaufen::V,מכר,selge
1190,bezahlen::V,שלם,betale
1191,zahlen::V,שלם,betale
1192,beherrschen::V,שלט,beherske
1193,ertragen::V,סבל,orke
