,Concept_ID,no,ja
865,schmerzen::V,gjøre vondt,痛む
866,husten::V,hoste,咳をする
867,genesen::V,komme seg,元気になる
868,sterben::V,dø,死ぬ
869,sterben::V,dø,亡くなる
870,umkommen::V,omkomme,死亡する
871,sich bewegen::V,bevege seg,移動する
872,sich rühren::V,røre på seg,動く
873,sich erheben::V,reise seg,立ち上がる
874,sich setzen::V,sette sig,座る
875,hinfallen::V,falle over ende,転ぶ
876,laufen::V,løpe,歩く
877,schreiten::V,skride,跨ぐ
878,spazierengehen::V,spasere,散歩する
879,spazierengehen::V,gå en tur,散歩する
880,eilen::V,ile,急ぐ
881,sich beeilen::V,skynde seg,焦る
882,sausen::V,suse,疾駆する
883,rennen::V,løpe,走る
884,springen::V,hoppe,跳ぶ
885,springen::V,springe,跳ぶ
886,klettern::V,klatre,よじ登る
887,schaukeln::V,huske,ぶらんこに乗る
888,kriechen::V,krype,這う
889,schwimmen::V,svømme,泳ぐ
890,tauchen::V,dykke,潜る
891,rudern::V,ro,漕ぐ
892,fahren::V,kjøre,行く
893,fahren::V,kjøre,乗車する
894,fliegen::V,fly,飛ぶ
895,gehen::V,gå,行く
896,weggehen::V,gå bort,立ち去る
897,abfahren::V,reise,出発する
898,anhalten::V,stanse,止まる
899,hineingehen::V,gå inn,入る
900,eintreten::V,tre inn,中に入る
901,kommen::V,komme,来る
902,ankommen::V,ankomme,着く
903,ankommen::V,ankomme,到着する
904,ankommen::V,komme til,着く
905,ankommen::V,komme til,到着する
906,zurückkommen::V,komme tilbake,帰る
907,bleiben::V,bli,留まる
908,bleiben::V,forbli,留まる
909,warten::V,vente,待つ
910,erwarten::V,vente,期待する
911,suchen::V,søke,探る
912,finden::V,finne,見つける
913,versuchen::V,prøve,試す
914,versuchen::V,forsøke,試す
915,vorbereiten::V,forberede,準備する
916,lieben::V,elske,愛する
917,mögen::V,like,好きである
918,lachen::V,le,笑う
919,rühren::V,røre,感情を動かす
920,weinen::V,gråte,泣く
921,schimpfen::V,skjelle,叱る
922,sich ärgern::V,ergre seg,怒る
923,sich ärgern::V,ergre seg,腹を立てる
924,sich fürchten::V,være redd,怖がる
925,fürchten::V,være redd for,恐れる
926,fliehen::V,rømme,逃げる
927,fliehen::V,flykte,逃げる
928,flüchten::V,flykte,逃亡する
929,sehen::V,se,見る
930,anschauen::V,se på,眺める
931,anschauen::V,betrakte,眺める
932,ansehen::V,anse,見る
933,hören::V,høre,聞く
934,zuhören::V,tilhøre,聴く
935,probieren::V,smake,食べてみる
936,probieren::V,smake på,食べてみる
937,riechen::V,lukte,気取る
938,fühlen::V,føle,感じる
939,scheinen::V,se ut,ように見える
940,zu sehen sein::V,synes,見える
941,vernehmen::V,få vite,承る
942,frieren::V,fryse,寒気がする
943,tun::V,gjøre,する
944,können::V,kunne,出来る
945,wollen::V,ville,-たい
946,anfangen::V,begynne,始める
947,beenden::V,avslutte,終える
948,aufhören::V,slutte,止める
949,aufhören::V,holde opp,止める
950,gelingen::V,lykkes,成功する
951,geraten::V,bli,当たる
952,öffnen::V,åpne,開く
953,öffnen::V,åpne,開ける
954,schließen::V,lukke,閉める
955,schließen::V,stenge,閉める
956,stellen::V,stille,置く
957,stellen::V,stille,据える
958,setzen::V,sette,座らせる
959,legen::V,legge,置く
960,berühren::V,berøre,触る
961,berühren::V,berøre,触れる
962,verbinden::V,forbinde,結びつける
963,bedecken::V,dekke,覆う
964,aufhängen::V,henge,掛ける
965,aufhängen::V,henge opp,掛ける
966,anzünden::V,tenne,燃やす
967,anzünden::V,tenne,火をつける
968,anzünden::V,antenne,燃やす
969,anzünden::V,antenne,火をつける
970,anzünden::V,tenne på,燃やす
971,anzünden::V,tenne på,火をつける
972,aufheben::V,løfte,拾う
973,aufheben::V,ta opp,拾う
974,zurücklassen::V,slippe tilbake,残す
975,verlieren::V,miste,無くす
976,fallen lassen::V,droppe,落とす
977,fallen lassen::V,la falle,落とす
978,machen::V,lage,作る
979,machen::V,gjøre,作る
980,herstellen::V,fremstille,製造する
981,bauen::V,bygge,建設する
982,reparieren::V,reparere,直す
983,reparieren::V,reparere,修理する
984,verbessern::V,rette,改良する
985,verbessern::V,forbedre,改良する
986,ändern::V,forandre,変える
987,graben::V,grave,掘る
988,beugen::V,bøye,折る
989,biegen::V,bøye,曲げる
990,drehen::V,dreie,回す
991,wenden::V,vende,裏返す
992,umdrehen::V,snu,裏返す
993,heben::V,heve,挙げる
994,hochheben::V,løfte,持ち上げる
995,ergreifen::V,gripe,取り上げる
996,ergreifen::V,få tak i,取り上げる
997,halten::V,holde,持つ
998,drücken::V,trykke,押す
999,schieben::V,skyve,ずらす
1000,kratzen::V,klø,引っ掻く
1001,kratzen::V,klore,引っ掻く
1002,lecken::V,slikke,なめる
1003,beißen::V,bite,噛む
1004,abreißen::V,rive av,剝ぎ取る
1005,abschneiden::V,skjære av,切り取る
1006,binden::V,binde,縛る
1007,stecken::V,stikke,差し込む
1008,brechen::V,bryte,破る
1009,brechen::V,briste,破る
1010,klopfen::V,banke,とんとん叩く
1011,hauen::V,hogge,叩く
1012,kleben::V,klistre,貼る
1013,kleben::V,klistre,くっ付ける
1014,reiben::V,gni,擦る
1015,streichen::V,stryke,塗る
1016,schleifen::V,slipe,研ぐ
1017,schneiden::V,klippe,切る
1018,rütteln::V,ruske,揺さぶる
1019,schütteln::V,riste,振る
1020,schütteln::V,riste,揺さぶる
1021,schwenken::V,svinge,振る
1022,schütten::V,helle,注ぐ
1023,füllen::V,fylle,いっぱいにする
1024,einwickeln::V,vikle inn,包む
1025,tragen::V,bære,運ぶ
1026,schleppen::V,slepe,引きずる
1027,ziehen::V,dra,引く
1028,ziehen::V,trekke,引く
1029,aufbewahren::V,oppbevare,預かる
1030,aufbewahren::V,ta vare på,預かる
1031,werfen::V,kaste,投げる
1032,fangen::V,fange,受ける
1033,packen::V,gripe,掴む
1034,packen::V,gripe tak i,掴む
1035,verstecken::V,gjemme,隠す
1036,teilen::V,dele,分ける
1037,schicken::V,sende,送る
1038,bringen::V,bringe,持って行く
1039,hinzufügen::V,tilføye,加える
1040,bekommen::V,få,得る
1041,erhalten::V,få,受ける
1042,nehmen::V,ta,取る
1043,wählen::V,velge,選ぶ
1044,auswählen::V,velge ut,選ぶ
1045,bewahren::V,bevare,保存する
1046,behindern::V,hindre,妨害する
1047,behindern::V,forhindre,妨害する
1048,verderben::V,ødelegge,台無しにする
1049,beschädigen::V,skade,損傷する
1050,zerbrechen::V,brekke i stykker,割る
1051,zerreißen::V,rive i stykker,引き裂く
1052,zerstören::V,ødelegge,破壊する
1053,verbrennen::V,brenne,焼く
1054,verbrennen::V,brenne opp,焼く
1055,geben::V,gi,上げる
1056,reichen::V,rekke,渡す
1057,schenken::V,forære,贈る
1058,schenken::V,skjenke,贈る
1059,versprechen::V,love,約束する
1060,wünschen::V,ønske,望む
1061,loben::V,rose,褒める
1062,küssen::V,kysse,キスする
1063,wiegen::V,vogge,揺する
1064,zudecken::V,dekke til,覆う
1065,wecken::V,vekke,起こす
1066,zeigen::V,vise,見せる
1067,führen::V,føre,案内する
1068,lehren::V,lære,教える
1069,unterrichten::V,undervise,通知する
1070,aufziehen::V,oppdra,育てる
1071,leiten::V,lede,導く
1072,antreiben::V,drive på,励ます
1073,lassen::V,få til å,～させる
1074,einladen::V,be,誘う
1075,einladen::V,be,招待する
1076,einladen::V,invitere,誘う
1077,einladen::V,invitere,招待する
1078,vereinigen::V,forene,一つにする
1079,besuchen::V,besøke,訪ねる
1080,treffen::V,møte,出会う
1081,treffen::V,treffe,出会う
1082,sich versammeln::V,forsamles,集まる
1083,spielen::V,leke,遊ぶ
1084,spielen::V,spille,遊ぶ
1085,singen::V,synge,歌う
1086,tanzen::V,danse,踊る
1087,sich trennen::V,skilles,別れる
1088,verlassen::V,forlate,別れる
1089,retten::V,redde,救う
1090,retten::V,redde,助ける
1091,bewachen::V,bevokte,見張る
1092,bewachen::V,bevokte,軽微する
1093,schützen::V,verne,保護する
1094,schützen::V,beskytte,保護する
1095,verteidigen::V,forsvare,守る
1096,sich schlagen::V,slåss,殴る
1097,schießen::V,skyte,撃つ
1098,siegen::V,seire,勝つ
1099,ärgern::V,ergre,怒らせる
1100,treten::V,sparke,蹴る
1101,stechen::V,stikke,突く
1102,stoßen::V,støte,突く
1103,stehlen::V,stjele,盗る
1104,stören::V,forstyrre,構う
1105,belästigen::V,plage,邪魔する
1106,belästigen::V,sjenere,邪魔する
1107,verbergen::V,gjemme,隠す
1108,täuschen::V,villede,だます
1109,betrügen::V,bedra,だます
1110,töten::V,drepe,殺す
1111,wohnen::V,bo,住む
1112,arbeiten::V,arbeide,働く
1113,sammeln::V,samle,集める
1114,sammeln::V,samle,収集する
1115,pflücken::V,plukke,摘む
1116,jagen::V,jage,狩りをする
1117,fischen::V,fiske,釣る
1118,fassen::V,fange,捕る
1119,hüten::V,vokte,放牧する
1120,treiben::V,drive,追う
1121,anbinden::V,feste,繋ぐ
1122,füttern::V,fore,餌をやる
1123,melken::V,melke,搾乳する
1124,hacken::V,hakke,刻む
1125,gießen::V,helle,水をやる
1126,reifen::V,modne,熟す
1127,zubereiten::V,lage,調理する
1128,zubereiten::V,tilberede,調理する
1129,kochen::V,koke,煮る
1130,backen::V,bake,焼く
1131,braten::V,steke,焼く
1132,braten::V,steke,炒める
1133,umrühren::V,røre om,混ぜる
1134,stricken::V,strikke,編む
1135,nähen::V,sy,縫う
1136,färben::V,farge,染める
1137,reinigen::V,rense,掃除する
1138,reinigen::V,gjøre ren,掃除する
1139,waschen::V,vaske,洗う
1140,waschen::V,vaske,洗濯する
1141,abwischen::V,tørke av,拭く
1142,spülen::V,spyle,洗う
1143,spülen::V,spyle,すすぐ
1144,spülen::V,skylle,洗う
1145,spülen::V,skylle,すすぐ
1146,fegen::V,feie,掃除する
1147,kehren::V,koste,掃く
1148,baden::V,bade,入浴する
1149,sich waschen::V,vaske seg,洗う
1150,ausziehen::V,ta av,脱ぐ
1151,anziehen::V,ta på,着る
1152,sich anziehen::V,kle på seg,着る
1153,kämmen::V,gre,梳く
1154,kämmen::V,kjemme,梳く
1155,schmücken::V,pynte,飾る
1156,schmücken::V,smykke,飾る
1157,sagen::V,si,言う
1158,sprechen::V,snakke,話す
1159,reden::V,tale,話す
1160,reden::V,snakke,話す
1161,sich unterhalten::V,samtale,話をする
1162,fragen::V,spørre,聞く
1163,bitten::V,be,頼む
1164,bitten::V,be,お願いする
1165,erzählen::V,fortelle,物語る
1166,mitteilen::V,meddele,伝える
1167,nennen::V,kalle,名づける
1168,rufen::V,rope,呼ぶ
1169,prahlen::V,skryte,自慢する
1170,übersetzen::V,oversette,訳す
1171,denken::V,tenke,考える
1172,glauben::V,tro,信じる
1173,bemerken::V,bemerke,気が付く
1174,bemerken::V,legge merke til,気が付く
1175,erkennen::V,gjenkjenne,認識する
1176,begreifen::V,begripe,分かる
1177,verstehen::V,forstå,聞き取る
1178,verstehen::V,skjønne,聞き取る
1179,lernen::V,lære,学ぶ
1180,lernen::V,lære,勉強する
1181,wissen::V,vite,知っている
1182,sich erinnern an::V,huske på,思い出す
1183,vergessen::V,glemme,忘れる
1184,messen::V,måle,計る
1185,messen::V,måle,測定する
1186,zählen::V,telle,数える
1187,rechnen::V,regne,計算する
1188,lesen::V,lese,読む
1189,malen::V,male,描く
1190,zeichnen::V,tegne,写生する
1191,schreiben::V,skrive,書く
1192,besitzen::V,eie,所持する
1193,besitzen::V,inneha,所持する
1194,kaufen::V,kjøpe,買う
1195,verkaufen::V,selge,売る
1196,bezahlen::V,betale,払う
1197,zahlen::V,betale,支払う
1198,beherrschen::V,beherske,支配する
1199,ertragen::V,orke,耐える
1200,schlagen::V,,殴る
