,Concept_ID,et,da
851,klingen::V,kõlama,klinge
852,bellen::V,haukuma,gø
853,heulen::V,uluma,hyle
854,blasen::V,puhuma,blæse
855,pfeifen::V,vilistama,fløjte
856,schreien::V,karjuma,skrige
857,stöhnen::V,oigama,stønne
858,zittern::V,värisema,dirre
859,zittern::V,värisema,skælve
860,leben::V,elama,leve
861,leben::V,elus olema,leve
862,geboren werden::V,sündima,fødes
863,atmen::V,hingama,ånde
864,trinken::V,jooma,drikke
865,essen::V,sööma,spise
866,schlucken::V,neelama,synke
867,müde werden::V,väsima,blive træt
868,einschlafen::V,uinuma,falde i søvn
869,schlafen::V,magama,sove
870,aufwachen::V,ärkama,vågne
871,aufstehen::V,ärkama,stå op
872,aufstehen::V,üles tõusma,stå op
873,sich erholen::V,puhkama,komme sig
874,krank werden::V,haigestuma,blive syg
875,krank werden::V,haigeks jääma,blive syg
876,krank sein::V,haige olema,være syg
877,schmerzen::V,valutama,smerte
878,husten::V,köhima,hoste
879,genesen::V,toibuma,komme sig
880,sterben::V,surema,dø
881,umkommen::V,surma saama,omkomme
882,sich bewegen::V,liikuma,bevæge sig
883,sich rühren::V,liikuma,røre på sig
884,sich erheben::V,kerkima,rejse sig
885,sich setzen::V,istet võtma,sætte sig
886,hinfallen::V,kukkuma,
887,hinfallen::V,maha kukkuma,
888,laufen::V,kõndima,løbe
889,schreiten::V,astuma,skride
890,spazierengehen::V,jalutama,gå en tur
891,eilen::V,ruttama,ile
892,eilen::V,kiirustama,ile
893,sich beeilen::V,ruttama,skynde sig
894,sich beeilen::V,kiirustama,skynde sig
895,sausen::V,kihutama,suse
896,sausen::V,tormama,suse
897,rennen::V,jooksma,løbe
898,rennen::V,jooksma,rende
899,rennen::V,kihutama,løbe
900,rennen::V,kihutama,rende
901,springen::V,hüppama,hoppe
902,springen::V,hüppama,springe
903,klettern::V,ronima,klatre
904,schaukeln::V,kiikuma,gynge
905,kriechen::V,roomama,krybe
906,schwimmen::V,ujuma,svømme
907,tauchen::V,sukelduma,dykke
908,rudern::V,sõudma,ro
909,fahren::V,sõitma,køre
910,fliegen::V,lendama,flyve
911,gehen::V,käima,gå
912,gehen::V,minema,gå
913,weggehen::V,ära minema,gå bort
914,weggehen::V,välja minema,gå bort
915,abfahren::V,väljuma,køre bort
916,abfahren::V,ära sõitma,køre bort
917,anhalten::V,peatuma,standse
918,hineingehen::V,sisenema,gå ind
919,hineingehen::V,sisse minema,gå ind
920,eintreten::V,sisenema,træde ind
921,eintreten::V,sisse astuma,træde ind
922,kommen::V,tulema,komme
923,ankommen::V,saabuma,ankomme
924,zurückkommen::V,tagasi tulema,komme tilbage
925,bleiben::V,jääma,blive
926,bleiben::V,jääma,forblive
927,warten::V,ootama,vente
928,erwarten::V,ootama,vente
929,erwarten::V,ootama,afvente
930,erwarten::V,lootma,vente
931,erwarten::V,lootma,afvente
932,suchen::V,otsima,søge
933,finden::V,leidma,finde
934,versuchen::V,püüdma,forsøge
935,versuchen::V,üritama,forsøge
936,versuchen::V,katsetama,forsøge
937,vorbereiten::V,valmistama,forberede
938,lieben::V,armastama,elske
939,mögen::V,sallima,holde af
940,mögen::V,sallima,kunne lide
941,mögen::V,meeldima,holde af
942,mögen::V,meeldima,kunne lide
943,lachen::V,naerma,le
944,rühren::V,liigutama,røre
945,rühren::V,heldima panema,røre
946,weinen::V,nutma,græde
947,schimpfen::V,sõimama,skænde
948,sich ärgern::V,ärrituma,ærgre sig
949,sich ärgern::V,vihastuma,ærgre sig
950,sich fürchten::V,kartma,være bange
951,sich fürchten::V,hirmu tundma,være bange
952,fürchten::V,kartma,være bange for
953,fliehen::V,põgenema,flygte
954,flüchten::V,põgenema,flygte
955,sehen::V,nägema,se
956,anschauen::V,vaatama,se på
957,anschauen::V,vaatama,betragte
958,ansehen::V,vaatama,anse
959,hören::V,kuulma,høre
960,zuhören::V,kuulama,høre til
961,probieren::V,proovima,smage
962,probieren::V,proovima,smage på
963,riechen::V,nuusutama,lugte
964,fühlen::V,tundma,føle
965,scheinen::V,näida,synes
966,scheinen::V,ilmuda,synes
967,zu sehen sein::V,ilmuma,synes
968,vernehmen::V,üle kuulama,erfare
969,frieren::V,külmetada,fryse
970,tun::V,tegema,gøre
971,können::V,võima,kunne
972,können::V,oskama,kunne
973,wollen::V,tahtma,ville
974,anfangen::V,hakkama,begynde
975,anfangen::V,alustama,begynde
976,beenden::V,lõpetama,afslutte
977,aufhören::V,lakkama,ophøre
978,aufhören::V,lakkama,holde op
979,gelingen::V,õnnestuma,lykkes
980,geraten::V,jõudma,blive
981,öffnen::V,avama,åbne
982,schließen::V,sulgema,lukke
983,stellen::V,panema,stille
984,stellen::V,asetama,stille
985,setzen::V,panema,sætte
986,legen::V,panema,lægge
987,legen::V,asetama,lægge
988,berühren::V,riivama,berøre
989,berühren::V,puudutama,berøre
990,verbinden::V,ühendama,forbinde
991,bedecken::V,katma,dække
992,bedecken::V,katma,bedække
993,aufhängen::V,riputama,hænge
994,aufhängen::V,riputama,hænge op
995,anzünden::V,süütama,tænde
996,anzünden::V,süütama,antænde
997,aufheben::V,üles tõstma,løfte
998,aufheben::V,üles tõstma,tage op
999,zurücklassen::V,jätma,lade tilbage
1000,verlieren::V,kaotama,miste
1001,fallen lassen::V,maha pillama,tabe
1002,fallen lassen::V,maha pillama,droppe
1003,fallen lassen::V,kukkuda laskma,tabe
1004,fallen lassen::V,kukkuda laskma,droppe
1005,machen::V,tegema,gøre
1006,herstellen::V,valmistama,fremstille
1007,bauen::V,ehitama,bygge
1008,reparieren::V,parandama,reparere
1009,verbessern::V,parandama,rette
1010,verbessern::V,parandama,forbedre
1011,ändern::V,muutma,ændre
1012,ändern::V,ümber tegema,ændre
1013,graben::V,kaevama,grave
1014,beugen::V,painutama,bøje
1015,biegen::V,painutama,bøje
1016,drehen::V,keerama,dreje
1017,wenden::V,ümber pöörama,vende
1018,umdrehen::V,ümber keerama,dreje om
1019,heben::V,tõstma,hæve
1020,hochheben::V,üles tõstma,løfte
1021,hochheben::V,kõrgele tõstma,løfte
1022,ergreifen::V,haarama,gribe fat i
1023,halten::V,hoidma,holde
1024,drücken::V,pigistama,trykke
1025,schieben::V,lükkama,skyde
1026,schieben::V,lükkama,skubbe
1027,kratzen::V,kraapima,klø
1028,kratzen::V,kraapima,kradse
1029,lecken::V,lakkuma,slikke
1030,beißen::V,purema,bide
1031,beißen::V,hammustama,bide
1032,abreißen::V,rebima,rive af
1033,abreißen::V,ära rebima,rive af
1034,abschneiden::V,ära lõikama,skære af
1035,binden::V,siduma,binde
1036,stecken::V,pistma,stikke
1037,brechen::V,murdma,brække
1038,klopfen::V,koputama,banke
1039,hauen::V,lööma,hugge
1040,kleben::V,kleepima,klistre
1041,reiben::V,hõõruma,gnide
1042,streichen::V,silitama,smøre
1043,schleifen::V,lihvima,slibe
1044,schleifen::V,teritama,slibe
1045,schneiden::V,lõikama,skære
1046,schneiden::V,lõikama,klippe
1047,rütteln::V,raputama,ruske
1048,schütteln::V,raputama,ryste
1049,schütteln::V,loksutama,ryste
1050,schwenken::V,vehkima,svinge
1051,schwenken::V,lehvitama,svinge
1052,schütten::V,kallama,hælde
1053,füllen::V,täitma,fylde
1054,einwickeln::V,sisse mähkima,pakke ind
1055,tragen::V,kandma,bære
1056,schleppen::V,tassima,slæbe
1057,schleppen::V,lohistama,slæbe
1058,ziehen::V,vedama,trække
1059,ziehen::V,tõmbama,trække
1060,aufbewahren::V,säilitama,opbevare
1061,aufbewahren::V,alal hoidma,opbevare
1062,werfen::V,viskama,kaste
1063,fangen::V,püüdma,fange
1064,packen::V,kinni haarama,gribe
1065,packen::V,kinni võtma,gribe
1066,verstecken::V,peitma,gemme
1067,teilen::V,jagama,dele
1068,teilen::V,jaotama,dele
1069,schicken::V,saatma,sende
1070,bringen::V,viima,bringe
1071,hinzufügen::V,lisama,tilføje
1072,bekommen::V,saama,få
1073,erhalten::V,saama,få
1074,nehmen::V,võtma,tage
1075,wählen::V,valima,vælge
1076,auswählen::V,valima,udvælge
1077,bewahren::V,hoidma,bevare
1078,behindern::V,takistama,hindre
1079,behindern::V,takistama,forhindre
1080,verderben::V,rikkuma,ødelægge
1081,beschädigen::V,rikkuma,beskadige
1082,zerbrechen::V,katki tegema,brække itu
1083,zerreißen::V,katki rebima,rive itu
1084,zerstören::V,purustama,ødelægge
1085,verbrennen::V,põletama,brænde
1086,geben::V,andma,give
1087,reichen::V,andma,række
1088,reichen::V,ulatama,række
1089,schenken::V,kinkima,forære
1090,versprechen::V,lubama,love
1091,versprechen::V,tõotama,love
1092,wünschen::V,soovima,ønske
1093,loben::V,kiitma,rose
1094,küssen::V,suudlema,kysse
1095,wiegen::V,hällitama,vugge
1096,zudecken::V,kaanetama,dække til
1097,zudecken::V,kinni katma,dække til
1098,wecken::V,äratama,vække
1099,zeigen::V,näitama,vise
1100,führen::V,juhatama,føre
1101,lehren::V,õpetama,lære
1102,unterrichten::V,õpetama,undervise
1103,aufziehen::V,üles kasvatama,opdrage
1104,leiten::V,juhtima,lede
1105,antreiben::V,ergutama,skynde på
1106,lassen::V,laskma,få til at
1107,einladen::V,kutsuma,indbyde
1108,einladen::V,kutsuma,invitere
1109,vereinigen::V,ühendama,forene
1110,besuchen::V,külastama,besøge
1111,treffen::V,kohtama,møde
1112,sich versammeln::V,kogunema,forsamles
1113,spielen::V,mängima,lege
1114,spielen::V,mängima,spille
1115,singen::V,laulma,synge
1116,tanzen::V,tantsima,danse
1117,sich trennen::V,lahku minema,skilles
1118,verlassen::V,maha jätma,forlade
1119,retten::V,päästma,redde
1120,bewachen::V,valvama,bevogte
1121,schützen::V,kaitsma,skærme
1122,schützen::V,kaitsma,beskytte
1123,verteidigen::V,kaitsma,forsvare
1124,sich schlagen::V,kaklema,slås
1125,schießen::V,tulistama,skyde
1126,siegen::V,võitma,sejre
1127,ärgern::V,ärritama,ærgre
1128,ärgern::V,vihastama,ærgre
1129,schlagen::V,lööma,slå
1130,treten::V,sõtkuma,sparke
1131,stechen::V,pistma,stikke
1132,stechen::V,torkama,stikke
1133,stoßen::V,tõukama,støde
1134,stehlen::V,varastama,stjæle
1135,stören::V,segama,forstyrre
1136,stören::V,häirima,forstyrre
1137,belästigen::V,ahistama,genere
1138,belästigen::V,ahistama,ulejlige
1139,verbergen::V,peitma,skjule
1140,verbergen::V,varjama,skjule
1141,täuschen::V,petma,villede
1142,täuschen::V,tüssama,villede
1143,betrügen::V,petma,bedrage
1144,betrügen::V,tüssama,bedrage
1145,betrügen::V,truudust murtma,bedrage
1146,töten::V,tapma,dræbe
1147,töten::V,surmama,dræbe
1148,wohnen::V,elama,bo
1149,arbeiten::V,töötama,arbejde
1150,sammeln::V,koguma,samle
1151,sammeln::V,korjama,samle
1152,pflücken::V,noppima,plukke
1153,jagen::V,jahtima,jage
1154,fischen::V,kalastama,fiske
1155,fischen::V,kala püüdma,fiske
1156,fassen::V,püüdma,fange
1157,hüten::V,karjatama,vogte
1158,treiben::V,ajama,drive
1159,anbinden::V,kinni siduma,binde fast
1160,füttern::V,söötma,fodre
1161,melken::V,lüpsma,malke
1162,hacken::V,raiuma,hakke
1163,hacken::V,lõhkuma,hakke
1164,gießen::V,kastma,hælde
1165,reifen::V,valmima,modne
1166,zubereiten::V,valmistama,tilberede
1167,kochen::V,keetma,koge
1168,backen::V,küpsetama,bage
1169,braten::V,praadima,stege
1170,umrühren::V,segama,røre om
1171,stricken::V,kuduma,strikke
1172,nähen::V,õmblema,sy
1173,färben::V,värvima,farve
1174,reinigen::V,puhastama,rense
1175,reinigen::V,puhastama,gøre ren
1176,waschen::V,pesema,vaske
1177,abwischen::V,puhtaks pühkima,tørre af
1178,spülen::V,uhtma,skylle
1179,fegen::V,pühkima,feje
1180,kehren::V,pühkima,feje
1181,baden::V,suplema,bade
1182,baden::V,kümblema,bade
1183,sich waschen::V,end pesema,vaske sig
1184,ausziehen::V,käest võtma,tage af
1185,ausziehen::V,jalast võtma,tage af
1186,ausziehen::V,seljast võtma,tage af
1187,anziehen::V,jalga panema,tage på
1188,sich anziehen::V,riietuma,klæde sig på
1189,kämmen::V,kammima,rede
1190,kämmen::V,kammima,frisere
1191,schmücken::V,kaunistama,pynte
1192,schmücken::V,kaunistama,smykke
1193,sagen::V,ütlema,sige
1194,sprechen::V,rääkima,snakke
1195,sprechen::V,kõnelema,snakke
1196,reden::V,kõnelema,tale
1197,reden::V,kõnelema,snakke
1198,sich unterhalten::V,vestlema,snakke sammen
1199,fragen::V,küsima,spørge
1200,bitten::V,paluma,bede
1201,erzählen::V,jutustama,berette
1202,erzählen::V,jutustama,fortælle
1203,mitteilen::V,teatama,meddele
1204,mitteilen::V,teada andma,meddele
1205,nennen::V,nimetama,nævne
1206,rufen::V,kutsuma,råbe
1207,prahlen::V,hooplema,prale
1208,übersetzen::V,tõlkima,oversætte
1209,denken::V,mõtlema,tænke
1210,glauben::V,uskuma,tro
1211,bemerken::V,märkama,bemærke
1212,bemerken::V,märkama,lægge mærke til
1213,erkennen::V,ära tundma,genkende
1214,begreifen::V,aru saama,begribe
1215,verstehen::V,mõistma,forstå
1216,lernen::V,õppima,lære
1217,wissen::V,teadma,vide
1218,sich erinnern an::V,mäletama,mindes
1219,sich erinnern an::V,mäletama,huske på
1220,vergessen::V,unustama,glemme
1221,messen::V,mõõtma,måle
1222,zählen::V,loendama,tælle
1223,rechnen::V,arvutama,regne
1224,lesen::V,lugema,læse
1225,malen::V,maalima,male
1226,zeichnen::V,joonistama,tegne
1227,schreiben::V,kirjutama,skrive
1228,besitzen::V,omama,eje
1229,besitzen::V,omama,besidde
1230,kaufen::V,ostma,købe
1231,verkaufen::V,müüma,sælge
1232,bezahlen::V,tasuma,betale
1233,zahlen::V,maksma,betale
1234,beherrschen::V,valitsema,beherske
1235,ertragen::V,taluma,tåle
1236,ertragen::V,taluma,udholde
