,Concept_ID,da,ps
814,wieviel::FNUM,hvor meget,څو
815,wieviel::FNUM,hvor meget,څومره
816,eins::NUM,én,یو
817,zwei::NUM,to,دوه
818,drei::NUM,tre,درې
819,vier::NUM,fire,څلور
820,fünf::NUM,fem,پنځه
821,sechs::NUM,seks,شپږ
822,sieben::NUM,syv,اوه
823,acht::NUM,otte,اته
824,neun::NUM,ni,نهه
825,zehn::NUM,ti,لس
826,elf::NUM,elleve,یوولس
827,zwölf::NUM,tolv,دولس
828,zwanzig::NUM,tyve,شل
829,dreißig::NUM,tredive,دېرش
830,vierzig::NUM,fyrre,څلوېښت
831,vierzig::NUM,fyrretyve,څلوېښت
832,fünfzig::NUM,halvtreds,پنځوس
833,sechzig::NUM,tres,شپېته
834,siebzig::NUM,halvfjerds,اویا
835,achtzig::NUM,firs,اتیا
836,neunzig::NUM,halvfems,نوي
837,hundert::NUM,hundrede,سل
838,tausend::NUM,tusind,زر
839,und::CNJ,og,او
840,oder::CNJ,eller,ېا
841,stehen::V,stå,درېدل
842,sitzen::V,sidde,کښېنستل
843,liegen::V,ligge,ملاستل
844,hängen::V,hænge,ځړېدل
845,werden::V,blive,کېدل
846,passieren::V,ske,پېښېدل
847,passieren::V,hænde,پېښېدل
848,beginnen::V,begynde,شروع کېدل
849,enden::V,ende,خلاصدل
850,enden::V,ende,تمامېدل
851,wechseln::V,veksle,تغییر موندل
852,aufgehen[Sonne]::V,gå op,ختل
853,aufgehen[Sonne]::V,stå op,ختل
854,untergehen[Sonne]::V,gå ned,لوېدل
855,untergehen[Sonne]::V,gå ned,پرېوتل
856,scheinen[Sonne]::V,skinne,رڼا کول
857,donnern::V,tordne,تنېدل
858,donnern::V,tordne,غړمبېدل
859,wehen::V,blæse,چلېدل
860,strömen::V,strømme,بهېدل
861,fließen::V,flyde,بهېدل
862,fließen::V,flyde,تویېدل
863,sich drehen::V,dreje sig,ګرځېدل
864,sich drehen::V,dreje sig,چورلېدل
865,schwanken::V,vakle,زنګېدل
866,schwingen::V,svinge,زنګېدل
867,fallen::V,falde,ولېدل
868,brennen::V,brænde,سوځېدل
869,rauchen::V,ryge,لوګی کول
870,regnen::V,regne,باران اورېدل
871,gefrieren::V,fryse,کنګل نيول
872,tauen::V,tø,وېلې کېدل
873,schmelzen::V,smelte,وېلې کېدل
874,trocknen::V,tørre,وچېدل
875,sieden::V,koge,اېشېدل
876,faulen::V,rådne,خرابېدل
877,verfaulen::V,rådne,ورستېدل
878,reißen::V,briste,شلېدل
879,versinken::V,synke,ډوېېدل
880,versinken::V,synke ned,ډوېېدل
881,vergehen::V,forløbe,تېرېدل
882,erscheinen::V,vise sig,ښکارېدل
883,verschwinden::V,forsvinde,ورکېدل
884,sinken::V,synke,ښکته کېدل
885,abnehmen::V,aftage,کمېدل
886,zunehmen::V,tiltage,زیاتېدل
887,steigen::V,stige,جګېدل
888,steigen::V,stige,پورته کېدل
889,wachsen::V,gro,وده کول
890,wachsen::V,vokse,وده کول
891,glänzen::V,glinse,ځلېدل
892,funkeln::V,tindre,پړکېدل
893,lärmen::V,larme,غال و غول کول
894,läuten::V,ringe,زنګ وهل
895,klingeln::V,ringe,زنګ وهل
896,klirren::V,klirre,کړنګېدل
897,brausen::V,bruse,تلاطم کول
898,rauschen::V,suse,شڼهار کول
899,klingen::V,lyde,آواز کول
900,klingen::V,klinge,آواز کول
901,bellen::V,gø,غپېدل
902,heulen::V,hyle,انګلل
903,blasen::V,blæse,پو کول
904,pfeifen::V,fløjte,شپېلک وهل
905,schreien::V,skrige,ناره کول
906,stöhnen::V,stønne,زګېروی کول
907,zittern::V,dirre,لړزېدل
908,zittern::V,skælve,لړزېدل
909,leben::V,leve,ژوند کول
910,geboren werden::V,fødes,زېږېدل
911,atmen::V,ånde,ساه کښل
912,atmen::V,ånde,تنفس کول
913,trinken::V,drikke,څښل
914,essen::V,spise,خوړل
915,schlucken::V,synke,غړپول
916,müde werden::V,blive træt,ستړی کېدل
917,einschlafen::V,falde i søvn,ویده کېدل
918,schlafen::V,sove,خوب کول
919,aufwachen::V,vågne,ویښېدل
920,aufstehen::V,stå op,پاڅېدل
921,sich erholen::V,komme sig,استراحت کول
922,krank werden::V,blive syg,رنځورېدل
923,krank sein::V,være syg,ناجوړېدل
924,schmerzen::V,smerte,خوږېدل
925,schmerzen::V,smerte,درد کول
926,husten::V,hoste,ټوخېدل
927,genesen::V,komme sig,رغېدل
928,sterben::V,dø,مړل
929,umkommen::V,omkomme,تلفېدل
930,sich bewegen::V,bevæge sig,چلېدل
931,sich bewegen::V,bevæge sig,حرکت کول
932,sich rühren::V,røre på sig,ښورېدل
933,sich erheben::V,rejse sig,درېدل
934,sich setzen::V,sætte sig,کښېنستل
935,laufen::V,løbe,منډې وهل
936,schreiten::V,skride,قدم ایښودل
937,spazierengehen::V,gå en tur,چکر وهل
938,eilen::V,ile,بېړه کول
939,sich beeilen::V,skynde sig,عجله کول
940,sausen::V,suse,ځغستل
941,rennen::V,løbe,زغلېدل
942,rennen::V,rende,زغلېدل
943,springen::V,hoppe,ټوپ وهل
944,springen::V,springe,ټوپ وهل
945,klettern::V,klatre,ختل
946,schaukeln::V,gynge,زنګېدل
947,kriechen::V,krybe,خاپوړی وهل
948,schwimmen::V,svømme,لامبو وهل
949,tauchen::V,dykke,غوټه وهل
950,rudern::V,ro,پارو وهل
951,fahren::V,køre,تلل
952,fliegen::V,flyve,الوتل
953,gehen::V,gå,تلل
954,weggehen::V,gå bort,بهر وتل
955,abfahren::V,køre bort,تلل
956,anhalten::V,standse,ودرېدل
957,hineingehen::V,gå ind,داخلېدل
958,eintreten::V,træde ind,ننوتل
959,kommen::V,komme,راتلل
960,ankommen::V,ankomme,رسېدل
961,zurückkommen::V,komme tilbage,بېرته راتلل
962,bleiben::V,blive,پاتې کېدل
963,bleiben::V,forblive,پاتې کېدل
964,warten::V,vente,انتظار وېستل
965,erwarten::V,vente,انتظار کول
966,erwarten::V,afvente,انتظار کول
967,suchen::V,søge,لټول
968,finden::V,finde,میندل
969,finden::V,finde,پیدا کول
970,versuchen::V,forsøge,هڅه کول
971,vorbereiten::V,forberede,چمتوکول
972,lieben::V,elske,مینه لرل
973,mögen::V,holde af,خوښول
974,mögen::V,holde af,علاقه لرل
975,mögen::V,kunne lide,خوښول
976,mögen::V,kunne lide,علاقه لرل
977,lachen::V,le,خندېدل
978,rühren::V,røre,اغېزه کول
979,weinen::V,græde,ژړل
980,schimpfen::V,skænde,ښکنځا کول
981,sich ärgern::V,ærgre sig,قهر راتلل
982,sich fürchten::V,være bange,ډارېدل
983,fürchten::V,være bange for,ډارېدل
984,fliehen::V,flygte,تښتېدل
985,flüchten::V,flygte,تښتېدل
986,sehen::V,se,لیدل
987,anschauen::V,se på,کتل
988,anschauen::V,betragte,کتل
989,ansehen::V,anse,ننداره کول
990,hören::V,høre,اورېدل
991,zuhören::V,høre til,غوږ نیول
992,probieren::V,smage,څکه کول
993,probieren::V,smage,چاشنی کول
994,probieren::V,smage på,څکه کول
995,probieren::V,smage på,چاشنی کول
996,riechen::V,lugte,بويول
997,fühlen::V,føle,حسول
998,scheinen::V,synes,ښکارېدل
999,zu sehen sein::V,synes,ښکارېدل
1000,vernehmen::V,erfare,خبرېدل
1001,frieren::V,fryse,ساړه کېتل
1002,tun::V,gøre,کول
1003,können::V,kunne,کولای شول
1004,können::V,kunne,د لاسه کېدل
1005,wollen::V,ville,غوښتل
1006,anfangen::V,begynde,شروع کول
1007,beenden::V,afslutte,ختمول
1008,beenden::V,afslutte,پای ته رسول
1009,aufhören::V,ophøre,بس کول
1010,aufhören::V,holde op,بس کول
1011,gelingen::V,lykkes,موفق کېدل
1012,gelingen::V,lykkes,بریالی کېدل
1013,geraten::V,blive,کېدل
1014,öffnen::V,åbne,خلاصول
1015,öffnen::V,åbne,پرانیستل
1016,schließen::V,lukke,تړل
1017,stellen::V,stille,ایښودل
1018,setzen::V,sætte,کښېنول
1019,legen::V,lægge,ایښودل
1020,berühren::V,berøre,لاس وهل
1021,verbinden::V,forbinde,تړل
1022,bedecken::V,dække,پوښول
1023,bedecken::V,bedække,پوښول
1024,aufhängen::V,hænge,ځوړندول
1025,aufhängen::V,hænge op,ځوړندول
1026,anzünden::V,tænde,بلول
1027,anzünden::V,antænde,بلول
1028,aufheben::V,løfte,پورته کول
1029,aufheben::V,tage op,پورته کول
1030,zurücklassen::V,lade tilbage,پرېښودل
1031,verlieren::V,miste,ورکول
1032,fallen lassen::V,tabe,له لاسه لوېدل
1033,fallen lassen::V,droppe,له لاسه لوېدل
1034,machen::V,gøre,کول
1035,herstellen::V,fremstille,جوړول
1036,herstellen::V,fremstille,توليدول
1037,bauen::V,bygge,جوړول
1038,reparieren::V,reparere,ترمیمول
1039,verbessern::V,rette,اصلاح کول
1040,verbessern::V,forbedre,اصلاح کول
1041,ändern::V,ændre,تغیر ورکول
1042,graben::V,grave,کيندل
1043,beugen::V,bøje,ټیټول
1044,biegen::V,bøje,کږول
1045,drehen::V,dreje,ګرځول
1046,wenden::V,vende,اړول
1047,umdrehen::V,dreje om,اړول
1048,heben::V,hæve,جګول
1049,heben::V,hæve,پورته کول
1050,hochheben::V,løfte,جګول
1051,ergreifen::V,gribe fat i,نیول
1052,halten::V,holde,نیول
1053,drücken::V,trykke,کښېکښل
1054,schieben::V,skyde,پوری وهل
1055,schieben::V,skubbe,پوری وهل
1056,kratzen::V,klø,ګرول
1057,kratzen::V,kradse,ګرول
1058,lecken::V,slikke,څټل
1059,beißen::V,bide,چیچل
1060,abreißen::V,rive af,شکول
1061,abschneiden::V,skære af,پرېکول
1062,binden::V,binde,تړل
1063,stecken::V,stikke,ټومبل
1064,brechen::V,brække,ماتول
1065,klopfen::V,banke,ټکول
1066,hauen::V,hugge,ټکول
1067,kleben::V,klistre,نښلول
1068,kleben::V,klistre,سرېښول
1069,reiben::V,gnide,مږل
1070,streichen::V,smøre,مښل
1071,schleifen::V,slibe,تېره کول
1072,schneiden::V,skære,غوڅول
1073,schneiden::V,skære,پرېکول
1074,schneiden::V,klippe,غوڅول
1075,schneiden::V,klippe,پرېکول
1076,rütteln::V,ruske,خوڅول
1077,schütteln::V,ryste,ښورول
1078,schwenken::V,svinge,خوڅول
1079,schütten::V,hælde,اچول
1080,schütten::V,hælde,تویول
1081,füllen::V,fylde,ډکول
1082,einwickeln::V,pakke ind,پېچل
1083,einwickeln::V,pakke ind,نغښتل
1084,tragen::V,bære,وړل
1085,schleppen::V,slæbe,وړل
1086,ziehen::V,trække,کښل
1087,aufbewahren::V,opbevare,ساتل
1088,werfen::V,kaste,اچول
1089,werfen::V,kaste,غورځول
1090,fangen::V,fange,نیول
1091,fangen::V,fange,ګیرول
1092,packen::V,gribe,نیول
1093,verstecken::V,gemme,پټول
1094,teilen::V,dele,وېشل
1095,teilen::V,dele,تقسیمول
1096,schicken::V,sende,لېږل
1097,schicken::V,sende,استول
1098,bringen::V,bringe,راوړل
1099,hinzufügen::V,tilføje,زیاتول
1100,bekommen::V,få,حاصلول
1101,erhalten::V,få,اخیستل
1102,nehmen::V,tage,نیول
1103,nehmen::V,tage,اخيستل
1104,wählen::V,vælge,خوښول
1105,auswählen::V,udvælge,چنده کول
1106,bewahren::V,bevare,ساتل
1107,behindern::V,hindre,مانع کېدل
1108,behindern::V,hindre,ممانعت کول
1109,behindern::V,forhindre,مانع کېدل
1110,behindern::V,forhindre,ممانعت کول
1111,verderben::V,ødelægge,خرابېدل
1112,beschädigen::V,beskadige,ورانول
1113,zerbrechen::V,brække itu,ماتول
1114,zerreißen::V,rive itu,څیرې کول
1115,zerstören::V,ødelægge,ړنګول
1116,zerstören::V,ødelægge,ورانول
1117,verbrennen::V,brænde,سوځول
1118,geben::V,give,ورکول
1119,reichen::V,række,ورکول
1120,schenken::V,forære,بښل
1121,versprechen::V,love,لوز کول
1122,wünschen::V,ønske,غوښتل
1123,loben::V,rose,ستایل
1124,loben::V,rose,تمجید کول
1125,küssen::V,kysse,ښکلول
1126,wiegen::V,vugge,زنګول
1127,zudecken::V,dække til,پوښول
1128,wecken::V,vække,ويښول
1129,zeigen::V,vise,ښودل
1130,führen::V,føre,بیول
1131,lehren::V,lære,درس ورکول
1132,lehren::V,lære,تعلیم ورکول
1133,unterrichten::V,undervise,درس ورکول
1134,aufziehen::V,opdrage,روزل
1135,leiten::V,lede,رهبری کول
1136,leiten::V,lede,لارښوونه کول
1137,antreiben::V,skynde på,چټک کول
1138,lassen::V,få til at,اړکول
1139,einladen::V,indbyde,بلل
1140,einladen::V,invitere,بلل
1141,vereinigen::V,forene,متحد کول
1142,vereinigen::V,forene,یوځای کول
1143,besuchen::V,besøge,کتنه کول
1144,treffen::V,møde,ليدل
1145,treffen::V,møde,تلقی کول
1146,sich versammeln::V,forsamles,راغونډېدل
1147,spielen::V,lege,لوبه کول
1148,spielen::V,spille,لوبه کول
1149,singen::V,synge,سندرې وېل
1150,tanzen::V,danse,ګډېدل
1151,sich trennen::V,skilles,بېلېدل
1152,verlassen::V,forlade,ترک کول
1153,retten::V,redde,نجات ورکول
1154,bewachen::V,bevogte,ساتل
1155,bewachen::V,bevogte,حفاظت کول
1156,schützen::V,skærme,ژغورل
1157,schützen::V,beskytte,ژغورل
1158,verteidigen::V,forsvare,دفاع کول
1159,sich schlagen::V,slås,جنګېدل
1160,schießen::V,skyde,ویشتل
1161,siegen::V,sejre,غالبېدل
1162,ärgern::V,ærgre,خپه کول
1163,schlagen::V,slå,وهل
1164,treten::V,sparke,په لغته وهل
1165,stechen::V,stikke,ټومبل
1166,stoßen::V,støde,ټېل وهل
1167,stoßen::V,støde,پوری وهل
1168,stehlen::V,stjæle,تښتول
1169,stehlen::V,stjæle,غلا کول
1170,stören::V,forstyrre,ماتول
1171,belästigen::V,genere,ځورول
1172,belästigen::V,genere,تکلیف ورکول
1173,belästigen::V,ulejlige,ځورول
1174,belästigen::V,ulejlige,تکلیف ورکول
1175,verbergen::V,skjule,پټول
1176,täuschen::V,villede,تېرایستل
1177,täuschen::V,villede,خطا ایستل
1178,betrügen::V,bedrage,غولول
1179,töten::V,dræbe,وژل
1180,töten::V,dræbe,مړ کول
1181,wohnen::V,bo,اوسېدل
1182,arbeiten::V,arbejde,کار کول
1183,sammeln::V,samle,راټولول
1184,sammeln::V,samle,راغونډول
1185,pflücken::V,plukke,شکول
1186,jagen::V,jage,ښکار کول
1187,fischen::V,fiske,کب نيول
1188,fassen::V,fange,نیول
1189,fassen::V,fange,ګیرول
1190,hüten::V,vogte,پوول
1191,treiben::V,drive,بیول
1192,anbinden::V,binde fast,تړل
1193,füttern::V,fodre,خوراک ورکول
1194,melken::V,malke,لوشل
1195,hacken::V,hakke,پی کول
1196,gießen::V,hælde,اوبه کول
1197,reifen::V,modne,رسېدل
1198,zubereiten::V,tilberede,تیارول
1199,kochen::V,koge,پخول
1200,backen::V,bage,پخول
1201,braten::V,stege,وريتول
1202,umrühren::V,røre om,لړل
1203,stricken::V,strikke,اوبدل
1204,nähen::V,sy,ګنډل
1205,färben::V,farve,رنګول
1206,reinigen::V,rense,صافول
1207,reinigen::V,gøre ren,صافول
1208,waschen::V,vaske,مینځل
1209,abwischen::V,tørre af,وچول
1210,spülen::V,skylle,کنګالول
1211,fegen::V,feje,جارو کول
1212,kehren::V,feje,جارو کول
1213,baden::V,bade,لمبېدل
1214,sich waschen::V,vaske sig,ځان مينځل
1215,ausziehen::V,tage af,کښل
1216,ausziehen::V,tage af,ایستل
1217,anziehen::V,tage på,اغوستل
1218,sich anziehen::V,klæde sig på,کالی اغوستل
1219,kämmen::V,rede,ګمنځول
1220,kämmen::V,frisere,ګمنځول
1221,schmücken::V,pynte,ښکلی کول
1222,schmücken::V,smykke,ښکلی کول
1223,sagen::V,sige,وېل
1224,sprechen::V,snakke,وېل
1225,sprechen::V,snakke,غږېدل
1226,reden::V,tale,ګړېدل
1227,reden::V,tale,خبرې کول
1228,reden::V,snakke,ګړېدل
1229,reden::V,snakke,خبرې کول
1230,sich unterhalten::V,snakke sammen,خبری کول
1231,fragen::V,spørge,پوښتنه کول
1232,bitten::V,bede,غوښتل
1233,erzählen::V,berette,کيسه کول
1234,erzählen::V,berette,حکايت کول
1235,erzählen::V,fortælle,کيسه کول
1236,erzählen::V,fortælle,حکايت کول
1237,mitteilen::V,meddele,خبرول
1238,mitteilen::V,meddele,خبر ورکول
1239,nennen::V,nævne,نوم ايښودل
1240,rufen::V,råbe,بلل
1241,prahlen::V,prale,لاپې وهل
1242,übersetzen::V,oversætte,ژباړل
1243,übersetzen::V,oversætte,ترجمه کول
1244,denken::V,tænke,فکر کول
1245,glauben::V,tro,باور کول
1246,bemerken::V,bemærke,لیدل
1247,bemerken::V,lægge mærke til,لیدل
1248,erkennen::V,genkende,پېژندل
1249,begreifen::V,begribe,رسېدل
1250,begreifen::V,begribe,پوهېدل
1251,verstehen::V,forstå,پوهېدل
1252,lernen::V,lære,زده کول
1253,lernen::V,lære,درس لوستل
1254,wissen::V,vide,پوهېدل
1255,sich erinnern an::V,mindes,یادول
1256,sich erinnern an::V,mindes,په یاد راوړل
1257,sich erinnern an::V,huske på,یادول
1258,sich erinnern an::V,huske på,په یاد راوړل
1259,vergessen::V,glemme,هېرول
1260,messen::V,måle,اندازه کول
1261,zählen::V,tælle,شمارل
1262,rechnen::V,regne,حسابول
1263,lesen::V,læse,لوستل
1264,malen::V,male,رسمول
1265,zeichnen::V,tegne,رسمول
1266,schreiben::V,skrive,لیکل
1267,besitzen::V,eje,لرل
1268,besitzen::V,besidde,لرل
1269,kaufen::V,købe,رانیول
1270,verkaufen::V,sælge,خرڅول
1271,bezahlen::V,betale,تأدیه کول
1272,zahlen::V,betale,کسات اخيستل
1273,beherrschen::V,beherske,تسلط لرل
1274,ertragen::V,tåle,زغمل
1275,ertragen::V,udholde,زغمل
1276,hinfallen::V,,لوېدل
