,Concept_ID,es,no
857,hängen::V,pender,henge
858,werden::V,hacerse,bli
859,passieren::V,suceder,skje
860,passieren::V,suceder,hende
861,beginnen::V,iniciarse,begynne
862,beginnen::V,principiar,begynne
863,enden::V,acabar,ende
864,enden::V,acabar,slutte
865,enden::V,terminar,ende
866,enden::V,terminar,slutte
867,wechseln::V,variar,veksle
868,wechseln::V,alternar,veksle
869,aufgehen[Sonne]::V,salir,stå opp
870,untergehen[Sonne]::V,ponerse,gå ned
871,untergehen[Sonne]::V,descender,gå ned
872,scheinen[Sonne]::V,brillar,skinne
873,donnern::V,tronar,tordne
874,wehen::V,soplar,blåse
875,strömen::V,afluir,strømme
876,fließen::V,fluir,flyte
877,fließen::V,correr,flyte
878,sich drehen::V,girar,dreie seg
879,schwanken::V,vacilar,svaie
880,schwingen::V,oscilar,svinge
881,fallen::V,caer,falle
882,brennen::V,arder,brenne
883,brennen::V,quemar,brenne
884,rauchen::V,humear,ryke
885,rauchen::V,echar humo,ryke
886,regnen::V,llover,regne
887,gefrieren::V,helarse,fryse
888,tauen::V,deshelarse,tine
889,schmelzen::V,fundirse,smelte
890,schmelzen::V,derretirse,smelte
891,trocknen::V,secarse,tørre
892,sieden::V,hervir,koke
893,faulen::V,pudrirse,råtne
894,verfaulen::V,pudrirse,råtne
895,reißen::V,romperse,briste
896,versinken::V,hundirse,synke
897,versinken::V,hundirse,synke ned
898,vergehen::V,pasar,forløpe
899,erscheinen::V,aparecer,synes
900,verschwinden::V,desaparecer,forsvinne
901,sinken::V,bajar,synke
902,abnehmen::V,decrecer,avta
903,abnehmen::V,decrecer,minske
904,abnehmen::V,disminuir,avta
905,abnehmen::V,disminuir,minske
906,zunehmen::V,crecer,tilta
907,zunehmen::V,aumentar,tilta
908,steigen::V,subir,stige
909,steigen::V,ascender,stige
910,wachsen::V,crecer,gro
911,wachsen::V,crecer,vokse
912,glänzen::V,brillar,skinne
913,glänzen::V,resplandecer,skinne
914,funkeln::V,chispear,tindre
915,lärmen::V,hacer ruido,bråke
916,läuten::V,sonar,ringe
917,läuten::V,repicar,ringe
918,klingeln::V,tocar el timbre,ringe
919,klirren::V,tintinear,klirre
920,brausen::V,zumbar,bruse
921,rauschen::V,murmurar,suse
922,klingen::V,sonar,lyde
923,klingen::V,sonar,klinge
924,bellen::V,ladrar,gjø
925,bellen::V,ladrar,bjeffe
926,heulen::V,ulular,ule
927,blasen::V,soplar,blåse
928,pfeifen::V,silbar,plystre
929,schreien::V,gritar,skrike
930,stöhnen::V,gemir,stønne
931,zittern::V,temblar,dirre
932,zittern::V,temblar,skjelve
933,leben::V,vivir,leve
934,geboren werden::V,nacer,fødes
935,atmen::V,respirar,ånde
936,atmen::V,respirar,puste
937,trinken::V,beber,drikke
938,essen::V,comer,spise
939,schlucken::V,tragar,svelge
940,müde werden::V,cansarse,bli trett
941,müde werden::V,fatigarse,bli trett
942,einschlafen::V,dormirse,sovne
943,schlafen::V,dormir,sove
944,aufwachen::V,despertarse,våkne
945,aufstehen::V,levantarse,stå opp
946,sich erholen::V,reposar,bli bra
947,sich erholen::V,reposar,komme seg
948,sich erholen::V,descansar,bli bra
949,sich erholen::V,descansar,komme seg
950,krank werden::V,caer enfermo,bli syk
951,krank sein::V,estar enfermo,være syk
952,schmerzen::V,doler,gjøre vondt
953,husten::V,toser,hoste
954,genesen::V,convalecer,komme seg
955,genesen::V,restablecerse,komme seg
956,sterben::V,morir,dø
957,umkommen::V,perecer,omkomme
958,sich bewegen::V,moverse,bevege seg
959,sich rühren::V,rebullir,røre på seg
960,sich erheben::V,levantarse,reise seg
961,sich setzen::V,sentarse,sette sig
962,hinfallen::V,caerse,falle over ende
963,laufen::V,andar,løpe
964,schreiten::V,proceder,skride
965,spazierengehen::V,pasear,spasere
966,spazierengehen::V,pasear,gå en tur
967,spazierengehen::V,pasearse,spasere
968,spazierengehen::V,pasearse,gå en tur
969,eilen::V,correr prisa,ile
970,sich beeilen::V,darse prisa,skynde seg
971,sausen::V,correr,suse
972,rennen::V,correr,løpe
973,springen::V,saltar,hoppe
974,springen::V,saltar,springe
975,klettern::V,trepar,klatre
976,klettern::V,escalar,klatre
977,schaukeln::V,bambolearse,huske
978,kriechen::V,reptar,krype
979,kriechen::V,arrastrarse,krype
980,schwimmen::V,nadar,svømme
981,tauchen::V,bucear,dykke
982,tauchen::V,sumergirse,dykke
983,rudern::V,remar,ro
984,fahren::V,ir,kjøre
985,fliegen::V,volar,fly
986,gehen::V,ir,gå
987,gehen::V,andar,gå
988,weggehen::V,irse,gå bort
989,weggehen::V,marcharse,gå bort
990,abfahren::V,salir,reise
991,abfahren::V,partir,reise
992,anhalten::V,parar,stanse
993,anhalten::V,pararse,stanse
994,hineingehen::V,entrar,gå inn
995,eintreten::V,entrar,tre inn
996,kommen::V,venir,komme
997,ankommen::V,llegar,ankomme
998,ankommen::V,llegar,komme til
999,zurückkommen::V,volver,komme tilbake
1000,zurückkommen::V,regresar,komme tilbake
1001,bleiben::V,quedarse,bli
1002,bleiben::V,quedarse,forbli
1003,warten::V,esperar,vente
1004,erwarten::V,esperar,vente
1005,suchen::V,buscar,søke
1006,finden::V,hallar,finne
1007,finden::V,encontrar,finne
1008,versuchen::V,intentar,prøve
1009,versuchen::V,intentar,forsøke
1010,vorbereiten::V,preparar,forberede
1011,lieben::V,amar,elske
1012,lieben::V,querer,elske
1013,mögen::V,querer,like
1014,lachen::V,reír,le
1015,rühren::V,conmover,røre
1016,weinen::V,llorar,gråte
1017,schimpfen::V,regañar,skjelle
1018,sich ärgern::V,enfadarse,ergre seg
1019,sich fürchten::V,tener miedo,være redd
1020,fürchten::V,temer,være redd for
1021,fürchten::V,tener miedo a,være redd for
1022,fliehen::V,huir,rømme
1023,fliehen::V,huir,flykte
1024,flüchten::V,escaparse,flykte
1025,sehen::V,ver,se
1026,anschauen::V,mirar,se på
1027,anschauen::V,mirar,betrakte
1028,ansehen::V,mirar,anse
1029,hören::V,oír,høre
1030,zuhören::V,escuchar,tilhøre
1031,probieren::V,probar,smake
1032,probieren::V,probar,smake på
1033,probieren::V,degustar,smake
1034,probieren::V,degustar,smake på
1035,riechen::V,oler,lukte
1036,fühlen::V,sentir,føle
1037,scheinen::V,parecer,se ut
1038,zu sehen sein::V,poder verse,synes
1039,vernehmen::V,oír,få vite
1040,vernehmen::V,percibir,få vite
1041,frieren::V,tener frío,fryse
1042,tun::V,hacer,gjøre
1043,können::V,poder,kunne
1044,wollen::V,querer,ville
1045,anfangen::V,iniciar,begynne
1046,beenden::V,acabar,avslutte
1047,beenden::V,terminar,avslutte
1048,aufhören::V,cesar,slutte
1049,aufhören::V,cesar,holde opp
1050,gelingen::V,salir bien,lykkes
1051,geraten::V,salir,bli
1052,geraten::V,dar resultado,bli
1053,öffnen::V,abrir,åpne
1054,schließen::V,cerrar,lukke
1055,schließen::V,cerrar,stenge
1056,stellen::V,poner,stille
1057,stellen::V,colocar,stille
1058,setzen::V,poner,sette
1059,setzen::V,colocar,sette
1060,legen::V,poner,legge
1061,berühren::V,tocar,berøre
1062,verbinden::V,unir,forbinde
1063,verbinden::V,juntar,forbinde
1064,bedecken::V,tapar,dekke
1065,bedecken::V,cubrir,dekke
1066,aufhängen::V,colgar,henge
1067,aufhängen::V,colgar,henge opp
1068,anzünden::V,encender,tenne
1069,anzünden::V,encender,antenne
1070,anzünden::V,encender,tenne på
1071,aufheben::V,recoger,løfte
1072,aufheben::V,recoger,ta opp
1073,zurücklassen::V,dejar,slippe tilbake
1074,verlieren::V,perder,miste
1075,fallen lassen::V,dejar caer,droppe
1076,fallen lassen::V,dejar caer,la falle
1077,machen::V,hacer,lage
1078,machen::V,hacer,gjøre
1079,herstellen::V,fabricar,fremstille
1080,bauen::V,construir,bygge
1081,reparieren::V,reparar,reparere
1082,verbessern::V,mejorar,rette
1083,verbessern::V,mejorar,forbedre
1084,ändern::V,mudar,forandre
1085,ändern::V,modificar,forandre
1086,graben::V,cavar,grave
1087,beugen::V,doblar,bøye
1088,beugen::V,inclinar,bøye
1089,biegen::V,doblar,bøye
1090,drehen::V,volver,dreie
1091,drehen::V,hacer girar,dreie
1092,wenden::V,volver,vende
1093,umdrehen::V,revolver,snu
1094,heben::V,levantar,heve
1095,hochheben::V,alzar,løfte
1096,ergreifen::V,coger,gripe
1097,ergreifen::V,coger,få tak i
1098,halten::V,tener,holde
1099,drücken::V,apretar,trykke
1100,schieben::V,empujar,skyve
1101,kratzen::V,rascar,klø
1102,kratzen::V,rascar,klore
1103,lecken::V,lamer,slikke
1104,beißen::V,morder,bite
1105,abreißen::V,arrancar,rive av
1106,abschneiden::V,cortar,skjære av
1107,binden::V,atar,binde
1108,stecken::V,meter,stikke
1109,brechen::V,romper,bryte
1110,brechen::V,romper,briste
1111,brechen::V,quebrar,bryte
1112,brechen::V,quebrar,briste
1113,klopfen::V,golpear,banke
1114,hauen::V,pegar,hogge
1115,kleben::V,pegar,klistre
1116,kleben::V,encolar,klistre
1117,reiben::V,frotar,gni
1118,streichen::V,untar,stryke
1119,streichen::V,recubrir,stryke
1120,schleifen::V,afilar,slipe
1121,schneiden::V,cortar,klippe
1122,rütteln::V,agitar,ruske
1123,schütteln::V,agitar,riste
1124,schütteln::V,sacudir,riste
1125,schwenken::V,menear,svinge
1126,schütten::V,verter,helle
1127,füllen::V,llenar,fylle
1128,einwickeln::V,envolver,vikle inn
1129,tragen::V,llevar,bære
1130,schleppen::V,arrastrar,slepe
1131,ziehen::V,tirar,dra
1132,ziehen::V,tirar,trekke
1133,aufbewahren::V,conservar,oppbevare
1134,aufbewahren::V,conservar,ta vare på
1135,werfen::V,echar,kaste
1136,werfen::V,lanzar,kaste
1137,fangen::V,coger,fange
1138,packen::V,agarrar,gripe
1139,packen::V,agarrar,gripe tak i
1140,verstecken::V,esconder,gjemme
1141,teilen::V,partir,dele
1142,teilen::V,dividir,dele
1143,schicken::V,enviar,sende
1144,bringen::V,traer,bringe
1145,hinzufügen::V,añadir,tilføye
1146,bekommen::V,obtener,få
1147,bekommen::V,conseguir,få
1148,erhalten::V,recibir,få
1149,nehmen::V,tomar,ta
1150,wählen::V,elegir,velge
1151,auswählen::V,escoger,velge ut
1152,auswählen::V,seleccionar,velge ut
1153,bewahren::V,guardar,bevare
1154,bewahren::V,preservar,bevare
1155,behindern::V,estorbar,hindre
1156,behindern::V,estorbar,forhindre
1157,behindern::V,obstaculizar,hindre
1158,behindern::V,obstaculizar,forhindre
1159,verderben::V,estropear,ødelegge
1160,beschädigen::V,deteriorar,skade
1161,zerbrechen::V,romper,brekke i stykker
1162,zerbrechen::V,quebrar,brekke i stykker
1163,zerreißen::V,desgarrar,rive i stykker
1164,zerreißen::V,despedazar,rive i stykker
1165,zerstören::V,destruir,ødelegge
1166,zerstören::V,destrozar,ødelegge
1167,verbrennen::V,quemar,brenne
1168,verbrennen::V,quemar,brenne opp
1169,geben::V,dar,gi
1170,reichen::V,pasar,rekke
1171,schenken::V,regalar,forære
1172,schenken::V,regalar,skjenke
1173,versprechen::V,prometer,love
1174,wünschen::V,desear,ønske
1175,loben::V,alabar,rose
1176,küssen::V,besar,kysse
1177,wiegen::V,mecer,vogge
1178,zudecken::V,tapar,dekke til
1179,zudecken::V,cubrir,dekke til
1180,wecken::V,despertar,vekke
1181,zeigen::V,mostrar,vise
1182,führen::V,guiar,føre
1183,führen::V,conducir,føre
1184,lehren::V,enseñar,lære
1185,lehren::V,instruir,lære
1186,unterrichten::V,enseñar,undervise
1187,aufziehen::V,criar,oppdra
1188,leiten::V,guiar,lede
1189,leiten::V,dirigir,lede
1190,antreiben::V,impeler,drive på
1191,antreiben::V,impulsar,drive på
1192,lassen::V,hacer,få til å
1193,einladen::V,invitar,be
1194,einladen::V,invitar,invitere
1195,vereinigen::V,unir,forene
1196,besuchen::V,visitar,besøke
1197,besuchen::V,ir a ver,besøke
1198,treffen::V,encontrar,møte
1199,treffen::V,encontrar,treffe
1200,sich versammeln::V,reunirse,forsamles
1201,sich versammeln::V,congregarse,forsamles
1202,spielen::V,jugar,leke
1203,spielen::V,jugar,spille
1204,singen::V,cantar,synge
1205,tanzen::V,bailar,danse
1206,sich trennen::V,separarse,skilles
1207,verlassen::V,dejar,forlate
1208,verlassen::V,abandonar,forlate
1209,retten::V,salvar,redde
1210,bewachen::V,vigilar,bevokte
1211,schützen::V,proteger,verne
1212,schützen::V,proteger,beskytte
1213,verteidigen::V,defender,forsvare
1214,sich schlagen::V,batirse,slåss
1215,schießen::V,tirar,skyte
1216,schießen::V,disparar,skyte
1217,siegen::V,vencer,seire
1218,ärgern::V,enojar,ergre
1219,ärgern::V,enfadar,ergre
1220,schlagen::V,pegar,
1221,schlagen::V,golpear,
1222,treten::V,dar una patada a,sparke
1223,stechen::V,pinchar,stikke
1224,stoßen::V,empujar,støte
1225,stehlen::V,robar,stjele
1226,stehlen::V,hurtar,stjele
1227,stören::V,molestar,forstyrre
1228,belästigen::V,molestar,plage
1229,belästigen::V,molestar,sjenere
1230,belästigen::V,importunar,plage
1231,belästigen::V,importunar,sjenere
1232,verbergen::V,ocultar,gjemme
1233,verbergen::V,esconder,gjemme
1234,täuschen::V,engañar,villede
1235,betrügen::V,engañar,bedra
1236,töten::V,matar,drepe
1237,wohnen::V,vivir,bo
1238,wohnen::V,habitar,bo
1239,arbeiten::V,trabajar,arbeide
1240,sammeln::V,recoger,samle
1241,sammeln::V,coleccionar,samle
1242,pflücken::V,coger,plukke
1243,jagen::V,cazar,jage
1244,fischen::V,pescar,fiske
1245,fassen::V,atrapar,fange
1246,fassen::V,capturar,fange
1247,hüten::V,guardar,vokte
1248,treiben::V,aballar,drive
1249,anbinden::V,atar,feste
1250,füttern::V,echar de comer,fore
1251,melken::V,ordeñar,melke
1252,hacken::V,picar,hakke
1253,hacken::V,cortar,hakke
1254,gießen::V,regar,helle
1255,reifen::V,madurar,modne
1256,zubereiten::V,preparar,lage
1257,zubereiten::V,preparar,tilberede
1258,kochen::V,cocer,koke
1259,kochen::V,guisar,koke
1260,backen::V,hornear,bake
1261,backen::V,cocer al horno,bake
1262,braten::V,asar,steke
1263,braten::V,freír,steke
1264,umrühren::V,remover,røre om
1265,stricken::V,hacer punto,strikke
1266,stricken::V,hacer calceta,strikke
1267,nähen::V,coser,sy
1268,färben::V,teñir,farge
1269,färben::V,colorear,farge
1270,reinigen::V,limpiar,rense
1271,reinigen::V,limpiar,gjøre ren
1272,waschen::V,lavar,vaske
1273,abwischen::V,fregar,tørke av
1274,abwischen::V,limpiar,tørke av
1275,spülen::V,aclarar,spyle
1276,spülen::V,aclarar,skylle
1277,spülen::V,enjuagar,spyle
1278,spülen::V,enjuagar,skylle
1279,fegen::V,barrer,feie
1280,fegen::V,pasar la escoba,feie
1281,kehren::V,barrer,koste
1282,baden::V,bañarse,bade
1283,sich waschen::V,lavarse,vaske seg
1284,ausziehen::V,quitar,ta av
1285,ausziehen::V,quitarse,ta av
1286,anziehen::V,ponerse,ta på
1287,sich anziehen::V,vestirse,kle på seg
1288,kämmen::V,peinar,gre
1289,kämmen::V,peinar,kjemme
1290,schmücken::V,adornar,pynte
1291,schmücken::V,adornar,smykke
1292,sagen::V,decir,si
1293,sprechen::V,hablar,snakke
1294,reden::V,hablar,tale
1295,reden::V,hablar,snakke
1296,reden::V,conversar,tale
1297,reden::V,conversar,snakke
1298,sich unterhalten::V,charlar,samtale
1299,sich unterhalten::V,conversar,samtale
1300,fragen::V,preguntar,spørre
1301,bitten::V,rogar,be
1302,erzählen::V,contar,fortelle
1303,mitteilen::V,comunicar,meddele
1304,mitteilen::V,participar,meddele
1305,nennen::V,llamar,kalle
1306,nennen::V,nombrar,kalle
1307,rufen::V,llamar,rope
1308,prahlen::V,jactarse,skryte
1309,übersetzen::V,traducir,oversette
1310,denken::V,pensar,tenke
1311,glauben::V,creer,tro
1312,bemerken::V,notar,bemerke
1313,bemerken::V,notar,legge merke til
1314,erkennen::V,reconocer,gjenkjenne
1315,begreifen::V,concebir,begripe
1316,verstehen::V,entender,forstå
1317,verstehen::V,entender,skjønne
1318,verstehen::V,comprender,forstå
1319,verstehen::V,comprender,skjønne
1320,lernen::V,aprender,lære
1321,wissen::V,saber,vite
1322,sich erinnern an::V,recordar,huske på
1323,sich erinnern an::V,acordarse de,huske på
1324,vergessen::V,olvidar,glemme
1325,messen::V,medir,måle
1326,zählen::V,contar,telle
1327,rechnen::V,contar,regne
1328,rechnen::V,calcular,regne
1329,lesen::V,leer,lese
1330,malen::V,pintar,male
1331,zeichnen::V,dibujar,tegne
1332,schreiben::V,escribir,skrive
1333,besitzen::V,poseer,eie
1334,besitzen::V,poseer,inneha
1335,kaufen::V,comprar,kjøpe
1336,verkaufen::V,vender,selge
1337,bezahlen::V,pagar,betale
1338,zahlen::V,pagar,betale
1339,beherrschen::V,dominar,beherske
1340,ertragen::V,soportar,orke
