,Concept_ID,ja,et
851,sinken::V,下がる,vajuma
852,sinken::V,下がる,langema
853,abnehmen::V,減る,vähenema
854,abnehmen::V,減る,kahenema
855,zunehmen::V,増える,kasvama
856,steigen::V,上がる,tõusma
857,steigen::V,上がる,üles minema
858,wachsen::V,伸びる,kasvama
859,glänzen::V,輝く,läikimä
860,funkeln::V,ぴかぴか光る,sädelema
861,lärmen::V,騒ぐ,lärmama
862,läuten::V,鳴る,helisema
863,klingeln::V,鳴る,helisema
864,klirren::V,がらんがらんと鳴る,kõlisema
865,brausen::V,逆巻く,kohisema
866,rauschen::V,戦ぐ,kohisema
867,klingen::V,鳴る,kõlama
868,bellen::V,吠える,haukuma
869,heulen::V,きゃんきゃん鳴く,uluma
870,blasen::V,吹く,puhuma
871,pfeifen::V,口笛を吹く,vilistama
872,schreien::V,叫ぶ,karjuma
873,stöhnen::V,うめく,oigama
874,zittern::V,震える,värisema
875,leben::V,生きている,elama
876,leben::V,生きている,elus olema
877,geboren werden::V,生まれる,sündima
878,atmen::V,呼吸する,hingama
879,trinken::V,飲む,jooma
880,essen::V,食べる,sööma
881,schlucken::V,飲み込む,neelama
882,müde werden::V,眠くなる,väsima
883,einschlafen::V,寝付く,uinuma
884,schlafen::V,眠る,magama
885,aufwachen::V,目が覚める,ärkama
886,aufstehen::V,起きる,ärkama
887,aufstehen::V,起きる,üles tõusma
888,sich erholen::V,休養する,puhkama
889,krank werden::V,病気になる,haigestuma
890,krank werden::V,病気になる,haigeks jääma
891,krank sein::V,病気である,haige olema
892,schmerzen::V,痛む,valutama
893,husten::V,咳をする,köhima
894,genesen::V,元気になる,toibuma
895,sterben::V,死ぬ,surema
896,sterben::V,亡くなる,surema
897,umkommen::V,死亡する,surma saama
898,sich bewegen::V,移動する,liikuma
899,sich rühren::V,動く,liikuma
900,sich erheben::V,立ち上がる,kerkima
901,sich setzen::V,座る,istet võtma
902,hinfallen::V,転ぶ,kukkuma
903,hinfallen::V,転ぶ,maha kukkuma
904,laufen::V,歩く,kõndima
905,schreiten::V,跨ぐ,astuma
906,spazierengehen::V,散歩する,jalutama
907,eilen::V,急ぐ,ruttama
908,eilen::V,急ぐ,kiirustama
909,sich beeilen::V,焦る,ruttama
910,sich beeilen::V,焦る,kiirustama
911,sausen::V,疾駆する,kihutama
912,sausen::V,疾駆する,tormama
913,rennen::V,走る,jooksma
914,rennen::V,走る,kihutama
915,springen::V,跳ぶ,hüppama
916,klettern::V,よじ登る,ronima
917,schaukeln::V,ぶらんこに乗る,kiikuma
918,kriechen::V,這う,roomama
919,schwimmen::V,泳ぐ,ujuma
920,tauchen::V,潜る,sukelduma
921,rudern::V,漕ぐ,sõudma
922,fahren::V,行く,sõitma
923,fahren::V,乗車する,sõitma
924,fliegen::V,飛ぶ,lendama
925,gehen::V,行く,käima
926,gehen::V,行く,minema
927,weggehen::V,立ち去る,ära minema
928,weggehen::V,立ち去る,välja minema
929,abfahren::V,出発する,väljuma
930,abfahren::V,出発する,ära sõitma
931,anhalten::V,止まる,peatuma
932,hineingehen::V,入る,sisenema
933,hineingehen::V,入る,sisse minema
934,eintreten::V,中に入る,sisenema
935,eintreten::V,中に入る,sisse astuma
936,kommen::V,来る,tulema
937,ankommen::V,着く,saabuma
938,ankommen::V,到着する,saabuma
939,zurückkommen::V,帰る,tagasi tulema
940,bleiben::V,留まる,jääma
941,warten::V,待つ,ootama
942,erwarten::V,期待する,ootama
943,erwarten::V,期待する,lootma
944,suchen::V,探る,otsima
945,finden::V,見つける,leidma
946,versuchen::V,試す,püüdma
947,versuchen::V,試す,üritama
948,versuchen::V,試す,katsetama
949,vorbereiten::V,準備する,valmistama
950,lieben::V,愛する,armastama
951,mögen::V,好きである,sallima
952,mögen::V,好きである,meeldima
953,lachen::V,笑う,naerma
954,rühren::V,感情を動かす,liigutama
955,rühren::V,感情を動かす,heldima panema
956,weinen::V,泣く,nutma
957,schimpfen::V,叱る,sõimama
958,sich ärgern::V,怒る,ärrituma
959,sich ärgern::V,怒る,vihastuma
960,sich ärgern::V,腹を立てる,ärrituma
961,sich ärgern::V,腹を立てる,vihastuma
962,sich fürchten::V,怖がる,kartma
963,sich fürchten::V,怖がる,hirmu tundma
964,fürchten::V,恐れる,kartma
965,fliehen::V,逃げる,põgenema
966,flüchten::V,逃亡する,põgenema
967,sehen::V,見る,nägema
968,anschauen::V,眺める,vaatama
969,ansehen::V,見る,vaatama
970,hören::V,聞く,kuulma
971,zuhören::V,聴く,kuulama
972,probieren::V,食べてみる,proovima
973,riechen::V,気取る,nuusutama
974,fühlen::V,感じる,tundma
975,scheinen::V,ように見える,näida
976,scheinen::V,ように見える,ilmuda
977,zu sehen sein::V,見える,ilmuma
978,vernehmen::V,承る,üle kuulama
979,frieren::V,寒気がする,külmetada
980,tun::V,する,tegema
981,können::V,出来る,võima
982,können::V,出来る,oskama
983,wollen::V,-たい,tahtma
984,anfangen::V,始める,hakkama
985,anfangen::V,始める,alustama
986,beenden::V,終える,lõpetama
987,aufhören::V,止める,lakkama
988,gelingen::V,成功する,õnnestuma
989,geraten::V,当たる,jõudma
990,öffnen::V,開く,avama
991,öffnen::V,開ける,avama
992,schließen::V,閉める,sulgema
993,stellen::V,置く,panema
994,stellen::V,置く,asetama
995,stellen::V,据える,panema
996,stellen::V,据える,asetama
997,setzen::V,座らせる,panema
998,legen::V,置く,panema
999,legen::V,置く,asetama
1000,berühren::V,触る,riivama
1001,berühren::V,触る,puudutama
1002,berühren::V,触れる,riivama
1003,berühren::V,触れる,puudutama
1004,verbinden::V,結びつける,ühendama
1005,bedecken::V,覆う,katma
1006,aufhängen::V,掛ける,riputama
1007,anzünden::V,燃やす,süütama
1008,anzünden::V,火をつける,süütama
1009,aufheben::V,拾う,üles tõstma
1010,zurücklassen::V,残す,jätma
1011,verlieren::V,無くす,kaotama
1012,fallen lassen::V,落とす,maha pillama
1013,fallen lassen::V,落とす,kukkuda laskma
1014,machen::V,作る,tegema
1015,herstellen::V,製造する,valmistama
1016,bauen::V,建設する,ehitama
1017,reparieren::V,直す,parandama
1018,reparieren::V,修理する,parandama
1019,verbessern::V,改良する,parandama
1020,ändern::V,変える,muutma
1021,ändern::V,変える,ümber tegema
1022,graben::V,掘る,kaevama
1023,beugen::V,折る,painutama
1024,biegen::V,曲げる,painutama
1025,drehen::V,回す,keerama
1026,wenden::V,裏返す,ümber pöörama
1027,umdrehen::V,裏返す,ümber keerama
1028,heben::V,挙げる,tõstma
1029,hochheben::V,持ち上げる,üles tõstma
1030,hochheben::V,持ち上げる,kõrgele tõstma
1031,ergreifen::V,取り上げる,haarama
1032,halten::V,持つ,hoidma
1033,drücken::V,押す,pigistama
1034,schieben::V,ずらす,lükkama
1035,kratzen::V,引っ掻く,kraapima
1036,lecken::V,なめる,lakkuma
1037,beißen::V,噛む,purema
1038,beißen::V,噛む,hammustama
1039,abreißen::V,剝ぎ取る,rebima
1040,abreißen::V,剝ぎ取る,ära rebima
1041,abschneiden::V,切り取る,ära lõikama
1042,binden::V,縛る,siduma
1043,stecken::V,差し込む,pistma
1044,brechen::V,破る,murdma
1045,klopfen::V,とんとん叩く,koputama
1046,hauen::V,叩く,lööma
1047,kleben::V,貼る,kleepima
1048,kleben::V,くっ付ける,kleepima
1049,reiben::V,擦る,hõõruma
1050,streichen::V,塗る,silitama
1051,schleifen::V,研ぐ,lihvima
1052,schleifen::V,研ぐ,teritama
1053,schneiden::V,切る,lõikama
1054,rütteln::V,揺さぶる,raputama
1055,schütteln::V,振る,raputama
1056,schütteln::V,振る,loksutama
1057,schütteln::V,揺さぶる,raputama
1058,schütteln::V,揺さぶる,loksutama
1059,schwenken::V,振る,vehkima
1060,schwenken::V,振る,lehvitama
1061,schütten::V,注ぐ,kallama
1062,füllen::V,いっぱいにする,täitma
1063,einwickeln::V,包む,sisse mähkima
1064,tragen::V,運ぶ,kandma
1065,schleppen::V,引きずる,tassima
1066,schleppen::V,引きずる,lohistama
1067,ziehen::V,引く,vedama
1068,ziehen::V,引く,tõmbama
1069,aufbewahren::V,預かる,säilitama
1070,aufbewahren::V,預かる,alal hoidma
1071,werfen::V,投げる,viskama
1072,fangen::V,受ける,püüdma
1073,packen::V,掴む,kinni haarama
1074,packen::V,掴む,kinni võtma
1075,verstecken::V,隠す,peitma
1076,teilen::V,分ける,jagama
1077,teilen::V,分ける,jaotama
1078,schicken::V,送る,saatma
1079,bringen::V,持って行く,viima
1080,hinzufügen::V,加える,lisama
1081,bekommen::V,得る,saama
1082,erhalten::V,受ける,saama
1083,nehmen::V,取る,võtma
1084,wählen::V,選ぶ,valima
1085,auswählen::V,選ぶ,valima
1086,bewahren::V,保存する,hoidma
1087,behindern::V,妨害する,takistama
1088,verderben::V,台無しにする,rikkuma
1089,beschädigen::V,損傷する,rikkuma
1090,zerbrechen::V,割る,katki tegema
1091,zerreißen::V,引き裂く,katki rebima
1092,zerstören::V,破壊する,purustama
1093,verbrennen::V,焼く,põletama
1094,geben::V,上げる,andma
1095,reichen::V,渡す,andma
1096,reichen::V,渡す,ulatama
1097,schenken::V,贈る,kinkima
1098,versprechen::V,約束する,lubama
1099,versprechen::V,約束する,tõotama
1100,wünschen::V,望む,soovima
1101,loben::V,褒める,kiitma
1102,küssen::V,キスする,suudlema
1103,wiegen::V,揺する,hällitama
1104,zudecken::V,覆う,kaanetama
1105,zudecken::V,覆う,kinni katma
1106,wecken::V,起こす,äratama
1107,zeigen::V,見せる,näitama
1108,führen::V,案内する,juhatama
1109,lehren::V,教える,õpetama
1110,unterrichten::V,通知する,õpetama
1111,aufziehen::V,育てる,üles kasvatama
1112,leiten::V,導く,juhtima
1113,antreiben::V,励ます,ergutama
1114,lassen::V,～させる,laskma
1115,einladen::V,誘う,kutsuma
1116,einladen::V,招待する,kutsuma
1117,vereinigen::V,一つにする,ühendama
1118,besuchen::V,訪ねる,külastama
1119,treffen::V,出会う,kohtama
1120,sich versammeln::V,集まる,kogunema
1121,spielen::V,遊ぶ,mängima
1122,singen::V,歌う,laulma
1123,tanzen::V,踊る,tantsima
1124,sich trennen::V,別れる,lahku minema
1125,verlassen::V,別れる,maha jätma
1126,retten::V,救う,päästma
1127,retten::V,助ける,päästma
1128,bewachen::V,見張る,valvama
1129,bewachen::V,軽微する,valvama
1130,schützen::V,保護する,kaitsma
1131,verteidigen::V,守る,kaitsma
1132,sich schlagen::V,殴る,kaklema
1133,schießen::V,撃つ,tulistama
1134,siegen::V,勝つ,võitma
1135,ärgern::V,怒らせる,ärritama
1136,ärgern::V,怒らせる,vihastama
1137,schlagen::V,殴る,lööma
1138,treten::V,蹴る,sõtkuma
1139,stechen::V,突く,pistma
1140,stechen::V,突く,torkama
1141,stoßen::V,突く,tõukama
1142,stehlen::V,盗る,varastama
1143,stören::V,構う,segama
1144,stören::V,構う,häirima
1145,belästigen::V,邪魔する,ahistama
1146,verbergen::V,隠す,peitma
1147,verbergen::V,隠す,varjama
1148,täuschen::V,だます,petma
1149,täuschen::V,だます,tüssama
1150,betrügen::V,だます,petma
1151,betrügen::V,だます,tüssama
1152,betrügen::V,だます,truudust murtma
1153,töten::V,殺す,tapma
1154,töten::V,殺す,surmama
1155,wohnen::V,住む,elama
1156,arbeiten::V,働く,töötama
1157,sammeln::V,集める,koguma
1158,sammeln::V,集める,korjama
1159,sammeln::V,収集する,koguma
1160,sammeln::V,収集する,korjama
1161,pflücken::V,摘む,noppima
1162,jagen::V,狩りをする,jahtima
1163,fischen::V,釣る,kalastama
1164,fischen::V,釣る,kala püüdma
1165,fassen::V,捕る,püüdma
1166,hüten::V,放牧する,karjatama
1167,treiben::V,追う,ajama
1168,anbinden::V,繋ぐ,kinni siduma
1169,füttern::V,餌をやる,söötma
1170,melken::V,搾乳する,lüpsma
1171,hacken::V,刻む,raiuma
1172,hacken::V,刻む,lõhkuma
1173,gießen::V,水をやる,kastma
1174,reifen::V,熟す,valmima
1175,zubereiten::V,調理する,valmistama
1176,kochen::V,煮る,keetma
1177,backen::V,焼く,küpsetama
1178,braten::V,焼く,praadima
1179,braten::V,炒める,praadima
1180,umrühren::V,混ぜる,segama
1181,stricken::V,編む,kuduma
1182,nähen::V,縫う,õmblema
1183,färben::V,染める,värvima
1184,reinigen::V,掃除する,puhastama
1185,waschen::V,洗う,pesema
1186,waschen::V,洗濯する,pesema
1187,abwischen::V,拭く,puhtaks pühkima
1188,spülen::V,洗う,uhtma
1189,spülen::V,すすぐ,uhtma
1190,fegen::V,掃除する,pühkima
1191,kehren::V,掃く,pühkima
1192,baden::V,入浴する,suplema
1193,baden::V,入浴する,kümblema
1194,sich waschen::V,洗う,end pesema
1195,ausziehen::V,脱ぐ,käest võtma
1196,ausziehen::V,脱ぐ,jalast võtma
1197,ausziehen::V,脱ぐ,seljast võtma
1198,anziehen::V,着る,jalga panema
1199,sich anziehen::V,着る,riietuma
1200,kämmen::V,梳く,kammima
1201,schmücken::V,飾る,kaunistama
1202,sagen::V,言う,ütlema
1203,sprechen::V,話す,rääkima
1204,sprechen::V,話す,kõnelema
1205,reden::V,話す,kõnelema
1206,sich unterhalten::V,話をする,vestlema
1207,fragen::V,聞く,küsima
1208,bitten::V,頼む,paluma
1209,bitten::V,お願いする,paluma
1210,erzählen::V,物語る,jutustama
1211,mitteilen::V,伝える,teatama
1212,mitteilen::V,伝える,teada andma
1213,nennen::V,名づける,nimetama
1214,rufen::V,呼ぶ,kutsuma
1215,prahlen::V,自慢する,hooplema
1216,übersetzen::V,訳す,tõlkima
1217,denken::V,考える,mõtlema
1218,glauben::V,信じる,uskuma
1219,bemerken::V,気が付く,märkama
1220,erkennen::V,認識する,ära tundma
1221,begreifen::V,分かる,aru saama
1222,verstehen::V,聞き取る,mõistma
1223,lernen::V,学ぶ,õppima
1224,lernen::V,勉強する,õppima
1225,wissen::V,知っている,teadma
1226,sich erinnern an::V,思い出す,mäletama
1227,vergessen::V,忘れる,unustama
1228,messen::V,計る,mõõtma
1229,messen::V,測定する,mõõtma
1230,zählen::V,数える,loendama
1231,rechnen::V,計算する,arvutama
1232,lesen::V,読む,lugema
1233,malen::V,描く,maalima
1234,zeichnen::V,写生する,joonistama
1235,schreiben::V,書く,kirjutama
1236,besitzen::V,所持する,omama
1237,kaufen::V,買う,ostma
1238,verkaufen::V,売る,müüma
1239,bezahlen::V,払う,tasuma
1240,zahlen::V,支払う,maksma
1241,beherrschen::V,支配する,valitsema
1242,ertragen::V,耐える,taluma
