,Concept_ID,xal,br
784,liegen::V,кевтх,bezañ en e c'hourvez
785,hängen::V,өлгәтә бәәх,krougañ
786,werden::V,болх,dazonet
787,passieren::V,болх,c'hoarvezout
788,beginnen::V,эклх,stagañ
789,enden::V,төгсх,achuiñ
790,wechseln::V,хүврх,cheñch
791,aufgehen[Sonne]::V,һарх,dirouzañ
792,untergehen[Sonne]::V,орх,
793,untergehen[Sonne]::V,сүүрлх,
794,scheinen[Sonne]::V,герлтх,lugernañ
795,donnern::V,күрҗңнх,taranal
796,wehen::V,сальклх,c'hwezhañ
797,strömen::V,һооҗх,deredek
798,fließen::V,урсх,redek
799,sich drehen::V,эргх,troiñ
800,schwanken::V,дәәвлх,trantellat
801,schwingen::V,нәәхлх,froumal
802,fallen::V,унх,kouezhañ
803,fallen::V,киисх,kouezhañ
804,brennen::V,шатх,deviñ
805,rauchen::V,ута һарһх,divogedañ
806,regnen::V,орх,glavañ
807,gefrieren::V,мөстх,reviñ
808,tauen::V,хәәлх,diskornañ
809,schmelzen::V,хәәлх,teuziñ
810,schmelzen::V,хәәлгдх,teuziñ
811,trocknen::V,эврх,sec'hañ
812,sieden::V,буслх,berviñ
813,faulen::V,үмкәрх,breinañ
814,verfaulen::V,илҗрх,breinañ
815,reißen::V,тасрх,darnaouiñ
816,versinken::V,чивх,sodellañ
817,vergehen::V,болх,tremen
818,erscheinen::V,һарх,donet war-wel
819,verschwinden::V,уга болх,monet diwar wel
820,sinken::V,татгдх,en em izelat
821,abnehmen::V,хасгдх,nebeutaat
822,zunehmen::V,өсх,kreskiñ
823,steigen::V,немх,sevel
824,wachsen::V,өсх,kreskiñ
825,wachsen::V,урһх,kreskiñ
826,glänzen::V,гилвкх,lugernañ
827,funkeln::V,цәклх,elieniñ
828,lärmen::V,шууглдх,rabotat
829,läuten::V,хоңх,
830,klingeln::V,җиңнулх,
831,klirren::V,җиңнх,diridignat
832,klirren::V,җиңнх,sterlinkañ
833,brausen::V,догшрхх,gwegal
834,rauschen::V,сарҗңнх,trouzal
835,klingen::V,ә һарх,seniñ
836,bellen::V,хуцх,harzhal
837,heulen::V,уульх,yudal
838,blasen::V,үләх,c'hwezhañ
839,pfeifen::V,ишкрх,c'hwitellat
840,schreien::V,хәәкрх,huchal
841,stöhnen::V,түңшх,hirvoudiñ
842,zittern::V,дагҗннх,krenañ
843,leben::V,бәәх,bevañ
844,geboren werden::V,төрх,genel
845,atmen::V,әмсхлх,tennañ e anal
846,trinken::V,уух,evañ
847,essen::V,идх,debriñ
848,schlucken::V,зальгх,lonkañ
849,müde werden::V,көшх,skuizhañ
850,einschlafen::V,унтх,menel kousket
851,schlafen::V,нөөрсх,kousket
852,aufwachen::V,серх,dihuniñ
853,aufstehen::V,босх,sevel
854,sich erholen::V,амрх,diskuizhañ
855,krank werden::V,гемтх,klañviñ
856,krank sein::V,шалтглх,bezañ klañv
857,schmerzen::V,өвдх,skourjezañ
858,husten::V,ханях,pasaat
859,husten::V,ханях,peudal
860,genesen::V,эдгх,pareañ
861,sterben::V,үкх,mervel
862,sterben::V,өңгрх,mervel
863,umkommen::V,үкх,perisañ
864,sich bewegen::V,көдлх,bouljal
865,sich bewegen::V,көндрх,bouljal
866,sich rühren::V,көндрх,fiñval
867,sich erheben::V,босх,sevel
868,sich setzen::V,суух,azezañ
869,sich setzen::V,суух,mont en e goazez
870,hinfallen::V,унх,kouezhañ
871,hinfallen::V,киисх,kouezhañ
872,laufen::V,йовх,redek
873,schreiten::V,алхх,kerzhet
874,spazierengehen::V,сергҗ йовх,pourmen
875,eilen::V,шулудх,hastañ
876,sich beeilen::V,адһх,hastañ
877,sich beeilen::V,шамдх,hastañ
878,sausen::V,хурдлх,karzhañ
879,sausen::V,йир_хурдар_гүүх,karzhañ
880,sausen::V,йир_хурдар_йовх,karzhañ
881,rennen::V,гүүх,redek
882,springen::V,һәрәдх,lammat
883,klettern::V,давшх,krimpat
884,schaukeln::V,дүүдңндх,brañsellat
885,kriechen::V,мөлкх,skrampañ
886,schwimmen::V,усчх,neuial
887,tauchen::V,булхх,splujañ
888,rudern::V,хәәвдх,roeñvat
889,fahren::V,йовх,kas
890,fahren::V,йовх,bleniañ
891,fliegen::V,нисх,nijal
892,gehen::V,йовх,mont
893,weggehen::V,йовх,mont kuit
894,weggehen::V,одх,mont kuit
895,weggehen::V,һарх,mont kuit
896,weggehen::V,мөрлх,mont kuit
897,abfahren::V,мордх,mont kuit
898,anhalten::V,зогсх,chom a-sav
899,hineingehen::V,орх,monet e-barzh
900,eintreten::V,орх,monet e-barzh
901,kommen::V,ирх,dont
902,ankommen::V,ирх,erruout
903,zurückkommen::V,орх,addonet
904,bleiben::V,бәәх,chom
905,warten::V,күләх,gortoz
906,erwarten::V,күләх,gortoz
907,suchen::V,хәәх,klask
908,finden::V,олх,kavout
909,versuchen::V,седх,klask
910,vorbereiten::V,белдх,aozañ
911,lieben::V,дурлх,karout
912,mögen::V,таассгдх,karout
913,lachen::V,инәх,c'hoarzin
914,rühren::V,уйрах,tenerañ
915,weinen::V,уульх,gouelañ
916,schimpfen::V,харах,krozal
917,sich ärgern::V,уурлх,fachañ
918,sich ärgern::V,уурлх,en em fachañ
919,sich fürchten::V,әәх,
920,fürchten::V,әәх,
921,fürchten::V,сүрдх,
922,fliehen::V,зулх,tec'het
923,flüchten::V,орһх,tuzañ
924,flüchten::V,зулх,tuzañ
925,sehen::V,үзх,gwelet
926,anschauen::V,харх,sellout ouzh
927,ansehen::V,хәләх,sellout ouzh
928,ansehen::V,үзх,sellout ouzh
929,hören::V,соңсх,klevet
930,zuhören::V,соңсх,selaou
931,probieren::V,амсх,blasa
932,riechen::V,үнрчлх,klevet
933,fühlen::V,медх,santout
934,scheinen::V,болҗ медгдх,diskouez bezañ
935,scheinen::V,миниһәр болхла,diskouez bezañ
936,scheinen::V,болад бәәх,diskouez bezañ
937,zu sehen sein::V,үзгдх,bezañ gwelus
938,vernehmen::V,соңсх,merzhañ
939,frieren::V,даарх,anoued
940,tun::V,кех,ober
941,können::V,чадх,gouzout
942,wollen::V,дурлх,fellout da
943,wollen::V,дурлх,kaout c'hoant da
944,anfangen::V,эклх,kregiñ
945,beenden::V,дуусх,achuiñ
946,aufhören::V,уурх,paouez
947,gelingen::V,бүтх,
948,gelingen::V,күцәх,
949,geraten::V,болх,
950,öffnen::V,секх,digeriñ
951,schließen::V,хаах,serriñ
952,stellen::V,тәвх,lakaat
953,setzen::V,суулһх,lakaat
954,legen::V,тәвх,lakaat
955,berühren::V,көндәх,touch
956,verbinden::V,боох,eren
957,bedecken::V,хучх,goloiñ
958,bedecken::V,бүркх,goloiñ
959,aufhängen::V,өлгх,istribilhañ
960,anzünden::V,асах,alumiñ
961,anzünden::V,асах,c'hwezzañ
962,anzünden::V,шатах,alumiñ
963,anzünden::V,шатах,c'hwezzañ
964,aufheben::V,өөдән өргх,dastum
965,zurücklassen::V,үлдәх,lezel
966,verlieren::V,геех,koll
967,fallen lassen::V,алдх,laoskel
968,fallen lassen::V,алдх,lezel da gouezhel
969,machen::V,кех,ober
970,herstellen::V,кех,fardañ
971,bauen::V,тосхх,sevel
972,reparieren::V,ясх,adaozañ
973,verbessern::V,сәәрүлх,gwellaat
974,ändern::V,хүврәх,cheñch
975,graben::V,малтх,kleuzañ
976,beugen::V,нуһлх,plegañ
977,biegen::V,матилһх,krommañ
978,drehen::V,эргүлх,treiñ
979,wenden::V,көмрх,treiñ
980,wenden::V,эргүлх,treiñ
981,umdrehen::V,эргүлх,treiñ
982,heben::V,өргх,sevel
983,heben::V,деер өргх,sevel
984,hochheben::V,өргх,sevel
985,ergreifen::V,бәрх,kemer
986,halten::V,бәрх,dalc'hen
987,drücken::V,шахх,bountañ
988,schieben::V,түлкх,poulzañ
989,kratzen::V,мааҗх,skrabat
990,lecken::V,долах,lipat
991,beißen::V,хазх,kregiñ
992,abreißen::V,таслх,diframmañ
993,abschneiden::V,тәәрх,troc'hañ
994,binden::V,боох,stagañ
995,stecken::V,шаах,sankañ
996,stecken::V,хатхх,sankañ
997,brechen::V,хамхлх,darnaouiñ
998,klopfen::V,цокх,skoiñ
999,hauen::V,цокх,dornañ
1000,kleben::V,наах,pegañ
1001,reiben::V,зүлгх,taravat
1002,reiben::V,зүлгх,trekiñ
1003,streichen::V,наах,toazañ
1004,streichen::V,лашх,toazañ
1005,streichen::V,түркх,toazañ
1006,schleifen::V,хурцлх,lemmañ
1007,schneiden::V,хәәчлх,troc'hañ
1008,rütteln::V,дәәвлүлх,tordorosañ
1009,schütteln::V,сегсрх,hejañ
1010,schwenken::V,дайлх,
1011,schütten::V,кех,diskargañ
1012,füllen::V,дүүргх,kargañ
1013,einwickeln::V,орах,gronnañ
1014,tragen::V,зөөх,dougen
1015,schleppen::V,чирх,stlejal
1016,ziehen::V,татх,sachañ
1017,aufbewahren::V,хадһлх,miret
1018,werfen::V,хайх,teuler
1019,fangen::V,бәрх,tapañ
1020,fangen::V,хавлх,tapañ
1021,packen::V,бәрх,krapat
1022,verstecken::V,дүрх,kuzhat
1023,verstecken::V,бултулх,kuzhat
1024,teilen::V,хувах,rannañ
1025,schicken::V,илгәх,kas
1026,bringen::V,авч ирх,degas
1027,hinzufügen::V,немх,lakat ouzhpenn
1028,bekommen::V,авх,kaout
1029,erhalten::V,авх ,kaout
1030,nehmen::V,авх,kemer
1031,wählen::V,шүүх,choaz
1032,auswählen::V,шүүх,dibab
1033,bewahren::V,хадһлх,mirout
1034,bewahren::V,кевтнь үлдәх,mirout
1035,bewahren::V,кевтнь бәәлһх,mirout
1036,behindern::V,харшлх,diaezañ
1037,verderben::V,үрәх,lovrañ
1038,beschädigen::V,эвдх,gwallegañ
1039,zerbrechen::V,күүлх,torriñ
1040,zerbrechen::V,хамхлх,torriñ
1041,zerreißen::V,шуучх,diroegiñ
1042,zerstören::V,эвдх,distrujañ
1043,verbrennen::V,шатах,deviñ
1044,geben::V,өгх,reiñ
1045,reichen::V,өгх,
1046,schenken::V,белглх,donezonañ
1047,versprechen::V,амлх,prometiñ
1048,wünschen::V,сә хәәх,hetiñ
1049,loben::V,магтх,feurmiñ
1050,küssen::V,үмсх,pokat
1051,wiegen::V,саатулх,pouezañ
1052,zudecken::V,бүркх,goloiñ
1053,wecken::V,серүлх,dihuniñ
1054,zeigen::V,үзүлх,diskouez
1055,führen::V,көтлх,kas
1056,lehren::V,заах,deskiñ
1057,lehren::V,сурһх,deskiñ
1058,unterrichten::V,сурһх,kelenn
1059,unterrichten::V,багшлх,kelenn
1060,aufziehen::V,өскәх,
1061,leiten::V,һардх,bleinañ
1062,leiten::V,толһалх,bleinañ
1063,antreiben::V,шамдах,poulzañ
1064,lassen::V,күч үзүлх,leuskel
1065,einladen::V,үрх,pediñ
1066,vereinigen::V,хамцулх,unisañ
1067,besuchen::V,одх,gweladenniñ
1068,treffen::V,харһх,kejal
1069,treffen::V,харһх,ankontrañ
1070,sich versammeln::V,цуглрх,bodennañ
1071,sich versammeln::V,хурх,bodennañ
1072,spielen::V,наадх,c'hoari
1073,singen::V,дуулх,kanañ
1074,tanzen::V,биилх,dañsal
1075,sich trennen::V,хаһцх,dispartiañ
1076,verlassen::V,хайх,lezel
1077,retten::V,әм аврх,saveteiñ
1078,retten::V,әәмшгәс харсх,saveteiñ
1079,bewachen::V,харх,mesa
1080,bewachen::V,манх,mesa
1081,schützen::V,харсх,diwall
1082,verteidigen::V,харсх,difenn
1083,sich schlagen::V,гүвдлдх,lopañ
1084,schießen::V,хах,
1085,siegen::V,диилх,trec'hiñ
1086,ärgern::V,уурлулх,hegasiñ
1087,schlagen::V,цокх,skeiñ
1088,schlagen::V,гүвдх,skeiñ
1089,stechen::V,хатхх,pikat
1090,stoßen::V,түлкчкх,stokañ
1091,stehlen::V,хулхалх,laerezh
1092,stören::V,һә болх,direnkañ
1093,belästigen::V,амр эс өгх,dregasiñ
1094,verbergen::V,нуух,skoachañ
1095,verbergen::V,бултулх,skoachañ
1096,täuschen::V,меклх,tromplañ
1097,betrügen::V,меклх,lorbañ
1098,betrügen::V,мек һарһх,lorbañ
1099,töten::V,алх,lazhañ
1100,wohnen::V,бәәх,bezañ o chom
1101,arbeiten::V,көдлх,labourat
1102,sammeln::V,түүх,dastum
1103,pflücken::V,түүх,kuntuilhañ
1104,pflücken::V,хурах,kuntuilhañ
1105,jagen::V,аңнх,chaseal
1106,jagen::V,аңһучлх,chaseal
1107,fischen::V,заһс аңнх,pesketa
1108,fassen::V,бәрх,pakañ
1109,hüten::V,хәрүлх,geota
1110,treiben::V,туух,
1111,anbinden::V,уйх,stagañ
1112,füttern::V,теҗәх,boueta
1113,melken::V,саах,goro
1114,hacken::V,чавчх,difrakal
1115,gießen::V,услх,dourañ
1116,reifen::V,болх,azviñ
1117,reifen::V,болвсрх,azviñ
1118,zubereiten::V,белдх,keginañ
1119,kochen::V,чанх,poazhañ
1120,kochen::V,болһх,poazhañ
1121,backen::V,болһх,fritañ
1122,braten::V,хуурх,rostañ
1123,umrühren::V,самрх,
1124,stricken::V,өлгх,stammañ
1125,nähen::V,уйх,gwriat
1126,färben::V,будх,livañ
1127,reinigen::V,цеврлх,naetañ
1128,waschen::V,уһах,gwalc'hiñ
1129,abwischen::V,арчх,torchañ
1130,spülen::V,зәәлх,disgwalc'hiñ
1131,fegen::V,сәвүрдх,skubañ
1132,kehren::V,сәвүрдх,skubañ
1133,baden::V,өөмх,kouronkañ
1134,sich waschen::V,уһах,en em walc'hiñ
1135,sich waschen::V,бийән уһаҗ,en em walc'hiñ
1136,ausziehen::V,тәәлх,
1137,anziehen::V,өмсх,
1138,sich anziehen::V,хувцлх,gwiskañ
1139,kämmen::V,самлх,kribat
1140,schmücken::V,чимх,kinklañ
1141,schmücken::V,кеерүлх,kinklañ
1142,sagen::V,келх,larêt
1143,sagen::V,келх,lavaret
1144,sprechen::V,келх,komz
1145,reden::V,күүндх,kaozeal
1146,reden::V,күр_кех,kaozeal
1147,sich unterhalten::V,күүндх,balbotal
1148,fragen::V,сурх,goulenn
1149,bitten::V,эрх,goulenn
1150,erzählen::V,келх,kontañ
1151,erzählen::V,келҗ өгх,kontañ
1152,mitteilen::V,медүлх,kemenn
1153,nennen::V,нерәдх,anviñ
1154,nennen::V,нер өгх,anviñ
1155,rufen::V,дуудх,gelver
1156,prahlen::V,көөрх,fougeal
1157,übersetzen::V,орчулх,treiñ
1158,denken::V,санх,soñjal
1159,glauben::V,шүтх,krediñ
1160,glauben::V,нәәлх,krediñ
1161,bemerken::V,темдглх,apresevañ
1162,erkennen::V,таньх,anavout
1163,erkennen::V,медх,anavout
1164,begreifen::V,медх,meizañ
1165,verstehen::V,соңсх,kompren
1166,lernen::V,сурх,deskiñ
1167,wissen::V,медх,gouzout
1168,sich erinnern an::V,санх,kaout soñj e
1169,vergessen::V,мартх,ankouaat
1170,messen::V,кемҗәлх,muzuliañ
1171,zählen::V,тоолх,kontañ
1172,rechnen::V,тоолх,jedañ
1173,lesen::V,умшх,lenn
1174,malen::V,зурх,livañ
1175,zeichnen::V,зурх,tresañ
1176,schreiben::V,бичх,skrivañ
1177,besitzen::V,эзлх,kaout
1178,kaufen::V,хулдҗ авх,prenañ
1179,verkaufen::V,хулдх,gwerzhañ
1180,verkaufen::V,гүүлгх,gwerzhañ
1181,bezahlen::V,өгх,paeañ
1182,zahlen::V,өгх,paeañ
1183,beherrschen::V,эзлх,mestroniañ
1184,ertragen::V,даах,anduriñ
1185,treten::V,,botaouiñ
