,Concept_ID,ml,cv
590,weich::A,മൃദുവായ,ҫемҫе
591,rund::A,വട്ടത്തിലുള്ള,ҫавра
592,spitz::A,മുനയുള്ള,шӗвӗр
593,scharf::A,മൂർച്ചയുള്ള,ҫивӗч
594,stumpf::A,തുറന്നടിക്കുന്ന,мӑка
595,stumpf::A,തുറന്നടിക്കുന്ന,пуклак
596,stumpf::A,തുറന്നടിക്കുന്ന,тӗрӗнчӗк
597,stumpf::A,തുറന്നടിക്കുന്ന,ӑнкарусӑр
598,schwer::A,ഭാരമുള്ള,йывӑр
599,schön::A,മനോഹരമായ,илемлӗ
600,heiß::A,ചൂടുള്ള,вӗри
601,warm::A,ചൂടുള്ള,ӑшӑ
602,kalt::A,തണുത്ത,сивӗ
603,kühl::A,തണുപ്പുള്ള,уҫӑ
604,frisch::A,ശുദ്ധമായ,уҫӑ
605,feucht::A,ഈറനുള്ള,йӗпе
606,nass::A,നനഞ്ഞ,нӳрӗ
607,trocken::A,വരണ്ട,типӗ
608,voll::A,നിറയെ,тулли
609,leer::A,ഒഴിഞ്ഞ,пушӑ
610,offen::A,തുറന്ന,уҫӑ
611,geschlossen::A,അടച്ച,хупӑ
612,sauber::A,വൃത്തിയുള്ള,таса
613,schmutzig::A,അഴുക്കുനിറഞ്ഞ,пылчӑклӑ
614,schmutzig::A,അഴുക്കുനിറഞ്ഞ,вараланчӑк
615,roh::A,അസംസ്കൃതമായ,чӗрӗ
616,reif::A,പഴുത്ത,пулнӑ
617,reif::A,പഴുത്ത,пиҫӗхнӗ
618,reif::A,പഴുത്ത,аталаннӑ
619,reif::A,പഴുത്ത,пиҫсе ҫитнӗ
620,lecker::A,രുചികരമായ,тутлӑ
621,lecker::A,രുചികരമായ,техӗмлӗ
622,süß::A,മധുരമുള്ള,пылак
623,bitter::A,കടുത്ത,йӳҫӗ
624,sauer::A,പുളിപ്പുള്ള,йӳҫӗ
625,sauer::A,പുളിപ്പുള്ള,йӳҫек
626,sauer::A,പുളിപ്പുള്ള,кӑвасак
627,hell::A,ജ്വലിക്കുന്ന,ҫутӑ
628,dunkel::A,ഇരുണ്ട,тӗттӗм
629,schwarz::A,കറുത്ത,хура
630,weiß::A,വെളുത്ത,шурӑ
631,rot::A,ചുവന്ന,хӗрлӗ
632,gelb::A,മഞ്ഞനിറമായ,сарӑ
633,blau::A,നീലനിറമുള്ള,кӑвак
634,grün::A,പച്ചനിറമുള്ള,симӗс
635,grün::A,പച്ചനിറമുള്ള,пиҫмен
636,grün::A,പച്ചനിറമുള്ള,ӑс пухман
637,grau::A,ചാരനിറത്തിലുള്ള,кӑвак
638,bunt::A,വർണ്ണശബളമായ,чӑпар
639,billig::A,വിലകുറഞ്ഞ,йӳнӗ
640,teuer::A,ചെലവേറിയ,хаклӑ
641,wertvoll::A,വിലപിടിപ്പുള്ള,паха
642,blind::A,അന്ധനായ,суккӑр
643,taub::A,കേൾവിക്കുറവുള്ള,хӑлхасӑр
644,kräftig::A,ശക്തിയുള്ള,хӑватлӑ
645,stark::A,ബലമുള്ള,вирлӗ
646,schwach::A,ക്ഷീണിച്ച,халсӑр
647,fett::A,കൊഴുപ്പുള്ള,самӑр
648,fett::A,കൊഴുപ്പുള്ള,мӑнтӑр
649,schlank::A,മെലിഞ്ഞ,йӑрӑс
650,schlank::A,മെലിഞ്ഞ,яштака
651,hübsch::A,മനോഹരമായ,хитре
652,böse::A,പാപിയായ,усал
653,dumm::A,വിവരംകെട്ട,ухмах
654,faul::A,അലസനായ,наян
655,faul::A,അലസനായ,юлхав
656,faul::A,അലസനായ,ӳркенчӗк
657,fleißig::A,അദ്ധ്വാനശീലമുള്ള,хастар
658,geizig::A,പിശുക്കനായ,хытӑ
659,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,ӑслӑ
660,geschickt::A,പ്രതിഭാശാലി,ӑста
661,lieb::A,പ്രിയപ്പെട്ട,савнӑ
662,lustig::A,ആനന്ദകരമായ,хаваслӑ
663,sanft::A,സൌമ്യമായ,ачаш
664,hungrig::A,വിശപ്പുള്ള,выҫӑ
665,krank::A,അസുഖമുള്ള,чирлӗ
666,nackt::A,നഡമായ,ҫара
667,traurig::A,വിഷമമുള്ള,салхуллӑ
668,lebendig::A,ഉപജീവനം,чӗрӗ
669,gut::A,നല്ല,аван
670,gut::A,നല്ല,лайӑх
671,schlecht::A,മോശമായ,япӑх
672,schlecht::A,മോശമായ,начар
673,richtig::A,ശരിയായ,тӗрӗс
674,schlimm::A,വൃത്തികെട്ട,йӗрӗнчӗк
675,wahr::A,ശരിയായ,чӑн
676,alt::A,പഴയ,кивӗ
677,neu::A,പുതിയ,ҫӗнӗ
678,ehemalig::A,മുൻ,пулнӑ
679,alt[Lebewesen]::A,വയസ്സുള്ള,ватӑ
680,jung::A,കൌമാരമായ,яш
681,jung::A,കൌമാരമായ,ҫамрӑк
682,arm::A,പാവപ്പെട്ട,чухӑн
683,reich::A,സമ്പന്നമായ,пуян
684,bekannt::A,പരിചിതമായ,пӗлӗш
685,berühmt::A,പ്രശസ്തനായ,чаплӑ
686,fremd::A,വൈദേശികമായ,ют
687,verschieden::A,വ്യത്യസ്തമായ,расна
688,nah::A,അരികത്തുള്ള,ҫывӑх
689,nah::A,അരികത്തുള്ള,ҫывӑхри
690,fern::A,അകലെയുള്ള,инҫе
691,fern::A,അകലെയുള്ള,аякри
692,linker::A,അവശേഷിച്ച,сулахай
693,rechter::A,വലത്തേ,сылтӑм
694,anderer::A,മറ്റുള്ള,урӑх
695,erster::A,ആദ്യത്തെ,пӗрремӗш
696,zweiter::A,രണ്ടാം,иккӗмӗш
697,dritter::A,മൂന്നാമത്,виҫҫӗмӗш
698,letzter::A,അവസാനത്തെ,юлашки
699,allein::ADV,തനിച്ചുള്ള,пӗччен
700,auf einmal::ADV,ഉടന്,кӗмӗрккен
701,zusammen::ADV,ഒരുമിച്ച,пӗрле
702,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,вӑрах
703,plötzlich::ADV,പെട്ടെന്ന്,сасартӑк
704,sofort::ADV,തത്ക്ഷണം,тӳрех
705,später::ADV,പിന്നീട്,кайран
706,jetzt::ADV,ഇപ്പോൾ,халь
707,jetzt::ADV,ഇപ്പോൾ,халӗ
708,heute::ADV,ഇന്ന്,паян
709,morgen::ADV,നാളെ,ыран
710,bald::ADV,ഉടനെ,халех
711,bald::ADV,ഉടനെ,кӗҫех
712,dann::ADV,അപ്പോൾ,унтан
713,gestern::ADV,ഇന്നലെ,ӗнер
714,einst::ADV,പണ്ടൊരിക്കല്,пӗррехинче
715,damals::ADV,അപ്പോൾ,ун чухне
716,damals::ADV,അപ്പോൾ,апла пулсан
717,danach::ADV,പിന്നീട്,унтан
718,vorher::ADV,മുൻപ്,малтан
719,zuerst::ADV,ആദ്യം,пирвай
720,einmal::ADV,ഒരിക്കൽ,пӗррехинче
721,manchmal::ADV,ചിലപ്പോൾ,хӑш чухне
722,oft::ADV,പലപ്പോഴും,тӑтӑш
723,immer::ADV,എപ്പോഴും,ялан
724,niemals::ADV,ഒരിക്കലും,нихӑҫан та
725,hier::ADV,ഇവിടെ,кунта
726,hierhin::ADV,ഇവിടേക്ക്,кунта
727,von hier::ADV,ഇവിടെനിന്ന്,кунтан
728,dort::ADV,അവിടെ,унта
729,dort::ADV,അവിടെ,ҫавӑнта
730,dorthin::ADV,അവിടേക്ക്,унта
731,dorthin::ADV,അവിടേക്ക്,ҫавӑнта
732,geradeaus::ADV,മുമ്പിൽ,тикӗс
733,geradeaus::ADV,മുമന്നോട്ട്,тикӗс
734,vorwärts::ADV,മുന്നോട്ട്,малалла
735,rückwärts::ADV,തലതിരിച്ച്,хыҫала
736,zurück::ADV,പുറകിലേക്ക്,каялла
737,unten::ADV,താഴെ,аялта
738,hinab::ADV,താഴേക്ക്,аялта
739,oben::ADV,മുകളിൽ,ҫӳлте
740,hinauf::ADV,മുകളിൽ,ҫӳле
741,überall::ADV,എല്ലായിടത്തും,таҫта та
742,überall::ADV,എല്ലായിടത്തും,пур ҫӗрте те
743,überall::ADV,എല്ലായിടത്തും,кирек ӑҫта та
744,nicht::ADV,ഇല്ല,мар
745,ein wenig::ADV,കുറച്ച്,пӑртак
746,kaum::ADV,കഷ്ടിച്ച്,аран
747,sehr::ADV,വളരെ,питӗ
748,so::ADV,അങ്ങനെ,апла
749,noch::ADV,ഇപ്പോഴും,татах
750,nur::ADV,മാത്രം,ҫех
751,schon::ADV,നേരത്തേ തന്നെ,ӗнтӗ
752,wieder::ADV,വീണ്ടും,каллех
753,vergebens::ADV,വിഫല,харам
754,vor::PRP,മുമ്പിൽ,умӗнче
755,hinter::PRP,പുറകിൽ,кайра
756,unter::PRP,കീഴിൽ,айне
757,unter::PRP,കീഴിൽ,айӗпе
758,unter::PRP,കീഴിൽ,айӗнче
759,unter::PRP,കീഴിൽ,ҫитеспе
760,durch::PRP,ഉള്ളിലൂടെ,витӗр
761,neben::PRP,അടുത്ത്,патӗнче
762,zwischen::PRP,ഇടയ്ക്ക്,хушшинче
763,wegen::PRP,നിമിത്തം,пула
764,wegen::PRP,നിമിത്തം,пирки
765,dies::PRN,ഇത്,ку
766,dies::PRN,ഇത്,ҫак
767,das::PRN,അത്,ҫав
768,alles::PRN,എല്ലാം,пурте
769,alles::PRN,എല്ലാം,йӑлт
770,ich::PRN,ഞാൻ,эп
771,du::PRN,നിങ്ങൾ,эс
772,er::PRN,അദ്ദേഹം,вӑл
773,er::PRN,അയാൾ,вӑл
774,er::PRN,അവൻ,вӑл
775,er::PRN,അവർ,вӑл
776,er::PRN,അവൾ,вӑл
777,wir::PRN,നമ്മൾ,эпир
778,ihr::PRN,നിങ്ങൾ,эсир
779,sie::PRN,അവർ,вӗсем
780,was::FPRN,എന്ത്,мӗн
781,was::FPRN,എന്ത്,мӗскер
782,was::FPRN,എന്ത്,мӗн те пулин
783,wer::FPRN,ആര്,кам
784,wo::FADV,എവിടെ,ӑҫта
785,wohin::FADV,എവിടേക്ക്,ӑҫта
786,wie::FADV,എങ്ങനെ,епле
787,wie::FADV,എങ്ങനെ,мӗнле
788,warum::FADV,എന്തുകൊണ്ട്,ма
789,warum::FADV,എന്തുകൊണ്ട്,мӗншӗн
790,wieviel::FNUM,എത്ര,миҫе
791,eins::NUM,ഒന്ന്,пӗр
792,eins::NUM,ഒന്ന്,пӗрре
793,zwei::NUM,രണ്ട്,ик
794,zwei::NUM,രണ്ട്,икӗ
795,zwei::NUM,രണ്ട്,иккӗ
796,drei::NUM,മൂന്ന്,виҫ
797,drei::NUM,മൂന്ന്,виҫӗ
798,drei::NUM,മൂന്ന്,виҫҫӗ
799,vier::NUM,നാല്,тӑват
800,fünf::NUM,അഞ്ച്,пилӗк
801,fünf::NUM,അഞ്ച്,пиллӗк
802,sechs::NUM,ആറ്,улт
803,sechs::NUM,ആറ്,ултӑ
804,sechs::NUM,ആറ്,улттӑ
805,sieben::NUM,ഏഴ്,ҫич
806,sieben::NUM,ഏഴ്,ҫичӗ
807,sieben::NUM,ഏഴ്,ҫиччӗ
808,acht::NUM,എട്ട്,сакӑр
809,acht::NUM,എട്ട്,саккӑр
810,neun::NUM,ഒമ്പത്,тӑхӑр
811,neun::NUM,ഒമ്പത്,тӑххӑр
812,zehn::NUM,പത്ത്,вунӑ
813,zehn::NUM,പത്ത്,вуннӑ
814,elf::NUM,പതിനൊന്ന്,вун пӗр
815,zwölf::NUM,പന്ത്രണ്ട്,вун ик
816,zwölf::NUM,പന്ത്രണ്ട്,вун икӗ
817,zwölf::NUM,പന്ത്രണ്ട്,вун иккӗ
818,zwanzig::NUM,ഇരുപത്,ҫирӗм
819,dreißig::NUM,മുപ്പത്,вӑтӑр
820,vierzig::NUM,നാൽപ്പത്,хӗрӗх
821,fünfzig::NUM,അൻപത്,аллӑ
822,sechzig::NUM,അറുപത്,утмӑл
823,siebzig::NUM,എഴുപത്,ҫитмӗл
824,achtzig::NUM,എൺപത്,сакӑр вунӑ
825,achtzig::NUM,എൺപത്,сакӑр вуннӑ
826,neunzig::NUM,തൊണ്ണൂറ്,тӑхӑр вун
827,neunzig::NUM,തൊണ്ണൂറ്,тӑхӑр вунӑ
828,neunzig::NUM,തൊണ്ണൂറ്,тӑхӑр вуннӑ
829,hundert::NUM,നൂറ്,ҫӗр
830,tausend::NUM,ആയിരം,пин
831,und::CNJ,ഉം,та
832,oder::CNJ,അഥവാ,е
833,stehen::V,നിൽക്കുക,тӑр
834,sitzen::V,ഇരിക്കുക,лар
835,liegen::V,കിടക്കുക,вырт
836,hängen::V,തൂങ്ങുക,усӑнса тӑр
837,hängen::V,തൂങ്ങുക,ҫакӑнса тӑр
838,werden::V,ആയിത്തീരുക,пул
839,passieren::V,സംഭവിക്കുക,пул
840,beginnen::V,ആരംഭിക്കുക,пуҫлан
841,enden::V,അവസാനിപ്പിക്കുക,пӗт
842,enden::V,അവസാനിപ്പിക്കുക,вӗҫлен
843,wechseln::V,മാറ്റുക,улшӑн
844,aufgehen[Sonne]::V,ഉയരുക,тух
845,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,анса лар
846,scheinen[Sonne]::V,പ്രകാശിക്കുക,пӑх
847,donnern::V,ഇടിവെട്ടുക,кӗмсӗртет
848,donnern::V,ഇടിവെട്ടുക,авӑт
849,wehen::V,വീശുക,варкӑш
850,strömen::V,ഒഴുകുക,тӑкӑн
851,fließen::V,ഒഴുകുക,юх
852,sich drehen::V,ചുറ്റുക,ҫаврӑн
853,sich drehen::V,കറക്കുക,ҫаврӑн
854,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,чӳхен
855,schwingen::V,ആടുക,суллан
856,fallen::V,വീഴുക,кип
857,fallen::V,വീഴുക,тӳр кип
858,fallen::V,വീഴുക,татӑлса ан
859,brennen::V,കത്തുക,ҫун
860,rauchen::V,പുകയുക,мӑкӑрлан
861,rauchen::V,പുകയുക,тӗтӗм кӑлар
862,regnen::V,മഴ_പെയ്യുക,ҫумӑр ҫӑвать
863,gefrieren::V,തണത്ത്_മരവിക്കുക,шӑн
864,tauen::V,അലിയുക,ирӗл
865,schmelzen::V,ഉരുകുക,ирӗл
866,trocknen::V,വരളുക,тип
867,sieden::V,തിളപ്പിക്കുക,вӗре
868,faulen::V,ചീയുക,ҫӗр
869,verfaulen::V,അഴുകുക,ҫӗр
870,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,ҫурӑл
871,versinken::V,മുക്കുക,пут
872,vergehen::V,കടന്നുപോകുക,ирт
873,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,курӑн
874,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,курӑнса кай
875,verschwinden::V,അദൃശ്യമാകുക,ҫухал
876,sinken::V,താഴുക,чак
877,abnehmen::V,കുറിയുക,чак
878,zunehmen::V,വർദ്ധിക്കുക,пысӑклан
879,steigen::V,ഉയരുക,ҫӗклен
880,wachsen::V,വളരുക,ӳс
881,glänzen::V,മിന്നുക,ҫиҫ
882,funkeln::V,തിളങ്ങുക,ялкӑш
883,funkeln::V,തിളങ്ങുക,йӑлтӑртат
884,lärmen::V,ശബ്ദമുണ്ടാക്കുക,шавла
885,läuten::V,മണിമുഴങ്ങുക,шӑнкӑравла
886,klingeln::V,ചിലമ്പുക,шӑнкӑравла
887,klirren::V,കിലുക്കുക,калтлат
888,klirren::V,കിലുക്കുക,шӑнкӑлтат
889,brausen::V,മുഴങ്ങുക,ахӑр
890,rauschen::V,അനങ്ങുക,вашӑлтат
891,rauschen::V,അനങ്ങുക,чашӑлтат
892,klingen::V,മുഴക്കുക,янӑра
893,bellen::V,കുരയ്ക്കുക,вӗр
894,heulen::V,ഓരിയിടുക,ула
895,blasen::V,ഊതുക,вӗр
896,pfeifen::V,വിസിലടിക്കുക,шӑхӑр
897,schreien::V,ആക്രോശിക്കുക,кӑшкӑр
898,stöhnen::V,അരക്കം,йынӑш
899,stöhnen::V,ആർത്തനാദം,йынӑш
900,zittern::V,വിറയ്ക്കുക,чӗтре
901,leben::V,താമസിക്കുക,пурӑн
902,geboren werden::V,ജനിക്കുക,ҫурал
903,atmen::V,ശ്വസിക്കുക,сывла
904,trinken::V,കുടിക്കുക,ӗҫ
905,essen::V,കഴിക്കുക,ҫи
906,schlucken::V,വിഴുങ്ങുക,ҫӑт
907,müde werden::V,ക്ഷീണിക്കുക,ӗшен
908,einschlafen::V,നിദ്രിക്കുക,ыйха пут
909,einschlafen::V,നിദ്രിക്കുക,ҫывӑрса кай
910,schlafen::V,ഉറങ്ങുക,ҫывӑр
911,aufwachen::V,ഉണരുക,вӑран
912,aufstehen::V,എഴുന്നേൽക്കുക,тӑр
913,sich erholen::V,വിശ്രമിക്കുക,кан
914,krank werden::V,ദീനംപിടിക്കുക,чирле
915,krank sein::V,രോഗികളാകുക,чирле
916,schmerzen::V,വേദനിക്കുക,сур
917,schmerzen::V,വേദനിക്കുക,ырат
918,husten::V,ചുമയ്ക്കുക,ӳсӗр
919,genesen::V,സുഖപ്പെടുക,сывал
920,genesen::V,സുഖപ്പെടുക,тӳрлен
921,sterben::V,മരിക്കുക,вил
922,umkommen::V,മരിക്കുക,вил
923,sich bewegen::V,സ്ഥലം_മാറുക,куҫ
924,sich rühren::V,ചലിക്കുക,хускал
925,sich erheben::V,നിൽക്കുക,тӑр
926,sich setzen::V,ഇരിക്കുക,лар
927,hinfallen::V,വീഴുക,ӳк
928,laufen::V,നടക്കുക,ут
929,schreiten::V,നടക്കുക,ут
930,spazierengehen::V,ഉലാത്തുക,уҫӑлса ҫӳре
931,spazierengehen::V,ഉലാത്തുക,уткаласа ҫӳре
932,eilen::V,പാഞ്ഞെത്തുക,васка
933,eilen::V,പാഞ്ഞെത്തുക,хыпалан
934,sich beeilen::V,തിരിക്കുകൂട്ടുക,васка
935,sich beeilen::V,തിരിക്കുകൂട്ടുക,хыпалан
936,sich beeilen::V,തിടുക്കം_കാട്ടുക,васка
937,sich beeilen::V,തിടുക്കം_കാട്ടുക,хыпалан
938,sausen::V,കുതിക്കുക,ыткӑн
939,sausen::V,കുതിക്കുക,вӗҫтер
940,rennen::V,ഓടുക,чуп
941,springen::V,ചാടുക,сик
942,klettern::V,കയറുക,улӑх
943,schaukeln::V,ഇളകുക,йӳрӗн
944,kriechen::V,പതുങ്ങികയറുക,шу
945,kriechen::V,പതുങ്ങികയറുക,упален
946,schwimmen::V,നീന്തുക,иш
947,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,чӑм
948,rudern::V,തുഴയുക,авӑс
949,fahren::V,വാഹനം ഓടിക്കുക,пыр
950,fliegen::V,പറക്കുക,вӗҫ
951,gehen::V,പോകുക,кай
952,weggehen::V,വിടുക,кай
953,abfahren::V,പുറപ്പെടുക,тапран
954,anhalten::V,നിർത്തുക,чарӑн
955,hineingehen::V,പ്രവേശിക്കുക,кӗр
956,eintreten::V,പ്രവേശിക്കുക,кӗр
957,kommen::V,വരുക,кил
958,ankommen::V,എത്തിച്ചേരുക,ҫит
959,zurückkommen::V,തിരിച്ചു വരുക,таврӑн
960,zurückkommen::V,തിരിച്ചു വരുക,каялла кил
961,bleiben::V,തുടരുക,юл
962,warten::V,കാത്തിരിക്കുക,кӗт
963,erwarten::V,പ്രതീക്ഷിക്കുക,кӗт
964,suchen::V,തിരയുക,шыра
965,finden::V,കണ്ടെത്തുക,туп
966,versuchen::V,ശ്രമിക്കുക,пикен
967,vorbereiten::V,തയ്യാറെടുക്കുക,хатӗрле
968,lieben::V,സ്നേഹിക്കുക,юрат
969,mögen::V,ഇഷ്ടപ്പെടുക,кӑмӑлла
970,mögen::V,ഇഷ്ടപ്പെടുക,килӗштер
971,lachen::V,ചിരിക്കുക,кул
972,lachen::V,ചിരിക്കുക,ахӑлтат
973,rühren::V,ഹൃദയം സ്പർശിക്കുക,ҫулӑх
974,weinen::V,തേങ്ങുക,йӗр
975,weinen::V,തേങ്ങുക,макӑр
976,schimpfen::V,പിറുപിറുക്കുക,вӑрҫ
977,schimpfen::V,പിറുപിറുക്കുക,ятлаҫ
978,sich ärgern::V,കോപിക്കുക,ҫиллен
979,sich fürchten::V,പേടിക്കുക,шиклен
980,fürchten::V,പേടിക്കുക,хӑра
981,fliehen::V,രക്ഷപ്പെടുക,тар
982,flüchten::V,രക്ഷപ്പെടുക,чупса тар
983,sehen::V,കാണുക,кур
984,anschauen::V,നോക്കുക,пӑхса ил
985,ansehen::V,നോക്കുക,пӑх
986,hören::V,കേൾക്കുക,илт
987,zuhören::V,ശ്രദ്ധിക്കുക,итле
988,zuhören::V,ശ്രദ്ധിക്കുക,тӑнла
989,probieren::V,രുചിയുള്ളതായി_തോന്നുക,астив
990,riechen::V,മണത്തു_നോക്കുക,шӑршла
991,fühlen::V,സ്പർശിച്ചറിയുക,туй
992,fühlen::V,സ്പർശിച്ചറിയുക,сис
993,scheinen::V,കാണപ്പെടുക,туйӑн
994,zu sehen sein::V,വെളിച്ചപ്പെടുക,курӑн
995,vernehmen::V,കേൾക്കുക,пӑл
996,frieren::V,വിറയ്ക്കുക,йӳтен
997,tun::V,ചെയ്യുക,ту
998,können::V,കഴിയുക,пултар
999,wollen::V,വേണുക,те
1000,anfangen::V,തുടങ്ങുക,пуҫла
1001,beenden::V,പൂർത്തിയാക്കുക,пӗтер
1002,aufhören::V,നിർത്തുക,пӑрах
1003,gelingen::V,വിജയിക്കുക,ӑн
1004,geraten::V,പരിണമിക്കുക,пул
1005,öffnen::V,തുറക്കുക,уҫ
1006,schließen::V,അടയ്ക്കുക,хуп
1007,stellen::V,വയ്ക്കുക,ларт
1008,stellen::V,വയ്ക്കുക,тӑрат
1009,setzen::V,വയ്ക്കുക,ларт
1010,legen::V,ഇടുക,хур
1011,berühren::V,തൊടുക,перӗн
1012,verbinden::V,ഘടിപ്പിക്കുക,сып
1013,bedecken::V,മുടുക,вит
1014,aufhängen::V,കെട്ടിതൂക്കുക,ҫак
1015,anzünden::V,കത്തിക്കുക,ҫут
1016,aufheben::V,പെറുക്കിയെടുക്കുക,ҫӗкле
1017,zurücklassen::V,വച്ചുപോരുക,манса хӑвар
1018,verlieren::V,നഷ്ടപ്പെടുക,ҫӗтер
1019,fallen lassen::V,വീഴ്ത്തുക,ӳкер
1020,machen::V,ഉണ്ടാക്കുക,ту
1021,herstellen::V,ഉൽപാദിപ്പിക്കുക,ӑстала
1022,bauen::V,നിർമ്മിക്കുക,ту
1023,reparieren::V,നന്നാക്കുക,юса
1024,verbessern::V,മെച്ചപ്പെടുക,лайӑхлат
1025,ändern::V,മാറ്റംവരുത്തുക,улӑштар
1026,graben::V,കുഴിക്കുക,чав
1027,graben::V,കുഴിക്കുക,чакала
1028,beugen::V,വണങ്ങുക,кукӑрт
1029,biegen::V,കുനിയുക,ав
1030,biegen::V,കുനിയുക,кукӑрт
1031,drehen::V,തിരിക്കുക,ҫавӑр
1032,wenden::V,തിരിയുക,ӳпӗнтер
1033,umdrehen::V,തിരിയുക,ҫавӑр
1034,heben::V,ഉയർത്തുക,хӑпарт
1035,hochheben::V,ഉയർത്തുക,йӑт
1036,ergreifen::V,ബലമായി_പിടിക്കുക,тыт
1037,halten::V,പിടിക്കുക,тыт
1038,drücken::V,അമർത്തുക,пус
1039,schieben::V,തള്ളുക,тӗк
1040,schieben::V,തള്ളുക,тӗрт
1041,kratzen::V,ചുരണ്ടുക,хыр
1042,lecken::V,നക്കുക,ҫула
1043,beißen::V,കടിക്കുക,ҫырт
1044,beißen::V,കടിക്കുക,хып
1045,abreißen::V,കീറിക്കളയുക,тат
1046,abschneiden::V,മുറിച്ചുമാറ്റുക,кас
1047,binden::V,കെട്ടുക,ҫых
1048,stecken::V,തുളയ്ക്കുക,чик
1049,brechen::V,ഉടയുക,хуҫ
1050,klopfen::V,തട്ടുക,такка
1051,hauen::V,അടിക്കുക,шакка
1052,kleben::V,ഒട്ടിക്കുക,ҫыпӑҫтар
1053,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,сӑтӑр
1054,streichen::V,പടർത്തുക,сӗр
1055,schleifen::V,പൊടിക്കുക,хӑйра
1056,schneiden::V,മുറിക്കുക,кас
1057,rütteln::V,മുട്ടുക,лӑка
1058,rütteln::V,മുട്ടുക,силлентер
1059,schütteln::V,കുലുക്കുക,лӑка
1060,schütteln::V,കുലുക്കുക,силлентер
1061,schwenken::V,ആടുക,сулла
1062,schütten::V,ഒഴിക്കുക,тултар
1063,füllen::V,നിറയ്ക്കുക,тултар
1064,einwickeln::V,പൊതിയുക,чӗрке
1065,tragen::V,വഹിക്കുക,ҫӗкле
1066,schleppen::V,വലിച്ചിഴയ്ക്കുക,сӗтӗр
1067,ziehen::V,വലിക്കുക,тӑс
1068,aufbewahren::V,വയ്ക്കുക,усра
1069,werfen::V,എറിയുക,пӑрах
1070,fangen::V,പിടിക്കുക,тыт
1071,packen::V,തട്ടിപ്പറിക്കുക,тыт
1072,verstecken::V,മറയ്ക്കുക,пытарса хур
1073,teilen::V,വിഭജിക്കുക,уйӑр
1074,teilen::V,വിഭജിക്കുക,пайла
1075,schicken::V,അയയ്ക്കുക,яр
1076,bringen::V,കൊണ്ടുവരുക,кӳр
1077,hinzufügen::V,കൂട്ടുക,хуш
1078,bekommen::V,കിട്ടുക,ил
1079,bekommen::V,കിട്ടുക,туян
1080,erhalten::V,സ്വീകരിക്കുക,ил
1081,erhalten::V,സ്വീകരിക്കുക,туян
1082,nehmen::V,എടുക്കുക,ил
1083,wählen::V,തിരഞ്ഞെടുക്കുക,суйла
1084,auswählen::V,തിരഞ്ഞെടുക്കുക,суйла
1085,bewahren::V,പുലർത്തുക,упра
1086,behindern::V,തടയിടുക,кансӗрле
1087,behindern::V,തടയിടുക,чӑрмантар
1088,verderben::V,നശിപ്പിക്കുക,пӑс
1089,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,пӑс
1090,zerbrechen::V,ഉടയുക,ват
1091,zerbrechen::V,ഉടയുക,ҫӗмӗр
1092,zerreißen::V,കീറുക,ҫур
1093,zerstören::V,നശിപ്പിക്കുക,иш
1094,verbrennen::V,കത്തിനശിക്കുക,ҫунтар
1095,verbrennen::V,കത്തിച്ചുകളയുക,ҫунтар
1096,geben::V,കൊടുക്കുക,пар
1097,geben::V,തരുക,пар
1098,reichen::V,കൈമാറുക,пар
1099,schenken::V,സമ്മാനം കൊടുക്കുക,парнеле
1100,versprechen::V,വാഗ്ദാനം_നൽകുക,тума пул
1101,versprechen::V,വാഗ്ദാനം_നൽകുക,сӑмах пар
1102,wünschen::V,ആഗ്രഹിക്കുക,сун
1103,loben::V,പുകഴ്ത്തുക,ырла
1104,küssen::V,ഉമ്മവയ്ക്കുക,чуп ту
1105,wiegen::V,ഇളകുക,сиктер
1106,wiegen::V,ഇളകുക,силле
1107,zudecken::V,മുടുക,вит
1108,wecken::V,ഉണർത്തുക,вӑрат
1109,zeigen::V,കാണിക്കുക,кӑтарт
1110,führen::V,നടത്തുക,илсе пыр
1111,führen::V,നടത്തുക,ҫавӑтса пыр
1112,lehren::V,പഠിപ്പിക്കുക,вёрент
1113,unterrichten::V,പരിശീലിപ്പിക്കുക,вёрент
1114,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,вӗрент
1115,leiten::V,നയിക്കുക,тытса пыр
1116,antreiben::V,പ്രേരിപ്പിക്കുക,васкат
1117,lassen::V,അനുവദിക്കുക,пусахла
1118,lassen::V,അനുവദിക്കുക,хуш
1119,einladen::V,ക്ഷണിക്കുക,чӗн
1120,vereinigen::V,കൂടിച്ചേരുക,пӗрлештер
1121,besuchen::V,സന്ദർശിക്കുക,ҫит
1122,besuchen::V,സന്ദർശിക്കുക,кӗрсе кур
1123,treffen::V,തമ്മിൽ കാണുക,тӗл пул
