,Concept_ID,ca,da
864,leben::V,vīure,leve
865,geboren werden::V,néixer,fødes
866,atmen::V,respirar,ånde
867,trinken::V,beure,drikke
868,essen::V,menjar,spise
869,schlucken::V,empassar-se,synke
870,müde werden::V,cansar-se,blive træt
871,einschlafen::V,adormir-se,falde i søvn
872,schlafen::V,dormir,sove
873,aufwachen::V,despertar-se,vågne
874,aufstehen::V,llevar-se,stå op
875,sich erholen::V,descansar,komme sig
876,krank werden::V,posar-se malalt,blive syg
877,krank sein::V,estar malalt,være syg
878,schmerzen::V,doldre,smerte
879,husten::V,tossir,hoste
880,genesen::V,recuperar-se,komme sig
881,sterben::V,morir,dø
882,umkommen::V,perir,omkomme
883,sich bewegen::V,moure's,bevæge sig
884,sich rühren::V,moure's,røre på sig
885,sich erheben::V,aixecar-se,rejse sig
886,sich setzen::V,asseure's,sætte sig
887,hinfallen::V,caure's,
888,laufen::V,caminar,løbe
889,schreiten::V,procedir,skride
890,spazierengehen::V,passejar,gå en tur
891,eilen::V,anar corrent,ile
892,sich beeilen::V,afanyar-se,skynde sig
893,sausen::V,córrer,suse
894,rennen::V,córrer,løbe
895,rennen::V,córrer,rende
896,springen::V,saltar,hoppe
897,springen::V,saltar,springe
898,klettern::V,escalar,klatre
899,schaukeln::V,gronxar-se,gynge
900,schaukeln::V,balancejar-se,gynge
901,kriechen::V,reptar,krybe
902,kriechen::V,arrossegar-se,krybe
903,schwimmen::V,nadar,svømme
904,tauchen::V,bussejar,dykke
905,tauchen::V,submergir-se,dykke
906,rudern::V,remar,ro
907,fahren::V,anar,køre
908,fliegen::V,volar,flyve
909,gehen::V,caminar,gå
910,weggehen::V,anar-se'n,gå bort
911,abfahren::V,partir,køre bort
912,anhalten::V,aturar-se,standse
913,hineingehen::V,entrar,gå ind
914,eintreten::V,entrar,træde ind
915,kommen::V,venir,komme
916,ankommen::V,arribar,ankomme
917,zurückkommen::V,tornar,komme tilbage
918,bleiben::V,quedar-se,blive
919,bleiben::V,quedar-se,forblive
920,warten::V,esperar,vente
921,erwarten::V,esperar,vente
922,erwarten::V,esperar,afvente
923,suchen::V,buscar,søge
924,finden::V,trobar,finde
925,versuchen::V,intentar,forsøge
926,vorbereiten::V,preparar,forberede
927,lieben::V,estimar,elske
928,mögen::V,agradar a,holde af
929,mögen::V,agradar a,kunne lide
930,lachen::V,riure,le
931,rühren::V,commoure,røre
932,rühren::V,emocionar,røre
933,weinen::V,plorar,græde
934,schimpfen::V,renyar,skænde
935,sich ärgern::V,enfadar-se,ærgre sig
936,sich fürchten::V,tenir por,være bange
937,fürchten::V,témer,være bange for
938,fliehen::V,fugir,flygte
939,flüchten::V,refugiar-se,flygte
940,sehen::V,veure,se
941,anschauen::V,mirar,se på
942,anschauen::V,mirar,betragte
943,ansehen::V,mirar,anse
944,hören::V,oir,høre
945,zuhören::V,escoltar,høre til
946,probieren::V,provar,smage
947,probieren::V,provar,smage på
948,riechen::V,olorar,lugte
949,fühlen::V,sentīr,føle
950,scheinen::V,semblar,synes
951,zu sehen sein::V,poder-se veure,synes
952,vernehmen::V,percebre,erfare
953,frieren::V,tenir fred,fryse
954,tun::V,fer,gøre
955,können::V,poder,kunne
956,wollen::V,voler,ville
957,anfangen::V,iniciar,begynde
958,beenden::V,acabar,afslutte
959,aufhören::V,deixar,ophøre
960,aufhören::V,deixar,holde op
961,gelingen::V,sortir bé,lykkes
962,geraten::V,sortir,blive
963,öffnen::V,obrir,åbne
964,schließen::V,tancar,lukke
965,stellen::V,posar,stille
966,stellen::V,col·locar,stille
967,setzen::V,assentar,sætte
968,legen::V,posar,lægge
969,berühren::V,tocar,berøre
970,verbinden::V,unir,forbinde
971,verbinden::V,connectar,forbinde
972,bedecken::V,tapar,dække
973,bedecken::V,tapar,bedække
974,bedecken::V,cobrir,dække
975,bedecken::V,cobrir,bedække
976,aufhängen::V,penjar,hænge
977,aufhängen::V,penjar,hænge op
978,anzünden::V,encendre,tænde
979,anzünden::V,encendre,antænde
980,aufheben::V,aixecar,løfte
981,aufheben::V,aixecar,tage op
982,zurücklassen::V,deixar,lade tilbage
983,verlieren::V,pērdre,miste
984,fallen lassen::V,deixar caure,tabe
985,fallen lassen::V,deixar caure,droppe
986,machen::V,fer,gøre
987,herstellen::V,producir,fremstille
988,bauen::V,construir,bygge
989,reparieren::V,reparar,reparere
990,verbessern::V,millorar,rette
991,verbessern::V,millorar,forbedre
992,ändern::V,canviar,ændre
993,graben::V,cavar,grave
994,beugen::V,doblegar,bøje
995,biegen::V,corbar,bøje
996,biegen::V,arquejar,bøje
997,drehen::V,girar,dreje
998,wenden::V,girar,vende
999,umdrehen::V,voltar,dreje om
1000,heben::V,pujar,hæve
1001,heben::V,aixecar,hæve
1002,hochheben::V,aixecar,løfte
1003,ergreifen::V,agafar,gribe fat i
1004,halten::V,mantenir,holde
1005,drücken::V,prémer,trykke
1006,drücken::V,estrènyer,trykke
1007,schieben::V,empènyer,skyde
1008,schieben::V,empènyer,skubbe
1009,kratzen::V,raspar,klø
1010,kratzen::V,raspar,kradse
1011,lecken::V,llepar,slikke
1012,beißen::V,mossegar,bide
1013,abreißen::V,arrencar,rive af
1014,abschneiden::V,tallar,skære af
1015,binden::V,lligar,binde
1016,stecken::V,ficar,stikke
1017,brechen::V,trencar,brække
1018,klopfen::V,trucar,banke
1019,hauen::V,picar,hugge
1020,hauen::V,colpejar,hugge
1021,kleben::V,enganxar,klistre
1022,reiben::V,fregar,gnide
1023,streichen::V,untar,smøre
1024,schleifen::V,afilar,slibe
1025,schleifen::V,esmolar,slibe
1026,schneiden::V,tallar,skære
1027,schneiden::V,tallar,klippe
1028,rütteln::V,sacsejar,ruske
1029,schütteln::V,agitar,ryste
1030,schütteln::V,sacsejar,ryste
1031,schwenken::V,agitar,svinge
1032,schütten::V,abocar,hælde
1033,füllen::V,omplir,fylde
1034,einwickeln::V,embolicar,pakke ind
1035,tragen::V,dur,bære
1036,tragen::V,portar,bære
1037,schleppen::V,arrossegar,slæbe
1038,ziehen::V,tirar,trække
1039,ziehen::V,estirar,trække
1040,aufbewahren::V,conservar,opbevare
1041,werfen::V,llançar,kaste
1042,fangen::V,agafar,fange
1043,fangen::V,atrapar,fange
1044,packen::V,engrapar,gribe
1045,verstecken::V,amagar,gemme
1046,teilen::V,dividir,dele
1047,schicken::V,enviar,sende
1048,bringen::V,portar,bringe
1049,hinzufügen::V,afegir,tilføje
1050,bekommen::V,obtenir,få
1051,erhalten::V,rebre,få
1052,nehmen::V,prendre,tage
1053,wählen::V,triar,vælge
1054,wählen::V,elegir,vælge
1055,auswählen::V,escollir,udvælge
1056,auswählen::V,seleccionar,udvælge
1057,bewahren::V,conservar,bevare
1058,behindern::V,impedir,hindre
1059,behindern::V,impedir,forhindre
1060,behindern::V,obstaculitzar,hindre
1061,behindern::V,obstaculitzar,forhindre
1062,verderben::V,espatllar,ødelægge
1063,beschädigen::V,danyar,beskadige
1064,beschädigen::V,destrossar,beskadige
1065,zerbrechen::V,trencar,brække itu
1066,zerreißen::V,estripar,rive itu
1067,zerstören::V,destruir,ødelægge
1068,verbrennen::V,cremar,brænde
1069,geben::V,donar,give
1070,reichen::V,passar,række
1071,schenken::V,regalar,forære
1072,versprechen::V,prometre,love
1073,wünschen::V,desitjar,ønske
1074,loben::V,elogiar,rose
1075,küssen::V,fer un petó a,kysse
1076,wiegen::V,bressolar,vugge
1077,zudecken::V,tapar,dække til
1078,zudecken::V,cobrir,dække til
1079,wecken::V,despertar,vække
1080,zeigen::V,mostrar,vise
1081,zeigen::V,ensenyar,vise
1082,führen::V,guiar,føre
1083,führen::V,conduir,føre
1084,lehren::V,ensenyar,lære
1085,unterrichten::V,ensenyar,undervise
1086,aufziehen::V,criar,opdrage
1087,leiten::V,dirigir,lede
1088,antreiben::V,impel·lir,skynde på
1089,lassen::V,fer,få til at
1090,einladen::V,invitar,indbyde
1091,einladen::V,invitar,invitere
1092,einladen::V,convidar,indbyde
1093,einladen::V,convidar,invitere
1094,vereinigen::V,unir,forene
1095,besuchen::V,visitar,besøge
1096,besuchen::V,anar a veure,besøge
1097,treffen::V,trobar,møde
1098,sich versammeln::V,reunir-se,forsamles
1099,spielen::V,jugar,lege
1100,spielen::V,jugar,spille
1101,singen::V,cantār,synge
1102,tanzen::V,ballar,danse
1103,sich trennen::V,separar-se,skilles
1104,verlassen::V,deixar,forlade
1105,verlassen::V,abandonar,forlade
1106,retten::V,salvar,redde
1107,bewachen::V,vigilar,bevogte
1108,schützen::V,protegir,skærme
1109,schützen::V,protegir,beskytte
1110,verteidigen::V,defensar,forsvare
1111,sich schlagen::V,barallar-se,slås
1112,schießen::V,tirar,skyde
1113,schießen::V,disparar,skyde
1114,siegen::V,vèncer,sejre
1115,ärgern::V,enfadar,ærgre
1116,schlagen::V,pegar,slå
1117,schlagen::V,colpejar,slå
1118,treten::V,donar un cop de peu a,sparke
1119,stechen::V,punxar,stikke
1120,stechen::V,apunyalar,stikke
1121,stoßen::V,empènyer,støde
1122,stehlen::V,robar,stjæle
1123,stören::V,molestar,forstyrre
1124,belästigen::V,importunar,genere
1125,belästigen::V,importunar,ulejlige
1126,verbergen::V,amagar,skjule
1127,verbergen::V,ocultar,skjule
1128,täuschen::V,enganyar,villede
1129,betrügen::V,estafar,bedrage
1130,töten::V,matar,dræbe
1131,wohnen::V,vīure,bo
1132,wohnen::V,habitar,bo
1133,arbeiten::V,treballar,arbejde
1134,sammeln::V,col·leccionar,samle
1135,pflücken::V,collir,plukke
1136,jagen::V,caçar,jage
1137,fischen::V,pescar,fiske
1138,fassen::V,atrapar,fange
1139,hüten::V,pasturar,vogte
1140,treiben::V,arriar,drive
1141,anbinden::V,lligar,binde fast
1142,füttern::V,donar menjar a,fodre
1143,melken::V,munyir,malke
1144,hacken::V,picar,hakke
1145,hacken::V,tallar,hakke
1146,gießen::V,regar,hælde
1147,reifen::V,madurar,modne
1148,zubereiten::V,preparar,tilberede
1149,kochen::V,coure,koge
1150,backen::V,coure al forn,bage
1151,braten::V,rostir,stege
1152,umrühren::V,remenar,røre om
1153,stricken::V,tricotar,strikke
1154,stricken::V,fer punt de mitja,strikke
1155,nähen::V,cosir,sy
1156,färben::V,tenyir,farve
1157,reinigen::V,netejar,rense
1158,reinigen::V,netejar,gøre ren
1159,waschen::V,rentār,vaske
1160,abwischen::V,eixugar,tørre af
1161,spülen::V,esbandir,skylle
1162,fegen::V,escombrar,feje
1163,kehren::V,escombrar,feje
1164,baden::V,banyar-se,bade
1165,sich waschen::V,rentār-se,vaske sig
1166,ausziehen::V,treure's,tage af
1167,anziehen::V,posar-se,tage på
1168,sich anziehen::V,vestir-se,klæde sig på
1169,kämmen::V,pentinar,rede
1170,kämmen::V,pentinar,frisere
1171,schmücken::V,adornar,pynte
1172,schmücken::V,adornar,smykke
1173,sagen::V,dir,sige
1174,sprechen::V,parlar,snakke
1175,reden::V,parlar,tale
1176,reden::V,parlar,snakke
1177,sich unterhalten::V,conversar,snakke sammen
1178,fragen::V,preguntar,spørge
1179,bitten::V,demanar,bede
1180,erzählen::V,contar,berette
1181,erzählen::V,contar,fortælle
1182,erzählen::V,explicar,berette
1183,erzählen::V,explicar,fortælle
1184,mitteilen::V,comunicar,meddele
1185,nennen::V,nomenar,nævne
1186,rufen::V,cridar,råbe
1187,prahlen::V,lloar-se,prale
1188,prahlen::V,jactar-se,prale
1189,übersetzen::V,traduir,oversætte
1190,denken::V,pensar,tænke
1191,glauben::V,creure,tro
1192,bemerken::V,notar,bemærke
1193,bemerken::V,notar,lægge mærke til
1194,erkennen::V,reconèixer,genkende
1195,begreifen::V,comprendre,begribe
1196,verstehen::V,entendre,forstå
1197,lernen::V,aprendre,lære
1198,wissen::V,saber,vide
1199,sich erinnern an::V,recordar,mindes
1200,sich erinnern an::V,recordar,huske på
1201,vergessen::V,oblidar,glemme
1202,messen::V,mesurar,måle
1203,zählen::V,comptar,tælle
1204,rechnen::V,calcular,regne
1205,lesen::V,llegir,læse
1206,malen::V,pintar,male
1207,zeichnen::V,dibuixar,tegne
1208,schreiben::V,escrīure,skrive
1209,besitzen::V,posseir,eje
1210,besitzen::V,posseir,besidde
1211,kaufen::V,comprar,købe
1212,verkaufen::V,vendre,sælge
1213,bezahlen::V,pagar,betale
1214,zahlen::V,pagar per,betale
1215,beherrschen::V,dominar,beherske
1216,ertragen::V,aguantar,tåle
1217,ertragen::V,aguantar,udholde
