,Concept_ID,et,no
853,verschwinden::V,kaduma,forsvinne
854,sinken::V,vajuma,synke
855,sinken::V,langema,synke
856,abnehmen::V,vähenema,avta
857,abnehmen::V,vähenema,minske
858,abnehmen::V,kahenema,avta
859,abnehmen::V,kahenema,minske
860,zunehmen::V,kasvama,tilta
861,steigen::V,tõusma,stige
862,steigen::V,üles minema,stige
863,wachsen::V,kasvama,gro
864,wachsen::V,kasvama,vokse
865,glänzen::V,läikimä,skinne
866,funkeln::V,sädelema,tindre
867,lärmen::V,lärmama,bråke
868,läuten::V,helisema,ringe
869,klingeln::V,helisema,ringe
870,klirren::V,kõlisema,klirre
871,brausen::V,kohisema,bruse
872,rauschen::V,kohisema,suse
873,klingen::V,kõlama,lyde
874,klingen::V,kõlama,klinge
875,bellen::V,haukuma,gjø
876,bellen::V,haukuma,bjeffe
877,heulen::V,uluma,ule
878,blasen::V,puhuma,blåse
879,pfeifen::V,vilistama,plystre
880,schreien::V,karjuma,skrike
881,stöhnen::V,oigama,stønne
882,zittern::V,värisema,dirre
883,zittern::V,värisema,skjelve
884,leben::V,elama,leve
885,leben::V,elus olema,leve
886,geboren werden::V,sündima,fødes
887,atmen::V,hingama,ånde
888,atmen::V,hingama,puste
889,trinken::V,jooma,drikke
890,essen::V,sööma,spise
891,schlucken::V,neelama,svelge
892,müde werden::V,väsima,bli trett
893,einschlafen::V,uinuma,sovne
894,schlafen::V,magama,sove
895,aufwachen::V,ärkama,våkne
896,aufstehen::V,ärkama,stå opp
897,aufstehen::V,üles tõusma,stå opp
898,sich erholen::V,puhkama,bli bra
899,sich erholen::V,puhkama,komme seg
900,krank werden::V,haigestuma,bli syk
901,krank werden::V,haigeks jääma,bli syk
902,krank sein::V,haige olema,være syk
903,schmerzen::V,valutama,gjøre vondt
904,husten::V,köhima,hoste
905,genesen::V,toibuma,komme seg
906,sterben::V,surema,dø
907,umkommen::V,surma saama,omkomme
908,sich bewegen::V,liikuma,bevege seg
909,sich rühren::V,liikuma,røre på seg
910,sich erheben::V,kerkima,reise seg
911,sich setzen::V,istet võtma,sette sig
912,hinfallen::V,kukkuma,falle over ende
913,hinfallen::V,maha kukkuma,falle over ende
914,laufen::V,kõndima,løpe
915,schreiten::V,astuma,skride
916,spazierengehen::V,jalutama,spasere
917,spazierengehen::V,jalutama,gå en tur
918,eilen::V,ruttama,ile
919,eilen::V,kiirustama,ile
920,sich beeilen::V,ruttama,skynde seg
921,sich beeilen::V,kiirustama,skynde seg
922,sausen::V,kihutama,suse
923,sausen::V,tormama,suse
924,rennen::V,jooksma,løpe
925,rennen::V,kihutama,løpe
926,springen::V,hüppama,hoppe
927,springen::V,hüppama,springe
928,klettern::V,ronima,klatre
929,schaukeln::V,kiikuma,huske
930,kriechen::V,roomama,krype
931,schwimmen::V,ujuma,svømme
932,tauchen::V,sukelduma,dykke
933,rudern::V,sõudma,ro
934,fahren::V,sõitma,kjøre
935,fliegen::V,lendama,fly
936,gehen::V,käima,gå
937,gehen::V,minema,gå
938,weggehen::V,ära minema,gå bort
939,weggehen::V,välja minema,gå bort
940,abfahren::V,väljuma,reise
941,abfahren::V,ära sõitma,reise
942,anhalten::V,peatuma,stanse
943,hineingehen::V,sisenema,gå inn
944,hineingehen::V,sisse minema,gå inn
945,eintreten::V,sisenema,tre inn
946,eintreten::V,sisse astuma,tre inn
947,kommen::V,tulema,komme
948,ankommen::V,saabuma,ankomme
949,ankommen::V,saabuma,komme til
950,zurückkommen::V,tagasi tulema,komme tilbake
951,bleiben::V,jääma,bli
952,bleiben::V,jääma,forbli
953,warten::V,ootama,vente
954,erwarten::V,ootama,vente
955,erwarten::V,lootma,vente
956,suchen::V,otsima,søke
957,finden::V,leidma,finne
958,versuchen::V,püüdma,prøve
959,versuchen::V,püüdma,forsøke
960,versuchen::V,üritama,prøve
961,versuchen::V,üritama,forsøke
962,versuchen::V,katsetama,prøve
963,versuchen::V,katsetama,forsøke
964,vorbereiten::V,valmistama,forberede
965,lieben::V,armastama,elske
966,mögen::V,sallima,like
967,mögen::V,meeldima,like
968,lachen::V,naerma,le
969,rühren::V,liigutama,røre
970,rühren::V,heldima panema,røre
971,weinen::V,nutma,gråte
972,schimpfen::V,sõimama,skjelle
973,sich ärgern::V,ärrituma,ergre seg
974,sich ärgern::V,vihastuma,ergre seg
975,sich fürchten::V,kartma,være redd
976,sich fürchten::V,hirmu tundma,være redd
977,fürchten::V,kartma,være redd for
978,fliehen::V,põgenema,rømme
979,fliehen::V,põgenema,flykte
980,flüchten::V,põgenema,flykte
981,sehen::V,nägema,se
982,anschauen::V,vaatama,se på
983,anschauen::V,vaatama,betrakte
984,ansehen::V,vaatama,anse
985,hören::V,kuulma,høre
986,zuhören::V,kuulama,tilhøre
987,probieren::V,proovima,smake
988,probieren::V,proovima,smake på
989,riechen::V,nuusutama,lukte
990,fühlen::V,tundma,føle
991,scheinen::V,näida,se ut
992,scheinen::V,ilmuda,se ut
993,zu sehen sein::V,ilmuma,synes
994,vernehmen::V,üle kuulama,få vite
995,frieren::V,külmetada,fryse
996,tun::V,tegema,gjøre
997,können::V,võima,kunne
998,können::V,oskama,kunne
999,wollen::V,tahtma,ville
1000,anfangen::V,hakkama,begynne
1001,anfangen::V,alustama,begynne
1002,beenden::V,lõpetama,avslutte
1003,aufhören::V,lakkama,slutte
1004,aufhören::V,lakkama,holde opp
1005,gelingen::V,õnnestuma,lykkes
1006,geraten::V,jõudma,bli
1007,öffnen::V,avama,åpne
1008,schließen::V,sulgema,lukke
1009,schließen::V,sulgema,stenge
1010,stellen::V,panema,stille
1011,stellen::V,asetama,stille
1012,setzen::V,panema,sette
1013,legen::V,panema,legge
1014,legen::V,asetama,legge
1015,berühren::V,riivama,berøre
1016,berühren::V,puudutama,berøre
1017,verbinden::V,ühendama,forbinde
1018,bedecken::V,katma,dekke
1019,aufhängen::V,riputama,henge
1020,aufhängen::V,riputama,henge opp
1021,anzünden::V,süütama,tenne
1022,anzünden::V,süütama,antenne
1023,anzünden::V,süütama,tenne på
1024,aufheben::V,üles tõstma,løfte
1025,aufheben::V,üles tõstma,ta opp
1026,zurücklassen::V,jätma,slippe tilbake
1027,verlieren::V,kaotama,miste
1028,fallen lassen::V,maha pillama,droppe
1029,fallen lassen::V,maha pillama,la falle
1030,fallen lassen::V,kukkuda laskma,droppe
1031,fallen lassen::V,kukkuda laskma,la falle
1032,machen::V,tegema,lage
1033,machen::V,tegema,gjøre
1034,herstellen::V,valmistama,fremstille
1035,bauen::V,ehitama,bygge
1036,reparieren::V,parandama,reparere
1037,verbessern::V,parandama,rette
1038,verbessern::V,parandama,forbedre
1039,ändern::V,muutma,forandre
1040,ändern::V,ümber tegema,forandre
1041,graben::V,kaevama,grave
1042,beugen::V,painutama,bøye
1043,biegen::V,painutama,bøye
1044,drehen::V,keerama,dreie
1045,wenden::V,ümber pöörama,vende
1046,umdrehen::V,ümber keerama,snu
1047,heben::V,tõstma,heve
1048,hochheben::V,üles tõstma,løfte
1049,hochheben::V,kõrgele tõstma,løfte
1050,ergreifen::V,haarama,gripe
1051,ergreifen::V,haarama,få tak i
1052,halten::V,hoidma,holde
1053,drücken::V,pigistama,trykke
1054,schieben::V,lükkama,skyve
1055,kratzen::V,kraapima,klø
1056,kratzen::V,kraapima,klore
1057,lecken::V,lakkuma,slikke
1058,beißen::V,purema,bite
1059,beißen::V,hammustama,bite
1060,abreißen::V,rebima,rive av
1061,abreißen::V,ära rebima,rive av
1062,abschneiden::V,ära lõikama,skjære av
1063,binden::V,siduma,binde
1064,stecken::V,pistma,stikke
1065,brechen::V,murdma,bryte
1066,brechen::V,murdma,briste
1067,klopfen::V,koputama,banke
1068,hauen::V,lööma,hogge
1069,kleben::V,kleepima,klistre
1070,reiben::V,hõõruma,gni
1071,streichen::V,silitama,stryke
1072,schleifen::V,lihvima,slipe
1073,schleifen::V,teritama,slipe
1074,schneiden::V,lõikama,klippe
1075,rütteln::V,raputama,ruske
1076,schütteln::V,raputama,riste
1077,schütteln::V,loksutama,riste
1078,schwenken::V,vehkima,svinge
1079,schwenken::V,lehvitama,svinge
1080,schütten::V,kallama,helle
1081,füllen::V,täitma,fylle
1082,einwickeln::V,sisse mähkima,vikle inn
1083,tragen::V,kandma,bære
1084,schleppen::V,tassima,slepe
1085,schleppen::V,lohistama,slepe
1086,ziehen::V,vedama,dra
1087,ziehen::V,vedama,trekke
1088,ziehen::V,tõmbama,dra
1089,ziehen::V,tõmbama,trekke
1090,aufbewahren::V,säilitama,oppbevare
1091,aufbewahren::V,säilitama,ta vare på
1092,aufbewahren::V,alal hoidma,oppbevare
1093,aufbewahren::V,alal hoidma,ta vare på
1094,werfen::V,viskama,kaste
1095,fangen::V,püüdma,fange
1096,packen::V,kinni haarama,gripe
1097,packen::V,kinni haarama,gripe tak i
1098,packen::V,kinni võtma,gripe
1099,packen::V,kinni võtma,gripe tak i
1100,verstecken::V,peitma,gjemme
1101,teilen::V,jagama,dele
1102,teilen::V,jaotama,dele
1103,schicken::V,saatma,sende
1104,bringen::V,viima,bringe
1105,hinzufügen::V,lisama,tilføye
1106,bekommen::V,saama,få
1107,erhalten::V,saama,få
1108,nehmen::V,võtma,ta
1109,wählen::V,valima,velge
1110,auswählen::V,valima,velge ut
1111,bewahren::V,hoidma,bevare
1112,behindern::V,takistama,hindre
1113,behindern::V,takistama,forhindre
1114,verderben::V,rikkuma,ødelegge
1115,beschädigen::V,rikkuma,skade
1116,zerbrechen::V,katki tegema,brekke i stykker
1117,zerreißen::V,katki rebima,rive i stykker
1118,zerstören::V,purustama,ødelegge
1119,verbrennen::V,põletama,brenne
1120,verbrennen::V,põletama,brenne opp
1121,geben::V,andma,gi
1122,reichen::V,andma,rekke
1123,reichen::V,ulatama,rekke
1124,schenken::V,kinkima,forære
1125,schenken::V,kinkima,skjenke
1126,versprechen::V,lubama,love
1127,versprechen::V,tõotama,love
1128,wünschen::V,soovima,ønske
1129,loben::V,kiitma,rose
1130,küssen::V,suudlema,kysse
1131,wiegen::V,hällitama,vogge
1132,zudecken::V,kaanetama,dekke til
1133,zudecken::V,kinni katma,dekke til
1134,wecken::V,äratama,vekke
1135,zeigen::V,näitama,vise
1136,führen::V,juhatama,føre
1137,lehren::V,õpetama,lære
1138,unterrichten::V,õpetama,undervise
1139,aufziehen::V,üles kasvatama,oppdra
1140,leiten::V,juhtima,lede
1141,antreiben::V,ergutama,drive på
1142,lassen::V,laskma,få til å
1143,einladen::V,kutsuma,be
1144,einladen::V,kutsuma,invitere
1145,vereinigen::V,ühendama,forene
1146,besuchen::V,külastama,besøke
1147,treffen::V,kohtama,møte
1148,treffen::V,kohtama,treffe
1149,sich versammeln::V,kogunema,forsamles
1150,spielen::V,mängima,leke
1151,spielen::V,mängima,spille
1152,singen::V,laulma,synge
1153,tanzen::V,tantsima,danse
1154,sich trennen::V,lahku minema,skilles
1155,verlassen::V,maha jätma,forlate
1156,retten::V,päästma,redde
1157,bewachen::V,valvama,bevokte
1158,schützen::V,kaitsma,verne
1159,schützen::V,kaitsma,beskytte
1160,verteidigen::V,kaitsma,forsvare
1161,sich schlagen::V,kaklema,slåss
1162,schießen::V,tulistama,skyte
1163,siegen::V,võitma,seire
1164,ärgern::V,ärritama,ergre
1165,ärgern::V,vihastama,ergre
1166,schlagen::V,lööma,
1167,treten::V,sõtkuma,sparke
1168,stechen::V,pistma,stikke
1169,stechen::V,torkama,stikke
1170,stoßen::V,tõukama,støte
1171,stehlen::V,varastama,stjele
1172,stören::V,segama,forstyrre
1173,stören::V,häirima,forstyrre
1174,belästigen::V,ahistama,plage
1175,belästigen::V,ahistama,sjenere
1176,verbergen::V,peitma,gjemme
1177,verbergen::V,varjama,gjemme
1178,täuschen::V,petma,villede
1179,täuschen::V,tüssama,villede
1180,betrügen::V,petma,bedra
1181,betrügen::V,tüssama,bedra
1182,betrügen::V,truudust murtma,bedra
1183,töten::V,tapma,drepe
1184,töten::V,surmama,drepe
1185,wohnen::V,elama,bo
1186,arbeiten::V,töötama,arbeide
1187,sammeln::V,koguma,samle
1188,sammeln::V,korjama,samle
1189,pflücken::V,noppima,plukke
1190,jagen::V,jahtima,jage
1191,fischen::V,kalastama,fiske
1192,fischen::V,kala püüdma,fiske
1193,fassen::V,püüdma,fange
1194,hüten::V,karjatama,vokte
1195,treiben::V,ajama,drive
1196,anbinden::V,kinni siduma,feste
1197,füttern::V,söötma,fore
1198,melken::V,lüpsma,melke
1199,hacken::V,raiuma,hakke
1200,hacken::V,lõhkuma,hakke
1201,gießen::V,kastma,helle
1202,reifen::V,valmima,modne
1203,zubereiten::V,valmistama,lage
1204,zubereiten::V,valmistama,tilberede
1205,kochen::V,keetma,koke
1206,backen::V,küpsetama,bake
1207,braten::V,praadima,steke
1208,umrühren::V,segama,røre om
1209,stricken::V,kuduma,strikke
1210,nähen::V,õmblema,sy
1211,färben::V,värvima,farge
1212,reinigen::V,puhastama,rense
1213,reinigen::V,puhastama,gjøre ren
1214,waschen::V,pesema,vaske
1215,abwischen::V,puhtaks pühkima,tørke av
1216,spülen::V,uhtma,spyle
1217,spülen::V,uhtma,skylle
1218,fegen::V,pühkima,feie
1219,kehren::V,pühkima,koste
1220,baden::V,suplema,bade
1221,baden::V,kümblema,bade
1222,sich waschen::V,end pesema,vaske seg
1223,ausziehen::V,käest võtma,ta av
1224,ausziehen::V,jalast võtma,ta av
1225,ausziehen::V,seljast võtma,ta av
1226,anziehen::V,jalga panema,ta på
1227,sich anziehen::V,riietuma,kle på seg
1228,kämmen::V,kammima,gre
1229,kämmen::V,kammima,kjemme
1230,schmücken::V,kaunistama,pynte
1231,schmücken::V,kaunistama,smykke
1232,sagen::V,ütlema,si
1233,sprechen::V,rääkima,snakke
1234,sprechen::V,kõnelema,snakke
1235,reden::V,kõnelema,tale
1236,reden::V,kõnelema,snakke
1237,sich unterhalten::V,vestlema,samtale
1238,fragen::V,küsima,spørre
1239,bitten::V,paluma,be
1240,erzählen::V,jutustama,fortelle
1241,mitteilen::V,teatama,meddele
1242,mitteilen::V,teada andma,meddele
1243,nennen::V,nimetama,kalle
1244,rufen::V,kutsuma,rope
1245,prahlen::V,hooplema,skryte
1246,übersetzen::V,tõlkima,oversette
1247,denken::V,mõtlema,tenke
1248,glauben::V,uskuma,tro
1249,bemerken::V,märkama,bemerke
1250,bemerken::V,märkama,legge merke til
1251,erkennen::V,ära tundma,gjenkjenne
1252,begreifen::V,aru saama,begripe
1253,verstehen::V,mõistma,forstå
1254,verstehen::V,mõistma,skjønne
1255,lernen::V,õppima,lære
1256,wissen::V,teadma,vite
1257,sich erinnern an::V,mäletama,huske på
1258,vergessen::V,unustama,glemme
1259,messen::V,mõõtma,måle
1260,zählen::V,loendama,telle
1261,rechnen::V,arvutama,regne
1262,lesen::V,lugema,lese
1263,malen::V,maalima,male
1264,zeichnen::V,joonistama,tegne
1265,schreiben::V,kirjutama,skrive
1266,besitzen::V,omama,eie
1267,besitzen::V,omama,inneha
1268,kaufen::V,ostma,kjøpe
1269,verkaufen::V,müüma,selge
1270,bezahlen::V,tasuma,betale
1271,zahlen::V,maksma,betale
1272,beherrschen::V,valitsema,beherske
1273,ertragen::V,taluma,orke
