,Concept_ID,no,cy
825,warum::FADV,hvorfor,pam
826,wieviel::FNUM,hvor mye,faint
827,eins::NUM,en,un
828,eins::NUM,ett,un
829,zwei::NUM,to,dau
830,drei::NUM,tre,tri
831,vier::NUM,fire,pedwar
832,fünf::NUM,fem,pump
833,sechs::NUM,seks,chwech
834,sieben::NUM,sju,saith
835,acht::NUM,åtte,wyth
836,neun::NUM,ni,naw
837,zehn::NUM,ti,deg
838,elf::NUM,elleve,un ar ddeg
839,zwölf::NUM,tolv,deuddeg
840,zwölf::NUM,tolv,un deg dau
841,zwanzig::NUM,tjue,ugain
842,dreißig::NUM,tretti,tri deg
843,dreißig::NUM,tretti,deg ar hugain
844,vierzig::NUM,førti,deugain
845,fünfzig::NUM,femti,hanner cant
846,sechzig::NUM,seksti,chwe deg
847,siebzig::NUM,sytti,saith deg
848,siebzig::NUM,sytti,deg a thrigain
849,achtzig::NUM,åtti,wyth deg
850,achtzig::NUM,åtti,pedar ugain
851,neunzig::NUM,nitti,naw deg
852,neunzig::NUM,nitti,deg a phedwar ugain
853,hundert::NUM,hundre,cant
854,tausend::NUM,tusen,mil
855,und::CNJ,og,a
856,oder::CNJ,eller,neu
857,stehen::V,stå,sefyll
858,sitzen::V,sitte,eistedd
859,liegen::V,ligge,gorwedd
860,hängen::V,henge,hongian
861,werden::V,bli,dod yn
862,werden::V,bli,mynd yn
863,passieren::V,skje,digwydd
864,passieren::V,hende,digwydd
865,beginnen::V,begynne,cychwyn
866,enden::V,ende,gorffen
867,enden::V,slutte,gorffen
868,wechseln::V,veksle,newid
869,aufgehen[Sonne]::V,stå opp,codi
870,untergehen[Sonne]::V,gå ned,machlud
871,scheinen[Sonne]::V,skinne,tywynnu
872,donnern::V,tordne,taranu
873,wehen::V,blåse,chwythu
874,strömen::V,strømme,ffrydio
875,fließen::V,flyte,llifo
876,sich drehen::V,dreie seg,troi
877,sich drehen::V,dreie seg,cylchdroi
878,schwanken::V,svaie,siglo
879,schwingen::V,svinge,siglo
880,fallen::V,falle,cwympo
881,brennen::V,brenne,llosgi
882,rauchen::V,ryke,mygu
883,regnen::V,regne,glawio
884,gefrieren::V,fryse,rhewi
885,tauen::V,tine,toddi
886,tauen::V,tine,meirioli
887,schmelzen::V,smelte,toddi
888,trocknen::V,tørre,sychu
889,sieden::V,koke,berwi
890,faulen::V,råtne,pydru
891,faulen::V,råtne,braenu
892,verfaulen::V,råtne,pydru
893,verfaulen::V,råtne,dadfeilio
894,reißen::V,briste,clecian
895,reißen::V,briste,torri'n glats
896,versinken::V,synke,suddo
897,versinken::V,synke ned,suddo
898,vergehen::V,forløpe,myned heibio
899,vergehen::V,forløpe,pasio
900,erscheinen::V,synes,ymddangos
901,verschwinden::V,forsvinne,diflannu
902,sinken::V,synke,syrthio
903,abnehmen::V,avta,lleihau
904,abnehmen::V,minske,lleihau
905,zunehmen::V,tilta,cynyddu
906,steigen::V,stige,codi
907,wachsen::V,gro,tyfu
908,wachsen::V,vokse,tyfu
909,glänzen::V,skinne,disgleirio
910,funkeln::V,tindre,pefrio
911,lärmen::V,bråke,cadw sŵn
912,lärmen::V,bråke,gwneud twrw
913,läuten::V,ringe,canu
914,klingeln::V,ringe,canu
915,klingeln::V,ringe,seinio
916,klirren::V,klirre,tincian
917,brausen::V,bruse,rhuo
918,rauschen::V,suse,siffrwd
919,rauschen::V,suse,chwithrwd
920,klingen::V,lyde,seinio
921,klingen::V,klinge,seinio
922,bellen::V,gjø,cyfarth
923,bellen::V,bjeffe,cyfarth
924,heulen::V,ule,udo
925,heulen::V,ule,oernadu
926,blasen::V,blåse,chwythu
927,pfeifen::V,plystre,chwibanu
928,schreien::V,skrike,gweiddi
929,schreien::V,skrike,bloeddio
930,stöhnen::V,stønne,griddfan
931,zittern::V,dirre,crynu
932,zittern::V,skjelve,crynu
933,leben::V,leve,byw
934,geboren werden::V,fødes,cael eich geni
935,atmen::V,ånde,anadlu
936,atmen::V,puste,anadlu
937,trinken::V,drikke,yfed
938,essen::V,spise,bwyta
939,schlucken::V,svelge,llyncu
940,müde werden::V,bli trett,blino
941,einschlafen::V,sovne,mynd i gysgu
942,einschlafen::V,sovne,syrthio i gysgu
943,schlafen::V,sove,huno
944,schlafen::V,sove,cysgu
945,aufwachen::V,våkne,dihuno
946,aufstehen::V,stå opp,codi
947,sich erholen::V,bli bra,ymlacio
948,sich erholen::V,bli bra,dadflino
949,sich erholen::V,komme seg,ymlacio
950,sich erholen::V,komme seg,dadflino
951,krank werden::V,bli syk,mynd yn sâl
952,krank werden::V,bli syk,mynd yn wael
953,krank sein::V,være syk,gwaelu
954,schmerzen::V,gjøre vondt,brifo
955,husten::V,hoste,pesychu
956,genesen::V,komme seg,gwella
957,genesen::V,komme seg,cael yn ôl
958,sterben::V,dø,marw
959,umkommen::V,omkomme,trengi
960,sich bewegen::V,bevege seg,symud
961,sich rühren::V,røre på seg,syflyd
962,sich erheben::V,reise seg,codi
963,sich setzen::V,sette sig,eistedd
964,hinfallen::V,falle over ende,cwympo
965,laufen::V,løpe,cerdded
966,schreiten::V,skride,camu
967,spazierengehen::V,spasere,mynd am dro
968,spazierengehen::V,gå en tur,mynd am dro
969,eilen::V,ile,rhuthro
970,sich beeilen::V,skynde seg,brysio
971,sausen::V,suse,rhuthro
972,rennen::V,løpe,rhedeg
973,springen::V,hoppe,llamu
974,springen::V,hoppe,neidio
975,springen::V,springe,llamu
976,springen::V,springe,neidio
977,klettern::V,klatre,dringo
978,schaukeln::V,huske,siglo
979,kriechen::V,krype,cropian
980,schwimmen::V,svømme,nofio
981,tauchen::V,dykke,plymio
982,tauchen::V,dykke,ymsuddo
983,rudern::V,ro,rhwyfo
984,fahren::V,kjøre,gyrru
985,fahren::V,kjøre,dreifio
986,fliegen::V,fly,hedfan
987,gehen::V,gå,mynd
988,weggehen::V,gå bort,mynd
989,weggehen::V,gå bort,ymadael
990,abfahren::V,reise,ymadael
991,anhalten::V,stanse,stopio
992,hineingehen::V,gå inn,mynd i mewn
993,eintreten::V,tre inn,mynd i
994,kommen::V,komme,dod
995,ankommen::V,ankomme,cyrraedd
996,ankommen::V,komme til,cyrraedd
997,zurückkommen::V,komme tilbake,dychwelyd
998,bleiben::V,bli,aros
999,bleiben::V,bli,sefyll
1000,bleiben::V,forbli,aros
1001,bleiben::V,forbli,sefyll
1002,warten::V,vente,aros
1003,warten::V,vente,disgwyl
1004,erwarten::V,vente,disgwyl
1005,suchen::V,søke,chwilio am
1006,finden::V,finne,darganfod
1007,versuchen::V,prøve,profi
1008,versuchen::V,prøve,ceisio
1009,versuchen::V,forsøke,profi
1010,versuchen::V,forsøke,ceisio
1011,vorbereiten::V,forberede,paratoi
1012,lieben::V,elske,caru
1013,mögen::V,like,hoffi
1014,lachen::V,le,chwerthin
1015,rühren::V,røre,cynhyrfu
1016,weinen::V,gråte,wylo
1017,weinen::V,gråte,llefain
1018,schimpfen::V,skjelle,grwgnach
1019,sich ärgern::V,ergre seg,gofidio
1020,sich fürchten::V,være redd,ofni
1021,fürchten::V,være redd for,arswydo
1022,fliehen::V,rømme,ffoi
1023,fliehen::V,flykte,ffoi
1024,flüchten::V,flykte,dianc
1025,sehen::V,se,gweld
1026,anschauen::V,se på,syllu
1027,anschauen::V,se på,edrych
1028,anschauen::V,betrakte,syllu
1029,anschauen::V,betrakte,edrych
1030,ansehen::V,anse,gwylio
1031,hören::V,høre,clywed
1032,zuhören::V,tilhøre,gwrando
1033,probieren::V,smake,profi
1034,probieren::V,smake på,profi
1035,riechen::V,lukte,arogli
1036,fühlen::V,føle,teimlo
1037,fühlen::V,føle,clywed
1038,scheinen::V,se ut,ymddangos
1039,zu sehen sein::V,synes,dod i'r golwg
1040,vernehmen::V,få vite,clywed sôn am
1041,frieren::V,fryse,bod yn oer
1042,tun::V,gjøre,gwneud
1043,können::V,kunne,gallu
1044,wollen::V,ville,bod mewn angen
1045,anfangen::V,begynne,dechrau
1046,beenden::V,avslutte,darfod
1047,beenden::V,avslutte,gorffen
1048,aufhören::V,slutte,peidio
1049,aufhören::V,holde opp,peidio
1050,gelingen::V,lykkes,llwyddo
1051,geraten::V,bli,diweddu
1052,öffnen::V,åpne,agor
1053,schließen::V,lukke,cau
1054,schließen::V,stenge,cau
1055,stellen::V,stille,gosod
1056,setzen::V,sette,gosod
1057,legen::V,legge,gosod
1058,berühren::V,berøre,cyffwrdd
1059,verbinden::V,forbinde,cysylltu
1060,bedecken::V,dekke,gorchuddio
1061,aufhängen::V,henge,crogi
1062,aufhängen::V,henge,hongian
1063,aufhängen::V,henge opp,crogi
1064,aufhängen::V,henge opp,hongian
1065,anzünden::V,tenne,cynnau
1066,anzünden::V,antenne,cynnau
1067,anzünden::V,tenne på,cynnau
1068,aufheben::V,løfte,codi
1069,aufheben::V,ta opp,codi
1070,zurücklassen::V,slippe tilbake,gadael
1071,verlieren::V,miste,colli
1072,fallen lassen::V,droppe,gollwng
1073,fallen lassen::V,la falle,gollwng
1074,machen::V,lage,gwneud
1075,machen::V,gjøre,gwneud
1076,herstellen::V,fremstille,cynhyrchu
1077,bauen::V,bygge,adeiladu
1078,reparieren::V,reparere,trwsio
1079,reparieren::V,reparere,atgyweirio
1080,verbessern::V,rette,diwygio
1081,verbessern::V,forbedre,diwygio
1082,ändern::V,forandre,altro
1083,graben::V,grave,palu
1084,graben::V,grave,cloddio
1085,beugen::V,bøye,plygu
1086,biegen::V,bøye,plygu
1087,drehen::V,dreie,troelli
1088,wenden::V,vende,troi
1089,umdrehen::V,snu,troi
1090,heben::V,heve,codi
1091,hochheben::V,løfte,dyrchafu
1092,ergreifen::V,gripe,gafael
1093,ergreifen::V,få tak i,gafael
1094,halten::V,holde,dal
1095,drücken::V,trykke,pwyso
1096,drücken::V,trykke,gwasgu
1097,schieben::V,skyve,gwthio
1098,kratzen::V,klø,crafu
1099,kratzen::V,klore,crafu
1100,lecken::V,slikke,llyfu
1101,beißen::V,bite,cnoi
1102,beißen::V,bite,brathu
1103,abreißen::V,rive av,tynnu ymaith
1104,abschneiden::V,skjære av,torri
1105,binden::V,binde,clymu
1106,stecken::V,stikke,plannu
1107,brechen::V,bryte,torri
1108,brechen::V,briste,torri
1109,klopfen::V,banke,taro
1110,hauen::V,hogge,taro
1111,kleben::V,klistre,gludio
1112,reiben::V,gni,rhwbio
1113,streichen::V,stryke,taenu
1114,schleifen::V,slipe,hogi
1115,schneiden::V,klippe,torri
1116,rütteln::V,ruske,ysgytio
1117,schütteln::V,riste,siglo
1118,schütteln::V,riste,ysgwyd
1119,schwenken::V,svinge,siglo
1120,schütten::V,helle,tywallt
1121,füllen::V,fylle,llenwi
1122,einwickeln::V,vikle inn,lapio
1123,tragen::V,bære,cludo
1124,schleppen::V,slepe,llusgo
1125,ziehen::V,dra,tynnu
1126,ziehen::V,trekke,tynnu
1127,aufbewahren::V,oppbevare,cadw
1128,aufbewahren::V,ta vare på,cadw
1129,werfen::V,kaste,taflu
1130,fangen::V,fange,dal
1131,packen::V,gripe,cipio
1132,packen::V,gripe,crafangu
1133,packen::V,gripe tak i,cipio
1134,packen::V,gripe tak i,crafangu
1135,verstecken::V,gjemme,celu
1136,verstecken::V,gjemme,cuddio
1137,teilen::V,dele,rhannu
1138,schicken::V,sende,anfon
1139,bringen::V,bringe,dod â
1140,hinzufügen::V,tilføye,chwanegu
1141,bekommen::V,få,cael
1142,erhalten::V,få,derbyn
1143,nehmen::V,ta,cymryd
1144,wählen::V,velge,dewis
1145,auswählen::V,velge ut,dethol
1146,bewahren::V,bevare,cadw
1147,behindern::V,hindre,atal
1148,behindern::V,hindre,rhwystro
1149,behindern::V,forhindre,atal
1150,behindern::V,forhindre,rhwystro
1151,verderben::V,ødelegge,difetha
1152,beschädigen::V,skade,niweidio
1153,zerbrechen::V,brekke i stykker,torri
1154,zerreißen::V,rive i stykker,rhwygo
1155,zerstören::V,ødelegge,dinistrio
1156,verbrennen::V,brenne,llosgi
1157,verbrennen::V,brenne opp,llosgi
1158,geben::V,gi,rhoi
1159,reichen::V,rekke,estyn
1160,schenken::V,forære,rhoddi
1161,schenken::V,skjenke,rhoddi
1162,versprechen::V,love,addo
1163,wünschen::V,ønske,dymuno
1164,loben::V,rose,canmol
1165,küssen::V,kysse,cusanu
1166,wiegen::V,vogge,siglo
1167,zudecken::V,dekke til,gorchuddio
1168,wecken::V,vekke,deffro
1169,zeigen::V,vise,dangos
1170,führen::V,føre,arwain
1171,lehren::V,lære,dysgu
1172,unterrichten::V,undervise,hyfforddi
1173,aufziehen::V,oppdra,dod i fyny
1174,leiten::V,lede,arwain
1175,antreiben::V,drive på,annog
1176,lassen::V,få til å,gadael
1177,einladen::V,be,gwahodd
1178,einladen::V,invitere,gwahodd
1179,vereinigen::V,forene,uno
1180,vereinigen::V,forene,cyfuno
1181,besuchen::V,besøke,ymweld â
1182,treffen::V,møte,cwrdd
1183,treffen::V,møte,cyfarfod
1184,treffen::V,treffe,cwrdd
1185,treffen::V,treffe,cyfarfod
1186,sich versammeln::V,forsamles,casglu
1187,sich versammeln::V,forsamles,cynnull
1188,spielen::V,leke,chwarae
1189,spielen::V,spille,chwarae
1190,singen::V,synge,canu
1191,tanzen::V,danse,dawnsio
1192,sich trennen::V,skilles,ymwahanu
1193,verlassen::V,forlate,gadael
1194,retten::V,redde,achub
1195,bewachen::V,bevokte,gwarchod
1196,schützen::V,verne,noddi
1197,schützen::V,beskytte,noddi
1198,verteidigen::V,forsvare,amddiffyn
1199,sich schlagen::V,slåss,ffraeo
1200,sich schlagen::V,slåss,terfysgu
1201,schießen::V,skyte,saethu
1202,siegen::V,seire,ennill
1203,ärgern::V,ergre,cythruddo
1204,treten::V,sparke,cicio
1205,stechen::V,stikke,pigo
1206,stoßen::V,støte,gwthio
1207,stehlen::V,stjele,dwyn
1208,stehlen::V,stjele,lladrata
1209,stören::V,forstyrre,aflonyddu
1210,belästigen::V,plage,trafferthu
1211,belästigen::V,sjenere,trafferthu
1212,verbergen::V,gjemme,cuddio
1213,täuschen::V,villede,twyllo
1214,betrügen::V,bedra,hocedu
1215,töten::V,drepe,lladd
1216,wohnen::V,bo,byw
1217,arbeiten::V,arbeide,gweithio
1218,sammeln::V,samle,casglu
1219,pflücken::V,plukke,casglu
1220,jagen::V,jage,hela
1221,fischen::V,fiske,pysgota
1222,fassen::V,fange,dal
1223,hüten::V,vokte,bugeilio
1224,treiben::V,drive,gyrru
1225,anbinden::V,feste,clymu
1226,füttern::V,fore,porthi
1227,melken::V,melke,godro
1228,hacken::V,hakke,torri
1229,gießen::V,helle,dyfrhau
1230,reifen::V,modne,aeddfedu
1231,zubereiten::V,lage,coginio
1232,zubereiten::V,tilberede,coginio
1233,kochen::V,koke,berwi
1234,backen::V,bake,pobi
1235,backen::V,bake,crasu
1236,braten::V,steke,ffrio
1237,umrühren::V,røre om,cyffroi
1238,stricken::V,strikke,gwau
1239,nähen::V,sy,gwnïo
1240,färben::V,farge,lliwio
1241,reinigen::V,rense,glanhau
1242,reinigen::V,gjøre ren,glanhau
1243,waschen::V,vaske,golchi
1244,abwischen::V,tørke av,sychu
1245,spülen::V,spyle,streulio
1246,spülen::V,skylle,streulio
1247,fegen::V,feie,ysgubo
1248,kehren::V,koste,ysgubo
1249,baden::V,bade,cael bath
1250,sich waschen::V,vaske seg,ymolchi
1251,ausziehen::V,ta av,tynnu
1252,anziehen::V,ta på,gwisgo
1253,sich anziehen::V,kle på seg,ymwisgo
1254,kämmen::V,gre,cribo
1255,kämmen::V,kjemme,cribo
1256,schmücken::V,pynte,harddu
1257,schmücken::V,pynte,addurno
1258,schmücken::V,smykke,harddu
1259,schmücken::V,smykke,addurno
1260,sagen::V,si,dweud
1261,sprechen::V,snakke,llefaru
1262,reden::V,tale,siarad
1263,reden::V,snakke,siarad
1264,sich unterhalten::V,samtale,sgwrsio
1265,fragen::V,spørre,gofyn
1266,bitten::V,be,gofyn am
1267,erzählen::V,fortelle,dweud
1268,mitteilen::V,meddele,cyfleu
1269,nennen::V,kalle,enwi
1270,rufen::V,rope,galw
1271,prahlen::V,skryte,brolio
1272,prahlen::V,skryte,ymffrostio
1273,übersetzen::V,oversette,cyfieithu
1274,denken::V,tenke,meddwl
1275,glauben::V,tro,credu
1276,glauben::V,tro,coelio
1277,bemerken::V,bemerke,sylwi
1278,bemerken::V,legge merke til,sylwi
1279,erkennen::V,gjenkjenne,adnabod
1280,begreifen::V,begripe,amgyffred
1281,verstehen::V,forstå,deall
1282,verstehen::V,skjønne,deall
1283,lernen::V,lære,dysgu
1284,wissen::V,vite,gwybod
1285,sich erinnern an::V,huske på,cofio
1286,vergessen::V,glemme,anghofio
1287,messen::V,måle,mesur
1288,zählen::V,telle,cyfrif
1289,rechnen::V,regne,cyfrifo
1290,lesen::V,lese,darllen
1291,malen::V,male,peintio
1292,zeichnen::V,tegne,tynnu
1293,schreiben::V,skrive,ysgrifennu
1294,besitzen::V,eie,meddu
1295,besitzen::V,inneha,meddu
1296,kaufen::V,kjøpe,prynu
1297,verkaufen::V,selge,gwerthu
1298,bezahlen::V,betale,talu am
1299,zahlen::V,betale,talu
1300,beherrschen::V,beherske,rheoli
1301,beherrschen::V,beherske,llywodraethu
1302,ertragen::V,orke,dioddef
1303,schlagen::V,,curo
