,Concept_ID,zh,zh
889,zerbrechen::V,破碎,破碎
890,zerreißen::V,撕碎,撕碎
891,zerstören::V,毁坏,毁坏
892,verbrennen::V,燃烧,燃烧
893,geben::V,给,给
894,reichen::V,递给,递给
895,schenken::V,赠送,赠送
896,versprechen::V,许诺,许诺
897,wünschen::V,祝,祝
898,loben::V,表扬,表扬
899,küssen::V,亲,亲
900,wiegen::V,轻摇,轻摇
901,zudecken::V,盖上,盖上
902,wecken::V,唤起,唤起
903,zeigen::V,指,指
904,führen::V,带领,带领
905,lehren::V,教,教
906,unterrichten::V,讲课,讲课
907,aufziehen::V,抚养,抚养
908,leiten::V,领导,领导
909,antreiben::V,催促,催促
910,lassen::V,让,让
911,einladen::V,邀请,邀请
912,vereinigen::V,统一,统一
913,besuchen::V,参观,参观
914,treffen::V,会面,会面
915,sich versammeln::V,聚集,聚集
916,spielen::V,玩,玩
917,singen::V,唱歌,唱歌
918,tanzen::V,跳舞,跳舞
919,sich trennen::V,分别,分别
920,verlassen::V,离开,离开
921,retten::V,救,救
922,bewachen::V,守卫,守卫
923,schützen::V,保护,保护
924,verteidigen::V,保卫,保卫
925,sich schlagen::V,打架,打架
926,schießen::V,射击,射击
927,siegen::V,获胜,获胜
928,ärgern::V,激怒,激怒
929,schlagen::V,打,打
930,treten::V,踢,踢
931,stechen::V,刺,刺
932,stoßen::V,撞,撞
933,stehlen::V,盗窃,盗窃
934,stören::V,干扰,干扰
935,belästigen::V,打搅,打搅
936,verbergen::V,隐藏,隐藏
937,täuschen::V,欺骗,欺骗
938,betrügen::V,欺骗,欺骗
939,töten::V,杀,杀
940,wohnen::V,居住,居住
941,arbeiten::V,工作,工作
942,sammeln::V,收集,收集
943,pflücken::V,采,采
944,jagen::V,打猎,打猎
945,fischen::V,捕鱼,捕鱼
946,fassen::V,捉住,捉住
947,hüten::V,守护,守护
948,treiben::V,漂,漂
949,anbinden::V,拴,拴
950,füttern::V,喂,喂
951,melken::V,挤奶,挤奶
952,hacken::V,剁细,剁细
953,gießen::V,浇,浇
954,reifen::V,成熟,成熟
955,kochen::V,煮,煮
956,backen::V,烤,烤
957,braten::V,煎,煎
958,umrühren::V,搅拌,搅拌
959,stricken::V,织,织
960,nähen::V,缝,缝
961,färben::V,染色,染色
962,reinigen::V,清洁,清洁
963,waschen::V,洗,洗
964,abwischen::V,擦掉,擦掉
965,spülen::V,清洗,清洗
966,fegen::V,扫,扫
967,kehren::V,打扫,打扫
968,baden::V,给...洗澡,给...洗澡
969,sich waschen::V,洗澡,洗澡
970,ausziehen::V,脱,脱
971,anziehen::V,穿,穿
972,sich anziehen::V,穿衣,穿衣
973,kämmen::V,梳,梳
974,schmücken::V,装饰,装饰
975,sagen::V,说,说
976,sprechen::V,说,说
977,reden::V,讲,讲
978,sich unterhalten::V,聊天,聊天
979,fragen::V,问,问
980,bitten::V,请,请
981,erzählen::V,叙述,叙述
982,mitteilen::V,通知,通知
983,nennen::V,叫做,叫做
984,rufen::V,叫,叫
985,prahlen::V,吹牛,吹牛
986,übersetzen::V,翻译,翻译
987,denken::V,想,想
988,glauben::V,以为,以为
989,bemerken::V,发觉,发觉
990,erkennen::V,识别,识别
991,begreifen::V,理解,理解
992,verstehen::V,明白,明白
993,lernen::V,学,学
994,wissen::V,知道,知道
995,sich erinnern an::V,回忆,回忆
996,vergessen::V,忘记,忘记
997,messen::V,测量,测量
998,zählen::V,数,数
999,rechnen::V,计算,计算
1000,lesen::V,读,读
1001,malen::V,画,画
1002,zeichnen::V,绘制,绘制
1003,schreiben::V,写,写
1004,besitzen::V,占有,占有
1005,kaufen::V,买,买
1006,verkaufen::V,卖,卖
1007,bezahlen::V,付钱,付钱
1008,zahlen::V,支付,支付
1009,beherrschen::V,统治,统治
1010,ertragen::V,忍耐,忍耐
