,Concept_ID,be,no
840,rauschen::V,шастаць,suse
841,klingen::V,гучаць,lyde
842,klingen::V,гучаць,klinge
843,bellen::V,брахаць,gjø
844,bellen::V,брахаць,bjeffe
845,heulen::V,выць,ule
846,blasen::V,дзьмухнуць,blåse
847,pfeifen::V,свістаць,plystre
848,schreien::V,крычаць,skrike
849,stöhnen::V,стагнаць,stønne
850,zittern::V,дрыжаць,dirre
851,zittern::V,дрыжаць,skjelve
852,leben::V,жыць,leve
853,geboren werden::V,нарадзіцца,fødes
854,atmen::V,дыхаць,ånde
855,atmen::V,дыхаць,puste
856,trinken::V,піць,drikke
857,essen::V,есці,spise
858,schlucken::V,глытаць,svelge
859,müde werden::V,стаміцца,bli trett
860,einschlafen::V,заснуць,sovne
861,schlafen::V,спаць,sove
862,aufwachen::V,рассыпацца,våkne
863,aufstehen::V,устаць,stå opp
864,sich erholen::V,адпачываць,bli bra
865,sich erholen::V,адпачываць,komme seg
866,krank werden::V,захварэць,bli syk
867,krank sein::V,хварэць,være syk
868,schmerzen::V,балець,gjøre vondt
869,husten::V,кашляць,hoste
870,genesen::V,паправіцца,komme seg
871,genesen::V,паздаравець,komme seg
872,sterben::V,памерці,dø
873,umkommen::V,загінуць,omkomme
874,sich bewegen::V,рухацца,bevege seg
875,sich rühren::V,варушыцца,røre på seg
876,sich erheben::V,устаць,reise seg
877,sich setzen::V,сесці,sette sig
878,hinfallen::V,упасці,falle over ende
879,laufen::V,хадзіць,løpe
880,schreiten::V,шагаць,skride
881,schreiten::V,крочыць,skride
882,spazierengehen::V,гуляць,spasere
883,spazierengehen::V,гуляць,gå en tur
884,eilen::V,спяшацца,ile
885,sich beeilen::V,спяшацца,skynde seg
886,sausen::V,імчацца,suse
887,rennen::V,бегаць,løpe
888,springen::V,скакаць,hoppe
889,springen::V,скакаць,springe
890,klettern::V,лазіць,klatre
891,schaukeln::V,гайдацца,huske
892,kriechen::V,поўзаць,krype
893,schwimmen::V,плаваць,svømme
894,tauchen::V,ныраць,dykke
895,rudern::V,веславаць,ro
896,fahren::V,ехаць,kjøre
897,fliegen::V,лятаць,fly
898,gehen::V,ісці,gå
899,weggehen::V,пайсці,gå bort
900,abfahren::V,адʼяжджаць,reise
901,anhalten::V,спыніцца,stanse
902,anhalten::V,затрымацца,stanse
903,hineingehen::V,уваходзіць,gå inn
904,eintreten::V,увайсці,tre inn
905,kommen::V,прыйсці,komme
906,ankommen::V,прыбыць,ankomme
907,ankommen::V,прыбыць,komme til
908,zurückkommen::V,вярнуцца,komme tilbake
909,bleiben::V,застацца,bli
910,bleiben::V,застацца,forbli
911,warten::V,чакаць,vente
912,erwarten::V,чакаць,vente
913,suchen::V,шукаць,søke
914,finden::V,знайсці,finne
915,versuchen::V,прабаваць,prøve
916,versuchen::V,прабаваць,forsøke
917,vorbereiten::V,падрыхтаваць,forberede
918,lieben::V,кахаць,elske
919,mögen::V,любіць,like
920,lachen::V,смяяцца,le
921,rühren::V,расчуліць,røre
922,weinen::V,плакаць,gråte
923,schimpfen::V,лаяцца,skjelle
924,sich ärgern::V,сердаваць,ergre seg
925,sich fürchten::V,баяцца,være redd
926,fürchten::V,баяцца,være redd for
927,fliehen::V,уцякаць,rømme
928,fliehen::V,уцякаць,flykte
929,flüchten::V,уцячы,flykte
930,sehen::V,бачыць,se
931,anschauen::V,паглядзець,se på
932,anschauen::V,паглядзець,betrakte
933,ansehen::V,глядзець,anse
934,hören::V,чуць,høre
935,zuhören::V,слухаць,tilhøre
936,probieren::V,каштаваць,smake
937,probieren::V,каштаваць,smake på
938,riechen::V,нюхаць,lukte
939,fühlen::V,адчуваць,føle
940,scheinen::V,здавацца,se ut
941,zu sehen sein::V,віднецца,synes
942,vernehmen::V,пачуць,få vite
943,frieren::V,мёрзнуць,fryse
944,tun::V,рабіць,gjøre
945,können::V,умець,kunne
946,wollen::V,хацець,ville
947,anfangen::V,пачаць,begynne
948,beenden::V,закончыць,avslutte
949,aufhören::V,перастаць,slutte
950,aufhören::V,перастаць,holde opp
951,gelingen::V,удацца,lykkes
952,geraten::V,аказацца,bli
953,öffnen::V,адчыніць,åpne
954,schließen::V,зачыніць,lukke
955,schließen::V,зачыніць,stenge
956,stellen::V,паставіць,stille
957,setzen::V,пасадзіць,sette
958,legen::V,класці,legge
959,berühren::V,чапаць,berøre
960,verbinden::V,звязаць,forbinde
961,bedecken::V,накрыць,dekke
962,aufhängen::V,павесіць,henge
963,aufhängen::V,павесіць,henge opp
964,anzünden::V,запаліць,tenne
965,anzünden::V,запаліць,antenne
966,anzünden::V,запаліць,tenne på
967,aufheben::V,падняць,løfte
968,aufheben::V,падняць,ta opp
969,zurücklassen::V,пакінуць,slippe tilbake
970,verlieren::V,згубіць,miste
971,fallen lassen::V,упусціць,droppe
972,fallen lassen::V,упусціць,la falle
973,machen::V,зрабіць,lage
974,machen::V,зрабіць,gjøre
975,herstellen::V,вырабіць,fremstille
976,bauen::V,будаваць,bygge
977,reparieren::V,правіць,reparere
978,verbessern::V,палепшыць,rette
979,verbessern::V,палепшыць,forbedre
980,ändern::V,змяніць,forandre
981,graben::V,капаць,grave
982,beugen::V,сагнуць,bøye
983,biegen::V,пагнуць,bøye
984,drehen::V,вярцець,dreie
985,wenden::V,павярнуць,vende
986,umdrehen::V,перавярнуць,snu
987,heben::V,падымаць,heve
988,hochheben::V,падняць,løfte
989,ergreifen::V,схапіць,gripe
990,ergreifen::V,схапіць,få tak i
991,ergreifen::V,схваціць,gripe
992,ergreifen::V,схваціць,få tak i
993,halten::V,трымаць,holde
994,drücken::V,націскаць,trykke
995,schieben::V,пхаць,skyve
996,schieben::V,штурхаць,skyve
997,kratzen::V,скрэбці,klø
998,kratzen::V,скрэбці,klore
999,lecken::V,лізаць,slikke
1000,beißen::V,кусаць,bite
1001,abreißen::V,адарваць,rive av
1002,abschneiden::V,адрэзаць,skjære av
1003,binden::V,вязаць,binde
1004,stecken::V,уваткнуць,stikke
1005,brechen::V,зламаць,bryte
1006,brechen::V,зламаць,briste
1007,klopfen::V,стукаць,banke
1008,hauen::V,біць,hogge
1009,kleben::V,клеіць,klistre
1010,reiben::V,церці,gni
1011,streichen::V,намазаць,stryke
1012,schleifen::V,тачыць,slipe
1013,schneiden::V,рэзаць,klippe
1014,rütteln::V,хістаць,ruske
1015,schütteln::V,трэсці,riste
1016,schwenken::V,махаць,svinge
1017,schütten::V,наліць,helle
1018,füllen::V,напоўніць,fylle
1019,einwickeln::V,загарнуць,vikle inn
1020,tragen::V,несці,bære
1021,schleppen::V,цягнуць,slepe
1022,ziehen::V,цягнуць,dra
1023,ziehen::V,цягнуць,trekke
1024,aufbewahren::V,захоўваць,oppbevare
1025,aufbewahren::V,захоўваць,ta vare på
1026,werfen::V,кідаць,kaste
1027,fangen::V,лавіць,fange
1028,packen::V,схапіць,gripe
1029,packen::V,схапіць,gripe tak i
1030,packen::V,схваціць,gripe
1031,packen::V,схваціць,gripe tak i
1032,verstecken::V,схаваць,gjemme
1033,teilen::V,раздзяліць,dele
1034,schicken::V,пасылаць,sende
1035,bringen::V,прынесці,bringe
1036,hinzufügen::V,дабавіць,tilføye
1037,bekommen::V,дастаць,få
1038,erhalten::V,атрымаць,få
1039,nehmen::V,ўзяць,ta
1040,wählen::V,выбраць,velge
1041,auswählen::V,адабраць,velge ut
1042,bewahren::V,захаваць,bevare
1043,behindern::V,перашкаджаць,hindre
1044,behindern::V,перашкаджаць,forhindre
1045,verderben::V,сапсаваць,ødelegge
1046,beschädigen::V,пашкодзіць,skade
1047,zerbrechen::V,разбіць,brekke i stykker
1048,zerreißen::V,разадраць,rive i stykker
1049,zerstören::V,разбурыць,ødelegge
1050,verbrennen::V,спаліць,brenne
1051,verbrennen::V,спаліць,brenne opp
1052,geben::V,даць,gi
1053,reichen::V,перадаць,rekke
1054,schenken::V,дарыць,forære
1055,schenken::V,дарыць,skjenke
1056,versprechen::V,абяцаць,love
1057,wünschen::V,жадаць,ønske
1058,loben::V,хваліць,rose
1059,küssen::V,цалаваць,kysse
1060,wiegen::V,гушкаць,vogge
1061,wiegen::V,калыхаць,vogge
1062,zudecken::V,накрыць,dekke til
1063,wecken::V,пабудзіць,vekke
1064,zeigen::V,паказаць,vise
1065,führen::V,весці,føre
1066,lehren::V,вучыць,lære
1067,unterrichten::V,выкладаць,undervise
1068,aufziehen::V,выхаваць,oppdra
1069,leiten::V,кіраваць,lede
1070,antreiben::V,падганяць,drive på
1071,lassen::V,прымусіць,få til å
1072,einladen::V,запрасіць,be
1073,einladen::V,запрасіць,invitere
1074,vereinigen::V,абʼяднаць,forene
1075,besuchen::V,наведаць,besøke
1076,treffen::V,сустрэць,møte
1077,treffen::V,сустрэць,treffe
1078,sich versammeln::V,сабрацца,forsamles
1079,spielen::V,гуляць,leke
1080,spielen::V,гуляць,spille
1081,singen::V,пець,synge
1082,singen::V,спяваць,synge
1083,tanzen::V,танцаваць,danse
1084,sich trennen::V,расстацца,skilles
1085,verlassen::V,пакінуць,forlate
1086,retten::V,выратаваць,redde
1087,bewachen::V,ахоўваць,bevokte
1088,schützen::V,уберагаць,verne
1089,schützen::V,уберагаць,beskytte
1090,verteidigen::V,абараніць,forsvare
1091,sich schlagen::V,біцца,slåss
1092,sich schlagen::V,драцца,slåss
1093,schießen::V,страляць,skyte
1094,siegen::V,перамагчы,seire
1095,ärgern::V,злаваць,ergre
1096,schlagen::V,ударыць,
1097,treten::V,штурхаць,sparke
1098,stechen::V,укалоць,stikke
1099,stoßen::V,папхнуць,støte
1100,stehlen::V,украсці,stjele
1101,stören::V,перашкодзіць,forstyrre
1102,belästigen::V,дакучаць,plage
1103,belästigen::V,дакучаць,sjenere
1104,verbergen::V,скрыць,gjemme
1105,verbergen::V,схаваць,gjemme
1106,täuschen::V,падмануць,villede
1107,betrügen::V,змахляваць,bedra
1108,töten::V,забіць,drepe
1109,wohnen::V,жыць,bo
1110,arbeiten::V,працаваць,arbeide
1111,sammeln::V,сабраць,samle
1112,pflücken::V,зрываць,plukke
1113,jagen::V,паляваць,jage
1114,fischen::V,рыбачыць,fiske
1115,fassen::V,злавіць,fange
1116,hüten::V,пасвіць,vokte
1117,treiben::V,гнаць,drive
1118,anbinden::V,прывязаць,feste
1119,füttern::V,карміць,fore
1120,melken::V,даіць,melke
1121,hacken::V,сячы,hakke
1122,gießen::V,паліць,helle
1123,reifen::V,паспець,modne
1124,zubereiten::V,зварыць,lage
1125,zubereiten::V,зварыць,tilberede
1126,zubereiten::V,згатаваць,lage
1127,zubereiten::V,згатаваць,tilberede
1128,kochen::V,варыць,koke
1129,backen::V,пячы,bake
1130,braten::V,смажыць,steke
1131,umrühren::V,перамяшаць,røre om
1132,stricken::V,вязаць,strikke
1133,nähen::V,шыць,sy
1134,färben::V,пафарбаваць,farge
1135,reinigen::V,ачысціць,rense
1136,reinigen::V,ачысціць,gjøre ren
1137,waschen::V,мыць,vaske
1138,abwischen::V,выцерці,tørke av
1139,spülen::V,паласкаць,spyle
1140,spülen::V,паласкаць,skylle
1141,fegen::V,падмятаць,feie
1142,kehren::V,месці,koste
1143,baden::V,купацца,bade
1144,sich waschen::V,мыцца,vaske seg
1145,ausziehen::V,зняць,ta av
1146,anziehen::V,надзець,ta på
1147,sich anziehen::V,адзецца,kle på seg
1148,kämmen::V,прычасаць,gre
1149,kämmen::V,прычасаць,kjemme
1150,schmücken::V,аздобіць,pynte
1151,schmücken::V,аздобіць,smykke
1152,sagen::V,сказаць,si
1153,sprechen::V,гаварыць,snakke
1154,reden::V,размаўляць,tale
1155,reden::V,размаўляць,snakke
1156,sich unterhalten::V,гутарыць,samtale
1157,fragen::V,спытаць,spørre
1158,bitten::V,прасіць,be
1159,erzählen::V,расказаць,fortelle
1160,mitteilen::V,паведаміць,meddele
1161,nennen::V,назваць,kalle
1162,rufen::V,зваць,rope
1163,prahlen::V,хваліцца,skryte
1164,übersetzen::V,перакласці,oversette
1165,denken::V,думаць,tenke
1166,glauben::V,верыць,tro
1167,bemerken::V,заўважыць,bemerke
1168,bemerken::V,заўважыць,legge merke til
1169,erkennen::V,пазнаць,gjenkjenne
1170,begreifen::V,спасцігнуць,begripe
1171,verstehen::V,пачуць,forstå
1172,verstehen::V,пачуць,skjønne
1173,lernen::V,вучыцца,lære
1174,wissen::V,знаць,vite
1175,sich erinnern an::V,памятаць,huske på
1176,vergessen::V,забыць,glemme
1177,messen::V,мераць,måle
1178,zählen::V,лічыць,telle
1179,rechnen::V,лічыць,regne
1180,lesen::V,чытаць,lese
1181,malen::V,маляваць,male
1182,zeichnen::V,рысаваць,tegne
1183,schreiben::V,пісаць,skrive
1184,besitzen::V,мець,eie
1185,besitzen::V,мець,inneha
1186,kaufen::V,купіць,kjøpe
1187,verkaufen::V,прадаць,selge
1188,bezahlen::V,заплаціць,betale
1189,zahlen::V,плаціць,betale
1190,beherrschen::V,уладаць,beherske
1191,beherrschen::V,валодаць,beherske
1192,ertragen::V,выцерпець,orke
