,Concept_ID,ml,pt
1218,sich waschen::V,കഴുകുക,lavar-se
1219,ausziehen::V,ഇഴുക്കുക,despir
1220,anziehen::V,ഉടുക്കുക,vestir
1221,sich anziehen::V,ധരിച്ച നേടുകയുക,vestir-se
1222,kämmen::V,മുടിചീകുക,pentear
1223,schmücken::V,അലങ്കരിക്കുക,adornar
1224,sagen::V,പറയുക,dizer
1225,sprechen::V,സംസാരിക്കുക,falar
1226,reden::V,സംസാരിക്കുക,falar
1227,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,conversar
1228,fragen::V,ചോദിക്കുക,perguntar
1229,bitten::V,അപേക്ഷിക്കുക,pedir
1230,erzählen::V,പറയുക,contar
1231,mitteilen::V,അറിയിക്കുക,comunicar
1232,mitteilen::V,അറിയിക്കുക,participar
1233,nennen::V,പേരിടുക,nomear
1234,nennen::V,പേരിടുക,apelidar
1235,rufen::V,വിളിക്കുക,chamar
1236,prahlen::V,പൊങ്ങച്ചം പറയുക,gabar-se
1237,prahlen::V,പൊങ്ങച്ചം പറയുക,vangloriar-se
1238,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,traduzir
1239,denken::V,ചിന്തിക്കുക,pensar
1240,glauben::V,വിശ്വസിക്കുക,crer
1241,bemerken::V,ശ്രദ്ധിക്കുക,notar
1242,bemerken::V,ശ്രദ്ധിക്കുക,observar
1243,erkennen::V,തിരിചറിയുക,reconhecer
1244,begreifen::V,കൈപ്പിടിയിലാക്കുക,apreender
1245,begreifen::V,കൈപ്പിടിയിലാക്കുക,compreender
1246,verstehen::V,മനസ്സിലാക്കുക,entender
1247,verstehen::V,മനസ്സിലാക്കുക,compreender
1248,lernen::V,പഠിക്കുക,aprender
1249,wissen::V,അറിയുക,saber
1250,sich erinnern an::V,ഓർമിക്കുക,lembrar-se de
1251,sich erinnern an::V,ഓർമിക്കുക,recordar-se de
1252,vergessen::V,മറക്കുക,esquecer
1253,messen::V,അളക്കുക,medir
1254,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,contar
1255,rechnen::V,ഗണിക്കുക,calcular
1256,lesen::V,വായിക്കുക,ler
1257,malen::V,ചിത്രം വരയ്ക്കുക,pintar
1258,zeichnen::V,വരയ്ക്കുക,desenhar
1259,schreiben::V,എഴുതുക,escrever
1260,besitzen::V,സ്വന്തമാക്കുക,possuir
1261,kaufen::V,വാങ്ങുക,comprar
1262,verkaufen::V,വിൽക്കുക,vender
1263,bezahlen::V,പരിഹാരം ചെയ്യുക,pagar
1264,zahlen::V,പണം അടയ്ക്കുക,pagar
1265,beherrschen::V,ഭരിക്കുക,imperar
1266,ertragen::V,താങ്ങുക,suportar
