,Concept_ID,cv,br
727,bald::ADV,кӗҫех,hepdale
728,dann::ADV,унтан,a-c'houde
729,gestern::ADV,ӗнер,dec'h
730,einst::ADV,пӗррехинче,gwechall
731,damals::ADV,ун чухне,neuze
732,damals::ADV,апла пулсан,neuze
733,danach::ADV,унтан,goude
734,vorher::ADV,малтан,diagent
735,zuerst::ADV,пирвай,da gentañ
736,einmal::ADV,пӗррехинче,ur wech
737,manchmal::ADV,хӑш чухне,a-wechoù
738,oft::ADV,тӑтӑш,alies
739,immer::ADV,ялан,atav
740,immer::ADV,ялан,bepred
741,niemals::ADV,нихӑҫан та,gwech ebet
742,hier::ADV,кунта,amañ
743,hierhin::ADV,кунта,dre amañ
744,von hier::ADV,кунтан,alemañ
745,dort::ADV,унта,aze
746,dort::ADV,унта,ahont
747,dort::ADV,ҫавӑнта,aze
748,dort::ADV,ҫавӑнта,ahont
749,dorthin::ADV,унта,di
750,dorthin::ADV,унта,aze
751,dorthin::ADV,унта,ahont
752,dorthin::ADV,ҫавӑнта,di
753,dorthin::ADV,ҫавӑнта,aze
754,dorthin::ADV,ҫавӑнта,ahont
755,geradeaus::ADV,тикӗс,war-eeun
756,vorwärts::ADV,малалла,war-raok
757,rückwärts::ADV,хыҫала,war-lerc'h
758,zurück::ADV,каялла,war-dreñv
759,unten::ADV,аялта,en traoñ
760,hinab::ADV,аялта,a-izel
761,oben::ADV,ҫӳлте,en nec'h
762,hinauf::ADV,ҫӳле,e-krec'h
763,überall::ADV,таҫта та,dre-holl
764,überall::ADV,пур ҫӗрте те,dre-holl
765,überall::ADV,кирек ӑҫта та,dre-holl
766,nicht::ADV,мар,ne ... ket
767,ein wenig::ADV,пӑртак,un tammig
768,kaum::ADV,аран,a-boan
769,sehr::ADV,питӗ,-tre
770,sehr::ADV,питӗ,-kenañ
771,so::ADV,апла,evel-se
772,noch::ADV,татах,c'hoazh
773,nur::ADV,ҫех,hepken
774,schon::ADV,ӗнтӗ,dija
775,wieder::ADV,каллех,adarre
776,vergebens::ADV,харам,
777,vor::PRP,умӗнче,dirak
778,hinter::PRP,кайра,a-drek
779,hinter::PRP,кайра,a-dreñv
780,unter::PRP,айне,dindan
781,unter::PRP,айӗпе,dindan
782,unter::PRP,айӗнче,dindan
783,unter::PRP,ҫитеспе,dindan
784,durch::PRP,витӗр,dre
785,neben::PRP,патӗнче,e-kichen
786,zwischen::PRP,хушшинче,etre
787,wegen::PRP,пула,abalamour da
788,wegen::PRP,пирки,abalamour da
789,dies::PRN,ку,hemañ
790,dies::PRN,ҫак,hemañ
791,das::PRN,ҫав,se
792,das::PRN,ҫав,hennezh
793,alles::PRN,пурте,pep tra
794,alles::PRN,йӑлт,pep tra
795,ich::PRN,эп,me
796,du::PRN,эс,te
797,er::PRN,вӑл,eñ
798,wir::PRN,эпир,ni
799,ihr::PRN,эсир,c'hwi
800,sie::PRN,вӗсем,int
801,was::FPRN,мӗн,petra
802,was::FPRN,мӗскер,petra
803,was::FPRN,мӗн те пулин,petra
804,wer::FPRN,кам,piv
805,wo::FADV,ӑҫта,pelec'h
806,wohin::FADV,ӑҫта,da belec'h
807,wie::FADV,епле,penaos
808,wie::FADV,мӗнле,penaos
809,warum::FADV,ма,perak
810,warum::FADV,мӗншӗн,perak
811,wieviel::FNUM,миҫе,pet
812,eins::NUM,пӗр,unan
813,eins::NUM,пӗрре,unan
814,zwei::NUM,ик,daou
815,zwei::NUM,икӗ,daou
816,zwei::NUM,иккӗ,daou
817,drei::NUM,виҫ,tri
818,drei::NUM,виҫӗ,tri
819,drei::NUM,виҫҫӗ,tri
820,vier::NUM,тӑват,pevar
821,fünf::NUM,пилӗк,pemp
822,fünf::NUM,пиллӗк,pemp
823,sechs::NUM,улт,c'hwec'h
824,sechs::NUM,ултӑ,c'hwec'h
825,sechs::NUM,улттӑ,c'hwec'h
826,sieben::NUM,ҫич,seizh
827,sieben::NUM,ҫичӗ,seizh
828,sieben::NUM,ҫиччӗ,seizh
829,acht::NUM,сакӑр,eizh
830,acht::NUM,саккӑр,eizh
831,neun::NUM,тӑхӑр,nav
832,neun::NUM,тӑххӑр,nav
833,zehn::NUM,вунӑ,dek
834,zehn::NUM,вуннӑ,dek
835,elf::NUM,вун пӗр,unnek
836,zwölf::NUM,вун ик,daouzek
837,zwölf::NUM,вун икӗ,daouzek
838,zwölf::NUM,вун иккӗ,daouzek
839,zwanzig::NUM,ҫирӗм,ugent
840,dreißig::NUM,вӑтӑр,tregont
841,vierzig::NUM,хӗрӗх,daou-ugent
842,fünfzig::NUM,аллӑ,hanter-kant
843,sechzig::NUM,утмӑл,tri-ugent
844,siebzig::NUM,ҫитмӗл,dek ha tri-ugent
845,achtzig::NUM,сакӑр вунӑ,pevar-ugent
846,achtzig::NUM,сакӑр вуннӑ,pevar-ugent
847,neunzig::NUM,тӑхӑр вун,dek ha pevar-ugent
848,neunzig::NUM,тӑхӑр вунӑ,dek ha pevar-ugent
849,neunzig::NUM,тӑхӑр вуннӑ,dek ha pevar-ugent
850,hundert::NUM,ҫӗр,kant
851,tausend::NUM,пин,mil
852,und::CNJ,та,ha
853,oder::CNJ,е,pe
854,stehen::V,тӑр,bezañ a-sav
855,sitzen::V,лар,azezañ
856,sitzen::V,лар,bezañ en e goazez
857,liegen::V,вырт,bezañ en e c'hourvez
858,hängen::V,усӑнса тӑр,krougañ
859,hängen::V,ҫакӑнса тӑр,krougañ
860,werden::V,пул,dazonet
861,passieren::V,пул,c'hoarvezout
862,beginnen::V,пуҫлан,stagañ
863,enden::V,пӗт,achuiñ
864,enden::V,вӗҫлен,achuiñ
865,wechseln::V,улшӑн,cheñch
866,aufgehen[Sonne]::V,тух,dirouzañ
867,untergehen[Sonne]::V,анса лар,
868,scheinen[Sonne]::V,пӑх,lugernañ
869,donnern::V,кӗмсӗртет,taranal
870,donnern::V,авӑт,taranal
871,wehen::V,варкӑш,c'hwezhañ
872,strömen::V,тӑкӑн,deredek
873,fließen::V,юх,redek
874,sich drehen::V,ҫаврӑн,troiñ
875,schwanken::V,чӳхен,trantellat
876,schwingen::V,суллан,froumal
877,fallen::V,кип,kouezhañ
878,fallen::V,тӳр кип,kouezhañ
879,fallen::V,татӑлса ан,kouezhañ
880,brennen::V,ҫун,deviñ
881,rauchen::V,мӑкӑрлан,divogedañ
882,rauchen::V,тӗтӗм кӑлар,divogedañ
883,regnen::V,ҫумӑр ҫӑвать,glavañ
884,gefrieren::V,шӑн,reviñ
885,tauen::V,ирӗл,diskornañ
886,schmelzen::V,ирӗл,teuziñ
887,trocknen::V,тип,sec'hañ
888,sieden::V,вӗре,berviñ
889,faulen::V,ҫӗр,breinañ
890,verfaulen::V,ҫӗр,breinañ
891,reißen::V,ҫурӑл,darnaouiñ
892,versinken::V,пут,sodellañ
893,vergehen::V,ирт,tremen
894,erscheinen::V,курӑн,donet war-wel
895,erscheinen::V,курӑнса кай,donet war-wel
896,verschwinden::V,ҫухал,monet diwar wel
897,sinken::V,чак,en em izelat
898,abnehmen::V,чак,nebeutaat
899,zunehmen::V,пысӑклан,kreskiñ
900,steigen::V,ҫӗклен,sevel
901,wachsen::V,ӳс,kreskiñ
902,glänzen::V,ҫиҫ,lugernañ
903,funkeln::V,ялкӑш,elieniñ
904,funkeln::V,йӑлтӑртат,elieniñ
905,lärmen::V,шавла,rabotat
906,läuten::V,шӑнкӑравла,
907,klingeln::V,шӑнкӑравла,
908,klirren::V,калтлат,diridignat
909,klirren::V,калтлат,sterlinkañ
910,klirren::V,шӑнкӑлтат,diridignat
911,klirren::V,шӑнкӑлтат,sterlinkañ
912,brausen::V,ахӑр,gwegal
913,rauschen::V,вашӑлтат,trouzal
914,rauschen::V,чашӑлтат,trouzal
915,klingen::V,янӑра,seniñ
916,bellen::V,вӗр,harzhal
917,heulen::V,ула,yudal
918,blasen::V,вӗр,c'hwezhañ
919,pfeifen::V,шӑхӑр,c'hwitellat
920,schreien::V,кӑшкӑр,huchal
921,stöhnen::V,йынӑш,hirvoudiñ
922,zittern::V,чӗтре,krenañ
923,leben::V,пурӑн,bevañ
924,geboren werden::V,ҫурал,genel
925,atmen::V,сывла,tennañ e anal
926,trinken::V,ӗҫ,evañ
927,essen::V,ҫи,debriñ
928,schlucken::V,ҫӑт,lonkañ
929,müde werden::V,ӗшен,skuizhañ
930,einschlafen::V,ыйха пут,menel kousket
931,einschlafen::V,ҫывӑрса кай,menel kousket
932,schlafen::V,ҫывӑр,kousket
933,aufwachen::V,вӑран,dihuniñ
934,aufstehen::V,тӑр,sevel
935,sich erholen::V,кан,diskuizhañ
936,krank werden::V,чирле,klañviñ
937,krank sein::V,чирле,bezañ klañv
938,schmerzen::V,сур,skourjezañ
939,schmerzen::V,ырат,skourjezañ
940,husten::V,ӳсӗр,pasaat
941,husten::V,ӳсӗр,peudal
942,genesen::V,сывал,pareañ
943,genesen::V,тӳрлен,pareañ
944,sterben::V,вил,mervel
945,umkommen::V,вил,perisañ
946,sich bewegen::V,куҫ,bouljal
947,sich rühren::V,хускал,fiñval
948,sich erheben::V,тӑр,sevel
949,sich setzen::V,лар,azezañ
950,sich setzen::V,лар,mont en e goazez
951,hinfallen::V,ӳк,kouezhañ
952,laufen::V,ут,redek
953,schreiten::V,ут,kerzhet
954,spazierengehen::V,уҫӑлса ҫӳре,pourmen
955,spazierengehen::V,уткаласа ҫӳре,pourmen
956,eilen::V,васка,hastañ
957,eilen::V,хыпалан,hastañ
958,sich beeilen::V,васка,hastañ
959,sich beeilen::V,хыпалан,hastañ
960,sausen::V,ыткӑн,karzhañ
961,sausen::V,вӗҫтер,karzhañ
962,rennen::V,чуп,redek
963,springen::V,сик,lammat
964,klettern::V,улӑх,krimpat
965,schaukeln::V,йӳрӗн,brañsellat
966,kriechen::V,шу,skrampañ
967,kriechen::V,упален,skrampañ
968,schwimmen::V,иш,neuial
969,tauchen::V,чӑм,splujañ
970,rudern::V,авӑс,roeñvat
971,fahren::V,пыр,kas
972,fahren::V,пыр,bleniañ
973,fliegen::V,вӗҫ,nijal
974,gehen::V,кай,mont
975,weggehen::V,кай,mont kuit
976,abfahren::V,тапран,mont kuit
977,anhalten::V,чарӑн,chom a-sav
978,hineingehen::V,кӗр,monet e-barzh
979,eintreten::V,кӗр,monet e-barzh
980,kommen::V,кил,dont
981,ankommen::V,ҫит,erruout
982,zurückkommen::V,таврӑн,addonet
983,zurückkommen::V,каялла кил,addonet
984,bleiben::V,юл,chom
985,warten::V,кӗт,gortoz
986,erwarten::V,кӗт,gortoz
987,suchen::V,шыра,klask
988,finden::V,туп,kavout
989,versuchen::V,пикен,klask
990,vorbereiten::V,хатӗрле,aozañ
991,lieben::V,юрат,karout
992,mögen::V,кӑмӑлла,karout
993,mögen::V,килӗштер,karout
994,lachen::V,кул,c'hoarzin
995,lachen::V,ахӑлтат,c'hoarzin
996,rühren::V,ҫулӑх,tenerañ
997,weinen::V,йӗр,gouelañ
998,weinen::V,макӑр,gouelañ
999,schimpfen::V,вӑрҫ,krozal
1000,schimpfen::V,ятлаҫ,krozal
1001,sich ärgern::V,ҫиллен,fachañ
1002,sich ärgern::V,ҫиллен,en em fachañ
1003,sich fürchten::V,шиклен,
1004,fürchten::V,хӑра,
1005,fliehen::V,тар,tec'het
1006,flüchten::V,чупса тар,tuzañ
1007,sehen::V,кур,gwelet
1008,anschauen::V,пӑхса ил,sellout ouzh
1009,ansehen::V,пӑх,sellout ouzh
1010,hören::V,илт,klevet
1011,zuhören::V,итле,selaou
1012,zuhören::V,тӑнла,selaou
1013,probieren::V,астив,blasa
1014,riechen::V,шӑршла,klevet
1015,fühlen::V,туй,santout
1016,fühlen::V,сис,santout
1017,scheinen::V,туйӑн,diskouez bezañ
1018,zu sehen sein::V,курӑн,bezañ gwelus
1019,vernehmen::V,пӑл,merzhañ
1020,frieren::V,йӳтен,anoued
1021,tun::V,ту,ober
1022,können::V,пултар,gouzout
1023,wollen::V,те,fellout da
1024,wollen::V,те,kaout c'hoant da
1025,anfangen::V,пуҫла,kregiñ
1026,beenden::V,пӗтер,achuiñ
1027,aufhören::V,пӑрах,paouez
1028,gelingen::V,ӑн,
1029,geraten::V,пул,
1030,öffnen::V,уҫ,digeriñ
1031,schließen::V,хуп,serriñ
1032,stellen::V,ларт,lakaat
1033,stellen::V,тӑрат,lakaat
1034,setzen::V,ларт,lakaat
1035,legen::V,хур,lakaat
1036,berühren::V,перӗн,touch
1037,verbinden::V,сып,eren
1038,bedecken::V,вит,goloiñ
1039,aufhängen::V,ҫак,istribilhañ
1040,anzünden::V,ҫут,alumiñ
1041,anzünden::V,ҫут,c'hwezzañ
1042,aufheben::V,ҫӗкле,dastum
1043,zurücklassen::V,манса хӑвар,lezel
1044,verlieren::V,ҫӗтер,koll
1045,fallen lassen::V,ӳкер,laoskel
1046,fallen lassen::V,ӳкер,lezel da gouezhel
1047,machen::V,ту,ober
1048,herstellen::V,ӑстала,fardañ
1049,bauen::V,ту,sevel
1050,reparieren::V,юса,adaozañ
1051,verbessern::V,лайӑхлат,gwellaat
1052,ändern::V,улӑштар,cheñch
1053,graben::V,чав,kleuzañ
1054,graben::V,чакала,kleuzañ
1055,beugen::V,кукӑрт,plegañ
1056,biegen::V,ав,krommañ
1057,biegen::V,кукӑрт,krommañ
1058,drehen::V,ҫавӑр,treiñ
1059,wenden::V,ӳпӗнтер,treiñ
1060,umdrehen::V,ҫавӑр,treiñ
1061,heben::V,хӑпарт,sevel
1062,hochheben::V,йӑт,sevel
1063,ergreifen::V,тыт,kemer
1064,halten::V,тыт,dalc'hen
1065,drücken::V,пус,bountañ
1066,schieben::V,тӗк,poulzañ
1067,schieben::V,тӗрт,poulzañ
1068,kratzen::V,хыр,skrabat
1069,lecken::V,ҫула,lipat
1070,beißen::V,ҫырт,kregiñ
1071,beißen::V,хып,kregiñ
1072,abreißen::V,тат,diframmañ
1073,abschneiden::V,кас,troc'hañ
1074,binden::V,ҫых,stagañ
1075,stecken::V,чик,sankañ
1076,brechen::V,хуҫ,darnaouiñ
1077,klopfen::V,такка,skoiñ
1078,hauen::V,шакка,dornañ
1079,kleben::V,ҫыпӑҫтар,pegañ
1080,reiben::V,сӑтӑр,taravat
1081,reiben::V,сӑтӑр,trekiñ
1082,streichen::V,сӗр,toazañ
1083,schleifen::V,хӑйра,lemmañ
1084,schneiden::V,кас,troc'hañ
1085,rütteln::V,лӑка,tordorosañ
1086,rütteln::V,силлентер,tordorosañ
1087,schütteln::V,лӑка,hejañ
1088,schütteln::V,силлентер,hejañ
1089,schwenken::V,сулла,
1090,schütten::V,тултар,diskargañ
1091,füllen::V,тултар,kargañ
1092,einwickeln::V,чӗрке,gronnañ
1093,tragen::V,ҫӗкле,dougen
1094,schleppen::V,сӗтӗр,stlejal
1095,ziehen::V,тӑс,sachañ
1096,aufbewahren::V,усра,miret
1097,werfen::V,пӑрах,teuler
1098,fangen::V,тыт,tapañ
1099,packen::V,тыт,krapat
1100,verstecken::V,пытарса хур,kuzhat
1101,teilen::V,уйӑр,rannañ
1102,teilen::V,пайла,rannañ
1103,schicken::V,яр,kas
1104,bringen::V,кӳр,degas
1105,hinzufügen::V,хуш,lakat ouzhpenn
1106,bekommen::V,ил,kaout
1107,bekommen::V,туян,kaout
1108,erhalten::V,ил,kaout
1109,erhalten::V,туян,kaout
1110,nehmen::V,ил,kemer
1111,wählen::V,суйла,choaz
1112,auswählen::V,суйла,dibab
1113,bewahren::V,упра,mirout
1114,behindern::V,кансӗрле,diaezañ
1115,behindern::V,чӑрмантар,diaezañ
1116,verderben::V,пӑс,lovrañ
1117,beschädigen::V,пӑс,gwallegañ
1118,zerbrechen::V,ват,torriñ
1119,zerbrechen::V,ҫӗмӗр,torriñ
1120,zerreißen::V,ҫур,diroegiñ
1121,zerstören::V,иш,distrujañ
1122,verbrennen::V,ҫунтар,deviñ
1123,geben::V,пар,reiñ
1124,reichen::V,пар,
1125,schenken::V,парнеле,donezonañ
1126,versprechen::V,тума пул,prometiñ
1127,versprechen::V,сӑмах пар,prometiñ
1128,wünschen::V,сун,hetiñ
1129,loben::V,ырла,feurmiñ
1130,küssen::V,чуп ту,pokat
1131,wiegen::V,сиктер,pouezañ
1132,wiegen::V,силле,pouezañ
1133,zudecken::V,вит,goloiñ
1134,wecken::V,вӑрат,dihuniñ
1135,zeigen::V,кӑтарт,diskouez
1136,führen::V,илсе пыр,kas
1137,führen::V,ҫавӑтса пыр,kas
1138,lehren::V,вёрент,deskiñ
1139,unterrichten::V,вёрент,kelenn
1140,aufziehen::V,вӗрент,
1141,leiten::V,тытса пыр,bleinañ
1142,antreiben::V,васкат,poulzañ
1143,lassen::V,пусахла,leuskel
1144,lassen::V,хуш,leuskel
1145,einladen::V,чӗн,pediñ
1146,vereinigen::V,пӗрлештер,unisañ
1147,besuchen::V,ҫит,gweladenniñ
1148,besuchen::V,кӗрсе кур,gweladenniñ
1149,treffen::V,тӗл пул,kejal
1150,treffen::V,тӗл пул,ankontrañ
1151,sich versammeln::V,пуҫтарӑн,bodennañ
1152,spielen::V,выля,c'hoari
1153,singen::V,юрла,kanañ
1154,tanzen::V,ташла,dañsal
1155,sich trennen::V,уйрӑл,dispartiañ
1156,verlassen::V,хӑвар,lezel
1157,retten::V,ҫӑл,saveteiñ
1158,bewachen::V,хуралла,mesa
1159,schützen::V,сыхла,diwall
1160,verteidigen::V,хӳтӗле,difenn
1161,sich schlagen::V,ҫапӑҫ,lopañ
1162,schießen::V,пер,
1163,siegen::V,ҫӗн,trec'hiñ
1164,siegen::V,ҫӗнтер,trec'hiñ
1165,ärgern::V,тарӑхтар,hegasiñ
1166,ärgern::V,ҫиллентер,hegasiñ
1167,schlagen::V,ҫап,skeiñ
1168,treten::V,тап,botaouiñ
1169,stechen::V,чик,pikat
1170,stoßen::V,чыш,stokañ
1171,stehlen::V,вӑрла,laerezh
1172,stören::V,кансӗрле,direnkañ
1173,belästigen::V,аптӑрат,dregasiñ
1174,belästigen::V,хупла,dregasiñ
1175,verbergen::V,пытар,skoachañ
1176,täuschen::V,суй,tromplañ
1177,betrügen::V,ултала,lorbañ
1178,töten::V,вӗлер,lazhañ
1179,wohnen::V,чуна пар,bezañ o chom
1180,wohnen::V,парӑнса тӑр,bezañ o chom
1181,arbeiten::V,ӗҫле,labourat
1182,sammeln::V,пух,dastum
1183,pflücken::V,тат,kuntuilhañ
1184,jagen::V,сунара ҫӳре,chaseal
1185,fischen::V,пулӑ тыт,pesketa
1186,fassen::V,тыт,pakañ
1187,hüten::V,кӗт,geota
1188,treiben::V,хӑвала,
1189,anbinden::V,кӑкар,stagañ
1190,füttern::V,ҫитер,boueta
1191,melken::V,су,goro
1192,hacken::V,вакла,difrakal
1193,gießen::V,шӑвар,dourañ
1194,reifen::V,пиҫ,azviñ
1195,zubereiten::V,пӗҫер,keginañ
1196,kochen::V,пӗҫер,poazhañ
1197,backen::V,пӗҫер,fritañ
1198,braten::V,ӑшала,rostañ
1199,umrühren::V,хутӑштар,
1200,stricken::V,ҫых,stammañ
1201,nähen::V,ҫӗле,gwriat
1202,färben::V,пӗвет,livañ
1203,reinigen::V,тасат,naetañ
1204,waschen::V,ҫу,gwalc'hiñ
1205,abwischen::V,шӑл,torchañ
1206,spülen::V,чӳхе,disgwalc'hiñ
1207,fegen::V,шӑл,skubañ
1208,kehren::V,шӑл,skubañ
1209,baden::V,шыва кӗр,kouronkañ
1210,sich waschen::V,ҫӑвӑн,en em walc'hiñ
1211,ausziehen::V,салан,
1212,anziehen::V,тӑхӑн,
1213,sich anziehen::V,тӑхӑн,gwiskañ
1214,kämmen::V,тура,kribat
1215,schmücken::V,илемлет,kinklañ
1216,sagen::V,те,larêt
1217,sagen::V,те,lavaret
1218,sprechen::V,кала,komz
1219,reden::V,сӑмахла,kaozeal
1220,reden::V,калаҫ,kaozeal
1221,sich unterhalten::V,пупле,balbotal
1222,fragen::V,ыйт,goulenn
1223,bitten::V,ыйт,goulenn
1224,erzählen::V,каласа пар,kontañ
1225,mitteilen::V,пӗлтер,kemenn
1226,mitteilen::V,хыпарла,kemenn
1227,nennen::V,те,anviñ
1228,nennen::V,чӗн,anviñ
1229,rufen::V,чӗн,gelver
1230,prahlen::V,мухтан,fougeal
1231,prahlen::V,вӗҫкӗнлен,fougeal
1232,übersetzen::V,куҫар,treiñ
1233,denken::V,шухӑшла,soñjal
1234,glauben::V,ӗнен,krediñ
1235,bemerken::V,асӑрха,apresevañ
1236,erkennen::V,палла,anavout
1237,begreifen::V,ӑнлан,meizañ
1238,verstehen::V,пӗл,kompren
1239,lernen::V,вӗрен,deskiñ
1240,wissen::V,пӗл,gouzout
1241,wissen::V,ӑнкар,gouzout
1242,sich erinnern an::V,аса ил,kaout soñj e
1243,vergessen::V,ман,ankouaat
1244,vergessen::V,манса кай,ankouaat
1245,messen::V,виҫ,muzuliañ
1246,zählen::V,шутла,kontañ
1247,rechnen::V,шутла,jedañ
1248,lesen::V,вула,lenn
1249,malen::V,ӳкер,livañ
1250,zeichnen::V,ӳкер,tresañ
1251,schreiben::V,ҫыр,skrivañ
1252,besitzen::V,тыт,kaout
1253,kaufen::V,ил,prenañ
1254,kaufen::V,туян,prenañ
1255,verkaufen::V,сут,gwerzhañ
1256,bezahlen::V,тӳле,paeañ
1257,zahlen::V,тӳле,paeañ
1258,beherrschen::V,тыт,mestroniañ
1259,ertragen::V,тӳс,anduriñ
1260,Bauch::N,,kof
