,Concept_ID,ab,no
750,dies::PRN,абри,dette
751,das::PRN,Абни,det
752,das::PRN,убри,det
753,alles::PRN,зегьы,alt
754,ich::PRN,са,jeg
755,ich::PRN,сара,jeg
756,du::PRN,бара,du
757,er::PRN,иара,han
758,wir::PRN,ҳара,vi
759,ihr::PRN,шәара,dere
760,sie::PRN,дара,de
761,wer::FPRN,дарбан,hvem
762,wo::FADV,иабыкуу,hvor
763,wo::FADV,аба-,hvor
764,wo::FADV,ахь-,hvor
765,wohin::FADV,иабыкуу,hvor ... hen
766,wohin::FADV,аба-,hvor ... hen
767,wohin::FADV,ахь-,hvor ... hen
768,wie::FADV,-шҕа,hvordan
769,warum::FADV,избан,hvorfor
770,wieviel::FNUM,заҟа,hvor mye
771,eins::NUM,акы,en
772,eins::NUM,акы,ett
773,eins::NUM,аӡәы,en
774,eins::NUM,аӡәы,ett
775,zwei::NUM,ҩба,to
776,drei::NUM,хҕа,tre
777,vier::NUM,ҕшьба,fire
778,fünf::NUM,хəба,fem
779,sechs::NUM,фба,seks
780,sieben::NUM,Бжьба,sju
781,acht::NUM,ааба,åtte
782,neun::NUM,жәба,ni
783,zehn::NUM,жәаба,ti
784,elf::NUM,жәеизатәи,elleve
785,zwölf::NUM,жәаҩа,tolv
786,zwanzig::NUM,ҩажәа,tjue
787,dreißig::NUM,ҩажәижәабатәи,tretti
788,vierzig::NUM,ҩынҩажәа,førti
789,fünfzig::NUM,ҩынҩажәеижәаба,femti
790,sechzig::NUM,хынҩажәа,seksti
791,siebzig::NUM,хынҩажәижәаба,sytti
792,achtzig::NUM,ҕшьынҩажәа,åtti
793,neunzig::NUM,ҕшьынҩажәижәаба,nitti
794,hundert::NUM,шәкы,hundre
795,tausend::NUM,зқьы,tusen
796,und::CNJ,-и,og
797,oder::CNJ,ма,eller
798,stehen::V,агылазаара,stå
799,sitzen::V,атəара,sitte
800,sitzen::V,атəа(заа)ра,sitte
801,liegen::V,аиара,ligge
802,hängen::V,акнаҳара,henge
803,werden::V,аҟалара,bli
804,passieren::V,аҟалара,skje
805,passieren::V,аҟалара,hende
806,beginnen::V,алагара,begynne
807,enden::V,алгара,ende
808,enden::V,алгара,slutte
809,wechseln::V,аҽыҧсахра,veksle
810,aufgehen[Sonne]::V,агылара,stå opp
811,aufgehen[Sonne]::V,ахашлара,stå opp
812,aufgehen[Sonne]::V,аҩаҵхахара,stå opp
813,untergehen[Sonne]::V,аҭашəара,gå ned
814,scheinen[Sonne]::V,акаҧхара,skinne
815,donnern::V,адыдра,tordne
816,wehen::V,асра,blåse
817,strömen::V,акаҭəара,strømme
818,fließen::V,ацара,flyte
819,sich drehen::V,ахагьежьра,dreie seg
820,schwanken::V,аҵысра,svaie
821,schwingen::V,ахызазара,svinge
822,schwingen::V,акьаандара,svinge
823,fallen::V,акаҳара,falle
824,brennen::V,абылра,brenne
825,rauchen::V,ахылҵра,ryke
826,regnen::V,аура,regne
827,gefrieren::V,аҵаара,fryse
828,tauen::V,аӡҭра,tine
829,schmelzen::V,ақəӡыҭра,smelte
830,schmelzen::V,аҭəара,smelte
831,trocknen::V,абара,tørre
832,sieden::V,ашра,koke
833,faulen::V,абаара,råtne
834,verfaulen::V,абаара,råtne
835,verfaulen::V,аилашра,råtne
836,reißen::V,аҧжəара,briste
837,versinken::V,аӡааҟəрылара,synke
838,versinken::V,аӡааҟəрылара,synke ned
839,vergehen::V,ацара,forløpe
840,erscheinen::V,ацəырҵра,synes
841,verschwinden::V,аҵашəкəара,forsvinne
842,sinken::V,атəара,synke
843,sinken::V,алаҟəра,synke
844,abnehmen::V,ацӡаара,avta
845,abnehmen::V,ацӡаара,minske
846,abnehmen::V,аиҵалара,avta
847,abnehmen::V,аиҵалара,minske
848,zunehmen::V,аҽырҭбаара,tilta
849,zunehmen::V,аиҵыҵра,tilta
850,zunehmen::V,арацəахара,tilta
851,steigen::V,азҳара,stige
852,steigen::V,ашьҭыҵра,stige
853,steigen::V,адухара,stige
854,steigen::V,ацлара,stige
855,wachsen::V,азҳара,gro
856,wachsen::V,азҳара,vokse
857,glänzen::V,ацыр-цырра,skinne
858,glänzen::V,ацыҩ-цыҩра,skinne
859,glänzen::V,аказказра,skinne
860,funkeln::V,ашап-шапра,tindre
861,funkeln::V,ацым-цымра,tindre
862,lärmen::V,ашьҭыбжьгара,bråke
863,lärmen::V,аҕьҕьаҳәа аилалара,bråke
864,läuten::V,аҵəҵəасра,ringe
865,klingeln::V,аҵəҵəасра,ringe
866,klirren::V,ахьархьарра,klirre
867,klirren::V,архьархьарра,klirre
868,brausen::V,аилаҽҽара,bruse
869,brausen::V,еилашуера,bruse
870,klingen::V,агара,lyde
871,klingen::V,агара,klinge
872,klingen::V,ашьҭыбжь гара,lyde
873,klingen::V,ашьҭыбжь гара,klinge
874,bellen::V,ашра,gjø
875,bellen::V,ашра,bjeffe
876,heulen::V,ауура,ule
877,blasen::V,аҭəҳəара,blåse
878,pfeifen::V,ашəшəра,plystre
879,schreien::V,аҳəҳəара,skrike
880,schreien::V,ахəаара,skrike
881,schreien::V,аҟаара,skrike
882,stöhnen::V,ақьра,stønne
883,zittern::V,аҵыс-ҵысра,dirre
884,zittern::V,аҵыс-ҵысра,skjelve
885,leben::V,аҟазаара,leve
886,geboren werden::V,Аира,fødes
887,atmen::V,аҕсыҕ лагаҩагара,ånde
888,atmen::V,аҕсыҕ лагаҩагара,puste
889,trinken::V,ажəра,drikke
890,essen::V,акрыфара,spise
891,schlucken::V,албаадара,svelge
892,müde werden::V,ааҕсара,bli trett
893,einschlafen::V,ацəара,sovne
894,schlafen::V,ацəазаара,sove
895,aufwachen::V,аҿыхара,våkne
896,aufstehen::V,Агəылҵра,stå opp
897,sich erholen::V,аҧсшьара,bli bra
898,sich erholen::V,аҧсшьара,komme seg
899,krank werden::V,ачмазаҩхара,bli syk
900,krank sein::V,аҳəарҧсарра,være syk
901,schmerzen::V,ахьра,gjøre vondt
902,husten::V,аимҳәара,hoste
903,genesen::V,абзиахара,komme seg
904,genesen::V,аӷəӷəахара,komme seg
905,sterben::V,аҧсра,dø
906,umkommen::V,аҭахара,omkomme
907,sich bewegen::V,аиҭаҵра,bevege seg
908,sich rühren::V,ақəацара,røre på seg
909,sich erheben::V,аҩагылара,reise seg
910,sich setzen::V,атəара,sette sig
911,hinfallen::V,акаҳара,falle over ende
912,laufen::V,аныҟəара,løpe
913,schreiten::V,ашьаҿа еихгара,skride
914,spazierengehen::V,анеи-ааира,spasere
915,spazierengehen::V,анеи-ааира,gå en tur
916,eilen::V,аццакра,ile
917,sich beeilen::V,аццакра,skynde seg
918,sausen::V,аҧырра,suse
919,sausen::V,иҭрысны,suse
920,sausen::V,ишьҭҟьаны ацара,suse
921,rennen::V,аҩра,løpe
922,springen::V,аҧара,hoppe
923,springen::V,аҧара,springe
924,klettern::V,ақəлара,klatre
925,schaukeln::V,аҟəараҟəанҽара,huske
926,kriechen::V,аҳəазара,krype
927,schwimmen::V,аӡсара,svømme
928,tauchen::V,ахəӡааҵəира,dykke
929,rudern::V,аҵшьра,ro
930,fahren::V,акала,kjøre
931,fliegen::V,аҧырра,fly
932,gehen::V,аиҭаҵра,gå
933,weggehen::V,ацара,gå bort
934,abfahren::V,адəықəлара,reise
935,abfahren::V,ацара,reise
936,anhalten::V,ааныргылара,stanse
937,hineingehen::V,аҭалара,gå inn
938,eintreten::V,аҩналара,tre inn
939,kommen::V,аара,komme
940,kommen::V,ааира,komme
941,ankommen::V,ааира,ankomme
942,ankommen::V,ааира,komme til
943,ankommen::V,аара,ankomme
944,ankommen::V,аара,komme til
945,ankommen::V,анеира,ankomme
946,ankommen::V,анеира,komme til
947,zurückkommen::V,азыхынҳəра,komme tilbake
948,bleiben::V,аанхара,bli
949,bleiben::V,аанхара,forbli
950,bleiben::V,анхара,bli
951,bleiben::V,анхара,forbli
952,bleiben::V,аангылара,bli
953,bleiben::V,аангылара,forbli
954,warten::V,азҧшзаара,vente
955,erwarten::V,азҧшра,vente
956,suchen::V,ашьҭазаара,søke
957,finden::V,аҧшаара,finne
958,versuchen::V,аҽазкра,prøve
959,versuchen::V,аҽазкра,forsøke
960,vorbereiten::V,армазеира,forberede
961,lieben::V,абзиабара,elske
962,mögen::V,агəаҧхара,like
963,lachen::V,аччара,le
964,rühren::V,арҵəуара,røre
965,weinen::V,аҵəуара,gråte
966,schimpfen::V,ацəҳара,skjelle
967,sich ärgern::V,агəаара,ergre seg
968,sich fürchten::V,аӡыӡара,være redd
969,fürchten::V,ацəшəара,være redd for
970,fliehen::V,абналара,rømme
971,fliehen::V,абналара,flykte
972,fliehen::V,ацəцара,rømme
973,fliehen::V,ацəцара,flykte
974,flüchten::V,абналара,flykte
975,flüchten::V,ацəцара,flykte
976,sehen::V,абара,se
977,anschauen::V,ахəаҧшра,se på
978,anschauen::V,ахəаҧшра,betrakte
979,ansehen::V,ахəаҧшра,anse
980,hören::V,аҳара,høre
981,zuhören::V,азыӡырҩра,tilhøre
982,probieren::V,аҧышəара,smake
983,probieren::V,аҧышəара,smake på
984,riechen::V,афыҩра,lukte
985,fühlen::V,анырра,føle
986,fühlen::V,ацәакырра,føle
987,scheinen::V,шәа,se ut
988,scheinen::V,аацәырҵа,se ut
989,vernehmen::V,аҳара,få vite
990,frieren::V,ашəра,fryse
991,frieren::V,аҵаара,fryse
992,tun::V,аҟаҵара,gjøre
993,können::V,алшара,kunne
994,wollen::V,аҭахра,ville
995,anfangen::V,алагара,begynne
996,beenden::V,алгара,avslutte
997,aufhören::V,аҟəыҵра,slutte
998,aufhören::V,аҟəыҵра,holde opp
999,gelingen::V,аура,lykkes
1000,gelingen::V,аманшəалахара,lykkes
1001,gelingen::V,алҵра,lykkes
1002,geraten::V,нзаарын,bli
1003,öffnen::V,аартра,åpne
1004,schließen::V,аркра,lukke
1005,schließen::V,аркра,stenge
1006,stellen::V,аргылара,stille
1007,setzen::V,артəара,sette
1008,legen::V,ақəҵара,legge
1009,berühren::V,акьысра,berøre
1010,berühren::V,алакьысра,berøre
1011,verbinden::V,аҿаҳəара,forbinde
1012,bedecken::V,ақəршəра,dekke
1013,aufhängen::V,акнаҳара,henge
1014,aufhängen::V,акнаҳара,henge opp
1015,anzünden::V,аркра,tenne
1016,anzünden::V,аркра,antenne
1017,anzünden::V,аркра,tenne på
1018,aufheben::V,ашьҭыхра,løfte
1019,aufheben::V,ашьҭыхра,ta opp
1020,zurücklassen::V,аныжьра,slippe tilbake
1021,verlieren::V,ацəыӡра,miste
1022,fallen lassen::V,ацəкаҳара,droppe
1023,fallen lassen::V,ацəкаҳара,la falle
1024,machen::V,ачаҧара,lage
1025,machen::V,ачаҧара,gjøre
1026,herstellen::V,аиҵдара,fremstille
1027,bauen::V,аргылара,bygge
1028,reparieren::V,арҽеира,reparere
1029,verbessern::V,аиҕьтəра,rette
1030,verbessern::V,аиҕьтəра,forbedre
1031,ändern::V,аҧсахра,forandre
1032,graben::V,ажра,grave
1033,beugen::V,арҟəра,bøye
1034,beugen::V,архəара,bøye
1035,biegen::V,арҟəра,bøye
1036,biegen::V,архəара,bøye
1037,drehen::V,аргьежьра,dreie
1038,umdrehen::V,аарҳәра,snu
1039,heben::V,аҩахара,heve
1040,heben::V,араҳара,heve
1041,hochheben::V,ахагалара,løfte
1042,hochheben::V,ашьҭҳəара,løfte
1043,halten::V,акра,holde
1044,drücken::V,ақəрӷəӷəара,trykke
1045,schieben::V,аҵгəара,skyve
1046,schieben::V,агəара,skyve
1047,kratzen::V,ацəҟьара,klø
1048,kratzen::V,ацəҟьара,klore
1049,lecken::V,арбзара,slikke
1050,beißen::V,ацҳара,bite
1051,abreißen::V,амжəара,rive av
1052,abschneiden::V,ахҵəара,skjære av
1053,abschneiden::V,аҿахҵəара,skjære av
1054,binden::V,аҿаҳəара,binde
1055,stecken::V,алаҵара,stikke
1056,brechen::V,аҧҵəара,bryte
1057,brechen::V,аҧҵəара,briste
1058,klopfen::V,асра,banke
1059,hauen::V,ақəкшара,hogge
1060,kleben::V,аҷабра,klistre
1061,reiben::V,арҟəыҷра,gni
1062,streichen::V,ахьшьра,stryke
1063,schleifen::V,ахра,slipe
1064,schneiden::V,аҧҟара,klippe
1065,rütteln::V,арҵысра,ruske
1066,schütteln::V,аршəшəара,riste
1067,schwenken::V,аҟьара,svinge
1068,schütten::V,аҭаҭəара,helle
1069,füllen::V,арҭəра,fylle
1070,einwickeln::V,алаҳəара,vikle inn
1071,tragen::V,аҩагара,bære
1072,schleppen::V,арҳəазара,slepe
1073,ziehen::V,ахара,dra
1074,ziehen::V,ахара,trekke
1075,aufbewahren::V,аҵəахра,oppbevare
1076,aufbewahren::V,аҵəахра,ta vare på
1077,werfen::V,аршəра,kaste
1078,fangen::V,акра,fange
1079,packen::V,анкра,gripe
1080,packen::V,анкра,gripe tak i
1081,packen::V,аҵкаара,gripe
1082,packen::V,аҵкаара,gripe tak i
1083,verstecken::V,аҵəахра,gjemme
1084,teilen::V,ашара,dele
1085,schicken::V,ашьҭра,sende
1086,bringen::V,аагара,bringe
1087,hinzufügen::V,ацҵара,tilføye
1088,bekommen::V,аҧшаара,få
1089,bekommen::V,архиара,få
1090,bekommen::V,аура,få
1091,erhalten::V,аиура,få
1092,nehmen::V,агара,ta
1093,wählen::V,алҧшаара,velge
1094,auswählen::V,алхра,velge ut
1095,behindern::V,аҧырхагахара,hindre
1096,behindern::V,аҧырхагахара,forhindre
1097,verderben::V,алгара,ødelegge
1098,verderben::V,абжьыхра,ødelegge
1099,verderben::V,аҧхасҭатəра,ødelegge
1100,beschädigen::V,аҧхасҭатəра,skade
1101,zerbrechen::V,аҧҽра,brekke i stykker
1102,zerreißen::V,аҧжəара,rive i stykker
1103,zerstören::V,аилаҧыххаара,ødelegge
1104,verbrennen::V,абылра,brenne
1105,verbrennen::V,абылра,brenne opp
1106,geben::V,аҭара,gi
1107,reichen::V,аҭара,rekke
1108,schenken::V,аҩгара,forære
1109,schenken::V,аҩгара,skjenke
1110,versprechen::V,ақəргəыӷра,love
1111,loben::V,арҽхəара,rose
1112,küssen::V,агəӡра,kysse
1113,zudecken::V,аҵахҩара,dekke til
1114,zudecken::V,ақəршəра,dekke til
1115,wecken::V,арҿыхара,vekke
1116,zeigen::V,арбара,vise
1117,führen::V,аныҟəгара,føre
1118,lehren::V,арҵара,lære
1119,unterrichten::V,арҧхьара,undervise
1120,aufziehen::V,ааӡара,oppdra
1121,leiten::V,ахагылазаара,lede
1122,antreiben::V,арццакра,drive på
1123,lassen::V,арҟаҵара,få til å
1124,einladen::V,ааҕхьара,be
1125,einladen::V,ааҕхьара,invitere
1126,einladen::V,анаҧхьара,be
1127,einladen::V,анаҧхьара,invitere
1128,vereinigen::V,аилаҵара,forene
1129,besuchen::V,абара,besøke
1130,treffen::V,аҧылара,møte
1131,treffen::V,аҧылара,treffe
1132,sich versammeln::V,аизара,forsamles
1133,spielen::V,ахəмарра,leke
1134,spielen::V,ахəмарра,spille
1135,singen::V,ашəаҳəара,synge
1136,tanzen::V,акəашара,danse
1137,sich trennen::V,аилыҵра,skilles
1138,verlassen::V,акажьра,forlate
1139,retten::V,Аиқəрхара,redde
1140,bewachen::V,ахьчара,bevokte
1141,schützen::V,ацəыхьчара,verne
1142,schützen::V,ацəыхьчара,beskytte
1143,verteidigen::V,ахьчара,forsvare
1144,sich schlagen::V,аисра,slåss
1145,schießen::V,ахысра,skyte
1146,siegen::V,аиааира,seire
1147,ärgern::V,аргəаара,ergre
1148,schlagen::V,асра,
1149,schlagen::V,аҭасра,
1150,stechen::V,алакшара,stikke
1151,stoßen::V,агəҭасра,støte
1152,stehlen::V,аӡара,stjele
1153,stören::V,аҧырхагахара,forstyrre
1154,belästigen::V,аргəамҵра,plage
1155,belästigen::V,аргəамҵра,sjenere
1156,verbergen::V,аӡара,gjemme
1157,täuschen::V,ажьара,villede
1158,betrügen::V,ажьара,bedra
1159,töten::V,ашьра,drepe
1160,wohnen::V,анхара,bo
1161,arbeiten::V,аусура,arbeide
1162,sammeln::V,аҟəшəара,samle
1163,pflücken::V,аҿыршəара,plukke
1164,pflücken::V,аҿыхра,plukke
1165,jagen::V,ашəарыцара,jage
1166,fischen::V,аҧсыӡ икуеит,fiske
1167,fassen::V,акра,fange
1168,hüten::V,арҳəра,vokte
1169,hüten::V,ахьчара,vokte
1170,treiben::V,акацара,drive
1171,anbinden::V,адҳəалара,feste
1172,füttern::V,акырҿаҵара,fore
1173,melken::V,ахьара,melke
1174,hacken::V,аҟəаҟəара,hakke
1175,gießen::V,аҵаҭəара,helle
1176,reifen::V,ашəра,modne
1177,reifen::V,аҟалара,modne
1178,zubereiten::V,ацура,lage
1179,zubereiten::V,ацура,tilberede
1180,kochen::V,ажəра,koke
1181,backen::V,аӡра,bake
1182,braten::V,аӡра,steke
1183,umrühren::V,аилрыхра,røre om
1184,stricken::V,аҧара,strikke
1185,nähen::V,аӡахра,sy
1186,färben::V,ашəра,farge
1187,reinigen::V,арыцқьара,rense
1188,reinigen::V,арыцқьара,gjøre ren
1189,waschen::V,аӡәӡәара,vaske
1190,abwischen::V,арбара,tørke av
1191,spülen::V,аҭыршара,spyle
1192,spülen::V,аҭыршара,skylle
1193,fegen::V,аҧссара,feie
1194,baden::V,аҽыкəабара,bade
1195,sich waschen::V,аҽыӡəӡəара,vaske seg
1196,ausziehen::V,ашəыхра,ta av
1197,anziehen::V,ашəҵара,ta på
1198,sich anziehen::V,аҽеилаҳəара,kle på seg
1199,kämmen::V,аҳəара,gre
1200,kämmen::V,аҳəара,kjemme
1201,schmücken::V,арҧшӡара,pynte
1202,schmücken::V,арҧшӡара,smykke
1203,sagen::V,аҳəара,si
1204,sprechen::V,ацəажəара,snakke
1205,reden::V,ацəажəара,tale
1206,reden::V,ацəажəара,snakke
1207,reden::V,аицәажәара,tale
1208,reden::V,аицәажәара,snakke
1209,sich unterhalten::V,аицәажәара,samtale
1210,fragen::V,азҵаара,spørre
1211,bitten::V,аҳəара,be
1212,erzählen::V,аҳəара,fortelle
1213,mitteilen::V,азыцҳара,meddele
1214,nennen::V,ахьӡҵара,kalle
1215,rufen::V,азҿыҭра,rope
1216,prahlen::V,аҽхəара,skryte
1217,übersetzen::V,аиҭагара,oversette
1218,denken::V,азхəыцра,tenke
1219,glauben::V,ахаҵара,tro
1220,bemerken::V,агəаҭара,bemerke
1221,bemerken::V,агəаҭара,legge merke til
1222,erkennen::V,адырра,gjenkjenne
1223,begreifen::V,аилкаара,begripe
1224,verstehen::V,аҳара,forstå
1225,verstehen::V,аҳара,skjønne
1226,lernen::V,аҵара,lære
1227,wissen::V,адырра,vite
1228,sich erinnern an::V,агəаларшəара,huske på
1229,vergessen::V,ахашҭра,glemme
1230,messen::V,ашəара,måle
1231,zählen::V,аҧхьаӡара,telle
1232,rechnen::V,аҳасабра,regne
1233,lesen::V,аҧхьара,lese
1234,besitzen::V,амазаара,eie
1235,besitzen::V,амазаара,inneha
1236,kaufen::V,Аахəара,kjøpe
1237,verkaufen::V,аҭира,selge
1238,bezahlen::V,ахҭынҵара,betale
1239,bezahlen::V,ашəара,betale
1240,zahlen::V,ашəара,betale
1241,ertragen::V,ачҳара,orke
1242,Moor::N,,myr
1243,Moor::N,,myrhei
1244,Kralle::N,,klo
1245,Schwarm::N,,sverm
1246,Sache::N,,sak
1247,Menge::N,,mengde
1248,Essen::N,,mål
1249,Geschäft::N,,forretning
1250,Monat::N,,måned
1251,Jahr::N,,år
1252,dünn::A,,tynn
1253,roh::A,,rå
1254,durch::PRP,,gjennom
1255,durch::PRP,,igjennom
1256,was::FPRN,,hva
1257,rauschen::V,,suse
1258,zu sehen sein::V,,synes
1259,wenden::V,,vende
1260,ergreifen::V,,gripe
1261,ergreifen::V,,få tak i
1262,bewahren::V,,bevare
1263,wünschen::V,,ønske
1264,wiegen::V,,vogge
1265,treten::V,,sparke
1266,kehren::V,,koste
1267,malen::V,,male
1268,zeichnen::V,,tegne
1269,schreiben::V,,skrive
1270,beherrschen::V,,beherske
