,Concept_ID,no,ko
855,springen::V,hoppe,도약하다
856,springen::V,springe,도약하다
857,klettern::V,klatre,갑겨오르다
858,schaukeln::V,huske,흔들리게하다
859,kriechen::V,krype,기다
860,schwimmen::V,svømme,헤엄치다
861,tauchen::V,dykke,잠기다
862,rudern::V,ro,물을헤치다
863,fahren::V,kjøre,가다
864,fahren::V,kjøre,나르다
865,fliegen::V,fly,날다
866,gehen::V,gå,가다
867,weggehen::V,gå bort,팔리다
868,abfahren::V,reise,출발하다
869,anhalten::V,stanse,멈추다
870,hineingehen::V,gå inn,(그리로)가다
871,eintreten::V,tre inn,들러가다
872,kommen::V,komme,오다
873,ankommen::V,ankomme,고챀하다
874,ankommen::V,komme til,고챀하다
875,zurückkommen::V,komme tilbake,보기
876,bleiben::V,bli,체류
877,bleiben::V,forbli,체류
878,warten::V,vente,기다리다
879,erwarten::V,vente,기대하다
880,suchen::V,søke,찾다
881,suchen::V,søke,구하다
882,finden::V,finne,찾아내다
883,versuchen::V,prøve,시험하다
884,versuchen::V,forsøke,시험하다
885,vorbereiten::V,forberede,재비하다
886,lieben::V,elske,사랑하다
887,mögen::V,like,줗아하다
888,lachen::V,le,웃다
889,rühren::V,røre,건드리다
890,weinen::V,gråte,울다
891,schimpfen::V,skjelle,꾸짖다
892,sich ärgern::V,ergre seg,화를내게 하다
893,sich fürchten::V,være redd,두려원하다
894,fürchten::V,være redd for,두려원하다
895,fliehen::V,rømme,도망치다
896,fliehen::V,flykte,도망치다
897,flüchten::V,flykte,도주하다
898,sehen::V,se,보다
899,anschauen::V,se på,바라보다
900,anschauen::V,betrakte,바라보다
901,ansehen::V,anse,바라보다
902,hören::V,høre,듣다
903,zuhören::V,tilhøre,듣다
904,probieren::V,smake,시식하다
905,probieren::V,smake på,시식하다
906,riechen::V,lukte,내새를맡다
907,fühlen::V,føle,느끼다
908,scheinen::V,se ut,...것같다
909,zu sehen sein::V,synes,보이는
910,vernehmen::V,få vite,듣다
911,vernehmen::V,få vite,들어서일다
912,frieren::V,fryse,춥다
913,tun::V,gjøre,하다
914,können::V,kunne,할주릴다
915,wollen::V,ville,바라다
916,anfangen::V,begynne,시작하다
917,beenden::V,avslutte,다하다
918,aufhören::V,slutte,그만두다
919,aufhören::V,holde opp,그만두다
920,gelingen::V,lykkes,성국하다
921,geraten::V,bli,잘되어가다
922,öffnen::V,åpne,열다
923,schließen::V,lukke,추측하다
924,schließen::V,stenge,추측하다
925,stellen::V,stille,세우다
926,setzen::V,sette,놓다
927,legen::V,legge,눕히다
928,berühren::V,berøre,대다
929,verbinden::V,forbinde,옝열하다
930,bedecken::V,dekke,덮다
931,aufhängen::V,henge,매달다
932,aufhängen::V,henge opp,매달다
933,anzünden::V,tenne,점화하다
934,anzünden::V,antenne,점화하다
935,anzünden::V,tenne på,점화하다
936,aufheben::V,løfte,위로올리다
937,aufheben::V,ta opp,위로올리다
938,zurücklassen::V,slippe tilbake,튀에남기다
939,verlieren::V,miste,잃다
940,fallen lassen::V,droppe,떨어뜨리다
941,fallen lassen::V,la falle,떨어뜨리다
942,machen::V,lage,하다
943,machen::V,gjøre,하다
944,herstellen::V,fremstille,제조하다
945,bauen::V,bygge,짓다
946,reparieren::V,reparere,수셩자다
947,verbessern::V,rette,정정하다
948,verbessern::V,forbedre,정정하다
949,ändern::V,forandre,바꾸다
950,graben::V,grave,파다
951,beugen::V,bøye,구부리다
952,biegen::V,bøye,굽히다
953,drehen::V,dreie,회전
954,wenden::V,vende,회전시키다
955,umdrehen::V,snu,회전시키다
956,heben::V,heve,일으아키다
957,hochheben::V,løfte,틀어올리다
958,ergreifen::V,gripe,잡다
959,ergreifen::V,få tak i,잡다
960,halten::V,holde,잡다
961,drücken::V,trykke,누르다
962,schieben::V,skyve,밀다
963,kratzen::V,klø,긁다
964,kratzen::V,klore,긁다
965,lecken::V,slikke,핥다
966,beißen::V,bite,물다
967,abreißen::V,rive av,
968,abschneiden::V,skjære av,귾어내다
969,binden::V,binde,매다
970,stecken::V,stikke,찌르다
971,brechen::V,bryte,금
972,brechen::V,briste,금
973,klopfen::V,banke,치다
974,hauen::V,hogge,때리다
975,kleben::V,klistre,들러붙다
976,reiben::V,gni,문지르다
977,streichen::V,stryke,쓰다듬다
978,schleifen::V,slipe,갈다
979,schneiden::V,klippe,베다
980,rütteln::V,ruske,흔들다
981,schütteln::V,riste,흔들다
982,schwenken::V,svinge,흔들다
983,schütten::V,helle,따르다
984,füllen::V,fylle,담다
985,einwickeln::V,vikle inn,싸다
986,tragen::V,bære,지우다
987,schleppen::V,slepe,끌다
988,ziehen::V,dra,당기다
989,ziehen::V,trekke,당기다
990,aufbewahren::V,oppbevare,간직하다
991,aufbewahren::V,ta vare på,간직하다
992,werfen::V,kaste,던지다
993,fangen::V,fange,밥다
994,packen::V,gripe,쥐다
995,packen::V,gripe tak i,쥐다
996,verstecken::V,gjemme,숨기다
997,teilen::V,dele,나누다
998,schicken::V,sende,보내다
999,bringen::V,bringe,가겨
1000,hinzufügen::V,tilføye,부가하다
1001,bekommen::V,få,얻다
1002,erhalten::V,få,지니다
1003,nehmen::V,ta,잡다
1004,wählen::V,velge,선거하다
1005,auswählen::V,velge ut,선출하다
1006,bewahren::V,bevare,저장보종
1007,behindern::V,hindre,훼방하다
1008,behindern::V,forhindre,훼방하다
1009,verderben::V,ødelegge,못쓰게 되다
1010,beschädigen::V,skade,상하게하다
1011,zerbrechen::V,brekke i stykker,깨뜨리다
1012,zerreißen::V,rive i stykker,잡아쫓다
1013,zerstören::V,ødelegge,파괴하다
1014,verbrennen::V,brenne,소실하다
1015,verbrennen::V,brenne opp,소실하다
1016,geben::V,gi,주다
1017,reichen::V,rekke,내일다
1018,schenken::V,forære,주다
1019,schenken::V,skjenke,주다
1020,versprechen::V,love,약속하다
1021,wünschen::V,ønske,바라다
1022,loben::V,rose,칭찬하다
1023,küssen::V,kysse,키스하다
1024,wiegen::V,vogge,어르다
1025,zudecken::V,dekke til,뚜꺼을하다
1026,wecken::V,vekke,깨우다
1027,zeigen::V,vise,보이다
1028,führen::V,føre,가게하다
1029,lehren::V,lære,가르치다
1030,unterrichten::V,undervise,가르지다
1031,aufziehen::V,oppdra,사육하다
1032,leiten::V,lede,이끌다
1033,antreiben::V,drive på,몰다
1034,lassen::V,få til å,내버려두다
1035,einladen::V,be,초청하다
1036,einladen::V,invitere,초청하다
1037,vereinigen::V,forene,하나로하다
1038,besuchen::V,besøke,방문하다
1039,treffen::V,møte,만나다
1040,treffen::V,treffe,만나다
1041,sich versammeln::V,forsamles,조립하다
1042,spielen::V,leke,눌다
1043,spielen::V,spille,눌다
1044,singen::V,synge,노래하다
1045,tanzen::V,danse,춤추하다
1046,sich trennen::V,skilles,가르다
1047,verlassen::V,forlate,버림받은
1048,retten::V,redde,구조하다
1049,bewachen::V,bevokte,치키다
1050,schützen::V,verne,보호하다
1051,schützen::V,beskytte,보호하다
1052,verteidigen::V,forsvare,막다
1053,sich schlagen::V,slåss,치다
1054,schießen::V,skyte,쏘다
1055,siegen::V,seire,이기다
1056,ärgern::V,ergre,성을내게하다
1057,treten::V,sparke,디디다
1058,stechen::V,stikke,찌르다
1059,stoßen::V,støte,찌르다
1060,stehlen::V,stjele,훔치다
1061,stören::V,forstyrre,움직이다
1062,belästigen::V,plage,괴롭히다
1063,belästigen::V,sjenere,괴롭히다
1064,verbergen::V,gjemme,숨기다
1065,täuschen::V,villede,속이다
1066,betrügen::V,bedra,속이다
1067,töten::V,drepe,죽이다
1068,wohnen::V,bo,실다
1069,arbeiten::V,arbeide,일하다
1070,sammeln::V,samle,모으다
1071,pflücken::V,plukke,꿔다
1072,jagen::V,jage,사냥하다
1073,fischen::V,fiske,고기를잡다
1074,fassen::V,fange,움켜쥐다
1075,hüten::V,vokte,망보다
1076,treiben::V,drive,몰아세우다
1077,anbinden::V,feste,묶다
1078,füttern::V,fore,사료를주다
1079,melken::V,melke,젖을짜다
1080,hacken::V,hakke,자르다
1081,gießen::V,helle,물을대다
1082,reifen::V,modne,성숙하다
1083,zubereiten::V,lage,조제하다
1084,zubereiten::V,tilberede,조제하다
1085,kochen::V,koke,요리하다
1086,backen::V,bake,쿱다
1087,braten::V,steke,굽다
1088,umrühren::V,røre om,교반하다
1089,stricken::V,strikke,뜨개질하다
1090,nähen::V,sy,꿰매다
1091,färben::V,farge,채색하다
1092,reinigen::V,rense,청소하다
1093,reinigen::V,gjøre ren,청소하다
1094,waschen::V,vaske,씻다
1095,abwischen::V,tørke av,닦다
1096,spülen::V,spyle,씻다
1097,spülen::V,skylle,씻다
1098,fegen::V,feie,소체하다
1099,kehren::V,koste,청소하다
1100,baden::V,bade,감다
1101,sich waschen::V,vaske seg,모믈 씻다
1102,ausziehen::V,ta av,벗다
1103,anziehen::V,ta på,끌어움직이다
1104,sich anziehen::V,kle på seg,
1105,kämmen::V,gre,빗다
1106,kämmen::V,kjemme,빗다
1107,schmücken::V,pynte,치레하다
1108,schmücken::V,smykke,치레하다
1109,sagen::V,si,말하다
1110,sprechen::V,snakke,말하다
1111,reden::V,tale,이야기하다
1112,reden::V,snakke,이야기하다
1113,sich unterhalten::V,samtale,
1114,fragen::V,spørre,질문하다
1115,bitten::V,be,원하다
1116,erzählen::V,fortelle,이야기하다
1117,mitteilen::V,meddele,이야기하다
1118,nennen::V,kalle,부르다
1119,rufen::V,rope,불러내다
1120,prahlen::V,skryte,자랑하다
1121,übersetzen::V,oversette,번역하다
1122,denken::V,tenke,생각하다
1123,glauben::V,tro,믿다
1124,bemerken::V,bemerke,인자하다
1125,bemerken::V,legge merke til,인자하다
1126,erkennen::V,gjenkjenne,인식하다
1127,begreifen::V,begripe,파악하다
1128,verstehen::V,forstå,이해하다
1129,verstehen::V,skjønne,이해하다
1130,lernen::V,lære,배우다
1131,wissen::V,vite,알다
1132,sich erinnern an::V,huske på,상기하다
1133,vergessen::V,glemme,잊다
1134,messen::V,måle,측정하다
1135,zählen::V,telle,세다
1136,rechnen::V,regne,게산하다
1137,lesen::V,lese,읽다
1138,malen::V,male,그리다
1139,zeichnen::V,tegne,소묘하다
1140,schreiben::V,skrive,쓰다
1141,besitzen::V,eie,소유하다
1142,besitzen::V,inneha,소유하다
1143,kaufen::V,kjøpe,사다
1144,verkaufen::V,selge,팔다
1145,bezahlen::V,betale,지불하다
1146,zahlen::V,betale,치르다
1147,beherrschen::V,beherske,지배하다
1148,ertragen::V,orke,참다
1149,schlagen::V,,치다
