,Concept_ID,xal,no
818,beginnen::V,эклх,begynne
819,enden::V,төгсх,ende
820,enden::V,төгсх,slutte
821,wechseln::V,хүврх,veksle
822,aufgehen[Sonne]::V,һарх,stå opp
823,untergehen[Sonne]::V,орх,gå ned
824,untergehen[Sonne]::V,сүүрлх,gå ned
825,scheinen[Sonne]::V,герлтх,skinne
826,donnern::V,күрҗңнх,tordne
827,wehen::V,сальклх,blåse
828,strömen::V,һооҗх,strømme
829,fließen::V,урсх,flyte
830,sich drehen::V,эргх,dreie seg
831,schwanken::V,дәәвлх,svaie
832,schwingen::V,нәәхлх,svinge
833,fallen::V,унх,falle
834,fallen::V,киисх,falle
835,brennen::V,шатх,brenne
836,rauchen::V,ута һарһх,ryke
837,regnen::V,орх,regne
838,gefrieren::V,мөстх,fryse
839,tauen::V,хәәлх,tine
840,schmelzen::V,хәәлх,smelte
841,schmelzen::V,хәәлгдх,smelte
842,trocknen::V,эврх,tørre
843,sieden::V,буслх,koke
844,faulen::V,үмкәрх,råtne
845,verfaulen::V,илҗрх,råtne
846,reißen::V,тасрх,briste
847,versinken::V,чивх,synke
848,versinken::V,чивх,synke ned
849,vergehen::V,болх,forløpe
850,erscheinen::V,һарх,synes
851,verschwinden::V,уга болх,forsvinne
852,sinken::V,татгдх,synke
853,abnehmen::V,хасгдх,avta
854,abnehmen::V,хасгдх,minske
855,zunehmen::V,өсх,tilta
856,steigen::V,немх,stige
857,wachsen::V,өсх,gro
858,wachsen::V,өсх,vokse
859,wachsen::V,урһх,gro
860,wachsen::V,урһх,vokse
861,glänzen::V,гилвкх,skinne
862,funkeln::V,цәклх,tindre
863,lärmen::V,шууглдх,bråke
864,läuten::V,хоңх,ringe
865,klingeln::V,җиңнулх,ringe
866,klirren::V,җиңнх,klirre
867,brausen::V,догшрхх,bruse
868,rauschen::V,сарҗңнх,suse
869,klingen::V,ә һарх,lyde
870,klingen::V,ә һарх,klinge
871,bellen::V,хуцх,gjø
872,bellen::V,хуцх,bjeffe
873,heulen::V,уульх,ule
874,blasen::V,үләх,blåse
875,pfeifen::V,ишкрх,plystre
876,schreien::V,хәәкрх,skrike
877,stöhnen::V,түңшх,stønne
878,zittern::V,дагҗннх,dirre
879,zittern::V,дагҗннх,skjelve
880,leben::V,бәәх,leve
881,geboren werden::V,төрх,fødes
882,atmen::V,әмсхлх,ånde
883,atmen::V,әмсхлх,puste
884,trinken::V,уух,drikke
885,essen::V,идх,spise
886,schlucken::V,зальгх,svelge
887,müde werden::V,көшх,bli trett
888,einschlafen::V,унтх,sovne
889,schlafen::V,нөөрсх,sove
890,aufwachen::V,серх,våkne
891,aufstehen::V,босх,stå opp
892,sich erholen::V,амрх,bli bra
893,sich erholen::V,амрх,komme seg
894,krank werden::V,гемтх,bli syk
895,krank sein::V,шалтглх,være syk
896,schmerzen::V,өвдх,gjøre vondt
897,husten::V,ханях,hoste
898,genesen::V,эдгх,komme seg
899,sterben::V,үкх,dø
900,sterben::V,өңгрх,dø
901,umkommen::V,үкх,omkomme
902,sich bewegen::V,көдлх,bevege seg
903,sich bewegen::V,көндрх,bevege seg
904,sich rühren::V,көндрх,røre på seg
905,sich erheben::V,босх,reise seg
906,sich setzen::V,суух,sette sig
907,hinfallen::V,унх,falle over ende
908,hinfallen::V,киисх,falle over ende
909,laufen::V,йовх,løpe
910,schreiten::V,алхх,skride
911,spazierengehen::V,сергҗ йовх,spasere
912,spazierengehen::V,сергҗ йовх,gå en tur
913,eilen::V,шулудх,ile
914,sich beeilen::V,адһх,skynde seg
915,sich beeilen::V,шамдх,skynde seg
916,sausen::V,хурдлх,suse
917,sausen::V,йир_хурдар_гүүх,suse
918,sausen::V,йир_хурдар_йовх,suse
919,rennen::V,гүүх,løpe
920,springen::V,һәрәдх,hoppe
921,springen::V,һәрәдх,springe
922,klettern::V,давшх,klatre
923,schaukeln::V,дүүдңндх,huske
924,kriechen::V,мөлкх,krype
925,schwimmen::V,усчх,svømme
926,tauchen::V,булхх,dykke
927,rudern::V,хәәвдх,ro
928,fahren::V,йовх,kjøre
929,fliegen::V,нисх,fly
930,gehen::V,йовх,gå
931,weggehen::V,йовх,gå bort
932,weggehen::V,одх,gå bort
933,weggehen::V,һарх,gå bort
934,weggehen::V,мөрлх,gå bort
935,abfahren::V,мордх,reise
936,anhalten::V,зогсх,stanse
937,hineingehen::V,орх,gå inn
938,eintreten::V,орх,tre inn
939,kommen::V,ирх,komme
940,ankommen::V,ирх,ankomme
941,ankommen::V,ирх,komme til
942,zurückkommen::V,орх,komme tilbake
943,bleiben::V,бәәх,bli
944,bleiben::V,бәәх,forbli
945,warten::V,күләх,vente
946,erwarten::V,күләх,vente
947,suchen::V,хәәх,søke
948,finden::V,олх,finne
949,versuchen::V,седх,prøve
950,versuchen::V,седх,forsøke
951,vorbereiten::V,белдх,forberede
952,lieben::V,дурлх,elske
953,mögen::V,таассгдх,like
954,lachen::V,инәх,le
955,rühren::V,уйрах,røre
956,weinen::V,уульх,gråte
957,schimpfen::V,харах,skjelle
958,sich ärgern::V,уурлх,ergre seg
959,sich fürchten::V,әәх,være redd
960,fürchten::V,әәх,være redd for
961,fürchten::V,сүрдх,være redd for
962,fliehen::V,зулх,rømme
963,fliehen::V,зулх,flykte
964,flüchten::V,орһх,flykte
965,flüchten::V,зулх,flykte
966,sehen::V,үзх,se
967,anschauen::V,харх,se på
968,anschauen::V,харх,betrakte
969,ansehen::V,хәләх,anse
970,ansehen::V,үзх,anse
971,hören::V,соңсх,høre
972,zuhören::V,соңсх,tilhøre
973,probieren::V,амсх,smake
974,probieren::V,амсх,smake på
975,riechen::V,үнрчлх,lukte
976,fühlen::V,медх,føle
977,scheinen::V,болҗ медгдх,se ut
978,scheinen::V,миниһәр болхла,se ut
979,scheinen::V,болад бәәх,se ut
980,zu sehen sein::V,үзгдх,synes
981,vernehmen::V,соңсх,få vite
982,frieren::V,даарх,fryse
983,tun::V,кех,gjøre
984,können::V,чадх,kunne
985,wollen::V,дурлх,ville
986,anfangen::V,эклх,begynne
987,beenden::V,дуусх,avslutte
988,aufhören::V,уурх,slutte
989,aufhören::V,уурх,holde opp
990,gelingen::V,бүтх,lykkes
991,gelingen::V,күцәх,lykkes
992,geraten::V,болх,bli
993,öffnen::V,секх,åpne
994,schließen::V,хаах,lukke
995,schließen::V,хаах,stenge
996,stellen::V,тәвх,stille
997,setzen::V,суулһх,sette
998,legen::V,тәвх,legge
999,berühren::V,көндәх,berøre
1000,verbinden::V,боох,forbinde
1001,bedecken::V,хучх,dekke
1002,bedecken::V,бүркх,dekke
1003,aufhängen::V,өлгх,henge
1004,aufhängen::V,өлгх,henge opp
1005,anzünden::V,асах,tenne
1006,anzünden::V,асах,antenne
1007,anzünden::V,асах,tenne på
1008,anzünden::V,шатах,tenne
1009,anzünden::V,шатах,antenne
1010,anzünden::V,шатах,tenne på
1011,aufheben::V,өөдән өргх,løfte
1012,aufheben::V,өөдән өргх,ta opp
1013,zurücklassen::V,үлдәх,slippe tilbake
1014,verlieren::V,геех,miste
1015,fallen lassen::V,алдх,droppe
1016,fallen lassen::V,алдх,la falle
1017,machen::V,кех,lage
1018,machen::V,кех,gjøre
1019,herstellen::V,кех,fremstille
1020,bauen::V,тосхх,bygge
1021,reparieren::V,ясх,reparere
1022,verbessern::V,сәәрүлх,rette
1023,verbessern::V,сәәрүлх,forbedre
1024,ändern::V,хүврәх,forandre
1025,graben::V,малтх,grave
1026,beugen::V,нуһлх,bøye
1027,biegen::V,матилһх,bøye
1028,drehen::V,эргүлх,dreie
1029,wenden::V,көмрх,vende
1030,wenden::V,эргүлх,vende
1031,umdrehen::V,эргүлх,snu
1032,heben::V,өргх,heve
1033,heben::V,деер өргх,heve
1034,hochheben::V,өргх,løfte
1035,ergreifen::V,бәрх,gripe
1036,ergreifen::V,бәрх,få tak i
1037,halten::V,бәрх,holde
1038,drücken::V,шахх,trykke
1039,schieben::V,түлкх,skyve
1040,kratzen::V,мааҗх,klø
1041,kratzen::V,мааҗх,klore
1042,lecken::V,долах,slikke
1043,beißen::V,хазх,bite
1044,abreißen::V,таслх,rive av
1045,abschneiden::V,тәәрх,skjære av
1046,binden::V,боох,binde
1047,stecken::V,шаах,stikke
1048,stecken::V,хатхх,stikke
1049,brechen::V,хамхлх,bryte
1050,brechen::V,хамхлх,briste
1051,klopfen::V,цокх,banke
1052,hauen::V,цокх,hogge
1053,kleben::V,наах,klistre
1054,reiben::V,зүлгх,gni
1055,streichen::V,наах,stryke
1056,streichen::V,лашх,stryke
1057,streichen::V,түркх,stryke
1058,schleifen::V,хурцлх,slipe
1059,schneiden::V,хәәчлх,klippe
1060,rütteln::V,дәәвлүлх,ruske
1061,schütteln::V,сегсрх,riste
1062,schwenken::V,дайлх,svinge
1063,schütten::V,кех,helle
1064,füllen::V,дүүргх,fylle
1065,einwickeln::V,орах,vikle inn
1066,tragen::V,зөөх,bære
1067,schleppen::V,чирх,slepe
1068,ziehen::V,татх,dra
1069,ziehen::V,татх,trekke
1070,aufbewahren::V,хадһлх,oppbevare
1071,aufbewahren::V,хадһлх,ta vare på
1072,werfen::V,хайх,kaste
1073,fangen::V,бәрх,fange
1074,fangen::V,хавлх,fange
1075,packen::V,бәрх,gripe
1076,packen::V,бәрх,gripe tak i
1077,verstecken::V,дүрх,gjemme
1078,verstecken::V,бултулх,gjemme
1079,teilen::V,хувах,dele
1080,schicken::V,илгәх,sende
1081,bringen::V,авч ирх,bringe
1082,hinzufügen::V,немх,tilføye
1083,bekommen::V,авх,få
1084,erhalten::V,авх ,få
1085,nehmen::V,авх,ta
1086,wählen::V,шүүх,velge
1087,auswählen::V,шүүх,velge ut
1088,bewahren::V,хадһлх,bevare
1089,bewahren::V,кевтнь үлдәх,bevare
1090,bewahren::V,кевтнь бәәлһх,bevare
1091,behindern::V,харшлх,hindre
1092,behindern::V,харшлх,forhindre
1093,verderben::V,үрәх,ødelegge
1094,beschädigen::V,эвдх,skade
1095,zerbrechen::V,күүлх,brekke i stykker
1096,zerbrechen::V,хамхлх,brekke i stykker
1097,zerreißen::V,шуучх,rive i stykker
1098,zerstören::V,эвдх,ødelegge
1099,verbrennen::V,шатах,brenne
1100,verbrennen::V,шатах,brenne opp
1101,geben::V,өгх,gi
1102,reichen::V,өгх,rekke
1103,schenken::V,белглх,forære
1104,schenken::V,белглх,skjenke
1105,versprechen::V,амлх,love
1106,wünschen::V,сә хәәх,ønske
1107,loben::V,магтх,rose
1108,küssen::V,үмсх,kysse
1109,wiegen::V,саатулх,vogge
1110,zudecken::V,бүркх,dekke til
1111,wecken::V,серүлх,vekke
1112,zeigen::V,үзүлх,vise
1113,führen::V,көтлх,føre
1114,lehren::V,заах,lære
1115,lehren::V,сурһх,lære
1116,unterrichten::V,сурһх,undervise
1117,unterrichten::V,багшлх,undervise
1118,aufziehen::V,өскәх,oppdra
1119,leiten::V,һардх,lede
1120,leiten::V,толһалх,lede
1121,antreiben::V,шамдах,drive på
1122,lassen::V,күч үзүлх,få til å
1123,einladen::V,үрх,be
1124,einladen::V,үрх,invitere
1125,vereinigen::V,хамцулх,forene
1126,besuchen::V,одх,besøke
1127,treffen::V,харһх,møte
1128,treffen::V,харһх,treffe
1129,sich versammeln::V,цуглрх,forsamles
1130,sich versammeln::V,хурх,forsamles
1131,spielen::V,наадх,leke
1132,spielen::V,наадх,spille
1133,singen::V,дуулх,synge
1134,tanzen::V,биилх,danse
1135,sich trennen::V,хаһцх,skilles
1136,verlassen::V,хайх,forlate
1137,retten::V,әм аврх,redde
1138,retten::V,әәмшгәс харсх,redde
1139,bewachen::V,харх,bevokte
1140,bewachen::V,манх,bevokte
1141,schützen::V,харсх,verne
1142,schützen::V,харсх,beskytte
1143,verteidigen::V,харсх,forsvare
1144,sich schlagen::V,гүвдлдх,slåss
1145,schießen::V,хах,skyte
1146,siegen::V,диилх,seire
1147,ärgern::V,уурлулх,ergre
1148,schlagen::V,цокх,
1149,schlagen::V,гүвдх,
1150,stechen::V,хатхх,stikke
1151,stoßen::V,түлкчкх,støte
1152,stehlen::V,хулхалх,stjele
1153,stören::V,һә болх,forstyrre
1154,belästigen::V,амр эс өгх,plage
1155,belästigen::V,амр эс өгх,sjenere
1156,verbergen::V,нуух,gjemme
1157,verbergen::V,бултулх,gjemme
1158,täuschen::V,меклх,villede
1159,betrügen::V,меклх,bedra
1160,betrügen::V,мек һарһх,bedra
1161,töten::V,алх,drepe
1162,wohnen::V,бәәх,bo
1163,arbeiten::V,көдлх,arbeide
1164,sammeln::V,түүх,samle
1165,pflücken::V,түүх,plukke
1166,pflücken::V,хурах,plukke
1167,jagen::V,аңнх,jage
1168,jagen::V,аңһучлх,jage
1169,fischen::V,заһс аңнх,fiske
1170,fassen::V,бәрх,fange
1171,hüten::V,хәрүлх,vokte
1172,treiben::V,туух,drive
1173,anbinden::V,уйх,feste
1174,füttern::V,теҗәх,fore
1175,melken::V,саах,melke
1176,hacken::V,чавчх,hakke
1177,gießen::V,услх,helle
1178,reifen::V,болх,modne
1179,reifen::V,болвсрх,modne
1180,zubereiten::V,белдх,lage
1181,zubereiten::V,белдх,tilberede
1182,kochen::V,чанх,koke
1183,kochen::V,болһх,koke
1184,backen::V,болһх,bake
1185,braten::V,хуурх,steke
1186,umrühren::V,самрх,røre om
1187,stricken::V,өлгх,strikke
1188,nähen::V,уйх,sy
1189,färben::V,будх,farge
1190,reinigen::V,цеврлх,rense
1191,reinigen::V,цеврлх,gjøre ren
1192,waschen::V,уһах,vaske
1193,abwischen::V,арчх,tørke av
1194,spülen::V,зәәлх,spyle
1195,spülen::V,зәәлх,skylle
1196,fegen::V,сәвүрдх,feie
1197,kehren::V,сәвүрдх,koste
1198,baden::V,өөмх,bade
1199,sich waschen::V,уһах,vaske seg
1200,sich waschen::V,бийән уһаҗ,vaske seg
1201,ausziehen::V,тәәлх,ta av
1202,anziehen::V,өмсх,ta på
1203,sich anziehen::V,хувцлх,kle på seg
1204,kämmen::V,самлх,gre
1205,kämmen::V,самлх,kjemme
1206,schmücken::V,чимх,pynte
1207,schmücken::V,чимх,smykke
1208,schmücken::V,кеерүлх,pynte
1209,schmücken::V,кеерүлх,smykke
1210,sagen::V,келх,si
1211,sprechen::V,келх,snakke
1212,reden::V,күүндх,tale
1213,reden::V,күүндх,snakke
1214,reden::V,күр_кех,tale
1215,reden::V,күр_кех,snakke
1216,sich unterhalten::V,күүндх,samtale
1217,fragen::V,сурх,spørre
1218,bitten::V,эрх,be
1219,erzählen::V,келх,fortelle
1220,erzählen::V,келҗ өгх,fortelle
1221,mitteilen::V,медүлх,meddele
1222,nennen::V,нерәдх,kalle
1223,nennen::V,нер өгх,kalle
1224,rufen::V,дуудх,rope
1225,prahlen::V,көөрх,skryte
1226,übersetzen::V,орчулх,oversette
1227,denken::V,санх,tenke
1228,glauben::V,шүтх,tro
1229,glauben::V,нәәлх,tro
1230,bemerken::V,темдглх,bemerke
1231,bemerken::V,темдглх,legge merke til
1232,erkennen::V,таньх,gjenkjenne
1233,erkennen::V,медх,gjenkjenne
1234,begreifen::V,медх,begripe
1235,verstehen::V,соңсх,forstå
1236,verstehen::V,соңсх,skjønne
1237,lernen::V,сурх,lære
1238,wissen::V,медх,vite
1239,sich erinnern an::V,санх,huske på
1240,vergessen::V,мартх,glemme
1241,messen::V,кемҗәлх,måle
1242,zählen::V,тоолх,telle
1243,rechnen::V,тоолх,regne
1244,lesen::V,умшх,lese
1245,malen::V,зурх,male
1246,zeichnen::V,зурх,tegne
1247,schreiben::V,бичх,skrive
1248,besitzen::V,эзлх,eie
1249,besitzen::V,эзлх,inneha
1250,kaufen::V,хулдҗ авх,kjøpe
1251,verkaufen::V,хулдх,selge
1252,verkaufen::V,гүүлгх,selge
1253,bezahlen::V,өгх,betale
1254,zahlen::V,өгх,betale
1255,beherrschen::V,эзлх,beherske
1256,ertragen::V,даах,orke
1257,treten::V,,sparke
