,Concept_ID,fr,kk
1565,nennen::V,appeler,атау
1566,rufen::V,appeler,шақыру
1567,prahlen::V,se vanter,бөсу
1568,übersetzen::V,traduire,аудару
1569,denken::V,penser,ойлау
1570,glauben::V,croire,нану
1571,glauben::V,croire,илану
1572,bemerken::V,remarquer,аңғару
1573,bemerken::V,apercevoir,аңғару
1574,erkennen::V,reconnaître,тану
1575,begreifen::V,concevoir,ұғу
1576,begreifen::V,concevoir,аңғарып алу
1577,verstehen::V,entendre,пайым
1578,verstehen::V,entendre,түсіну
1579,verstehen::V,comprendre,пайым
1580,verstehen::V,comprendre,түсіну
1581,lernen::V,apprendre,оқу
1582,wissen::V,savoir,хабардар болу
1583,sich erinnern an::V,se souvenir de,еске түсіру
1584,vergessen::V,oublier,ұмыту
1585,messen::V,mesurer,өлшеу
1586,zählen::V,compter,санау
1587,rechnen::V,calculer,санап шығару
1588,rechnen::V,calculer,санап шығу
1589,rechnen::V,calculer,санау
1590,lesen::V,lire,оқу
1591,malen::V,peindre,сурет салу
1592,zeichnen::V,dessiner,сурет салу
1593,schreiben::V,écrire,жазу
1594,besitzen::V,posséder,болу
1595,kaufen::V,acheter,алу
1596,kaufen::V,acheter,әперу
1597,verkaufen::V,vendre,сату
1598,bezahlen::V,payer,төлеу
1599,bezahlen::V,payer,ақы беру
1600,bezahlen::V,payer,ақы төлеу
1601,zahlen::V,payer,төлеу
1602,beherrschen::V,dominer,билеу
1603,beherrschen::V,maîtriser,билеу
1604,ertragen::V,tolérer,төзу
1605,ertragen::V,tolérer,шыдау
1606,ertragen::V,supporter,төзу
1607,ertragen::V,supporter,шыдау
