,Concept_ID,cs,no
856,rauchen::V,kouřit,ryke
857,regnen::V,pršet,regne
858,gefrieren::V,zamrznout,fryse
859,tauen::V,tát,tine
860,schmelzen::V,tavit,smelte
861,trocknen::V,schnout,tørre
862,sieden::V,vřít,koke
863,faulen::V,hnít,råtne
864,verfaulen::V,shnít,råtne
865,reißen::V,roztrhat se,briste
866,versinken::V,topit se,synke
867,versinken::V,topit se,synke ned
868,versinken::V,ponořit se,synke
869,versinken::V,ponořit se,synke ned
870,vergehen::V,plynout,forløpe
871,erscheinen::V,objevit se,synes
872,verschwinden::V,zmizet,forsvinne
873,sinken::V,klesat,synke
874,abnehmen::V,ubýt,avta
875,abnehmen::V,ubýt,minske
876,zunehmen::V,přibýt,tilta
877,steigen::V,stoupat,stige
878,wachsen::V,růst,gro
879,wachsen::V,růst,vokse
880,glänzen::V,lesknout se,skinne
881,funkeln::V,jiskřit se,tindre
882,lärmen::V,dělat hluk,bråke
883,läuten::V,zvonit,ringe
884,klingeln::V,zvonit,ringe
885,klirren::V,řinčet,klirre
886,brausen::V,hučet,bruse
887,rauschen::V,šumět,suse
888,klingen::V,znít,lyde
889,klingen::V,znít,klinge
890,bellen::V,štěkat,gjø
891,bellen::V,štěkat,bjeffe
892,heulen::V,výt,ule
893,blasen::V,foukat,blåse
894,pfeifen::V,pískat,plystre
895,schreien::V,křičet,skrike
896,stöhnen::V,sténat,stønne
897,zittern::V,třást se,dirre
898,zittern::V,třást se,skjelve
899,leben::V,žít,leve
900,geboren werden::V,rodit se,fødes
901,atmen::V,dýchat,ånde
902,atmen::V,dýchat,puste
903,trinken::V,pít,drikke
904,essen::V,jíst,spise
905,schlucken::V,polykat,svelge
906,müde werden::V,unavit se,bli trett
907,einschlafen::V,usnout,sovne
908,schlafen::V,spát,sove
909,aufwachen::V,probudit se,våkne
910,aufstehen::V,vstát,stå opp
911,sich erholen::V,zotavovat se,bli bra
912,sich erholen::V,zotavovat se,komme seg
913,krank werden::V,onemocnět,bli syk
914,krank sein::V,být nemocný,være syk
915,schmerzen::V,bolet,gjøre vondt
916,husten::V,kašlat,hoste
917,genesen::V,uzdravit se,komme seg
918,sterben::V,umřít,dø
919,umkommen::V,zahynout,omkomme
920,sich bewegen::V,pohnout se,bevege seg
921,sich rühren::V,hnout se,røre på seg
922,sich erheben::V,zdvihnout se,reise seg
923,sich setzen::V,posadit se,sette sig
924,hinfallen::V,upadnout,falle over ende
925,laufen::V,běžet,løpe
926,schreiten::V,kráčet,skride
927,spazierengehen::V,procházet se,spasere
928,spazierengehen::V,procházet se,gå en tur
929,eilen::V,spěchat,ile
930,sich beeilen::V,pospíšit si,skynde seg
931,sausen::V,fičet,suse
932,rennen::V,pádit,løpe
933,springen::V,skákat,hoppe
934,springen::V,skákat,springe
935,klettern::V,lézt,klatre
936,klettern::V,šplhat,klatre
937,schaukeln::V,houpat,huske
938,kriechen::V,lézt,krype
939,kriechen::V,plazit se,krype
940,schwimmen::V,plavat,svømme
941,tauchen::V,nořit se,dykke
942,rudern::V,veslovat,ro
943,fahren::V,jet,kjøre
944,fahren::V,jezdit,kjøre
945,fliegen::V,létat,fly
946,gehen::V,jít,gå
947,weggehen::V,odejít,gå bort
948,abfahren::V,odjet,reise
949,anhalten::V,zastavit se,stanse
950,hineingehen::V,vcházet se,gå inn
951,eintreten::V,vstoupit,tre inn
952,kommen::V,přijít,komme
953,ankommen::V,dojít,ankomme
954,ankommen::V,dojít,komme til
955,zurückkommen::V,vrátit se,komme tilbake
956,bleiben::V,zůstat,bli
957,bleiben::V,zůstat,forbli
958,warten::V,čekat,vente
959,erwarten::V,čekat na,vente
960,suchen::V,hledat,søke
961,finden::V,najít,finne
962,versuchen::V,zkoušet,prøve
963,versuchen::V,zkoušet,forsøke
964,vorbereiten::V,připravit,forberede
965,lieben::V,milovat,elske
966,mögen::V,mít rád,like
967,lachen::V,smát se,le
968,rühren::V,dojmout,røre
969,weinen::V,plakat,gråte
970,schimpfen::V,nadávat,skjelle
971,sich ärgern::V,pohoršit se,ergre seg
972,sich fürchten::V,bát se,være redd
973,fürchten::V,bát se,være redd for
974,fliehen::V,utéct,rømme
975,fliehen::V,utéct,flykte
976,flüchten::V,prchnout,flykte
977,sehen::V,vidět,se
978,anschauen::V,podívat se na,se på
979,anschauen::V,podívat se na,betrakte
980,ansehen::V,sledovat,anse
981,hören::V,slyšet,høre
982,zuhören::V,poslouchat,tilhøre
983,probieren::V,ochutnávat,smake
984,probieren::V,ochutnávat,smake på
985,riechen::V,cítit,lukte
986,fühlen::V,cítit,føle
987,scheinen::V,zdát se,se ut
988,zu sehen sein::V,moci být viděn,synes
989,vernehmen::V,uslyšet,få vite
990,frieren::V,mrznout,fryse
991,tun::V,dělat,gjøre
992,können::V,moct,kunne
993,wollen::V,chtít,ville
994,anfangen::V,začít,begynne
995,beenden::V,ukončit,avslutte
996,aufhören::V,přestat,slutte
997,aufhören::V,přestat,holde opp
998,gelingen::V,podařit se,lykkes
999,geraten::V,dařit se,bli
1000,öffnen::V,otevřít,åpne
1001,schließen::V,zavřít,lukke
1002,schließen::V,zavřít,stenge
1003,stellen::V,postavit,stille
1004,setzen::V,posadit,sette
1005,legen::V,klást,legge
1006,legen::V,položit,legge
1007,berühren::V,dotýkat se,berøre
1008,verbinden::V,spojit,forbinde
1009,bedecken::V,pokrýt,dekke
1010,aufhängen::V,oběsit,henge
1011,aufhängen::V,oběsit,henge opp
1012,aufhängen::V,pověsit,henge
1013,aufhängen::V,pověsit,henge opp
1014,anzünden::V,zapálit,tenne
1015,anzünden::V,zapálit,antenne
1016,anzünden::V,zapálit,tenne på
1017,anzünden::V,podpálit,tenne
1018,anzünden::V,podpálit,antenne
1019,anzünden::V,podpálit,tenne på
1020,aufheben::V,zvednout,løfte
1021,aufheben::V,zvednout,ta opp
1022,aufheben::V,zdvihnout,løfte
1023,aufheben::V,zdvihnout,ta opp
1024,zurücklassen::V,zanechat,slippe tilbake
1025,verlieren::V,ztratit,miste
1026,fallen lassen::V,upustit,droppe
1027,fallen lassen::V,upustit,la falle
1028,machen::V,udělat,lage
1029,machen::V,udělat,gjøre
1030,herstellen::V,vyrobit,fremstille
1031,bauen::V,stavět,bygge
1032,bauen::V,budovat,bygge
1033,reparieren::V,opravit,reparere
1034,verbessern::V,zlepšit,rette
1035,verbessern::V,zlepšit,forbedre
1036,ändern::V,změnit,forandre
1037,graben::V,rýt,grave
1038,graben::V,kopat,grave
1039,beugen::V,ohnout,bøye
1040,biegen::V,ohnout,bøye
1041,drehen::V,točit,dreie
1042,wenden::V,obrátit,vende
1043,umdrehen::V,obrátit,snu
1044,heben::V,zdvihnout,heve
1045,hochheben::V,zvednout,løfte
1046,ergreifen::V,chopit se,gripe
1047,ergreifen::V,chopit se,få tak i
1048,halten::V,držet,holde
1049,drücken::V,stisknout,trykke
1050,schieben::V,posouvat,skyve
1051,kratzen::V,škrábat,klø
1052,kratzen::V,škrábat,klore
1053,lecken::V,lízat,slikke
1054,beißen::V,kousat,bite
1055,abreißen::V,utrhat,rive av
1056,abreißen::V,odtrhat,rive av
1057,abschneiden::V,uřezat,skjære av
1058,abschneiden::V,ukrojit,skjære av
1059,binden::V,přivázat,binde
1060,stecken::V,strčit,stikke
1061,brechen::V,lomit,bryte
1062,brechen::V,lomit,briste
1063,klopfen::V,ťukat,banke
1064,klopfen::V,klepat,banke
1065,hauen::V,bít,hogge
1066,kleben::V,lepit,klistre
1067,reiben::V,třít,gni
1068,streichen::V,mazat,stryke
1069,schleifen::V,brousit,slipe
1070,schneiden::V,řezat,klippe
1071,schneiden::V,střihat,klippe
1072,rütteln::V,třást,ruske
1073,rütteln::V,otřást,ruske
1074,schütteln::V,třást,riste
1075,schütteln::V,zatřást,riste
1076,schwenken::V,mávat,svinge
1077,schütten::V,nasypat,helle
1078,füllen::V,naplnit,fylle
1079,einwickeln::V,zavinout,vikle inn
1080,tragen::V,nést,bære
1081,schleppen::V,vléct,slepe
1082,ziehen::V,tahat,dra
1083,ziehen::V,tahat,trekke
1084,ziehen::V,táhnout,dra
1085,ziehen::V,táhnout,trekke
1086,aufbewahren::V,schovat,oppbevare
1087,aufbewahren::V,schovat,ta vare på
1088,werfen::V,házet,kaste
1089,fangen::V,chytat,fange
1090,packen::V,uchvátit,gripe
1091,packen::V,uchvátit,gripe tak i
1092,verstecken::V,schovat,gjemme
1093,teilen::V,rozdělit,dele
1094,schicken::V,posílat,sende
1095,bringen::V,přinést,bringe
1096,hinzufügen::V,připojit,tilføye
1097,bekommen::V,dostat,få
1098,erhalten::V,uchovat,få
1099,nehmen::V,vzít,ta
1100,wählen::V,zvolit,velge
1101,auswählen::V,vybrat,velge ut
1102,bewahren::V,uchránit,bevare
1103,behindern::V,překážet,hindre
1104,behindern::V,překážet,forhindre
1105,verderben::V,zkazit,ødelegge
1106,beschädigen::V,porušit,skade
1107,beschädigen::V,poškodit,skade
1108,zerbrechen::V,rozlámat,brekke i stykker
1109,zerreißen::V,roztrhnout,rive i stykker
1110,zerstören::V,zničit,ødelegge
1111,verbrennen::V,spálit,brenne
1112,verbrennen::V,spálit,brenne opp
1113,geben::V,dát,gi
1114,reichen::V,podat,rekke
1115,schenken::V,darovat,forære
1116,schenken::V,darovat,skjenke
1117,versprechen::V,slíbit,love
1118,wünschen::V,přát,ønske
1119,loben::V,chválit,rose
1120,küssen::V,líbat,kysse
1121,wiegen::V,chovat,vogge
1122,wiegen::V,kolébat,vogge
1123,zudecken::V,přikrýt,dekke til
1124,zudecken::V,přiklopit,dekke til
1125,wecken::V,vzbudit,vekke
1126,zeigen::V,ukázat,vise
1127,führen::V,vést,føre
1128,lehren::V,učit,lære
1129,unterrichten::V,vyučovat,undervise
1130,aufziehen::V,vychovat,oppdra
1131,leiten::V,vodit,lede
1132,antreiben::V,nutit,drive på
1133,lassen::V,dát,få til å
1134,einladen::V,pozvat,be
1135,einladen::V,pozvat,invitere
1136,vereinigen::V,spojit,forene
1137,besuchen::V,návštívit,besøke
1138,treffen::V,potkat,møte
1139,treffen::V,potkat,treffe
1140,sich versammeln::V,shromáždit se,forsamles
1141,spielen::V,hrát,leke
1142,spielen::V,hrát,spille
1143,singen::V,zpívat,synge
1144,tanzen::V,tančit,danse
1145,sich trennen::V,rozejít se,skilles
1146,verlassen::V,opustit,forlate
1147,retten::V,zachránit,redde
1148,bewachen::V,hlídat,bevokte
1149,schützen::V,chránit,verne
1150,schützen::V,chránit,beskytte
1151,verteidigen::V,obhájit,forsvare
1152,sich schlagen::V,bít se,slåss
1153,schießen::V,střílet,skyte
1154,siegen::V,zvítězit,seire
1155,ärgern::V,zlobit,ergre
1156,ärgern::V,pohoršit,ergre
1157,schlagen::V,udeřit,
1158,schlagen::V,praštit,
1159,treten::V,kopnout,sparke
1160,stechen::V,bodnout,stikke
1161,stechen::V,píchnout,stikke
1162,stoßen::V,strčit,støte
1163,stehlen::V,ukrást,stjele
1164,stören::V,vyrušit,forstyrre
1165,belästigen::V,obtěžovat,plage
1166,belästigen::V,obtěžovat,sjenere
1167,verbergen::V,skrýt,gjemme
1168,täuschen::V,klamat,villede
1169,betrügen::V,podvést,bedra
1170,töten::V,zabít,drepe
1171,wohnen::V,bydlit,bo
1172,arbeiten::V,pracovat,arbeide
1173,sammeln::V,sebrat,samle
1174,pflücken::V,česat,plukke
1175,jagen::V,uhonit,jage
1176,fischen::V,chytat ryby,fiske
1177,fassen::V,ulovit,fange
1178,hüten::V,pást,vokte
1179,treiben::V,hnát,drive
1180,anbinden::V,přivázat,feste
1181,füttern::V,krmit,fore
1182,melken::V,dojit,melke
1183,hacken::V,seknout,hakke
1184,gießen::V,zalít,helle
1185,reifen::V,uzrát,modne
1186,zubereiten::V,připravit,lage
1187,zubereiten::V,připravit,tilberede
1188,kochen::V,vařit,koke
1189,backen::V,péct,bake
1190,braten::V,smažit,steke
1191,umrühren::V,zamíchat,røre om
1192,stricken::V,plést,strikke
1193,nähen::V,šít,sy
1194,färben::V,nabarvit,farge
1195,reinigen::V,očistit,rense
1196,reinigen::V,očistit,gjøre ren
1197,waschen::V,mýt,vaske
1198,abwischen::V,utřít,tørke av
1199,spülen::V,spláchnout,spyle
1200,spülen::V,spláchnout,skylle
1201,fegen::V,zamést,feie
1202,kehren::V,mést,koste
1203,baden::V,koupat se,bade
1204,sich waschen::V,mýt se,vaske seg
1205,ausziehen::V,svléct,ta av
1206,anziehen::V,obléct,ta på
1207,sich anziehen::V,oblékat se,kle på seg
1208,kämmen::V,učesat,gre
1209,kämmen::V,učesat,kjemme
1210,schmücken::V,ozdobit,pynte
1211,schmücken::V,ozdobit,smykke
1212,sagen::V,říct,si
1213,sprechen::V,mluvit,snakke
1214,reden::V,hovořit,tale
1215,reden::V,hovořit,snakke
1216,sich unterhalten::V,povídat se,samtale
1217,fragen::V,zeptat se,spørre
1218,bitten::V,prosit,be
1219,erzählen::V,povídat,fortelle
1220,mitteilen::V,sdělit,meddele
1221,mitteilen::V,oznámit,meddele
1222,nennen::V,nazvat,kalle
1223,rufen::V,volat,rope
1224,rufen::V,zavolat,rope
1225,prahlen::V,chlubit se,skryte
1226,übersetzen::V,přeložit,oversette
1227,denken::V,myslit,tenke
1228,glauben::V,věřit,tro
1229,bemerken::V,zpozorovat,bemerke
1230,bemerken::V,zpozorovat,legge merke til
1231,erkennen::V,poznat,gjenkjenne
1232,begreifen::V,pochopit,begripe
1233,verstehen::V,porozumět,forstå
1234,verstehen::V,porozumět,skjønne
1235,lernen::V,učit se,lære
1236,wissen::V,vědět,vite
1237,sich erinnern an::V,vzpomínat si na,huske på
1238,vergessen::V,zapomínat,glemme
1239,messen::V,měřit,måle
1240,zählen::V,spočítat,telle
1241,rechnen::V,počítat,regne
1242,lesen::V,číst,lese
1243,malen::V,malovat,male
1244,zeichnen::V,rýsovat,tegne
1245,schreiben::V,psát,skrive
1246,besitzen::V,mít,eie
1247,besitzen::V,mít,inneha
1248,besitzen::V,vlastnit,eie
1249,besitzen::V,vlastnit,inneha
1250,kaufen::V,koupit,kjøpe
1251,verkaufen::V,prodat,selge
1252,bezahlen::V,zaplatit,betale
1253,zahlen::V,platit,betale
1254,beherrschen::V,ovládat,beherske
1255,ertragen::V,snést,orke
