,Concept_ID,sk,no
849,vier::NUM,štyri,fire
850,fünf::NUM,päť,fem
851,sechs::NUM,šesť,seks
852,sieben::NUM,sedem,sju
853,acht::NUM,osem,åtte
854,neun::NUM,deväť,ni
855,zehn::NUM,desať,ti
856,elf::NUM,jedenásť,elleve
857,zwölf::NUM,dvanásť,tolv
858,zwanzig::NUM,dvadsať,tjue
859,dreißig::NUM,tridsať,tretti
860,vierzig::NUM,štyridsať,førti
861,fünfzig::NUM,päťdesiat,femti
862,sechzig::NUM,šesťdesiat,seksti
863,siebzig::NUM,sedemdesiat,sytti
864,achtzig::NUM,osemdesiat,åtti
865,neunzig::NUM,deväťdesiat,nitti
866,hundert::NUM,sto,hundre
867,tausend::NUM,tisíc,tusen
868,und::CNJ,i,og
869,oder::CNJ,alebo,eller
870,stehen::V,stáť,stå
871,sitzen::V,sedieť,sitte
872,liegen::V,ležať,ligge
873,hängen::V,visieť,henge
874,werden::V,stať sa,bli
875,passieren::V,stať sa,skje
876,passieren::V,stať sa,hende
877,beginnen::V,začať sa,begynne
878,enden::V,končiť sa,ende
879,enden::V,končiť sa,slutte
880,wechseln::V,meniť sa,veksle
881,aufgehen[Sonne]::V,vychádzať,stå opp
882,untergehen[Sonne]::V,zapadnúť,gå ned
883,scheinen[Sonne]::V,svietiť,skinne
884,donnern::V,hrmieť,tordne
885,wehen::V,viať,blåse
886,strömen::V,prúdiť,strømme
887,fließen::V,tiecť,flyte
888,sich drehen::V,točiť sa,dreie seg
889,sich drehen::V,krútiť sa,dreie seg
890,schwanken::V,kolísať,svaie
891,schwanken::V,klátiť sa,svaie
892,schwingen::V,kývať sa,svinge
893,schwingen::V,chvieť sa,svinge
894,fallen::V,padať,falle
895,brennen::V,páliť,brenne
896,brennen::V,horieť,brenne
897,rauchen::V,dymiť sa,ryke
898,regnen::V,pršať,regne
899,gefrieren::V,zamrznút,fryse
900,tauen::V,taviť sa,tine
901,schmelzen::V,taviť sa,smelte
902,trocknen::V,schnúť,tørre
903,sieden::V,vrieť,koke
904,faulen::V,hniť,råtne
905,verfaulen::V,zhniť,råtne
906,reißen::V,pretrhnúť sa,briste
907,versinken::V,zapadnúť,synke
908,versinken::V,zapadnúť,synke ned
909,versinken::V,potopiť sa,synke
910,versinken::V,potopiť sa,synke ned
911,vergehen::V,plynúť,forløpe
912,erscheinen::V,objaviť sa,synes
913,verschwinden::V,zmiznúť,forsvinne
914,sinken::V,klesať,synke
915,abnehmen::V,ubúdať,avta
916,abnehmen::V,ubúdať,minske
917,zunehmen::V,pribúdať,tilta
918,steigen::V,stúpať,stige
919,wachsen::V,rásť,gro
920,wachsen::V,rásť,vokse
921,glänzen::V,jagať sa,skinne
922,glänzen::V,lesknúť sa,skinne
923,funkeln::V,iskriť sa,tindre
924,lärmen::V,lomoziť,bråke
925,läuten::V,cengať,ringe
926,klingeln::V,zvoniť,ringe
927,klirren::V,rinčať,klirre
928,brausen::V,hučať,bruse
929,rauschen::V,šumieť,suse
930,klingen::V,znieť,lyde
931,klingen::V,znieť,klinge
932,klingen::V,zvoniť,lyde
933,klingen::V,zvoniť,klinge
934,bellen::V,štekať,gjø
935,bellen::V,štekať,bjeffe
936,bellen::V,brechať,gjø
937,bellen::V,brechať,bjeffe
938,heulen::V,vyť,ule
939,blasen::V,duť,blåse
940,blasen::V,fúkať,blåse
941,pfeifen::V,pískať,plystre
942,pfeifen::V,hvízdať,plystre
943,schreien::V,kričať,skrike
944,stöhnen::V,stenať,stønne
945,zittern::V,triasť sa,dirre
946,zittern::V,triasť sa,skjelve
947,leben::V,žiť,leve
948,geboren werden::V,narodiť sa,fødes
949,atmen::V,dýchať,ånde
950,atmen::V,dýchať,puste
951,trinken::V,piť,drikke
952,essen::V,jesť,spise
953,schlucken::V,zhltnuť,svelge
954,müde werden::V,unaviť sa,bli trett
955,einschlafen::V,usnúť,sovne
956,einschlafen::V,zaspať,sovne
957,schlafen::V,spať,sove
958,aufwachen::V,zobudiť sa,våkne
959,aufstehen::V,vstať,stå opp
960,sich erholen::V,zotavovať sa,bli bra
961,sich erholen::V,zotavovať sa,komme seg
962,sich erholen::V,oddýchovať si,bli bra
963,sich erholen::V,oddýchovať si,komme seg
964,krank werden::V,ochorieť,bli syk
965,krank sein::V,chorieť,være syk
966,krank sein::V,byť chorý,være syk
967,schmerzen::V,bolieť,gjøre vondt
968,husten::V,kašľať,hoste
969,genesen::V,uzdraviť sa,komme seg
970,sterben::V,umrieť,dø
971,sterben::V,zomrieť,dø
972,umkommen::V,zahynúť,omkomme
973,sich bewegen::V,pohybovať sa,bevege seg
974,sich rühren::V,hnúť sa,røre på seg
975,sich erheben::V,zdvihnúť sa,reise seg
976,sich setzen::V,sadnúť si,sette sig
977,hinfallen::V,spadnúť,falle over ende
978,laufen::V,bežať,løpe
979,schreiten::V,kráčať,skride
980,spazierengehen::V,prechádzať sa,spasere
981,spazierengehen::V,prechádzať sa,gå en tur
982,eilen::V,súriť,ile
983,sich beeilen::V,ponáhľať sa,skynde seg
984,sausen::V,hučať,suse
985,rennen::V,bežať,løpe
986,springen::V,skákať,hoppe
987,springen::V,skákať,springe
988,klettern::V,liezť,klatre
989,schaukeln::V,húpať,huske
990,schaukeln::V,hojdať,huske
991,kriechen::V,liezť,krype
992,kriechen::V,plaziť sa,krype
993,schwimmen::V,plávať,svømme
994,tauchen::V,ponoriť sa,dykke
995,rudern::V,veslovať,ro
996,fahren::V,ísť,kjøre
997,fahren::V,jazdiť,kjøre
998,fliegen::V,letieť,fly
999,gehen::V,ísť,gå
1000,weggehen::V,odísť,gå bort
1001,weggehen::V,odchádzať,gå bort
1002,abfahren::V,odcestovať,reise
1003,anhalten::V,zadržať sa,stanse
1004,anhalten::V,zastaviť sa,stanse
1005,hineingehen::V,vchádzať,gå inn
1006,eintreten::V,vojsť,tre inn
1007,eintreten::V,vstúpiť,tre inn
1008,kommen::V,prísť,komme
1009,ankommen::V,prísť,ankomme
1010,ankommen::V,prísť,komme til
1011,ankommen::V,doraziť,ankomme
1012,ankommen::V,doraziť,komme til
1013,zurückkommen::V,vrátiť sa,komme tilbake
1014,bleiben::V,ostať,bli
1015,bleiben::V,ostať,forbli
1016,bleiben::V,zostať,bli
1017,bleiben::V,zostať,forbli
1018,warten::V,čakať,vente
1019,erwarten::V,očakávať,vente
1020,suchen::V,hľadať,søke
1021,finden::V,nájsť,finne
1022,versuchen::V,skúsiť,prøve
1023,versuchen::V,skúsiť,forsøke
1024,versuchen::V,pokúsiť sa,prøve
1025,versuchen::V,pokúsiť sa,forsøke
1026,vorbereiten::V,pripraviť,forberede
1027,lieben::V,ľúbiť,elske
1028,lieben::V,milovať,elske
1029,mögen::V,mať rád,like
1030,lachen::V,smiať sa,le
1031,rühren::V,dojať,røre
1032,weinen::V,plakať,gråte
1033,schimpfen::V,nadávať,skjelle
1034,sich ärgern::V,hnevať sa,ergre seg
1035,sich ärgern::V,zlostiť sa,ergre seg
1036,sich fürchten::V,báť sa,være redd
1037,fürchten::V,báť sa,være redd for
1038,fliehen::V,utekať,rømme
1039,fliehen::V,utekať,flykte
1040,flüchten::V,utiecť,flykte
1041,sehen::V,vidieť,se
1042,anschauen::V,pozrieť sa na,se på
1043,anschauen::V,pozrieť sa na,betrakte
1044,ansehen::V,pozrieť,anse
1045,hören::V,počúvať,høre
1046,zuhören::V,počúvať,tilhøre
1047,probieren::V,ochutnať,smake
1048,probieren::V,ochutnať,smake på
1049,riechen::V,ňuchať,lukte
1050,fühlen::V,cítiť,føle
1051,fühlen::V,pociťovať,føle
1052,scheinen::V,zdať sa,se ut
1053,zu sehen sein::V,byť vidieť,synes
1054,vernehmen::V,počuť,få vite
1055,frieren::V,mrznúť,fryse
1056,frieren::V,oziabať,fryse
1057,tun::V,robiť,gjøre
1058,können::V,môcť,kunne
1059,wollen::V,chcieť,ville
1060,anfangen::V,začať,begynne
1061,beenden::V,skončiť,avslutte
1062,aufhören::V,prestať,slutte
1063,aufhören::V,prestať,holde opp
1064,gelingen::V,podariť sa,lykkes
1065,geraten::V,dariť sa,bli
1066,öffnen::V,otvoriť,åpne
1067,schließen::V,zavrieť,lukke
1068,schließen::V,zavrieť,stenge
1069,stellen::V,postaviť,stille
1070,setzen::V,posadiť,sette
1071,legen::V,klásť,legge
1072,legen::V,položiť,legge
1073,berühren::V,dotykať sa,berøre
1074,verbinden::V,spojiť,forbinde
1075,bedecken::V,pokryť,dekke
1076,aufhängen::V,zavesiť,henge
1077,aufhängen::V,zavesiť,henge opp
1078,anzünden::V,zapáliť,tenne
1079,anzünden::V,zapáliť,antenne
1080,anzünden::V,zapáliť,tenne på
1081,aufheben::V,zdvihnúť,løfte
1082,aufheben::V,zdvihnúť,ta opp
1083,zurücklassen::V,zanechať,slippe tilbake
1084,verlieren::V,stratiť,miste
1085,fallen lassen::V,pustiť,droppe
1086,fallen lassen::V,pustiť,la falle
1087,machen::V,robiť,lage
1088,machen::V,robiť,gjøre
1089,herstellen::V,vyrobiť,fremstille
1090,bauen::V,stavať,bygge
1091,bauen::V,budovať,bygge
1092,reparieren::V,opraviť,reparere
1093,verbessern::V,zlepšiť,rette
1094,verbessern::V,zlepšiť,forbedre
1095,ändern::V,zmeniť,forandre
1096,ändern::V,preinačiť,forandre
1097,graben::V,ryť,grave
1098,graben::V,kopať,grave
1099,beugen::V,ohnúť,bøye
1100,biegen::V,ohnúť,bøye
1101,drehen::V,točiť,dreie
1102,drehen::V,krútiť,dreie
1103,wenden::V,obrátiť,vende
1104,wenden::V,prevrátiť,vende
1105,umdrehen::V,otočiť,snu
1106,umdrehen::V,obrátiť,snu
1107,heben::V,dvíhať,heve
1108,heben::V,povzniesť,heve
1109,hochheben::V,zdvihnúť,løfte
1110,ergreifen::V,uchopiť sa,gripe
1111,ergreifen::V,uchopiť sa,få tak i
1112,halten::V,držať,holde
1113,drücken::V,tisnúť,trykke
1114,schieben::V,posunovať,skyve
1115,kratzen::V,škrabať,klø
1116,kratzen::V,škrabať,klore
1117,lecken::V,lízať,slikke
1118,beißen::V,kúsať,bite
1119,abreißen::V,odtrhnúť,rive av
1120,abschneiden::V,odrezať,skjære av
1121,abschneiden::V,odkrojiť,skjære av
1122,binden::V,zaviazať,binde
1123,binden::V,priviazať,binde
1124,stecken::V,strčiť,stikke
1125,brechen::V,zlomiť,bryte
1126,brechen::V,zlomiť,briste
1127,klopfen::V,tĺcť,banke
1128,klopfen::V,klopať,banke
1129,hauen::V,nabiť,hogge
1130,kleben::V,lepiť,klistre
1131,kleben::V,nalepiť,klistre
1132,reiben::V,trieť,gni
1133,streichen::V,namazať,stryke
1134,schleifen::V,ostríť,slipe
1135,schneiden::V,rezať,klippe
1136,schneiden::V,strihať,klippe
1137,rütteln::V,triasť,ruske
1138,rütteln::V,lomcovať,ruske
1139,schütteln::V,triasť,riste
1140,schütteln::V,potriasť,riste
1141,schwenken::V,mávať,svinge
1142,schütten::V,sypať,helle
1143,füllen::V,plniť,fylle
1144,einwickeln::V,zabaliť,vikle inn
1145,tragen::V,niesť,bære
1146,schleppen::V,vliecť,slepe
1147,ziehen::V,ťahať,dra
1148,ziehen::V,ťahať,trekke
1149,aufbewahren::V,uložiť,oppbevare
1150,aufbewahren::V,uložiť,ta vare på
1151,aufbewahren::V,uschovať,oppbevare
1152,aufbewahren::V,uschovať,ta vare på
1153,werfen::V,hodiť,kaste
1154,werfen::V,vrhnúť,kaste
1155,fangen::V,chytať,fange
1156,packen::V,baliť,gripe
1157,packen::V,baliť,gripe tak i
1158,packen::V,chytiť,gripe
1159,packen::V,chytiť,gripe tak i
1160,verstecken::V,skryť,gjemme
1161,verstecken::V,schovať,gjemme
1162,teilen::V,podeliť,dele
1163,teilen::V,rozdeliť,dele
1164,schicken::V,posielať,sende
1165,bringen::V,priniesť,bringe
1166,hinzufügen::V,pripojiť,tilføye
1167,bekommen::V,dostať,få
1168,erhalten::V,prijať,få
1169,nehmen::V,vziať,ta
1170,wählen::V,voliť,velge
1171,auswählen::V,vybrať,velge ut
1172,auswählen::V,vyvoliť,velge ut
1173,bewahren::V,zachovať,bevare
1174,behindern::V,zavadzať,hindre
1175,behindern::V,zavadzať,forhindre
1176,behindern::V,byť v ceste,hindre
1177,behindern::V,byť v ceste,forhindre
1178,verderben::V,skaziť,ødelegge
1179,beschädigen::V,ublížiť,skade
1180,beschädigen::V,poškodiť,skade
1181,zerbrechen::V,rozbiť,brekke i stykker
1182,zerbrechen::V,prelomiť,brekke i stykker
1183,zerreißen::V,pretrhnúť,rive i stykker
1184,zerstören::V,zničiť,ødelegge
1185,verbrennen::V,spáliť,brenne
1186,verbrennen::V,spáliť,brenne opp
1187,geben::V,dať,gi
1188,reichen::V,podať,rekke
1189,schenken::V,darovať,forære
1190,schenken::V,darovať,skjenke
1191,versprechen::V,sľúbiť,love
1192,wünschen::V,želať,ønske
1193,loben::V,chváliť,rose
1194,küssen::V,bozkať,kysse
1195,wiegen::V,kolísať,vogge
1196,zudecken::V,prikryť,dekke til
1197,wecken::V,zobudiť,vekke
1198,zeigen::V,ukázať,vise
1199,führen::V,viesť,føre
1200,lehren::V,učiť,lære
1201,unterrichten::V,vyučovať,undervise
1202,aufziehen::V,vychovať,oppdra
1203,leiten::V,viesť,lede
1204,antreiben::V,popudiť,drive på
1205,lassen::V,dať,få til å
1206,einladen::V,pozvať,be
1207,einladen::V,pozvať,invitere
1208,einladen::V,povolať,be
1209,einladen::V,povolať,invitere
1210,vereinigen::V,spojiť,forene
1211,vereinigen::V,zjednotiť,forene
1212,besuchen::V,navštíviť,besøke
1213,treffen::V,stretnúť,møte
1214,treffen::V,stretnúť,treffe
1215,sich versammeln::V,zhromaždiť sa,forsamles
1216,spielen::V,hrať,leke
1217,spielen::V,hrať,spille
1218,singen::V,spievať,synge
1219,tanzen::V,tancovať,danse
1220,sich trennen::V,rozísť sa,skilles
1221,verlassen::V,opustiť,forlate
1222,retten::V,zachrániť,redde
1223,bewachen::V,strážiť,bevokte
1224,schützen::V,chrániť,verne
1225,schützen::V,chrániť,beskytte
1226,verteidigen::V,brániť,forsvare
1227,sich schlagen::V,biť sa,slåss
1228,schießen::V,streliť,skyte
1229,schießen::V,strieľať,skyte
1230,siegen::V,zvíťaziť,seire
1231,ärgern::V,hnevať,ergre
1232,ärgern::V,zlostiť,ergre
1233,schlagen::V,biť,
1234,schlagen::V,udrieť,
1235,treten::V,kopnúť,sparke
1236,stechen::V,bodnúť,stikke
1237,stechen::V,pichnúť,stikke
1238,stoßen::V,udrieť,støte
1239,stehlen::V,kradnúť,stjele
1240,stören::V,vyrušiť,forstyrre
1241,belästigen::V,obťažovať,plage
1242,belästigen::V,obťažovať,sjenere
1243,verbergen::V,skryť,gjemme
1244,täuschen::V,sklamať,villede
1245,betrügen::V,klamať,bedra
1246,betrügen::V,podvádzať,bedra
1247,töten::V,zabiť,drepe
1248,töten::V,usmrtiť,drepe
1249,wohnen::V,bývať,bo
1250,arbeiten::V,pracovať,arbeide
1251,sammeln::V,zbierať,samle
1252,pflücken::V,trhať,plukke
1253,pflücken::V,oberať,plukke
1254,jagen::V,poľovať,jage
1255,fischen::V,loviť ryby,fiske
1256,fischen::V,chytať ryby,fiske
1257,fassen::V,uloviť,fange
1258,hüten::V,pásť,vokte
1259,treiben::V,hnať,drive
1260,anbinden::V,priviazať,feste
1261,füttern::V,kŕmiť,fore
1262,melken::V,dojiť,melke
1263,hacken::V,seknúť,hakke
1264,gießen::V,polievať,helle
1265,reifen::V,dozrieť,modne
1266,zubereiten::V,pripraviť,lage
1267,zubereiten::V,pripraviť,tilberede
1268,kochen::V,variť,koke
1269,backen::V,piecť,bake
1270,backen::V,smažiť,bake
1271,braten::V,piecť,steke
1272,braten::V,pražiť,steke
1273,umrühren::V,pomiešať,røre om
1274,stricken::V,pliesť,strikke
1275,nähen::V,šiť,sy
1276,färben::V,zafarbiť,farge
1277,reinigen::V,čistiť,rense
1278,reinigen::V,čistiť,gjøre ren
1279,waschen::V,myť,vaske
1280,abwischen::V,utrieť,tørke av
1281,spülen::V,vyplachovať,spyle
1282,spülen::V,vyplachovať,skylle
1283,fegen::V,zametať,feie
1284,kehren::V,zametať,koste
1285,baden::V,kúpať sa,bade
1286,sich waschen::V,umývať sa,vaske seg
1287,ausziehen::V,zobliecť,ta av
1288,anziehen::V,obliecť,ta på
1289,sich anziehen::V,obliecť sa,kle på seg
1290,kämmen::V,česať,gre
1291,kämmen::V,česať,kjemme
1292,schmücken::V,ozdobiť,pynte
1293,schmücken::V,ozdobiť,smykke
1294,sagen::V,povedať,si
1295,sprechen::V,hovoriť,snakke
1296,reden::V,rozprávať,tale
1297,reden::V,rozprávať,snakke
1298,sich unterhalten::V,rozprávať sa,samtale
1299,fragen::V,spýtať sa,spørre
1300,bitten::V,prosiť,be
1301,erzählen::V,rozprávať,fortelle
1302,mitteilen::V,oznámiť,meddele
1303,nennen::V,nazvať,kalle
1304,nennen::V,menovať,kalle
1305,rufen::V,volať,rope
1306,rufen::V,zavolať,rope
1307,prahlen::V,vystatovať sa,skryte
1308,übersetzen::V,preložiť,oversette
1309,denken::V,myslieť,tenke
1310,glauben::V,veriť,tro
1311,bemerken::V,podotknuť,bemerke
1312,bemerken::V,podotknuť,legge merke til
1313,bemerken::V,spozorovať,bemerke
1314,bemerken::V,spozorovať,legge merke til
1315,erkennen::V,poznať,gjenkjenne
1316,begreifen::V,pochopiť,begripe
1317,begreifen::V,porozumieť,begripe
1318,verstehen::V,rozumieť,forstå
1319,verstehen::V,rozumieť,skjønne
1320,lernen::V,učiť sa,lære
1321,wissen::V,vedieť,vite
1322,sich erinnern an::V,pamätať si na,huske på
1323,vergessen::V,zabudnuť,glemme
1324,messen::V,merať,måle
1325,zählen::V,počítať,telle
1326,rechnen::V,rátať,regne
1327,rechnen::V,počítať,regne
1328,lesen::V,čítať,lese
1329,malen::V,maľovať,male
1330,zeichnen::V,kresliť,tegne
1331,schreiben::V,písať,skrive
1332,besitzen::V,mať,eie
1333,besitzen::V,mať,inneha
1334,besitzen::V,vlastniť,eie
1335,besitzen::V,vlastniť,inneha
1336,kaufen::V,kúpiť,kjøpe
1337,verkaufen::V,predať,selge
1338,bezahlen::V,zaplatiť,betale
1339,zahlen::V,platiť,betale
1340,beherrschen::V,ovládať,beherske
1341,ertragen::V,znášať,orke
1342,ertragen::V,vydržať,orke
