,Concept_ID,no,es
857,hängen::V,henge,pender
858,werden::V,bli,hacerse
859,passieren::V,skje,suceder
860,passieren::V,hende,suceder
861,beginnen::V,begynne,iniciarse
862,beginnen::V,begynne,principiar
863,enden::V,ende,acabar
864,enden::V,ende,terminar
865,enden::V,slutte,acabar
866,enden::V,slutte,terminar
867,wechseln::V,veksle,variar
868,wechseln::V,veksle,alternar
869,aufgehen[Sonne]::V,stå opp,salir
870,untergehen[Sonne]::V,gå ned,ponerse
871,untergehen[Sonne]::V,gå ned,descender
872,scheinen[Sonne]::V,skinne,brillar
873,donnern::V,tordne,tronar
874,wehen::V,blåse,soplar
875,strömen::V,strømme,afluir
876,fließen::V,flyte,fluir
877,fließen::V,flyte,correr
878,sich drehen::V,dreie seg,girar
879,schwanken::V,svaie,vacilar
880,schwingen::V,svinge,oscilar
881,fallen::V,falle,caer
882,brennen::V,brenne,arder
883,brennen::V,brenne,quemar
884,rauchen::V,ryke,humear
885,rauchen::V,ryke,echar humo
886,regnen::V,regne,llover
887,gefrieren::V,fryse,helarse
888,tauen::V,tine,deshelarse
889,schmelzen::V,smelte,fundirse
890,schmelzen::V,smelte,derretirse
891,trocknen::V,tørre,secarse
892,sieden::V,koke,hervir
893,faulen::V,råtne,pudrirse
894,verfaulen::V,råtne,pudrirse
895,reißen::V,briste,romperse
896,versinken::V,synke,hundirse
897,versinken::V,synke ned,hundirse
898,vergehen::V,forløpe,pasar
899,erscheinen::V,synes,aparecer
900,verschwinden::V,forsvinne,desaparecer
901,sinken::V,synke,bajar
902,abnehmen::V,avta,decrecer
903,abnehmen::V,avta,disminuir
904,abnehmen::V,minske,decrecer
905,abnehmen::V,minske,disminuir
906,zunehmen::V,tilta,crecer
907,zunehmen::V,tilta,aumentar
908,steigen::V,stige,subir
909,steigen::V,stige,ascender
910,wachsen::V,gro,crecer
911,wachsen::V,vokse,crecer
912,glänzen::V,skinne,brillar
913,glänzen::V,skinne,resplandecer
914,funkeln::V,tindre,chispear
915,lärmen::V,bråke,hacer ruido
916,läuten::V,ringe,sonar
917,läuten::V,ringe,repicar
918,klingeln::V,ringe,tocar el timbre
919,klirren::V,klirre,tintinear
920,brausen::V,bruse,zumbar
921,rauschen::V,suse,murmurar
922,klingen::V,lyde,sonar
923,klingen::V,klinge,sonar
924,bellen::V,gjø,ladrar
925,bellen::V,bjeffe,ladrar
926,heulen::V,ule,ulular
927,blasen::V,blåse,soplar
928,pfeifen::V,plystre,silbar
929,schreien::V,skrike,gritar
930,stöhnen::V,stønne,gemir
931,zittern::V,dirre,temblar
932,zittern::V,skjelve,temblar
933,leben::V,leve,vivir
934,geboren werden::V,fødes,nacer
935,atmen::V,ånde,respirar
936,atmen::V,puste,respirar
937,trinken::V,drikke,beber
938,essen::V,spise,comer
939,schlucken::V,svelge,tragar
940,müde werden::V,bli trett,cansarse
941,müde werden::V,bli trett,fatigarse
942,einschlafen::V,sovne,dormirse
943,schlafen::V,sove,dormir
944,aufwachen::V,våkne,despertarse
945,aufstehen::V,stå opp,levantarse
946,sich erholen::V,bli bra,reposar
947,sich erholen::V,bli bra,descansar
948,sich erholen::V,komme seg,reposar
949,sich erholen::V,komme seg,descansar
950,krank werden::V,bli syk,caer enfermo
951,krank sein::V,være syk,estar enfermo
952,schmerzen::V,gjøre vondt,doler
953,husten::V,hoste,toser
954,genesen::V,komme seg,convalecer
955,genesen::V,komme seg,restablecerse
956,sterben::V,dø,morir
957,umkommen::V,omkomme,perecer
958,sich bewegen::V,bevege seg,moverse
959,sich rühren::V,røre på seg,rebullir
960,sich erheben::V,reise seg,levantarse
961,sich setzen::V,sette sig,sentarse
962,hinfallen::V,falle over ende,caerse
963,laufen::V,løpe,andar
964,schreiten::V,skride,proceder
965,spazierengehen::V,spasere,pasear
966,spazierengehen::V,spasere,pasearse
967,spazierengehen::V,gå en tur,pasear
968,spazierengehen::V,gå en tur,pasearse
969,eilen::V,ile,correr prisa
970,sich beeilen::V,skynde seg,darse prisa
971,sausen::V,suse,correr
972,rennen::V,løpe,correr
973,springen::V,hoppe,saltar
974,springen::V,springe,saltar
975,klettern::V,klatre,trepar
976,klettern::V,klatre,escalar
977,schaukeln::V,huske,bambolearse
978,kriechen::V,krype,reptar
979,kriechen::V,krype,arrastrarse
980,schwimmen::V,svømme,nadar
981,tauchen::V,dykke,bucear
982,tauchen::V,dykke,sumergirse
983,rudern::V,ro,remar
984,fahren::V,kjøre,ir
985,fliegen::V,fly,volar
986,gehen::V,gå,ir
987,gehen::V,gå,andar
988,weggehen::V,gå bort,irse
989,weggehen::V,gå bort,marcharse
990,abfahren::V,reise,salir
991,abfahren::V,reise,partir
992,anhalten::V,stanse,parar
993,anhalten::V,stanse,pararse
994,hineingehen::V,gå inn,entrar
995,eintreten::V,tre inn,entrar
996,kommen::V,komme,venir
997,ankommen::V,ankomme,llegar
998,ankommen::V,komme til,llegar
999,zurückkommen::V,komme tilbake,volver
1000,zurückkommen::V,komme tilbake,regresar
1001,bleiben::V,bli,quedarse
1002,bleiben::V,forbli,quedarse
1003,warten::V,vente,esperar
1004,erwarten::V,vente,esperar
1005,suchen::V,søke,buscar
1006,finden::V,finne,hallar
1007,finden::V,finne,encontrar
1008,versuchen::V,prøve,intentar
1009,versuchen::V,forsøke,intentar
1010,vorbereiten::V,forberede,preparar
1011,lieben::V,elske,amar
1012,lieben::V,elske,querer
1013,mögen::V,like,querer
1014,lachen::V,le,reír
1015,rühren::V,røre,conmover
1016,weinen::V,gråte,llorar
1017,schimpfen::V,skjelle,regañar
1018,sich ärgern::V,ergre seg,enfadarse
1019,sich fürchten::V,være redd,tener miedo
1020,fürchten::V,være redd for,temer
1021,fürchten::V,være redd for,tener miedo a
1022,fliehen::V,rømme,huir
1023,fliehen::V,flykte,huir
1024,flüchten::V,flykte,escaparse
1025,sehen::V,se,ver
1026,anschauen::V,se på,mirar
1027,anschauen::V,betrakte,mirar
1028,ansehen::V,anse,mirar
1029,hören::V,høre,oír
1030,zuhören::V,tilhøre,escuchar
1031,probieren::V,smake,probar
1032,probieren::V,smake,degustar
1033,probieren::V,smake på,probar
1034,probieren::V,smake på,degustar
1035,riechen::V,lukte,oler
1036,fühlen::V,føle,sentir
1037,scheinen::V,se ut,parecer
1038,zu sehen sein::V,synes,poder verse
1039,vernehmen::V,få vite,oír
1040,vernehmen::V,få vite,percibir
1041,frieren::V,fryse,tener frío
1042,tun::V,gjøre,hacer
1043,können::V,kunne,poder
1044,wollen::V,ville,querer
1045,anfangen::V,begynne,iniciar
1046,beenden::V,avslutte,acabar
1047,beenden::V,avslutte,terminar
1048,aufhören::V,slutte,cesar
1049,aufhören::V,holde opp,cesar
1050,gelingen::V,lykkes,salir bien
1051,geraten::V,bli,salir
1052,geraten::V,bli,dar resultado
1053,öffnen::V,åpne,abrir
1054,schließen::V,lukke,cerrar
1055,schließen::V,stenge,cerrar
1056,stellen::V,stille,poner
1057,stellen::V,stille,colocar
1058,setzen::V,sette,poner
1059,setzen::V,sette,colocar
1060,legen::V,legge,poner
1061,berühren::V,berøre,tocar
1062,verbinden::V,forbinde,unir
1063,verbinden::V,forbinde,juntar
1064,bedecken::V,dekke,tapar
1065,bedecken::V,dekke,cubrir
1066,aufhängen::V,henge,colgar
1067,aufhängen::V,henge opp,colgar
1068,anzünden::V,tenne,encender
1069,anzünden::V,antenne,encender
1070,anzünden::V,tenne på,encender
1071,aufheben::V,løfte,recoger
1072,aufheben::V,ta opp,recoger
1073,zurücklassen::V,slippe tilbake,dejar
1074,verlieren::V,miste,perder
1075,fallen lassen::V,droppe,dejar caer
1076,fallen lassen::V,la falle,dejar caer
1077,machen::V,lage,hacer
1078,machen::V,gjøre,hacer
1079,herstellen::V,fremstille,fabricar
1080,bauen::V,bygge,construir
1081,reparieren::V,reparere,reparar
1082,verbessern::V,rette,mejorar
1083,verbessern::V,forbedre,mejorar
1084,ändern::V,forandre,mudar
1085,ändern::V,forandre,modificar
1086,graben::V,grave,cavar
1087,beugen::V,bøye,doblar
1088,beugen::V,bøye,inclinar
1089,biegen::V,bøye,doblar
1090,drehen::V,dreie,volver
1091,drehen::V,dreie,hacer girar
1092,wenden::V,vende,volver
1093,umdrehen::V,snu,revolver
1094,heben::V,heve,levantar
1095,hochheben::V,løfte,alzar
1096,ergreifen::V,gripe,coger
1097,ergreifen::V,få tak i,coger
1098,halten::V,holde,tener
1099,drücken::V,trykke,apretar
1100,schieben::V,skyve,empujar
1101,kratzen::V,klø,rascar
1102,kratzen::V,klore,rascar
1103,lecken::V,slikke,lamer
1104,beißen::V,bite,morder
1105,abreißen::V,rive av,arrancar
1106,abschneiden::V,skjære av,cortar
1107,binden::V,binde,atar
1108,stecken::V,stikke,meter
1109,brechen::V,bryte,romper
1110,brechen::V,bryte,quebrar
1111,brechen::V,briste,romper
1112,brechen::V,briste,quebrar
1113,klopfen::V,banke,golpear
1114,hauen::V,hogge,pegar
1115,kleben::V,klistre,pegar
1116,kleben::V,klistre,encolar
1117,reiben::V,gni,frotar
1118,streichen::V,stryke,untar
1119,streichen::V,stryke,recubrir
1120,schleifen::V,slipe,afilar
1121,schneiden::V,klippe,cortar
1122,rütteln::V,ruske,agitar
1123,schütteln::V,riste,agitar
1124,schütteln::V,riste,sacudir
1125,schwenken::V,svinge,menear
1126,schütten::V,helle,verter
1127,füllen::V,fylle,llenar
1128,einwickeln::V,vikle inn,envolver
1129,tragen::V,bære,llevar
1130,schleppen::V,slepe,arrastrar
1131,ziehen::V,dra,tirar
1132,ziehen::V,trekke,tirar
1133,aufbewahren::V,oppbevare,conservar
1134,aufbewahren::V,ta vare på,conservar
1135,werfen::V,kaste,echar
1136,werfen::V,kaste,lanzar
1137,fangen::V,fange,coger
1138,packen::V,gripe,agarrar
1139,packen::V,gripe tak i,agarrar
1140,verstecken::V,gjemme,esconder
1141,teilen::V,dele,partir
1142,teilen::V,dele,dividir
1143,schicken::V,sende,enviar
1144,bringen::V,bringe,traer
1145,hinzufügen::V,tilføye,añadir
1146,bekommen::V,få,obtener
1147,bekommen::V,få,conseguir
1148,erhalten::V,få,recibir
1149,nehmen::V,ta,tomar
1150,wählen::V,velge,elegir
1151,auswählen::V,velge ut,escoger
1152,auswählen::V,velge ut,seleccionar
1153,bewahren::V,bevare,guardar
1154,bewahren::V,bevare,preservar
1155,behindern::V,hindre,estorbar
1156,behindern::V,hindre,obstaculizar
1157,behindern::V,forhindre,estorbar
1158,behindern::V,forhindre,obstaculizar
1159,verderben::V,ødelegge,estropear
1160,beschädigen::V,skade,deteriorar
1161,zerbrechen::V,brekke i stykker,romper
1162,zerbrechen::V,brekke i stykker,quebrar
1163,zerreißen::V,rive i stykker,desgarrar
1164,zerreißen::V,rive i stykker,despedazar
1165,zerstören::V,ødelegge,destruir
1166,zerstören::V,ødelegge,destrozar
1167,verbrennen::V,brenne,quemar
1168,verbrennen::V,brenne opp,quemar
1169,geben::V,gi,dar
1170,reichen::V,rekke,pasar
1171,schenken::V,forære,regalar
1172,schenken::V,skjenke,regalar
1173,versprechen::V,love,prometer
1174,wünschen::V,ønske,desear
1175,loben::V,rose,alabar
1176,küssen::V,kysse,besar
1177,wiegen::V,vogge,mecer
1178,zudecken::V,dekke til,tapar
1179,zudecken::V,dekke til,cubrir
1180,wecken::V,vekke,despertar
1181,zeigen::V,vise,mostrar
1182,führen::V,føre,guiar
1183,führen::V,føre,conducir
1184,lehren::V,lære,enseñar
1185,lehren::V,lære,instruir
1186,unterrichten::V,undervise,enseñar
1187,aufziehen::V,oppdra,criar
1188,leiten::V,lede,guiar
1189,leiten::V,lede,dirigir
1190,antreiben::V,drive på,impeler
1191,antreiben::V,drive på,impulsar
1192,lassen::V,få til å,hacer
1193,einladen::V,be,invitar
1194,einladen::V,invitere,invitar
1195,vereinigen::V,forene,unir
1196,besuchen::V,besøke,visitar
1197,besuchen::V,besøke,ir a ver
1198,treffen::V,møte,encontrar
1199,treffen::V,treffe,encontrar
1200,sich versammeln::V,forsamles,reunirse
1201,sich versammeln::V,forsamles,congregarse
1202,spielen::V,leke,jugar
1203,spielen::V,spille,jugar
1204,singen::V,synge,cantar
1205,tanzen::V,danse,bailar
1206,sich trennen::V,skilles,separarse
1207,verlassen::V,forlate,dejar
1208,verlassen::V,forlate,abandonar
1209,retten::V,redde,salvar
1210,bewachen::V,bevokte,vigilar
1211,schützen::V,verne,proteger
1212,schützen::V,beskytte,proteger
1213,verteidigen::V,forsvare,defender
1214,sich schlagen::V,slåss,batirse
1215,schießen::V,skyte,tirar
1216,schießen::V,skyte,disparar
1217,siegen::V,seire,vencer
1218,ärgern::V,ergre,enojar
1219,ärgern::V,ergre,enfadar
1220,treten::V,sparke,dar una patada a
1221,stechen::V,stikke,pinchar
1222,stoßen::V,støte,empujar
1223,stehlen::V,stjele,robar
1224,stehlen::V,stjele,hurtar
1225,stören::V,forstyrre,molestar
1226,belästigen::V,plage,molestar
1227,belästigen::V,plage,importunar
1228,belästigen::V,sjenere,molestar
1229,belästigen::V,sjenere,importunar
1230,verbergen::V,gjemme,ocultar
1231,verbergen::V,gjemme,esconder
1232,täuschen::V,villede,engañar
1233,betrügen::V,bedra,engañar
1234,töten::V,drepe,matar
1235,wohnen::V,bo,vivir
1236,wohnen::V,bo,habitar
1237,arbeiten::V,arbeide,trabajar
1238,sammeln::V,samle,recoger
1239,sammeln::V,samle,coleccionar
1240,pflücken::V,plukke,coger
1241,jagen::V,jage,cazar
1242,fischen::V,fiske,pescar
1243,fassen::V,fange,atrapar
1244,fassen::V,fange,capturar
1245,hüten::V,vokte,guardar
1246,treiben::V,drive,aballar
1247,anbinden::V,feste,atar
1248,füttern::V,fore,echar de comer
1249,melken::V,melke,ordeñar
1250,hacken::V,hakke,picar
1251,hacken::V,hakke,cortar
1252,gießen::V,helle,regar
1253,reifen::V,modne,madurar
1254,zubereiten::V,lage,preparar
1255,zubereiten::V,tilberede,preparar
1256,kochen::V,koke,cocer
1257,kochen::V,koke,guisar
1258,backen::V,bake,hornear
1259,backen::V,bake,cocer al horno
1260,braten::V,steke,asar
1261,braten::V,steke,freír
1262,umrühren::V,røre om,remover
1263,stricken::V,strikke,hacer punto
1264,stricken::V,strikke,hacer calceta
1265,nähen::V,sy,coser
1266,färben::V,farge,teñir
1267,färben::V,farge,colorear
1268,reinigen::V,rense,limpiar
1269,reinigen::V,gjøre ren,limpiar
1270,waschen::V,vaske,lavar
1271,abwischen::V,tørke av,fregar
1272,abwischen::V,tørke av,limpiar
1273,spülen::V,spyle,aclarar
1274,spülen::V,spyle,enjuagar
1275,spülen::V,skylle,aclarar
1276,spülen::V,skylle,enjuagar
1277,fegen::V,feie,barrer
1278,fegen::V,feie,pasar la escoba
1279,kehren::V,koste,barrer
1280,baden::V,bade,bañarse
1281,sich waschen::V,vaske seg,lavarse
1282,ausziehen::V,ta av,quitar
1283,ausziehen::V,ta av,quitarse
1284,anziehen::V,ta på,ponerse
1285,sich anziehen::V,kle på seg,vestirse
1286,kämmen::V,gre,peinar
1287,kämmen::V,kjemme,peinar
1288,schmücken::V,pynte,adornar
1289,schmücken::V,smykke,adornar
1290,sagen::V,si,decir
1291,sprechen::V,snakke,hablar
1292,reden::V,tale,hablar
1293,reden::V,tale,conversar
1294,reden::V,snakke,hablar
1295,reden::V,snakke,conversar
1296,sich unterhalten::V,samtale,charlar
1297,sich unterhalten::V,samtale,conversar
1298,fragen::V,spørre,preguntar
1299,bitten::V,be,rogar
1300,erzählen::V,fortelle,contar
1301,mitteilen::V,meddele,comunicar
1302,mitteilen::V,meddele,participar
1303,nennen::V,kalle,llamar
1304,nennen::V,kalle,nombrar
1305,rufen::V,rope,llamar
1306,prahlen::V,skryte,jactarse
1307,übersetzen::V,oversette,traducir
1308,denken::V,tenke,pensar
1309,glauben::V,tro,creer
1310,bemerken::V,bemerke,notar
1311,bemerken::V,legge merke til,notar
1312,erkennen::V,gjenkjenne,reconocer
1313,begreifen::V,begripe,concebir
1314,verstehen::V,forstå,entender
1315,verstehen::V,forstå,comprender
1316,verstehen::V,skjønne,entender
1317,verstehen::V,skjønne,comprender
1318,lernen::V,lære,aprender
1319,wissen::V,vite,saber
1320,sich erinnern an::V,huske på,recordar
1321,sich erinnern an::V,huske på,acordarse de
1322,vergessen::V,glemme,olvidar
1323,messen::V,måle,medir
1324,zählen::V,telle,contar
1325,rechnen::V,regne,contar
1326,rechnen::V,regne,calcular
1327,lesen::V,lese,leer
1328,malen::V,male,pintar
1329,zeichnen::V,tegne,dibujar
1330,schreiben::V,skrive,escribir
1331,besitzen::V,eie,poseer
1332,besitzen::V,inneha,poseer
1333,kaufen::V,kjøpe,comprar
1334,verkaufen::V,selge,vender
1335,bezahlen::V,betale,pagar
1336,zahlen::V,betale,pagar
1337,beherrschen::V,beherske,dominar
1338,ertragen::V,orke,soportar
1339,schlagen::V,,pegar
1340,schlagen::V,,golpear
