,Concept_ID,vep,et
833,sechzig::NUM,kuz'kümne,kuuskümmend
834,siebzig::NUM,seičemekümne,seitsekümmend
835,achtzig::NUM,kahesakümne,kaheksakümmend
836,neunzig::NUM,ühesakümne,üheksakümmend
837,hundert::NUM,sada,sada
838,tausend::NUM,tuha,tuhat
839,und::CNJ,i,ja
840,und::CNJ,da,ja
841,oder::CNJ,vai,või
842,stehen::V,seišta,seisma
843,sitzen::V,ištta,istuma
844,liegen::V,venuda,lamama
845,hängen::V,ripta,rippuma
846,werden::V,lindä,saama
847,werden::V,lindä,hakkama
848,werden::V,tehtas,saama
849,werden::V,tehtas,hakkama
850,passieren::V,ozaitas,juhtuma
851,beginnen::V,augotadas,algama
852,beginnen::V,augotadas,hakkama
853,enden::V,loptas,lõppema
854,wechseln::V,vajehtadas,vahelduma
855,aufgehen[Sonne]::V,nousta,tõusma
856,untergehen[Sonne]::V,lasktas,loojuma
857,scheinen[Sonne]::V,paštta,paistma
858,donnern::V,juraita,kõmisema
859,wehen::V,dölta,puhuma
860,wehen::V,puhuda,puhuma
861,strömen::V,valadas,voolama
862,fließen::V,valuda,voolama
863,sich drehen::V,punotas,pöörduma
864,schwanken::V,čibuda,kõikuma
865,schwingen::V,čibuda,võnkuma
866,fallen::V,langeta,langema
867,brennen::V,pallada,põlema
868,rauchen::V,savustada,suitsema
869,regnen::V,vihmda,sadama
870,gefrieren::V,jäduda,kinni külmuma
871,gefrieren::V,kül'mdä,kinni külmuma
872,tauen::V,sulada,sulama
873,schmelzen::V,sulada,sulama
874,trocknen::V,kuida,kuivama
875,trocknen::V,kuivehtuda,kuivama
876,sieden::V,kehuda,keema
877,faulen::V,hapata,mädanema
878,faulen::V,traudäs,mädanema
879,verfaulen::V,hapata,mädanema
880,reißen::V,rebita,rebenema
881,versinken::V,upota,uppuma
882,vergehen::V,mända,mööduma
883,erscheinen::V,ozutadas,ilmuma
884,verschwinden::V,hajeta,kaduma
885,sinken::V,väheta,vajuma
886,sinken::V,väheta,langema
887,sinken::V,lasktas,vajuma
888,sinken::V,lasktas,langema
889,abnehmen::V,peneta,vähenema
890,abnehmen::V,peneta,kahenema
891,zunehmen::V,ližaduda,kasvama
892,steigen::V,nousta,tõusma
893,steigen::V,nousta,üles minema
894,wachsen::V,kazda,kasvama
895,glänzen::V,loštta,läikimä
896,funkeln::V,hoštta,sädelema
897,lärmen::V,robaita,lärmama
898,läuten::V,judaita,helisema
899,klingeln::V,kelotada,helisema
900,klirren::V,biraita,kõlisema
901,brausen::V,bruncta,kohisema
902,rauschen::V,šobaita,kohisema
903,klingen::V,heläita,kõlama
904,bellen::V,nutta,haukuma
905,heulen::V,ulaita,uluma
906,blasen::V,puhuda,puhuma
907,pfeifen::V,pistta,vilistama
908,pfeifen::V,vihelta,vilistama
909,schreien::V,kirkta,karjuma
910,schreien::V,kidastada,karjuma
911,stöhnen::V,ohkta,oigama
912,stöhnen::V,voivotada,oigama
913,zittern::V,säraita,värisema
914,leben::V,eläda,elama
915,leben::V,eläda,elus olema
916,geboren werden::V,sünduda,sündima
917,atmen::V,henktä,hingama
918,trinken::V,joda,jooma
919,essen::V,söda,sööma
920,schlucken::V,lainata,neelama
921,müde werden::V,väzuda,väsima
922,müde werden::V,šuštuda,väsima
923,einschlafen::V,uinota,uinuma
924,schlafen::V,magata,magama
925,schlafen::V,nukkuda,magama
926,aufwachen::V,heraštuda,ärkama
927,aufstehen::V,nousta,ärkama
928,aufstehen::V,nousta,üles tõusma
929,sich erholen::V,lebaitas,puhkama
930,krank werden::V,läžegata,haigestuma
931,krank werden::V,läžegata,haigeks jääma
932,krank sein::V,läžuda,haige olema
933,schmerzen::V,kibištada,valutama
934,husten::V,rügda,köhima
935,genesen::V,tervehtuda,toibuma
936,sterben::V,kolda,surema
937,umkommen::V,kolda,surma saama
938,sich bewegen::V,likkuda,liikuma
939,sich rühren::V,likahtada,liikuma
940,sich rühren::V,kubahtada,liikuma
941,sich erheben::V,nousta,kerkima
942,sich setzen::V,išttas,istet võtma
943,hinfallen::V,langeta,kukkuma
944,hinfallen::V,langeta,maha kukkuma
945,laufen::V,kävuda,kõndima
946,schreiten::V,astta,astuma
947,schreiten::V,haškta,astuma
948,spazierengehen::V,kävelta,jalutama
949,eilen::V,kiruhtada,ruttama
950,eilen::V,kiruhtada,kiirustama
951,sich beeilen::V,kiruhtada,ruttama
952,sich beeilen::V,kiruhtada,kiirustama
953,sausen::V,fun'urta,kihutama
954,sausen::V,fun'urta,tormama
955,rennen::V,joksta,jooksma
956,rennen::V,joksta,kihutama
957,springen::V,hüptä,hüppama
958,klettern::V,libuda,ronima
959,schaukeln::V,čibuda,kiikuma
960,kriechen::V,ličtas,roomama
961,schwimmen::V,ujuda,ujuma
962,tauchen::V,čukautas,sukelduma
963,rudern::V,souta,sõudma
964,fahren::V,ajada,sõitma
965,fahren::V,ajelda,sõitma
966,fliegen::V,leta,lendama
967,gehen::V,mända,käima
968,gehen::V,mända,minema
969,gehen::V,kävuda,käima
970,gehen::V,kävuda,minema
971,weggehen::V,päzda,ära minema
972,weggehen::V,päzda,välja minema
973,weggehen::V,lähtta,ära minema
974,weggehen::V,lähtta,välja minema
975,abfahren::V,tönduda,väljuma
976,abfahren::V,tönduda,ära sõitma
977,anhalten::V,seižutadas,peatuma
978,hineingehen::V,mända südäimehe,sisenema
979,hineingehen::V,mända südäimehe,sisse minema
980,eintreten::V,tulda,sisenema
981,eintreten::V,tulda,sisse astuma
982,kommen::V,tulda,tulema
983,ankommen::V,tulda,saabuma
984,zurückkommen::V,pörtas,tagasi tulema
985,bleiben::V,jäda,jääma
986,warten::V,varastada,ootama
987,erwarten::V,varastada,ootama
988,erwarten::V,varastada,lootma
989,suchen::V,ectä,otsima
990,finden::V,löuta,leidma
991,versuchen::V,ladida,püüdma
992,versuchen::V,ladida,üritama
993,versuchen::V,ladida,katsetama
994,versuchen::V,rohkaita,püüdma
995,versuchen::V,rohkaita,üritama
996,versuchen::V,rohkaita,katsetama
997,vorbereiten::V,vaumita,valmistama
998,lieben::V,armastada,armastama
999,mögen::V,navedida,sallima
1000,mögen::V,navedida,meeldima
1001,lachen::V,nagrda,naerma
1002,rühren::V,likutada,liigutama
1003,rühren::V,likutada,heldima panema
1004,weinen::V,itkta,nutma
1005,schimpfen::V,laidas,sõimama
1006,schimpfen::V,pačatada,sõimama
1007,sich ärgern::V,rändüda,ärrituma
1008,sich ärgern::V,rändüda,vihastuma
1009,sich fürchten::V,varaita,kartma
1010,sich fürchten::V,varaita,hirmu tundma
1011,fürchten::V,varaita,kartma
1012,fliehen::V,pageta,põgenema
1013,flüchten::V,pageta,põgenema
1014,flüchten::V,joksta,põgenema
1015,sehen::V,nähta,nägema
1016,anschauen::V,kacta,vaatama
1017,ansehen::V,kacta,vaatama
1018,hören::V,kulda,kuulma
1019,zuhören::V,kundeltas,kuulama
1020,probieren::V,mujada,proovima
1021,riechen::V,rižada,nuusutama
1022,fühlen::V,mujada,tundma
1023,scheinen::V,näguda,näida
1024,scheinen::V,näguda,ilmuda
1025,zu sehen sein::V,näguda,ilmuma
1026,vernehmen::V,kulištada,üle kuulama
1027,frieren::V,kül'mdä,külmetada
1028,tun::V,tehta,tegema
1029,können::V,voida,võima
1030,können::V,voida,oskama
1031,können::V,mahtta,võima
1032,können::V,mahtta,oskama
1033,wollen::V,himoita,tahtma
1034,wollen::V,tahtoida,tahtma
1035,anfangen::V,zavottä,hakkama
1036,anfangen::V,zavottä,alustama
1037,anfangen::V,augotada,hakkama
1038,anfangen::V,augotada,alustama
1039,beenden::V,loptä,lõpetama
1040,aufhören::V,loptas,lakkama
1041,gelingen::V,lähtta,õnnestuma
1042,gelingen::V,tehtas,õnnestuma
1043,geraten::V,tulda,jõudma
1044,öffnen::V,avaita,avama
1045,schließen::V,saubata,sulgema
1046,stellen::V,panda,panema
1047,stellen::V,panda,asetama
1048,stellen::V,seižutada,panema
1049,stellen::V,seižutada,asetama
1050,setzen::V,ištutada,panema
1051,legen::V,panda,panema
1052,legen::V,panda,asetama
1053,berühren::V,koskta,riivama
1054,berühren::V,koskta,puudutama
1055,berühren::V,käziduda,riivama
1056,berühren::V,käziduda,puudutama
1057,verbinden::V,ühtenzoitta,ühendama
1058,bedecken::V,katta,katma
1059,bedecken::V,peitta,katma
1060,aufhängen::V,riputada,riputama
1061,anzünden::V,sütutada,süütama
1062,aufheben::V,leta,üles tõstma
1063,zurücklassen::V,jätta,jätma
1064,verlieren::V,kadotada,kaotama
1065,fallen lassen::V,kirbotada,maha pillama
1066,fallen lassen::V,kirbotada,kukkuda laskma
1067,machen::V,säta,tegema
1068,machen::V,tehta,tegema
1069,herstellen::V,tehta,valmistama
1070,bauen::V,leta,ehitama
1071,bauen::V,sauda,ehitama
1072,reparieren::V,koheta,parandama
1073,verbessern::V,paremboita,parandama
1074,ändern::V,vajehtada,muutma
1075,ändern::V,vajehtada,ümber tegema
1076,graben::V,kaida,kaevama
1077,graben::V,čongoida,kaevama
1078,beugen::V,koverta,painutama
1079,biegen::V,painda,painutama
1080,drehen::V,punotada,keerama
1081,wenden::V,käta,ümber pöörama
1082,wenden::V,kärauta,ümber pöörama
1083,umdrehen::V,käta,ümber keerama
1084,heben::V,leta,tõstma
1085,hochheben::V,libutada,üles tõstma
1086,hochheben::V,libutada,kõrgele tõstma
1087,ergreifen::V,tabata,haarama
1088,halten::V,pidada,hoidma
1089,drücken::V,painda,pigistama
1090,schieben::V,žigutada,lükkama
1091,kratzen::V,künstä,kraapima
1092,lecken::V,nolda,lakkuma
1093,beißen::V,purda,purema
1094,beißen::V,purda,hammustama
1095,beißen::V,hambastada,purema
1096,beißen::V,hambastada,hammustama
1097,abreißen::V,ratketa,rebima
1098,abreißen::V,ratketa,ära rebima
1099,abschneiden::V,čapata,ära lõikama
1100,abschneiden::V,leikata,ära lõikama
1101,binden::V,sidoda,siduma
1102,stecken::V,čokaita,pistma
1103,brechen::V,katkaita,murdma
1104,klopfen::V,kolkotada,koputama
1105,hauen::V,löda,lööma
1106,kleben::V,klejata,kleepima
1107,reiben::V,hosta,hõõruma
1108,reiben::V,törkita,hõõruma
1109,reiben::V,jorotada,hõõruma
1110,streichen::V,voita,silitama
1111,schleifen::V,hijoida,lihvima
1112,schleifen::V,hijoida,teritama
1113,schleifen::V,teravzoitta,lihvima
1114,schleifen::V,teravzoitta,teritama
1115,schneiden::V,leikata,lõikama
1116,rütteln::V,heilutada,raputama
1117,schütteln::V,pudištada,raputama
1118,schütteln::V,pudištada,loksutama
1119,schwenken::V,maihutada,vehkima
1120,schwenken::V,maihutada,lehvitama
1121,schütten::V,valada,kallama
1122,füllen::V,täutta,täitma
1123,einwickeln::V,kärdä,sisse mähkima
1124,tragen::V,kantta,kandma
1125,tragen::V,kandišta,kandma
1126,schleppen::V,vedätada,tassima
1127,schleppen::V,vedätada,lohistama
1128,ziehen::V,vedada,vedama
1129,ziehen::V,vedada,tõmbama
1130,aufbewahren::V,kaita,säilitama
1131,aufbewahren::V,kaita,alal hoidma
1132,werfen::V,čuta,viskama
1133,werfen::V,tactä,viskama
1134,fangen::V,püta,püüdma
1135,packen::V,tabata,kinni haarama
1136,packen::V,tabata,kinni võtma
1137,verstecken::V,peitta,peitma
1138,teilen::V,jagada,jagama
1139,teilen::V,jagada,jaotama
1140,schicken::V,oigeta,saatma
1141,bringen::V,veda,viima
1142,hinzufügen::V,ližata,lisama
1143,bekommen::V,sada,saama
1144,erhalten::V,sada,saama
1145,nehmen::V,otta,võtma
1146,wählen::V,valita,valima
1147,auswählen::V,valita,valima
1148,bewahren::V,kaita,hoidma
1149,behindern::V,telustada,takistama
1150,verderben::V,travida,rikkuma
1151,beschädigen::V,satatada,rikkuma
1152,zerbrechen::V,mureta,katki tegema
1153,zerreißen::V,rebitada,katki rebima
1154,zerstören::V,mureta,purustama
1155,verbrennen::V,poltta,põletama
1156,geben::V,antta,andma
1157,reichen::V,antta,andma
1158,reichen::V,antta,ulatama
1159,schenken::V,lahjoita,kinkima
1160,versprechen::V,toivotada,lubama
1161,versprechen::V,toivotada,tõotama
1162,wünschen::V,toivotada,soovima
1163,loben::V,kitta,kiitma
1164,küssen::V,tervehtada,suudlema
1165,wiegen::V,likutada,hällitama
1166,zudecken::V,katta,kaanetama
1167,zudecken::V,katta,kinni katma
1168,wecken::V,noustatada,äratama
1169,zeigen::V,ozutada,näitama
1170,führen::V,astutada,juhatama
1171,lehren::V,opeta,õpetama
1172,unterrichten::V,opeta,õpetama
1173,aufziehen::V,kazvatada,üles kasvatama
1174,leiten::V,ohjata,juhtima
1175,antreiben::V,rigehtoitta,ergutama
1176,lassen::V,käskta,laskma
1177,einladen::V,kucta,kutsuma
1178,vereinigen::V,ühtenzoitta,ühendama
1179,besuchen::V,rižada,külastama
1180,treffen::V,vastata,kohtama
1181,sich versammeln::V,kägeta,kogunema
1182,sich versammeln::V,sätas,kogunema
1183,spielen::V,väta,mängima
1184,singen::V,pajatada,laulma
1185,tanzen::V,kargaita,tantsima
1186,sich trennen::V,erigata,lahku minema
1187,verlassen::V,jätta,maha jätma
1188,retten::V,päzutada,päästma
1189,bewachen::V,varjoita,valvama
1190,schützen::V,kaita,kaitsma
1191,verteidigen::V,kaita,kaitsma
1192,sich schlagen::V,torata,kaklema
1193,schießen::V,ampta,tulistama
1194,siegen::V,vägestada,võitma
1195,ärgern::V,verdutada,ärritama
1196,ärgern::V,verdutada,vihastama
1197,ärgern::V,rändütada,ärritama
1198,ärgern::V,rändütada,vihastama
1199,schlagen::V,löda,lööma
1200,schlagen::V,iškta,lööma
1201,treten::V,peksta,sõtkuma
1202,treten::V,topsta,sõtkuma
1203,stechen::V,pystiä,pistma
1204,stechen::V,pystiä,torkama
1205,stoßen::V,iškta,tõukama
1206,stoßen::V,pudištada,tõukama
1207,stehlen::V,vargastada,varastama
1208,stören::V,keskustada,segama
1209,stören::V,keskustada,häirima
1210,belästigen::V,tartuteldas,ahistama
1211,verbergen::V,katelda,peitma
1212,verbergen::V,katelda,varjama
1213,täuschen::V,manitada,petma
1214,täuschen::V,manitada,tüssama
1215,betrügen::V,manitada,petma
1216,betrügen::V,manitada,tüssama
1217,betrügen::V,manitada,truudust murtma
1218,töten::V,rikta,tapma
1219,töten::V,rikta,surmama
1220,töten::V,surmita,tapma
1221,töten::V,surmita,surmama
1222,wohnen::V,eläda,elama
1223,arbeiten::V,rata,töötama
1224,sammeln::V,kogota,koguma
1225,sammeln::V,kogota,korjama
1226,pflücken::V,poimda,noppima
1227,jagen::V,mecata,jahtima
1228,fischen::V,kalatada,kalastama
1229,fischen::V,kalatada,kala püüdma
1230,fassen::V,tabata,püüdma
1231,hüten::V,paimeta,karjatama
1232,treiben::V,ajada,ajama
1233,anbinden::V,küttestada,kinni siduma
1234,anbinden::V,sidoda,kinni siduma
1235,füttern::V,sötta,söötma
1236,melken::V,lüpsta,lüpsma
1237,hacken::V,sauda,raiuma
1238,hacken::V,sauda,lõhkuma
1239,gießen::V,valada,kastma
1240,reifen::V,küpseta,valmima
1241,zubereiten::V,vaumištada,valmistama
1242,kochen::V,keitta,keetma
1243,backen::V,paštta,küpsetama
1244,braten::V,žarda,praadima
1245,umrühren::V,segoitada,segama
1246,stricken::V,kudoda,kuduma
1247,nähen::V,ombelta,õmblema
1248,färben::V,mujutada,värvima
1249,reinigen::V,puhtastada,puhastama
1250,waschen::V,pesta,pesema
1251,abwischen::V,pühktä,puhtaks pühkima
1252,spülen::V,huhtoida,uhtma
1253,fegen::V,pühkta,pühkima
1254,kehren::V,uhoita,pühkima
1255,baden::V,kül'ptäs,suplema
1256,baden::V,kül'ptäs,kümblema
1257,sich waschen::V,pestas,end pesema
1258,ausziehen::V,riičta,käest võtma
1259,ausziehen::V,riičta,jalast võtma
1260,ausziehen::V,riičta,seljast võtma
1261,ausziehen::V,rušta,käest võtma
1262,ausziehen::V,rušta,jalast võtma
1263,ausziehen::V,rušta,seljast võtma
1264,anziehen::V,panda päle,jalga panema
1265,anziehen::V,panda kädehe,jalga panema
1266,anziehen::V,panda jaugha,jalga panema
1267,sich anziehen::V,sobdas,riietuma
1268,kämmen::V,harjata,kammima
1269,schmücken::V,čomitada,kaunistama
1270,sagen::V,sanuda,ütlema
1271,sprechen::V,pagišta,rääkima
1272,sprechen::V,pagišta,kõnelema
1273,reden::V,pagišta,kõnelema
1274,sich unterhalten::V,lodaita,vestlema
1275,fragen::V,küzuda,küsima
1276,bitten::V,pakita,paluma
1277,erzählen::V,sanuda,jutustama
1278,erzählen::V,starinoita,jutustama
1279,mitteilen::V,tedotada,teatama
1280,mitteilen::V,tedotada,teada andma
1281,nennen::V,nimitada,nimetama
1282,rufen::V,kucta,kutsuma
1283,prahlen::V,kittäs,hooplema
1284,übersetzen::V,käta,tõlkima
1285,denken::V,meletada,mõtlema
1286,glauben::V,uskta,uskuma
1287,bemerken::V,homaita,märkama
1288,erkennen::V,tundištada,ära tundma
1289,begreifen::V,tabata,aru saama
1290,verstehen::V,el'geta,mõistma
1291,verstehen::V,toimetada,mõistma
1292,lernen::V,opetas,õppima
1293,wissen::V,teta,teadma
1294,sich erinnern an::V,johtutada,mäletama
1295,vergessen::V,unohtada,unustama
1296,messen::V,märita,mõõtma
1297,zählen::V,lugeda,loendama
1298,rechnen::V,lugeda,arvutama
1299,lesen::V,lugeda,lugema
1300,malen::V,pirta,maalima
1301,zeichnen::V,pirta,joonistama
1302,schreiben::V,kirjutada,kirjutama
1303,besitzen::V,omištada,omama
1304,kaufen::V,ostta,ostma
1305,verkaufen::V,möda,müüma
1306,bezahlen::V,maksta,tasuma
1307,zahlen::V,maksta,maksma
1308,beherrschen::V,valdoita,valitsema
1309,ertragen::V,tirpta,taluma
