,Concept_ID,uk,ce
804,blasen::V,дунути,хӏуп баха
805,pfeifen::V,свистіти,шок етта
806,schreien::V,кричати,мохь бетта
807,stöhnen::V,стогнати,узарш дан
808,zittern::V,тремтіти,дега
809,leben::V,жити,даха
810,geboren werden::V,народитися,хила
811,atmen::V,дихати,садеӏа
812,trinken::V,пити,мала
813,essen::V,їсти,кхалла
814,schlucken::V,ковтати,къурдбан
815,müde werden::V,втомитися,кӏаддала
816,einschlafen::V,заснути,наб кхета
817,schlafen::V,спати,вижа
818,schlafen::V,спати,наб ян
819,schlafen::V,спати,дижина хила
820,aufwachen::V,прокинутися,самадала
821,aufstehen::V,встати,гӏатта
822,sich erholen::V,відпочивати,садаӏа
823,krank werden::V,захворіти,цомгуш хила
824,krank sein::V,хворіти,цомгуш хила
825,schmerzen::V,боліти,лаза
826,schmerzen::V,боліти,ӏийжа
827,husten::V,кашляти,йовхарш етта
828,genesen::V,одужати,тадала
829,genesen::V,видужати,тадала
830,sterben::V,померти,дала
831,umkommen::V,згинути,хӏаллакхила
832,sich bewegen::V,рухатися,лела
833,sich rühren::V,ворушитися,меттахъхьен
834,sich erheben::V,встати,хьалагlатта
835,sich setzen::V,сісти,хаа
836,hinfallen::V,упасти,дожа
837,hinfallen::V,упасти,охьакхета
838,laufen::V,ходити,вада
839,laufen::V,ходити,хьада
840,schreiten::V,крокувати,болар дан
841,schreiten::V,крокувати,ког баккха
842,spazierengehen::V,гуляти,доладала
843,eilen::V,спішити,сихдала
844,sich beeilen::V,поспішати,сихдала
845,sausen::V,мчатися,
846,rennen::V,бігати,дада
847,springen::V,скакати,ирхкхийсадала
848,springen::V,стрибати,ирхкхийсадала
849,klettern::V,лазити,тӏедийла
850,schaukeln::V,гойдатися,техко
851,kriechen::V,повзати,такха
852,schwimmen::V,пливти,некадан
853,schwimmen::V,плавати,некадан
854,tauchen::V,пірнати,чулелха
855,rudern::V,гребти,дига лело
856,rudern::V,гребти,кема лело
857,rudern::V,веслувати,дига лело
858,rudern::V,веслувати,кема лело
859,fahren::V,їхати,хахка
860,fliegen::V,літати,тӏемадала
861,gehen::V,іти,лeла
862,weggehen::V,піти,дӏадаха
863,abfahren::V,від’їхати,дӏадаха
864,abfahren::V,відправитися,дӏадаха
865,anhalten::V,зупинитися,саца
866,hineingehen::V,входити,чудала
867,eintreten::V,увійти,чудала
868,kommen::V,прийти,кхача
869,kommen::V,прийти,дӏакхача
870,kommen::V,прийти,схьакхача
871,ankommen::V,прибути,кхача
872,ankommen::V,прибути,схьакхача
873,zurückkommen::V,повернутися,юхада
874,bleiben::V,залишитися,диса
875,warten::V,чекати,хьежа
876,warten::V,чекати,cобар дан
877,erwarten::V,чекати,хьоьжуш ӏан
878,suchen::V,шукати,леха
879,finden::V,знайти,каро
880,versuchen::V,випробовувати,дан хьажа
881,vorbereiten::V,підготувати,кечъян
882,lieben::V,любити,деза
883,mögen::V,любити,безамхила
884,mögen::V,подобатися,безамхила
885,lachen::V,сміятися,дела
886,rühren::V,розчулити,хьедан
887,weinen::V,плакати,делха
888,schimpfen::V,лаятися,чехо
889,sich ärgern::V,сердитися,оьгӏазъэха
890,sich fürchten::V,боятися,кхера
891,fürchten::V,боятися,кхера
892,fliehen::V,тікати,дӏадада
893,flüchten::V,утекти,дӏадада
894,sehen::V,бачити,ган
895,anschauen::V,поглянути,хьажа
896,anschauen::V,поглянути,хьежа
897,ansehen::V,дивитися на,хьовса
898,hören::V,чути,хаза
899,zuhören::V,слухати,ладогӏа
900,probieren::V,покуштувати,хьажа
901,riechen::V,нюхати,хьожа яха
902,fühlen::V,відчувати,хаадала
903,scheinen::V,здаватися,мотта
904,zu sehen sein::V,виднітися,гуш хила
905,vernehmen::V,почути,бартхатта
906,frieren::V,мерзнути,гӏоро
907,tun::V,робити,дан
908,können::V,могти,дадала
909,wollen::V,хотіти,тӏергӏа
910,anfangen::V,почати,доло
911,beenden::V,закінчити,довла
912,aufhören::V,перестати,саца
913,gelingen::V,вдатися,кадала
914,geraten::V,опинитися,хила
915,öffnen::V,відкрити,дӏаделла
916,öffnen::V,відкрити,схьаделла
917,schließen::V,закрити,къовла
918,schließen::V,закрити,дӏачӏагӏа
919,stellen::V,поставити,хlотто
920,setzen::V,посадити,дийгӏа
921,legen::V,класти,охьадилла
922,berühren::V,чіпати,хьедан
923,verbinden::V,зв’язати,вовшахтаса
924,bedecken::V,покрити,тилла
925,bedecken::V,покрити,тӏетаса
926,aufhängen::V,повісити,хьалаолла
927,anzünden::V,запалити,лато
928,aufheben::V,підняти,айа
929,zurücklassen::V,залишити,дита
930,verlieren::V,загубити,дайа
931,fallen lassen::V,упустити,охьадожо
932,machen::V,зробити,дан
933,herstellen::V,виготовити,дан
934,bauen::V,будувати,гӏишлоян
935,reparieren::V,лагодити,тадан
936,verbessern::V,поліпшити,нисдан
937,ändern::V,змінити,хийца
938,graben::V,копати,ахка
939,beugen::V,зігнути,сатто
940,biegen::V,погнути,сатто
941,drehen::V,вертіти,хьовзо
942,wenden::V,повернути,
943,umdrehen::V,перевернути,хьовзo
944,heben::V,піднімати,айа
945,heben::V,піднімати,хьалаайа
946,hochheben::V,підняти,хьалаайа
947,ergreifen::V,схопити,дӏалаца
948,halten::V,тримати,латто
949,drücken::V,натискати,тӏетаӏо
950,schieben::V,пхати,татта
951,schieben::V,штовхати,татта
952,kratzen::V,шкребти,мӏараш тийса
953,lecken::V,лизати,мотт хьекха
954,beißen::V,кусати,катoха
955,abreißen::V,відірвати,схьадаккха
956,abschneiden::V,відрізати,кхада
957,binden::V,в’язати,дӏадехка
958,binden::V,в’язати,вовшахтаса
959,stecken::V,увіткнути,чудахийта
960,brechen::V,зламати,кагдан
961,klopfen::V,стукати,детта
962,hauen::V,бити,етта
963,kleben::V,клеїти,тӏелато
964,reiben::V,терти,хьекхо
965,streichen::V,намазати,тlехьакха
966,schleifen::V,точити,ирдан
967,schneiden::V,різати,ларга
968,rütteln::V,хитати,лесто
969,schütteln::V,трясти,лесто
970,schwenken::V,махати,лесто
971,schütten::V,налити,дотта
972,füllen::V,наповнити,дуза
973,einwickeln::V,загорнути,хьарчо
974,tragen::V,нести,дахьа
975,schleppen::V,тягти,ийзо
976,ziehen::V,тягнути,озо
977,aufbewahren::V,зберігати,ӏалашдан
978,werfen::V,кидати,кхосса
979,fangen::V,ловити,леца
980,packen::V,схопити,леца
981,verstecken::V,сховати,къайладаккха
982,teilen::V,розділити,декъа
983,schicken::V,посилати,дӏадахьийта
984,bringen::V,принести,дан
985,hinzufügen::V,додати,тӏетоха
986,bekommen::V,дістати,даккха
987,erhalten::V,одержати,даккха
988,nehmen::V,взяти,схьаэца
989,wählen::V,вибрати,харжа
990,auswählen::V,відібрати,харжа
991,bewahren::V,зберегти,lалашдан
992,behindern::V,перешкоджати,новкъарло ян
993,verderben::V,зіпсувати,талхо
994,beschädigen::V,зашкодити,дохо
995,zerbrechen::V,розбити,дохо
996,zerbrechen::V,розбити,кагдан
997,zerreißen::V,розірвати,хадо
998,zerstören::V,зруйнувати,дохо
999,zerstören::V,зруйнувати,кагдан
1000,verbrennen::V,спалити,даго
1001,geben::V,дати,яла
1002,reichen::V,передати,дӏадала
1003,reichen::V,передати,дӏакховдо
1004,schenken::V,дарувати,совгӏат дан
1005,versprechen::V,обіцяти,ваӏда дан
1006,wünschen::V,бажати,лаа
1007,loben::V,хвалити,хасто
1008,küssen::V,цілувати,оба яккха
1009,wiegen::V,качати,тахка
1010,zudecken::V,накрити,тӏетаса
1011,wecken::V,розбудити,самадаккха
1012,zeigen::V,показати,гайта
1013,führen::V,вести,дига
1014,lehren::V,вчити,ӏамо
1015,unterrichten::V,викладати,хьеха
1016,aufziehen::V,виховати,кхио
1017,leiten::V,керувати,урхалла дан
1018,antreiben::V,підганяти,сихдан
1019,lassen::V,змусити,-йта
1020,einladen::V,запросити,кхайкха
1021,vereinigen::V,об’єднати,цхьаьнатоха
1022,besuchen::V,завітати,хьажахIотта
1023,besuchen::V,відвідати,хьажахIотта
1024,treffen::V,зустріти,дуьхьалкхета
1025,sich versammeln::V,зібратися,гулдан
1026,spielen::V,грати,ловза
1027,singen::V,співати,лакха
1028,tanzen::V,танцювати,хелхадала
1029,sich trennen::V,розлучитися,къаста
1030,verlassen::V,покинути,дита
1031,retten::V,врятувати,кӏелхьардаккха
1032,bewachen::V,охороняти,ха дан
1033,schützen::V,уберігати,лардан
1034,verteidigen::V,захистити,лардан
1035,sich schlagen::V,битися,етта
1036,sich schlagen::V,дратися,етта
1037,schießen::V,стріляти,детта
1038,siegen::V,перемогти,тола
1039,ärgern::V,сердити,оьгӏаздахийта
1040,schlagen::V,ударити,тоха
1041,treten::V,штовхати,мийра тоха
1042,stechen::V,вколоти,ӏотта
1043,stechen::V,вколоти,къовзо
1044,stoßen::V,штовхнути,татта
1045,stehlen::V,украсти,лачкъо
1046,stören::V,перешкодити,новкъарло ян
1047,belästigen::V,докучати,сагатдан
1048,verbergen::V,сховати,къайладаккха
1049,täuschen::V,обдурити,ӏexo
1050,betrügen::V,зшахраювати,ледан
1051,töten::V,убити,ден
1052,wohnen::V,жити,даха
1053,wohnen::V,мешкати,даха
1054,arbeiten::V,працювати,къахьега
1055,sammeln::V,зібрати,гулдан
1056,pflücken::V,зривати,даха
1057,jagen::V,полювати,талла
1058,fischen::V,рибалити,чӏерий леца
1059,fassen::V,піймати,лаца
1060,fassen::V,піймати,схьалаца
1061,hüten::V,пасти,лардан
1062,treiben::V,гнати,лахка
1063,anbinden::V,прив’язати,дӏадехка
1064,füttern::V,годувати,хӏума яла
1065,füttern::V,харчувати,хӏума яла
1066,melken::V,доїти,оза
1067,hacken::V,рубати,
1068,gießen::V,полити,хи тоха
1069,reifen::V,дозріти,хьекъа
1070,zubereiten::V,зготовити,кечъян
1071,zubereiten::V,зготовити,кхача бан
1072,zubereiten::V,приготувати,кечъян
1073,zubereiten::V,приготувати,кхача бан
1074,kochen::V,варити,кхача бан
1075,kochen::V,готувати,кхача бан
1076,backen::V,пекти,датта
1077,braten::V,смажити,кхарза
1078,umrühren::V,переміщати,кего
1079,stricken::V,в’язати,
1080,nähen::V,шити,тега
1081,färben::V,пофарбувати,басардан
1082,reinigen::V,очистити,цӏандан
1083,waschen::V,мити,йила
1084,waschen::V,мити,йитта
1085,waschen::V,мити,дӏадайа
1086,abwischen::V,витерти,дӏадайа
1087,spülen::V,полоскати,хи кхарза
1088,fegen::V,підмітати,нуй хьакха
1089,kehren::V,мести,нуй хьакха
1090,baden::V,купатися,лийча
1091,sich waschen::V,митися,юьхь йила
1092,ausziehen::V,зняти,духар дӏадаккха
1093,anziehen::V,надіти,
1094,sich anziehen::V,одягтися,духа
1095,sich anziehen::V,одягнутися,духа
1096,kämmen::V,зачесати,ехк хьакха
1097,schmücken::V,оздобити,хаздан
1098,sagen::V,сказати,ала
1099,sprechen::V,говорити,баха
1100,sprechen::V,говорити,мотт бийца
1101,reden::V,розмовляти,къамел дан
1102,sich unterhalten::V,бесідувати,къамел дан
1103,fragen::V,запитати,хатта
1104,bitten::V,просити,деха
1105,erzählen::V,розповісти,дийца
1106,mitteilen::V,повідомити,хаам бан
1107,nennen::V,назвати,цӏе яккха
1108,rufen::V,кликати,кхайкха
1109,prahlen::V,хвалитися,куралла ян
1110,prahlen::V,хвалитися,дозалла дан
1111,übersetzen::V,перекласти,гоч дан
1112,denken::V,думати,ойла ян
1113,denken::V,мислити,ойла ян
1114,glauben::V,вірити,теша
1115,bemerken::V,помітити,ган
1116,erkennen::V,пізнати,довза
1117,begreifen::V,осягнути,кхета
1118,verstehen::V,почути,кхета
1119,lernen::V,навчатися,деша
1120,wissen::V,знати,хаа
1121,sich erinnern an::V,пам’ятати,дагадан
1122,vergessen::V,забути,дицдала
1123,messen::V,міряти,дуста
1124,zählen::V,лічити,дагардан
1125,rechnen::V,рахувати,лара
1126,lesen::V,читати,еша
1127,malen::V,малювати,сурт дилла
1128,zeichnen::V,рисувати,сурт дилла
1129,schreiben::V,писати,яздан
1130,besitzen::V,мати,доладан
1131,kaufen::V,купити,эца
1132,verkaufen::V,продати,дохка
1133,bezahlen::V,заплатити,мах бала
1134,zahlen::V,платити,мах бала
1135,beherrschen::V,володіти,собаре хила
1136,ertragen::V,витерпіти,лан
1137,ertragen::V,витерпіти,сатоха
1138,ertragen::V,витерпіти,садетта
