,Concept_ID,no,ku
837,wachsen::V,vokse,mezin bûn
838,glänzen::V,skinne,biriqîn
839,funkeln::V,tindre,çikisîn
840,lärmen::V,bråke,guşîn
841,läuten::V,ringe,lê de
842,klingeln::V,ringe,sîl dan
843,klingeln::V,ringe,ringerin
844,klirren::V,klirre,zingzing hat
845,brausen::V,bruse,guşîn
846,rauschen::V,suse,guşîn
847,klingen::V,lyde,deng pe ketin
848,klingen::V,klinge,deng pe ketin
849,bellen::V,gjø,kewtîn
850,bellen::V,bjeffe,kewtîn
851,heulen::V,ule,ûrîn
852,blasen::V,blåse,puf kirin
853,pfeifen::V,plystre,fîkandin
854,schreien::V,skrike,qîrîn
855,stöhnen::V,stønne,nalîn
856,zittern::V,dirre,hejîn
857,zittern::V,skjelve,hejîn
858,leben::V,leve,jihîn
859,geboren werden::V,fødes,hatin dinyê
860,geboren werden::V,fødes,bûn
861,atmen::V,ånde,hilmijîn
862,atmen::V,puste,hilmijîn
863,trinken::V,drikke,vexwarin
864,essen::V,spise,xwarin
865,schlucken::V,svelge,daqulbandin
866,müde werden::V,bli trett,betilîln
867,müde werden::V,bli trett,qerimîn
868,einschlafen::V,sovne,razan
869,schlafen::V,sove,razan
870,schlafen::V,sove,razandin
871,aufwachen::V,våkne,şiyarbûn
872,aufstehen::V,stå opp,rabûn
873,sich erholen::V,bli bra,baş bûn
874,sich erholen::V,komme seg,baş bûn
875,krank werden::V,bli syk,nexweş kêt
876,krank sein::V,være syk,nexweş bû
877,schmerzen::V,gjøre vondt,êşandin
878,husten::V,hoste,kuxin
879,genesen::V,komme seg,baş bûn
880,sterben::V,dø,mirin
881,umkommen::V,omkomme,mirin
882,sich bewegen::V,bevege seg,leqîn
883,sich rühren::V,røre på seg,leqîn
884,sich erheben::V,reise seg,rabûn
885,sich setzen::V,sette sig,runiştin
886,hinfallen::V,falle over ende,kêtin
887,laufen::V,løpe,meşîn
888,schreiten::V,skride,meşkirin
889,spazierengehen::V,spasere,gerandin
890,spazierengehen::V,gå en tur,gerandin
891,eilen::V,ile,lezandin
892,sich beeilen::V,skynde seg,zûkirin
893,sausen::V,suse,fîzîn
894,rennen::V,løpe,baz dan
895,springen::V,hoppe,hilpekîn
896,springen::V,springe,hilpekîn
897,klettern::V,klatre,hilperikîn
898,schaukeln::V,huske,lorandin
899,kriechen::V,krype,xuşandin
900,schwimmen::V,svømme,avjenîn
901,tauchen::V,dykke,qutxuyardin
902,tauchen::V,dykke,noqîn
903,rudern::V,ro,qaîq ajotin
904,fahren::V,kjøre,ajotin
905,fliegen::V,fly,firîn
906,gehen::V,gå,çûn
907,weggehen::V,gå bort,çûn
908,abfahren::V,reise,çûyin
909,anhalten::V,stanse,rawestîn
910,hineingehen::V,gå inn,ketin hundir
911,eintreten::V,tre inn,têketin
912,kommen::V,komme,hatin
913,ankommen::V,ankomme,gihan
914,ankommen::V,ankomme,gihîştin
915,ankommen::V,komme til,gihan
916,ankommen::V,komme til,gihîştin
917,zurückkommen::V,komme tilbake,vegerandin
918,bleiben::V,bli,sekinîn
919,bleiben::V,forbli,sekinîn
920,warten::V,vente,payîn
921,erwarten::V,vente,payîn
922,suchen::V,søke,lêgerîn
923,finden::V,finne,peyda kirin
924,versuchen::V,prøve,çeribandin
925,versuchen::V,forsøke,çeribandin
926,vorbereiten::V,forberede,amade kirin
927,lieben::V,elske,hez kirin
928,mögen::V,like,dil kirin
929,lachen::V,le,kenîn
930,rühren::V,røre,hêjan
931,weinen::V,gråte,girîn
932,schimpfen::V,skjelle,pevçûn
933,sich ärgern::V,ergre seg,enirîn
934,sich fürchten::V,være redd,tirsîn
935,fürchten::V,være redd for,tirsin
936,fliehen::V,rømme,bazdan
937,fliehen::V,flykte,bazdan
938,flüchten::V,flykte,revîn
939,sehen::V,se,dîtin
940,anschauen::V,se på,sêr kirin
941,anschauen::V,betrakte,sêr kirin
942,ansehen::V,anse,hesibandin
943,hören::V,høre,guhdar jirin
944,zuhören::V,tilhøre,guhdarî kirin
945,probieren::V,smake,tehm kirin
946,probieren::V,smake på,tehm kirin
947,riechen::V,lukte,bihn kirin
948,fühlen::V,føle,hîs kirin
949,scheinen::V,se ut,xoyer kir
950,zu sehen sein::V,synes,diyar bûn
951,vernehmen::V,få vite,bihîstin
952,frieren::V,fryse,qerişîn
953,tun::V,gjøre,kirin
954,können::V,kunne,karin
955,wollen::V,ville,xwestîn
956,anfangen::V,begynne,dest pêkirin
957,beenden::V,avslutte,xelas kirin
958,aufhören::V,slutte,xelas kirin
959,aufhören::V,holde opp,xelas kirin
960,gelingen::V,lykkes,çe bûn
961,geraten::V,bli,qewîmîn
962,öffnen::V,åpne,vekirin
963,schließen::V,lukke,girtin
964,schließen::V,stenge,girtin
965,stellen::V,stille,danîn
966,setzen::V,sette,rûniştin
967,legen::V,legge,danîn
968,legen::V,legge,razandin
969,berühren::V,berøre,lêketin
970,verbinden::V,forbinde,anîn pê
971,bedecken::V,dekke,sergirtin
972,aufhängen::V,henge,aliqandin
973,aufhängen::V,henge opp,aliqandin
974,anzünden::V,tenne,pêxistin
975,anzünden::V,antenne,pêxistin
976,anzünden::V,tenne på,pêxistin
977,aufheben::V,løfte,hildan
978,aufheben::V,ta opp,hildan
979,zurücklassen::V,slippe tilbake,hiştin
980,zurücklassen::V,slippe tilbake,vehiştin
981,verlieren::V,miste,wendakirin
982,fallen lassen::V,droppe,xistin bixe
983,fallen lassen::V,droppe,xistin
984,fallen lassen::V,la falle,xistin bixe
985,fallen lassen::V,la falle,xistin
986,machen::V,lage,kirin
987,machen::V,lage,çêkirin
988,machen::V,gjøre,kirin
989,machen::V,gjøre,çêkirin
990,herstellen::V,fremstille,çê kirin
991,herstellen::V,fremstille,peyda kirin
992,bauen::V,bygge,lêkirin
993,reparieren::V,reparere,veherînerîn
994,verbessern::V,rette,sererastkirin
995,verbessern::V,forbedre,sererastkirin
996,ändern::V,forandre,degiş kirin
997,graben::V,grave,kolandin
998,beugen::V,bøye,tewîn
999,beugen::V,bøye,xwar kirin
1000,biegen::V,bøye,tewandin
1001,biegen::V,bøye,xwarkirin
1002,drehen::V,dreie,fitilandin
1003,wenden::V,vende,zivîrin
1004,umdrehen::V,snu,vegerandin
1005,heben::V,heve,hildan
1006,hochheben::V,løfte,hildan
1007,ergreifen::V,gripe,dest avêtin
1008,ergreifen::V,få tak i,dest avêtin
1009,halten::V,holde,hîştin
1010,halten::V,holde,sekinîn
1011,drücken::V,trykke,pêl kirin
1012,schieben::V,skyve,damdan
1013,kratzen::V,klø,xurandin
1014,kratzen::V,klore,xurandin
1015,lecken::V,slikke,alastin
1016,beißen::V,bite,gez kirin
1017,abreißen::V,rive av,hilşandin
1018,abschneiden::V,skjære av,jêkirin
1019,binden::V,binde,girêdan
1020,stecken::V,stikke,têxistin
1021,brechen::V,bryte,şikandin
1022,brechen::V,briste,şikandin
1023,klopfen::V,banke,kutandin
1024,hauen::V,hogge,li dan
1025,kleben::V,klistre,zeliqîn
1026,kleben::V,klistre,şirêz kirin
1027,reiben::V,gni,firikandin
1028,streichen::V,stryke,bax dan
1029,schleifen::V,slipe,çarkirin
1030,schneiden::V,klippe,jêkirin
1031,rütteln::V,ruske,hejandin
1032,schütteln::V,riste,daweşîn
1033,schwenken::V,svinge,têwdan
1034,schütten::V,helle,rijandin
1035,füllen::V,fylle,dagirtin
1036,einwickeln::V,vikle inn,pêçandin
1037,tragen::V,bære,kişandin
1038,tragen::V,bære,rajtin
1039,schleppen::V,slepe,kişandin
1040,ziehen::V,dra,kişandin
1041,ziehen::V,trekke,kişandin
1042,aufbewahren::V,oppbevare,hilandin
1043,aufbewahren::V,ta vare på,hilandin
1044,werfen::V,kaste,avêtin
1045,fangen::V,fange,sem kirin
1046,fangen::V,fange,girtin
1047,packen::V,gripe,pê girtin
1048,packen::V,gripe tak i,pê girtin
1049,verstecken::V,gjemme,hîlanin
1050,teilen::V,dele,parvekirin
1051,schicken::V,sende,şandin
1052,bringen::V,bringe,anîn
1053,bringen::V,bringe,birin
1054,hinzufügen::V,tilføye,dan ser
1055,hinzufügen::V,tilføye,li tiştekî zêde kirin
1056,bekommen::V,få,standin
1057,erhalten::V,få,standin
1058,nehmen::V,ta,girtin
1059,wählen::V,velge,ray dan
1060,auswählen::V,velge ut,bijartin
1061,bewahren::V,bevare,rê li ber girtin
1062,bewahren::V,bevare,lê xwedî derketin
1063,behindern::V,hindre,bara wi
1064,behindern::V,forhindre,bara wi
1065,verderben::V,ødelegge,heram bûn
1066,beschädigen::V,skade,xerab kirin
1067,zerbrechen::V,brekke i stykker,şikênandin
1068,zerbrechen::V,brekke i stykker,perçe kirin
1069,zerreißen::V,rive i stykker,qelişandin
1070,zerstören::V,ødelegge,hilşandin
1071,verbrennen::V,brenne,şewitandin
1072,verbrennen::V,brenne opp,şewitandin
1073,geben::V,gi,dan
1074,geben::V,gi,dayin
1075,reichen::V,rekke,besbûn
1076,reichen::V,rekke,têrkirin
1077,schenken::V,forære,diyarî kirin
1078,schenken::V,skjenke,diyarî kirin
1079,versprechen::V,love,soz dan
1080,wünschen::V,ønske,dil kirin
1081,loben::V,rose,pesinandin
1082,küssen::V,kysse,maçkirin
1083,wiegen::V,vogge,lorandin
1084,wiegen::V,vogge,wezinandin
1085,zudecken::V,dekke til,nixumandin
1086,wecken::V,vekke,bixwe hesandin
1087,zeigen::V,vise,şanîdan
1088,führen::V,føre,raber kirin
1089,lehren::V,lære,hîn kirin
1090,unterrichten::V,undervise,ders dan
1091,aufziehen::V,oppdra,mesinkirin
1092,leiten::V,lede,rêberî kirin
1093,antreiben::V,drive på,bezandin
1094,lassen::V,få til å,berdan
1095,lassen::V,få til å,hiştin
1096,einladen::V,be,dawet kirin
1097,einladen::V,invitere,dawet kirin
1098,vereinigen::V,forene,bi yek kirin
1099,besuchen::V,besøke,mêvan bûn
1100,treffen::V,møte,rast hatin
1101,treffen::V,treffe,rast hatin
1102,sich versammeln::V,forsamles,li hev çivîn
1103,spielen::V,leke,listin
1104,spielen::V,spille,listin
1105,singen::V,synge,stran
1106,tanzen::V,danse,reqisîn
1107,sich trennen::V,skilles,hew berdan
1108,verlassen::V,forlate,tanê hişt
1109,verlassen::V,forlate,bêkes
1110,retten::V,redde,rihakirin
1111,bewachen::V,bevokte,raçavkirin
1112,schützen::V,verne,hemet kirin
1113,schützen::V,beskytte,hemet kirin
1114,verteidigen::V,forsvare,paraztin
1115,sich schlagen::V,slåss,li hev bezîn
1116,schießen::V,skyte,agir kirin
1117,siegen::V,seire,biser ketin
1118,ärgern::V,ergre,xeyirandin
1119,treten::V,sparke,têlekirin
1120,stechen::V,stikke,têrekirin
1121,stoßen::V,støte,lêketin
1122,stehlen::V,stjele,dizîn
1123,stehlen::V,stjele,dizî birin
1124,stören::V,forstyrre,aciz kirin
1125,belästigen::V,plage,li tela yeki ketin
1126,belästigen::V,sjenere,li tela yeki ketin
1127,verbergen::V,gjemme,veşartin
1128,verbergen::V,gjemme,kemîndanîn
1129,täuschen::V,villede,xapandin
1130,täuschen::V,villede,lê zexeli kirin
1131,betrügen::V,bedra,xapandin
1132,töten::V,drepe,kûştin
1133,wohnen::V,bo,rûniştin
1134,arbeiten::V,arbeide,kar kirin
1135,arbeiten::V,arbeide,şêxulin
1136,sammeln::V,samle,komkirin
1137,pflücken::V,plukke,çinîn
1138,jagen::V,jage,nêçîr kirin
1139,fischen::V,fiske,masî girtin
1140,fassen::V,fange,pê girtin
1141,fassen::V,fange,sêm kirin
1142,hüten::V,vokte,hei jê man
1143,treiben::V,drive,bêherandin
1144,anbinden::V,feste,tewilandin
1145,füttern::V,fore,xwarine dan lê
1146,melken::V,melke,dotin
1147,hacken::V,hakke,kolandin
1148,gießen::V,helle,av dan
1149,reifen::V,modne,kemilîn
1150,zubereiten::V,lage,çe kirin
1151,zubereiten::V,tilberede,çe kirin
1152,kochen::V,koke,xwarin çe kirin
1153,kochen::V,koke,kelandin
1154,backen::V,bake,pijandin
1155,braten::V,steke,qelandin
1156,braten::V,steke,sor kirin
1157,umrühren::V,røre om,têvdan
1158,stricken::V,strikke,hûnan
1159,nähen::V,sy,kêl kirin
1160,färben::V,farge,boyax kirin
1161,reinigen::V,rense,paqijkirin
1162,reinigen::V,gjøre ren,paqijkirin
1163,waschen::V,vaske,şuştin
1164,abwischen::V,tørke av,pakîj kirin
1165,spülen::V,spyle,şuştin
1166,spülen::V,skylle,şuştin
1167,fegen::V,feie,maliştin
1168,kehren::V,koste,maliştin
1169,baden::V,bade,serîşûştin
1170,sich waschen::V,vaske seg,serîşûştin
1171,ausziehen::V,ta av,jê kirin
1172,anziehen::V,ta på,pê kirin
1173,sich anziehen::V,kle på seg,xwe kirin
1174,kämmen::V,gre,şeh kirin
1175,kämmen::V,kjemme,şeh kirin
1176,schmücken::V,pynte,xemilandin
1177,schmücken::V,smykke,xemilandin
1178,sagen::V,si,gotin
1179,sagen::V,si,peyivîn
1180,sprechen::V,snakke,peyivîn
1181,reden::V,tale,axaftin
1182,reden::V,snakke,axaftin
1183,sich unterhalten::V,samtale,hev biştaxilin
1184,fragen::V,spørre,pirsîn
1185,fragen::V,spørre,pirs kirin
1186,bitten::V,be,tika kirin
1187,erzählen::V,fortelle,behs kirin
1188,mitteilen::V,meddele,vegotin
1189,nennen::V,kalle,bi nav kirin
1190,rufen::V,rope,bakirin
1191,prahlen::V,skryte,pesnê xwe dan
1192,übersetzen::V,oversette,qulibandin
1193,übersetzen::V,oversette,derbas kirin
1194,denken::V,tenke,fikirîn
1195,glauben::V,tro,bawer bûn
1196,bemerken::V,bemerke,bala xwe dan
1197,bemerken::V,bemerke,çac lê ketin
1198,bemerken::V,legge merke til,bala xwe dan
1199,bemerken::V,legge merke til,çac lê ketin
1200,erkennen::V,gjenkjenne,pêhesîn
1201,begreifen::V,begripe,fêmkirin
1202,verstehen::V,forstå,fêmkirin
1203,verstehen::V,skjønne,fêmkirin
1204,lernen::V,lære,halmandin
1205,lernen::V,lære,fêrbun
1206,wissen::V,vite,zanîn
1207,sich erinnern an::V,huske på,bir bûn
1208,vergessen::V,glemme,ji bir kirin
1209,messen::V,måle,pê kanîn
1210,zählen::V,telle,hejmardin
1211,rechnen::V,regne,hesibandin
1212,lesen::V,lese,xwendin
1213,malen::V,male,rengandin
1214,malen::V,male,boyax kirin
1215,zeichnen::V,tegne,işaret kirin
1216,schreiben::V,skrive,nivîsandin
1217,besitzen::V,eie,hebûn
1218,besitzen::V,inneha,hebûn
1219,kaufen::V,kjøpe,kirîn
1220,verkaufen::V,selge,firotin
1221,bezahlen::V,betale,pere dan
1222,zahlen::V,betale,pere dan
1223,zahlen::V,betale,dayin
1224,beherrschen::V,beherske,zebt kirin
1225,beherrschen::V,beherske,hukim kirin
1226,ertragen::V,orke,bihêzkirin
1227,schlagen::V,,lêdan
1228,schlagen::V,,lêxistin
