,Concept_ID,ku,br
801,wachsen::V,mezin bûn,kreskiñ
802,glänzen::V,biriqîn,lugernañ
803,funkeln::V,çikisîn,elieniñ
804,lärmen::V,guşîn,rabotat
805,läuten::V,lê de,
806,klingeln::V,sîl dan,
807,klingeln::V,ringerin,
808,klirren::V,zingzing hat,diridignat
809,klirren::V,zingzing hat,sterlinkañ
810,brausen::V,guşîn,gwegal
811,rauschen::V,guşîn,trouzal
812,klingen::V,deng pe ketin,seniñ
813,bellen::V,kewtîn,harzhal
814,heulen::V,ûrîn,yudal
815,blasen::V,puf kirin,c'hwezhañ
816,pfeifen::V,fîkandin,c'hwitellat
817,schreien::V,qîrîn,huchal
818,stöhnen::V,nalîn,hirvoudiñ
819,zittern::V,hejîn,krenañ
820,leben::V,jihîn,bevañ
821,geboren werden::V,hatin dinyê,genel
822,geboren werden::V,bûn,genel
823,atmen::V,hilmijîn,tennañ e anal
824,trinken::V,vexwarin,evañ
825,essen::V,xwarin,debriñ
826,schlucken::V,daqulbandin,lonkañ
827,müde werden::V,betilîln,skuizhañ
828,müde werden::V,qerimîn,skuizhañ
829,einschlafen::V,razan,menel kousket
830,schlafen::V,razan,kousket
831,schlafen::V,razandin,kousket
832,aufwachen::V,şiyarbûn,dihuniñ
833,aufstehen::V,rabûn,sevel
834,sich erholen::V,baş bûn,diskuizhañ
835,krank werden::V,nexweş kêt,klañviñ
836,krank sein::V,nexweş bû,bezañ klañv
837,schmerzen::V,êşandin,skourjezañ
838,husten::V,kuxin,pasaat
839,husten::V,kuxin,peudal
840,genesen::V,baş bûn,pareañ
841,sterben::V,mirin,mervel
842,umkommen::V,mirin,perisañ
843,sich bewegen::V,leqîn,bouljal
844,sich rühren::V,leqîn,fiñval
845,sich erheben::V,rabûn,sevel
846,sich setzen::V,runiştin,azezañ
847,sich setzen::V,runiştin,mont en e goazez
848,hinfallen::V,kêtin,kouezhañ
849,laufen::V,meşîn,redek
850,schreiten::V,meşkirin,kerzhet
851,spazierengehen::V,gerandin,pourmen
852,eilen::V,lezandin,hastañ
853,sich beeilen::V,zûkirin,hastañ
854,sausen::V,fîzîn,karzhañ
855,rennen::V,baz dan,redek
856,springen::V,hilpekîn,lammat
857,klettern::V,hilperikîn,krimpat
858,schaukeln::V,lorandin,brañsellat
859,kriechen::V,xuşandin,skrampañ
860,schwimmen::V,avjenîn,neuial
861,tauchen::V,qutxuyardin,splujañ
862,tauchen::V,noqîn,splujañ
863,rudern::V,qaîq ajotin,roeñvat
864,fahren::V,ajotin,kas
865,fahren::V,ajotin,bleniañ
866,fliegen::V,firîn,nijal
867,gehen::V,çûn,mont
868,weggehen::V,çûn,mont kuit
869,abfahren::V,çûyin,mont kuit
870,anhalten::V,rawestîn,chom a-sav
871,hineingehen::V,ketin hundir,monet e-barzh
872,eintreten::V,têketin,monet e-barzh
873,kommen::V,hatin,dont
874,ankommen::V,gihan,erruout
875,ankommen::V,gihîştin,erruout
876,zurückkommen::V,vegerandin,addonet
877,bleiben::V,sekinîn,chom
878,warten::V,payîn,gortoz
879,erwarten::V,payîn,gortoz
880,suchen::V,lêgerîn,klask
881,finden::V,peyda kirin,kavout
882,versuchen::V,çeribandin,klask
883,vorbereiten::V,amade kirin,aozañ
884,lieben::V,hez kirin,karout
885,mögen::V,dil kirin,karout
886,lachen::V,kenîn,c'hoarzin
887,rühren::V,hêjan,tenerañ
888,weinen::V,girîn,gouelañ
889,schimpfen::V,pevçûn,krozal
890,sich ärgern::V,enirîn,fachañ
891,sich ärgern::V,enirîn,en em fachañ
892,sich fürchten::V,tirsîn,
893,fürchten::V,tirsin,
894,fliehen::V,bazdan,tec'het
895,flüchten::V,revîn,tuzañ
896,sehen::V,dîtin,gwelet
897,anschauen::V,sêr kirin,sellout ouzh
898,ansehen::V,hesibandin,sellout ouzh
899,hören::V,guhdar jirin,klevet
900,zuhören::V,guhdarî kirin,selaou
901,probieren::V,tehm kirin,blasa
902,riechen::V,bihn kirin,klevet
903,fühlen::V,hîs kirin,santout
904,scheinen::V,xoyer kir,diskouez bezañ
905,zu sehen sein::V,diyar bûn,bezañ gwelus
906,vernehmen::V,bihîstin,merzhañ
907,frieren::V,qerişîn,anoued
908,tun::V,kirin,ober
909,können::V,karin,gouzout
910,wollen::V,xwestîn,fellout da
911,wollen::V,xwestîn,kaout c'hoant da
912,anfangen::V,dest pêkirin,kregiñ
913,beenden::V,xelas kirin,achuiñ
914,aufhören::V,xelas kirin,paouez
915,gelingen::V,çe bûn,
916,geraten::V,qewîmîn,
917,öffnen::V,vekirin,digeriñ
918,schließen::V,girtin,serriñ
919,stellen::V,danîn,lakaat
920,setzen::V,rûniştin,lakaat
921,legen::V,danîn,lakaat
922,legen::V,razandin,lakaat
923,berühren::V,lêketin,touch
924,verbinden::V,anîn pê,eren
925,bedecken::V,sergirtin,goloiñ
926,aufhängen::V,aliqandin,istribilhañ
927,anzünden::V,pêxistin,alumiñ
928,anzünden::V,pêxistin,c'hwezzañ
929,aufheben::V,hildan,dastum
930,zurücklassen::V,hiştin,lezel
931,zurücklassen::V,vehiştin,lezel
932,verlieren::V,wendakirin,koll
933,fallen lassen::V,xistin bixe,laoskel
934,fallen lassen::V,xistin bixe,lezel da gouezhel
935,fallen lassen::V,xistin,laoskel
936,fallen lassen::V,xistin,lezel da gouezhel
937,machen::V,kirin,ober
938,machen::V,çêkirin,ober
939,herstellen::V,çê kirin,fardañ
940,herstellen::V,peyda kirin,fardañ
941,bauen::V,lêkirin,sevel
942,reparieren::V,veherînerîn,adaozañ
943,verbessern::V,sererastkirin,gwellaat
944,ändern::V,degiş kirin,cheñch
945,graben::V,kolandin,kleuzañ
946,beugen::V,tewîn,plegañ
947,beugen::V,xwar kirin,plegañ
948,biegen::V,tewandin,krommañ
949,biegen::V,xwarkirin,krommañ
950,drehen::V,fitilandin,treiñ
951,wenden::V,zivîrin,treiñ
952,umdrehen::V,vegerandin,treiñ
953,heben::V,hildan,sevel
954,hochheben::V,hildan,sevel
955,ergreifen::V,dest avêtin,kemer
956,halten::V,hîştin,dalc'hen
957,halten::V,sekinîn,dalc'hen
958,drücken::V,pêl kirin,bountañ
959,schieben::V,damdan,poulzañ
960,kratzen::V,xurandin,skrabat
961,lecken::V,alastin,lipat
962,beißen::V,gez kirin,kregiñ
963,abreißen::V,hilşandin,diframmañ
964,abschneiden::V,jêkirin,troc'hañ
965,binden::V,girêdan,stagañ
966,stecken::V,têxistin,sankañ
967,brechen::V,şikandin,darnaouiñ
968,klopfen::V,kutandin,skoiñ
969,hauen::V,li dan,dornañ
970,kleben::V,zeliqîn,pegañ
971,kleben::V,şirêz kirin,pegañ
972,reiben::V,firikandin,taravat
973,reiben::V,firikandin,trekiñ
974,streichen::V,bax dan,toazañ
975,schleifen::V,çarkirin,lemmañ
976,schneiden::V,jêkirin,troc'hañ
977,rütteln::V,hejandin,tordorosañ
978,schütteln::V,daweşîn,hejañ
979,schwenken::V,têwdan,
980,schütten::V,rijandin,diskargañ
981,füllen::V,dagirtin,kargañ
982,einwickeln::V,pêçandin,gronnañ
983,tragen::V,kişandin,dougen
984,tragen::V,rajtin,dougen
985,schleppen::V,kişandin,stlejal
986,ziehen::V,kişandin,sachañ
987,aufbewahren::V,hilandin,miret
988,werfen::V,avêtin,teuler
989,fangen::V,sem kirin,tapañ
990,fangen::V,girtin,tapañ
991,packen::V,pê girtin,krapat
992,verstecken::V,hîlanin,kuzhat
993,teilen::V,parvekirin,rannañ
994,schicken::V,şandin,kas
995,bringen::V,anîn,degas
996,bringen::V,birin,degas
997,hinzufügen::V,dan ser,lakat ouzhpenn
998,hinzufügen::V,li tiştekî zêde kirin,lakat ouzhpenn
999,bekommen::V,standin,kaout
1000,erhalten::V,standin,kaout
1001,nehmen::V,girtin,kemer
1002,wählen::V,ray dan,choaz
1003,auswählen::V,bijartin,dibab
1004,bewahren::V,rê li ber girtin,mirout
1005,bewahren::V,lê xwedî derketin,mirout
1006,behindern::V,bara wi,diaezañ
1007,verderben::V,heram bûn,lovrañ
1008,beschädigen::V,xerab kirin,gwallegañ
1009,zerbrechen::V,şikênandin,torriñ
1010,zerbrechen::V,perçe kirin,torriñ
1011,zerreißen::V,qelişandin,diroegiñ
1012,zerstören::V,hilşandin,distrujañ
1013,verbrennen::V,şewitandin,deviñ
1014,geben::V,dan,reiñ
1015,geben::V,dayin,reiñ
1016,reichen::V,besbûn,
1017,reichen::V,têrkirin,
1018,schenken::V,diyarî kirin,donezonañ
1019,versprechen::V,soz dan,prometiñ
1020,wünschen::V,dil kirin,hetiñ
1021,loben::V,pesinandin,feurmiñ
1022,küssen::V,maçkirin,pokat
1023,wiegen::V,lorandin,pouezañ
1024,wiegen::V,wezinandin,pouezañ
1025,zudecken::V,nixumandin,goloiñ
1026,wecken::V,bixwe hesandin,dihuniñ
1027,zeigen::V,şanîdan,diskouez
1028,führen::V,raber kirin,kas
1029,lehren::V,hîn kirin,deskiñ
1030,unterrichten::V,ders dan,kelenn
1031,aufziehen::V,mesinkirin,
1032,leiten::V,rêberî kirin,bleinañ
1033,antreiben::V,bezandin,poulzañ
1034,lassen::V,berdan,leuskel
1035,lassen::V,hiştin,leuskel
1036,einladen::V,dawet kirin,pediñ
1037,vereinigen::V,bi yek kirin,unisañ
1038,besuchen::V,mêvan bûn,gweladenniñ
1039,treffen::V,rast hatin,kejal
1040,treffen::V,rast hatin,ankontrañ
1041,sich versammeln::V,li hev çivîn,bodennañ
1042,spielen::V,listin,c'hoari
1043,singen::V,stran,kanañ
1044,tanzen::V,reqisîn,dañsal
1045,sich trennen::V,hew berdan,dispartiañ
1046,verlassen::V,tanê hişt,lezel
1047,verlassen::V,bêkes,lezel
1048,retten::V,rihakirin,saveteiñ
1049,bewachen::V,raçavkirin,mesa
1050,schützen::V,hemet kirin,diwall
1051,verteidigen::V,paraztin,difenn
1052,sich schlagen::V,li hev bezîn,lopañ
1053,schießen::V,agir kirin,
1054,siegen::V,biser ketin,trec'hiñ
1055,ärgern::V,xeyirandin,hegasiñ
1056,schlagen::V,lêdan,skeiñ
1057,schlagen::V,lêxistin,skeiñ
1058,treten::V,têlekirin,botaouiñ
1059,stechen::V,têrekirin,pikat
1060,stoßen::V,lêketin,stokañ
1061,stehlen::V,dizîn,laerezh
1062,stehlen::V,dizî birin,laerezh
1063,stören::V,aciz kirin,direnkañ
1064,belästigen::V,li tela yeki ketin,dregasiñ
1065,verbergen::V,veşartin,skoachañ
1066,verbergen::V,kemîndanîn,skoachañ
1067,täuschen::V,xapandin,tromplañ
1068,täuschen::V,lê zexeli kirin,tromplañ
1069,betrügen::V,xapandin,lorbañ
1070,töten::V,kûştin,lazhañ
1071,wohnen::V,rûniştin,bezañ o chom
1072,arbeiten::V,kar kirin,labourat
1073,arbeiten::V,şêxulin,labourat
1074,sammeln::V,komkirin,dastum
1075,pflücken::V,çinîn,kuntuilhañ
1076,jagen::V,nêçîr kirin,chaseal
1077,fischen::V,masî girtin,pesketa
1078,fassen::V,pê girtin,pakañ
1079,fassen::V,sêm kirin,pakañ
1080,hüten::V,hei jê man,geota
1081,treiben::V,bêherandin,
1082,anbinden::V,tewilandin,stagañ
1083,füttern::V,xwarine dan lê,boueta
1084,melken::V,dotin,goro
1085,hacken::V,kolandin,difrakal
1086,gießen::V,av dan,dourañ
1087,reifen::V,kemilîn,azviñ
1088,zubereiten::V,çe kirin,keginañ
1089,kochen::V,xwarin çe kirin,poazhañ
1090,kochen::V,kelandin,poazhañ
1091,backen::V,pijandin,fritañ
1092,braten::V,qelandin,rostañ
1093,braten::V,sor kirin,rostañ
1094,umrühren::V,têvdan,
1095,stricken::V,hûnan,stammañ
1096,nähen::V,kêl kirin,gwriat
1097,färben::V,boyax kirin,livañ
1098,reinigen::V,paqijkirin,naetañ
1099,waschen::V,şuştin,gwalc'hiñ
1100,abwischen::V,pakîj kirin,torchañ
1101,spülen::V,şuştin,disgwalc'hiñ
1102,fegen::V,maliştin,skubañ
1103,kehren::V,maliştin,skubañ
1104,baden::V,serîşûştin,kouronkañ
1105,sich waschen::V,serîşûştin,en em walc'hiñ
1106,ausziehen::V,jê kirin,
1107,anziehen::V,pê kirin,
1108,sich anziehen::V,xwe kirin,gwiskañ
1109,kämmen::V,şeh kirin,kribat
1110,schmücken::V,xemilandin,kinklañ
1111,sagen::V,gotin,larêt
1112,sagen::V,gotin,lavaret
1113,sagen::V,peyivîn,larêt
1114,sagen::V,peyivîn,lavaret
1115,sprechen::V,peyivîn,komz
1116,reden::V,axaftin,kaozeal
1117,sich unterhalten::V,hev biştaxilin,balbotal
1118,fragen::V,pirsîn,goulenn
1119,fragen::V,pirs kirin,goulenn
1120,bitten::V,tika kirin,goulenn
1121,erzählen::V,behs kirin,kontañ
1122,mitteilen::V,vegotin,kemenn
1123,nennen::V,bi nav kirin,anviñ
1124,rufen::V,bakirin,gelver
1125,prahlen::V,pesnê xwe dan,fougeal
1126,übersetzen::V,qulibandin,treiñ
1127,übersetzen::V,derbas kirin,treiñ
1128,denken::V,fikirîn,soñjal
1129,glauben::V,bawer bûn,krediñ
1130,bemerken::V,bala xwe dan,apresevañ
1131,bemerken::V,çac lê ketin,apresevañ
1132,erkennen::V,pêhesîn,anavout
1133,begreifen::V,fêmkirin,meizañ
1134,verstehen::V,fêmkirin,kompren
1135,lernen::V,halmandin,deskiñ
1136,lernen::V,fêrbun,deskiñ
1137,wissen::V,zanîn,gouzout
1138,sich erinnern an::V,bir bûn,kaout soñj e
1139,vergessen::V,ji bir kirin,ankouaat
1140,messen::V,pê kanîn,muzuliañ
1141,zählen::V,hejmardin,kontañ
1142,rechnen::V,hesibandin,jedañ
1143,lesen::V,xwendin,lenn
1144,malen::V,rengandin,livañ
1145,malen::V,boyax kirin,livañ
1146,zeichnen::V,işaret kirin,tresañ
1147,schreiben::V,nivîsandin,skrivañ
1148,besitzen::V,hebûn,kaout
1149,kaufen::V,kirîn,prenañ
1150,verkaufen::V,firotin,gwerzhañ
1151,bezahlen::V,pere dan,paeañ
1152,zahlen::V,pere dan,paeañ
1153,zahlen::V,dayin,paeañ
1154,beherrschen::V,zebt kirin,mestroniañ
1155,beherrschen::V,hukim kirin,mestroniañ
1156,ertragen::V,bihêzkirin,anduriñ
