,Concept_ID,br,no
827,schlafen::V,kousket,sove
828,aufwachen::V,dihuniñ,våkne
829,aufstehen::V,sevel,stå opp
830,sich erholen::V,diskuizhañ,bli bra
831,sich erholen::V,diskuizhañ,komme seg
832,krank werden::V,klañviñ,bli syk
833,krank sein::V,bezañ klañv,være syk
834,schmerzen::V,skourjezañ,gjøre vondt
835,husten::V,pasaat,hoste
836,husten::V,peudal,hoste
837,genesen::V,pareañ,komme seg
838,sterben::V,mervel,dø
839,umkommen::V,perisañ,omkomme
840,sich bewegen::V,bouljal,bevege seg
841,sich rühren::V,fiñval,røre på seg
842,sich erheben::V,sevel,reise seg
843,sich setzen::V,azezañ,sette sig
844,sich setzen::V,mont en e goazez,sette sig
845,hinfallen::V,kouezhañ,falle over ende
846,laufen::V,redek,løpe
847,schreiten::V,kerzhet,skride
848,spazierengehen::V,pourmen,spasere
849,spazierengehen::V,pourmen,gå en tur
850,eilen::V,hastañ,ile
851,sich beeilen::V,hastañ,skynde seg
852,sausen::V,karzhañ,suse
853,rennen::V,redek,løpe
854,springen::V,lammat,hoppe
855,springen::V,lammat,springe
856,klettern::V,krimpat,klatre
857,schaukeln::V,brañsellat,huske
858,kriechen::V,skrampañ,krype
859,schwimmen::V,neuial,svømme
860,tauchen::V,splujañ,dykke
861,rudern::V,roeñvat,ro
862,fahren::V,kas,kjøre
863,fahren::V,bleniañ,kjøre
864,fliegen::V,nijal,fly
865,gehen::V,mont,gå
866,weggehen::V,mont kuit,gå bort
867,abfahren::V,mont kuit,reise
868,anhalten::V,chom a-sav,stanse
869,hineingehen::V,monet e-barzh,gå inn
870,eintreten::V,monet e-barzh,tre inn
871,kommen::V,dont,komme
872,ankommen::V,erruout,ankomme
873,ankommen::V,erruout,komme til
874,zurückkommen::V,addonet,komme tilbake
875,bleiben::V,chom,bli
876,bleiben::V,chom,forbli
877,warten::V,gortoz,vente
878,erwarten::V,gortoz,vente
879,suchen::V,klask,søke
880,finden::V,kavout,finne
881,versuchen::V,klask,prøve
882,versuchen::V,klask,forsøke
883,vorbereiten::V,aozañ,forberede
884,lieben::V,karout,elske
885,mögen::V,karout,like
886,lachen::V,c'hoarzin,le
887,rühren::V,tenerañ,røre
888,weinen::V,gouelañ,gråte
889,schimpfen::V,krozal,skjelle
890,sich ärgern::V,fachañ,ergre seg
891,sich ärgern::V,en em fachañ,ergre seg
892,fliehen::V,tec'het,rømme
893,fliehen::V,tec'het,flykte
894,flüchten::V,tuzañ,flykte
895,sehen::V,gwelet,se
896,anschauen::V,sellout ouzh,se på
897,anschauen::V,sellout ouzh,betrakte
898,ansehen::V,sellout ouzh,anse
899,hören::V,klevet,høre
900,zuhören::V,selaou,tilhøre
901,probieren::V,blasa,smake
902,probieren::V,blasa,smake på
903,riechen::V,klevet,lukte
904,fühlen::V,santout,føle
905,scheinen::V,diskouez bezañ,se ut
906,zu sehen sein::V,bezañ gwelus,synes
907,vernehmen::V,merzhañ,få vite
908,frieren::V,anoued,fryse
909,tun::V,ober,gjøre
910,können::V,gouzout,kunne
911,wollen::V,fellout da,ville
912,wollen::V,kaout c'hoant da,ville
913,anfangen::V,kregiñ,begynne
914,beenden::V,achuiñ,avslutte
915,aufhören::V,paouez,slutte
916,aufhören::V,paouez,holde opp
917,öffnen::V,digeriñ,åpne
918,schließen::V,serriñ,lukke
919,schließen::V,serriñ,stenge
920,stellen::V,lakaat,stille
921,setzen::V,lakaat,sette
922,legen::V,lakaat,legge
923,berühren::V,touch,berøre
924,verbinden::V,eren,forbinde
925,bedecken::V,goloiñ,dekke
926,aufhängen::V,istribilhañ,henge
927,aufhängen::V,istribilhañ,henge opp
928,anzünden::V,alumiñ,tenne
929,anzünden::V,alumiñ,antenne
930,anzünden::V,alumiñ,tenne på
931,anzünden::V,c'hwezzañ,tenne
932,anzünden::V,c'hwezzañ,antenne
933,anzünden::V,c'hwezzañ,tenne på
934,aufheben::V,dastum,løfte
935,aufheben::V,dastum,ta opp
936,zurücklassen::V,lezel,slippe tilbake
937,verlieren::V,koll,miste
938,fallen lassen::V,laoskel,droppe
939,fallen lassen::V,laoskel,la falle
940,fallen lassen::V,lezel da gouezhel,droppe
941,fallen lassen::V,lezel da gouezhel,la falle
942,machen::V,ober,lage
943,machen::V,ober,gjøre
944,herstellen::V,fardañ,fremstille
945,bauen::V,sevel,bygge
946,reparieren::V,adaozañ,reparere
947,verbessern::V,gwellaat,rette
948,verbessern::V,gwellaat,forbedre
949,ändern::V,cheñch,forandre
950,graben::V,kleuzañ,grave
951,beugen::V,plegañ,bøye
952,biegen::V,krommañ,bøye
953,drehen::V,treiñ,dreie
954,wenden::V,treiñ,vende
955,umdrehen::V,treiñ,snu
956,heben::V,sevel,heve
957,hochheben::V,sevel,løfte
958,ergreifen::V,kemer,gripe
959,ergreifen::V,kemer,få tak i
960,halten::V,dalc'hen,holde
961,drücken::V,bountañ,trykke
962,schieben::V,poulzañ,skyve
963,kratzen::V,skrabat,klø
964,kratzen::V,skrabat,klore
965,lecken::V,lipat,slikke
966,beißen::V,kregiñ,bite
967,abreißen::V,diframmañ,rive av
968,abschneiden::V,troc'hañ,skjære av
969,binden::V,stagañ,binde
970,stecken::V,sankañ,stikke
971,brechen::V,darnaouiñ,bryte
972,brechen::V,darnaouiñ,briste
973,klopfen::V,skoiñ,banke
974,hauen::V,dornañ,hogge
975,kleben::V,pegañ,klistre
976,reiben::V,taravat,gni
977,reiben::V,trekiñ,gni
978,streichen::V,toazañ,stryke
979,schleifen::V,lemmañ,slipe
980,schneiden::V,troc'hañ,klippe
981,rütteln::V,tordorosañ,ruske
982,schütteln::V,hejañ,riste
983,schütten::V,diskargañ,helle
984,füllen::V,kargañ,fylle
985,einwickeln::V,gronnañ,vikle inn
986,tragen::V,dougen,bære
987,schleppen::V,stlejal,slepe
988,ziehen::V,sachañ,dra
989,ziehen::V,sachañ,trekke
990,aufbewahren::V,miret,oppbevare
991,aufbewahren::V,miret,ta vare på
992,werfen::V,teuler,kaste
993,fangen::V,tapañ,fange
994,packen::V,krapat,gripe
995,packen::V,krapat,gripe tak i
996,verstecken::V,kuzhat,gjemme
997,teilen::V,rannañ,dele
998,schicken::V,kas,sende
999,bringen::V,degas,bringe
1000,hinzufügen::V,lakat ouzhpenn,tilføye
1001,bekommen::V,kaout,få
1002,erhalten::V,kaout,få
1003,nehmen::V,kemer,ta
1004,wählen::V,choaz,velge
1005,auswählen::V,dibab,velge ut
1006,bewahren::V,mirout,bevare
1007,behindern::V,diaezañ,hindre
1008,behindern::V,diaezañ,forhindre
1009,verderben::V,lovrañ,ødelegge
1010,beschädigen::V,gwallegañ,skade
1011,zerbrechen::V,torriñ,brekke i stykker
1012,zerreißen::V,diroegiñ,rive i stykker
1013,zerstören::V,distrujañ,ødelegge
1014,verbrennen::V,deviñ,brenne
1015,verbrennen::V,deviñ,brenne opp
1016,geben::V,reiñ,gi
1017,schenken::V,donezonañ,forære
1018,schenken::V,donezonañ,skjenke
1019,versprechen::V,prometiñ,love
1020,wünschen::V,hetiñ,ønske
1021,loben::V,feurmiñ,rose
1022,küssen::V,pokat,kysse
1023,wiegen::V,pouezañ,vogge
1024,zudecken::V,goloiñ,dekke til
1025,wecken::V,dihuniñ,vekke
1026,zeigen::V,diskouez,vise
1027,führen::V,kas,føre
1028,lehren::V,deskiñ,lære
1029,unterrichten::V,kelenn,undervise
1030,leiten::V,bleinañ,lede
1031,antreiben::V,poulzañ,drive på
1032,lassen::V,leuskel,få til å
1033,einladen::V,pediñ,be
1034,einladen::V,pediñ,invitere
1035,vereinigen::V,unisañ,forene
1036,besuchen::V,gweladenniñ,besøke
1037,treffen::V,kejal,møte
1038,treffen::V,kejal,treffe
1039,treffen::V,ankontrañ,møte
1040,treffen::V,ankontrañ,treffe
1041,sich versammeln::V,bodennañ,forsamles
1042,spielen::V,c'hoari,leke
1043,spielen::V,c'hoari,spille
1044,singen::V,kanañ,synge
1045,tanzen::V,dañsal,danse
1046,sich trennen::V,dispartiañ,skilles
1047,verlassen::V,lezel,forlate
1048,retten::V,saveteiñ,redde
1049,bewachen::V,mesa,bevokte
1050,schützen::V,diwall,verne
1051,schützen::V,diwall,beskytte
1052,verteidigen::V,difenn,forsvare
1053,sich schlagen::V,lopañ,slåss
1054,siegen::V,trec'hiñ,seire
1055,ärgern::V,hegasiñ,ergre
1056,schlagen::V,skeiñ,
1057,treten::V,botaouiñ,sparke
1058,stechen::V,pikat,stikke
1059,stoßen::V,stokañ,støte
1060,stehlen::V,laerezh,stjele
1061,stören::V,direnkañ,forstyrre
1062,belästigen::V,dregasiñ,plage
1063,belästigen::V,dregasiñ,sjenere
1064,verbergen::V,skoachañ,gjemme
1065,täuschen::V,tromplañ,villede
1066,betrügen::V,lorbañ,bedra
1067,töten::V,lazhañ,drepe
1068,wohnen::V,bezañ o chom,bo
1069,arbeiten::V,labourat,arbeide
1070,sammeln::V,dastum,samle
1071,pflücken::V,kuntuilhañ,plukke
1072,jagen::V,chaseal,jage
1073,fischen::V,pesketa,fiske
1074,fassen::V,pakañ,fange
1075,hüten::V,geota,vokte
1076,anbinden::V,stagañ,feste
1077,füttern::V,boueta,fore
1078,melken::V,goro,melke
1079,hacken::V,difrakal,hakke
1080,gießen::V,dourañ,helle
1081,reifen::V,azviñ,modne
1082,zubereiten::V,keginañ,lage
1083,zubereiten::V,keginañ,tilberede
1084,kochen::V,poazhañ,koke
1085,backen::V,fritañ,bake
1086,braten::V,rostañ,steke
1087,stricken::V,stammañ,strikke
1088,nähen::V,gwriat,sy
1089,färben::V,livañ,farge
1090,reinigen::V,naetañ,rense
1091,reinigen::V,naetañ,gjøre ren
1092,waschen::V,gwalc'hiñ,vaske
1093,abwischen::V,torchañ,tørke av
1094,spülen::V,disgwalc'hiñ,spyle
1095,spülen::V,disgwalc'hiñ,skylle
1096,fegen::V,skubañ,feie
1097,kehren::V,skubañ,koste
1098,baden::V,kouronkañ,bade
1099,sich waschen::V,en em walc'hiñ,vaske seg
1100,sich anziehen::V,gwiskañ,kle på seg
1101,kämmen::V,kribat,gre
1102,kämmen::V,kribat,kjemme
1103,schmücken::V,kinklañ,pynte
1104,schmücken::V,kinklañ,smykke
1105,sagen::V,larêt,si
1106,sagen::V,lavaret,si
1107,sprechen::V,komz,snakke
1108,reden::V,kaozeal,tale
1109,reden::V,kaozeal,snakke
1110,sich unterhalten::V,balbotal,samtale
1111,fragen::V,goulenn,spørre
1112,bitten::V,goulenn,be
1113,erzählen::V,kontañ,fortelle
1114,mitteilen::V,kemenn,meddele
1115,nennen::V,anviñ,kalle
1116,rufen::V,gelver,rope
1117,prahlen::V,fougeal,skryte
1118,übersetzen::V,treiñ,oversette
1119,denken::V,soñjal,tenke
1120,glauben::V,krediñ,tro
1121,bemerken::V,apresevañ,bemerke
1122,bemerken::V,apresevañ,legge merke til
1123,erkennen::V,anavout,gjenkjenne
1124,begreifen::V,meizañ,begripe
1125,verstehen::V,kompren,forstå
1126,verstehen::V,kompren,skjønne
1127,lernen::V,deskiñ,lære
1128,wissen::V,gouzout,vite
1129,sich erinnern an::V,kaout soñj e,huske på
1130,vergessen::V,ankouaat,glemme
1131,messen::V,muzuliañ,måle
1132,zählen::V,kontañ,telle
1133,rechnen::V,jedañ,regne
1134,lesen::V,lenn,lese
1135,malen::V,livañ,male
1136,zeichnen::V,tresañ,tegne
1137,schreiben::V,skrivañ,skrive
1138,besitzen::V,kaout,eie
1139,besitzen::V,kaout,inneha
1140,kaufen::V,prenañ,kjøpe
1141,verkaufen::V,gwerzhañ,selge
1142,bezahlen::V,paeañ,betale
1143,zahlen::V,paeañ,betale
1144,beherrschen::V,mestroniañ,beherske
1145,ertragen::V,anduriñ,orke
1146,Grube::N,,grop
1147,Spur::N,,spor
1148,Lehm::N,,leire
1149,Laut::N,,lyd
1150,Winkel::N,,vinkel
1151,Lagerfeuer::N,,leirbål
1152,vergebens::ADV,,forgjeves
1153,untergehen[Sonne]::V,,gå ned
1154,läuten::V,,ringe
1155,klingeln::V,,ringe
1156,sich fürchten::V,,være redd
1157,fürchten::V,,være redd for
1158,gelingen::V,,lykkes
1159,geraten::V,,bli
1160,schwenken::V,,svinge
1161,reichen::V,,rekke
1162,aufziehen::V,,oppdra
1163,schießen::V,,skyte
1164,treiben::V,,drive
1165,umrühren::V,,røre om
1166,ausziehen::V,,ta av
1167,anziehen::V,,ta på
