,Concept_ID,myv,br
801,wechseln::V,полавтнемс,cheñch
802,aufgehen[Sonne]::V,лисемс,dirouzañ
803,aufgehen[Sonne]::V,стямс,dirouzañ
804,untergehen[Sonne]::V,валгомс,
805,scheinen[Sonne]::V,валдомтомс,lugernañ
806,donnern::V,цярномс,taranal
807,donnern::V,галдордомс,taranal
808,wehen::V,пувамс,c'hwezhañ
809,strömen::V,чудемс,deredek
810,fließen::V,чудемс,redek
811,sich drehen::V,велямс,troiñ
812,schwanken::V,лыкамс,trantellat
813,schwanken::V,якамс,trantellat
814,schwingen::V,нурсемс,froumal
815,schwingen::V,лыкамс,froumal
816,fallen::V,прамс,kouezhañ
817,fallen::V,сяворемс,kouezhañ
818,brennen::V,паломс,deviñ
819,rauchen::V,качадомс,divogedañ
820,regnen::V,пиземс,glavañ
821,gefrieren::V,кельмемс,reviñ
822,tauen::V,соламс,diskornañ
823,schmelzen::V,соламс,teuziñ
824,trocknen::V,коськемс,sec'hañ
825,sieden::V,лакамс,berviñ
826,sieden::V,пиксемс,berviñ
827,faulen::V,наксадомс,breinañ
828,verfaulen::V,наксадомс,breinañ
829,reißen::V,сезневемс,darnaouiñ
830,versinken::V,ваямс,sodellañ
831,vergehen::V,ютамс,tremen
832,erscheinen::V,лисемс,donet war-wel
833,verschwinden::V,ёмамс,monet diwar wel
834,sinken::V,явамс,en em izelat
835,abnehmen::V,киремемс,nebeutaat
836,zunehmen::V,ламолгадомс,kreskiñ
837,zunehmen::V,раштамс,kreskiñ
838,steigen::V,куземс,sevel
839,steigen::V,кепсевемс,sevel
840,wachsen::V,касомс,kreskiñ
841,glänzen::V,цитнемс,lugernañ
842,funkeln::V,пиндолдомс,elieniñ
843,funkeln::V,цивтёрдомс,elieniñ
844,lärmen::V,шалномс,rabotat
845,läuten::V,гайгезевемс,
846,klingeln::V,чавомс баягас,
847,klirren::V,калдордомс,diridignat
848,klirren::V,калдордомс,sterlinkañ
849,klirren::V,кальцяемс,diridignat
850,klirren::V,кальцяемс,sterlinkañ
851,brausen::V,лакамс,gwegal
852,rauschen::V,лажномс,trouzal
853,klingen::V,гайгемс,seniñ
854,bellen::V,онгомс,harzhal
855,heulen::V,урномс,yudal
856,blasen::V,пувамс,c'hwezhañ
857,pfeifen::V,вешкемс,c'hwitellat
858,schreien::V,пижнемс,huchal
859,stöhnen::V,кувсемс,hirvoudiñ
860,zittern::V,тарномс,krenañ
861,leben::V,эрямс,bevañ
862,geboren werden::V,чачомс,genel
863,atmen::V,лексемс,tennañ e anal
864,trinken::V,симемс,evañ
865,essen::V,ярсамс,debriñ
866,schlucken::V,нилемс,lonkañ
867,schlucken::V,порнемс,lonkañ
868,müde werden::V,сиземс,skuizhañ
869,einschlafen::V,матедевемс,menel kousket
870,schlafen::V,удомс,kousket
871,aufwachen::V,сыргоземс,dihuniñ
872,aufstehen::V,стямс,sevel
873,sich erholen::V,оймсемс,diskuizhañ
874,krank werden::V,сэредезевемс,klañviñ
875,krank sein::V,сэредемс,bezañ klañv
876,schmerzen::V,сэредемс,skourjezañ
877,husten::V,козомс,pasaat
878,husten::V,козомс,peudal
879,genesen::V,пичкамс,pareañ
880,sterben::V,куломс,mervel
881,umkommen::V,чавовомс,perisañ
882,umkommen::V,ёмамс,perisañ
883,sich bewegen::V,шаштомс,bouljal
884,sich rühren::V,сыргамс,fiñval
885,sich erheben::V,куземс,sevel
886,sich setzen::V,озамс,azezañ
887,sich setzen::V,озамс,mont en e goazez
888,hinfallen::V,прамс,kouezhañ
889,hinfallen::V,сяворемс,kouezhañ
890,laufen::V,якамс,redek
891,schreiten::V,эскелямс,kerzhet
892,schreiten::V,молемс,kerzhet
893,spazierengehen::V,якамс,pourmen
894,eilen::V,эрзкалемс,hastañ
895,eilen::V,капшамс,hastañ
896,sich beeilen::V,капшамс,hastañ
897,sausen::V,ливтямс,karzhañ
898,rennen::V,чийнемс,redek
899,rennen::V,ардтнемс,redek
900,springen::V,кирнявтнемс,lammat
901,klettern::V,куземс,krimpat
902,schaukeln::V,нурямс,brañsellat
903,kriechen::V,ёзмолдомс,skrampañ
904,schwimmen::V,уемс,neuial
905,tauchen::V,чопавтомс,splujañ
906,tauchen::V,чопавтнемс,splujañ
907,rudern::V,миледемс,roeñvat
908,fahren::V,ардомс,kas
909,fahren::V,ардомс,bleniañ
910,fliegen::V,ливтямс,nijal
911,gehen::V,туемс,mont
912,gehen::V,молемс,mont
913,weggehen::V,туемс,mont kuit
914,abfahren::V,туемс,mont kuit
915,anhalten::V,лоткамс,chom a-sav
916,hineingehen::V,совамс,monet e-barzh
917,eintreten::V,совамс,monet e-barzh
918,eintreten::V,эскельдямс,monet e-barzh
919,kommen::V,самс,dont
920,ankommen::V,самс,erruout
921,ankommen::V,пачкодемс,erruout
922,zurückkommen::V,велявтомс,addonet
923,bleiben::V,кадовомс,chom
924,warten::V,учомс,gortoz
925,erwarten::V,учомс,gortoz
926,suchen::V,вешнемс,klask
927,finden::V,муемс,kavout
928,versuchen::V,варштамс,klask
929,vorbereiten::V,анокстамс,aozañ
930,lieben::V,вечкемс,karout
931,mögen::V,вечкемс,karout
932,lachen::V,пейдемс,c'hoarzin
933,rühren::V,токамс седейс,tenerañ
934,weinen::V,авардемс,gouelañ
935,schimpfen::V,сёвномс,krozal
936,sich ärgern::V,кежиявтнемс,fachañ
937,sich ärgern::V,кежиявтнемс,en em fachañ
938,sich fürchten::V,пелемс,
939,fürchten::V,пелемс,
940,fliehen::V,оргодемс,tec'het
941,flüchten::V,ворьгодемс,tuzañ
942,flüchten::V,чадомс,tuzañ
943,sehen::V,неемс,gwelet
944,anschauen::V,ваномс,sellout ouzh
945,ansehen::V,ваномс,sellout ouzh
946,hören::V,марямс,klevet
947,zuhören::V,кунсоломс,selaou
948,probieren::V,варшамс,blasa
949,riechen::V,никсемс,klevet
950,fühlen::V,марямс,santout
951,scheinen::V,марявомс,diskouez bezañ
952,zu sehen sein::V,неявомс,bezañ gwelus
953,vernehmen::V,марямс,merzhañ
954,frieren::V,кельмемс,anoued
955,tun::V,теемс,ober
956,können::V,маштомс,gouzout
957,wollen::V,бажамс,fellout da
958,wollen::V,бажамс,kaout c'hoant da
959,anfangen::V,кармамс,kregiñ
960,beenden::V,прядомс,achuiñ
961,aufhören::V,лоткамс,paouez
962,gelingen::V,удаламс,
963,geraten::V,лисемс,
964,öffnen::V,панжомс,digeriñ
965,schließen::V,пекстамс,serriñ
966,schließen::V,сёлгомс,serriñ
967,schließen::V,конямс,serriñ
968,stellen::V,аравтомс,lakaat
969,setzen::V,ойсевтемс,lakaat
970,setzen::V,озавтнемс,lakaat
971,legen::V,путомс,lakaat
972,berühren::V,токамс,touch
973,verbinden::V,содомс,eren
974,bedecken::V,вельтямс,goloiñ
975,aufhängen::V,понгавтомс,istribilhañ
976,anzünden::V,кирвастемс,alumiñ
977,anzünden::V,кирвастемс,c'hwezzañ
978,aufheben::V,кепедемс,dastum
979,zurücklassen::V,кадомс,lezel
980,verlieren::V,ёмавтомс,koll
981,fallen lassen::V,правтомс,laoskel
982,fallen lassen::V,правтомс,lezel da gouezhel
983,machen::V,теемс,ober
984,herstellen::V,анокстамс,fardañ
985,bauen::V,путомс,sevel
986,reparieren::V,витемс,adaozañ
987,verbessern::V,паролгавтомс,gwellaat
988,verbessern::V,вадрялгавтомс,gwellaat
989,ändern::V,полавтомс,cheñch
990,graben::V,чувомс,kleuzañ
991,graben::V,таргамс,kleuzañ
992,beugen::V,мендемс,plegañ
993,biegen::V,комавтомс,krommañ
994,drehen::V,чаравтомс,treiñ
995,drehen::V,велявтнемс,treiñ
996,wenden::V,велявтомс,treiñ
997,umdrehen::V,велявтомс,treiñ
998,heben::V,кепедемс,sevel
999,hochheben::V,кепедемс,sevel
1000,ergreifen::V,кундамс,kemer
1001,halten::V,кирдемс,dalc'hen
1002,drücken::V,нуемс,bountañ
1003,schieben::V,шаштомс,poulzañ
1004,kratzen::V,ангордамс,skrabat
1005,lecken::V,нолсемс,lipat
1006,beißen::V,сускомс,kregiñ
1007,abreißen::V,сеземс,diframmañ
1008,abschneiden::V,печкемс,troc'hañ
1009,binden::V,кодамс,stagañ
1010,binden::V,сюлмамс,stagañ
1011,stecken::V,сялгомс,sankañ
1012,brechen::V,синдемс,darnaouiñ
1013,brechen::V,калавтомс,darnaouiñ
1014,klopfen::V,калтаямс,skoiñ
1015,hauen::V,чавомс,dornañ
1016,kleben::V,педявтнемс,pegañ
1017,reiben::V,ёзамс,taravat
1018,reiben::V,ёзамс,trekiñ
1019,streichen::V,вадемс,toazañ
1020,schleifen::V,човамс,lemmañ
1021,schneiden::V,керямс,troc'hañ
1022,rütteln::V,чукамс,tordorosañ
1023,rütteln::V,лыкавтомс,tordorosañ
1024,schütteln::V,чукамс,hejañ
1025,schwenken::V,яхолемс,
1026,schütten::V,каямс,diskargañ
1027,füllen::V,пештямс,kargañ
1028,einwickeln::V,тапарямс,gronnañ
1029,tragen::V,кандомс,dougen
1030,schleppen::V,ускомс,stlejal
1031,ziehen::V,ускомс,sachañ
1032,aufbewahren::V,ванстомс,miret
1033,werfen::V,ёртомс,teuler
1034,fangen::V,кундамс,tapañ
1035,packen::V,кундамс,krapat
1036,verstecken::V,кекшемс,kuzhat
1037,teilen::V,явомс,rannañ
1038,schicken::V,кучомс,kas
1039,bringen::V,кандомс,degas
1040,hinzufügen::V,путомс,lakat ouzhpenn
1041,hinzufügen::V,максомс,lakat ouzhpenn
1042,bekommen::V,саемс,kaout
1043,erhalten::V,саемс,kaout
1044,nehmen::V,саемс,kemer
1045,wählen::V,кочкамс,choaz
1046,auswählen::V,кочкамс,dibab
1047,bewahren::V,ванстомс,mirout
1048,behindern::V,кирдемс,diaezañ
1049,verderben::V,коламс,lovrañ
1050,beschädigen::V,теемс зыян,gwallegañ
1051,zerbrechen::V,коламс,torriñ
1052,zerreißen::V,сеземс,diroegiñ
1053,zerstören::V,калавтомс,distrujañ
1054,verbrennen::V,пултамс,deviñ
1055,geben::V,максомс,reiñ
1056,reichen::V,максомс,
1057,schenken::V,каземс,donezonañ
1058,versprechen::V,алтамс,prometiñ
1059,wünschen::V,арсемс,hetiñ
1060,loben::V,шнамс,feurmiñ
1061,küssen::V,палсемс,pokat
1062,wiegen::V,нурсемс,pouezañ
1063,zudecken::V,тавадомс,goloiñ
1064,zudecken::V,вельтямс,goloiñ
1065,wecken::V,стявтомс,dihuniñ
1066,zeigen::V,невтемс,diskouez
1067,führen::V,ветямс,kas
1068,lehren::V,тонавтомс,deskiñ
1069,unterrichten::V,тонавтомс,kelenn
1070,aufziehen::V,трямс,
1071,aufziehen::V,кастомс,
1072,leiten::V,ветямс,bleinañ
1073,leiten::V,азоркстамс,bleinañ
1074,antreiben::V,ветямс,poulzañ
1075,lassen::V,кармавтомс,leuskel
1076,einladen::V,тердемс,pediñ
1077,vereinigen::V,вейсэндямс,unisañ
1078,vereinigen::V,вейс путомс,unisañ
1079,vereinigen::V,вейс пурнамс,unisañ
1080,besuchen::V,варштамс,gweladenniñ
1081,treffen::V,вастомс,kejal
1082,treffen::V,вастомс,ankontrañ
1083,sich versammeln::V,промокшномс,bodennañ
1084,spielen::V,налксемс,c'hoari
1085,singen::V,морамс,kanañ
1086,tanzen::V,киштемс,dañsal
1087,sich trennen::V,явомс,dispartiañ
1088,verlassen::V,кадомс,lezel
1089,retten::V,идемс,saveteiñ
1090,bewachen::V,ванстомс,mesa
1091,schützen::V,аштемс,diwall
1092,verteidigen::V,ваномс,difenn
1093,sich schlagen::V,тюремс,lopañ
1094,schießen::V,ледемс,
1095,siegen::V,изнямс,trec'hiñ
1096,ärgern::V,кежейгавтомс,hegasiñ
1097,schlagen::V,токамс,skeiñ
1098,treten::V,тапамс,botaouiñ
1099,stechen::V,пупамс,pikat
1100,stoßen::V,тулкадемс,stokañ
1101,stehlen::V,саламс,laerezh
1102,stören::V,пирямс ки,direnkañ
1103,belästigen::V,а максомс,dregasiñ
1104,belästigen::V,а кадомс оймамо,dregasiñ
1105,verbergen::V,сёпомс,skoachañ
1106,verbergen::V,кекшемс,skoachañ
1107,täuschen::V,манямс,tromplañ
1108,betrügen::V,манчемс,lorbañ
1109,töten::V,чавномс,lazhañ
1110,töten::V,маштнемс,lazhañ
1111,wohnen::V,эрямс,bezañ o chom
1112,arbeiten::V,важодемс,labourat
1113,sammeln::V,пурнамс,dastum
1114,pflücken::V,ноцковтнемс,kuntuilhañ
1115,jagen::V,кундамс,chaseal
1116,fischen::V,калонь кундамс,pesketa
1117,fassen::V,кундамс,pakañ
1118,hüten::V,ваномс,geota
1119,treiben::V,панемс,
1120,anbinden::V,сюлмамс,stagañ
1121,füttern::V,андомс,boueta
1122,melken::V,потявтомс,goro
1123,hacken::V,лазномс,difrakal
1124,gießen::V,валомс,dourañ
1125,reifen::V,кенеремс,azviñ
1126,zubereiten::V,анокстамс,keginañ
1127,kochen::V,пидемс,poazhañ
1128,backen::V,пидемс,fritañ
1129,braten::V,пуштамс,rostañ
1130,umrühren::V,човорямс,
1131,stricken::V,кодамс,stammañ
1132,nähen::V,стамс,gwriat
1133,färben::V,артомс,livañ
1134,reinigen::V,урядамс,naetañ
1135,waschen::V,муськемс,gwalc'hiñ
1136,abwischen::V,нардамс,torchañ
1137,spülen::V,ёрвалдомс,disgwalc'hiñ
1138,fegen::V,тенсемс,skubañ
1139,kehren::V,тенсемс,skubañ
1140,baden::V,экшелямс,kouronkañ
1141,sich waschen::V,шлямс,en em walc'hiñ
1142,ausziehen::V,кайсевтемс,
1143,anziehen::V,оршамс,
1144,sich anziehen::V,оршамс,gwiskañ
1145,kämmen::V,судрямс,kribat
1146,schmücken::V,мазылгавтомс,kinklañ
1147,schmücken::V,наряжамс,kinklañ
1148,sagen::V,меремс,larêt
1149,sagen::V,меремс,lavaret
1150,sprechen::V,кортамс,komz
1151,reden::V,кортамс,kaozeal
1152,sich unterhalten::V,кортнемс,balbotal
1153,fragen::V,кевкстемс,goulenn
1154,bitten::V,вешемс,goulenn
1155,erzählen::V,ёвтнемс,kontañ
1156,mitteilen::V,ёвтамс,kemenn
1157,nennen::V,лемдемс,anviñ
1158,nennen::V,путомс лем,anviñ
1159,rufen::V,тердемс,gelver
1160,rufen::V,серьгедемс,gelver
1161,prahlen::V,шнамс пря,fougeal
1162,übersetzen::V,ютавтомс,treiñ
1163,denken::V,арсемс,soñjal
1164,glauben::V,кемемс,krediñ
1165,bemerken::V,неемс,apresevañ
1166,erkennen::V,содамс,anavout
1167,begreifen::V,пачкодемс,meizañ
1168,verstehen::V,чарькодемс,kompren
1169,lernen::V,тонавтнемс,deskiñ
1170,wissen::V,содамс,gouzout
1171,sich erinnern an::V,ледстямс,kaout soñj e
1172,vergessen::V,стувтомс,ankouaat
1173,messen::V,онкстнемс,muzuliañ
1174,zählen::V,ловомс,kontañ
1175,rechnen::V,ловомс,jedañ
1176,lesen::V,ловномс,lenn
1177,malen::V,рисовамс,livañ
1178,zeichnen::V,рисовамс,tresañ
1179,schreiben::V,сёрмадомс,skrivañ
1180,besitzen::V,улемс,kaout
1181,besitzen::V,улемс азорокс,kaout
1182,kaufen::V,рамамс,prenañ
1183,verkaufen::V,миемс,gwerzhañ
1184,bezahlen::V,пандомс,paeañ
1185,zahlen::V,пандомс,paeañ
1186,beherrschen::V,азоркстамс,mestroniañ
1187,ertragen::V,кирдемс,anduriñ
