,Concept_ID,no,kl
776,gestern::ADV,i går,ippassaq
777,einst::ADV,engang,ataatsimik
778,einst::ADV,engang,ilaanni
779,damals::ADV,den gang,taamani
780,damals::ADV,den gang,taamanikkut
781,damals::ADV,den gang,taassumuunakkut
782,danach::ADV,deretter,taava
783,vorher::ADV,før,siornagut
784,vorher::ADV,i forveien,siornagut
785,zuerst::ADV,først,
786,einmal::ADV,en gang,ilaanni
787,einmal::ADV,en gang,ataatsimik
788,manchmal::ADV,somme tider,qaqutigu
789,manchmal::ADV,somme tider,qaqutigut
790,oft::ADV,ofte,akulikitsumik
791,immer::ADV,alltid,tamatigut
792,niemals::ADV,aldri,
793,hier::ADV,her,maani
794,hierhin::ADV,hit,maani
795,von hier::ADV,herfra,
796,dort::ADV,der,
797,dorthin::ADV,dit,ikuuna
798,geradeaus::ADV,rett fram,narlumut
799,vorwärts::ADV,fram,pilangavoc
800,vorwärts::ADV,framover,pilangavoc
801,rückwärts::ADV,baklengs,kingumut
802,rückwärts::ADV,baklengs,tunumut or tunummut
803,zurück::ADV,tilbake,kingumut
804,zurück::ADV,tilbake,tunumut or tunummut
805,unten::ADV,nede,kana
806,hinab::ADV,ned,qiviu
807,hinab::ADV,nedover,qiviu
808,oben::ADV,oppe,
809,oben::ADV,ovenpå,
810,hinauf::ADV,opp,
811,hinauf::ADV,oppover,
812,überall::ADV,overalt,tamaginni
813,überall::ADV,overalt,tamani tamaani
814,nicht::ADV,ikke,
815,ein wenig::ADV,litt,
816,kaum::ADV,neppe,qaqutigorsuaq
817,sehr::ADV,svært,assut
818,so::ADV,så,
819,noch::ADV,enda,qeratavoq
820,nur::ADV,bare,
821,schon::ADV,alt,taava-una
822,schon::ADV,allerede,taava-una
823,wieder::ADV,igjen,kingumut
824,vergebens::ADV,forgjeves,angiluk
825,vor::PRP,foran,
826,vor::PRP,utenfor,
827,hinter::PRP,bak,
828,hinter::PRP,bakom,
829,unter::PRP,under,
830,durch::PRP,gjennom,
831,durch::PRP,igjennom,
832,neben::PRP,ved siden av,
833,zwischen::PRP,mellom,
834,wegen::PRP,på grunn av,
835,dies::PRN,dette,manna
836,dies::PRN,dette,matuma
837,das::PRN,det,ua
838,alles::PRN,alt,
839,ich::PRN,jeg,uanga
840,du::PRN,du,illit
841,er::PRN,han,una
842,wir::PRN,vi,uagut
843,ihr::PRN,dere,ilissi
844,sie::PRN,de,uku
845,was::FPRN,hva,aat?
846,wer::FPRN,hvem,kikkut
847,wo::FADV,hvor,sumi
848,wohin::FADV,hvor ... hen,sumut
849,wie::FADV,hvordan,qanoq
850,warum::FADV,hvorfor,sooq
851,wieviel::FNUM,hvor mye,qassit
852,wieviel::FNUM,hvor mye,qanoq atsigisumik?
853,eins::NUM,en,ataaseq
854,eins::NUM,ett,ataaseq
855,zwei::NUM,to,marluk
856,drei::NUM,tre,pingasut
857,vier::NUM,fire,sisamat
858,vier::NUM,fire,qajuusat
859,fünf::NUM,fem,tallimat
860,sechs::NUM,seks,arfineq
861,sechs::NUM,seks,arfinillit
862,sieben::NUM,sju,arfineq-marluk
863,acht::NUM,åtte,arfineq pingasut
864,neun::NUM,ni,qulingiluat
865,neun::NUM,ni,arfineq sisamat
866,zehn::NUM,ti,qulit
867,elf::NUM,elleve,aqqaneq
868,zwölf::NUM,tolv,aqqaneq-marluk
869,zwanzig::NUM,tjue,tyve
870,dreißig::NUM,tretti,tredive
871,dreißig::NUM,tretti,pingasunik qulillit
872,vierzig::NUM,førti,fyrre
873,fünfzig::NUM,femti,halvtreds
874,fünfzig::NUM,femti,tallimanik qulillit
875,sechzig::NUM,seksti,tres
876,siebzig::NUM,sytti,halvfjerds
877,achtzig::NUM,åtti,firs
878,neunzig::NUM,nitti,halvfems
879,hundert::NUM,hundre,et hundrede
880,tausend::NUM,tusen,et tusinde
881,und::CNJ,og,aamma
882,oder::CNJ,eller,imalluunnit
883,stehen::V,stå,sikingavoq
884,sitzen::V,sitte,ingippoq
885,liegen::V,ligge,nalavoq
886,liegen::V,ligge,aqupivoq
887,hängen::V,henge,nivinngarpaa
888,werden::V,bli,pinngorpoq
889,passieren::V,skje,pivoq
890,passieren::V,hende,pivoq
891,beginnen::V,begynne,aallarnerpaa
892,enden::V,ende,naggaserpaa
893,enden::V,slutte,naggaserpaa
894,wechseln::V,veksle,immikkut ilivoq
895,aufgehen[Sonne]::V,stå opp,
896,untergehen[Sonne]::V,gå ned,ilioqqaasoq
897,scheinen[Sonne]::V,skinne,qinnorpoq
898,scheinen[Sonne]::V,skinne,qinngorpoq
899,donnern::V,tordne,kalleq
900,wehen::V,blåse,timmivoq
901,strömen::V,strømme,
902,fließen::V,flyte,
903,sich drehen::V,dreie seg,ipippaa
904,schwanken::V,svaie,aalavoq
905,schwingen::V,svinge,issakajaat or issakatsiaarut
906,fallen::V,falle,quasivaa
907,brennen::V,brenne,seerpoq
908,brennen::V,brenne,uuppaa
909,rauchen::V,ryke,pujoorpoq
910,regnen::V,regne,siallerpoq
911,gefrieren::V,fryse,qiulerpoq
912,tauen::V,tine,aappoq
913,schmelzen::V,smelte,aappoq
914,schmelzen::V,smelte,aatsippaa
915,trocknen::V,tørre,panerserpaa
916,sieden::V,koke,qalappoq
917,faulen::V,råtne,
918,verfaulen::V,råtne,
919,reißen::V,briste,qulli
920,reißen::V,briste,alittorpaa
921,reißen::V,briste,kimillanneq
922,versinken::V,synke,kivivaa
923,versinken::V,synke,apparpoq
924,versinken::V,synke ned,kivivaa
925,versinken::V,synke ned,apparpoq
926,vergehen::V,forløpe,qaangerpaa
927,vergehen::V,forløpe,sarsuppoq
928,erscheinen::V,synes,takutippoq
929,verschwinden::V,forsvinne,
930,sinken::V,synke,kivivaa
931,sinken::V,synke,apparpoq
932,abnehmen::V,avta,ikillipput
933,abnehmen::V,minske,ikillipput
934,zunehmen::V,tilta,allisippaa
935,steigen::V,stige,allisippaa
936,wachsen::V,gro,allivoq
937,wachsen::V,vokse,allivoq
938,glänzen::V,skinne,qinngorpoq
939,glänzen::V,skinne,qinnorpoq
940,funkeln::V,tindre,uisorilavoq
941,lärmen::V,bråke,
942,läuten::V,ringe,avilualaarpoq
943,klingeln::V,ringe,aviluarpoq
944,klingeln::V,ringe,aviluarpaluppoq
945,klirren::V,klirre,
946,brausen::V,bruse,ittuk
947,brausen::V,bruse,ittuppoq
948,brausen::V,bruse,ittuppaluppoq
949,rauschen::V,suse,
950,klingen::V,lyde,
951,klingen::V,klinge,
952,bellen::V,gjø,qiluppoq
953,bellen::V,bjeffe,qiluppoq
954,heulen::V,ule,maarpoq
955,heulen::V,ule,maalavoq
956,heulen::V,ule,miaggoorpoq
957,blasen::V,blåse,aporneq
958,pfeifen::V,plystre,siggartartitsivoq
959,pfeifen::V,plystre,siorsulavoq
960,schreien::V,skrike,suaarpoq
961,stöhnen::V,stønne,nipiliorpoq
962,stöhnen::V,stønne,nipilliorpoq
963,zittern::V,dirre,qarsulivik
964,zittern::V,skjelve,qarsulivik
965,leben::V,leve,inuuvoq
966,geboren werden::V,fødes,inuuvoq
967,geboren werden::V,fødes,inunngorpoq
968,atmen::V,ånde,anersaarpoq
969,atmen::V,puste,anersaarpoq
970,trinken::V,drikke,imerpoq
971,essen::V,spise,tamorpoq
972,schlucken::V,svelge,tuluarnaq
973,müde werden::V,bli trett,
974,einschlafen::V,sovne,sinippoq
975,schlafen::V,sove,sinik
976,aufwachen::V,våkne,iterpoq
977,aufwachen::V,våkne,eqqumavoq
978,aufstehen::V,stå opp,makippoq
979,sich erholen::V,bli bra,qasuerserpoq
980,sich erholen::V,komme seg,qasuerserpoq
981,krank werden::V,bli syk,
982,krank sein::V,være syk,
983,schmerzen::V,gjøre vondt,anneraa
984,schmerzen::V,gjøre vondt,annernarpoq
985,husten::V,hoste,quersorpoq
986,genesen::V,komme seg,ajunngissivoq
987,genesen::V,komme seg,ilisimmarpoq
988,genesen::V,komme seg,ilorrippoq
989,sterben::V,dø,toquvoq
990,umkommen::V,omkomme,
991,sich bewegen::V,bevege seg,ingerlavoq
992,sich rühren::V,røre på seg,
993,sich erheben::V,reise seg,
994,sich setzen::V,sette sig,ingippoq
995,hinfallen::V,falle over ende,
996,laufen::V,løpe,arpappoq
997,schreiten::V,skride,ingerlavoq
998,spazierengehen::V,spasere,utertakajaarpoq
999,spazierengehen::V,spasere,utertakattajaarpoq
1000,spazierengehen::V,gå en tur,utertakajaarpoq
1001,spazierengehen::V,gå en tur,utertakattajaarpoq
1002,eilen::V,ile,qaa qaa
1003,eilen::V,ile,qiilasaarpoq
1004,eilen::V,ile,ingerlasaarpaa
1005,sich beeilen::V,skynde seg,tuaviorpoq
1006,sausen::V,suse,uiguut
1007,rennen::V,løpe,igivoq
1008,springen::V,hoppe,upernassaq
1009,springen::V,springe,upernassaq
1010,klettern::V,klatre,pilaakkeerpoq
1011,schaukeln::V,huske,aalavoq
1012,kriechen::V,krype,
1013,schwimmen::V,svømme,naluppoq
1014,tauchen::V,dykke,allorpoq
1015,rudern::V,ro,ipuppaa
1016,fahren::V,kjøre,qimusserpoq
1017,fliegen::V,fly,timmivoq
1018,gehen::V,gå,
1019,weggehen::V,gå bort,piiarpoq
1020,abfahren::V,reise,
1021,anhalten::V,stanse,unitsippaa
1022,hineingehen::V,gå inn,timaappaa
1023,eintreten::V,tre inn,allattorpaa
1024,kommen::V,komme,qaa-
1025,kommen::V,komme,pivaa
1026,ankommen::V,ankomme,tikippoq
1027,ankommen::V,komme til,tikippoq
1028,zurückkommen::V,komme tilbake,angerlarpoq
1029,bleiben::V,bli,uninngavoq
1030,bleiben::V,forbli,uninngavoq
1031,warten::V,vente,paavoq
1032,warten::V,vente,utaqqivoq
1033,erwarten::V,vente,
1034,suchen::V,søke,nivivaa
1035,finden::V,finne,nanivaa
1036,versuchen::V,prøve,uuppaa
1037,versuchen::V,prøve,ussersarpaa
1038,versuchen::V,forsøke,uuppaa
1039,versuchen::V,forsøke,ussersarpaa
1040,vorbereiten::V,forberede,piareersarpaa
1041,lieben::V,elske,asavaa
1042,mögen::V,like,akaaraa
1043,lachen::V,le,
1044,rühren::V,røre,qeerlerpaa
1045,weinen::V,gråte,qiavoq
1046,schimpfen::V,skjelle,qatimaarpoq
1047,sich ärgern::V,ergre seg,ugguutigaa
1048,sich fürchten::V,være redd,eqqanaarpoq
1049,fürchten::V,være redd for,ersigaa
1050,fliehen::V,rømme,qimaavoq
1051,fliehen::V,flykte,qimaavoq
1052,flüchten::V,flykte,allikarfigaa
1053,sehen::V,se,isigaa
1054,anschauen::V,se på,
1055,anschauen::V,betrakte,
1056,ansehen::V,anse,alaatsinaappaa
1057,hören::V,høre,tusarpaa
1058,zuhören::V,tilhøre,naalappoq
1059,probieren::V,smake,
1060,probieren::V,smake på,
1061,riechen::V,lukte,tipippoq
1062,fühlen::V,føle,misigaa
1063,scheinen::V,se ut,takutippoq
1064,zu sehen sein::V,synes,
1065,vernehmen::V,få vite,
1066,frieren::V,fryse,qiiavoq
1067,tun::V,gjøre,iliorpoq
1068,können::V,kunne,
1069,wollen::V,ville,piumavaa
1070,anfangen::V,begynne,pilerpoq
1071,beenden::V,avslutte,naggaserpaa
1072,aufhören::V,slutte,naammatsippaa
1073,aufhören::V,holde opp,naammatsippaa
1074,gelingen::V,lykkes,
1075,geraten::V,bli,
1076,öffnen::V,åpne,ammarpaa
1077,schließen::V,lukke,matuaa
1078,schließen::V,stenge,matuaa
1079,stellen::V,stille,ilivaa
1080,stellen::V,stille,iliorarpai
1081,stellen::V,stille,ilioqqarpai
1082,setzen::V,sette,iliorarpai
1083,setzen::V,sette,ilioqqarpai
1084,legen::V,legge,ilivaa
1085,berühren::V,berøre,attorpaa
1086,verbinden::V,forbinde,taperserpaa
1087,bedecken::V,dekke,iikkerpaa
1088,bedecken::V,dekke,iikkersorpaa
1089,aufhängen::V,henge,inivaa
1090,aufhängen::V,henge,iniorarpai
1091,aufhängen::V,henge opp,inivaa
1092,aufhängen::V,henge opp,iniorarpai
1093,anzünden::V,tenne,saggaavoq
1094,anzünden::V,antenne,saggaavoq
1095,anzünden::V,tenne på,saggaavoq
1096,aufheben::V,løfte,allisippaa
1097,aufheben::V,ta opp,allisippaa
1098,zurücklassen::V,slippe tilbake,aallarpoq
1099,verlieren::V,miste,annaavaa
1100,fallen lassen::V,droppe,nakkaavaa
1101,fallen lassen::V,la falle,nakkaavaa
1102,machen::V,lage,iliorpoq
1103,machen::V,gjøre,iliorpoq
1104,herstellen::V,fremstille,anillatsippaa
1105,bauen::V,bygge,marrarterpaa
1106,reparieren::V,reparere,iluarsaappaa
1107,verbessern::V,rette,naqqippaa
1108,verbessern::V,forbedre,naqqippaa
1109,ändern::V,forandre,
1110,graben::V,grave,assappaa
1111,beugen::V,bøye,qappappoq
1112,biegen::V,bøye,qappappoq
1113,drehen::V,dreie,
1114,wenden::V,vende,assappaa
1115,wenden::V,vende,assakarpoq
1116,umdrehen::V,snu,assakartippaa
1117,heben::V,heve,kivippaa
1118,hochheben::V,løfte,kissumiarpaa
1119,ergreifen::V,gripe,isaappaa
1120,ergreifen::V,gripe,isaguppaa
1121,ergreifen::V,få tak i,isaappaa
1122,ergreifen::V,få tak i,isaguppaa
1123,halten::V,holde,minarpaa
1124,drücken::V,trykke,naqittaat
1125,schieben::V,skyve,
1126,kratzen::V,klø,qitsuppaa
1127,kratzen::V,klore,qitsuppaa
1128,lecken::V,slikke,aluppaa
1129,beißen::V,bite,kiivaa
1130,abreißen::V,rive av,aqqarpaa
1131,abreißen::V,rive av,isaterpaa
1132,abschneiden::V,skjære av,kipivaa
1133,binden::V,binde,kakkersarpaa
1134,stecken::V,stikke,kussunneq
1135,brechen::V,bryte,nallorpaa
1136,brechen::V,briste,nallorpaa
1137,klopfen::V,banke,pattappaa
1138,hauen::V,hogge,aqivaa
1139,kleben::V,klistre,qaappoq
1140,reiben::V,gni,tagiarpaa
1141,reiben::V,gni,tangiarpaa
1142,streichen::V,stryke,erlerpoq
1143,schleifen::V,slipe,sequppaa
1144,schneiden::V,klippe,uullivoq
1145,rütteln::V,ruske,
1146,schütteln::V,riste,aalavoq
1147,schwenken::V,svinge,issarpoq
1148,schütten::V,helle,
1149,füllen::V,fylle,immerpaa
1150,einwickeln::V,vikle inn,immoqquserpaa
1151,tragen::V,bære,maqippaa
1152,tragen::V,bære,assartorpoq
1153,schleppen::V,slepe,assartorpoq
1154,ziehen::V,dra,kalippaa
1155,ziehen::V,dra,kalissarpoq
1156,ziehen::V,trekke,kalippaa
1157,ziehen::V,trekke,kalissarpoq
1158,aufbewahren::V,oppbevare,toqqorpaa
1159,aufbewahren::V,ta vare på,toqqorpaa
1160,werfen::V,kaste,kuivaa
1161,fangen::V,fange,anguaa
1162,packen::V,gripe,
1163,packen::V,gripe tak i,
1164,verstecken::V,gjemme,anngigaa
1165,teilen::V,dele,agguut
1166,teilen::V,dele,agguusersorpaa
1167,schicken::V,sende,nassiuppaa
1168,bringen::V,bringe,aggiuppaa
1169,bringen::V,bringe,nassataraa
1170,hinzufügen::V,tilføye,
1171,bekommen::V,få,tiguaa
1172,erhalten::V,få,tiguaa
1173,nehmen::V,ta,pivoq
1174,nehmen::V,ta,tiguaa
1175,wählen::V,velge,
1176,auswählen::V,velge ut,
1177,bewahren::V,bevare,sukkunik simerserpaa
1178,behindern::V,hindre,
1179,behindern::V,forhindre,
1180,verderben::V,ødelegge,asiutippaa
1181,verderben::V,ødelegge,piuneerunnerit
1182,beschädigen::V,skade,
1183,zerbrechen::V,brekke i stykker,ukuvoq
1184,zerreißen::V,rive i stykker,tisavaa
1185,zerreißen::V,rive i stykker,alittorpaa
1186,zerstören::V,ødelegge,aserorpaa
1187,verbrennen::V,brenne,seerpoq
1188,verbrennen::V,brenne opp,seerpoq
1189,geben::V,gi,pivoq
1190,reichen::V,rekke,
1191,schenken::V,forære,
1192,schenken::V,skjenke,
1193,versprechen::V,love,neriorsorpaa
1194,wünschen::V,ønske,kissaat
1195,loben::V,rose,nersorpaa
1196,loben::V,rose,nersornaat
1197,küssen::V,kysse,kunippaa
1198,küssen::V,kysse,kunissorpaa
1199,wiegen::V,vogge,
1200,zudecken::V,dekke til,majorpaa
1201,wecken::V,vekke,itersarpaa
1202,zeigen::V,vise,tikkuuppaa
1203,führen::V,føre,tasissiuppaa
1204,führen::V,føre,ilitsersorpaa
1205,führen::V,føre,tasissersuuppaa
1206,lehren::V,lære,ilinniartippaa
1207,unterrichten::V,undervise,ajoqerpaa
1208,unterrichten::V,undervise,ajoqersorpaa
1209,unterrichten::V,undervise,ilinniartitsivoq
1210,aufziehen::V,oppdra,inororsarpaa
1211,leiten::V,lede,iluatsippaa
1212,antreiben::V,drive på,ikusimmippaa
1213,lassen::V,få til å,
1214,einladen::V,be,qaaqquaa
1215,einladen::V,be,qaasarpaa
1216,einladen::V,invitere,qaaqquaa
1217,einladen::V,invitere,qaasarpaa
1218,vereinigen::V,forene,taperserpaa
1219,besuchen::V,besøke,tikeraarpaa
1220,treffen::V,møte,aporappaa
1221,treffen::V,treffe,aporappaa
1222,sich versammeln::V,forsamles,majorpoq
1223,spielen::V,leke,pinnguarpoq
1224,spielen::V,spille,pinnguarpoq
1225,singen::V,synge,erinarsorpoq
1226,tanzen::V,danse,qitippoq
1227,sich trennen::V,skilles,immikkoortippaa
1228,verlassen::V,forlate,
1229,retten::V,redde,annaappaa
1230,bewachen::V,bevokte,
1231,schützen::V,verne,eriagaa
1232,schützen::V,verne,pineqartaalivaa
1233,schützen::V,beskytte,eriagaa
1234,schützen::V,beskytte,pineqartaalivaa
1235,verteidigen::V,forsvare,
1236,sich schlagen::V,slåss,
1237,schießen::V,skyte,aallaavaa
1238,schießen::V,skyte,piseriuppaa
1239,siegen::V,seire,
1240,ärgern::V,ergre,ninngassarpaa
1241,ärgern::V,ergre,ninngassaarpaa
1242,treten::V,sparke,tukerpoq
1243,stechen::V,stikke,iguppaa
1244,stechen::V,stikke,qasilippoq
1245,stoßen::V,støte,ikuserpaa
1246,stoßen::V,støte,ikusimmippaa
1247,stehlen::V,stjele,tillippaa
1248,stören::V,forstyrre,akornuserpaa
1249,belästigen::V,plage,
1250,belästigen::V,sjenere,
1251,verbergen::V,gjemme,anngigaa
1252,täuschen::V,villede,
1253,betrügen::V,bedra,peqquserluttuliorfigaa
1254,töten::V,drepe,maappaa
1255,töten::V,drepe,toquppaa
1256,wohnen::V,bo,najugaqarpoq
1257,arbeiten::V,arbeide,sulivoq
1258,sammeln::V,samle,katersorpai
1259,pflücken::V,plukke,
1260,jagen::V,jage,piniarpoq
1261,fischen::V,fiske,aalisarpoq
1262,fassen::V,fange,
1263,hüten::V,vokte,
1264,treiben::V,drive,
1265,anbinden::V,feste,qilerut
1266,anbinden::V,feste,qilersorpaa
1267,anbinden::V,feste,ungerlatserpaa
1268,füttern::V,fore,nerlerpaa
1269,melken::V,melke,
1270,hacken::V,hakke,
1271,gießen::V,helle,imerterpaa
1272,reifen::V,modne,
1273,zubereiten::V,lage,
1274,zubereiten::V,tilberede,
1275,kochen::V,koke,igavoq
1276,backen::V,bake,
1277,braten::V,steke,siappaa
1278,umrühren::V,røre om,qeerlerpaa
1279,stricken::V,strikke,
1280,nähen::V,sy,
1281,färben::V,farge,misuppaa
1282,reinigen::V,rense,sanniarpaa
1283,reinigen::V,gjøre ren,sanniarpaa
1284,waschen::V,vaske,asappaa
1285,abwischen::V,tørke av,saligarpaa
1286,abwischen::V,tørke av,saligartorpaa
1287,spülen::V,spyle,
1288,spülen::V,skylle,
1289,fegen::V,feie,sanngiarpaa
1290,kehren::V,koste,
1291,baden::V,bade,uffarpoq
1292,sich waschen::V,vaske seg,uffarpoq
1293,ausziehen::V,ta av,annoraajarpaa
1294,anziehen::V,ta på,ativaa
1295,anziehen::V,ta på,atitippaa
1296,sich anziehen::V,kle på seg,atisalersorpoq
1297,kämmen::V,gre,
1298,kämmen::V,kjemme,
1299,schmücken::V,pynte,
1300,schmücken::V,smykke,
1301,sagen::V,si,oqarpoq
1302,sprechen::V,snakke,oqaluttarpoq
1303,reden::V,tale,oqaluppoq
1304,reden::V,snakke,oqaluppoq
1305,sich unterhalten::V,samtale,
1306,fragen::V,spørre,aperaa
1307,bitten::V,be,aperaa
1308,bitten::V,be,qinnuigaa
1309,erzählen::V,fortelle,oqaluttuaraa
1310,mitteilen::V,meddele,oqalualaarpoq
1311,nennen::V,kalle,
1312,rufen::V,rope,qaaqquaa
1313,prahlen::V,skryte,oqqartuvoq
1314,prahlen::V,skryte,oqallortuvoq
1315,übersetzen::V,oversette,ikaarpoq
1316,übersetzen::V,oversette,nutserpaa
1317,denken::V,tenke,isumaqarpoq
1318,glauben::V,tro,upperaa
1319,glauben::V,tro,isumaqarpoq
1320,bemerken::V,bemerke,
1321,bemerken::V,legge merke til,
1322,erkennen::V,gjenkjenne,ilisaraa
1323,begreifen::V,begripe,
1324,verstehen::V,forstå,paasivaa
1325,verstehen::V,skjønne,paasivaa
1326,lernen::V,lære,ilinniarpoq
1327,wissen::V,vite,nalunngilaa
1328,sich erinnern an::V,huske på,eqqaavaa
1329,vergessen::V,glemme,puiorpaa
1330,messen::V,måle,ussersarpaa
1331,zählen::V,telle,kisitsivoq
1332,rechnen::V,regne,kisitsivoq
1333,lesen::V,lese,atuarpoq
1334,malen::V,male,qalipappaa
1335,zeichnen::V,tegne,
1336,schreiben::V,skrive,allappoq
1337,besitzen::V,eie,
1338,besitzen::V,inneha,
1339,kaufen::V,kjøpe,pisiaraa
1340,verkaufen::V,selge,akigaa
1341,bezahlen::V,betale,akilerpaa
1342,zahlen::V,betale,
1343,beherrschen::V,beherske,inappaa
1344,ertragen::V,orke,ernertaaraa
1345,schlagen::V,,unatarpaa
