,Concept_ID,kv,he
785,sieden::V,пизьны,רתח
786,faulen::V,нёльзьыны,רקב
787,verfaulen::V,тӧрмыны,רקב
788,verfaulen::V,сiсьмыны,רקב
789,reißen::V,косясьны,נקרע
790,versinken::V,вӧйны,טבע
791,vergehen::V,мунны,עבר
792,erscheinen::V,мыччисьны,נגלה
793,erscheinen::V,мыччисьны,הופיע
794,verschwinden::V,ӧшны,נעלם
795,sinken::V,ямны,ירד
796,abnehmen::V,ямны,הפחית
797,zunehmen::V,паськавны,רבה
798,steigen::V,лэбтiсьны,עלה
799,wachsen::V,быдмыны,גדל
800,glänzen::V,свиттявны,נצץ
801,glänzen::V,свиттявны,בהק
802,funkeln::V,югйовтлыны,נצנץ
803,funkeln::V,югйӧв-керны,נצנץ
804,lärmen::V,чавзыны,רעש
805,läuten::V,диньгыны,צלצל
806,klingeln::V,силькӧтны,צלצל
807,klirren::V,жольӧтны,קרקש
808,brausen::V,гуасьны,געש
809,rauschen::V,кышӧтны,רשרש
810,klingen::V,горавны,נשמע
811,bellen::V,увтны,נבח
812,bellen::V,вувтны,נבח
813,heulen::V,уннявны,ילל
814,blasen::V,пӧлявны,נשף
815,pfeifen::V,пиксыны,שרק
816,schreien::V,айзыны,צעק
817,stöhnen::V,ойзыны,נאנק
818,stöhnen::V,ружтыны,נאנק
819,zittern::V,легьявны,רעד
820,leben::V,овны,חי
821,geboren werden::V,шогмыны,נולד
822,atmen::V,лолавны,נשם
823,trinken::V,юны,שתה
824,essen::V,сёйны,אכל
825,schlucken::V,ньылавны,בלע
826,müde werden::V,мыдзны,התעיף
827,einschlafen::V,ланьтны,נרדם
828,schlafen::V,узьны,ישן
829,aufwachen::V,саймыны,התעורר
830,aufwachen::V,пальмыны,התעורר
831,aufstehen::V,сувтны,קם
832,sich erholen::V,шоччисьлыны,נפש
833,krank werden::V,моржитны,חלה
834,krank sein::V,шогавны,היה חולה
835,krank sein::V,визьӧтны,היה חולה
836,schmerzen::V,висьны,כאב
837,husten::V,кашляйтны,השתעל
838,genesen::V,бурдны,הבריא
839,sterben::V,кувны,מת
840,umkommen::V,вийсьыны,נספה
841,sich bewegen::V,локны,נע
842,sich bewegen::V,ветлӧтны,נע
843,sich rühren::V,вӧрзьӧтчыны,זז
844,sich erheben::V,сувтны,קם
845,sich setzen::V,пуксьыны,התישב
846,hinfallen::V,пӧрласьны,נפל
847,laufen::V,мунны,הלך ברגל
848,schreiten::V,тальччавны,פסע
849,spazierengehen::V,котрасьны,טיל
850,eilen::V,тэрмасьны,אץ
851,eilen::V,тэрмасьны,מהר
852,sich beeilen::V,тэрмасьны,מהר
853,sausen::V,вирдавны-котӧртны,אץ
854,springen::V,чеччавны,קפץ
855,klettern::V,кышасьны,טפס
856,schaukeln::V,чурликасьны,התנדנד
857,kriechen::V,кыскасьны-мунны,זחל
858,schwimmen::V,вартчыны,שחה
859,tauchen::V,сунгисьны ваӧ,צלל
860,rudern::V,сынны,חתר
861,fahren::V,мунны,נסע
862,fliegen::V,лэбавны,עף
863,gehen::V,мунны,הלך
864,weggehen::V,мунны,עזב
865,abfahren::V,иньдӧтчыны,יצא
866,abfahren::V,мунны,יצא
867,anhalten::V,сувтны,עצר
868,hineingehen::V,пырны,נכנס
869,eintreten::V,пырны,נכנס
870,kommen::V,локны,בא
871,ankommen::V,локны,הגיע
872,zurückkommen::V,бертны,שב
873,zurückkommen::V,бертны,חזר
874,zurückkommen::V,панӧвтсьыны,שב
875,zurückkommen::V,панӧвтсьыны,חזר
876,bleiben::V,кольччыны,נשאר
877,warten::V,видзчисьны,חכה
878,warten::V,видзчисьны,המתין
879,erwarten::V,видзчисьны,צפה
880,suchen::V,кошшыны,חפש
881,finden::V,адззыны,מצא
882,versuchen::V,пондыны,נסה
883,versuchen::V,пондӧтны,נסה
884,vorbereiten::V,лӧсьӧтны,הכין
885,lieben::V,милуйтны,אהב
886,mögen::V,радейтны,אהב
887,lachen::V,серавны,צחק
888,rühren::V,сьӧлӧм вӧрзьӧтны,נגע ללב
889,weinen::V,горзыны,בכה
890,schimpfen::V,видчыны,גער
891,sich ärgern::V,лёкавны,זעם
892,sich ärgern::V,лёкавны,כעס
893,sich fürchten::V,повны,פחד
894,sich fürchten::V,повны,חשש
895,fürchten::V,повны,פחד מ
896,fürchten::V,повны,חשש מ
897,fliehen::V,пышшыны,ברח
898,flüchten::V,пышшыны,נמלט
899,sehen::V,адззыны,ראה
900,anschauen::V,видзӧтны,הביט
901,ansehen::V,видзӧтны,התבונן
902,hören::V,кывны,שמע
903,zuhören::V,кывзыны,הקשיב
904,probieren::V,пешлыны,נסה
905,riechen::V,дукавны,הריח
906,fühlen::V,кывны,חש
907,scheinen::V,декуйтчыны,נדמה
908,zu sehen sein::V,тыдавны,נראה
909,vernehmen::V,тӧдмавны,נודע ל
910,frieren::V,гегдыны,קר ל
911,tun::V,керны,פעל
912,können::V,вермыны,יכל
913,wollen::V,мӧдны,רצה
914,anfangen::V,петны,התחיל
915,beenden::V,ештӧтны,גמר
916,beenden::V,керыштны,גמר
917,aufhören::V,дугдыны,סים
918,gelingen::V,шогмыны,הצליח
919,geraten::V,мыччисьны,עלה
920,öffnen::V,осьтны,פתח
921,schließen::V,пӧднавны,סגר
922,stellen::V,сувтӧтны,העמיד
923,setzen::V,пуксьӧтны,הושיב
924,legen::V,пуктыны,שם
925,berühren::V,вӧрзьӧтны,נגע
926,verbinden::V,йитны,קשר
927,bedecken::V,вевттьыны,כסה
928,aufhängen::V,ӧшӧтны,תלה
929,anzünden::V,ӧзтыны,הצית
930,aufheben::V,лэбтыны,אסף
931,zurücklassen::V,кольны,השאיר
932,verlieren::V,ӧштыны,אבד
933,fallen lassen::V,уськӧтны,שמט
934,fallen lassen::V,уськӧтны,הפיל
935,machen::V,керны,עשה
936,herstellen::V,вӧчны,יצר
937,bauen::V,строитны,בנה
938,reparieren::V,вочны,תקן
939,verbessern::V,бурсьӧтны,שפר
940,ändern::V,вежны,שנה
941,graben::V,гарйыны,חפר
942,beugen::V,кусіньтны,כפף
943,biegen::V,чукыльтыштны,כופף
944,drehen::V,бергӧтны,סובב
945,wenden::V,бергӧтны,הפך
946,umdrehen::V,бергӧтны,סובב
947,heben::V,лэбтыны,הרים
948,hochheben::V,лэбтыны,הרים
949,ergreifen::V,кватитны,אחז
950,halten::V,видзны,החזיק
951,drücken::V,личкыны,לחץ
952,schieben::V,тойлавны,הזיז
953,kratzen::V,шаркӧтны,שרט
954,kratzen::V,шаркӧтны,שפשף
955,lecken::V,нювны,לקק
956,beißen::V,йирны,נשך
957,abreißen::V,орӧтны,קרע
958,abschneiden::V,шӧрыштны,חתך
959,abschneiden::V,вундыштны,חתך
960,binden::V,гӧрдззыны,קשר
961,stecken::V,мӧртны,תקע
962,brechen::V,жугдыны,שבר
963,klopfen::V,зукӧтны,נקש
964,hauen::V,желльыны,הכה
965,kleben::V,лякӧтны,הדביק
966,reiben::V,зыртны,שפשף
967,streichen::V,мавтны,מרח
968,schleifen::V,кыскыны,השחיז
969,schneiden::V,вундавны,גזר
970,rütteln::V,шатлавны,נענע
971,schütteln::V,зыбӧтны,נער
972,schwenken::V,ӧвтны,נופף
973,schwenken::V,ӧвтны,טלטל
974,schwenken::V,макайтны,נופף
975,schwenken::V,макайтны,טלטל
976,schütten::V,кисьтны,שפך
977,füllen::V,тыртны,מלא
978,füllen::V,тырсьӧтны,מלא
979,einwickeln::V,тубны,עטף
980,tragen::V,новйӧтны,נשא
981,schleppen::V,кыскыны,סחב
982,ziehen::V,кыскыны,משך
983,aufbewahren::V,видзны,שמר
984,werfen::V,шентывлыны,זרק
985,fangen::V,кутны,תפס
986,packen::V,кутасьны,אחז
987,packen::V,кватитны,אחז
988,verstecken::V,дзебны,החביא
989,teilen::V,торйӧтны,חלק
990,schicken::V,иньдыны,שלח
991,bringen::V,вайны,הביא
992,hinzufügen::V,содтыны,הוסיף
993,bekommen::V,получитны,תפס
994,erhalten::V,получитны,קבל
995,nehmen::V,босьтны,אחז
996,wählen::V,бӧрйыны,בחר
997,auswählen::V,бӧрйыны,בחר ב
998,bewahren::V,видзны,קים
999,behindern::V,падтыны,מנע
1000,verderben::V,изводавны,מנע
1001,beschädigen::V,паздыны,הזיק
1002,zerbrechen::V,паздыны,נשבר
1003,zerreißen::V,косявны,קרע
1004,zerstören::V,паздыны,הרס
1005,zerstören::V,паздыны,השמיד
1006,verbrennen::V,сотны,שרף
1007,geben::V,сетны,נתן
1008,reichen::V,сетны,העביר
1009,schenken::V,козьнавны,נתן במתנה
1010,versprechen::V,кӧсйыны,הבטיח
1011,wünschen::V,бурсьыны,אחל
1012,loben::V,ошкыны,שבח
1013,küssen::V,окавны,נשק
1014,wiegen::V,тюттьӧтны,נדנד
1015,zudecken::V,вевттьыны,כסה
1016,wecken::V,саймӧтны,עורר
1017,zeigen::V,мыччавны,הראה
1018,führen::V,нуӧтны,הביא
1019,führen::V,нуӧтны,הוביל
1020,lehren::V,велӧтны,למד
1021,unterrichten::V,велӧтны,למד
1022,aufziehen::V,быдтыны,רומם
1023,leiten::V,юравны,נהל
1024,leiten::V,веськӧтлыны,נהל
1025,antreiben::V,тэрмӧтны,המרץ
1026,lassen::V,-ӧтыны,נתן
1027,einladen::V,корны,הזמין
1028,vereinigen::V,ӧтувтны,אחד
1029,vereinigen::V,ӧтувтны,לכד
1030,vereinigen::V,ӧтлаавны,אחד
1031,vereinigen::V,ӧтлаавны,לכד
1032,besuchen::V,пыравлыны,בקר
1033,treffen::V,пантавны,פגש
1034,sich versammeln::V,ӧксьыны,התאסף
1035,spielen::V,орсны,שחק
1036,singen::V,сьывны,שר
1037,tanzen::V,йӧктыны,רקד
1038,sich trennen::V,торьясьны,נפרד
1039,verlassen::V,кольны,עזב
1040,retten::V,мынтны,הציל
1041,bewachen::V,смекайтны,שמר
1042,schützen::V,дорйыны,אבטח
1043,verteidigen::V,дорйыны,הגן
1044,sich schlagen::V,тышкасьны,התכתש
1045,schießen::V,лыйны,ירה
1046,siegen::V,вермыны,גבר
1047,siegen::V,вермыны,נצח
1048,ärgern::V,лӧгӧтны,עצבן
1049,schlagen::V,базнитны,הכה
1050,schlagen::V,базнитны,הלקה
1051,treten::V,чужьявны,בעט
1052,stechen::V,бытшкыны,דקר
1053,stoßen::V,тапкыны,דחק
1054,stoßen::V,тойыштны,דחק
1055,stehlen::V,гусявны,גנב
1056,stören::V,костіавны,קטע
1057,stören::V,костіавны,הפריע
1058,belästigen::V,назыляйтны,הציק
1059,belästigen::V,назыляйтны,הטריד
1060,verbergen::V,дзебны,הצניע
1061,täuschen::V,бӧбӧтны,שגע
1062,täuschen::V,пӧрьявны,שגע
1063,betrügen::V,муклачитны,הונה
1064,töten::V,вийны,הרג
1065,wohnen::V,овны,גר
1066,arbeiten::V,уджавны,עבד
1067,sammeln::V,ӧктыны,אסף
1068,pflücken::V,судзлавны,קטף
1069,jagen::V,вӧравны,צד
1070,fischen::V,чериавны,דג
1071,fassen::V,кутны,תפס
1072,hüten::V,вердны,רעה
1073,hüten::V,йирсьӧтны,רעה
1074,treiben::V,вашӧтны,הוציא
1075,anbinden::V,кӧртавны,קשר
1076,füttern::V,вердны,הלעיט
1077,melken::V,высьтыны,חלב
1078,melken::V,чилькӧтны,חלב
1079,hacken::V,керавны,קצץ
1080,gießen::V,киськавны,השקה
1081,reifen::V,кисьмыны,בשל
1082,zubereiten::V,лӧсьӧтны,הכין
1083,kochen::V,пуны,בשל
1084,backen::V,пӧжавны,אפה
1085,braten::V,жаритны,צלה
1086,braten::V,жаритны,טגן
1087,umrühren::V,соравны,ערבב
1088,stricken::V,домавны,סרג
1089,nähen::V,вурны,תפר
1090,färben::V,краситны,צבע
1091,reinigen::V,весӧтны,נקה
1092,waschen::V,пеславны,רחץ
1093,waschen::V,пеславны,כבס
1094,abwischen::V,чышкыны,נגב
1095,spülen::V,гывьявны,שטף
1096,fegen::V,чышкыны,טאטא
1097,kehren::V,чышкыны,טאטא
1098,baden::V,купайтчыны ,טבל
1099,baden::V,купайтчыны ,שחה
1100,sich waschen::V,миссьыны,התרחץ
1101,ausziehen::V,гыжтӧтны,הוריד
1102,ausziehen::V,пӧрччавны,הוריד
1103,anziehen::V,пасьтавны,לבש
1104,sich anziehen::V,пасьтасьны,התלבש
1105,kämmen::V,сынавны,סרק
1106,schmücken::V,баситны,קשט
1107,sagen::V,висьтавны,אמר
1108,sprechen::V,шуны,דבר
1109,reden::V,баитны,דבר
1110,sich unterhalten::V,сёрнитны,שוחח
1111,fragen::V,юавны,שאל
1112,bitten::V,корны,בקש
1113,erzählen::V,висьтавны,ספר
1114,mitteilen::V,висьтавны,מסר
1115,mitteilen::V,висьтавны,הודיע
1116,nennen::V,нимтны,קרא בשם
1117,rufen::V,китсавны,גיס
1118,rufen::V,китсавны,הזמין לבוא
1119,rufen::V,корны,גיס
1120,rufen::V,корны,הזמין לבוא
1121,rufen::V,чукӧстны,גיס
1122,rufen::V,чукӧстны,הזמין לבוא
1123,prahlen::V,ошшасьны,התרברב
1124,übersetzen::V,вуджӧтны,תרגם
1125,denken::V,чайтны,חשב
1126,glauben::V,веритны,האמין
1127,bemerken::V,казявны,הבחין
1128,erkennen::V,тӧдсавны,זהה
1129,begreifen::V,вежӧртны,קלט
1130,begreifen::V,вежӧртны,הבין
1131,verstehen::V,кывны,הבין
1132,lernen::V,велӧтчыны,למד
1133,wissen::V,тӧдны,ידע
1134,sich erinnern an::V,касьтывны,זכר
1135,vergessen::V,вунӧтны,שכח
1136,messen::V,меряйтны,מדד
1137,zählen::V,лыддьыны,ספר
1138,rechnen::V,лыддьыны,חשב
1139,lesen::V,лыддьӧтны,קרא
1140,zeichnen::V,гижмавны,שרטט
1141,schreiben::V,гижны,כתב
1142,besitzen::V,лоны,היה בעל של
1143,kaufen::V,небны,קנה
1144,kaufen::V,небны,רכש
1145,verkaufen::V,вузавны,מכר
1146,bezahlen::V,вештыны,שלם
1147,zahlen::V,вештыны,שלם
1148,ertragen::V,терпитны,סבל
1149,Insel::N,,אי
1150,Menge::N,,כמות
1151,Gewalt::N,,אלימות
1152,Alter::N,,גיל
1153,richtig::A,,נכון
1154,wahr::A,,אמתי
1155,berühmt::A,,מפרסם
1156,allein::ADV,,לבד
1157,rennen::V,,רץ
1158,malen::V,,ציר
1159,beherrschen::V,,שלט
