,Concept_ID,kv,uk
806,wachsen::V,быдмыны,рости
807,glänzen::V,свиттявны,блищати
808,funkeln::V,югйовтлыны,блискати
809,funkeln::V,югйӧв-керны,блискати
810,lärmen::V,чавзыны,шуміти
811,läuten::V,диньгыны,дзвонити
812,klingeln::V,силькӧтны,дзвонити
813,klirren::V,жольӧтны,дзвякати
814,brausen::V,гуасьны,бушувати
815,rauschen::V,кышӧтны,шелестіти
816,klingen::V,горавны,лунати
817,klingen::V,горавны,звучати
818,bellen::V,увтны,гавкати
819,bellen::V,вувтны,гавкати
820,heulen::V,уннявны,вити
821,blasen::V,пӧлявны,дунути
822,pfeifen::V,пиксыны,свистіти
823,schreien::V,айзыны,кричати
824,stöhnen::V,ойзыны,стогнати
825,stöhnen::V,ружтыны,стогнати
826,zittern::V,легьявны,тремтіти
827,leben::V,овны,жити
828,geboren werden::V,шогмыны,народитися
829,atmen::V,лолавны,дихати
830,trinken::V,юны,пити
831,essen::V,сёйны,їсти
832,schlucken::V,ньылавны,ковтати
833,müde werden::V,мыдзны,втомитися
834,einschlafen::V,ланьтны,заснути
835,schlafen::V,узьны,спати
836,aufwachen::V,саймыны,прокинутися
837,aufwachen::V,пальмыны,прокинутися
838,aufstehen::V,сувтны,встати
839,sich erholen::V,шоччисьлыны,відпочивати
840,krank werden::V,моржитны,захворіти
841,krank sein::V,шогавны,хворіти
842,krank sein::V,визьӧтны,хворіти
843,schmerzen::V,висьны,боліти
844,husten::V,кашляйтны,кашляти
845,genesen::V,бурдны,одужати
846,genesen::V,бурдны,видужати
847,sterben::V,кувны,померти
848,umkommen::V,вийсьыны,згинути
849,sich bewegen::V,локны,рухатися
850,sich bewegen::V,ветлӧтны,рухатися
851,sich rühren::V,вӧрзьӧтчыны,ворушитися
852,sich erheben::V,сувтны,встати
853,sich setzen::V,пуксьыны,сісти
854,hinfallen::V,пӧрласьны,упасти
855,laufen::V,мунны,ходити
856,schreiten::V,тальччавны,крокувати
857,spazierengehen::V,котрасьны,гуляти
858,eilen::V,тэрмасьны,спішити
859,sich beeilen::V,тэрмасьны,поспішати
860,sausen::V,вирдавны-котӧртны,мчатися
861,springen::V,чеччавны,скакати
862,springen::V,чеччавны,стрибати
863,klettern::V,кышасьны,лазити
864,schaukeln::V,чурликасьны,гойдатися
865,kriechen::V,кыскасьны-мунны,повзати
866,schwimmen::V,вартчыны,пливти
867,schwimmen::V,вартчыны,плавати
868,tauchen::V,сунгисьны ваӧ,пірнати
869,rudern::V,сынны,гребти
870,rudern::V,сынны,веслувати
871,fahren::V,мунны,їхати
872,fliegen::V,лэбавны,літати
873,gehen::V,мунны,іти
874,weggehen::V,мунны,піти
875,abfahren::V,иньдӧтчыны,від’їхати
876,abfahren::V,иньдӧтчыны,відправитися
877,abfahren::V,мунны,від’їхати
878,abfahren::V,мунны,відправитися
879,anhalten::V,сувтны,зупинитися
880,hineingehen::V,пырны,входити
881,eintreten::V,пырны,увійти
882,kommen::V,локны,прийти
883,ankommen::V,локны,прибути
884,zurückkommen::V,бертны,повернутися
885,zurückkommen::V,панӧвтсьыны,повернутися
886,bleiben::V,кольччыны,залишитися
887,warten::V,видзчисьны,чекати
888,erwarten::V,видзчисьны,чекати
889,suchen::V,кошшыны,шукати
890,finden::V,адззыны,знайти
891,versuchen::V,пондыны,випробовувати
892,versuchen::V,пондӧтны,випробовувати
893,vorbereiten::V,лӧсьӧтны,підготувати
894,lieben::V,милуйтны,любити
895,mögen::V,радейтны,любити
896,mögen::V,радейтны,подобатися
897,lachen::V,серавны,сміятися
898,rühren::V,сьӧлӧм вӧрзьӧтны,розчулити
899,weinen::V,горзыны,плакати
900,schimpfen::V,видчыны,лаятися
901,sich ärgern::V,лёкавны,сердитися
902,sich fürchten::V,повны,боятися
903,fürchten::V,повны,боятися
904,fliehen::V,пышшыны,тікати
905,flüchten::V,пышшыны,утекти
906,sehen::V,адззыны,бачити
907,anschauen::V,видзӧтны,поглянути
908,ansehen::V,видзӧтны,дивитися на
909,hören::V,кывны,чути
910,zuhören::V,кывзыны,слухати
911,probieren::V,пешлыны,покуштувати
912,riechen::V,дукавны,нюхати
913,fühlen::V,кывны,відчувати
914,scheinen::V,декуйтчыны,здаватися
915,zu sehen sein::V,тыдавны,виднітися
916,vernehmen::V,тӧдмавны,почути
917,frieren::V,гегдыны,мерзнути
918,tun::V,керны,робити
919,können::V,вермыны,могти
920,wollen::V,мӧдны,хотіти
921,anfangen::V,петны,почати
922,beenden::V,ештӧтны,закінчити
923,beenden::V,керыштны,закінчити
924,aufhören::V,дугдыны,перестати
925,gelingen::V,шогмыны,вдатися
926,geraten::V,мыччисьны,опинитися
927,öffnen::V,осьтны,відкрити
928,schließen::V,пӧднавны,закрити
929,stellen::V,сувтӧтны,поставити
930,setzen::V,пуксьӧтны,посадити
931,legen::V,пуктыны,класти
932,berühren::V,вӧрзьӧтны,чіпати
933,verbinden::V,йитны,зв’язати
934,bedecken::V,вевттьыны,покрити
935,aufhängen::V,ӧшӧтны,повісити
936,anzünden::V,ӧзтыны,запалити
937,aufheben::V,лэбтыны,підняти
938,zurücklassen::V,кольны,залишити
939,verlieren::V,ӧштыны,загубити
940,fallen lassen::V,уськӧтны,упустити
941,machen::V,керны,зробити
942,herstellen::V,вӧчны,виготовити
943,bauen::V,строитны,будувати
944,reparieren::V,вочны,лагодити
945,verbessern::V,бурсьӧтны,поліпшити
946,ändern::V,вежны,змінити
947,graben::V,гарйыны,копати
948,beugen::V,кусіньтны,зігнути
949,biegen::V,чукыльтыштны,погнути
950,drehen::V,бергӧтны,вертіти
951,wenden::V,бергӧтны,повернути
952,umdrehen::V,бергӧтны,перевернути
953,heben::V,лэбтыны,піднімати
954,hochheben::V,лэбтыны,підняти
955,ergreifen::V,кватитны,схопити
956,halten::V,видзны,тримати
957,drücken::V,личкыны,натискати
958,schieben::V,тойлавны,пхати
959,schieben::V,тойлавны,штовхати
960,kratzen::V,шаркӧтны,шкребти
961,lecken::V,нювны,лизати
962,beißen::V,йирны,кусати
963,abreißen::V,орӧтны,відірвати
964,abschneiden::V,шӧрыштны,відрізати
965,abschneiden::V,вундыштны,відрізати
966,binden::V,гӧрдззыны,в’язати
967,stecken::V,мӧртны,увіткнути
968,brechen::V,жугдыны,зламати
969,klopfen::V,зукӧтны,стукати
970,hauen::V,желльыны,бити
971,kleben::V,лякӧтны,клеїти
972,reiben::V,зыртны,терти
973,streichen::V,мавтны,намазати
974,schleifen::V,кыскыны,точити
975,schneiden::V,вундавны,різати
976,rütteln::V,шатлавны,хитати
977,schütteln::V,зыбӧтны,трясти
978,schwenken::V,ӧвтны,махати
979,schwenken::V,макайтны,махати
980,schütten::V,кисьтны,налити
981,füllen::V,тыртны,наповнити
982,füllen::V,тырсьӧтны,наповнити
983,einwickeln::V,тубны,загорнути
984,tragen::V,новйӧтны,нести
985,schleppen::V,кыскыны,тягти
986,ziehen::V,кыскыны,тягнути
987,aufbewahren::V,видзны,зберігати
988,werfen::V,шентывлыны,кидати
989,fangen::V,кутны,ловити
990,packen::V,кутасьны,схопити
991,packen::V,кватитны,схопити
992,verstecken::V,дзебны,сховати
993,teilen::V,торйӧтны,розділити
994,schicken::V,иньдыны,посилати
995,bringen::V,вайны,принести
996,hinzufügen::V,содтыны,додати
997,bekommen::V,получитны,дістати
998,erhalten::V,получитны,одержати
999,nehmen::V,босьтны,взяти
1000,wählen::V,бӧрйыны,вибрати
1001,auswählen::V,бӧрйыны,відібрати
1002,bewahren::V,видзны,зберегти
1003,behindern::V,падтыны,перешкоджати
1004,verderben::V,изводавны,зіпсувати
1005,beschädigen::V,паздыны,зашкодити
1006,zerbrechen::V,паздыны,розбити
1007,zerreißen::V,косявны,розірвати
1008,zerstören::V,паздыны,зруйнувати
1009,verbrennen::V,сотны,спалити
1010,geben::V,сетны,дати
1011,reichen::V,сетны,передати
1012,schenken::V,козьнавны,дарувати
1013,versprechen::V,кӧсйыны,обіцяти
1014,wünschen::V,бурсьыны,бажати
1015,loben::V,ошкыны,хвалити
1016,küssen::V,окавны,цілувати
1017,wiegen::V,тюттьӧтны,качати
1018,zudecken::V,вевттьыны,накрити
1019,wecken::V,саймӧтны,розбудити
1020,zeigen::V,мыччавны,показати
1021,führen::V,нуӧтны,вести
1022,lehren::V,велӧтны,вчити
1023,unterrichten::V,велӧтны,викладати
1024,aufziehen::V,быдтыны,виховати
1025,leiten::V,юравны,керувати
1026,leiten::V,веськӧтлыны,керувати
1027,antreiben::V,тэрмӧтны,підганяти
1028,lassen::V,-ӧтыны,змусити
1029,einladen::V,корны,запросити
1030,vereinigen::V,ӧтувтны,об’єднати
1031,vereinigen::V,ӧтлаавны,об’єднати
1032,besuchen::V,пыравлыны,завітати
1033,besuchen::V,пыравлыны,відвідати
1034,treffen::V,пантавны,зустріти
1035,sich versammeln::V,ӧксьыны,зібратися
1036,spielen::V,орсны,грати
1037,singen::V,сьывны,співати
1038,tanzen::V,йӧктыны,танцювати
1039,sich trennen::V,торьясьны,розлучитися
1040,verlassen::V,кольны,покинути
1041,retten::V,мынтны,врятувати
1042,bewachen::V,смекайтны,охороняти
1043,schützen::V,дорйыны,уберігати
1044,verteidigen::V,дорйыны,захистити
1045,sich schlagen::V,тышкасьны,битися
1046,sich schlagen::V,тышкасьны,дратися
1047,schießen::V,лыйны,стріляти
1048,siegen::V,вермыны,перемогти
1049,ärgern::V,лӧгӧтны,сердити
1050,schlagen::V,базнитны,ударити
1051,treten::V,чужьявны,штовхати
1052,stechen::V,бытшкыны,вколоти
1053,stoßen::V,тапкыны,штовхнути
1054,stoßen::V,тойыштны,штовхнути
1055,stehlen::V,гусявны,украсти
1056,stören::V,костіавны,перешкодити
1057,belästigen::V,назыляйтны,докучати
1058,verbergen::V,дзебны,сховати
1059,täuschen::V,бӧбӧтны,обдурити
1060,täuschen::V,пӧрьявны,обдурити
1061,betrügen::V,муклачитны,зшахраювати
1062,töten::V,вийны,убити
1063,wohnen::V,овны,жити
1064,wohnen::V,овны,мешкати
1065,arbeiten::V,уджавны,працювати
1066,sammeln::V,ӧктыны,зібрати
1067,pflücken::V,судзлавны,зривати
1068,jagen::V,вӧравны,полювати
1069,fischen::V,чериавны,рибалити
1070,fassen::V,кутны,піймати
1071,hüten::V,вердны,пасти
1072,hüten::V,йирсьӧтны,пасти
1073,treiben::V,вашӧтны,гнати
1074,anbinden::V,кӧртавны,прив’язати
1075,füttern::V,вердны,годувати
1076,füttern::V,вердны,харчувати
1077,melken::V,высьтыны,доїти
1078,melken::V,чилькӧтны,доїти
1079,hacken::V,керавны,рубати
1080,gießen::V,киськавны,полити
1081,reifen::V,кисьмыны,дозріти
1082,zubereiten::V,лӧсьӧтны,зготовити
1083,zubereiten::V,лӧсьӧтны,приготувати
1084,kochen::V,пуны,варити
1085,kochen::V,пуны,готувати
1086,backen::V,пӧжавны,пекти
1087,braten::V,жаритны,смажити
1088,umrühren::V,соравны,переміщати
1089,stricken::V,домавны,в’язати
1090,nähen::V,вурны,шити
1091,färben::V,краситны,пофарбувати
1092,reinigen::V,весӧтны,очистити
1093,waschen::V,пеславны,мити
1094,abwischen::V,чышкыны,витерти
1095,spülen::V,гывьявны,полоскати
1096,fegen::V,чышкыны,підмітати
1097,kehren::V,чышкыны,мести
1098,baden::V,купайтчыны ,купатися
1099,sich waschen::V,миссьыны,митися
1100,ausziehen::V,гыжтӧтны,зняти
1101,ausziehen::V,пӧрччавны,зняти
1102,anziehen::V,пасьтавны,надіти
1103,sich anziehen::V,пасьтасьны,одягтися
1104,sich anziehen::V,пасьтасьны,одягнутися
1105,kämmen::V,сынавны,зачесати
1106,schmücken::V,баситны,оздобити
1107,sagen::V,висьтавны,сказати
1108,sprechen::V,шуны,говорити
1109,reden::V,баитны,розмовляти
1110,sich unterhalten::V,сёрнитны,бесідувати
1111,fragen::V,юавны,запитати
1112,bitten::V,корны,просити
1113,erzählen::V,висьтавны,розповісти
1114,mitteilen::V,висьтавны,повідомити
1115,nennen::V,нимтны,назвати
1116,rufen::V,китсавны,кликати
1117,rufen::V,корны,кликати
1118,rufen::V,чукӧстны,кликати
1119,prahlen::V,ошшасьны,хвалитися
1120,übersetzen::V,вуджӧтны,перекласти
1121,denken::V,чайтны,думати
1122,denken::V,чайтны,мислити
1123,glauben::V,веритны,вірити
1124,bemerken::V,казявны,помітити
1125,erkennen::V,тӧдсавны,пізнати
1126,begreifen::V,вежӧртны,осягнути
1127,verstehen::V,кывны,почути
1128,lernen::V,велӧтчыны,навчатися
1129,wissen::V,тӧдны,знати
1130,sich erinnern an::V,касьтывны,пам’ятати
1131,vergessen::V,вунӧтны,забути
1132,messen::V,меряйтны,міряти
1133,zählen::V,лыддьыны,лічити
1134,rechnen::V,лыддьыны,рахувати
1135,lesen::V,лыддьӧтны,читати
1136,zeichnen::V,гижмавны,рисувати
1137,schreiben::V,гижны,писати
1138,besitzen::V,лоны,мати
1139,kaufen::V,небны,купити
1140,verkaufen::V,вузавны,продати
1141,bezahlen::V,вештыны,заплатити
1142,zahlen::V,вештыны,платити
1143,ertragen::V,терпитны,витерпіти
1144,Insel::N,,острів
1145,Menge::N,,кількість
1146,Gewalt::N,,насильство
1147,Alter::N,,вік
1148,Alter::N,,літа
1149,richtig::A,,правильний
1150,wahr::A,,справжній
1151,berühmt::A,,славетний
1152,allein::ADV,,сам
1153,allein::ADV,,один
1154,rennen::V,,бігати
1155,malen::V,,малювати
1156,beherrschen::V,,володіти
