,Concept_ID,no,ca
866,wachsen::V,vokse,créixer
867,glänzen::V,skinne,brillar
868,glänzen::V,skinne,resplendir
869,funkeln::V,tindre,espurnejar
870,lärmen::V,bråke,fer soroll
871,läuten::V,ringe,sonar
872,klingeln::V,ringe,trucar
873,klirren::V,klirre,dringar
874,brausen::V,bruse,rugir
875,rauschen::V,suse,murmurar
876,klingen::V,lyde,sonar
877,klingen::V,klinge,sonar
878,bellen::V,gjø,lladrar
879,bellen::V,bjeffe,lladrar
880,heulen::V,ule,udolar
881,blasen::V,blåse,bufar
882,pfeifen::V,plystre,xiular
883,schreien::V,skrike,cridar
884,stöhnen::V,stønne,gemegar
885,zittern::V,dirre,tremolar
886,zittern::V,skjelve,tremolar
887,leben::V,leve,vīure
888,geboren werden::V,fødes,néixer
889,atmen::V,ånde,respirar
890,atmen::V,puste,respirar
891,trinken::V,drikke,beure
892,essen::V,spise,menjar
893,schlucken::V,svelge,empassar-se
894,müde werden::V,bli trett,cansar-se
895,einschlafen::V,sovne,adormir-se
896,schlafen::V,sove,dormir
897,aufwachen::V,våkne,despertar-se
898,aufstehen::V,stå opp,llevar-se
899,sich erholen::V,bli bra,descansar
900,sich erholen::V,komme seg,descansar
901,krank werden::V,bli syk,posar-se malalt
902,krank sein::V,være syk,estar malalt
903,schmerzen::V,gjøre vondt,doldre
904,husten::V,hoste,tossir
905,genesen::V,komme seg,recuperar-se
906,sterben::V,dø,morir
907,umkommen::V,omkomme,perir
908,sich bewegen::V,bevege seg,moure's
909,sich rühren::V,røre på seg,moure's
910,sich erheben::V,reise seg,aixecar-se
911,sich setzen::V,sette sig,asseure's
912,hinfallen::V,falle over ende,caure's
913,laufen::V,løpe,caminar
914,schreiten::V,skride,procedir
915,spazierengehen::V,spasere,passejar
916,spazierengehen::V,gå en tur,passejar
917,eilen::V,ile,anar corrent
918,sich beeilen::V,skynde seg,afanyar-se
919,sausen::V,suse,córrer
920,rennen::V,løpe,córrer
921,springen::V,hoppe,saltar
922,springen::V,springe,saltar
923,klettern::V,klatre,escalar
924,schaukeln::V,huske,gronxar-se
925,schaukeln::V,huske,balancejar-se
926,kriechen::V,krype,reptar
927,kriechen::V,krype,arrossegar-se
928,schwimmen::V,svømme,nadar
929,tauchen::V,dykke,bussejar
930,tauchen::V,dykke,submergir-se
931,rudern::V,ro,remar
932,fahren::V,kjøre,anar
933,fliegen::V,fly,volar
934,gehen::V,gå,caminar
935,weggehen::V,gå bort,anar-se'n
936,abfahren::V,reise,partir
937,anhalten::V,stanse,aturar-se
938,hineingehen::V,gå inn,entrar
939,eintreten::V,tre inn,entrar
940,kommen::V,komme,venir
941,ankommen::V,ankomme,arribar
942,ankommen::V,komme til,arribar
943,zurückkommen::V,komme tilbake,tornar
944,bleiben::V,bli,quedar-se
945,bleiben::V,forbli,quedar-se
946,warten::V,vente,esperar
947,erwarten::V,vente,esperar
948,suchen::V,søke,buscar
949,finden::V,finne,trobar
950,versuchen::V,prøve,intentar
951,versuchen::V,forsøke,intentar
952,vorbereiten::V,forberede,preparar
953,lieben::V,elske,estimar
954,mögen::V,like,agradar a
955,lachen::V,le,riure
956,rühren::V,røre,commoure
957,rühren::V,røre,emocionar
958,weinen::V,gråte,plorar
959,schimpfen::V,skjelle,renyar
960,sich ärgern::V,ergre seg,enfadar-se
961,sich fürchten::V,være redd,tenir por
962,fürchten::V,være redd for,témer
963,fliehen::V,rømme,fugir
964,fliehen::V,flykte,fugir
965,flüchten::V,flykte,refugiar-se
966,sehen::V,se,veure
967,anschauen::V,se på,mirar
968,anschauen::V,betrakte,mirar
969,ansehen::V,anse,mirar
970,hören::V,høre,oir
971,zuhören::V,tilhøre,escoltar
972,probieren::V,smake,provar
973,probieren::V,smake på,provar
974,riechen::V,lukte,olorar
975,fühlen::V,føle,sentīr
976,scheinen::V,se ut,semblar
977,zu sehen sein::V,synes,poder-se veure
978,vernehmen::V,få vite,percebre
979,frieren::V,fryse,tenir fred
980,tun::V,gjøre,fer
981,können::V,kunne,poder
982,wollen::V,ville,voler
983,anfangen::V,begynne,iniciar
984,beenden::V,avslutte,acabar
985,aufhören::V,slutte,deixar
986,aufhören::V,holde opp,deixar
987,gelingen::V,lykkes,sortir bé
988,geraten::V,bli,sortir
989,öffnen::V,åpne,obrir
990,schließen::V,lukke,tancar
991,schließen::V,stenge,tancar
992,stellen::V,stille,posar
993,stellen::V,stille,col·locar
994,setzen::V,sette,assentar
995,legen::V,legge,posar
996,berühren::V,berøre,tocar
997,verbinden::V,forbinde,unir
998,verbinden::V,forbinde,connectar
999,bedecken::V,dekke,tapar
1000,bedecken::V,dekke,cobrir
1001,aufhängen::V,henge,penjar
1002,aufhängen::V,henge opp,penjar
1003,anzünden::V,tenne,encendre
1004,anzünden::V,antenne,encendre
1005,anzünden::V,tenne på,encendre
1006,aufheben::V,løfte,aixecar
1007,aufheben::V,ta opp,aixecar
1008,zurücklassen::V,slippe tilbake,deixar
1009,verlieren::V,miste,pērdre
1010,fallen lassen::V,droppe,deixar caure
1011,fallen lassen::V,la falle,deixar caure
1012,machen::V,lage,fer
1013,machen::V,gjøre,fer
1014,herstellen::V,fremstille,producir
1015,bauen::V,bygge,construir
1016,reparieren::V,reparere,reparar
1017,verbessern::V,rette,millorar
1018,verbessern::V,forbedre,millorar
1019,ändern::V,forandre,canviar
1020,graben::V,grave,cavar
1021,beugen::V,bøye,doblegar
1022,biegen::V,bøye,corbar
1023,biegen::V,bøye,arquejar
1024,drehen::V,dreie,girar
1025,wenden::V,vende,girar
1026,umdrehen::V,snu,voltar
1027,heben::V,heve,pujar
1028,heben::V,heve,aixecar
1029,hochheben::V,løfte,aixecar
1030,ergreifen::V,gripe,agafar
1031,ergreifen::V,få tak i,agafar
1032,halten::V,holde,mantenir
1033,drücken::V,trykke,prémer
1034,drücken::V,trykke,estrènyer
1035,schieben::V,skyve,empènyer
1036,kratzen::V,klø,raspar
1037,kratzen::V,klore,raspar
1038,lecken::V,slikke,llepar
1039,beißen::V,bite,mossegar
1040,abreißen::V,rive av,arrencar
1041,abschneiden::V,skjære av,tallar
1042,binden::V,binde,lligar
1043,stecken::V,stikke,ficar
1044,brechen::V,bryte,trencar
1045,brechen::V,briste,trencar
1046,klopfen::V,banke,trucar
1047,hauen::V,hogge,picar
1048,hauen::V,hogge,colpejar
1049,kleben::V,klistre,enganxar
1050,reiben::V,gni,fregar
1051,streichen::V,stryke,untar
1052,schleifen::V,slipe,afilar
1053,schleifen::V,slipe,esmolar
1054,schneiden::V,klippe,tallar
1055,rütteln::V,ruske,sacsejar
1056,schütteln::V,riste,agitar
1057,schütteln::V,riste,sacsejar
1058,schwenken::V,svinge,agitar
1059,schütten::V,helle,abocar
1060,füllen::V,fylle,omplir
1061,einwickeln::V,vikle inn,embolicar
1062,tragen::V,bære,dur
1063,tragen::V,bære,portar
1064,schleppen::V,slepe,arrossegar
1065,ziehen::V,dra,tirar
1066,ziehen::V,dra,estirar
1067,ziehen::V,trekke,tirar
1068,ziehen::V,trekke,estirar
1069,aufbewahren::V,oppbevare,conservar
1070,aufbewahren::V,ta vare på,conservar
1071,werfen::V,kaste,llançar
1072,fangen::V,fange,agafar
1073,fangen::V,fange,atrapar
1074,packen::V,gripe,engrapar
1075,packen::V,gripe tak i,engrapar
1076,verstecken::V,gjemme,amagar
1077,teilen::V,dele,dividir
1078,schicken::V,sende,enviar
1079,bringen::V,bringe,portar
1080,hinzufügen::V,tilføye,afegir
1081,bekommen::V,få,obtenir
1082,erhalten::V,få,rebre
1083,nehmen::V,ta,prendre
1084,wählen::V,velge,triar
1085,wählen::V,velge,elegir
1086,auswählen::V,velge ut,escollir
1087,auswählen::V,velge ut,seleccionar
1088,bewahren::V,bevare,conservar
1089,behindern::V,hindre,impedir
1090,behindern::V,hindre,obstaculitzar
1091,behindern::V,forhindre,impedir
1092,behindern::V,forhindre,obstaculitzar
1093,verderben::V,ødelegge,espatllar
1094,beschädigen::V,skade,danyar
1095,beschädigen::V,skade,destrossar
1096,zerbrechen::V,brekke i stykker,trencar
1097,zerreißen::V,rive i stykker,estripar
1098,zerstören::V,ødelegge,destruir
1099,verbrennen::V,brenne,cremar
1100,verbrennen::V,brenne opp,cremar
1101,geben::V,gi,donar
1102,reichen::V,rekke,passar
1103,schenken::V,forære,regalar
1104,schenken::V,skjenke,regalar
1105,versprechen::V,love,prometre
1106,wünschen::V,ønske,desitjar
1107,loben::V,rose,elogiar
1108,küssen::V,kysse,fer un petó a
1109,wiegen::V,vogge,bressolar
1110,zudecken::V,dekke til,tapar
1111,zudecken::V,dekke til,cobrir
1112,wecken::V,vekke,despertar
1113,zeigen::V,vise,mostrar
1114,zeigen::V,vise,ensenyar
1115,führen::V,føre,guiar
1116,führen::V,føre,conduir
1117,lehren::V,lære,ensenyar
1118,unterrichten::V,undervise,ensenyar
1119,aufziehen::V,oppdra,criar
1120,leiten::V,lede,dirigir
1121,antreiben::V,drive på,impel·lir
1122,lassen::V,få til å,fer
1123,einladen::V,be,invitar
1124,einladen::V,be,convidar
1125,einladen::V,invitere,invitar
1126,einladen::V,invitere,convidar
1127,vereinigen::V,forene,unir
1128,besuchen::V,besøke,visitar
1129,besuchen::V,besøke,anar a veure
1130,treffen::V,møte,trobar
1131,treffen::V,treffe,trobar
1132,sich versammeln::V,forsamles,reunir-se
1133,spielen::V,leke,jugar
1134,spielen::V,spille,jugar
1135,singen::V,synge,cantār
1136,tanzen::V,danse,ballar
1137,sich trennen::V,skilles,separar-se
1138,verlassen::V,forlate,deixar
1139,verlassen::V,forlate,abandonar
1140,retten::V,redde,salvar
1141,bewachen::V,bevokte,vigilar
1142,schützen::V,verne,protegir
1143,schützen::V,beskytte,protegir
1144,verteidigen::V,forsvare,defensar
1145,sich schlagen::V,slåss,barallar-se
1146,schießen::V,skyte,tirar
1147,schießen::V,skyte,disparar
1148,siegen::V,seire,vèncer
1149,ärgern::V,ergre,enfadar
1150,treten::V,sparke,donar un cop de peu a
1151,stechen::V,stikke,punxar
1152,stechen::V,stikke,apunyalar
1153,stoßen::V,støte,empènyer
1154,stehlen::V,stjele,robar
1155,stören::V,forstyrre,molestar
1156,belästigen::V,plage,importunar
1157,belästigen::V,sjenere,importunar
1158,verbergen::V,gjemme,amagar
1159,verbergen::V,gjemme,ocultar
1160,täuschen::V,villede,enganyar
1161,betrügen::V,bedra,estafar
1162,töten::V,drepe,matar
1163,wohnen::V,bo,vīure
1164,wohnen::V,bo,habitar
1165,arbeiten::V,arbeide,treballar
1166,sammeln::V,samle,col·leccionar
1167,pflücken::V,plukke,collir
1168,jagen::V,jage,caçar
1169,fischen::V,fiske,pescar
1170,fassen::V,fange,atrapar
1171,hüten::V,vokte,pasturar
1172,treiben::V,drive,arriar
1173,anbinden::V,feste,lligar
1174,füttern::V,fore,donar menjar a
1175,melken::V,melke,munyir
1176,hacken::V,hakke,picar
1177,hacken::V,hakke,tallar
1178,gießen::V,helle,regar
1179,reifen::V,modne,madurar
1180,zubereiten::V,lage,preparar
1181,zubereiten::V,tilberede,preparar
1182,kochen::V,koke,coure
1183,backen::V,bake,coure al forn
1184,braten::V,steke,rostir
1185,umrühren::V,røre om,remenar
1186,stricken::V,strikke,tricotar
1187,stricken::V,strikke,fer punt de mitja
1188,nähen::V,sy,cosir
1189,färben::V,farge,tenyir
1190,reinigen::V,rense,netejar
1191,reinigen::V,gjøre ren,netejar
1192,waschen::V,vaske,rentār
1193,abwischen::V,tørke av,eixugar
1194,spülen::V,spyle,esbandir
1195,spülen::V,skylle,esbandir
1196,fegen::V,feie,escombrar
1197,kehren::V,koste,escombrar
1198,baden::V,bade,banyar-se
1199,sich waschen::V,vaske seg,rentār-se
1200,ausziehen::V,ta av,treure's
1201,anziehen::V,ta på,posar-se
1202,sich anziehen::V,kle på seg,vestir-se
1203,kämmen::V,gre,pentinar
1204,kämmen::V,kjemme,pentinar
1205,schmücken::V,pynte,adornar
1206,schmücken::V,smykke,adornar
1207,sagen::V,si,dir
1208,sprechen::V,snakke,parlar
1209,reden::V,tale,parlar
1210,reden::V,snakke,parlar
1211,sich unterhalten::V,samtale,conversar
1212,fragen::V,spørre,preguntar
1213,bitten::V,be,demanar
1214,erzählen::V,fortelle,contar
1215,erzählen::V,fortelle,explicar
1216,mitteilen::V,meddele,comunicar
1217,nennen::V,kalle,nomenar
1218,rufen::V,rope,cridar
1219,prahlen::V,skryte,lloar-se
1220,prahlen::V,skryte,jactar-se
1221,übersetzen::V,oversette,traduir
1222,denken::V,tenke,pensar
1223,glauben::V,tro,creure
1224,bemerken::V,bemerke,notar
1225,bemerken::V,legge merke til,notar
1226,erkennen::V,gjenkjenne,reconèixer
1227,begreifen::V,begripe,comprendre
1228,verstehen::V,forstå,entendre
1229,verstehen::V,skjønne,entendre
1230,lernen::V,lære,aprendre
1231,wissen::V,vite,saber
1232,sich erinnern an::V,huske på,recordar
1233,vergessen::V,glemme,oblidar
1234,messen::V,måle,mesurar
1235,zählen::V,telle,comptar
1236,rechnen::V,regne,calcular
1237,lesen::V,lese,llegir
1238,malen::V,male,pintar
1239,zeichnen::V,tegne,dibuixar
1240,schreiben::V,skrive,escrīure
1241,besitzen::V,eie,posseir
1242,besitzen::V,inneha,posseir
1243,kaufen::V,kjøpe,comprar
1244,verkaufen::V,selge,vendre
1245,bezahlen::V,betale,pagar
1246,zahlen::V,betale,pagar per
1247,beherrschen::V,beherske,dominar
1248,ertragen::V,orke,aguantar
1249,schlagen::V,,pegar
1250,schlagen::V,,colpejar
