,Concept_ID,ml,ba
608,traurig::A,വിഷമമുള്ള,яманһыу
609,lebendig::A,ഉപജീവനം,тере
610,lebendig::A,ഉപജീവനം,йәнле
611,gut::A,നല്ല,яҡшы
612,schlecht::A,മോശമായ,хөрт
613,schlecht::A,മോശമായ,алама
614,richtig::A,ശരിയായ,дөрөҫ
615,schlimm::A,വൃത്തികെട്ട,хөрт
616,schlimm::A,വൃത്തികെട്ട,алама
617,wahr::A,ശരിയായ,дөрөҫ
618,alt::A,പഴയ,иҫке
619,alt::A,പഴയ,боронғо
620,neu::A,പുതിയ,яңы
621,ehemalig::A,മുൻ,элекке
622,alt[Lebewesen]::A,വയസ്സുള്ള,ҡарт
623,jung::A,കൌമാരമായ,йәш
624,arm::A,പാവപ്പെട്ട,фәҡир
625,reich::A,സമ്പന്നമായ,бай
626,bekannt::A,പരിചിതമായ,таныш
627,berühmt::A,പ്രശസ്തനായ,атаҡлы
628,berühmt::A,പ്രശസ്തനായ,данлыҡлы
629,fremd::A,വൈദേശികമായ,ят
630,fremd::A,വൈദേശികമായ,сит
631,verschieden::A,വ്യത്യസ്തമായ,төрлө
632,nah::A,അരികത്തുള്ള,яҡын
633,fern::A,അകലെയുള്ള,алыҫ
634,fern::A,അകലെയുള്ള,йыраҡ
635,linker::A,അവശേഷിച്ച,һул
636,rechter::A,വലത്തേ,уң
637,anderer::A,മറ്റുള്ള,бутән
638,erster::A,ആദ്യത്തെ,тәүге
639,zweiter::A,രണ്ടാം,икенсе
640,dritter::A,മൂന്നാമത്,өсөнсө
641,letzter::A,അവസാനത്തെ,һуңғы
642,allein::ADV,തനിച്ചുള്ള,бер үҙе
643,allein::ADV,തനിച്ചുള്ള,яңғыҙ
644,auf einmal::ADV,ഉടന്,бер юлы
645,zusammen::ADV,ഒരുമിച്ച,бергә
646,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,оҙаҡ
647,plötzlich::ADV,പെട്ടെന്ന്,ҡапыл
648,sofort::ADV,തത്ക്ഷണം,шунда уҡ
649,später::ADV,പിന്നീട്,һуңыраҡ
650,jetzt::ADV,ഇപ്പോൾ,хәҙер
651,heute::ADV,ഇന്ന്,бөгөн
652,morgen::ADV,നാളെ,иртәгә
653,bald::ADV,ഉടനെ,тиҙҙән
654,dann::ADV,അപ്പോൾ,һуңынан
655,gestern::ADV,ഇന്നലെ,кисә
656,einst::ADV,പണ്ടൊരിക്കല്,ҡасандыр
657,einst::ADV,പണ്ടൊരിക്കല്,бер баҡыт
658,damals::ADV,അപ്പോൾ,ул саҡта
659,danach::ADV,പിന്നീട്,һуңынан
660,vorher::ADV,മുൻപ്,элек
661,zuerst::ADV,ആദ്യം,башта
662,einmal::ADV,ഒരിക്കൽ,бер
663,manchmal::ADV,ചിലപ്പോൾ,ҡайһы берҙә
664,oft::ADV,പലപ്പോഴും,йыш
665,immer::ADV,എപ്പോഴും,һәр ҡасан
666,niemals::ADV,ഒരിക്കലും,бер ҡасан да
667,niemals::ADV,ഒരിക്കലും,бер ваҡытта ла
668,hier::ADV,ഇവിടെ,бында
669,hierhin::ADV,ഇവിടേക്ക്,бында
670,von hier::ADV,ഇവിടെനിന്ന്,бынан
671,von hier::ADV,ഇവിടെനിന്ന്,ошонан
672,dort::ADV,അവിടെ,шунда
673,dort::ADV,അവിടെ,тегендә
674,dorthin::ADV,അവിടേക്ക്,шунда
675,dorthin::ADV,അവിടേക്ക്,тегеләй
676,geradeaus::ADV,മുമ്പിൽ,тура
677,geradeaus::ADV,മുമന്നോട്ട്,тура
678,vorwärts::ADV,മുന്നോട്ട്,алға
679,rückwärts::ADV,തലതിരിച്ച്,кирегә
680,zurück::ADV,പുറകിലേക്ക്,кирегә
681,unten::ADV,താഴെ,түбәндә
682,hinab::ADV,താഴേക്ക്,түбәнгә
683,oben::ADV,മുകളിൽ,юғарыла
684,hinauf::ADV,മുകളിൽ,юғарыға
685,überall::ADV,എല്ലായിടത്തും,бөтә урында
686,nicht::ADV,ഇല്ല,тугел
687,ein wenig::ADV,കുറച്ച്,аҙ
688,kaum::ADV,കഷ്ടിച്ച്,көскә
689,kaum::ADV,കഷ്ടിച്ച്,саҡ-саҡ
690,sehr::ADV,വളരെ,ифат
691,so::ADV,അങ്ങനെ,шулай
692,noch::ADV,ഇപ്പോഴും,йәнә
693,nur::ADV,മാത്രം,бары
694,schon::ADV,നേരത്തേ തന്നെ,инде
695,wieder::ADV,വീണ്ടും,тағы
696,vergebens::ADV,വിഫല,бушҡа
697,vor::PRP,മുമ്പിൽ,алдында
698,hinter::PRP,പുറകിൽ,артында
699,unter::PRP,കീഴിൽ,аҫтында
700,durch::PRP,ഉള്ളിലൂടെ,үтә
701,neben::PRP,അടുത്ത്,эргәһендә
702,zwischen::PRP,ഇടയ്ക്ക്,араһында
703,wegen::PRP,നിമിത്തം,өсөн
704,wegen::PRP,നിമിത്തം,сәбәпле
705,dies::PRN,ഇത്,был
706,dies::PRN,ഇത്,ошо
707,das::PRN,അത്,ул
708,alles::PRN,എല്ലാം,бөтә
709,ich::PRN,ഞാൻ,мин
710,du::PRN,നിങ്ങൾ,һин
711,er::PRN,അദ്ദേഹം,ул
712,er::PRN,അയാൾ,ул
713,er::PRN,അവൻ,ул
714,er::PRN,അവർ,ул
715,er::PRN,അവൾ,ул
716,wir::PRN,നമ്മൾ,беҙ
717,ihr::PRN,നിങ്ങൾ,һеҙ
718,sie::PRN,അവർ,улар
719,was::FPRN,എന്ത്,ә
720,was::FPRN,എന്ത്,ни
721,was::FPRN,എന്ത്,нәмә
722,wer::FPRN,ആര്,ҡем
723,wo::FADV,എവിടെ,ҡайҙа
724,wohin::FADV,എവിടേക്ക്,ҡайҙа
725,wie::FADV,എങ്ങനെ,инидәй
726,warum::FADV,എന്തുകൊണ്ട്,ин өсөн
727,wieviel::FNUM,എത്ര,күпме
728,eins::NUM,ഒന്ന്,бер
729,zwei::NUM,രണ്ട്,ике
730,zwei::NUM,രണ്ട്,икәү
731,drei::NUM,മൂന്ന്,өс
732,vier::NUM,നാല്,дүрт
733,fünf::NUM,അഞ്ച്,биш
734,sechs::NUM,ആറ്,алты
735,sieben::NUM,ഏഴ്,ете
736,acht::NUM,എട്ട്,һигеҙ
737,neun::NUM,ഒമ്പത്,туғыҙ
738,zehn::NUM,പത്ത്,ун
739,elf::NUM,പതിനൊന്ന്,ун бер
740,zwölf::NUM,പന്ത്രണ്ട്,ун ике
741,zwanzig::NUM,ഇരുപത്,егерме
742,dreißig::NUM,മുപ്പത്,утыҙ
743,vierzig::NUM,നാൽപ്പത്,ҡырҡ
744,fünfzig::NUM,അൻപത്,илле
745,sechzig::NUM,അറുപത്,алтмыш
746,siebzig::NUM,എഴുപത്,етмеш
747,achtzig::NUM,എൺപത്,һикһән
748,neunzig::NUM,തൊണ്ണൂറ്,туҡһан
749,hundert::NUM,നൂറ്,йөҙ
750,tausend::NUM,ആയിരം,мең
751,und::CNJ,ഉം,да
752,oder::CNJ,അഥവാ,йәки
753,stehen::V,നിൽക്കുക,тороу
754,sitzen::V,ഇരിക്കുക,ултырыу
755,liegen::V,കിടക്കുക,ятыу
756,hängen::V,തൂങ്ങുക,аҫылынып тороу
757,werden::V,ആയിത്തീരുക,булыу
758,passieren::V,സംഭവിക്കുക,булыу
759,beginnen::V,ആരംഭിക്കുക,башлау
760,enden::V,അവസാനിപ്പിക്കുക,бөтөү
761,enden::V,അവസാനിപ്പിക്കുക,тамамланыү
762,wechseln::V,മാറ്റുക,үҙгәреү
763,aufgehen[Sonne]::V,ഉയരുക,ҡалҡыу
764,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,байыу
765,scheinen[Sonne]::V,പ്രകാശിക്കുക,яҡтыртып тороу
766,donnern::V,ഇടിവെട്ടുക,күкрәү
767,wehen::V,വീശുക,иҫеү
768,strömen::V,ഒഴുകുക,ташыу
769,fließen::V,ഒഴുകുക,ағыу
770,sich drehen::V,ചുറ്റുക,әйләнеү
771,sich drehen::V,കറക്കുക,әйләнеү
772,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,тирбәлеү
773,schwingen::V,ആടുക,бәүетеү
774,fallen::V,വീഴുക,йығылыу
775,brennen::V,കത്തുക,яныу
776,rauchen::V,പുകയുക,төтәү
777,regnen::V,മഴ_പെയ്യുക,ямғыр яуа
778,gefrieren::V,തണത്ത്_മരവിക്കുക,туңыү
779,tauen::V,അലിയുക,иреү
780,schmelzen::V,ഉരുകുക,иреү
781,trocknen::V,വരളുക,кибеү
782,sieden::V,തിളപ്പിക്കുക,ҡайнау
783,faulen::V,ചീയുക,сереу
784,verfaulen::V,അഴുകുക,сереу
785,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,өҙөү
786,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,йыртылыу
787,versinken::V,മുക്കുക,батыу
788,vergehen::V,കടന്നുപോകുക,үтеү
789,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,килеп сығыу
790,verschwinden::V,അദൃശ്യമാകുക,юғалыу
791,sinken::V,താഴുക,түбәнәйеү
792,abnehmen::V,കുറിയുക,кәметеү
793,zunehmen::V,വർദ്ധിക്കുക,артыу
794,steigen::V,ഉയരുക,күтәрелеү
795,wachsen::V,വളരുക,үҫеү
796,glänzen::V,മിന്നുക,ялтырау
797,funkeln::V,തിളങ്ങുക,баҙлау
798,lärmen::V,ശബ്ദമുണ്ടാക്കുക,шаулау
799,läuten::V,മണിമുഴങ്ങുക,ҡағыу
800,klingeln::V,ചിലമ്പുക,ҡағыу
801,klingeln::V,ചിലമ്പുക,шылтыратыу
802,klirren::V,കിലുക്കുക,шылтыратыу
803,brausen::V,മുഴങ്ങുക,ҡотороноу
804,rauschen::V,അനങ്ങുക,шыптырлау
805,klingen::V,മുഴക്കുക,яңғырау
806,bellen::V,കുരയ്ക്കുക,өрөү
807,heulen::V,ഓരിയിടുക,олоу
808,blasen::V,ഊതുക,өрөү
809,pfeifen::V,വിസിലടിക്കുക,һызғырып ебәреү
810,schreien::V,ആക്രോശിക്കുക,ҡысҡырыу
811,stöhnen::V,അരക്കം,уңғырашыу
812,stöhnen::V,ആർത്തനാദം,уңғырашыу
813,zittern::V,വിറയ്ക്കുക,ҡалтырау
814,leben::V,താമസിക്കുക,йәшәү
815,geboren werden::V,ജനിക്കുക,тыуыу
816,atmen::V,ശ്വസിക്കുക,тын алыү
817,trinken::V,കുടിക്കുക,эсеү
818,essen::V,കഴിക്കുക,ашау
819,schlucken::V,വിഴുങ്ങുക,йотоу
820,müde werden::V,ക്ഷീണിക്കുക,арыу
821,einschlafen::V,നിദ്രിക്കുക,йоҡлап китеү
822,schlafen::V,ഉറങ്ങുക,йоҡлау
823,aufwachen::V,ഉണരുക,уяныу
824,aufstehen::V,എഴുന്നേൽക്കുക,тороу
825,sich erholen::V,വിശ്രമിക്കുക,ял итеү
826,krank werden::V,ദീനംപിടിക്കുക,сирләү
827,krank sein::V,രോഗികളാകുക,сирләү
828,schmerzen::V,വേദനിക്കുക,ауыртыу
829,husten::V,ചുമയ്ക്കുക,йүтәлләү
830,genesen::V,സുഖപ്പെടുക,һауығыу
831,sterben::V,മരിക്കുക,үлеү
832,umkommen::V,മരിക്കുക,һәләк булыу
833,sich bewegen::V,സ്ഥലം_മാറുക,хәрәкәт итеү
834,sich rühren::V,ചലിക്കുക,ҡуҙғалыу
835,sich erheben::V,നിൽക്കുക,тороу
836,sich setzen::V,ഇരിക്കുക,ултырыу
837,hinfallen::V,വീഴുക,ҡолау
838,laufen::V,നടക്കുക,йөрөү
839,schreiten::V,നടക്കുക,атлау
840,spazierengehen::V,ഉലാത്തുക,ял итеп йороү
841,eilen::V,പാഞ്ഞെത്തുക,ашығыу
842,eilen::V,പാഞ്ഞെത്തുക,ҡабаланыу
843,sich beeilen::V,തിരിക്കുകൂട്ടുക,ашығыу
844,sich beeilen::V,തിരിക്കുകൂട്ടുക,ҡабаланыу
845,sich beeilen::V,തിടുക്കം_കാട്ടുക,ашығыу
846,sich beeilen::V,തിടുക്കം_കാട്ടുക,ҡабаланыу
847,sausen::V,കുതിക്കുക,елеү
848,rennen::V,ഓടുക,йүгеп йөрөү
849,springen::V,ചാടുക,һикереү
850,klettern::V,കയറുക,үрмәләү
851,klettern::V,കയറുക,үрмәләп менеү
852,schaukeln::V,ഇളകുക,сайҡалыу
853,kriechen::V,പതുങ്ങികയറുക,шыуышыу
854,schwimmen::V,നീന്തുക,йоҙөү
855,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,сумыу
856,rudern::V,തുഴയുക,ишеү
857,fahren::V,വാഹനം ഓടിക്കുക,йөрөү
858,fliegen::V,പറക്കുക,осоу
859,gehen::V,പോകുക,барыу
860,weggehen::V,വിടുക,китеү
861,abfahren::V,പുറപ്പെടുക,сығыу
862,anhalten::V,നിർത്തുക,тукталыу
863,hineingehen::V,പ്രവേശിക്കുക,инеү
864,eintreten::V,പ്രവേശിക്കുക,инеү
865,kommen::V,വരുക,килеү
866,ankommen::V,എത്തിച്ചേരുക,килеү
867,zurückkommen::V,തിരിച്ചു വരുക,ҡайтыу
868,bleiben::V,തുടരുക,ҡалыу
869,warten::V,കാത്തിരിക്കുക,көтөп тороу
870,erwarten::V,പ്രതീക്ഷിക്കുക,көтөү
871,suchen::V,തിരയുക,эҙләү
872,finden::V,കണ്ടെത്തുക,табыу
873,versuchen::V,ശ്രമിക്കുക,тырышып ҡарау
874,vorbereiten::V,തയ്യാറെടുക്കുക,әҙерләү
875,lieben::V,സ്നേഹിക്കുക,яратыу
876,mögen::V,ഇഷ്ടപ്പെടുക,һөйөү
877,mögen::V,ഇഷ്ടപ്പെടുക,яратыу
878,lachen::V,ചിരിക്കുക,көлөү
879,rühren::V,ഹൃദയം സ്പർശിക്കുക,ҡағылыу
880,weinen::V,തേങ്ങുക,илау
881,schimpfen::V,പിറുപിറുക്കുക,һүгенеү
882,schimpfen::V,പിറുപിറുക്കുക,тиргәнеү
883,schimpfen::V,പിറുപിറുക്കുക,һуҡраныу
884,sich ärgern::V,കോപിക്കുക,асыуланыу
885,sich fürchten::V,പേടിക്കുക,ҡурҡыу
886,fürchten::V,പേടിക്കുക,ҡурҡыу
887,fliehen::V,രക്ഷപ്പെടുക,ҡасыу
888,flüchten::V,രക്ഷപ്പെടുക,ҡасыу
889,sehen::V,കാണുക,күреү
890,anschauen::V,നോക്കുക,ҡарау
891,ansehen::V,നോക്കുക,ҡарау
892,ansehen::V,നോക്കുക,тикшереү
893,hören::V,കേൾക്കുക,ишетеү
894,zuhören::V,ശ്രദ്ധിക്കുക,тыңлау
895,probieren::V,രുചിയുള്ളതായി_തോന്നുക,татыу
896,riechen::V,മണത്തു_നോക്കുക,еҫкәү
897,fühlen::V,സ്പർശിച്ചറിയുക,тойоу
898,scheinen::V,കാണപ്പെടുക,кеүек күренеү
899,scheinen::V,കാണപ്പെടുക,тойолоу
900,zu sehen sein::V,വെളിച്ചപ്പെടുക,күренеү
901,vernehmen::V,കേൾക്കുക,ишетеү
902,frieren::V,വിറയ്ക്കുക,туңыү
903,tun::V,ചെയ്യുക,яһау
904,tun::V,ചെയ്യുക,әшләү
905,können::V,കഴിയുക,алыу
906,können::V,കഴിയുക,мөмкин булыу
907,wollen::V,വേണുക,теләү
908,anfangen::V,തുടങ്ങുക,башлау
909,beenden::V,പൂർത്തിയാക്കുക,бөтөрөү
910,beenden::V,പൂർത്തിയാക്കുക,тамамлау
911,aufhören::V,നിർത്തുക,туктау
912,gelingen::V,വിജയിക്കുക,уңышлы булыу
913,geraten::V,പരിണമിക്കുക,булып сығыу
914,öffnen::V,തുറക്കുക,асыу
915,schließen::V,അടയ്ക്കുക,йомоу
916,stellen::V,വയ്ക്കുക,ҡуйыу
917,setzen::V,വയ്ക്കുക,урынлаштырыу
918,legen::V,ഇടുക,һалыу
919,berühren::V,തൊടുക,тейеү
920,berühren::V,തൊടുക,ҡағылыу
921,verbinden::V,ഘടിപ്പിക്കുക,ҡушыу
922,verbinden::V,ഘടിപ്പിക്കുക,бәйләү
923,bedecken::V,മുടുക,ҡаплау
924,aufhängen::V,കെട്ടിതൂക്കുക,элеү
925,anzünden::V,കത്തിക്കുക,тоҡандырыу
926,aufheben::V,പെറുക്കിയെടുക്കുക,мендереү
927,zurücklassen::V,വച്ചുപോരുക,ҡалдырыу
928,verlieren::V,നഷ്ടപ്പെടുക,юғалтыу
929,fallen lassen::V,വീഴ്ത്തുക,төшөрөп ебәреү
930,machen::V,ഉണ്ടാക്കുക,яһау
931,machen::V,ഉണ്ടാക്കുക,эшләү
932,herstellen::V,ഉൽപാദിപ്പിക്കുക,эшләп сығарыу
933,bauen::V,നിർമ്മിക്കുക,төҙөү
934,reparieren::V,നന്നാക്കുക,төҙәтеү
935,verbessern::V,മെച്ചപ്പെടുക,яҡшыртыу
936,ändern::V,മാറ്റംവരുത്തുക,үҙгәртеү
937,graben::V,കുഴിക്കുക,ҡаҙыу
938,beugen::V,വണങ്ങുക,бөгөү
939,biegen::V,കുനിയുക,бөгөү
940,drehen::V,തിരിക്കുക,өйрөлтөү
941,drehen::V,തിരിക്കുക,әйләндереү
942,wenden::V,തിരിയുക,әйләндереү
943,umdrehen::V,തിരിയുക,түңкәреү
944,heben::V,ഉയർത്തുക,күтәреү
945,heben::V,ഉയർത്തുക,мендереү
946,hochheben::V,ഉയർത്തുക,күтәреү
947,ergreifen::V,ബലമായി_പിടിക്കുക,тотоп алыу
948,halten::V,പിടിക്കുക,тотоу
949,drücken::V,അമർത്തുക,ҡыҫыу
950,schieben::V,തള്ളുക,этеү
951,schieben::V,തള്ളുക,төртөү
952,kratzen::V,ചുരണ്ടുക,ҡырыу
953,lecken::V,നക്കുക,ялау
954,beißen::V,കടിക്കുക,тешләү
955,abreißen::V,കീറിക്കളയുക,өҙөү
956,abschneiden::V,മുറിച്ചുമാറ്റുക,ҡырҡыу
957,binden::V,കെട്ടുക,бәйләү
958,stecken::V,തുളയ്ക്കുക,ҡаҙау
959,brechen::V,ഉടയുക,боҙоу
960,klopfen::V,തട്ടുക,шаҡылдау
961,hauen::V,അടിക്കുക,туҡмау
962,kleben::V,ഒട്ടിക്കുക,йәбештереү
963,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,ыуыу
964,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,ышҡыу
965,streichen::V,പടർത്തുക,яғыу
966,schleifen::V,പൊടിക്കുക,үткерләү
967,schneiden::V,മുറിക്കുക,ҡырҡыу
968,rütteln::V,മുട്ടുക,һелкетеү
969,schütteln::V,കുലുക്കുക,һелкетеү
970,schwenken::V,ആടുക,болғау
971,schütten::V,ഒഴിക്കുക,ҡойоу
972,füllen::V,നിറയ്ക്കുക,тултырыу
973,einwickeln::V,പൊതിയുക,төрөү
974,tragen::V,വഹിക്കുക,алып барыу
975,schleppen::V,വലിച്ചിഴയ്ക്കുക,һөйрәү
976,ziehen::V,വലിക്കുക,тартыу
977,aufbewahren::V,വയ്ക്കുക,һаҡлау
978,werfen::V,എറിയുക,ырғытыу
979,fangen::V,പിടിക്കുക,тотоу
980,packen::V,തട്ടിപ്പറിക്കുക,етеү
981,packen::V,തട്ടിപ്പറിക്കുക,тотоп алыу
982,verstecken::V,മറയ്ക്കുക,йәшереү
983,teilen::V,വിഭജിക്കുക,бүлеү
984,schicken::V,അയയ്ക്കുക,ебәреү
985,bringen::V,കൊണ്ടുവരുക,килтереү
986,hinzufügen::V,കൂട്ടുക,өтәү
987,bekommen::V,കിട്ടുക,алыу
988,erhalten::V,സ്വീകരിക്കുക,алыу
989,nehmen::V,എടുക്കുക,алыу
990,wählen::V,തിരഞ്ഞെടുക്കുക,һайлаү
991,auswählen::V,തിരഞ്ഞെടുക്കുക,һайлап алыу
992,bewahren::V,പുലർത്തുക,һаҡлау
993,behindern::V,തടയിടുക,тотҡарлыҡ яһау
994,verderben::V,നശിപ്പിക്കുക,боҙоу
995,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,боҙоу
996,zerbrechen::V,ഉടയുക,ҡыйратыу
997,zerreißen::V,കീറുക,йыртыу
998,zerstören::V,നശിപ്പിക്കുക,емереү
999,verbrennen::V,കത്തിനശിക്കുക,үртәү
1000,verbrennen::V,കത്തിച്ചുകളയുക,үртәү
1001,geben::V,കൊടുക്കുക,биреү
1002,geben::V,തരുക,биреү
1003,reichen::V,കൈമാറുക,биреү
1004,schenken::V,സമ്മാനം കൊടുക്കുക,бүләк итеү
1005,versprechen::V,വാഗ്ദാനം_നൽകുക,вәғәҙә биреү
1006,wünschen::V,ആഗ്രഹിക്കുക,теләу
1007,loben::V,പുകഴ്ത്തുക,маҡтау
1008,küssen::V,ഉമ്മവയ്ക്കുക,үбеү
1009,wiegen::V,ഇളകുക,бәүетеү
1010,wiegen::V,ഇളകുക,тирбәтеү
1011,zudecken::V,മുടുക,ҡаплау
1012,wecken::V,ഉണർത്തുക,уятыу
1013,zeigen::V,കാണിക്കുക,күрһәтеү
1014,führen::V,നടത്തുക,етәкләү
1015,lehren::V,പഠിപ്പിക്കുക,уҡытыу
1016,lehren::V,പഠിപ്പിക്കുക,өйрәтеү
1017,unterrichten::V,പരിശീലിപ്പിക്കുക,уҡытыу
1018,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,тәрбиәле
1019,leiten::V,നയിക്കുക,етәкләү
1020,leiten::V,നയിക്കുക,етәкселек итеү
1021,antreiben::V,പ്രേരിപ്പിക്കുക,ашыҡтырыу
1022,lassen::V,അനുവദിക്കുക,мәжбүр итеү
1023,einladen::V,ക്ഷണിക്കുക,саҡырыу
1024,vereinigen::V,കൂടിച്ചേരുക,берләштереү
1025,besuchen::V,സന്ദർശിക്കുക,килеп сығыу
1026,treffen::V,തമ്മിൽ കാണുക,тойоү
1027,treffen::V,തമ്മിൽ കാണുക,осратыу
1028,treffen::V,തമ്മിൽ കാണുക,ҡаршылау
1029,sich versammeln::V,സംയോജിപ്പിക്കുക,йыйылыу
1030,spielen::V,കളിക്കുക,тартыу
1031,singen::V,പാടുക,йырлау
1032,tanzen::V,നൃത്തം ചെയ്യുക,бейеү
1033,sich trennen::V,നേർപെടുത്തുക,айырылышыу
1034,verlassen::V,പിൻവാങ്ങുക,ташлау
1035,verlassen::V,പിൻവാങ്ങുക,ташлап китеү
1036,retten::V,രക്ഷിക്കുക,ҡотҡарыу
1037,bewachen::V,കാവൽനിൽക്കുക,һаҡлау
1038,schützen::V,പരിരക്ഷിക്കുക,һаҡлау
1039,verteidigen::V,പ്രതിരോധിക്കുക,яҡлау
1040,sich schlagen::V,കലഹിക്കുക,һуғышыу
1041,schießen::V,വെടിവെക്കുക,атыу
1042,siegen::V,വിജയിക്കുക,еңеү
1043,ärgern::V,വിഷമിപ്പിക്കുക,асыуландырыу
1044,schlagen::V,അടിക്കുക,бәреү
1045,schlagen::V,അടിക്കുക,туҡмау
1046,treten::V,തൊഴിക്കുക,тибеү
1047,treten::V,തൊഴിക്കുക,типкеләү
1048,stechen::V,കുത്തുക,сәнсеү
1049,stoßen::V,തള്ളുക,этеү
1050,stoßen::V,തള്ളുക,төртөү
1051,stehlen::V,മോഷ്ടിക്കുക,урлау
1052,stören::V,ശല്യപ്പെടുത്തുക,ҡамасаулау
1053,belästigen::V,മെനക്കെടുക,бимазалау
1054,belästigen::V,മെനക്കെടുക,ҡамасаулау
1055,verbergen::V,മറയ്ക്കുക,йәшереү
1056,verbergen::V,ഒളിക്കുക,йәшереү
1057,täuschen::V,കബളിപ്പിക്കുക,ултыртыу
1058,betrügen::V,ചതിക്കുക,алдау
1059,töten::V,കൊല്ലുക,үлтереү
1060,wohnen::V,താമസിക്കുക,йәшәү
1061,arbeiten::V,ജോലിചെയ്യുക,эшләү
1062,sammeln::V,സഞ്ചയിക്കുക,йыйыу
1063,pflücken::V,പറിച്ചെടുക്കുക,өҙөү
1064,jagen::V,വേട്ടയാടുക,аулау
1065,fischen::V,മീൻ പിടിക്കുക,аулау
1066,fassen::V,പിടിക്കുക,тотоу
1067,hüten::V,ചേർക്കുക,көтөү
1068,treiben::V,വാഹനം_ഓടിക്കുക,ҡыуыу
1069,anbinden::V,കെട്ടിയിടുക,бәйләү
1070,füttern::V,തീറ്റുക,ашатыу
1071,melken::V,പാലുകറക്കുക,һауыү
1072,hacken::V,വെട്ടിമുറിക്കുക,турау
1073,hacken::V,വെട്ടിമുറിക്കുക,тапау
1074,gießen::V,നനയ്ക്കുക,ҡойоу
1075,reifen::V,പാകമാകുക,өлғөрөү
1076,zubereiten::V,പാചകം_ചെയ്യുക,бешереү
1077,kochen::V,വേവിക്കുക,бешереү
1078,backen::V,ബേക്ക് ചെയ്യുക,бешереү
1079,braten::V,പോരിക്കുക,ҡурыу
1080,umrühren::V,ഇളക്കുക,ҡатнаштырыу
1081,stricken::V,മെടയുക,бәйләү
1082,nähen::V,തുന്നുക,тегеү
1083,färben::V,ചായം പൂശുക,буяу
1084,reinigen::V,വൃത്തിയാക്കുക,таҙартыу
1085,waschen::V,കഴുകുക,йыуыу
1086,abwischen::V,തുടയ്ക്കുക,һөртөү
1087,spülen::V,കഴുകുക,сайҡау
1088,fegen::V,അടിച്ചുവാരുക,һепереү
1089,kehren::V,അടിച്ചുവാരുക,һепереү
1090,baden::V,നീന്തിത്തുടിക്കുക,һыу инеү
1091,sich waschen::V,കഴുകുക,йыуыныу
1092,ausziehen::V,ഇഴുക്കുക,сисеү
1093,anziehen::V,ഉടുക്കുക,кейеү
1094,sich anziehen::V,ധരിച്ച നേടുകയുക,кейенеү
1095,kämmen::V,മുടിചീകുക,тарау
1096,schmücken::V,അലങ്കരിക്കുക,биҙәү
1097,sagen::V,പറയുക,әйтеү
1098,sprechen::V,സംസാരിക്കുക,әйтеү
1099,sprechen::V,സംസാരിക്കുക,һөйләшеү
1100,reden::V,സംസാരിക്കുക,һөйләшеү
1101,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,әңгәмәләшеү
1102,fragen::V,ചോദിക്കുക,һорау
1103,bitten::V,അപേക്ഷിക്കുക,үтенеү
1104,erzählen::V,പറയുക,һөйләү
1105,mitteilen::V,അറിയിക്കുക,әйтеү
1106,nennen::V,പേരിടുക,атау
1107,nennen::V,പേരിടുക,исемләү
1108,rufen::V,വിളിക്കുക,саҡырыу
1109,prahlen::V,പൊങ്ങച്ചം പറയുക,маҡтаныу
1110,prahlen::V,പൊങ്ങച്ചം പറയുക,шапырыныу
1111,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,тәржемә итеү
1112,denken::V,ചിന്തിക്കുക,уйлау
1113,glauben::V,വിശ്വസിക്കുക,ышаныу
1114,bemerken::V,ശ്രദ്ധിക്കുക,күреү
1115,erkennen::V,തിരിചറിയുക,таныу
1116,begreifen::V,കൈപ്പിടിയിലാക്കുക,аңлау
1117,verstehen::V,മനസ്സിലാക്കുക,аңлау
1118,lernen::V,പഠിക്കുക,өйрәнеү
1119,wissen::V,അറിയുക,белеү
1120,sich erinnern an::V,ഓർമിക്കുക,хәтергә алыу
1121,vergessen::V,മറക്കുക,онотоу
1122,messen::V,അളക്കുക,үлсәү
1123,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,һанау
1124,rechnen::V,ഗണിക്കുക,һанау
1125,lesen::V,വായിക്കുക,уҡыу
1126,malen::V,ചിത്രം വരയ്ക്കുക,һүрәт яһау
1127,malen::V,ചിത്രം വരയ്ക്കുക,рәсем төшөрөү
1128,zeichnen::V,വരയ്ക്കുക,һүрәт яһау
1129,zeichnen::V,വരയ്ക്കുക,рәсем төшөрөү
1130,schreiben::V,എഴുതുക,яҙыу
1131,besitzen::V,സ്വന്തമാക്കുക,биләү
1132,kaufen::V,വാങ്ങുക,һатып алыу
