,Concept_ID,ku,et
825,untergehen[Sonne]::V,çun ava,loojuma
826,scheinen[Sonne]::V,şewk de,paistma
827,donnern::V,gire-gir,kõmisema
828,wehen::V,ba le de,puhuma
829,strömen::V,xwe girtin,voolama
830,fließen::V,herikîn,voolama
831,sich drehen::V,xwe zivirandin,pöörduma
832,schwanken::V,hejandin,kõikuma
833,schwingen::V,libakirin,võnkuma
834,fallen::V,ketin,langema
835,brennen::V,şewitîn,põlema
836,rauchen::V,kişandin,suitsema
837,regnen::V,bahran tê,sadama
838,gefrieren::V,qefilandin,kinni külmuma
839,tauen::V,helandin,sulama
840,schmelzen::V,helandin,sulama
841,trocknen::V,zuwabûn,kuivama
842,sieden::V,kelîn,keema
843,faulen::V,xerabûn,mädanema
844,verfaulen::V,xerabûn,mädanema
845,reißen::V,jêkirin,rebenema
846,versinken::V,xerq bûn,uppuma
847,vergehen::V,derbas bûn,mööduma
848,erscheinen::V,peyda bûn,ilmuma
849,verschwinden::V,wendabûn,kaduma
850,sinken::V,noq bûn,vajuma
851,sinken::V,noq bûn,langema
852,abnehmen::V,kêm bûn,vähenema
853,abnehmen::V,kêm bûn,kahenema
854,zunehmen::V,qelew bûn,kasvama
855,steigen::V,hildan,tõusma
856,steigen::V,hildan,üles minema
857,wachsen::V,mezin bûn,kasvama
858,glänzen::V,biriqîn,läikimä
859,funkeln::V,çikisîn,sädelema
860,lärmen::V,guşîn,lärmama
861,läuten::V,lê de,helisema
862,klingeln::V,sîl dan,helisema
863,klingeln::V,ringerin,helisema
864,klirren::V,zingzing hat,kõlisema
865,brausen::V,guşîn,kohisema
866,rauschen::V,guşîn,kohisema
867,klingen::V,deng pe ketin,kõlama
868,bellen::V,kewtîn,haukuma
869,heulen::V,ûrîn,uluma
870,blasen::V,puf kirin,puhuma
871,pfeifen::V,fîkandin,vilistama
872,schreien::V,qîrîn,karjuma
873,stöhnen::V,nalîn,oigama
874,zittern::V,hejîn,värisema
875,leben::V,jihîn,elama
876,leben::V,jihîn,elus olema
877,geboren werden::V,hatin dinyê,sündima
878,geboren werden::V,bûn,sündima
879,atmen::V,hilmijîn,hingama
880,trinken::V,vexwarin,jooma
881,essen::V,xwarin,sööma
882,schlucken::V,daqulbandin,neelama
883,müde werden::V,betilîln,väsima
884,müde werden::V,qerimîn,väsima
885,einschlafen::V,razan,uinuma
886,schlafen::V,razan,magama
887,schlafen::V,razandin,magama
888,aufwachen::V,şiyarbûn,ärkama
889,aufstehen::V,rabûn,ärkama
890,aufstehen::V,rabûn,üles tõusma
891,sich erholen::V,baş bûn,puhkama
892,krank werden::V,nexweş kêt,haigestuma
893,krank werden::V,nexweş kêt,haigeks jääma
894,krank sein::V,nexweş bû,haige olema
895,schmerzen::V,êşandin,valutama
896,husten::V,kuxin,köhima
897,genesen::V,baş bûn,toibuma
898,sterben::V,mirin,surema
899,umkommen::V,mirin,surma saama
900,sich bewegen::V,leqîn,liikuma
901,sich rühren::V,leqîn,liikuma
902,sich erheben::V,rabûn,kerkima
903,sich setzen::V,runiştin,istet võtma
904,hinfallen::V,kêtin,kukkuma
905,hinfallen::V,kêtin,maha kukkuma
906,laufen::V,meşîn,kõndima
907,schreiten::V,meşkirin,astuma
908,spazierengehen::V,gerandin,jalutama
909,eilen::V,lezandin,ruttama
910,eilen::V,lezandin,kiirustama
911,sich beeilen::V,zûkirin,ruttama
912,sich beeilen::V,zûkirin,kiirustama
913,sausen::V,fîzîn,kihutama
914,sausen::V,fîzîn,tormama
915,rennen::V,baz dan,jooksma
916,rennen::V,baz dan,kihutama
917,springen::V,hilpekîn,hüppama
918,klettern::V,hilperikîn,ronima
919,schaukeln::V,lorandin,kiikuma
920,kriechen::V,xuşandin,roomama
921,schwimmen::V,avjenîn,ujuma
922,tauchen::V,qutxuyardin,sukelduma
923,tauchen::V,noqîn,sukelduma
924,rudern::V,qaîq ajotin,sõudma
925,fahren::V,ajotin,sõitma
926,fliegen::V,firîn,lendama
927,gehen::V,çûn,käima
928,gehen::V,çûn,minema
929,weggehen::V,çûn,ära minema
930,weggehen::V,çûn,välja minema
931,abfahren::V,çûyin,väljuma
932,abfahren::V,çûyin,ära sõitma
933,anhalten::V,rawestîn,peatuma
934,hineingehen::V,ketin hundir,sisenema
935,hineingehen::V,ketin hundir,sisse minema
936,eintreten::V,têketin,sisenema
937,eintreten::V,têketin,sisse astuma
938,kommen::V,hatin,tulema
939,ankommen::V,gihan,saabuma
940,ankommen::V,gihîştin,saabuma
941,zurückkommen::V,vegerandin,tagasi tulema
942,bleiben::V,sekinîn,jääma
943,warten::V,payîn,ootama
944,erwarten::V,payîn,ootama
945,erwarten::V,payîn,lootma
946,suchen::V,lêgerîn,otsima
947,finden::V,peyda kirin,leidma
948,versuchen::V,çeribandin,püüdma
949,versuchen::V,çeribandin,üritama
950,versuchen::V,çeribandin,katsetama
951,vorbereiten::V,amade kirin,valmistama
952,lieben::V,hez kirin,armastama
953,mögen::V,dil kirin,sallima
954,mögen::V,dil kirin,meeldima
955,lachen::V,kenîn,naerma
956,rühren::V,hêjan,liigutama
957,rühren::V,hêjan,heldima panema
958,weinen::V,girîn,nutma
959,schimpfen::V,pevçûn,sõimama
960,sich ärgern::V,enirîn,ärrituma
961,sich ärgern::V,enirîn,vihastuma
962,sich fürchten::V,tirsîn,kartma
963,sich fürchten::V,tirsîn,hirmu tundma
964,fürchten::V,tirsin,kartma
965,fliehen::V,bazdan,põgenema
966,flüchten::V,revîn,põgenema
967,sehen::V,dîtin,nägema
968,anschauen::V,sêr kirin,vaatama
969,ansehen::V,hesibandin,vaatama
970,hören::V,guhdar jirin,kuulma
971,zuhören::V,guhdarî kirin,kuulama
972,probieren::V,tehm kirin,proovima
973,riechen::V,bihn kirin,nuusutama
974,fühlen::V,hîs kirin,tundma
975,scheinen::V,xoyer kir,näida
976,scheinen::V,xoyer kir,ilmuda
977,zu sehen sein::V,diyar bûn,ilmuma
978,vernehmen::V,bihîstin,üle kuulama
979,frieren::V,qerişîn,külmetada
980,tun::V,kirin,tegema
981,können::V,karin,võima
982,können::V,karin,oskama
983,wollen::V,xwestîn,tahtma
984,anfangen::V,dest pêkirin,hakkama
985,anfangen::V,dest pêkirin,alustama
986,beenden::V,xelas kirin,lõpetama
987,aufhören::V,xelas kirin,lakkama
988,gelingen::V,çe bûn,õnnestuma
989,geraten::V,qewîmîn,jõudma
990,öffnen::V,vekirin,avama
991,schließen::V,girtin,sulgema
992,stellen::V,danîn,panema
993,stellen::V,danîn,asetama
994,setzen::V,rûniştin,panema
995,legen::V,danîn,panema
996,legen::V,danîn,asetama
997,legen::V,razandin,panema
998,legen::V,razandin,asetama
999,berühren::V,lêketin,riivama
1000,berühren::V,lêketin,puudutama
1001,verbinden::V,anîn pê,ühendama
1002,bedecken::V,sergirtin,katma
1003,aufhängen::V,aliqandin,riputama
1004,anzünden::V,pêxistin,süütama
1005,aufheben::V,hildan,üles tõstma
1006,zurücklassen::V,hiştin,jätma
1007,zurücklassen::V,vehiştin,jätma
1008,verlieren::V,wendakirin,kaotama
1009,fallen lassen::V,xistin bixe,maha pillama
1010,fallen lassen::V,xistin bixe,kukkuda laskma
1011,fallen lassen::V,xistin,maha pillama
1012,fallen lassen::V,xistin,kukkuda laskma
1013,machen::V,kirin,tegema
1014,machen::V,çêkirin,tegema
1015,herstellen::V,çê kirin,valmistama
1016,herstellen::V,peyda kirin,valmistama
1017,bauen::V,lêkirin,ehitama
1018,reparieren::V,veherînerîn,parandama
1019,verbessern::V,sererastkirin,parandama
1020,ändern::V,degiş kirin,muutma
1021,ändern::V,degiş kirin,ümber tegema
1022,graben::V,kolandin,kaevama
1023,beugen::V,tewîn,painutama
1024,beugen::V,xwar kirin,painutama
1025,biegen::V,tewandin,painutama
1026,biegen::V,xwarkirin,painutama
1027,drehen::V,fitilandin,keerama
1028,wenden::V,zivîrin,ümber pöörama
1029,umdrehen::V,vegerandin,ümber keerama
1030,heben::V,hildan,tõstma
1031,hochheben::V,hildan,üles tõstma
1032,hochheben::V,hildan,kõrgele tõstma
1033,ergreifen::V,dest avêtin,haarama
1034,halten::V,hîştin,hoidma
1035,halten::V,sekinîn,hoidma
1036,drücken::V,pêl kirin,pigistama
1037,schieben::V,damdan,lükkama
1038,kratzen::V,xurandin,kraapima
1039,lecken::V,alastin,lakkuma
1040,beißen::V,gez kirin,purema
1041,beißen::V,gez kirin,hammustama
1042,abreißen::V,hilşandin,rebima
1043,abreißen::V,hilşandin,ära rebima
1044,abschneiden::V,jêkirin,ära lõikama
1045,binden::V,girêdan,siduma
1046,stecken::V,têxistin,pistma
1047,brechen::V,şikandin,murdma
1048,klopfen::V,kutandin,koputama
1049,hauen::V,li dan,lööma
1050,kleben::V,zeliqîn,kleepima
1051,kleben::V,şirêz kirin,kleepima
1052,reiben::V,firikandin,hõõruma
1053,streichen::V,bax dan,silitama
1054,schleifen::V,çarkirin,lihvima
1055,schleifen::V,çarkirin,teritama
1056,schneiden::V,jêkirin,lõikama
1057,rütteln::V,hejandin,raputama
1058,schütteln::V,daweşîn,raputama
1059,schütteln::V,daweşîn,loksutama
1060,schwenken::V,têwdan,vehkima
1061,schwenken::V,têwdan,lehvitama
1062,schütten::V,rijandin,kallama
1063,füllen::V,dagirtin,täitma
1064,einwickeln::V,pêçandin,sisse mähkima
1065,tragen::V,kişandin,kandma
1066,tragen::V,rajtin,kandma
1067,schleppen::V,kişandin,tassima
1068,schleppen::V,kişandin,lohistama
1069,ziehen::V,kişandin,vedama
1070,ziehen::V,kişandin,tõmbama
1071,aufbewahren::V,hilandin,säilitama
1072,aufbewahren::V,hilandin,alal hoidma
1073,werfen::V,avêtin,viskama
1074,fangen::V,sem kirin,püüdma
1075,fangen::V,girtin,püüdma
1076,packen::V,pê girtin,kinni haarama
1077,packen::V,pê girtin,kinni võtma
1078,verstecken::V,hîlanin,peitma
1079,teilen::V,parvekirin,jagama
1080,teilen::V,parvekirin,jaotama
1081,schicken::V,şandin,saatma
1082,bringen::V,anîn,viima
1083,bringen::V,birin,viima
1084,hinzufügen::V,dan ser,lisama
1085,hinzufügen::V,li tiştekî zêde kirin,lisama
1086,bekommen::V,standin,saama
1087,erhalten::V,standin,saama
1088,nehmen::V,girtin,võtma
1089,wählen::V,ray dan,valima
1090,auswählen::V,bijartin,valima
1091,bewahren::V,rê li ber girtin,hoidma
1092,bewahren::V,lê xwedî derketin,hoidma
1093,behindern::V,bara wi,takistama
1094,verderben::V,heram bûn,rikkuma
1095,beschädigen::V,xerab kirin,rikkuma
1096,zerbrechen::V,şikênandin,katki tegema
1097,zerbrechen::V,perçe kirin,katki tegema
1098,zerreißen::V,qelişandin,katki rebima
1099,zerstören::V,hilşandin,purustama
1100,verbrennen::V,şewitandin,põletama
1101,geben::V,dan,andma
1102,geben::V,dayin,andma
1103,reichen::V,besbûn,andma
1104,reichen::V,besbûn,ulatama
1105,reichen::V,têrkirin,andma
1106,reichen::V,têrkirin,ulatama
1107,schenken::V,diyarî kirin,kinkima
1108,versprechen::V,soz dan,lubama
1109,versprechen::V,soz dan,tõotama
1110,wünschen::V,dil kirin,soovima
1111,loben::V,pesinandin,kiitma
1112,küssen::V,maçkirin,suudlema
1113,wiegen::V,lorandin,hällitama
1114,wiegen::V,wezinandin,hällitama
1115,zudecken::V,nixumandin,kaanetama
1116,zudecken::V,nixumandin,kinni katma
1117,wecken::V,bixwe hesandin,äratama
1118,zeigen::V,şanîdan,näitama
1119,führen::V,raber kirin,juhatama
1120,lehren::V,hîn kirin,õpetama
1121,unterrichten::V,ders dan,õpetama
1122,aufziehen::V,mesinkirin,üles kasvatama
1123,leiten::V,rêberî kirin,juhtima
1124,antreiben::V,bezandin,ergutama
1125,lassen::V,berdan,laskma
1126,lassen::V,hiştin,laskma
1127,einladen::V,dawet kirin,kutsuma
1128,vereinigen::V,bi yek kirin,ühendama
1129,besuchen::V,mêvan bûn,külastama
1130,treffen::V,rast hatin,kohtama
1131,sich versammeln::V,li hev çivîn,kogunema
1132,spielen::V,listin,mängima
1133,singen::V,stran,laulma
1134,tanzen::V,reqisîn,tantsima
1135,sich trennen::V,hew berdan,lahku minema
1136,verlassen::V,tanê hişt,maha jätma
1137,verlassen::V,bêkes,maha jätma
1138,retten::V,rihakirin,päästma
1139,bewachen::V,raçavkirin,valvama
1140,schützen::V,hemet kirin,kaitsma
1141,verteidigen::V,paraztin,kaitsma
1142,sich schlagen::V,li hev bezîn,kaklema
1143,schießen::V,agir kirin,tulistama
1144,siegen::V,biser ketin,võitma
1145,ärgern::V,xeyirandin,ärritama
1146,ärgern::V,xeyirandin,vihastama
1147,schlagen::V,lêdan,lööma
1148,schlagen::V,lêxistin,lööma
1149,treten::V,têlekirin,sõtkuma
1150,stechen::V,têrekirin,pistma
1151,stechen::V,têrekirin,torkama
1152,stoßen::V,lêketin,tõukama
1153,stehlen::V,dizîn,varastama
1154,stehlen::V,dizî birin,varastama
1155,stören::V,aciz kirin,segama
1156,stören::V,aciz kirin,häirima
1157,belästigen::V,li tela yeki ketin,ahistama
1158,verbergen::V,veşartin,peitma
1159,verbergen::V,veşartin,varjama
1160,verbergen::V,kemîndanîn,peitma
1161,verbergen::V,kemîndanîn,varjama
1162,täuschen::V,xapandin,petma
1163,täuschen::V,xapandin,tüssama
1164,täuschen::V,lê zexeli kirin,petma
1165,täuschen::V,lê zexeli kirin,tüssama
1166,betrügen::V,xapandin,petma
1167,betrügen::V,xapandin,tüssama
1168,betrügen::V,xapandin,truudust murtma
1169,töten::V,kûştin,tapma
1170,töten::V,kûştin,surmama
1171,wohnen::V,rûniştin,elama
1172,arbeiten::V,kar kirin,töötama
1173,arbeiten::V,şêxulin,töötama
1174,sammeln::V,komkirin,koguma
1175,sammeln::V,komkirin,korjama
1176,pflücken::V,çinîn,noppima
1177,jagen::V,nêçîr kirin,jahtima
1178,fischen::V,masî girtin,kalastama
1179,fischen::V,masî girtin,kala püüdma
1180,fassen::V,pê girtin,püüdma
1181,fassen::V,sêm kirin,püüdma
1182,hüten::V,hei jê man,karjatama
1183,treiben::V,bêherandin,ajama
1184,anbinden::V,tewilandin,kinni siduma
1185,füttern::V,xwarine dan lê,söötma
1186,melken::V,dotin,lüpsma
1187,hacken::V,kolandin,raiuma
1188,hacken::V,kolandin,lõhkuma
1189,gießen::V,av dan,kastma
1190,reifen::V,kemilîn,valmima
1191,zubereiten::V,çe kirin,valmistama
1192,kochen::V,xwarin çe kirin,keetma
1193,kochen::V,kelandin,keetma
1194,backen::V,pijandin,küpsetama
1195,braten::V,qelandin,praadima
1196,braten::V,sor kirin,praadima
1197,umrühren::V,têvdan,segama
1198,stricken::V,hûnan,kuduma
1199,nähen::V,kêl kirin,õmblema
1200,färben::V,boyax kirin,värvima
1201,reinigen::V,paqijkirin,puhastama
1202,waschen::V,şuştin,pesema
1203,abwischen::V,pakîj kirin,puhtaks pühkima
1204,spülen::V,şuştin,uhtma
1205,fegen::V,maliştin,pühkima
1206,kehren::V,maliştin,pühkima
1207,baden::V,serîşûştin,suplema
1208,baden::V,serîşûştin,kümblema
1209,sich waschen::V,serîşûştin,end pesema
1210,ausziehen::V,jê kirin,käest võtma
1211,ausziehen::V,jê kirin,jalast võtma
1212,ausziehen::V,jê kirin,seljast võtma
1213,anziehen::V,pê kirin,jalga panema
1214,sich anziehen::V,xwe kirin,riietuma
1215,kämmen::V,şeh kirin,kammima
1216,schmücken::V,xemilandin,kaunistama
1217,sagen::V,gotin,ütlema
1218,sagen::V,peyivîn,ütlema
1219,sprechen::V,peyivîn,rääkima
1220,sprechen::V,peyivîn,kõnelema
1221,reden::V,axaftin,kõnelema
1222,sich unterhalten::V,hev biştaxilin,vestlema
1223,fragen::V,pirsîn,küsima
1224,fragen::V,pirs kirin,küsima
1225,bitten::V,tika kirin,paluma
1226,erzählen::V,behs kirin,jutustama
1227,mitteilen::V,vegotin,teatama
1228,mitteilen::V,vegotin,teada andma
1229,nennen::V,bi nav kirin,nimetama
1230,rufen::V,bakirin,kutsuma
1231,prahlen::V,pesnê xwe dan,hooplema
1232,übersetzen::V,qulibandin,tõlkima
1233,übersetzen::V,derbas kirin,tõlkima
1234,denken::V,fikirîn,mõtlema
1235,glauben::V,bawer bûn,uskuma
1236,bemerken::V,bala xwe dan,märkama
1237,bemerken::V,çac lê ketin,märkama
1238,erkennen::V,pêhesîn,ära tundma
1239,begreifen::V,fêmkirin,aru saama
1240,verstehen::V,fêmkirin,mõistma
1241,lernen::V,halmandin,õppima
1242,lernen::V,fêrbun,õppima
1243,wissen::V,zanîn,teadma
1244,sich erinnern an::V,bir bûn,mäletama
1245,vergessen::V,ji bir kirin,unustama
1246,messen::V,pê kanîn,mõõtma
1247,zählen::V,hejmardin,loendama
1248,rechnen::V,hesibandin,arvutama
1249,lesen::V,xwendin,lugema
1250,malen::V,rengandin,maalima
1251,malen::V,boyax kirin,maalima
1252,zeichnen::V,işaret kirin,joonistama
1253,schreiben::V,nivîsandin,kirjutama
1254,besitzen::V,hebûn,omama
1255,kaufen::V,kirîn,ostma
1256,verkaufen::V,firotin,müüma
1257,bezahlen::V,pere dan,tasuma
1258,zahlen::V,pere dan,maksma
1259,zahlen::V,dayin,maksma
1260,beherrschen::V,zebt kirin,valitsema
1261,beherrschen::V,hukim kirin,valitsema
1262,ertragen::V,bihêzkirin,taluma
