,Concept_ID,no,ce
817,heulen::V,ule,угӏа
818,blasen::V,blåse,хӏуп баха
819,pfeifen::V,plystre,шок етта
820,schreien::V,skrike,мохь бетта
821,stöhnen::V,stønne,узарш дан
822,zittern::V,dirre,дега
823,zittern::V,skjelve,дега
824,leben::V,leve,даха
825,geboren werden::V,fødes,хила
826,atmen::V,ånde,садеӏа
827,atmen::V,puste,садеӏа
828,trinken::V,drikke,мала
829,essen::V,spise,кхалла
830,schlucken::V,svelge,къурдбан
831,müde werden::V,bli trett,кӏаддала
832,einschlafen::V,sovne,наб кхета
833,schlafen::V,sove,вижа
834,schlafen::V,sove,наб ян
835,schlafen::V,sove,дижина хила
836,aufwachen::V,våkne,самадала
837,aufstehen::V,stå opp,гӏатта
838,sich erholen::V,bli bra,садаӏа
839,sich erholen::V,komme seg,садаӏа
840,krank werden::V,bli syk,цомгуш хила
841,krank sein::V,være syk,цомгуш хила
842,schmerzen::V,gjøre vondt,лаза
843,schmerzen::V,gjøre vondt,ӏийжа
844,husten::V,hoste,йовхарш етта
845,genesen::V,komme seg,тадала
846,sterben::V,dø,дала
847,umkommen::V,omkomme,хӏаллакхила
848,sich bewegen::V,bevege seg,лела
849,sich rühren::V,røre på seg,меттахъхьен
850,sich erheben::V,reise seg,хьалагlатта
851,sich setzen::V,sette sig,хаа
852,hinfallen::V,falle over ende,дожа
853,hinfallen::V,falle over ende,охьакхета
854,laufen::V,løpe,вада
855,laufen::V,løpe,хьада
856,schreiten::V,skride,болар дан
857,schreiten::V,skride,ког баккха
858,spazierengehen::V,spasere,доладала
859,spazierengehen::V,gå en tur,доладала
860,eilen::V,ile,сихдала
861,sich beeilen::V,skynde seg,сихдала
862,sausen::V,suse,
863,rennen::V,løpe,дада
864,springen::V,hoppe,ирхкхийсадала
865,springen::V,springe,ирхкхийсадала
866,klettern::V,klatre,тӏедийла
867,schaukeln::V,huske,техко
868,kriechen::V,krype,такха
869,schwimmen::V,svømme,некадан
870,tauchen::V,dykke,чулелха
871,rudern::V,ro,дига лело
872,rudern::V,ro,кема лело
873,fahren::V,kjøre,хахка
874,fliegen::V,fly,тӏемадала
875,gehen::V,gå,лeла
876,weggehen::V,gå bort,дӏадаха
877,abfahren::V,reise,дӏадаха
878,anhalten::V,stanse,саца
879,hineingehen::V,gå inn,чудала
880,eintreten::V,tre inn,чудала
881,kommen::V,komme,кхача
882,kommen::V,komme,дӏакхача
883,kommen::V,komme,схьакхача
884,ankommen::V,ankomme,кхача
885,ankommen::V,ankomme,схьакхача
886,ankommen::V,komme til,кхача
887,ankommen::V,komme til,схьакхача
888,zurückkommen::V,komme tilbake,юхада
889,bleiben::V,bli,диса
890,bleiben::V,forbli,диса
891,warten::V,vente,хьежа
892,warten::V,vente,cобар дан
893,erwarten::V,vente,хьоьжуш ӏан
894,suchen::V,søke,леха
895,finden::V,finne,каро
896,versuchen::V,prøve,дан хьажа
897,versuchen::V,forsøke,дан хьажа
898,vorbereiten::V,forberede,кечъян
899,lieben::V,elske,деза
900,mögen::V,like,безамхила
901,lachen::V,le,дела
902,rühren::V,røre,хьедан
903,weinen::V,gråte,делха
904,schimpfen::V,skjelle,чехо
905,sich ärgern::V,ergre seg,оьгӏазъэха
906,sich fürchten::V,være redd,кхера
907,fürchten::V,være redd for,кхера
908,fliehen::V,rømme,дӏадада
909,fliehen::V,flykte,дӏадада
910,flüchten::V,flykte,дӏадада
911,sehen::V,se,ган
912,anschauen::V,se på,хьажа
913,anschauen::V,se på,хьежа
914,anschauen::V,betrakte,хьажа
915,anschauen::V,betrakte,хьежа
916,ansehen::V,anse,хьовса
917,hören::V,høre,хаза
918,zuhören::V,tilhøre,ладогӏа
919,probieren::V,smake,хьажа
920,probieren::V,smake på,хьажа
921,riechen::V,lukte,хьожа яха
922,fühlen::V,føle,хаадала
923,scheinen::V,se ut,мотта
924,zu sehen sein::V,synes,гуш хила
925,vernehmen::V,få vite,бартхатта
926,frieren::V,fryse,гӏоро
927,tun::V,gjøre,дан
928,können::V,kunne,дадала
929,wollen::V,ville,тӏергӏа
930,anfangen::V,begynne,доло
931,beenden::V,avslutte,довла
932,aufhören::V,slutte,саца
933,aufhören::V,holde opp,саца
934,gelingen::V,lykkes,кадала
935,geraten::V,bli,хила
936,öffnen::V,åpne,дӏаделла
937,öffnen::V,åpne,схьаделла
938,schließen::V,lukke,къовла
939,schließen::V,lukke,дӏачӏагӏа
940,schließen::V,stenge,къовла
941,schließen::V,stenge,дӏачӏагӏа
942,stellen::V,stille,хlотто
943,setzen::V,sette,дийгӏа
944,legen::V,legge,охьадилла
945,berühren::V,berøre,хьедан
946,verbinden::V,forbinde,вовшахтаса
947,bedecken::V,dekke,тилла
948,bedecken::V,dekke,тӏетаса
949,aufhängen::V,henge,хьалаолла
950,aufhängen::V,henge opp,хьалаолла
951,anzünden::V,tenne,лато
952,anzünden::V,antenne,лато
953,anzünden::V,tenne på,лато
954,aufheben::V,løfte,айа
955,aufheben::V,ta opp,айа
956,zurücklassen::V,slippe tilbake,дита
957,verlieren::V,miste,дайа
958,fallen lassen::V,droppe,охьадожо
959,fallen lassen::V,la falle,охьадожо
960,machen::V,lage,дан
961,machen::V,gjøre,дан
962,herstellen::V,fremstille,дан
963,bauen::V,bygge,гӏишлоян
964,reparieren::V,reparere,тадан
965,verbessern::V,rette,нисдан
966,verbessern::V,forbedre,нисдан
967,ändern::V,forandre,хийца
968,graben::V,grave,ахка
969,beugen::V,bøye,сатто
970,biegen::V,bøye,сатто
971,drehen::V,dreie,хьовзо
972,wenden::V,vende,
973,umdrehen::V,snu,хьовзo
974,heben::V,heve,айа
975,heben::V,heve,хьалаайа
976,hochheben::V,løfte,хьалаайа
977,ergreifen::V,gripe,дӏалаца
978,ergreifen::V,få tak i,дӏалаца
979,halten::V,holde,латто
980,drücken::V,trykke,тӏетаӏо
981,schieben::V,skyve,татта
982,kratzen::V,klø,мӏараш тийса
983,kratzen::V,klore,мӏараш тийса
984,lecken::V,slikke,мотт хьекха
985,beißen::V,bite,катoха
986,abreißen::V,rive av,схьадаккха
987,abschneiden::V,skjære av,кхада
988,binden::V,binde,дӏадехка
989,binden::V,binde,вовшахтаса
990,stecken::V,stikke,чудахийта
991,brechen::V,bryte,кагдан
992,brechen::V,briste,кагдан
993,klopfen::V,banke,детта
994,hauen::V,hogge,етта
995,kleben::V,klistre,тӏелато
996,reiben::V,gni,хьекхо
997,streichen::V,stryke,тlехьакха
998,schleifen::V,slipe,ирдан
999,schneiden::V,klippe,ларга
1000,rütteln::V,ruske,лесто
1001,schütteln::V,riste,лесто
1002,schwenken::V,svinge,лесто
1003,schütten::V,helle,дотта
1004,füllen::V,fylle,дуза
1005,einwickeln::V,vikle inn,хьарчо
1006,tragen::V,bære,дахьа
1007,schleppen::V,slepe,ийзо
1008,ziehen::V,dra,озо
1009,ziehen::V,trekke,озо
1010,aufbewahren::V,oppbevare,ӏалашдан
1011,aufbewahren::V,ta vare på,ӏалашдан
1012,werfen::V,kaste,кхосса
1013,fangen::V,fange,леца
1014,packen::V,gripe,леца
1015,packen::V,gripe tak i,леца
1016,verstecken::V,gjemme,къайладаккха
1017,teilen::V,dele,декъа
1018,schicken::V,sende,дӏадахьийта
1019,bringen::V,bringe,дан
1020,hinzufügen::V,tilføye,тӏетоха
1021,bekommen::V,få,даккха
1022,erhalten::V,få,даккха
1023,nehmen::V,ta,схьаэца
1024,wählen::V,velge,харжа
1025,auswählen::V,velge ut,харжа
1026,bewahren::V,bevare,lалашдан
1027,behindern::V,hindre,новкъарло ян
1028,behindern::V,forhindre,новкъарло ян
1029,verderben::V,ødelegge,талхо
1030,beschädigen::V,skade,дохо
1031,zerbrechen::V,brekke i stykker,дохо
1032,zerbrechen::V,brekke i stykker,кагдан
1033,zerreißen::V,rive i stykker,хадо
1034,zerstören::V,ødelegge,дохо
1035,zerstören::V,ødelegge,кагдан
1036,verbrennen::V,brenne,даго
1037,verbrennen::V,brenne opp,даго
1038,geben::V,gi,яла
1039,reichen::V,rekke,дӏадала
1040,reichen::V,rekke,дӏакховдо
1041,schenken::V,forære,совгӏат дан
1042,schenken::V,skjenke,совгӏат дан
1043,versprechen::V,love,ваӏда дан
1044,wünschen::V,ønske,лаа
1045,loben::V,rose,хасто
1046,küssen::V,kysse,оба яккха
1047,wiegen::V,vogge,тахка
1048,zudecken::V,dekke til,тӏетаса
1049,wecken::V,vekke,самадаккха
1050,zeigen::V,vise,гайта
1051,führen::V,føre,дига
1052,lehren::V,lære,ӏамо
1053,unterrichten::V,undervise,хьеха
1054,aufziehen::V,oppdra,кхио
1055,leiten::V,lede,урхалла дан
1056,antreiben::V,drive på,сихдан
1057,lassen::V,få til å,-йта
1058,einladen::V,be,кхайкха
1059,einladen::V,invitere,кхайкха
1060,vereinigen::V,forene,цхьаьнатоха
1061,besuchen::V,besøke,хьажахIотта
1062,treffen::V,møte,дуьхьалкхета
1063,treffen::V,treffe,дуьхьалкхета
1064,sich versammeln::V,forsamles,гулдан
1065,spielen::V,leke,ловза
1066,spielen::V,spille,ловза
1067,singen::V,synge,лакха
1068,tanzen::V,danse,хелхадала
1069,sich trennen::V,skilles,къаста
1070,verlassen::V,forlate,дита
1071,retten::V,redde,кӏелхьардаккха
1072,bewachen::V,bevokte,ха дан
1073,schützen::V,verne,лардан
1074,schützen::V,beskytte,лардан
1075,verteidigen::V,forsvare,лардан
1076,sich schlagen::V,slåss,етта
1077,schießen::V,skyte,детта
1078,siegen::V,seire,тола
1079,ärgern::V,ergre,оьгӏаздахийта
1080,treten::V,sparke,мийра тоха
1081,stechen::V,stikke,ӏотта
1082,stechen::V,stikke,къовзо
1083,stoßen::V,støte,татта
1084,stehlen::V,stjele,лачкъо
1085,stören::V,forstyrre,новкъарло ян
1086,belästigen::V,plage,сагатдан
1087,belästigen::V,sjenere,сагатдан
1088,verbergen::V,gjemme,къайладаккха
1089,täuschen::V,villede,ӏexo
1090,betrügen::V,bedra,ледан
1091,töten::V,drepe,ден
1092,wohnen::V,bo,даха
1093,arbeiten::V,arbeide,къахьега
1094,sammeln::V,samle,гулдан
1095,pflücken::V,plukke,даха
1096,jagen::V,jage,талла
1097,fischen::V,fiske,чӏерий леца
1098,fassen::V,fange,лаца
1099,fassen::V,fange,схьалаца
1100,hüten::V,vokte,лардан
1101,treiben::V,drive,лахка
1102,anbinden::V,feste,дӏадехка
1103,füttern::V,fore,хӏума яла
1104,melken::V,melke,оза
1105,hacken::V,hakke,
1106,gießen::V,helle,хи тоха
1107,reifen::V,modne,хьекъа
1108,zubereiten::V,lage,кечъян
1109,zubereiten::V,lage,кхача бан
1110,zubereiten::V,tilberede,кечъян
1111,zubereiten::V,tilberede,кхача бан
1112,kochen::V,koke,кхача бан
1113,backen::V,bake,датта
1114,braten::V,steke,кхарза
1115,umrühren::V,røre om,кего
1116,stricken::V,strikke,
1117,nähen::V,sy,тега
1118,färben::V,farge,басардан
1119,reinigen::V,rense,цӏандан
1120,reinigen::V,gjøre ren,цӏандан
1121,waschen::V,vaske,йила
1122,waschen::V,vaske,йитта
1123,waschen::V,vaske,дӏадайа
1124,abwischen::V,tørke av,дӏадайа
1125,spülen::V,spyle,хи кхарза
1126,spülen::V,skylle,хи кхарза
1127,fegen::V,feie,нуй хьакха
1128,kehren::V,koste,нуй хьакха
1129,baden::V,bade,лийча
1130,sich waschen::V,vaske seg,юьхь йила
1131,ausziehen::V,ta av,духар дӏадаккха
1132,anziehen::V,ta på,
1133,sich anziehen::V,kle på seg,духа
1134,kämmen::V,gre,ехк хьакха
1135,kämmen::V,kjemme,ехк хьакха
1136,schmücken::V,pynte,хаздан
1137,schmücken::V,smykke,хаздан
1138,sagen::V,si,ала
1139,sprechen::V,snakke,баха
1140,sprechen::V,snakke,мотт бийца
1141,reden::V,tale,къамел дан
1142,reden::V,snakke,къамел дан
1143,sich unterhalten::V,samtale,къамел дан
1144,fragen::V,spørre,хатта
1145,bitten::V,be,деха
1146,erzählen::V,fortelle,дийца
1147,mitteilen::V,meddele,хаам бан
1148,nennen::V,kalle,цӏе яккха
1149,rufen::V,rope,кхайкха
1150,prahlen::V,skryte,куралла ян
1151,prahlen::V,skryte,дозалла дан
1152,übersetzen::V,oversette,гоч дан
1153,denken::V,tenke,ойла ян
1154,glauben::V,tro,теша
1155,bemerken::V,bemerke,ган
1156,bemerken::V,legge merke til,ган
1157,erkennen::V,gjenkjenne,довза
1158,begreifen::V,begripe,кхета
1159,verstehen::V,forstå,кхета
1160,verstehen::V,skjønne,кхета
1161,lernen::V,lære,деша
1162,wissen::V,vite,хаа
1163,sich erinnern an::V,huske på,дагадан
1164,vergessen::V,glemme,дицдала
1165,messen::V,måle,дуста
1166,zählen::V,telle,дагардан
1167,rechnen::V,regne,лара
1168,lesen::V,lese,еша
1169,malen::V,male,сурт дилла
1170,zeichnen::V,tegne,сурт дилла
1171,schreiben::V,skrive,яздан
1172,besitzen::V,eie,доладан
1173,besitzen::V,inneha,доладан
1174,kaufen::V,kjøpe,эца
1175,verkaufen::V,selge,дохка
1176,bezahlen::V,betale,мах бала
1177,zahlen::V,betale,мах бала
1178,beherrschen::V,beherske,собаре хила
1179,ertragen::V,orke,лан
1180,ertragen::V,orke,сатоха
1181,ertragen::V,orke,садетта
1182,schlagen::V,,тоха
