,Concept_ID,ba,cs
775,schon::ADV,инде,už
776,schon::ADV,инде,již
777,wieder::ADV,тағы,zase
778,vergebens::ADV,бушҡа,marně
779,vor::PRP,алдында,před
780,hinter::PRP,артында,za
781,unter::PRP,аҫтында,pod
782,durch::PRP,үтә,skrz
783,neben::PRP,эргәһендә,vedle
784,zwischen::PRP,араһында,mezi
785,wegen::PRP,өсөн,pro
786,wegen::PRP,сәбәпле,pro
787,dies::PRN,был,toto
788,dies::PRN,был,tohle
789,dies::PRN,ошо,toto
790,dies::PRN,ошо,tohle
791,das::PRN,ул,to
792,alles::PRN,бөтә,všechno
793,ich::PRN,мин,já
794,du::PRN,һин,ty
795,er::PRN,ул,on
796,wir::PRN,беҙ,my
797,ihr::PRN,һеҙ,vy
798,sie::PRN,улар,oni
799,was::FPRN,ә,co
800,was::FPRN,ни,co
801,was::FPRN,нәмә,co
802,wer::FPRN,ҡем,kdo
803,wo::FADV,ҡайҙа,kde
804,wohin::FADV,ҡайҙа,kam
805,wie::FADV,инидәй,jak
806,warum::FADV,ин өсөн,proč
807,wieviel::FNUM,күпме,kolik
808,eins::NUM,бер,jeden
809,zwei::NUM,ике,dva
810,zwei::NUM,икәү,dva
811,drei::NUM,өс,tři
812,vier::NUM,дүрт,čtyři
813,fünf::NUM,биш,pět
814,sechs::NUM,алты,šest
815,sieben::NUM,ете,sedm
816,acht::NUM,һигеҙ,osm
817,neun::NUM,туғыҙ,devět
818,zehn::NUM,ун,deset
819,elf::NUM,ун бер,jedenáct
820,zwölf::NUM,ун ике,dvanáct
821,zwanzig::NUM,егерме,dvacet
822,dreißig::NUM,утыҙ,třicet
823,vierzig::NUM,ҡырҡ,čtyřicet
824,fünfzig::NUM,илле,padesát
825,sechzig::NUM,алтмыш,šedesát
826,siebzig::NUM,етмеш,sedmdesát
827,achtzig::NUM,һикһән,osmdesát
828,neunzig::NUM,туҡһан,devadesát
829,hundert::NUM,йөҙ,sto
830,tausend::NUM,мең,tisíc
831,und::CNJ,да,a
832,oder::CNJ,йәки,nebo
833,stehen::V,тороу,stát
834,sitzen::V,ултырыу,sedět
835,liegen::V,ятыу,ležet
836,hängen::V,аҫылынып тороу,viset
837,werden::V,булыу,stát se
838,passieren::V,булыу,stát se
839,beginnen::V,башлау,počít
840,enden::V,бөтөү,končit
841,enden::V,бөтөү,skončit
842,enden::V,тамамланыү,končit
843,enden::V,тамамланыү,skončit
844,wechseln::V,үҙгәреү,měnit se
845,aufgehen[Sonne]::V,ҡалҡыу,vyjít
846,untergehen[Sonne]::V,байыу,zapadnout
847,scheinen[Sonne]::V,яҡтыртып тороу,svítit
848,donnern::V,күкрәү,hřmět
849,wehen::V,иҫеү,vát
850,wehen::V,иҫеү,vanout
851,strömen::V,ташыу,proudit
852,fließen::V,ағыу,téct
853,sich drehen::V,әйләнеү,točit se
854,schwanken::V,тирбәлеү,kolísat
855,schwanken::V,тирбәлеү,houpat se
856,schwingen::V,бәүетеү,kývat se
857,fallen::V,йығылыу,padat
858,brennen::V,яныу,hořet
859,rauchen::V,төтәү,kouřit
860,regnen::V,ямғыр яуа,pršet
861,gefrieren::V,туңыү,zamrznout
862,tauen::V,иреү,tát
863,schmelzen::V,иреү,tavit
864,trocknen::V,кибеү,schnout
865,sieden::V,ҡайнау,vřít
866,faulen::V,сереу,hnít
867,verfaulen::V,сереу,shnít
868,reißen::V,өҙөү,roztrhat se
869,reißen::V,йыртылыу,roztrhat se
870,versinken::V,батыу,topit se
871,versinken::V,батыу,ponořit se
872,vergehen::V,үтеү,plynout
873,erscheinen::V,килеп сығыу,objevit se
874,verschwinden::V,юғалыу,zmizet
875,sinken::V,түбәнәйеү,klesat
876,abnehmen::V,кәметеү,ubýt
877,zunehmen::V,артыу,přibýt
878,steigen::V,күтәрелеү,stoupat
879,wachsen::V,үҫеү,růst
880,glänzen::V,ялтырау,lesknout se
881,funkeln::V,баҙлау,jiskřit se
882,lärmen::V,шаулау,dělat hluk
883,läuten::V,ҡағыу,zvonit
884,klingeln::V,ҡағыу,zvonit
885,klingeln::V,шылтыратыу,zvonit
886,klirren::V,шылтыратыу,řinčet
887,brausen::V,ҡотороноу,hučet
888,rauschen::V,шыптырлау,šumět
889,klingen::V,яңғырау,znít
890,bellen::V,өрөү,štěkat
891,heulen::V,олоу,výt
892,blasen::V,өрөү,foukat
893,pfeifen::V,һызғырып ебәреү,pískat
894,schreien::V,ҡысҡырыу,křičet
895,stöhnen::V,уңғырашыу,sténat
896,zittern::V,ҡалтырау,třást se
897,leben::V,йәшәү,žít
898,geboren werden::V,тыуыу,rodit se
899,atmen::V,тын алыү,dýchat
900,trinken::V,эсеү,pít
901,essen::V,ашау,jíst
902,schlucken::V,йотоу,polykat
903,müde werden::V,арыу,unavit se
904,einschlafen::V,йоҡлап китеү,usnout
905,schlafen::V,йоҡлау,spát
906,aufwachen::V,уяныу,probudit se
907,aufstehen::V,тороу,vstát
908,sich erholen::V,ял итеү,zotavovat se
909,krank werden::V,сирләү,onemocnět
910,krank sein::V,сирләү,být nemocný
911,schmerzen::V,ауыртыу,bolet
912,husten::V,йүтәлләү,kašlat
913,genesen::V,һауығыу,uzdravit se
914,sterben::V,үлеү,umřít
915,umkommen::V,һәләк булыу,zahynout
916,sich bewegen::V,хәрәкәт итеү,pohnout se
917,sich rühren::V,ҡуҙғалыу,hnout se
918,sich erheben::V,тороу,zdvihnout se
919,sich setzen::V,ултырыу,posadit se
920,hinfallen::V,ҡолау,upadnout
921,laufen::V,йөрөү,běžet
922,schreiten::V,атлау,kráčet
923,spazierengehen::V,ял итеп йороү,procházet se
924,eilen::V,ашығыу,spěchat
925,eilen::V,ҡабаланыу,spěchat
926,sich beeilen::V,ашығыу,pospíšit si
927,sich beeilen::V,ҡабаланыу,pospíšit si
928,sausen::V,елеү,fičet
929,rennen::V,йүгеп йөрөү,pádit
930,springen::V,һикереү,skákat
931,klettern::V,үрмәләү,lézt
932,klettern::V,үрмәләү,šplhat
933,klettern::V,үрмәләп менеү,lézt
934,klettern::V,үрмәләп менеү,šplhat
935,schaukeln::V,сайҡалыу,houpat
936,kriechen::V,шыуышыу,lézt
937,kriechen::V,шыуышыу,plazit se
938,schwimmen::V,йоҙөү,plavat
939,tauchen::V,сумыу,nořit se
940,rudern::V,ишеү,veslovat
941,fahren::V,йөрөү,jet
942,fahren::V,йөрөү,jezdit
943,fliegen::V,осоу,létat
944,gehen::V,барыу,jít
945,weggehen::V,китеү,odejít
946,abfahren::V,сығыу,odjet
947,anhalten::V,тукталыу,zastavit se
948,hineingehen::V,инеү,vcházet se
949,eintreten::V,инеү,vstoupit
950,kommen::V,килеү,přijít
951,ankommen::V,килеү,dojít
952,zurückkommen::V,ҡайтыу,vrátit se
953,bleiben::V,ҡалыу,zůstat
954,warten::V,көтөп тороу,čekat
955,erwarten::V,көтөү,čekat na
956,suchen::V,эҙләү,hledat
957,finden::V,табыу,najít
958,versuchen::V,тырышып ҡарау,zkoušet
959,vorbereiten::V,әҙерләү,připravit
960,lieben::V,яратыу,milovat
961,mögen::V,һөйөү,mít rád
962,mögen::V,яратыу,mít rád
963,lachen::V,көлөү,smát se
964,rühren::V,ҡағылыу,dojmout
965,weinen::V,илау,plakat
966,schimpfen::V,һүгенеү,nadávat
967,schimpfen::V,тиргәнеү,nadávat
968,schimpfen::V,һуҡраныу,nadávat
969,sich ärgern::V,асыуланыу,pohoršit se
970,sich fürchten::V,ҡурҡыу,bát se
971,fürchten::V,ҡурҡыу,bát se
972,fliehen::V,ҡасыу,utéct
973,flüchten::V,ҡасыу,prchnout
974,sehen::V,күреү,vidět
975,anschauen::V,ҡарау,podívat se na
976,ansehen::V,ҡарау,sledovat
977,ansehen::V,тикшереү,sledovat
978,hören::V,ишетеү,slyšet
979,zuhören::V,тыңлау,poslouchat
980,probieren::V,татыу,ochutnávat
981,riechen::V,еҫкәү,cítit
982,fühlen::V,тойоу,cítit
983,scheinen::V,кеүек күренеү,zdát se
984,scheinen::V,тойолоу,zdát se
985,zu sehen sein::V,күренеү,moci být viděn
986,vernehmen::V,ишетеү,uslyšet
987,frieren::V,туңыү,mrznout
988,tun::V,яһау,dělat
989,tun::V,әшләү,dělat
990,können::V,алыу,moct
991,können::V,мөмкин булыу,moct
992,wollen::V,теләү,chtít
993,anfangen::V,башлау,začít
994,beenden::V,бөтөрөү,ukončit
995,beenden::V,тамамлау,ukončit
996,aufhören::V,туктау,přestat
997,gelingen::V,уңышлы булыу,podařit se
998,geraten::V,булып сығыу,dařit se
999,öffnen::V,асыу,otevřít
1000,schließen::V,йомоу,zavřít
1001,stellen::V,ҡуйыу,postavit
1002,setzen::V,урынлаштырыу,posadit
1003,legen::V,һалыу,klást
1004,legen::V,һалыу,položit
1005,berühren::V,тейеү,dotýkat se
1006,berühren::V,ҡағылыу,dotýkat se
1007,verbinden::V,ҡушыу,spojit
1008,verbinden::V,бәйләү,spojit
1009,bedecken::V,ҡаплау,pokrýt
1010,aufhängen::V,элеү,oběsit
1011,aufhängen::V,элеү,pověsit
1012,anzünden::V,тоҡандырыу,zapálit
1013,anzünden::V,тоҡандырыу,podpálit
1014,aufheben::V,мендереү,zvednout
1015,aufheben::V,мендереү,zdvihnout
1016,zurücklassen::V,ҡалдырыу,zanechat
1017,verlieren::V,юғалтыу,ztratit
1018,fallen lassen::V,төшөрөп ебәреү,upustit
1019,machen::V,яһау,udělat
1020,machen::V,эшләү,udělat
1021,herstellen::V,эшләп сығарыу,vyrobit
1022,bauen::V,төҙөү,stavět
1023,bauen::V,төҙөү,budovat
1024,reparieren::V,төҙәтеү,opravit
1025,verbessern::V,яҡшыртыу,zlepšit
1026,ändern::V,үҙгәртеү,změnit
1027,graben::V,ҡаҙыу,rýt
1028,graben::V,ҡаҙыу,kopat
1029,beugen::V,бөгөү,ohnout
1030,biegen::V,бөгөү,ohnout
1031,drehen::V,өйрөлтөү,točit
1032,drehen::V,әйләндереү,točit
1033,wenden::V,әйләндереү,obrátit
1034,umdrehen::V,түңкәреү,obrátit
1035,heben::V,күтәреү,zdvihnout
1036,heben::V,мендереү,zdvihnout
1037,hochheben::V,күтәреү,zvednout
1038,ergreifen::V,тотоп алыу,chopit se
1039,halten::V,тотоу,držet
1040,drücken::V,ҡыҫыу,stisknout
1041,schieben::V,этеү,posouvat
1042,schieben::V,төртөү,posouvat
1043,kratzen::V,ҡырыу,škrábat
1044,lecken::V,ялау,lízat
1045,beißen::V,тешләү,kousat
1046,abreißen::V,өҙөү,utrhat
1047,abreißen::V,өҙөү,odtrhat
1048,abschneiden::V,ҡырҡыу,uřezat
1049,abschneiden::V,ҡырҡыу,ukrojit
1050,binden::V,бәйләү,přivázat
1051,stecken::V,ҡаҙау,strčit
1052,brechen::V,боҙоу,lomit
1053,klopfen::V,шаҡылдау,ťukat
1054,klopfen::V,шаҡылдау,klepat
1055,hauen::V,туҡмау,bít
1056,kleben::V,йәбештереү,lepit
1057,reiben::V,ыуыу,třít
1058,reiben::V,ышҡыу,třít
1059,streichen::V,яғыу,mazat
1060,schleifen::V,үткерләү,brousit
1061,schneiden::V,ҡырҡыу,řezat
1062,schneiden::V,ҡырҡыу,střihat
1063,rütteln::V,һелкетеү,třást
1064,rütteln::V,һелкетеү,otřást
1065,schütteln::V,һелкетеү,třást
1066,schütteln::V,һелкетеү,zatřást
1067,schwenken::V,болғау,mávat
1068,schütten::V,ҡойоу,nasypat
1069,füllen::V,тултырыу,naplnit
1070,einwickeln::V,төрөү,zavinout
1071,tragen::V,алып барыу,nést
1072,schleppen::V,һөйрәү,vléct
1073,ziehen::V,тартыу,tahat
1074,ziehen::V,тартыу,táhnout
1075,aufbewahren::V,һаҡлау,schovat
1076,werfen::V,ырғытыу,házet
1077,fangen::V,тотоу,chytat
1078,packen::V,етеү,uchvátit
1079,packen::V,тотоп алыу,uchvátit
1080,verstecken::V,йәшереү,schovat
1081,teilen::V,бүлеү,rozdělit
1082,schicken::V,ебәреү,posílat
1083,bringen::V,килтереү,přinést
1084,hinzufügen::V,өтәү,připojit
1085,bekommen::V,алыу,dostat
1086,erhalten::V,алыу,uchovat
1087,nehmen::V,алыу,vzít
1088,wählen::V,һайлаү,zvolit
1089,auswählen::V,һайлап алыу,vybrat
1090,bewahren::V,һаҡлау,uchránit
1091,behindern::V,тотҡарлыҡ яһау,překážet
1092,verderben::V,боҙоу,zkazit
1093,beschädigen::V,боҙоу,porušit
1094,beschädigen::V,боҙоу,poškodit
1095,zerbrechen::V,ҡыйратыу,rozlámat
1096,zerreißen::V,йыртыу,roztrhnout
1097,zerstören::V,емереү,zničit
1098,verbrennen::V,үртәү,spálit
1099,geben::V,биреү,dát
1100,reichen::V,биреү,podat
1101,schenken::V,бүләк итеү,darovat
1102,versprechen::V,вәғәҙә биреү,slíbit
1103,wünschen::V,теләу,přát
1104,loben::V,маҡтау,chválit
1105,küssen::V,үбеү,líbat
1106,wiegen::V,бәүетеү,chovat
1107,wiegen::V,бәүетеү,kolébat
1108,wiegen::V,тирбәтеү,chovat
1109,wiegen::V,тирбәтеү,kolébat
1110,zudecken::V,ҡаплау,přikrýt
1111,zudecken::V,ҡаплау,přiklopit
1112,wecken::V,уятыу,vzbudit
1113,zeigen::V,күрһәтеү,ukázat
1114,führen::V,етәкләү,vést
1115,lehren::V,уҡытыу,učit
1116,lehren::V,өйрәтеү,učit
1117,unterrichten::V,уҡытыу,vyučovat
1118,aufziehen::V,тәрбиәле,vychovat
1119,leiten::V,етәкләү,vodit
1120,leiten::V,етәкселек итеү,vodit
1121,antreiben::V,ашыҡтырыу,nutit
1122,lassen::V,мәжбүр итеү,dát
1123,einladen::V,саҡырыу,pozvat
1124,vereinigen::V,берләштереү,spojit
1125,besuchen::V,килеп сығыу,návštívit
1126,treffen::V,тойоү,potkat
1127,treffen::V,осратыу,potkat
1128,treffen::V,ҡаршылау,potkat
1129,sich versammeln::V,йыйылыу,shromáždit se
1130,spielen::V,тартыу,hrát
1131,singen::V,йырлау,zpívat
1132,tanzen::V,бейеү,tančit
1133,sich trennen::V,айырылышыу,rozejít se
1134,verlassen::V,ташлау,opustit
1135,verlassen::V,ташлап китеү,opustit
1136,retten::V,ҡотҡарыу,zachránit
1137,bewachen::V,һаҡлау,hlídat
1138,schützen::V,һаҡлау,chránit
1139,verteidigen::V,яҡлау,obhájit
1140,sich schlagen::V,һуғышыу,bít se
1141,schießen::V,атыу,střílet
1142,siegen::V,еңеү,zvítězit
1143,ärgern::V,асыуландырыу,zlobit
1144,ärgern::V,асыуландырыу,pohoršit
1145,schlagen::V,бәреү,udeřit
1146,schlagen::V,бәреү,praštit
1147,schlagen::V,туҡмау,udeřit
1148,schlagen::V,туҡмау,praštit
1149,treten::V,тибеү,kopnout
1150,treten::V,типкеләү,kopnout
1151,stechen::V,сәнсеү,bodnout
1152,stechen::V,сәнсеү,píchnout
1153,stoßen::V,этеү,strčit
1154,stoßen::V,төртөү,strčit
1155,stehlen::V,урлау,ukrást
1156,stören::V,ҡамасаулау,vyrušit
1157,belästigen::V,бимазалау,obtěžovat
1158,belästigen::V,ҡамасаулау,obtěžovat
1159,verbergen::V,йәшереү,skrýt
1160,täuschen::V,ултыртыу,klamat
1161,betrügen::V,алдау,podvést
1162,töten::V,үлтереү,zabít
1163,wohnen::V,йәшәү,bydlit
1164,arbeiten::V,эшләү,pracovat
1165,sammeln::V,йыйыу,sebrat
1166,pflücken::V,өҙөү,česat
1167,jagen::V,аулау,uhonit
1168,fischen::V,аулау,chytat ryby
1169,fassen::V,тотоу,ulovit
1170,hüten::V,көтөү,pást
1171,treiben::V,ҡыуыу,hnát
1172,anbinden::V,бәйләү,přivázat
1173,füttern::V,ашатыу,krmit
1174,melken::V,һауыү,dojit
1175,hacken::V,турау,seknout
1176,hacken::V,тапау,seknout
1177,gießen::V,ҡойоу,zalít
1178,reifen::V,өлғөрөү,uzrát
1179,zubereiten::V,бешереү,připravit
1180,kochen::V,бешереү,vařit
1181,backen::V,бешереү,péct
1182,braten::V,ҡурыу,smažit
1183,umrühren::V,ҡатнаштырыу,zamíchat
1184,stricken::V,бәйләү,plést
1185,nähen::V,тегеү,šít
1186,färben::V,буяу,nabarvit
1187,reinigen::V,таҙартыу,očistit
1188,waschen::V,йыуыу,mýt
1189,abwischen::V,һөртөү,utřít
1190,spülen::V,сайҡау,spláchnout
1191,fegen::V,һепереү,zamést
1192,kehren::V,һепереү,mést
1193,baden::V,һыу инеү,koupat se
1194,sich waschen::V,йыуыныу,mýt se
1195,ausziehen::V,сисеү,svléct
1196,anziehen::V,кейеү,obléct
1197,sich anziehen::V,кейенеү,oblékat se
1198,kämmen::V,тарау,učesat
1199,schmücken::V,биҙәү,ozdobit
1200,sagen::V,әйтеү,říct
1201,sprechen::V,әйтеү,mluvit
1202,sprechen::V,һөйләшеү,mluvit
1203,reden::V,һөйләшеү,hovořit
1204,sich unterhalten::V,әңгәмәләшеү,povídat se
1205,fragen::V,һорау,zeptat se
1206,bitten::V,үтенеү,prosit
1207,erzählen::V,һөйләү,povídat
1208,mitteilen::V,әйтеү,sdělit
1209,mitteilen::V,әйтеү,oznámit
1210,nennen::V,атау,nazvat
1211,nennen::V,исемләү,nazvat
1212,rufen::V,саҡырыу,volat
1213,rufen::V,саҡырыу,zavolat
1214,prahlen::V,маҡтаныу,chlubit se
1215,prahlen::V,шапырыныу,chlubit se
1216,übersetzen::V,тәржемә итеү,přeložit
1217,denken::V,уйлау,myslit
1218,glauben::V,ышаныу,věřit
1219,bemerken::V,күреү,zpozorovat
1220,erkennen::V,таныу,poznat
1221,begreifen::V,аңлау,pochopit
1222,verstehen::V,аңлау,porozumět
1223,lernen::V,өйрәнеү,učit se
1224,wissen::V,белеү,vědět
1225,sich erinnern an::V,хәтергә алыу,vzpomínat si na
1226,vergessen::V,онотоу,zapomínat
1227,messen::V,үлсәү,měřit
1228,zählen::V,һанау,spočítat
1229,rechnen::V,һанау,počítat
1230,lesen::V,уҡыу,číst
1231,malen::V,һүрәт яһау,malovat
1232,malen::V,рәсем төшөрөү,malovat
1233,zeichnen::V,һүрәт яһау,rýsovat
1234,zeichnen::V,рәсем төшөрөү,rýsovat
1235,schreiben::V,яҙыу,psát
1236,besitzen::V,биләү,mít
1237,besitzen::V,биләү,vlastnit
1238,kaufen::V,һатып алыу,koupit
1239,verkaufen::V,һатыу,prodat
1240,bezahlen::V,түләү,zaplatit
1241,zahlen::V,түләү,platit
1242,beherrschen::V,биләү,ovládat
1243,ertragen::V,түҙеү,snést
