,Concept_ID,ca,no
866,wachsen::V,créixer,vokse
867,glänzen::V,brillar,skinne
868,glänzen::V,resplendir,skinne
869,funkeln::V,espurnejar,tindre
870,lärmen::V,fer soroll,bråke
871,läuten::V,sonar,ringe
872,klingeln::V,trucar,ringe
873,klirren::V,dringar,klirre
874,brausen::V,rugir,bruse
875,rauschen::V,murmurar,suse
876,klingen::V,sonar,lyde
877,klingen::V,sonar,klinge
878,bellen::V,lladrar,gjø
879,bellen::V,lladrar,bjeffe
880,heulen::V,udolar,ule
881,blasen::V,bufar,blåse
882,pfeifen::V,xiular,plystre
883,schreien::V,cridar,skrike
884,stöhnen::V,gemegar,stønne
885,zittern::V,tremolar,dirre
886,zittern::V,tremolar,skjelve
887,leben::V,vīure,leve
888,geboren werden::V,néixer,fødes
889,atmen::V,respirar,ånde
890,atmen::V,respirar,puste
891,trinken::V,beure,drikke
892,essen::V,menjar,spise
893,schlucken::V,empassar-se,svelge
894,müde werden::V,cansar-se,bli trett
895,einschlafen::V,adormir-se,sovne
896,schlafen::V,dormir,sove
897,aufwachen::V,despertar-se,våkne
898,aufstehen::V,llevar-se,stå opp
899,sich erholen::V,descansar,bli bra
900,sich erholen::V,descansar,komme seg
901,krank werden::V,posar-se malalt,bli syk
902,krank sein::V,estar malalt,være syk
903,schmerzen::V,doldre,gjøre vondt
904,husten::V,tossir,hoste
905,genesen::V,recuperar-se,komme seg
906,sterben::V,morir,dø
907,umkommen::V,perir,omkomme
908,sich bewegen::V,moure's,bevege seg
909,sich rühren::V,moure's,røre på seg
910,sich erheben::V,aixecar-se,reise seg
911,sich setzen::V,asseure's,sette sig
912,hinfallen::V,caure's,falle over ende
913,laufen::V,caminar,løpe
914,schreiten::V,procedir,skride
915,spazierengehen::V,passejar,spasere
916,spazierengehen::V,passejar,gå en tur
917,eilen::V,anar corrent,ile
918,sich beeilen::V,afanyar-se,skynde seg
919,sausen::V,córrer,suse
920,rennen::V,córrer,løpe
921,springen::V,saltar,hoppe
922,springen::V,saltar,springe
923,klettern::V,escalar,klatre
924,schaukeln::V,gronxar-se,huske
925,schaukeln::V,balancejar-se,huske
926,kriechen::V,reptar,krype
927,kriechen::V,arrossegar-se,krype
928,schwimmen::V,nadar,svømme
929,tauchen::V,bussejar,dykke
930,tauchen::V,submergir-se,dykke
931,rudern::V,remar,ro
932,fahren::V,anar,kjøre
933,fliegen::V,volar,fly
934,gehen::V,caminar,gå
935,weggehen::V,anar-se'n,gå bort
936,abfahren::V,partir,reise
937,anhalten::V,aturar-se,stanse
938,hineingehen::V,entrar,gå inn
939,eintreten::V,entrar,tre inn
940,kommen::V,venir,komme
941,ankommen::V,arribar,ankomme
942,ankommen::V,arribar,komme til
943,zurückkommen::V,tornar,komme tilbake
944,bleiben::V,quedar-se,bli
945,bleiben::V,quedar-se,forbli
946,warten::V,esperar,vente
947,erwarten::V,esperar,vente
948,suchen::V,buscar,søke
949,finden::V,trobar,finne
950,versuchen::V,intentar,prøve
951,versuchen::V,intentar,forsøke
952,vorbereiten::V,preparar,forberede
953,lieben::V,estimar,elske
954,mögen::V,agradar a,like
955,lachen::V,riure,le
956,rühren::V,commoure,røre
957,rühren::V,emocionar,røre
958,weinen::V,plorar,gråte
959,schimpfen::V,renyar,skjelle
960,sich ärgern::V,enfadar-se,ergre seg
961,sich fürchten::V,tenir por,være redd
962,fürchten::V,témer,være redd for
963,fliehen::V,fugir,rømme
964,fliehen::V,fugir,flykte
965,flüchten::V,refugiar-se,flykte
966,sehen::V,veure,se
967,anschauen::V,mirar,se på
968,anschauen::V,mirar,betrakte
969,ansehen::V,mirar,anse
970,hören::V,oir,høre
971,zuhören::V,escoltar,tilhøre
972,probieren::V,provar,smake
973,probieren::V,provar,smake på
974,riechen::V,olorar,lukte
975,fühlen::V,sentīr,føle
976,scheinen::V,semblar,se ut
977,zu sehen sein::V,poder-se veure,synes
978,vernehmen::V,percebre,få vite
979,frieren::V,tenir fred,fryse
980,tun::V,fer,gjøre
981,können::V,poder,kunne
982,wollen::V,voler,ville
983,anfangen::V,iniciar,begynne
984,beenden::V,acabar,avslutte
985,aufhören::V,deixar,slutte
986,aufhören::V,deixar,holde opp
987,gelingen::V,sortir bé,lykkes
988,geraten::V,sortir,bli
989,öffnen::V,obrir,åpne
990,schließen::V,tancar,lukke
991,schließen::V,tancar,stenge
992,stellen::V,posar,stille
993,stellen::V,col·locar,stille
994,setzen::V,assentar,sette
995,legen::V,posar,legge
996,berühren::V,tocar,berøre
997,verbinden::V,unir,forbinde
998,verbinden::V,connectar,forbinde
999,bedecken::V,tapar,dekke
1000,bedecken::V,cobrir,dekke
1001,aufhängen::V,penjar,henge
1002,aufhängen::V,penjar,henge opp
1003,anzünden::V,encendre,tenne
1004,anzünden::V,encendre,antenne
1005,anzünden::V,encendre,tenne på
1006,aufheben::V,aixecar,løfte
1007,aufheben::V,aixecar,ta opp
1008,zurücklassen::V,deixar,slippe tilbake
1009,verlieren::V,pērdre,miste
1010,fallen lassen::V,deixar caure,droppe
1011,fallen lassen::V,deixar caure,la falle
1012,machen::V,fer,lage
1013,machen::V,fer,gjøre
1014,herstellen::V,producir,fremstille
1015,bauen::V,construir,bygge
1016,reparieren::V,reparar,reparere
1017,verbessern::V,millorar,rette
1018,verbessern::V,millorar,forbedre
1019,ändern::V,canviar,forandre
1020,graben::V,cavar,grave
1021,beugen::V,doblegar,bøye
1022,biegen::V,corbar,bøye
1023,biegen::V,arquejar,bøye
1024,drehen::V,girar,dreie
1025,wenden::V,girar,vende
1026,umdrehen::V,voltar,snu
1027,heben::V,pujar,heve
1028,heben::V,aixecar,heve
1029,hochheben::V,aixecar,løfte
1030,ergreifen::V,agafar,gripe
1031,ergreifen::V,agafar,få tak i
1032,halten::V,mantenir,holde
1033,drücken::V,prémer,trykke
1034,drücken::V,estrènyer,trykke
1035,schieben::V,empènyer,skyve
1036,kratzen::V,raspar,klø
1037,kratzen::V,raspar,klore
1038,lecken::V,llepar,slikke
1039,beißen::V,mossegar,bite
1040,abreißen::V,arrencar,rive av
1041,abschneiden::V,tallar,skjære av
1042,binden::V,lligar,binde
1043,stecken::V,ficar,stikke
1044,brechen::V,trencar,bryte
1045,brechen::V,trencar,briste
1046,klopfen::V,trucar,banke
1047,hauen::V,picar,hogge
1048,hauen::V,colpejar,hogge
1049,kleben::V,enganxar,klistre
1050,reiben::V,fregar,gni
1051,streichen::V,untar,stryke
1052,schleifen::V,afilar,slipe
1053,schleifen::V,esmolar,slipe
1054,schneiden::V,tallar,klippe
1055,rütteln::V,sacsejar,ruske
1056,schütteln::V,agitar,riste
1057,schütteln::V,sacsejar,riste
1058,schwenken::V,agitar,svinge
1059,schütten::V,abocar,helle
1060,füllen::V,omplir,fylle
1061,einwickeln::V,embolicar,vikle inn
1062,tragen::V,dur,bære
1063,tragen::V,portar,bære
1064,schleppen::V,arrossegar,slepe
1065,ziehen::V,tirar,dra
1066,ziehen::V,tirar,trekke
1067,ziehen::V,estirar,dra
1068,ziehen::V,estirar,trekke
1069,aufbewahren::V,conservar,oppbevare
1070,aufbewahren::V,conservar,ta vare på
1071,werfen::V,llançar,kaste
1072,fangen::V,agafar,fange
1073,fangen::V,atrapar,fange
1074,packen::V,engrapar,gripe
1075,packen::V,engrapar,gripe tak i
1076,verstecken::V,amagar,gjemme
1077,teilen::V,dividir,dele
1078,schicken::V,enviar,sende
1079,bringen::V,portar,bringe
1080,hinzufügen::V,afegir,tilføye
1081,bekommen::V,obtenir,få
1082,erhalten::V,rebre,få
1083,nehmen::V,prendre,ta
1084,wählen::V,triar,velge
1085,wählen::V,elegir,velge
1086,auswählen::V,escollir,velge ut
1087,auswählen::V,seleccionar,velge ut
1088,bewahren::V,conservar,bevare
1089,behindern::V,impedir,hindre
1090,behindern::V,impedir,forhindre
1091,behindern::V,obstaculitzar,hindre
1092,behindern::V,obstaculitzar,forhindre
1093,verderben::V,espatllar,ødelegge
1094,beschädigen::V,danyar,skade
1095,beschädigen::V,destrossar,skade
1096,zerbrechen::V,trencar,brekke i stykker
1097,zerreißen::V,estripar,rive i stykker
1098,zerstören::V,destruir,ødelegge
1099,verbrennen::V,cremar,brenne
1100,verbrennen::V,cremar,brenne opp
1101,geben::V,donar,gi
1102,reichen::V,passar,rekke
1103,schenken::V,regalar,forære
1104,schenken::V,regalar,skjenke
1105,versprechen::V,prometre,love
1106,wünschen::V,desitjar,ønske
1107,loben::V,elogiar,rose
1108,küssen::V,fer un petó a,kysse
1109,wiegen::V,bressolar,vogge
1110,zudecken::V,tapar,dekke til
1111,zudecken::V,cobrir,dekke til
1112,wecken::V,despertar,vekke
1113,zeigen::V,mostrar,vise
1114,zeigen::V,ensenyar,vise
1115,führen::V,guiar,føre
1116,führen::V,conduir,føre
1117,lehren::V,ensenyar,lære
1118,unterrichten::V,ensenyar,undervise
1119,aufziehen::V,criar,oppdra
1120,leiten::V,dirigir,lede
1121,antreiben::V,impel·lir,drive på
1122,lassen::V,fer,få til å
1123,einladen::V,invitar,be
1124,einladen::V,invitar,invitere
1125,einladen::V,convidar,be
1126,einladen::V,convidar,invitere
1127,vereinigen::V,unir,forene
1128,besuchen::V,visitar,besøke
1129,besuchen::V,anar a veure,besøke
1130,treffen::V,trobar,møte
1131,treffen::V,trobar,treffe
1132,sich versammeln::V,reunir-se,forsamles
1133,spielen::V,jugar,leke
1134,spielen::V,jugar,spille
1135,singen::V,cantār,synge
1136,tanzen::V,ballar,danse
1137,sich trennen::V,separar-se,skilles
1138,verlassen::V,deixar,forlate
1139,verlassen::V,abandonar,forlate
1140,retten::V,salvar,redde
1141,bewachen::V,vigilar,bevokte
1142,schützen::V,protegir,verne
1143,schützen::V,protegir,beskytte
1144,verteidigen::V,defensar,forsvare
1145,sich schlagen::V,barallar-se,slåss
1146,schießen::V,tirar,skyte
1147,schießen::V,disparar,skyte
1148,siegen::V,vèncer,seire
1149,ärgern::V,enfadar,ergre
1150,schlagen::V,pegar,
1151,schlagen::V,colpejar,
1152,treten::V,donar un cop de peu a,sparke
1153,stechen::V,punxar,stikke
1154,stechen::V,apunyalar,stikke
1155,stoßen::V,empènyer,støte
1156,stehlen::V,robar,stjele
1157,stören::V,molestar,forstyrre
1158,belästigen::V,importunar,plage
1159,belästigen::V,importunar,sjenere
1160,verbergen::V,amagar,gjemme
1161,verbergen::V,ocultar,gjemme
1162,täuschen::V,enganyar,villede
1163,betrügen::V,estafar,bedra
1164,töten::V,matar,drepe
1165,wohnen::V,vīure,bo
1166,wohnen::V,habitar,bo
1167,arbeiten::V,treballar,arbeide
1168,sammeln::V,col·leccionar,samle
1169,pflücken::V,collir,plukke
1170,jagen::V,caçar,jage
1171,fischen::V,pescar,fiske
1172,fassen::V,atrapar,fange
1173,hüten::V,pasturar,vokte
1174,treiben::V,arriar,drive
1175,anbinden::V,lligar,feste
1176,füttern::V,donar menjar a,fore
1177,melken::V,munyir,melke
1178,hacken::V,picar,hakke
1179,hacken::V,tallar,hakke
1180,gießen::V,regar,helle
1181,reifen::V,madurar,modne
1182,zubereiten::V,preparar,lage
1183,zubereiten::V,preparar,tilberede
1184,kochen::V,coure,koke
1185,backen::V,coure al forn,bake
1186,braten::V,rostir,steke
1187,umrühren::V,remenar,røre om
1188,stricken::V,tricotar,strikke
1189,stricken::V,fer punt de mitja,strikke
1190,nähen::V,cosir,sy
1191,färben::V,tenyir,farge
1192,reinigen::V,netejar,rense
1193,reinigen::V,netejar,gjøre ren
1194,waschen::V,rentār,vaske
1195,abwischen::V,eixugar,tørke av
1196,spülen::V,esbandir,spyle
1197,spülen::V,esbandir,skylle
1198,fegen::V,escombrar,feie
1199,kehren::V,escombrar,koste
1200,baden::V,banyar-se,bade
1201,sich waschen::V,rentār-se,vaske seg
1202,ausziehen::V,treure's,ta av
1203,anziehen::V,posar-se,ta på
1204,sich anziehen::V,vestir-se,kle på seg
1205,kämmen::V,pentinar,gre
1206,kämmen::V,pentinar,kjemme
1207,schmücken::V,adornar,pynte
1208,schmücken::V,adornar,smykke
1209,sagen::V,dir,si
1210,sprechen::V,parlar,snakke
1211,reden::V,parlar,tale
1212,reden::V,parlar,snakke
1213,sich unterhalten::V,conversar,samtale
1214,fragen::V,preguntar,spørre
1215,bitten::V,demanar,be
1216,erzählen::V,contar,fortelle
1217,erzählen::V,explicar,fortelle
1218,mitteilen::V,comunicar,meddele
1219,nennen::V,nomenar,kalle
1220,rufen::V,cridar,rope
1221,prahlen::V,lloar-se,skryte
1222,prahlen::V,jactar-se,skryte
1223,übersetzen::V,traduir,oversette
1224,denken::V,pensar,tenke
1225,glauben::V,creure,tro
1226,bemerken::V,notar,bemerke
1227,bemerken::V,notar,legge merke til
1228,erkennen::V,reconèixer,gjenkjenne
1229,begreifen::V,comprendre,begripe
1230,verstehen::V,entendre,forstå
1231,verstehen::V,entendre,skjønne
1232,lernen::V,aprendre,lære
1233,wissen::V,saber,vite
1234,sich erinnern an::V,recordar,huske på
1235,vergessen::V,oblidar,glemme
1236,messen::V,mesurar,måle
1237,zählen::V,comptar,telle
1238,rechnen::V,calcular,regne
1239,lesen::V,llegir,lese
1240,malen::V,pintar,male
1241,zeichnen::V,dibuixar,tegne
1242,schreiben::V,escrīure,skrive
1243,besitzen::V,posseir,eie
1244,besitzen::V,posseir,inneha
1245,kaufen::V,comprar,kjøpe
1246,verkaufen::V,vendre,selge
1247,bezahlen::V,pagar,betale
1248,zahlen::V,pagar per,betale
1249,beherrschen::V,dominar,beherske
1250,ertragen::V,aguantar,orke
