,Concept_ID,no,av
780,ihr::PRN,dere,нуж
781,sie::PRN,de,дол
782,sie::PRN,de,эл
783,was::FPRN,hva,щиб
784,wer::FPRN,hvem,щиб
785,wo::FADV,hvor,киб
786,wo::FADV,hvor,кибехун
787,wohin::FADV,hvor ... hen,кибехун
788,wie::FADV,hvordan,кин
789,warum::FADV,hvorfor,щай
790,wieviel::FNUM,hvor mye,кигӏан
791,eins::NUM,en,цо
792,eins::NUM,ett,цо
793,zwei::NUM,to,кӏиго
794,drei::NUM,tre,лъабго
795,vier::NUM,fire,ункъо
796,fünf::NUM,fem,щуго
797,sechs::NUM,seks,анлъго
798,sieben::NUM,sju,анкьго
799,acht::NUM,åtte,микьго
800,neun::NUM,ni,ичӏго
801,zehn::NUM,ti,анцӏго
802,elf::NUM,elleve,анцӏила цо
803,zwölf::NUM,tolv,кӏиго-анцӏила
804,zwanzig::NUM,tjue,къого
805,dreißig::NUM,tretti,лъеберго
806,vierzig::NUM,førti,кӏикъого
807,fünfzig::NUM,femti,кӏикъо́ялда анцӏго
808,sechzig::NUM,seksti,лъабкъого
809,siebzig::NUM,sytti,лъабкъо́ялда анцӏго
810,achtzig::NUM,åtti,ункъого
811,neunzig::NUM,nitti,ункъоялда а́нцӏила
812,hundert::NUM,hundre,нусго
813,tausend::NUM,tusen,азарго
814,und::CNJ,og,ва
815,und::CNJ,og,-ги
816,oder::CNJ,eller,ялъуни
817,stehen::V,stå,бахъунчӏезе
818,sitzen::V,sitte,гӏодов чӏезе
819,liegen::V,ligge,бегизе
820,hängen::V,henge,базе
821,werden::V,bli,бахъине
822,passieren::V,skje,лъугьине
823,passieren::V,skje,лъугьа-бахъине
824,passieren::V,hende,лъугьине
825,passieren::V,hende,лъугьа-бахъине
826,beginnen::V,begynne,байбихьизе
827,enden::V,ende,лъугӏизе
828,enden::V,slutte,лъугӏизе
829,wechseln::V,veksle,хиса-басизе
830,wechseln::V,veksle,хисизе
831,aufgehen[Sonne]::V,stå opp,баккизе
832,untergehen[Sonne]::V,gå ned,щинкӏизе
833,scheinen[Sonne]::V,skinne,къалъ-къалъизе
834,donnern::V,tordne,гъугъазе
835,wehen::V,blåse,пуйзе
836,strömen::V,strømme,чвахизе
837,fließen::V,flyte,чвахизе
838,sich drehen::V,dreie seg,сверизе
839,schwanken::V,svaie,хьвагӏезе
840,schwanken::V,svaie,багъа-бачаризе
841,schwingen::V,svinge,щвартӏезе
842,fallen::V,falle,бортизе
843,brennen::V,brenne,рекӏине
844,rauchen::V,ryke,кӏкӏуй буризе
845,regnen::V,regne,базе
846,gefrieren::V,fryse,гӏу́низе
847,tauen::V,tine,биаризе
848,schmelzen::V,smelte,биине
849,trocknen::V,tørre,бакъвазе
850,sieden::V,koke,гьалдезе
851,faulen::V,råtne,махӏцине
852,verfaulen::V,råtne,туризе
853,reißen::V,briste,бихъизе
854,versinken::V,synke,гъанкъизе
855,versinken::V,synke ned,гъанкъизе
856,vergehen::V,forløpe,базе
857,vergehen::V,forløpe,бахъизе
858,vergehen::V,forløpe,ине
859,erscheinen::V,synes,баккизе
860,verschwinden::V,forsvinne,къине
861,verschwinden::V,forsvinne,билизе
862,sinken::V,synke,гӏодо́бе ккезе
863,abnehmen::V,avta,тӏаса камизе
864,abnehmen::V,minske,тӏаса камизе
865,zunehmen::V,tilta,гӏемерлъизе
866,steigen::V,stige,бахине
867,wachsen::V,gro,кӏодолъизе
868,wachsen::V,vokse,кӏодолъизе
869,glänzen::V,skinne,цӏвакизе
870,funkeln::V,tindre,паркъезе
871,lärmen::V,bråke,хъудизе
872,lärmen::V,bråke,чӏиргъдизе
873,läuten::V,ringe,кьабизе
874,klingeln::V,ringe,кьабизе
875,klirren::V,klirre,зваргъизе
876,brausen::V,bruse,гьалаглъизе
877,rauschen::V,suse,шуршудизе
878,klingen::V,lyde,бахъине
879,klingen::V,klinge,бахъине
880,bellen::V,gjø,гъанчдезе
881,bellen::V,bjeffe,гъанчдезе
882,heulen::V,ule,рурудизе
883,blasen::V,blåse,гьохьизе
884,pfeifen::V,plystre,гьещтӏезе
885,schreien::V,skrike,ахӏизе
886,schreien::V,skrike,ахӏдезе
887,stöhnen::V,stønne,зигардизе
888,zittern::V,dirre,дарран
889,zittern::V,dirre,гьаргьадизе
890,zittern::V,skjelve,дарран
891,zittern::V,skjelve,гьаргьадизе
892,leben::V,leve,бетӏербахъизе
893,geboren werden::V,fødes,лъугьине
894,atmen::V,ånde,хӏухьел биччазе
895,atmen::V,puste,хӏухьел биччазе
896,trinken::V,drikke,гьекъезе
897,essen::V,spise,квине
898,essen::V,spise,кваназе
899,schlucken::V,svelge,кӏкӏвине
900,schlucken::V,svelge,къулчӏизе
901,müde werden::V,bli trett,сваказе
902,einschlafen::V,sovne,кьижизе
903,einschlafen::V,sovne,гъапуллъизе
904,schlafen::V,sove,кьижизе
905,aufwachen::V,våkne,бигьине
906,aufstehen::V,stå opp,бахъине
907,aufstehen::V,stå opp,тӏадебахъине
908,sich erholen::V,bli bra,хьи бахъизе
909,sich erholen::V,bli bra,хӏалхьи гьабизе
910,sich erholen::V,komme seg,хьи бахъизе
911,sich erholen::V,komme seg,хӏалхьи гьабизе
912,krank werden::V,bli syk,унтизе
913,krank sein::V,være syk,унтизе
914,schmerzen::V,gjøre vondt,унтизе
915,husten::V,hoste,хъегӏизе
916,genesen::V,komme seg,лъилъизе
917,sterben::V,dø,хвезе
918,umkommen::V,omkomme,гьалаглъизе
919,sich bewegen::V,bevege seg,багъаризе
920,sich bewegen::V,bevege seg,багъаргъизе
921,sich rühren::V,røre på seg,багъаризе
922,sich erheben::V,reise seg,тӏадебахъине
923,sich erheben::V,reise seg,бахъине
924,sich setzen::V,sette sig,гӏодов чӏезе
925,hinfallen::V,falle over ende,щапизе
926,laufen::V,løpe,хьвадизе
927,schreiten::V,skride,чӏезе
928,spazierengehen::V,spasere,тира-сверизе
929,spazierengehen::V,gå en tur,тира-сверизе
930,eilen::V,ile,ракӏхӏалакине
931,eilen::V,ile,дуризе
932,sich beeilen::V,skynde seg,дуризе
933,sich beeilen::V,skynde seg,гӏедегӏизе
934,sausen::V,suse,тӏуризе
935,rennen::V,løpe,бекеризе
936,springen::V,hoppe,кӏанцӏизе
937,springen::V,springe,кӏанцӏизе
938,klettern::V,klatre,хархадизе
939,schaukeln::V,huske,гьерщезе
940,kriechen::V,krype,хъурщизе
941,schwimmen::V,svømme,лъедезе
942,tauchen::V,dykke,букъардизе
943,rudern::V,ro,хазе
944,fahren::V,kjøre,ине
945,fliegen::V,fly,боржине
946,gehen::V,gå,ине
947,weggehen::V,gå bort,ине
948,abfahren::V,reise,къокъине
949,anhalten::V,stanse,чӏезе
950,anhalten::V,stanse,тархъизе
951,anhalten::V,stanse,лъалхъизе
952,hineingehen::V,gå inn,тӏаделъугьине
953,eintreten::V,tre inn,лъугьине
954,kommen::V,komme,бачӏине
955,ankommen::V,ankomme,щвезе
956,ankommen::V,ankomme,тӏадебачӏине
957,ankommen::V,komme til,щвезе
958,ankommen::V,komme til,тӏадебачӏине
959,zurückkommen::V,komme tilbake,тадбуссине
960,zurückkommen::V,komme tilbake,тӏадбуссине
961,bleiben::V,bli,чӏезе
962,bleiben::V,bli,хутӏизе
963,bleiben::V,forbli,чӏезе
964,bleiben::V,forbli,хутӏизе
965,warten::V,vente,чӏезе
966,erwarten::V,vente,балагьизе
967,suchen::V,søke,балагьизе
968,finden::V,finne,батизе
969,versuchen::V,prøve,хӏалбихьизе
970,versuchen::V,forsøke,хӏалбихьизе
971,vorbereiten::V,forberede,хӏадурлъизабизе
972,lieben::V,elske,балай бегьизе
973,mögen::V,like,бокьизе
974,lachen::V,le,белъизе
975,rühren::V,røre,
976,weinen::V,gråte,гӏодизе
977,schimpfen::V,skjelle,гъанчдезе
978,sich ärgern::V,ergre seg,вагъизе
979,sich ärgern::V,ergre seg,ццида́хине
980,sich fürchten::V,være redd,хӏинкъизе
981,fürchten::V,være redd for,беркъазе
982,fürchten::V,være redd for,хӏинкъа-къазе
983,fliehen::V,rømme,лъутизе
984,fliehen::V,flykte,лъутизе
985,flüchten::V,flykte,лъутизе
986,sehen::V,se,бихьизе
987,anschauen::V,se på,бертӏамизе
988,anschauen::V,se på,балагьизе
989,anschauen::V,betrakte,бертӏамизе
990,anschauen::V,betrakte,балагьизе
991,ansehen::V,anse,бала-гъалагьизе
992,hören::V,høre,рагӏизе
993,zuhören::V,tilhøre,гӏенеккизе
994,probieren::V,smake,кӏалдиб хъва́зе
995,probieren::V,smake,чӏамизе
996,probieren::V,smake på,кӏалдиб хъва́зе
997,probieren::V,smake på,чӏамизе
998,riechen::V,lukte,су́нтӏизе
999,fühlen::V,føle,чӏвазе
1000,scheinen::V,se ut,
1001,zu sehen sein::V,synes,бихьизе
1002,vernehmen::V,få vite,рагӏизе
1003,frieren::V,fryse,цӏорозе
1004,tun::V,gjøre,гьабизе
1005,können::V,kunne,кӏвезе
1006,können::V,kunne,лъазе
1007,wollen::V,ville,бокьизе
1008,anfangen::V,begynne,байбихьизе
1009,beenden::V,avslutte,тӏубазабизе
1010,beenden::V,avslutte,лъугӏизабизе
1011,aufhören::V,slutte,бахъизе
1012,aufhören::V,holde opp,бахъизе
1013,gelingen::V,lykkes,бахъизе
1014,geraten::V,bli,бахъизе
1015,öffnen::V,åpne,рагьизе
1016,schließen::V,lukke,къазе
1017,schließen::V,stenge,къазе
1018,stellen::V,stille,чӏвазе
1019,setzen::V,sette,рекӏинабизе
1020,setzen::V,sette,гӏодор чӏезаризе
1021,legen::V,legge,лъезе
1022,berühren::V,berøre,хъвазе
1023,verbinden::V,forbinde,хьухьине
1024,verbinden::V,forbinde,бухьине
1025,bedecken::V,dekke,кквезе
1026,aufhängen::V,henge,базе
1027,aufhängen::V,henge opp,базе
1028,anzünden::V,tenne,бакизе
1029,anzünden::V,tenne,рекӏинабизе
1030,anzünden::V,antenne,бакизе
1031,anzünden::V,antenne,рекӏинабизе
1032,anzünden::V,tenne på,бакизе
1033,anzünden::V,tenne på,рекӏинабизе
1034,aufheben::V,løfte,
1035,aufheben::V,ta opp,
1036,zurücklassen::V,slippe tilbake,тезе
1037,verlieren::V,miste,билизабизе
1038,fallen lassen::V,droppe,бортизабизе
1039,fallen lassen::V,la falle,бортизабизе
1040,machen::V,lage,гьабизе
1041,machen::V,gjøre,гьабизе
1042,herstellen::V,fremstille,гьабизе
1043,herstellen::V,fremstille,хӏадурлъизабизе
1044,bauen::V,bygge,базе
1045,bauen::V,bygge,гьабизе
1046,reparieren::V,reparere,къачӏазе
1047,verbessern::V,rette,лъикӏлъизабизе
1048,verbessern::V,forbedre,лъикӏлъизабизе
1049,ändern::V,forandre,хисизабизе
1050,graben::V,grave,бухъизе
1051,beugen::V,bøye,хьетӏизабизе
1052,biegen::V,bøye,гьетӏизабизе
1053,drehen::V,dreie,тиризабизе
1054,drehen::V,dreie,свердизабизе
1055,wenden::V,vende,бегизе
1056,umdrehen::V,snu,бегизе
1057,umdrehen::V,snu,бега-битӏизе
1058,heben::V,heve,борхизе
1059,hochheben::V,løfte,борхалъизабизе
1060,hochheben::V,løfte,борхизе
1061,ergreifen::V,gripe,кквезе
1062,ergreifen::V,få tak i,кквезе
1063,halten::V,holde,кквезе
1064,drücken::V,trykke,къазе
1065,drücken::V,trykke,къанцӏу́зе
1066,drücken::V,trykke,къвал ба́зе
1067,schieben::V,skyve,хъилдизе
1068,kratzen::V,klø,хачазе
1069,kratzen::V,klore,хачазе
1070,lecken::V,slikke,чӏикӏизе
1071,beißen::V,bite,хӏанчӏизе
1072,beißen::V,bite,хӏанчӏизабизе
1073,abreißen::V,rive av,тӏезе
1074,abreißen::V,rive av,тӏезабизе
1075,abschneiden::V,skjære av,къотӏизе
1076,binden::V,binde,бухьине
1077,stecken::V,stikke,къазабизе
1078,brechen::V,bryte,бекизе
1079,brechen::V,briste,бекизе
1080,klopfen::V,banke,дванкезе
1081,hauen::V,hogge,базе
1082,kleben::V,klistre,бацӏцӏине
1083,reiben::V,gni,хачазе
1084,streichen::V,stryke,бахине
1085,streichen::V,stryke,жужазе
1086,schleifen::V,slipe,лъухьизе
1087,schneiden::V,klippe,къотӏизе
1088,rütteln::V,ruske,багъа-бачаризабизе
1089,schütteln::V,riste,кӏобокӏизе
1090,schwenken::V,svinge,гьесадизе
1091,schwenken::V,svinge,хьвагӏезабизе
1092,schütten::V,helle,тӏезе
1093,füllen::V,fylle,цӏезабизе
1094,einwickeln::V,vikle inn,жемизе
1095,tragen::V,bære,баччизе
1096,schleppen::V,slepe,бехъерхъизе
1097,ziehen::V,dra,цӏазе
1098,ziehen::V,trekke,цӏазе
1099,aufbewahren::V,oppbevare,цӏунизе
1100,aufbewahren::V,ta vare på,цӏунизе
1101,werfen::V,kaste,рехизе
1102,fangen::V,fange,кквезе
1103,packen::V,gripe,кквезе
1104,packen::V,gripe tak i,кквезе
1105,verstecken::V,gjemme,бахчизе
1106,teilen::V,dele,бикьизе
1107,schicken::V,sende,битӏизе
1108,bringen::V,bringe,баччизе
1109,hinzufügen::V,tilføye,жубазе
1110,bekommen::V,få,щвезе
1111,erhalten::V,få,щвезе
1112,erhalten::V,få,босизе
1113,nehmen::V,ta,босизе
1114,wählen::V,velge,бищизе
1115,auswählen::V,velge ut,тӏасабищизе
1116,bewahren::V,bevare,цӏунизе
1117,behindern::V,hindre,квекӏен гьабизе
1118,behindern::V,forhindre,квекӏен гьабизе
1119,verderben::V,ødelegge,хвезабизе
1120,beschädigen::V,skade,галгъазабизе
1121,zerbrechen::V,brekke i stykker,щущазабизе
1122,zerreißen::V,rive i stykker,бихъизе
1123,zerstören::V,ødelegge,биххизабизе
1124,verbrennen::V,brenne,бухӏизе
1125,verbrennen::V,brenne opp,бухӏизе
1126,geben::V,gi,кьезе
1127,reichen::V,rekke,кьезе
1128,schenken::V,forære,кьезе
1129,schenken::V,skjenke,кьезе
1130,versprechen::V,love,назру гьабизе
1131,wünschen::V,ønske,бокьизе
1132,loben::V,rose,беццизе
1133,loben::V,rose,бецца-бекъизе
1134,küssen::V,kysse,баизе
1135,wiegen::V,vogge,чӏучӏадизабизе
1136,zudecken::V,dekke til,тӏадбигъине
1137,wecken::V,vekke,бигьинабизе
1138,zeigen::V,vise,бихьизабизе
1139,führen::V,føre,бачине
1140,lehren::V,lære,малъизе
1141,lehren::V,lære,цӏализабизе
1142,unterrichten::V,undervise,цӏализабизе
1143,aufziehen::V,oppdra,гӏезабизе
1144,leiten::V,lede,нухмалъи гьабизе
1145,antreiben::V,drive på,гӏедегӏизабизе
1146,lassen::V,få til å,
1147,einladen::V,be,ахӏизе
1148,einladen::V,be,тӏадеахӏизе
1149,einladen::V,invitere,ахӏизе
1150,einladen::V,invitere,тӏадеахӏизе
1151,vereinigen::V,forene,цолъизабизе
1152,besuchen::V,besøke,баккизе
1153,besuchen::V,besøke,хьвадизе
1154,treffen::V,møte,дандчӏвазе
1155,treffen::V,treffe,дандчӏвазе
1156,sich versammeln::V,forsamles,данделъизе
1157,sich versammeln::V,forsamles,бакӏаризе
1158,spielen::V,leke,басандизе
1159,spielen::V,spille,басандизе
1160,singen::V,synge,ахӏизе
1161,tanzen::V,danse,кьурдизе
1162,sich trennen::V,skilles,батӏалъизе
1163,verlassen::V,forlate,тезе
1164,verlassen::V,forlate,рехунтезе
1165,retten::V,redde,хвасар гьабизе
1166,retten::V,redde,хвасарлъизабизе
1167,bewachen::V,bevokte,цӏунизе
1168,schützen::V,verne,цӏунизе
1169,schützen::V,beskytte,цӏунизе
1170,verteidigen::V,forsvare,цӏунизе
1171,sich schlagen::V,slåss,багъизе
1172,schießen::V,skyte,речӏчӏизе
1173,siegen::V,seire,бергьине
1174,ärgern::V,ergre,вагъизавизе
1175,treten::V,sparke,мал тункизе
1176,stechen::V,stikke,къазабизе
1177,stoßen::V,støte,тункизе
1178,stoßen::V,støte,хъилдизе
1179,stehlen::V,stjele,щинкӏизабизе
1180,stören::V,forstyrre,квекӏен гьабизе
1181,stören::V,forstyrre,татубахъи гьабизе
1182,belästigen::V,plage,рахӏатхвезабизе
1183,belästigen::V,sjenere,рахӏатхвезабизе
1184,verbergen::V,gjemme,бахчизе
1185,verbergen::V,gjemme,балъго тезе
1186,täuschen::V,villede,божуда рекӏкӏ гьабизе
1187,täuschen::V,villede,гуккизе
1188,betrügen::V,bedra,хӏилла гьабизе
1189,betrügen::V,bedra,сандирахълъи гьабизе
1190,töten::V,drepe,чӏвазе
1191,wohnen::V,bo,яшав гьабизе
1192,arbeiten::V,arbeide,хӏалтӏизе
1193,sammeln::V,samle,бакӏаризе
1194,pflücken::V,plukke,бетӏизе
1195,jagen::V,jage,чан гьабизе
1196,fischen::V,fiske,ччугӏа кквезе
1197,fassen::V,fange,кквезе
1198,hüten::V,vokte,кваназабизе
1199,treiben::V,drive,гъезе
1200,anbinden::V,feste,бухьине
1201,füttern::V,fore,кваназабизе
1202,melken::V,melke,бечӏчӏизе
1203,hacken::V,hakke,чӏвазе
1204,gießen::V,helle,лъалъазе
1205,reifen::V,modne,барщизе
1206,zubereiten::V,lage,бежа-белъине
1207,zubereiten::V,tilberede,бежа-белъине
1208,kochen::V,koke,белъине
1209,backen::V,bake,базе
1210,braten::V,steke,бежизе
1211,umrühren::V,røre om,багъаризе
1212,stricken::V,strikke,хьухьине
1213,nähen::V,sy,букъизе
1214,färben::V,farge,кьер гьабизе
1215,reinigen::V,rense,бацӏцӏине
1216,reinigen::V,gjøre ren,бацӏцӏине
1217,waschen::V,vaske,чуризе
1218,abwischen::V,tørke av,бацӏцӏине
1219,spülen::V,spyle,хулизе
1220,spülen::V,skylle,хулизе
1221,fegen::V,feie,лъухьизе
1222,kehren::V,koste,лъухьизе
1223,baden::V,bade,чордезе
1224,sich waschen::V,vaske seg,
1225,ausziehen::V,ta av,бахъизе
1226,anziehen::V,ta på,ретӏине
1227,sich anziehen::V,kle på seg,ретӏине
1228,kämmen::V,gre,хазе
1229,kämmen::V,kjemme,хазе
1230,schmücken::V,pynte,чӏухӏизабизе
1231,schmücken::V,smykke,чӏухӏизабизе
1232,sagen::V,si,бицине
1233,sprechen::V,snakke,бицине
1234,reden::V,tale,гаргадизе
1235,reden::V,snakke,гаргадизе
1236,sich unterhalten::V,samtale,гаргадизе
1237,fragen::V,spørre,цӏехезе
1238,fragen::V,spørre,гьикъизе
1239,bitten::V,be,гьаризе
1240,erzählen::V,fortelle,бицине
1241,mitteilen::V,meddele,лъазабизе
1242,nennen::V,kalle,цӏар лъезе
1243,rufen::V,rope,ахӏизе
1244,prahlen::V,skryte,беццаризе
1245,übersetzen::V,oversette,буссинабизе
1246,denken::V,tenke,ургъизе
1247,glauben::V,tro,божизе
1248,bemerken::V,bemerke,берречӏчӏизе
1249,bemerken::V,legge merke til,берречӏчӏизе
1250,erkennen::V,gjenkjenne,лъазе
1251,erkennen::V,gjenkjenne,батӏаго бахъизе
1252,begreifen::V,begripe,бичӏчӏизе
1253,verstehen::V,forstå,
1254,verstehen::V,skjønne,
1255,lernen::V,lære,цӏализе
1256,wissen::V,vite,лъазе
1257,sich erinnern an::V,huske på,ракӏалде щвезе
1258,vergessen::V,glemme,кӏочене
1259,messen::V,måle,борцине
1260,zählen::V,telle,рикӏкӏине
1261,rechnen::V,regne,рикӏкӏине
1262,lesen::V,lese,цӏализе
1263,malen::V,male,бахъизе
1264,zeichnen::V,tegne,бахъизе
1265,schreiben::V,skrive,хъвазе
1266,besitzen::V,eie,щвезе
1267,besitzen::V,eie,бу́кӏине
1268,besitzen::V,inneha,щвезе
1269,besitzen::V,inneha,бу́кӏине
1270,kaufen::V,kjøpe,босизе
1271,verkaufen::V,selge,бичизе
1272,bezahlen::V,betale,кьезе
1273,zahlen::V,betale,кьезе
1274,beherrschen::V,beherske,
1275,ertragen::V,orke,баччизе
1276,schlagen::V,,кьабизе
