,Concept_ID,lt,hu
1552,schmücken::V,puošti,díszít
1553,schmücken::V,dabinti,díszít
1554,schmücken::V,gražinti,díszít
1555,sagen::V,tarti,mond
1556,sprechen::V,kalbėti,beszél
1557,reden::V,šnekėti,beszél
1558,sich unterhalten::V,kalbėtis,beszélget
1559,sich unterhalten::V,šnekučiuotis,beszélget
1560,fragen::V,klausti,kérdez
1561,bitten::V,prašyti,kér
1562,erzählen::V,pasakoti,mesél
1563,erzählen::V,pasakoti,elbeszél
1564,mitteilen::V,skelbti,közöl
1565,mitteilen::V,pranešti,közöl
1566,nennen::V,vadinti,hív
1567,nennen::V,vadinti,nevez
1568,nennen::V,vardyti,hív
1569,nennen::V,vardyti,nevez
1570,rufen::V,šaukti,hív
1571,rufen::V,kviesti,hív
1572,prahlen::V,girtis,dicsekszik
1573,übersetzen::V,versti,fordít
1574,übersetzen::V,išversti,fordít
1575,denken::V,galvoti,gondol
1576,glauben::V,manyti,hisz
1577,glauben::V,tikėti,hisz
1578,bemerken::V,pamatyti,észrevesz
1579,bemerken::V,pastebėti,észrevesz
1580,erkennen::V,pažinti,ráismer
1581,erkennen::V,pažinti,felismer
1582,erkennen::V,atpažinti,ráismer
1583,erkennen::V,atpažinti,felismer
1584,begreifen::V,suvokti,felfog
1585,verstehen::V,suprasti,ért
1586,verstehen::V,suprasti,megért
1587,lernen::V,mokytis,tanul
1588,lernen::V,mokytis,megtanul
1589,wissen::V,žinoti,tud
1590,sich erinnern an::V,prisiminti,emlékszik
1591,vergessen::V,užmiršti,felejt
1592,vergessen::V,užmiršti,elfelejt
1593,messen::V,matuoti,mér
1594,messen::V,matuoti,megmér
1595,zählen::V,skaičiuoti,számol
1596,zählen::V,skaičiuoti,megszámol
1597,rechnen::V,skaičiuoti,számít
1598,lesen::V,skaityti,olvas
1599,malen::V,tapyti,fest
1600,zeichnen::V,piešti,rajzol
1601,zeichnen::V,žymėti,rajzol
1602,zeichnen::V,braižyti,rajzol
1603,schreiben::V,rašyti,ír
1604,besitzen::V,turėti,birtokol
1605,kaufen::V,pirkti,vesz
1606,kaufen::V,pirkti,megvesz
1607,verkaufen::V,parduoti,elad
1608,bezahlen::V,apmokėti,fizet
1609,bezahlen::V,apmokėti,kifizet
1610,zahlen::V,mokėti,fizet
1611,zahlen::V,mokėti,megfizet
1612,beherrschen::V,valdyti,ural
1613,ertragen::V,kę̃sti,elbír
1614,ertragen::V,kę̃sti,elvisel
1615,ertragen::V,pakelti,elbír
1616,ertragen::V,pakelti,elvisel
1617,ertragen::V,iškę̃sti,elbír
1618,ertragen::V,iškę̃sti,elvisel
