,Concept_ID,da,ab
757,wo::FADV,hvor,ахь-
758,wohin::FADV,hvorhen,иабыкуу
759,wohin::FADV,hvorhen,аба-
760,wohin::FADV,hvorhen,ахь-
761,wie::FADV,hvordan,-шҕа
762,warum::FADV,hvorfor,избан
763,wieviel::FNUM,hvor meget,заҟа
764,eins::NUM,én,акы
765,eins::NUM,én,аӡәы
766,zwei::NUM,to,ҩба
767,drei::NUM,tre,хҕа
768,vier::NUM,fire,ҕшьба
769,fünf::NUM,fem,хəба
770,sechs::NUM,seks,фба
771,sieben::NUM,syv,Бжьба
772,acht::NUM,otte,ааба
773,neun::NUM,ni,жәба
774,zehn::NUM,ti,жәаба
775,elf::NUM,elleve,жәеизатәи
776,zwölf::NUM,tolv,жәаҩа
777,zwanzig::NUM,tyve,ҩажәа
778,dreißig::NUM,tredive,ҩажәижәабатәи
779,vierzig::NUM,fyrre,ҩынҩажәа
780,vierzig::NUM,fyrretyve,ҩынҩажәа
781,fünfzig::NUM,halvtreds,ҩынҩажәеижәаба
782,sechzig::NUM,tres,хынҩажәа
783,siebzig::NUM,halvfjerds,хынҩажәижәаба
784,achtzig::NUM,firs,ҕшьынҩажәа
785,neunzig::NUM,halvfems,ҕшьынҩажәижәаба
786,hundert::NUM,hundrede,шәкы
787,tausend::NUM,tusind,зқьы
788,und::CNJ,og,-и
789,oder::CNJ,eller,ма
790,stehen::V,stå,агылазаара
791,sitzen::V,sidde,атəара
792,sitzen::V,sidde,атəа(заа)ра
793,liegen::V,ligge,аиара
794,hängen::V,hænge,акнаҳара
795,werden::V,blive,аҟалара
796,passieren::V,ske,аҟалара
797,passieren::V,hænde,аҟалара
798,beginnen::V,begynde,алагара
799,enden::V,ende,алгара
800,wechseln::V,veksle,аҽыҧсахра
801,aufgehen[Sonne]::V,gå op,агылара
802,aufgehen[Sonne]::V,gå op,ахашлара
803,aufgehen[Sonne]::V,gå op,аҩаҵхахара
804,aufgehen[Sonne]::V,stå op,агылара
805,aufgehen[Sonne]::V,stå op,ахашлара
806,aufgehen[Sonne]::V,stå op,аҩаҵхахара
807,untergehen[Sonne]::V,gå ned,аҭашəара
808,scheinen[Sonne]::V,skinne,акаҧхара
809,donnern::V,tordne,адыдра
810,wehen::V,blæse,асра
811,strömen::V,strømme,акаҭəара
812,fließen::V,flyde,ацара
813,sich drehen::V,dreje sig,ахагьежьра
814,schwanken::V,vakle,аҵысра
815,schwingen::V,svinge,ахызазара
816,schwingen::V,svinge,акьаандара
817,fallen::V,falde,акаҳара
818,brennen::V,brænde,абылра
819,rauchen::V,ryge,ахылҵра
820,regnen::V,regne,аура
821,gefrieren::V,fryse,аҵаара
822,tauen::V,tø,аӡҭра
823,schmelzen::V,smelte,ақəӡыҭра
824,schmelzen::V,smelte,аҭəара
825,trocknen::V,tørre,абара
826,sieden::V,koge,ашра
827,faulen::V,rådne,абаара
828,verfaulen::V,rådne,абаара
829,verfaulen::V,rådne,аилашра
830,reißen::V,briste,аҧжəара
831,versinken::V,synke,аӡааҟəрылара
832,versinken::V,synke ned,аӡааҟəрылара
833,vergehen::V,forløbe,ацара
834,erscheinen::V,vise sig,ацəырҵра
835,verschwinden::V,forsvinde,аҵашəкəара
836,sinken::V,synke,атəара
837,sinken::V,synke,алаҟəра
838,abnehmen::V,aftage,ацӡаара
839,abnehmen::V,aftage,аиҵалара
840,zunehmen::V,tiltage,аҽырҭбаара
841,zunehmen::V,tiltage,аиҵыҵра
842,zunehmen::V,tiltage,арацəахара
843,steigen::V,stige,азҳара
844,steigen::V,stige,ашьҭыҵра
845,steigen::V,stige,адухара
846,steigen::V,stige,ацлара
847,wachsen::V,gro,азҳара
848,wachsen::V,vokse,азҳара
849,glänzen::V,glinse,ацыр-цырра
850,glänzen::V,glinse,ацыҩ-цыҩра
851,glänzen::V,glinse,аказказра
852,funkeln::V,tindre,ашап-шапра
853,funkeln::V,tindre,ацым-цымра
854,lärmen::V,larme,ашьҭыбжьгара
855,lärmen::V,larme,аҕьҕьаҳәа аилалара
856,läuten::V,ringe,аҵəҵəасра
857,klingeln::V,ringe,аҵəҵəасра
858,klirren::V,klirre,ахьархьарра
859,klirren::V,klirre,архьархьарра
860,brausen::V,bruse,аилаҽҽара
861,brausen::V,bruse,еилашуера
862,rauschen::V,suse,
863,klingen::V,lyde,агара
864,klingen::V,lyde,ашьҭыбжь гара
865,klingen::V,klinge,агара
866,klingen::V,klinge,ашьҭыбжь гара
867,bellen::V,gø,ашра
868,heulen::V,hyle,ауура
869,blasen::V,blæse,аҭəҳəара
870,pfeifen::V,fløjte,ашəшəра
871,schreien::V,skrige,аҳəҳəара
872,schreien::V,skrige,ахəаара
873,schreien::V,skrige,аҟаара
874,stöhnen::V,stønne,ақьра
875,zittern::V,dirre,аҵыс-ҵысра
876,zittern::V,skælve,аҵыс-ҵысра
877,leben::V,leve,аҟазаара
878,geboren werden::V,fødes,Аира
879,atmen::V,ånde,аҕсыҕ лагаҩагара
880,trinken::V,drikke,ажəра
881,essen::V,spise,акрыфара
882,schlucken::V,synke,албаадара
883,müde werden::V,blive træt,ааҕсара
884,einschlafen::V,falde i søvn,ацəара
885,schlafen::V,sove,ацəазаара
886,aufwachen::V,vågne,аҿыхара
887,aufstehen::V,stå op,Агəылҵра
888,sich erholen::V,komme sig,аҧсшьара
889,krank werden::V,blive syg,ачмазаҩхара
890,krank sein::V,være syg,аҳəарҧсарра
891,schmerzen::V,smerte,ахьра
892,husten::V,hoste,аимҳәара
893,genesen::V,komme sig,абзиахара
894,genesen::V,komme sig,аӷəӷəахара
895,sterben::V,dø,аҧсра
896,umkommen::V,omkomme,аҭахара
897,sich bewegen::V,bevæge sig,аиҭаҵра
898,sich rühren::V,røre på sig,ақəацара
899,sich erheben::V,rejse sig,аҩагылара
900,sich setzen::V,sætte sig,атəара
901,laufen::V,løbe,аныҟəара
902,schreiten::V,skride,ашьаҿа еихгара
903,spazierengehen::V,gå en tur,анеи-ааира
904,eilen::V,ile,аццакра
905,sich beeilen::V,skynde sig,аццакра
906,sausen::V,suse,аҧырра
907,sausen::V,suse,иҭрысны
908,sausen::V,suse,ишьҭҟьаны ацара
909,rennen::V,løbe,аҩра
910,rennen::V,rende,аҩра
911,springen::V,hoppe,аҧара
912,springen::V,springe,аҧара
913,klettern::V,klatre,ақəлара
914,schaukeln::V,gynge,аҟəараҟəанҽара
915,kriechen::V,krybe,аҳəазара
916,schwimmen::V,svømme,аӡсара
917,tauchen::V,dykke,ахəӡааҵəира
918,rudern::V,ro,аҵшьра
919,fahren::V,køre,акала
920,fliegen::V,flyve,аҧырра
921,gehen::V,gå,аиҭаҵра
922,weggehen::V,gå bort,ацара
923,abfahren::V,køre bort,адəықəлара
924,abfahren::V,køre bort,ацара
925,anhalten::V,standse,ааныргылара
926,hineingehen::V,gå ind,аҭалара
927,eintreten::V,træde ind,аҩналара
928,kommen::V,komme,аара
929,kommen::V,komme,ааира
930,ankommen::V,ankomme,ааира
931,ankommen::V,ankomme,аара
932,ankommen::V,ankomme,анеира
933,zurückkommen::V,komme tilbage,азыхынҳəра
934,bleiben::V,blive,аанхара
935,bleiben::V,blive,анхара
936,bleiben::V,blive,аангылара
937,bleiben::V,forblive,аанхара
938,bleiben::V,forblive,анхара
939,bleiben::V,forblive,аангылара
940,warten::V,vente,азҧшзаара
941,erwarten::V,vente,азҧшра
942,erwarten::V,afvente,азҧшра
943,suchen::V,søge,ашьҭазаара
944,finden::V,finde,аҧшаара
945,versuchen::V,forsøge,аҽазкра
946,vorbereiten::V,forberede,армазеира
947,lieben::V,elske,абзиабара
948,mögen::V,holde af,агəаҧхара
949,mögen::V,kunne lide,агəаҧхара
950,lachen::V,le,аччара
951,rühren::V,røre,арҵəуара
952,weinen::V,græde,аҵəуара
953,schimpfen::V,skænde,ацəҳара
954,sich ärgern::V,ærgre sig,агəаара
955,sich fürchten::V,være bange,аӡыӡара
956,fürchten::V,være bange for,ацəшəара
957,fliehen::V,flygte,абналара
958,fliehen::V,flygte,ацəцара
959,flüchten::V,flygte,абналара
960,flüchten::V,flygte,ацəцара
961,sehen::V,se,абара
962,anschauen::V,se på,ахəаҧшра
963,anschauen::V,betragte,ахəаҧшра
964,ansehen::V,anse,ахəаҧшра
965,hören::V,høre,аҳара
966,zuhören::V,høre til,азыӡырҩра
967,probieren::V,smage,аҧышəара
968,probieren::V,smage på,аҧышəара
969,riechen::V,lugte,афыҩра
970,fühlen::V,føle,анырра
971,fühlen::V,føle,ацәакырра
972,scheinen::V,synes,шәа
973,scheinen::V,synes,аацәырҵа
974,zu sehen sein::V,synes,
975,vernehmen::V,erfare,аҳара
976,frieren::V,fryse,ашəра
977,frieren::V,fryse,аҵаара
978,tun::V,gøre,аҟаҵара
979,können::V,kunne,алшара
980,wollen::V,ville,аҭахра
981,anfangen::V,begynde,алагара
982,beenden::V,afslutte,алгара
983,aufhören::V,ophøre,аҟəыҵра
984,aufhören::V,holde op,аҟəыҵра
985,gelingen::V,lykkes,аура
986,gelingen::V,lykkes,аманшəалахара
987,gelingen::V,lykkes,алҵра
988,geraten::V,blive,нзаарын
989,öffnen::V,åbne,аартра
990,schließen::V,lukke,аркра
991,stellen::V,stille,аргылара
992,setzen::V,sætte,артəара
993,legen::V,lægge,ақəҵара
994,berühren::V,berøre,акьысра
995,berühren::V,berøre,алакьысра
996,verbinden::V,forbinde,аҿаҳəара
997,bedecken::V,dække,ақəршəра
998,bedecken::V,bedække,ақəршəра
999,aufhängen::V,hænge,акнаҳара
1000,aufhängen::V,hænge op,акнаҳара
1001,anzünden::V,tænde,аркра
1002,anzünden::V,antænde,аркра
1003,aufheben::V,løfte,ашьҭыхра
1004,aufheben::V,tage op,ашьҭыхра
1005,zurücklassen::V,lade tilbage,аныжьра
1006,verlieren::V,miste,ацəыӡра
1007,fallen lassen::V,tabe,ацəкаҳара
1008,fallen lassen::V,droppe,ацəкаҳара
1009,machen::V,gøre,ачаҧара
1010,herstellen::V,fremstille,аиҵдара
1011,bauen::V,bygge,аргылара
1012,reparieren::V,reparere,арҽеира
1013,verbessern::V,rette,аиҕьтəра
1014,verbessern::V,forbedre,аиҕьтəра
1015,ändern::V,ændre,аҧсахра
1016,graben::V,grave,ажра
1017,beugen::V,bøje,арҟəра
1018,beugen::V,bøje,архəара
1019,biegen::V,bøje,арҟəра
1020,biegen::V,bøje,архəара
1021,drehen::V,dreje,аргьежьра
1022,wenden::V,vende,
1023,umdrehen::V,dreje om,аарҳәра
1024,heben::V,hæve,аҩахара
1025,heben::V,hæve,араҳара
1026,hochheben::V,løfte,ахагалара
1027,hochheben::V,løfte,ашьҭҳəара
1028,ergreifen::V,gribe fat i,
1029,halten::V,holde,акра
1030,drücken::V,trykke,ақəрӷəӷəара
1031,schieben::V,skyde,аҵгəара
1032,schieben::V,skyde,агəара
1033,schieben::V,skubbe,аҵгəара
1034,schieben::V,skubbe,агəара
1035,kratzen::V,klø,ацəҟьара
1036,kratzen::V,kradse,ацəҟьара
1037,lecken::V,slikke,арбзара
1038,beißen::V,bide,ацҳара
1039,abreißen::V,rive af,амжəара
1040,abschneiden::V,skære af,ахҵəара
1041,abschneiden::V,skære af,аҿахҵəара
1042,binden::V,binde,аҿаҳəара
1043,stecken::V,stikke,алаҵара
1044,brechen::V,brække,аҧҵəара
1045,klopfen::V,banke,асра
1046,hauen::V,hugge,ақəкшара
1047,kleben::V,klistre,аҷабра
1048,reiben::V,gnide,арҟəыҷра
1049,streichen::V,smøre,ахьшьра
1050,schleifen::V,slibe,ахра
1051,schneiden::V,skære,аҧҟара
1052,schneiden::V,klippe,аҧҟара
1053,rütteln::V,ruske,арҵысра
1054,schütteln::V,ryste,аршəшəара
1055,schwenken::V,svinge,аҟьара
1056,schütten::V,hælde,аҭаҭəара
1057,füllen::V,fylde,арҭəра
1058,einwickeln::V,pakke ind,алаҳəара
1059,tragen::V,bære,аҩагара
1060,schleppen::V,slæbe,арҳəазара
1061,ziehen::V,trække,ахара
1062,aufbewahren::V,opbevare,аҵəахра
1063,werfen::V,kaste,аршəра
1064,fangen::V,fange,акра
1065,packen::V,gribe,анкра
1066,packen::V,gribe,аҵкаара
1067,verstecken::V,gemme,аҵəахра
1068,teilen::V,dele,ашара
1069,schicken::V,sende,ашьҭра
1070,bringen::V,bringe,аагара
1071,hinzufügen::V,tilføje,ацҵара
1072,bekommen::V,få,аҧшаара
1073,bekommen::V,få,архиара
1074,bekommen::V,få,аура
1075,erhalten::V,få,аиура
1076,nehmen::V,tage,агара
1077,wählen::V,vælge,алҧшаара
1078,auswählen::V,udvælge,алхра
1079,bewahren::V,bevare,
1080,behindern::V,hindre,аҧырхагахара
1081,behindern::V,forhindre,аҧырхагахара
1082,verderben::V,ødelægge,алгара
1083,verderben::V,ødelægge,абжьыхра
1084,verderben::V,ødelægge,аҧхасҭатəра
1085,beschädigen::V,beskadige,аҧхасҭатəра
1086,zerbrechen::V,brække itu,аҧҽра
1087,zerreißen::V,rive itu,аҧжəара
1088,zerstören::V,ødelægge,аилаҧыххаара
1089,verbrennen::V,brænde,абылра
1090,geben::V,give,аҭара
1091,reichen::V,række,аҭара
1092,schenken::V,forære,аҩгара
1093,versprechen::V,love,ақəргəыӷра
1094,wünschen::V,ønske,
1095,loben::V,rose,арҽхəара
1096,küssen::V,kysse,агəӡра
1097,wiegen::V,vugge,
1098,zudecken::V,dække til,аҵахҩара
1099,zudecken::V,dække til,ақəршəра
1100,wecken::V,vække,арҿыхара
1101,zeigen::V,vise,арбара
1102,führen::V,føre,аныҟəгара
1103,lehren::V,lære,арҵара
1104,unterrichten::V,undervise,арҧхьара
1105,aufziehen::V,opdrage,ааӡара
1106,leiten::V,lede,ахагылазаара
1107,antreiben::V,skynde på,арццакра
1108,lassen::V,få til at,арҟаҵара
1109,einladen::V,indbyde,ааҕхьара
1110,einladen::V,indbyde,анаҧхьара
1111,einladen::V,invitere,ааҕхьара
1112,einladen::V,invitere,анаҧхьара
1113,vereinigen::V,forene,аилаҵара
1114,besuchen::V,besøge,абара
1115,treffen::V,møde,аҧылара
1116,sich versammeln::V,forsamles,аизара
1117,spielen::V,lege,ахəмарра
1118,spielen::V,spille,ахəмарра
1119,singen::V,synge,ашəаҳəара
1120,tanzen::V,danse,акəашара
1121,sich trennen::V,skilles,аилыҵра
1122,verlassen::V,forlade,акажьра
1123,retten::V,redde,Аиқəрхара
1124,bewachen::V,bevogte,ахьчара
1125,schützen::V,skærme,ацəыхьчара
1126,schützen::V,beskytte,ацəыхьчара
1127,verteidigen::V,forsvare,ахьчара
1128,sich schlagen::V,slås,аисра
1129,schießen::V,skyde,ахысра
1130,siegen::V,sejre,аиааира
1131,ärgern::V,ærgre,аргəаара
1132,schlagen::V,slå,асра
1133,schlagen::V,slå,аҭасра
1134,treten::V,sparke,
1135,stechen::V,stikke,алакшара
1136,stoßen::V,støde,агəҭасра
1137,stehlen::V,stjæle,аӡара
1138,stören::V,forstyrre,аҧырхагахара
1139,belästigen::V,genere,аргəамҵра
1140,belästigen::V,ulejlige,аргəамҵра
1141,verbergen::V,skjule,аӡара
1142,täuschen::V,villede,ажьара
1143,betrügen::V,bedrage,ажьара
1144,töten::V,dræbe,ашьра
1145,wohnen::V,bo,анхара
1146,arbeiten::V,arbejde,аусура
1147,sammeln::V,samle,аҟəшəара
1148,pflücken::V,plukke,аҿыршəара
1149,pflücken::V,plukke,аҿыхра
1150,jagen::V,jage,ашəарыцара
1151,fischen::V,fiske,аҧсыӡ икуеит
1152,fassen::V,fange,акра
1153,hüten::V,vogte,арҳəра
1154,hüten::V,vogte,ахьчара
1155,treiben::V,drive,акацара
1156,anbinden::V,binde fast,адҳəалара
1157,füttern::V,fodre,акырҿаҵара
1158,melken::V,malke,ахьара
1159,hacken::V,hakke,аҟəаҟəара
1160,gießen::V,hælde,аҵаҭəара
1161,reifen::V,modne,ашəра
1162,reifen::V,modne,аҟалара
1163,zubereiten::V,tilberede,ацура
1164,kochen::V,koge,ажəра
1165,backen::V,bage,аӡра
1166,braten::V,stege,аӡра
1167,umrühren::V,røre om,аилрыхра
1168,stricken::V,strikke,аҧара
1169,nähen::V,sy,аӡахра
1170,färben::V,farve,ашəра
1171,reinigen::V,rense,арыцқьара
1172,reinigen::V,gøre ren,арыцқьара
1173,waschen::V,vaske,аӡәӡәара
1174,abwischen::V,tørre af,арбара
1175,spülen::V,skylle,аҭыршара
1176,fegen::V,feje,аҧссара
1177,kehren::V,feje,
1178,baden::V,bade,аҽыкəабара
1179,sich waschen::V,vaske sig,аҽыӡəӡəара
1180,ausziehen::V,tage af,ашəыхра
1181,anziehen::V,tage på,ашəҵара
1182,sich anziehen::V,klæde sig på,аҽеилаҳəара
1183,kämmen::V,rede,аҳəара
1184,kämmen::V,frisere,аҳəара
1185,schmücken::V,pynte,арҧшӡара
1186,schmücken::V,smykke,арҧшӡара
1187,sagen::V,sige,аҳəара
1188,sprechen::V,snakke,ацəажəара
1189,reden::V,tale,ацəажəара
1190,reden::V,tale,аицәажәара
1191,reden::V,snakke,ацəажəара
1192,reden::V,snakke,аицәажәара
1193,sich unterhalten::V,snakke sammen,аицәажәара
1194,fragen::V,spørge,азҵаара
1195,bitten::V,bede,аҳəара
1196,erzählen::V,berette,аҳəара
1197,erzählen::V,fortælle,аҳəара
1198,mitteilen::V,meddele,азыцҳара
1199,nennen::V,nævne,ахьӡҵара
1200,rufen::V,råbe,азҿыҭра
1201,prahlen::V,prale,аҽхəара
1202,übersetzen::V,oversætte,аиҭагара
1203,denken::V,tænke,азхəыцра
1204,glauben::V,tro,ахаҵара
1205,bemerken::V,bemærke,агəаҭара
1206,bemerken::V,lægge mærke til,агəаҭара
1207,erkennen::V,genkende,адырра
1208,begreifen::V,begribe,аилкаара
1209,verstehen::V,forstå,аҳара
1210,lernen::V,lære,аҵара
1211,wissen::V,vide,адырра
1212,sich erinnern an::V,mindes,агəаларшəара
1213,sich erinnern an::V,huske på,агəаларшəара
1214,vergessen::V,glemme,ахашҭра
1215,messen::V,måle,ашəара
1216,zählen::V,tælle,аҧхьаӡара
1217,rechnen::V,regne,аҳасабра
1218,lesen::V,læse,аҧхьара
1219,malen::V,male,
1220,zeichnen::V,tegne,
1221,schreiben::V,skrive,
1222,besitzen::V,eje,амазаара
1223,besitzen::V,besidde,амазаара
1224,kaufen::V,købe,Аахəара
1225,verkaufen::V,sælge,аҭира
1226,bezahlen::V,betale,ахҭынҵара
1227,bezahlen::V,betale,ашəара
1228,zahlen::V,betale,ашəара
1229,beherrschen::V,beherske,
1230,ertragen::V,tåle,ачҳара
1231,ertragen::V,udholde,ачҳара
1232,hinfallen::V,,акаҳара
