,Concept_ID,no,hu
858,liegen::V,ligge,fekszik
859,hängen::V,henge,függ
860,werden::V,bli,lesz
861,passieren::V,skje,történik
862,passieren::V,hende,történik
863,beginnen::V,begynne,kezdődik
864,enden::V,ende,végződik
865,enden::V,ende,befejeződik
866,enden::V,slutte,végződik
867,enden::V,slutte,befejeződik
868,wechseln::V,veksle,változik
869,aufgehen[Sonne]::V,stå opp,kel
870,untergehen[Sonne]::V,gå ned,lemegy
871,scheinen[Sonne]::V,skinne,süt
872,donnern::V,tordne,dörög
873,wehen::V,blåse,fúj
874,strömen::V,strømme,áramlik
875,fließen::V,flyte,folyik
876,sich drehen::V,dreie seg,forog
877,schwanken::V,svaie,inog
878,schwanken::V,svaie,ingadozik
879,schwingen::V,svinge,leng
880,fallen::V,falle,esik
881,brennen::V,brenne,ég
882,rauchen::V,ryke,füstöl
883,regnen::V,regne,esik
884,gefrieren::V,fryse,megfagy
885,tauen::V,tine,olvad
886,schmelzen::V,smelte,olvad
887,schmelzen::V,smelte,elolvad
888,trocknen::V,tørre,szárad
889,sieden::V,koke,forr
890,faulen::V,råtne,rothad
891,verfaulen::V,råtne,elrothad
892,verfaulen::V,råtne,megrothad
893,reißen::V,briste,szakad
894,versinken::V,synke,süllyed
895,versinken::V,synke,elsüllyed
896,versinken::V,synke ned,süllyed
897,versinken::V,synke ned,elsüllyed
898,vergehen::V,forløpe,múlik
899,vergehen::V,forløpe,elmúlik
900,erscheinen::V,synes,feltűnik
901,erscheinen::V,synes,megjelenik
902,verschwinden::V,forsvinne,letűnik
903,sinken::V,synke,süllyed
904,abnehmen::V,avta,apad
905,abnehmen::V,avta,csökken
906,abnehmen::V,minske,apad
907,abnehmen::V,minske,csökken
908,zunehmen::V,tilta,növekszik
909,zunehmen::V,tilta,gyarapszik
910,steigen::V,stige,emelkedik
911,wachsen::V,gro,nő
912,wachsen::V,gro,terem
913,wachsen::V,gro,növekszik
914,wachsen::V,vokse,nő
915,wachsen::V,vokse,terem
916,wachsen::V,vokse,növekszik
917,glänzen::V,skinne,ragyog
918,glänzen::V,skinne,fénylik
919,funkeln::V,tindre,csillog
920,funkeln::V,tindre,tündöklik
921,lärmen::V,bråke,lármázik
922,läuten::V,ringe,cseng
923,klingeln::V,ringe,csenget
924,klirren::V,klirre,csörömpöl
925,brausen::V,bruse,zúg
926,brausen::V,bruse,morajlik
927,rauschen::V,suse,zúg
928,klingen::V,lyde,hangzik
929,klingen::V,klinge,hangzik
930,bellen::V,gjø,ugat
931,bellen::V,bjeffe,ugat
932,heulen::V,ule,bőg
933,heulen::V,ule,üvölt
934,blasen::V,blåse,fúj
935,pfeifen::V,plystre,fütyül
936,schreien::V,skrike,kiált
937,schreien::V,skrike,kiabál
938,stöhnen::V,stønne,nyög
939,zittern::V,dirre,remeg
940,zittern::V,dirre,reszket
941,zittern::V,skjelve,remeg
942,zittern::V,skjelve,reszket
943,leben::V,leve,él
944,geboren werden::V,fødes,születik
945,atmen::V,ånde,lélegzik
946,atmen::V,puste,lélegzik
947,trinken::V,drikke,iszik
948,essen::V,spise,eszik
949,schlucken::V,svelge,nyel
950,müde werden::V,bli trett,elfárad
951,müde werden::V,bli trett,kifárad
952,einschlafen::V,sovne,elalszik
953,schlafen::V,sove,alszik
954,aufwachen::V,våkne,felébred
955,aufstehen::V,stå opp,felkel
956,sich erholen::V,bli bra,pihen
957,sich erholen::V,komme seg,pihen
958,krank werden::V,bli syk,megbetegedik
959,krank werden::V,bli syk,belebetegszik
960,krank sein::V,være syk,betegeskedik
961,schmerzen::V,gjøre vondt,fáj
962,husten::V,hoste,köhög
963,genesen::V,komme seg,meggyógyul
964,sterben::V,dø,hal
965,umkommen::V,omkomme,elpusztul
966,sich bewegen::V,bevege seg,mozog
967,sich rühren::V,røre på seg,mozdul
968,sich erheben::V,reise seg,feláll
969,sich erheben::V,reise seg,felemelkedik
970,sich setzen::V,sette sig,ül
971,sich setzen::V,sette sig,leül
972,hinfallen::V,falle over ende,bukik
973,hinfallen::V,falle over ende,elesik
974,laufen::V,løpe,jár
975,schreiten::V,skride,lép
976,spazierengehen::V,spasere,sétál
977,spazierengehen::V,gå en tur,sétál
978,eilen::V,ile,siet
979,sich beeilen::V,skynde seg,siet
980,sausen::V,suse,robog
981,rennen::V,løpe,fut
982,rennen::V,løpe,szalad
983,springen::V,hoppe,ugrik
984,springen::V,springe,ugrik
985,klettern::V,klatre,kúszik
986,schaukeln::V,huske,hintázik
987,kriechen::V,krype,kúszik
988,schwimmen::V,svømme,úszik
989,tauchen::V,dykke,merül
990,rudern::V,ro,evez
991,fahren::V,kjøre,jár
992,fahren::V,kjøre,megy
993,fahren::V,kjøre,utazik
994,fliegen::V,fly,száll
995,gehen::V,gå,megy
996,weggehen::V,gå bort,elmegy
997,abfahren::V,reise,indul
998,anhalten::V,stanse,megáll
999,hineingehen::V,gå inn,bemegy
1000,eintreten::V,tre inn,belép
1001,kommen::V,komme,jön
1002,ankommen::V,ankomme,érkezik
1003,ankommen::V,ankomme,megérkezik
1004,ankommen::V,komme til,érkezik
1005,ankommen::V,komme til,megérkezik
1006,zurückkommen::V,komme tilbake,visszajön
1007,bleiben::V,bli,marad
1008,bleiben::V,bli,megmarad
1009,bleiben::V,forbli,marad
1010,bleiben::V,forbli,megmarad
1011,warten::V,vente,vár
1012,warten::V,vente,várakozik
1013,erwarten::V,vente,vár
1014,erwarten::V,vente,megvár
1015,suchen::V,søke,kutat
1016,finden::V,finne,talál
1017,versuchen::V,prøve,megpróbál
1018,versuchen::V,prøve,megkísérel
1019,versuchen::V,forsøke,megpróbál
1020,versuchen::V,forsøke,megkísérel
1021,vorbereiten::V,forberede,előkészít
1022,lieben::V,elske,szeret
1023,mögen::V,like,szeret
1024,lachen::V,le,nevet
1025,rühren::V,røre,mozdít
1026,weinen::V,gråte,sír
1027,schimpfen::V,skjelle,szid
1028,schimpfen::V,skjelle,szitkozódik
1029,sich ärgern::V,ergre seg,mérgelődik
1030,sich ärgern::V,ergre seg,bosszankodik
1031,sich fürchten::V,være redd,fél
1032,sich fürchten::V,være redd,retteg
1033,fürchten::V,være redd for,fél
1034,fliehen::V,rømme,menekül
1035,fliehen::V,flykte,menekül
1036,flüchten::V,flykte,elmenekül
1037,sehen::V,se,néz
1038,anschauen::V,se på,megnéz
1039,anschauen::V,betrakte,megnéz
1040,ansehen::V,anse,néz
1041,ansehen::V,anse,ránéz
1042,ansehen::V,anse,megnéz
1043,hören::V,høre,hall
1044,zuhören::V,tilhøre,hallgat
1045,zuhören::V,tilhøre,meghallgat
1046,probieren::V,smake,kóstol
1047,probieren::V,smake,megkóstol
1048,probieren::V,smake på,kóstol
1049,probieren::V,smake på,megkóstol
1050,riechen::V,lukte,szagol
1051,fühlen::V,føle,érez
1052,scheinen::V,se ut,tűnik
1053,scheinen::V,se ut,látszik
1054,zu sehen sein::V,synes,mutatkozik
1055,vernehmen::V,få vite,hall
1056,frieren::V,fryse,fázik
1057,tun::V,gjøre,csinál
1058,tun::V,gjøre,cselekszik
1059,können::V,kunne,tud
1060,wollen::V,ville,akar
1061,anfangen::V,begynne,kezd
1062,beenden::V,avslutte,befejez
1063,aufhören::V,slutte,megszűnik
1064,aufhören::V,holde opp,megszűnik
1065,gelingen::V,lykkes,sikerül
1066,geraten::V,bli,kerül
1067,geraten::V,bli,jut
1068,öffnen::V,åpne,nyit
1069,öffnen::V,åpne,kinyit
1070,schließen::V,lukke,csuk
1071,schließen::V,lukke,becsuk
1072,schließen::V,stenge,csuk
1073,schließen::V,stenge,becsuk
1074,stellen::V,stille,állít
1075,stellen::V,stille,helyez
1076,setzen::V,sette,ültet
1077,setzen::V,sette,helyez
1078,legen::V,legge,tesz
1079,legen::V,legge,fektet
1080,berühren::V,berøre,érint
1081,verbinden::V,forbinde,beköt
1082,verbinden::V,forbinde,összeköt
1083,bedecken::V,dekke,betakar
1084,bedecken::V,dekke,beborít
1085,aufhängen::V,henge,felakaszt
1086,aufhängen::V,henge opp,felakaszt
1087,anzünden::V,tenne,gyújt
1088,anzünden::V,tenne,meggyújt
1089,anzünden::V,antenne,gyújt
1090,anzünden::V,antenne,meggyújt
1091,anzünden::V,tenne på,gyújt
1092,anzünden::V,tenne på,meggyújt
1093,aufheben::V,løfte,felemel
1094,aufheben::V,ta opp,felemel
1095,zurücklassen::V,slippe tilbake,hátrahagy
1096,verlieren::V,miste,veszít
1097,verlieren::V,miste,elveszít
1098,fallen lassen::V,droppe,elejt
1099,fallen lassen::V,la falle,elejt
1100,machen::V,lage,tesz
1101,machen::V,lage,csinál
1102,machen::V,gjøre,tesz
1103,machen::V,gjøre,csinál
1104,herstellen::V,fremstille,gyárt
1105,herstellen::V,fremstille,előállít
1106,bauen::V,bygge,épít
1107,reparieren::V,reparere,javít
1108,reparieren::V,reparere,kijavít
1109,reparieren::V,reparere,megjavít
1110,verbessern::V,rette,megjavít
1111,verbessern::V,forbedre,megjavít
1112,ändern::V,forandre,változtat
1113,ändern::V,forandre,megváltoztat
1114,graben::V,grave,ás
1115,beugen::V,bøye,meghajt
1116,biegen::V,bøye,hajlít
1117,drehen::V,dreie,forgat
1118,wenden::V,vende,fordít
1119,wenden::V,vende,megfordít
1120,umdrehen::V,snu,megfordít
1121,umdrehen::V,snu,megforgat
1122,heben::V,heve,emel
1123,hochheben::V,løfte,felemel
1124,ergreifen::V,gripe,megfog
1125,ergreifen::V,få tak i,megfog
1126,halten::V,holde,tart
1127,drücken::V,trykke,nyom
1128,drücken::V,trykke,megnyom
1129,schieben::V,skyve,tol
1130,kratzen::V,klø,vakar
1131,kratzen::V,klore,vakar
1132,lecken::V,slikke,nyal
1133,beißen::V,bite,harap
1134,abreißen::V,rive av,letép
1135,abschneiden::V,skjære av,levág
1136,binden::V,binde,köt
1137,binden::V,binde,kötöz
1138,stecken::V,stikke,dug
1139,brechen::V,bryte,tör
1140,brechen::V,bryte,eltör
1141,brechen::V,briste,tör
1142,brechen::V,briste,eltör
1143,klopfen::V,banke,kopogtat
1144,hauen::V,hogge,vág
1145,hauen::V,hogge,levág
1146,kleben::V,klistre,tapaszt
1147,reiben::V,gni,dörzsöl
1148,reiben::V,gni,súrol
1149,streichen::V,stryke,simít
1150,schleifen::V,slipe,fen
1151,schleifen::V,slipe,csiszol
1152,schleifen::V,slipe,köszörül
1153,schneiden::V,klippe,vág
1154,schneiden::V,klippe,szel
1155,schneiden::V,klippe,metsz
1156,rütteln::V,ruske,ráz
1157,schütteln::V,riste,ráz
1158,schütteln::V,riste,megráz
1159,schwenken::V,svinge,lóbál
1160,schwenken::V,svinge,lobogtat
1161,schütten::V,helle,önt
1162,füllen::V,fylle,tölt
1163,füllen::V,fylle,megtölt
1164,einwickeln::V,vikle inn,becsavar
1165,tragen::V,bære,hord
1166,schleppen::V,slepe,vonszol
1167,ziehen::V,dra,húz
1168,ziehen::V,trekke,húz
1169,aufbewahren::V,oppbevare,megőriz
1170,aufbewahren::V,ta vare på,megőriz
1171,werfen::V,kaste,dob
1172,werfen::V,kaste,hajít
1173,fangen::V,fange,fog
1174,packen::V,gripe,megragad
1175,packen::V,gripe tak i,megragad
1176,verstecken::V,gjemme,eldug
1177,verstecken::V,gjemme,elrejt
1178,teilen::V,dele,oszt
1179,teilen::V,dele,megoszt
1180,schicken::V,sende,küld
1181,bringen::V,bringe,hoz
1182,bringen::V,bringe,visz
1183,hinzufügen::V,tilføye,hozzáad
1184,bekommen::V,få,kap
1185,bekommen::V,få,megkap
1186,erhalten::V,få,kap
1187,erhalten::V,få,megkap
1188,nehmen::V,ta,vesz
1189,wählen::V,velge,választ
1190,auswählen::V,velge ut,kiválaszt
1191,bewahren::V,bevare,megtart
1192,behindern::V,hindre,akadályoz
1193,behindern::V,hindre,gátol
1194,behindern::V,forhindre,akadályoz
1195,behindern::V,forhindre,gátol
1196,verderben::V,ødelegge,elront
1197,beschädigen::V,skade,rongál
1198,zerbrechen::V,brekke i stykker,eltör
1199,zerbrechen::V,brekke i stykker,széttör
1200,zerbrechen::V,brekke i stykker,kettétör
1201,zerreißen::V,rive i stykker,eltép
1202,zerreißen::V,rive i stykker,széttép
1203,zerstören::V,ødelegge,elpusztít
1204,verbrennen::V,brenne,éget
1205,verbrennen::V,brenne,eléget
1206,verbrennen::V,brenne opp,éget
1207,verbrennen::V,brenne opp,eléget
1208,geben::V,gi,ad
1209,reichen::V,rekke,nyújt
1210,schenken::V,forære,ajándékoz
1211,schenken::V,skjenke,ajándékoz
1212,versprechen::V,love,ígér
1213,wünschen::V,ønske,kíván
1214,loben::V,rose,dicsér
1215,küssen::V,kysse,csókol
1216,wiegen::V,vogge,ringat
1217,zudecken::V,dekke til,betakar
1218,wecken::V,vekke,kelt
1219,wecken::V,vekke,ébreszt
1220,zeigen::V,vise,mutat
1221,führen::V,føre,visz
1222,führen::V,føre,vezet
1223,lehren::V,lære,tanít
1224,unterrichten::V,undervise,tanít
1225,aufziehen::V,oppdra,felnevel
1226,leiten::V,lede,vezet
1227,leiten::V,lede,vezérel
1228,antreiben::V,drive på,hajt
1229,lassen::V,få til å,-tat
1230,lassen::V,få til å,-at
1231,einladen::V,be,meghív
1232,einladen::V,invitere,meghív
1233,vereinigen::V,forene,egyesít
1234,besuchen::V,besøke,látogat
1235,treffen::V,møte,talál
1236,treffen::V,treffe,talál
1237,sich versammeln::V,forsamles,gyülekezik
1238,sich versammeln::V,forsamles,összegyűlik
1239,spielen::V,leke,játszik
1240,spielen::V,spille,játszik
1241,singen::V,synge,énekel
1242,tanzen::V,danse,táncol
1243,sich trennen::V,skilles,elválik
1244,verlassen::V,forlate,elhagy
1245,retten::V,redde,ment
1246,bewachen::V,bevokte,őriz
1247,schützen::V,verne,óv
1248,schützen::V,verne,véd
1249,schützen::V,beskytte,óv
1250,schützen::V,beskytte,véd
1251,verteidigen::V,forsvare,véd
1252,sich schlagen::V,slåss,verekszik
1253,schießen::V,skyte,lő
1254,siegen::V,seire,győz
1255,ärgern::V,ergre,bosszant
1256,treten::V,sparke,rúg
1257,stechen::V,stikke,döf
1258,stechen::V,stikke,szúr
1259,stoßen::V,støte,lök
1260,stehlen::V,stjele,lop
1261,stören::V,forstyrre,zavar
1262,belästigen::V,plage,zaklat
1263,belästigen::V,sjenere,zaklat
1264,verbergen::V,gjemme,rejt
1265,verbergen::V,gjemme,elrejt
1266,täuschen::V,villede,megtéveszt
1267,betrügen::V,bedra,csal
1268,töten::V,drepe,öl
1269,wohnen::V,bo,lakik
1270,arbeiten::V,arbeide,dolgozik
1271,sammeln::V,samle,szed
1272,sammeln::V,samle,gyűjt
1273,pflücken::V,plukke,szed
1274,jagen::V,jage,vadászik
1275,fischen::V,fiske,halászik
1276,fassen::V,fange,fog
1277,hüten::V,vokte,őriz
1278,hüten::V,vokte,legeltet
1279,treiben::V,drive,hajt
1280,anbinden::V,feste,köt
1281,füttern::V,fore,etet
1282,melken::V,melke,fej
1283,hacken::V,hakke,vág
1284,gießen::V,helle,öntöz
1285,reifen::V,modne,érik
1286,zubereiten::V,lage,elkészít
1287,zubereiten::V,tilberede,elkészít
1288,kochen::V,koke,főz
1289,backen::V,bake,süt
1290,braten::V,steke,süt
1291,umrühren::V,røre om,megkever
1292,stricken::V,strikke,köt
1293,nähen::V,sy,varr
1294,färben::V,farge,fest
1295,reinigen::V,rense,tisztít
1296,reinigen::V,gjøre ren,tisztít
1297,waschen::V,vaske,mos
1298,abwischen::V,tørke av,letöröl
1299,spülen::V,spyle,mosogat
1300,spülen::V,skylle,mosogat
1301,fegen::V,feie,söpör
1302,kehren::V,koste,söpör
1303,baden::V,bade,fürdik
1304,sich waschen::V,vaske seg,mosdik
1305,sich waschen::V,vaske seg,mosakszik
1306,ausziehen::V,ta av,levesz
1307,anziehen::V,ta på,felölt
1308,anziehen::V,ta på,felvesz
1309,sich anziehen::V,kle på seg,öltözik
1310,sich anziehen::V,kle på seg,felöltözik
1311,kämmen::V,gre,fésül
1312,kämmen::V,kjemme,fésül
1313,schmücken::V,pynte,díszít
1314,schmücken::V,smykke,díszít
1315,sagen::V,si,mond
1316,sprechen::V,snakke,beszél
1317,reden::V,tale,beszél
1318,reden::V,snakke,beszél
1319,sich unterhalten::V,samtale,beszélget
1320,fragen::V,spørre,kérdez
1321,bitten::V,be,kér
1322,erzählen::V,fortelle,mesél
1323,erzählen::V,fortelle,elbeszél
1324,mitteilen::V,meddele,közöl
1325,nennen::V,kalle,hív
1326,nennen::V,kalle,nevez
1327,rufen::V,rope,hív
1328,prahlen::V,skryte,dicsekszik
1329,übersetzen::V,oversette,fordít
1330,denken::V,tenke,gondol
1331,glauben::V,tro,hisz
1332,bemerken::V,bemerke,észrevesz
1333,bemerken::V,legge merke til,észrevesz
1334,erkennen::V,gjenkjenne,ráismer
1335,erkennen::V,gjenkjenne,felismer
1336,begreifen::V,begripe,felfog
1337,verstehen::V,forstå,ért
1338,verstehen::V,forstå,megért
1339,verstehen::V,skjønne,ért
1340,verstehen::V,skjønne,megért
1341,lernen::V,lære,tanul
1342,lernen::V,lære,megtanul
1343,wissen::V,vite,tud
1344,sich erinnern an::V,huske på,emlékszik
1345,vergessen::V,glemme,felejt
1346,vergessen::V,glemme,elfelejt
1347,messen::V,måle,mér
1348,messen::V,måle,megmér
1349,zählen::V,telle,számol
1350,zählen::V,telle,megszámol
1351,rechnen::V,regne,számít
1352,lesen::V,lese,olvas
1353,malen::V,male,fest
1354,zeichnen::V,tegne,rajzol
1355,schreiben::V,skrive,ír
1356,besitzen::V,eie,birtokol
1357,besitzen::V,inneha,birtokol
1358,kaufen::V,kjøpe,vesz
1359,kaufen::V,kjøpe,megvesz
1360,verkaufen::V,selge,elad
1361,bezahlen::V,betale,fizet
1362,bezahlen::V,betale,kifizet
1363,zahlen::V,betale,fizet
1364,zahlen::V,betale,megfizet
1365,beherrschen::V,beherske,ural
1366,ertragen::V,orke,elbír
1367,ertragen::V,orke,elvisel
1368,schlagen::V,,üt
1369,schlagen::V,,ver
