,Concept_ID,es,et
847,was::FPRN,qué,mis
848,wer::FPRN,quién,kes
849,wo::FADV,dónde,kus
850,wohin::FADV,adónde,kuhu
851,wohin::FADV,hacia dónde,kuhu
852,wie::FADV,cómo,kuidas
853,warum::FADV,por qué,miks
854,wieviel::FNUM,cuánto,mitu
855,wieviel::FNUM,cuánto,kui palju
856,eins::NUM,uno,üks
857,zwei::NUM,dos,kaks
858,drei::NUM,tres,kolm
859,vier::NUM,cuatro,neli
860,fünf::NUM,cinco,viis
861,sechs::NUM,seis,kuus
862,sieben::NUM,siete,seitse
863,acht::NUM,ocho,kaheksa
864,neun::NUM,nueve,üheksa
865,zehn::NUM,diez,kümme
866,elf::NUM,once,üksteist
867,zwölf::NUM,doce,kaksteist
868,zwanzig::NUM,veinte,kakskümmend
869,dreißig::NUM,treinta,kolmkümmend
870,vierzig::NUM,cuarenta,nelikümmend
871,fünfzig::NUM,cincuenta,viiskümmend
872,sechzig::NUM,sesenta,kuuskümmend
873,siebzig::NUM,setenta,seitsekümmend
874,achtzig::NUM,ochenta,kaheksakümmend
875,neunzig::NUM,noventa,üheksakümmend
876,hundert::NUM,cien,sada
877,hundert::NUM,ciento,sada
878,tausend::NUM,mil,tuhat
879,und::CNJ,y,ja
880,oder::CNJ,o,või
881,stehen::V,estar de pie,seisma
882,sitzen::V,estar sentado,istuma
883,liegen::V,yacer,lamama
884,liegen::V,estar acostado,lamama
885,hängen::V,pender,rippuma
886,werden::V,hacerse,saama
887,werden::V,hacerse,hakkama
888,passieren::V,suceder,juhtuma
889,beginnen::V,iniciarse,algama
890,beginnen::V,iniciarse,hakkama
891,beginnen::V,principiar,algama
892,beginnen::V,principiar,hakkama
893,enden::V,acabar,lõppema
894,enden::V,terminar,lõppema
895,wechseln::V,variar,vahelduma
896,wechseln::V,alternar,vahelduma
897,aufgehen[Sonne]::V,salir,tõusma
898,untergehen[Sonne]::V,ponerse,loojuma
899,untergehen[Sonne]::V,descender,loojuma
900,scheinen[Sonne]::V,brillar,paistma
901,donnern::V,tronar,kõmisema
902,wehen::V,soplar,puhuma
903,strömen::V,afluir,voolama
904,fließen::V,fluir,voolama
905,fließen::V,correr,voolama
906,sich drehen::V,girar,pöörduma
907,schwanken::V,vacilar,kõikuma
908,schwingen::V,oscilar,võnkuma
909,fallen::V,caer,langema
910,brennen::V,arder,põlema
911,brennen::V,quemar,põlema
912,rauchen::V,humear,suitsema
913,rauchen::V,echar humo,suitsema
914,regnen::V,llover,sadama
915,gefrieren::V,helarse,kinni külmuma
916,tauen::V,deshelarse,sulama
917,schmelzen::V,fundirse,sulama
918,schmelzen::V,derretirse,sulama
919,trocknen::V,secarse,kuivama
920,sieden::V,hervir,keema
921,faulen::V,pudrirse,mädanema
922,verfaulen::V,pudrirse,mädanema
923,reißen::V,romperse,rebenema
924,versinken::V,hundirse,uppuma
925,vergehen::V,pasar,mööduma
926,erscheinen::V,aparecer,ilmuma
927,verschwinden::V,desaparecer,kaduma
928,sinken::V,bajar,vajuma
929,sinken::V,bajar,langema
930,abnehmen::V,decrecer,vähenema
931,abnehmen::V,decrecer,kahenema
932,abnehmen::V,disminuir,vähenema
933,abnehmen::V,disminuir,kahenema
934,zunehmen::V,crecer,kasvama
935,zunehmen::V,aumentar,kasvama
936,steigen::V,subir,tõusma
937,steigen::V,subir,üles minema
938,steigen::V,ascender,tõusma
939,steigen::V,ascender,üles minema
940,wachsen::V,crecer,kasvama
941,glänzen::V,brillar,läikimä
942,glänzen::V,resplandecer,läikimä
943,funkeln::V,chispear,sädelema
944,lärmen::V,hacer ruido,lärmama
945,läuten::V,sonar,helisema
946,läuten::V,repicar,helisema
947,klingeln::V,tocar el timbre,helisema
948,klirren::V,tintinear,kõlisema
949,brausen::V,zumbar,kohisema
950,rauschen::V,murmurar,kohisema
951,klingen::V,sonar,kõlama
952,bellen::V,ladrar,haukuma
953,heulen::V,ulular,uluma
954,blasen::V,soplar,puhuma
955,pfeifen::V,silbar,vilistama
956,schreien::V,gritar,karjuma
957,stöhnen::V,gemir,oigama
958,zittern::V,temblar,värisema
959,leben::V,vivir,elama
960,leben::V,vivir,elus olema
961,geboren werden::V,nacer,sündima
962,atmen::V,respirar,hingama
963,trinken::V,beber,jooma
964,essen::V,comer,sööma
965,schlucken::V,tragar,neelama
966,müde werden::V,cansarse,väsima
967,müde werden::V,fatigarse,väsima
968,einschlafen::V,dormirse,uinuma
969,schlafen::V,dormir,magama
970,aufwachen::V,despertarse,ärkama
971,aufstehen::V,levantarse,ärkama
972,aufstehen::V,levantarse,üles tõusma
973,sich erholen::V,reposar,puhkama
974,sich erholen::V,descansar,puhkama
975,krank werden::V,caer enfermo,haigestuma
976,krank werden::V,caer enfermo,haigeks jääma
977,krank sein::V,estar enfermo,haige olema
978,schmerzen::V,doler,valutama
979,husten::V,toser,köhima
980,genesen::V,convalecer,toibuma
981,genesen::V,restablecerse,toibuma
982,sterben::V,morir,surema
983,umkommen::V,perecer,surma saama
984,sich bewegen::V,moverse,liikuma
985,sich rühren::V,rebullir,liikuma
986,sich erheben::V,levantarse,kerkima
987,sich setzen::V,sentarse,istet võtma
988,hinfallen::V,caerse,kukkuma
989,hinfallen::V,caerse,maha kukkuma
990,laufen::V,andar,kõndima
991,schreiten::V,proceder,astuma
992,spazierengehen::V,pasear,jalutama
993,spazierengehen::V,pasearse,jalutama
994,eilen::V,correr prisa,ruttama
995,eilen::V,correr prisa,kiirustama
996,sich beeilen::V,darse prisa,ruttama
997,sich beeilen::V,darse prisa,kiirustama
998,sausen::V,correr,kihutama
999,sausen::V,correr,tormama
1000,rennen::V,correr,jooksma
1001,rennen::V,correr,kihutama
1002,springen::V,saltar,hüppama
1003,klettern::V,trepar,ronima
1004,klettern::V,escalar,ronima
1005,schaukeln::V,bambolearse,kiikuma
1006,kriechen::V,reptar,roomama
1007,kriechen::V,arrastrarse,roomama
1008,schwimmen::V,nadar,ujuma
1009,tauchen::V,bucear,sukelduma
1010,tauchen::V,sumergirse,sukelduma
1011,rudern::V,remar,sõudma
1012,fahren::V,ir,sõitma
1013,fliegen::V,volar,lendama
1014,gehen::V,ir,käima
1015,gehen::V,ir,minema
1016,gehen::V,andar,käima
1017,gehen::V,andar,minema
1018,weggehen::V,irse,ära minema
1019,weggehen::V,irse,välja minema
1020,weggehen::V,marcharse,ära minema
1021,weggehen::V,marcharse,välja minema
1022,abfahren::V,salir,väljuma
1023,abfahren::V,salir,ära sõitma
1024,abfahren::V,partir,väljuma
1025,abfahren::V,partir,ära sõitma
1026,anhalten::V,parar,peatuma
1027,anhalten::V,pararse,peatuma
1028,hineingehen::V,entrar,sisenema
1029,hineingehen::V,entrar,sisse minema
1030,eintreten::V,entrar,sisenema
1031,eintreten::V,entrar,sisse astuma
1032,kommen::V,venir,tulema
1033,ankommen::V,llegar,saabuma
1034,zurückkommen::V,volver,tagasi tulema
1035,zurückkommen::V,regresar,tagasi tulema
1036,bleiben::V,quedarse,jääma
1037,warten::V,esperar,ootama
1038,erwarten::V,esperar,ootama
1039,erwarten::V,esperar,lootma
1040,suchen::V,buscar,otsima
1041,finden::V,hallar,leidma
1042,finden::V,encontrar,leidma
1043,versuchen::V,intentar,püüdma
1044,versuchen::V,intentar,üritama
1045,versuchen::V,intentar,katsetama
1046,vorbereiten::V,preparar,valmistama
1047,lieben::V,amar,armastama
1048,lieben::V,querer,armastama
1049,mögen::V,querer,sallima
1050,mögen::V,querer,meeldima
1051,lachen::V,reír,naerma
1052,rühren::V,conmover,liigutama
1053,rühren::V,conmover,heldima panema
1054,weinen::V,llorar,nutma
1055,schimpfen::V,regañar,sõimama
1056,sich ärgern::V,enfadarse,ärrituma
1057,sich ärgern::V,enfadarse,vihastuma
1058,sich fürchten::V,tener miedo,kartma
1059,sich fürchten::V,tener miedo,hirmu tundma
1060,fürchten::V,temer,kartma
1061,fürchten::V,tener miedo a,kartma
1062,fliehen::V,huir,põgenema
1063,flüchten::V,escaparse,põgenema
1064,sehen::V,ver,nägema
1065,anschauen::V,mirar,vaatama
1066,ansehen::V,mirar,vaatama
1067,hören::V,oír,kuulma
1068,zuhören::V,escuchar,kuulama
1069,probieren::V,probar,proovima
1070,probieren::V,degustar,proovima
1071,riechen::V,oler,nuusutama
1072,fühlen::V,sentir,tundma
1073,scheinen::V,parecer,näida
1074,scheinen::V,parecer,ilmuda
1075,zu sehen sein::V,poder verse,ilmuma
1076,vernehmen::V,oír,üle kuulama
1077,vernehmen::V,percibir,üle kuulama
1078,frieren::V,tener frío,külmetada
1079,tun::V,hacer,tegema
1080,können::V,poder,võima
1081,können::V,poder,oskama
1082,wollen::V,querer,tahtma
1083,anfangen::V,iniciar,hakkama
1084,anfangen::V,iniciar,alustama
1085,beenden::V,acabar,lõpetama
1086,beenden::V,terminar,lõpetama
1087,aufhören::V,cesar,lakkama
1088,gelingen::V,salir bien,õnnestuma
1089,geraten::V,salir,jõudma
1090,geraten::V,dar resultado,jõudma
1091,öffnen::V,abrir,avama
1092,schließen::V,cerrar,sulgema
1093,stellen::V,poner,panema
1094,stellen::V,poner,asetama
1095,stellen::V,colocar,panema
1096,stellen::V,colocar,asetama
1097,setzen::V,poner,panema
1098,setzen::V,colocar,panema
1099,legen::V,poner,panema
1100,legen::V,poner,asetama
1101,berühren::V,tocar,riivama
1102,berühren::V,tocar,puudutama
1103,verbinden::V,unir,ühendama
1104,verbinden::V,juntar,ühendama
1105,bedecken::V,tapar,katma
1106,bedecken::V,cubrir,katma
1107,aufhängen::V,colgar,riputama
1108,anzünden::V,encender,süütama
1109,aufheben::V,recoger,üles tõstma
1110,zurücklassen::V,dejar,jätma
1111,verlieren::V,perder,kaotama
1112,fallen lassen::V,dejar caer,maha pillama
1113,fallen lassen::V,dejar caer,kukkuda laskma
1114,machen::V,hacer,tegema
1115,herstellen::V,fabricar,valmistama
1116,bauen::V,construir,ehitama
1117,reparieren::V,reparar,parandama
1118,verbessern::V,mejorar,parandama
1119,ändern::V,mudar,muutma
1120,ändern::V,mudar,ümber tegema
1121,ändern::V,modificar,muutma
1122,ändern::V,modificar,ümber tegema
1123,graben::V,cavar,kaevama
1124,beugen::V,doblar,painutama
1125,beugen::V,inclinar,painutama
1126,biegen::V,doblar,painutama
1127,drehen::V,volver,keerama
1128,drehen::V,hacer girar,keerama
1129,wenden::V,volver,ümber pöörama
1130,umdrehen::V,revolver,ümber keerama
1131,heben::V,levantar,tõstma
1132,hochheben::V,alzar,üles tõstma
1133,hochheben::V,alzar,kõrgele tõstma
1134,ergreifen::V,coger,haarama
1135,halten::V,tener,hoidma
1136,drücken::V,apretar,pigistama
1137,schieben::V,empujar,lükkama
1138,kratzen::V,rascar,kraapima
1139,lecken::V,lamer,lakkuma
1140,beißen::V,morder,purema
1141,beißen::V,morder,hammustama
1142,abreißen::V,arrancar,rebima
1143,abreißen::V,arrancar,ära rebima
1144,abschneiden::V,cortar,ära lõikama
1145,binden::V,atar,siduma
1146,stecken::V,meter,pistma
1147,brechen::V,romper,murdma
1148,brechen::V,quebrar,murdma
1149,klopfen::V,golpear,koputama
1150,hauen::V,pegar,lööma
1151,kleben::V,pegar,kleepima
1152,kleben::V,encolar,kleepima
1153,reiben::V,frotar,hõõruma
1154,streichen::V,untar,silitama
1155,streichen::V,recubrir,silitama
1156,schleifen::V,afilar,lihvima
1157,schleifen::V,afilar,teritama
1158,schneiden::V,cortar,lõikama
1159,rütteln::V,agitar,raputama
1160,schütteln::V,agitar,raputama
1161,schütteln::V,agitar,loksutama
1162,schütteln::V,sacudir,raputama
1163,schütteln::V,sacudir,loksutama
1164,schwenken::V,menear,vehkima
1165,schwenken::V,menear,lehvitama
1166,schütten::V,verter,kallama
1167,füllen::V,llenar,täitma
1168,einwickeln::V,envolver,sisse mähkima
1169,tragen::V,llevar,kandma
1170,schleppen::V,arrastrar,tassima
1171,schleppen::V,arrastrar,lohistama
1172,ziehen::V,tirar,vedama
1173,ziehen::V,tirar,tõmbama
1174,aufbewahren::V,conservar,säilitama
1175,aufbewahren::V,conservar,alal hoidma
1176,werfen::V,echar,viskama
1177,werfen::V,lanzar,viskama
1178,fangen::V,coger,püüdma
1179,packen::V,agarrar,kinni haarama
1180,packen::V,agarrar,kinni võtma
1181,verstecken::V,esconder,peitma
1182,teilen::V,partir,jagama
1183,teilen::V,partir,jaotama
1184,teilen::V,dividir,jagama
1185,teilen::V,dividir,jaotama
1186,schicken::V,enviar,saatma
1187,bringen::V,traer,viima
1188,hinzufügen::V,añadir,lisama
1189,bekommen::V,obtener,saama
1190,bekommen::V,conseguir,saama
1191,erhalten::V,recibir,saama
1192,nehmen::V,tomar,võtma
1193,wählen::V,elegir,valima
1194,auswählen::V,escoger,valima
1195,auswählen::V,seleccionar,valima
1196,bewahren::V,guardar,hoidma
1197,bewahren::V,preservar,hoidma
1198,behindern::V,estorbar,takistama
1199,behindern::V,obstaculizar,takistama
1200,verderben::V,estropear,rikkuma
1201,beschädigen::V,deteriorar,rikkuma
1202,zerbrechen::V,romper,katki tegema
1203,zerbrechen::V,quebrar,katki tegema
1204,zerreißen::V,desgarrar,katki rebima
1205,zerreißen::V,despedazar,katki rebima
1206,zerstören::V,destruir,purustama
1207,zerstören::V,destrozar,purustama
1208,verbrennen::V,quemar,põletama
1209,geben::V,dar,andma
1210,reichen::V,pasar,andma
1211,reichen::V,pasar,ulatama
1212,schenken::V,regalar,kinkima
1213,versprechen::V,prometer,lubama
1214,versprechen::V,prometer,tõotama
1215,wünschen::V,desear,soovima
1216,loben::V,alabar,kiitma
1217,küssen::V,besar,suudlema
1218,wiegen::V,mecer,hällitama
1219,zudecken::V,tapar,kaanetama
1220,zudecken::V,tapar,kinni katma
1221,zudecken::V,cubrir,kaanetama
1222,zudecken::V,cubrir,kinni katma
1223,wecken::V,despertar,äratama
1224,zeigen::V,mostrar,näitama
1225,führen::V,guiar,juhatama
1226,führen::V,conducir,juhatama
1227,lehren::V,enseñar,õpetama
1228,lehren::V,instruir,õpetama
1229,unterrichten::V,enseñar,õpetama
1230,aufziehen::V,criar,üles kasvatama
1231,leiten::V,guiar,juhtima
1232,leiten::V,dirigir,juhtima
1233,antreiben::V,impeler,ergutama
1234,antreiben::V,impulsar,ergutama
1235,lassen::V,hacer,laskma
1236,einladen::V,invitar,kutsuma
1237,vereinigen::V,unir,ühendama
1238,besuchen::V,visitar,külastama
1239,besuchen::V,ir a ver,külastama
1240,treffen::V,encontrar,kohtama
1241,sich versammeln::V,reunirse,kogunema
1242,sich versammeln::V,congregarse,kogunema
1243,spielen::V,jugar,mängima
1244,singen::V,cantar,laulma
1245,tanzen::V,bailar,tantsima
1246,sich trennen::V,separarse,lahku minema
1247,verlassen::V,dejar,maha jätma
1248,verlassen::V,abandonar,maha jätma
1249,retten::V,salvar,päästma
1250,bewachen::V,vigilar,valvama
1251,schützen::V,proteger,kaitsma
1252,verteidigen::V,defender,kaitsma
1253,sich schlagen::V,batirse,kaklema
1254,schießen::V,tirar,tulistama
1255,schießen::V,disparar,tulistama
1256,siegen::V,vencer,võitma
1257,ärgern::V,enojar,ärritama
1258,ärgern::V,enojar,vihastama
1259,ärgern::V,enfadar,ärritama
1260,ärgern::V,enfadar,vihastama
1261,schlagen::V,pegar,lööma
1262,schlagen::V,golpear,lööma
1263,treten::V,dar una patada a,sõtkuma
1264,stechen::V,pinchar,pistma
1265,stechen::V,pinchar,torkama
1266,stoßen::V,empujar,tõukama
1267,stehlen::V,robar,varastama
1268,stehlen::V,hurtar,varastama
1269,stören::V,molestar,segama
1270,stören::V,molestar,häirima
1271,belästigen::V,molestar,ahistama
1272,belästigen::V,importunar,ahistama
1273,verbergen::V,ocultar,peitma
1274,verbergen::V,ocultar,varjama
1275,verbergen::V,esconder,peitma
1276,verbergen::V,esconder,varjama
1277,täuschen::V,engañar,petma
1278,täuschen::V,engañar,tüssama
1279,betrügen::V,engañar,petma
1280,betrügen::V,engañar,tüssama
1281,betrügen::V,engañar,truudust murtma
1282,töten::V,matar,tapma
1283,töten::V,matar,surmama
1284,wohnen::V,vivir,elama
1285,wohnen::V,habitar,elama
1286,arbeiten::V,trabajar,töötama
1287,sammeln::V,recoger,koguma
1288,sammeln::V,recoger,korjama
1289,sammeln::V,coleccionar,koguma
1290,sammeln::V,coleccionar,korjama
1291,pflücken::V,coger,noppima
1292,jagen::V,cazar,jahtima
1293,fischen::V,pescar,kalastama
1294,fischen::V,pescar,kala püüdma
1295,fassen::V,atrapar,püüdma
1296,fassen::V,capturar,püüdma
1297,hüten::V,guardar,karjatama
1298,treiben::V,aballar,ajama
1299,anbinden::V,atar,kinni siduma
1300,füttern::V,echar de comer,söötma
1301,melken::V,ordeñar,lüpsma
1302,hacken::V,picar,raiuma
1303,hacken::V,picar,lõhkuma
1304,hacken::V,cortar,raiuma
1305,hacken::V,cortar,lõhkuma
1306,gießen::V,regar,kastma
1307,reifen::V,madurar,valmima
1308,zubereiten::V,preparar,valmistama
1309,kochen::V,cocer,keetma
1310,kochen::V,guisar,keetma
1311,backen::V,hornear,küpsetama
1312,backen::V,cocer al horno,küpsetama
1313,braten::V,asar,praadima
1314,braten::V,freír,praadima
1315,umrühren::V,remover,segama
1316,stricken::V,hacer punto,kuduma
1317,stricken::V,hacer calceta,kuduma
1318,nähen::V,coser,õmblema
1319,färben::V,teñir,värvima
1320,färben::V,colorear,värvima
1321,reinigen::V,limpiar,puhastama
1322,waschen::V,lavar,pesema
1323,abwischen::V,fregar,puhtaks pühkima
1324,abwischen::V,limpiar,puhtaks pühkima
1325,spülen::V,aclarar,uhtma
1326,spülen::V,enjuagar,uhtma
1327,fegen::V,barrer,pühkima
1328,fegen::V,pasar la escoba,pühkima
1329,kehren::V,barrer,pühkima
1330,baden::V,bañarse,suplema
1331,baden::V,bañarse,kümblema
1332,sich waschen::V,lavarse,end pesema
1333,ausziehen::V,quitar,käest võtma
1334,ausziehen::V,quitar,jalast võtma
1335,ausziehen::V,quitar,seljast võtma
1336,ausziehen::V,quitarse,käest võtma
1337,ausziehen::V,quitarse,jalast võtma
1338,ausziehen::V,quitarse,seljast võtma
1339,anziehen::V,ponerse,jalga panema
1340,sich anziehen::V,vestirse,riietuma
1341,kämmen::V,peinar,kammima
1342,schmücken::V,adornar,kaunistama
1343,sagen::V,decir,ütlema
1344,sprechen::V,hablar,rääkima
1345,sprechen::V,hablar,kõnelema
1346,reden::V,hablar,kõnelema
1347,reden::V,conversar,kõnelema
1348,sich unterhalten::V,charlar,vestlema
1349,sich unterhalten::V,conversar,vestlema
1350,fragen::V,preguntar,küsima
1351,bitten::V,rogar,paluma
1352,erzählen::V,contar,jutustama
1353,mitteilen::V,comunicar,teatama
1354,mitteilen::V,comunicar,teada andma
1355,mitteilen::V,participar,teatama
1356,mitteilen::V,participar,teada andma
1357,nennen::V,llamar,nimetama
1358,nennen::V,nombrar,nimetama
1359,rufen::V,llamar,kutsuma
1360,prahlen::V,jactarse,hooplema
1361,übersetzen::V,traducir,tõlkima
1362,denken::V,pensar,mõtlema
1363,glauben::V,creer,uskuma
1364,bemerken::V,notar,märkama
1365,erkennen::V,reconocer,ära tundma
1366,begreifen::V,concebir,aru saama
1367,verstehen::V,entender,mõistma
1368,verstehen::V,comprender,mõistma
1369,lernen::V,aprender,õppima
1370,wissen::V,saber,teadma
1371,sich erinnern an::V,recordar,mäletama
1372,sich erinnern an::V,acordarse de,mäletama
1373,vergessen::V,olvidar,unustama
1374,messen::V,medir,mõõtma
1375,zählen::V,contar,loendama
1376,rechnen::V,contar,arvutama
1377,rechnen::V,calcular,arvutama
1378,lesen::V,leer,lugema
1379,malen::V,pintar,maalima
1380,zeichnen::V,dibujar,joonistama
1381,schreiben::V,escribir,kirjutama
1382,besitzen::V,poseer,omama
1383,kaufen::V,comprar,ostma
1384,verkaufen::V,vender,müüma
1385,bezahlen::V,pagar,tasuma
1386,zahlen::V,pagar,maksma
1387,beherrschen::V,dominar,valitsema
1388,ertragen::V,soportar,taluma
