,Concept_ID,et,ba
776,wegen::PRP,pärast,өсөн
777,wegen::PRP,pärast,сәбәпле
778,dies::PRN,see,был
779,dies::PRN,see,ошо
780,das::PRN,see,ул
781,alles::PRN,kõik,бөтә
782,ich::PRN,mina,мин
783,du::PRN,sina,һин
784,er::PRN,tema,ул
785,wir::PRN,me,беҙ
786,ihr::PRN,te,һеҙ
787,sie::PRN,nad,улар
788,was::FPRN,mis,ә
789,was::FPRN,mis,ни
790,was::FPRN,mis,нәмә
791,wer::FPRN,kes,ҡем
792,wo::FADV,kus,ҡайҙа
793,wohin::FADV,kuhu,ҡайҙа
794,wie::FADV,kuidas,инидәй
795,warum::FADV,miks,ин өсөн
796,wieviel::FNUM,mitu,күпме
797,wieviel::FNUM,kui palju,күпме
798,eins::NUM,üks,бер
799,zwei::NUM,kaks,ике
800,zwei::NUM,kaks,икәү
801,drei::NUM,kolm,өс
802,vier::NUM,neli,дүрт
803,fünf::NUM,viis,биш
804,sechs::NUM,kuus,алты
805,sieben::NUM,seitse,ете
806,acht::NUM,kaheksa,һигеҙ
807,neun::NUM,üheksa,туғыҙ
808,zehn::NUM,kümme,ун
809,elf::NUM,üksteist,ун бер
810,zwölf::NUM,kaksteist,ун ике
811,zwanzig::NUM,kakskümmend,егерме
812,dreißig::NUM,kolmkümmend,утыҙ
813,vierzig::NUM,nelikümmend,ҡырҡ
814,fünfzig::NUM,viiskümmend,илле
815,sechzig::NUM,kuuskümmend,алтмыш
816,siebzig::NUM,seitsekümmend,етмеш
817,achtzig::NUM,kaheksakümmend,һикһән
818,neunzig::NUM,üheksakümmend,туҡһан
819,hundert::NUM,sada,йөҙ
820,tausend::NUM,tuhat,мең
821,und::CNJ,ja,да
822,oder::CNJ,või,йәки
823,stehen::V,seisma,тороу
824,sitzen::V,istuma,ултырыу
825,liegen::V,lamama,ятыу
826,hängen::V,rippuma,аҫылынып тороу
827,werden::V,saama,булыу
828,werden::V,hakkama,булыу
829,passieren::V,juhtuma,булыу
830,beginnen::V,algama,башлау
831,beginnen::V,hakkama,башлау
832,enden::V,lõppema,бөтөү
833,enden::V,lõppema,тамамланыү
834,wechseln::V,vahelduma,үҙгәреү
835,aufgehen[Sonne]::V,tõusma,ҡалҡыу
836,untergehen[Sonne]::V,loojuma,байыу
837,scheinen[Sonne]::V,paistma,яҡтыртып тороу
838,donnern::V,kõmisema,күкрәү
839,wehen::V,puhuma,иҫеү
840,strömen::V,voolama,ташыу
841,fließen::V,voolama,ағыу
842,sich drehen::V,pöörduma,әйләнеү
843,schwanken::V,kõikuma,тирбәлеү
844,schwingen::V,võnkuma,бәүетеү
845,fallen::V,langema,йығылыу
846,brennen::V,põlema,яныу
847,rauchen::V,suitsema,төтәү
848,regnen::V,sadama,ямғыр яуа
849,gefrieren::V,kinni külmuma,туңыү
850,tauen::V,sulama,иреү
851,schmelzen::V,sulama,иреү
852,trocknen::V,kuivama,кибеү
853,sieden::V,keema,ҡайнау
854,faulen::V,mädanema,сереу
855,verfaulen::V,mädanema,сереу
856,reißen::V,rebenema,өҙөү
857,reißen::V,rebenema,йыртылыу
858,versinken::V,uppuma,батыу
859,vergehen::V,mööduma,үтеү
860,erscheinen::V,ilmuma,килеп сығыу
861,verschwinden::V,kaduma,юғалыу
862,sinken::V,vajuma,түбәнәйеү
863,sinken::V,langema,түбәнәйеү
864,abnehmen::V,vähenema,кәметеү
865,abnehmen::V,kahenema,кәметеү
866,zunehmen::V,kasvama,артыу
867,steigen::V,tõusma,күтәрелеү
868,steigen::V,üles minema,күтәрелеү
869,wachsen::V,kasvama,үҫеү
870,glänzen::V,läikimä,ялтырау
871,funkeln::V,sädelema,баҙлау
872,lärmen::V,lärmama,шаулау
873,läuten::V,helisema,ҡағыу
874,klingeln::V,helisema,ҡағыу
875,klingeln::V,helisema,шылтыратыу
876,klirren::V,kõlisema,шылтыратыу
877,brausen::V,kohisema,ҡотороноу
878,rauschen::V,kohisema,шыптырлау
879,klingen::V,kõlama,яңғырау
880,bellen::V,haukuma,өрөү
881,heulen::V,uluma,олоу
882,blasen::V,puhuma,өрөү
883,pfeifen::V,vilistama,һызғырып ебәреү
884,schreien::V,karjuma,ҡысҡырыу
885,stöhnen::V,oigama,уңғырашыу
886,zittern::V,värisema,ҡалтырау
887,leben::V,elama,йәшәү
888,leben::V,elus olema,йәшәү
889,geboren werden::V,sündima,тыуыу
890,atmen::V,hingama,тын алыү
891,trinken::V,jooma,эсеү
892,essen::V,sööma,ашау
893,schlucken::V,neelama,йотоу
894,müde werden::V,väsima,арыу
895,einschlafen::V,uinuma,йоҡлап китеү
896,schlafen::V,magama,йоҡлау
897,aufwachen::V,ärkama,уяныу
898,aufstehen::V,ärkama,тороу
899,aufstehen::V,üles tõusma,тороу
900,sich erholen::V,puhkama,ял итеү
901,krank werden::V,haigestuma,сирләү
902,krank werden::V,haigeks jääma,сирләү
903,krank sein::V,haige olema,сирләү
904,schmerzen::V,valutama,ауыртыу
905,husten::V,köhima,йүтәлләү
906,genesen::V,toibuma,һауығыу
907,sterben::V,surema,үлеү
908,umkommen::V,surma saama,һәләк булыу
909,sich bewegen::V,liikuma,хәрәкәт итеү
910,sich rühren::V,liikuma,ҡуҙғалыу
911,sich erheben::V,kerkima,тороу
912,sich setzen::V,istet võtma,ултырыу
913,hinfallen::V,kukkuma,ҡолау
914,hinfallen::V,maha kukkuma,ҡолау
915,laufen::V,kõndima,йөрөү
916,schreiten::V,astuma,атлау
917,spazierengehen::V,jalutama,ял итеп йороү
918,eilen::V,ruttama,ашығыу
919,eilen::V,ruttama,ҡабаланыу
920,eilen::V,kiirustama,ашығыу
921,eilen::V,kiirustama,ҡабаланыу
922,sich beeilen::V,ruttama,ашығыу
923,sich beeilen::V,ruttama,ҡабаланыу
924,sich beeilen::V,kiirustama,ашығыу
925,sich beeilen::V,kiirustama,ҡабаланыу
926,sausen::V,kihutama,елеү
927,sausen::V,tormama,елеү
928,rennen::V,jooksma,йүгеп йөрөү
929,rennen::V,kihutama,йүгеп йөрөү
930,springen::V,hüppama,һикереү
931,klettern::V,ronima,үрмәләү
932,klettern::V,ronima,үрмәләп менеү
933,schaukeln::V,kiikuma,сайҡалыу
934,kriechen::V,roomama,шыуышыу
935,schwimmen::V,ujuma,йоҙөү
936,tauchen::V,sukelduma,сумыу
937,rudern::V,sõudma,ишеү
938,fahren::V,sõitma,йөрөү
939,fliegen::V,lendama,осоу
940,gehen::V,käima,барыу
941,gehen::V,minema,барыу
942,weggehen::V,ära minema,китеү
943,weggehen::V,välja minema,китеү
944,abfahren::V,väljuma,сығыу
945,abfahren::V,ära sõitma,сығыу
946,anhalten::V,peatuma,тукталыу
947,hineingehen::V,sisenema,инеү
948,hineingehen::V,sisse minema,инеү
949,eintreten::V,sisenema,инеү
950,eintreten::V,sisse astuma,инеү
951,kommen::V,tulema,килеү
952,ankommen::V,saabuma,килеү
953,zurückkommen::V,tagasi tulema,ҡайтыу
954,bleiben::V,jääma,ҡалыу
955,warten::V,ootama,көтөп тороу
956,erwarten::V,ootama,көтөү
957,erwarten::V,lootma,көтөү
958,suchen::V,otsima,эҙләү
959,finden::V,leidma,табыу
960,versuchen::V,püüdma,тырышып ҡарау
961,versuchen::V,üritama,тырышып ҡарау
962,versuchen::V,katsetama,тырышып ҡарау
963,vorbereiten::V,valmistama,әҙерләү
964,lieben::V,armastama,яратыу
965,mögen::V,sallima,һөйөү
966,mögen::V,sallima,яратыу
967,mögen::V,meeldima,һөйөү
968,mögen::V,meeldima,яратыу
969,lachen::V,naerma,көлөү
970,rühren::V,liigutama,ҡағылыу
971,rühren::V,heldima panema,ҡағылыу
972,weinen::V,nutma,илау
973,schimpfen::V,sõimama,һүгенеү
974,schimpfen::V,sõimama,тиргәнеү
975,schimpfen::V,sõimama,һуҡраныу
976,sich ärgern::V,ärrituma,асыуланыу
977,sich ärgern::V,vihastuma,асыуланыу
978,sich fürchten::V,kartma,ҡурҡыу
979,sich fürchten::V,hirmu tundma,ҡурҡыу
980,fürchten::V,kartma,ҡурҡыу
981,fliehen::V,põgenema,ҡасыу
982,flüchten::V,põgenema,ҡасыу
983,sehen::V,nägema,күреү
984,anschauen::V,vaatama,ҡарау
985,ansehen::V,vaatama,ҡарау
986,ansehen::V,vaatama,тикшереү
987,hören::V,kuulma,ишетеү
988,zuhören::V,kuulama,тыңлау
989,probieren::V,proovima,татыу
990,riechen::V,nuusutama,еҫкәү
991,fühlen::V,tundma,тойоу
992,scheinen::V,näida,кеүек күренеү
993,scheinen::V,näida,тойолоу
994,scheinen::V,ilmuda,кеүек күренеү
995,scheinen::V,ilmuda,тойолоу
996,zu sehen sein::V,ilmuma,күренеү
997,vernehmen::V,üle kuulama,ишетеү
998,frieren::V,külmetada,туңыү
999,tun::V,tegema,яһау
1000,tun::V,tegema,әшләү
1001,können::V,võima,алыу
1002,können::V,võima,мөмкин булыу
1003,können::V,oskama,алыу
1004,können::V,oskama,мөмкин булыу
1005,wollen::V,tahtma,теләү
1006,anfangen::V,hakkama,башлау
1007,anfangen::V,alustama,башлау
1008,beenden::V,lõpetama,бөтөрөү
1009,beenden::V,lõpetama,тамамлау
1010,aufhören::V,lakkama,туктау
1011,gelingen::V,õnnestuma,уңышлы булыу
1012,geraten::V,jõudma,булып сығыу
1013,öffnen::V,avama,асыу
1014,schließen::V,sulgema,йомоу
1015,stellen::V,panema,ҡуйыу
1016,stellen::V,asetama,ҡуйыу
1017,setzen::V,panema,урынлаштырыу
1018,legen::V,panema,һалыу
1019,legen::V,asetama,һалыу
1020,berühren::V,riivama,тейеү
1021,berühren::V,riivama,ҡағылыу
1022,berühren::V,puudutama,тейеү
1023,berühren::V,puudutama,ҡағылыу
1024,verbinden::V,ühendama,ҡушыу
1025,verbinden::V,ühendama,бәйләү
1026,bedecken::V,katma,ҡаплау
1027,aufhängen::V,riputama,элеү
1028,anzünden::V,süütama,тоҡандырыу
1029,aufheben::V,üles tõstma,мендереү
1030,zurücklassen::V,jätma,ҡалдырыу
1031,verlieren::V,kaotama,юғалтыу
1032,fallen lassen::V,maha pillama,төшөрөп ебәреү
1033,fallen lassen::V,kukkuda laskma,төшөрөп ебәреү
1034,machen::V,tegema,яһау
1035,machen::V,tegema,эшләү
1036,herstellen::V,valmistama,эшләп сығарыу
1037,bauen::V,ehitama,төҙөү
1038,reparieren::V,parandama,төҙәтеү
1039,verbessern::V,parandama,яҡшыртыу
1040,ändern::V,muutma,үҙгәртеү
1041,ändern::V,ümber tegema,үҙгәртеү
1042,graben::V,kaevama,ҡаҙыу
1043,beugen::V,painutama,бөгөү
1044,biegen::V,painutama,бөгөү
1045,drehen::V,keerama,өйрөлтөү
1046,drehen::V,keerama,әйләндереү
1047,wenden::V,ümber pöörama,әйләндереү
1048,umdrehen::V,ümber keerama,түңкәреү
1049,heben::V,tõstma,күтәреү
1050,heben::V,tõstma,мендереү
1051,hochheben::V,üles tõstma,күтәреү
1052,hochheben::V,kõrgele tõstma,күтәреү
1053,ergreifen::V,haarama,тотоп алыу
1054,halten::V,hoidma,тотоу
1055,drücken::V,pigistama,ҡыҫыу
1056,schieben::V,lükkama,этеү
1057,schieben::V,lükkama,төртөү
1058,kratzen::V,kraapima,ҡырыу
1059,lecken::V,lakkuma,ялау
1060,beißen::V,purema,тешләү
1061,beißen::V,hammustama,тешләү
1062,abreißen::V,rebima,өҙөү
1063,abreißen::V,ära rebima,өҙөү
1064,abschneiden::V,ära lõikama,ҡырҡыу
1065,binden::V,siduma,бәйләү
1066,stecken::V,pistma,ҡаҙау
1067,brechen::V,murdma,боҙоу
1068,klopfen::V,koputama,шаҡылдау
1069,hauen::V,lööma,туҡмау
1070,kleben::V,kleepima,йәбештереү
1071,reiben::V,hõõruma,ыуыу
1072,reiben::V,hõõruma,ышҡыу
1073,streichen::V,silitama,яғыу
1074,schleifen::V,lihvima,үткерләү
1075,schleifen::V,teritama,үткерләү
1076,schneiden::V,lõikama,ҡырҡыу
1077,rütteln::V,raputama,һелкетеү
1078,schütteln::V,raputama,һелкетеү
1079,schütteln::V,loksutama,һелкетеү
1080,schwenken::V,vehkima,болғау
1081,schwenken::V,lehvitama,болғау
1082,schütten::V,kallama,ҡойоу
1083,füllen::V,täitma,тултырыу
1084,einwickeln::V,sisse mähkima,төрөү
1085,tragen::V,kandma,алып барыу
1086,schleppen::V,tassima,һөйрәү
1087,schleppen::V,lohistama,һөйрәү
1088,ziehen::V,vedama,тартыу
1089,ziehen::V,tõmbama,тартыу
1090,aufbewahren::V,säilitama,һаҡлау
1091,aufbewahren::V,alal hoidma,һаҡлау
1092,werfen::V,viskama,ырғытыу
1093,fangen::V,püüdma,тотоу
1094,packen::V,kinni haarama,етеү
1095,packen::V,kinni haarama,тотоп алыу
1096,packen::V,kinni võtma,етеү
1097,packen::V,kinni võtma,тотоп алыу
1098,verstecken::V,peitma,йәшереү
1099,teilen::V,jagama,бүлеү
1100,teilen::V,jaotama,бүлеү
1101,schicken::V,saatma,ебәреү
1102,bringen::V,viima,килтереү
1103,hinzufügen::V,lisama,өтәү
1104,bekommen::V,saama,алыу
1105,erhalten::V,saama,алыу
1106,nehmen::V,võtma,алыу
1107,wählen::V,valima,һайлаү
1108,auswählen::V,valima,һайлап алыу
1109,bewahren::V,hoidma,һаҡлау
1110,behindern::V,takistama,тотҡарлыҡ яһау
1111,verderben::V,rikkuma,боҙоу
1112,beschädigen::V,rikkuma,боҙоу
1113,zerbrechen::V,katki tegema,ҡыйратыу
1114,zerreißen::V,katki rebima,йыртыу
1115,zerstören::V,purustama,емереү
1116,verbrennen::V,põletama,үртәү
1117,geben::V,andma,биреү
1118,reichen::V,andma,биреү
1119,reichen::V,ulatama,биреү
1120,schenken::V,kinkima,бүләк итеү
1121,versprechen::V,lubama,вәғәҙә биреү
1122,versprechen::V,tõotama,вәғәҙә биреү
1123,wünschen::V,soovima,теләу
1124,loben::V,kiitma,маҡтау
1125,küssen::V,suudlema,үбеү
1126,wiegen::V,hällitama,бәүетеү
1127,wiegen::V,hällitama,тирбәтеү
1128,zudecken::V,kaanetama,ҡаплау
1129,zudecken::V,kinni katma,ҡаплау
1130,wecken::V,äratama,уятыу
1131,zeigen::V,näitama,күрһәтеү
1132,führen::V,juhatama,етәкләү
1133,lehren::V,õpetama,уҡытыу
1134,lehren::V,õpetama,өйрәтеү
1135,unterrichten::V,õpetama,уҡытыу
1136,aufziehen::V,üles kasvatama,тәрбиәле
1137,leiten::V,juhtima,етәкләү
1138,leiten::V,juhtima,етәкселек итеү
1139,antreiben::V,ergutama,ашыҡтырыу
1140,lassen::V,laskma,мәжбүр итеү
1141,einladen::V,kutsuma,саҡырыу
1142,vereinigen::V,ühendama,берләштереү
1143,besuchen::V,külastama,килеп сығыу
1144,treffen::V,kohtama,тойоү
1145,treffen::V,kohtama,осратыу
1146,treffen::V,kohtama,ҡаршылау
1147,sich versammeln::V,kogunema,йыйылыу
1148,spielen::V,mängima,тартыу
1149,singen::V,laulma,йырлау
1150,tanzen::V,tantsima,бейеү
1151,sich trennen::V,lahku minema,айырылышыу
1152,verlassen::V,maha jätma,ташлау
1153,verlassen::V,maha jätma,ташлап китеү
1154,retten::V,päästma,ҡотҡарыу
1155,bewachen::V,valvama,һаҡлау
1156,schützen::V,kaitsma,һаҡлау
1157,verteidigen::V,kaitsma,яҡлау
1158,sich schlagen::V,kaklema,һуғышыу
1159,schießen::V,tulistama,атыу
1160,siegen::V,võitma,еңеү
1161,ärgern::V,ärritama,асыуландырыу
1162,ärgern::V,vihastama,асыуландырыу
1163,schlagen::V,lööma,бәреү
1164,schlagen::V,lööma,туҡмау
1165,treten::V,sõtkuma,тибеү
1166,treten::V,sõtkuma,типкеләү
1167,stechen::V,pistma,сәнсеү
1168,stechen::V,torkama,сәнсеү
1169,stoßen::V,tõukama,этеү
1170,stoßen::V,tõukama,төртөү
1171,stehlen::V,varastama,урлау
1172,stören::V,segama,ҡамасаулау
1173,stören::V,häirima,ҡамасаулау
1174,belästigen::V,ahistama,бимазалау
1175,belästigen::V,ahistama,ҡамасаулау
1176,verbergen::V,peitma,йәшереү
1177,verbergen::V,varjama,йәшереү
1178,täuschen::V,petma,ултыртыу
1179,täuschen::V,tüssama,ултыртыу
1180,betrügen::V,petma,алдау
1181,betrügen::V,tüssama,алдау
1182,betrügen::V,truudust murtma,алдау
1183,töten::V,tapma,үлтереү
1184,töten::V,surmama,үлтереү
1185,wohnen::V,elama,йәшәү
1186,arbeiten::V,töötama,эшләү
1187,sammeln::V,koguma,йыйыу
1188,sammeln::V,korjama,йыйыу
1189,pflücken::V,noppima,өҙөү
1190,jagen::V,jahtima,аулау
1191,fischen::V,kalastama,аулау
1192,fischen::V,kala püüdma,аулау
1193,fassen::V,püüdma,тотоу
1194,hüten::V,karjatama,көтөү
1195,treiben::V,ajama,ҡыуыу
1196,anbinden::V,kinni siduma,бәйләү
1197,füttern::V,söötma,ашатыу
1198,melken::V,lüpsma,һауыү
1199,hacken::V,raiuma,турау
1200,hacken::V,raiuma,тапау
1201,hacken::V,lõhkuma,турау
1202,hacken::V,lõhkuma,тапау
1203,gießen::V,kastma,ҡойоу
1204,reifen::V,valmima,өлғөрөү
1205,zubereiten::V,valmistama,бешереү
1206,kochen::V,keetma,бешереү
1207,backen::V,küpsetama,бешереү
1208,braten::V,praadima,ҡурыу
1209,umrühren::V,segama,ҡатнаштырыу
1210,stricken::V,kuduma,бәйләү
1211,nähen::V,õmblema,тегеү
1212,färben::V,värvima,буяу
1213,reinigen::V,puhastama,таҙартыу
1214,waschen::V,pesema,йыуыу
1215,abwischen::V,puhtaks pühkima,һөртөү
1216,spülen::V,uhtma,сайҡау
1217,fegen::V,pühkima,һепереү
1218,kehren::V,pühkima,һепереү
1219,baden::V,suplema,һыу инеү
1220,baden::V,kümblema,һыу инеү
1221,sich waschen::V,end pesema,йыуыныу
1222,ausziehen::V,käest võtma,сисеү
1223,ausziehen::V,jalast võtma,сисеү
1224,ausziehen::V,seljast võtma,сисеү
1225,anziehen::V,jalga panema,кейеү
1226,sich anziehen::V,riietuma,кейенеү
1227,kämmen::V,kammima,тарау
1228,schmücken::V,kaunistama,биҙәү
1229,sagen::V,ütlema,әйтеү
1230,sprechen::V,rääkima,әйтеү
1231,sprechen::V,rääkima,һөйләшеү
1232,sprechen::V,kõnelema,әйтеү
1233,sprechen::V,kõnelema,һөйләшеү
1234,reden::V,kõnelema,һөйләшеү
1235,sich unterhalten::V,vestlema,әңгәмәләшеү
1236,fragen::V,küsima,һорау
1237,bitten::V,paluma,үтенеү
1238,erzählen::V,jutustama,һөйләү
1239,mitteilen::V,teatama,әйтеү
1240,mitteilen::V,teada andma,әйтеү
1241,nennen::V,nimetama,атау
1242,nennen::V,nimetama,исемләү
1243,rufen::V,kutsuma,саҡырыу
1244,prahlen::V,hooplema,маҡтаныу
1245,prahlen::V,hooplema,шапырыныу
1246,übersetzen::V,tõlkima,тәржемә итеү
1247,denken::V,mõtlema,уйлау
1248,glauben::V,uskuma,ышаныу
1249,bemerken::V,märkama,күреү
1250,erkennen::V,ära tundma,таныу
1251,begreifen::V,aru saama,аңлау
1252,verstehen::V,mõistma,аңлау
1253,lernen::V,õppima,өйрәнеү
1254,wissen::V,teadma,белеү
1255,sich erinnern an::V,mäletama,хәтергә алыу
1256,vergessen::V,unustama,онотоу
1257,messen::V,mõõtma,үлсәү
1258,zählen::V,loendama,һанау
1259,rechnen::V,arvutama,һанау
1260,lesen::V,lugema,уҡыу
1261,malen::V,maalima,һүрәт яһау
1262,malen::V,maalima,рәсем төшөрөү
1263,zeichnen::V,joonistama,һүрәт яһау
1264,zeichnen::V,joonistama,рәсем төшөрөү
1265,schreiben::V,kirjutama,яҙыу
1266,besitzen::V,omama,биләү
1267,kaufen::V,ostma,һатып алыу
1268,verkaufen::V,müüma,һатыу
1269,bezahlen::V,tasuma,түләү
1270,zahlen::V,maksma,түләү
1271,beherrschen::V,valitsema,биләү
1272,ertragen::V,taluma,түҙеү
