,Concept_ID,mrj,ga
1413,spülen::V,шӱӓлтӓш,sruthlaigh
1414,fegen::V,ӹштӓш,scuab
1415,kehren::V,ӹштӓш,scuab
1416,baden::V,нӱштӹлӓш,folc
1417,sich waschen::V,мышкылташ,nigh é féin
1418,ausziehen::V,кыдашаш,bain de
1419,anziehen::V,чиӓш,cuir ar
1420,sich anziehen::V,чиӓш,gléas é féin
1421,kämmen::V,шерӓш,cíor
1422,schmücken::V,цеверемдӓш,maisigh
1423,sagen::V,манаш,abair
1424,sagen::V,келесӓш,abair
1425,sprechen::V,манаш,labhair
1426,reden::V,шайышташ,caintigh
1427,sich unterhalten::V,хытыраш,caintigh
1428,sich unterhalten::V,хытыраш,tá ag comhrá
1429,sich unterhalten::V,хытыргаш,caintigh
1430,sich unterhalten::V,хытыргаш,tá ag comhrá
1431,fragen::V,ядаш,fiafraigh
1432,fragen::V,ядаш,cuir ceist
1433,bitten::V,ядаш,iarr
1434,erzählen::V,келесӓш,inis
1435,erzählen::V,келесӓш,eachtraigh
1436,mitteilen::V,попаш,aithris
1437,mitteilen::V,попаш,cuir in iúl
1438,mitteilen::V,увертӓш,aithris
1439,mitteilen::V,увертӓш,cuir in iúl
1440,mitteilen::V,увертӓрӓш,aithris
1441,mitteilen::V,увертӓрӓш,cuir in iúl
1442,nennen::V,лӹмдӓш,ainmnigh
1443,rufen::V,ӱжӓш,glaoigh
1444,prahlen::V,хайзаш,maígh
1445,prahlen::V,шаргаланаш,maígh
1446,übersetzen::V,вашташ,aistrigh
1447,denken::V,машанаш,síl
1448,denken::V,машанаш,ceap
1449,glauben::V,ӹнянӓш,creid
1450,bemerken::V,цаклаш,tabhair faoi deara
1451,erkennen::V,пӓлӓш,aithin
1452,begreifen::V,ынгылаш,tuig
1453,verstehen::V,ынгылаш,tuig
1454,lernen::V,тыменяш,foghlaim
1455,wissen::V,пӓлӓш,tá a fhios ag
1456,sich erinnern an::V,ышештӓрӓш,cuimhnigh ar
1457,sich erinnern an::V,ышештӓрӓш,is cuimhne ar
1458,vergessen::V,монден кодаш,dearmad
1459,messen::V,висӓш,tomhais
1460,zählen::V,шотаяш,cuntais
1461,rechnen::V,шотаяш,ríomh
1462,rechnen::V,шотаяш,áirigh
1463,lesen::V,лыдаш,léigh
1464,malen::V,рисуяш,péinteáil
1465,zeichnen::V,ыдырка́лаш,línigh
1466,zeichnen::V,ыдырка́лаш,tarraing
1467,schreiben::V,вазаш,scríobh
1468,besitzen::V,кы́чаш,is le
1469,kaufen::V,нӓлӓш,ceannaigh
1470,verkaufen::V,выжалаш,díol
1471,bezahlen::V,тӱлӓш,íoc as
1472,zahlen::V,тӱлӓш,íoc
1473,beherrschen::V,кы́чаш,rialaigh
1474,ertragen::V,цӹтӓш,seas
1475,ertragen::V,цӹтӓш,fulaing
1476,ertragen::V,цӹтӓш,foighnigh
1477,Linie::N,,líne
1478,Strich::N,,stríoc
1479,jetzt::ADV,,anois
1480,hinzufügen::V,,cuir le
