,Concept_ID,tt,no
839,rauchen::V,төтәү,ryke
840,rauchen::V,төтенләү,ryke
841,regnen::V,яву,regne
842,gefrieren::V,кату,fryse
843,tauen::V,эрү,tine
844,tauen::V,эретү,tine
845,schmelzen::V,эрү,smelte
846,schmelzen::V,эретү,smelte
847,trocknen::V,кибү,tørre
848,sieden::V,ургылу,koke
849,faulen::V,черү,råtne
850,verfaulen::V,черү,råtne
851,reißen::V,өзелү,briste
852,versinken::V,бату,synke
853,versinken::V,бату,synke ned
854,vergehen::V,авышу,forløpe
855,erscheinen::V,пәйда булу,synes
856,verschwinden::V,югалу,forsvinne
857,verschwinden::V,юк булу,forsvinne
858,sinken::V,кимү,synke
859,sinken::V,кайту,synke
860,abnehmen::V,азаю,avta
861,abnehmen::V,азаю,minske
862,zunehmen::V,арту,tilta
863,zunehmen::V,күбәю,tilta
864,zunehmen::V,ишәю,tilta
865,steigen::V,үсү,stige
866,wachsen::V,үсү,gro
867,wachsen::V,үсү,vokse
868,glänzen::V,ялкылдау,skinne
869,funkeln::V,ялтырау,tindre
870,lärmen::V,шаулау,bråke
871,läuten::V,шалтырату,ringe
872,klingeln::V,шалтырату,ringe
873,klirren::V,чылтырау,klirre
874,brausen::V,давыллау,bruse
875,brausen::V,дулау,bruse
876,rauschen::V,кыштырдау,suse
877,klingen::V,ишетелү,lyde
878,klingen::V,ишетелү,klinge
879,bellen::V,өрү,gjø
880,bellen::V,өрү,bjeffe
881,heulen::V,улау,ule
882,blasen::V,өрү,blåse
883,pfeifen::V,сызгырту,plystre
884,schreien::V,кычкыру,skrike
885,stöhnen::V,ыңгырашу,stønne
886,zittern::V,калтырау,dirre
887,zittern::V,калтырау,skjelve
888,zittern::V,калтырану,dirre
889,zittern::V,калтырану,skjelve
890,leben::V,яшәү,leve
891,leben::V,гомер итү,leve
892,geboren werden::V,туу,fødes
893,atmen::V,сулау,ånde
894,atmen::V,сулау,puste
895,trinken::V,эчү,drikke
896,essen::V,ашау,spise
897,schlucken::V,йоту,svelge
898,müde werden::V,ялыгу,bli trett
899,müde werden::V,йөгенү,bli trett
900,einschlafen::V,йокыга китү,sovne
901,schlafen::V,йоклау,sove
902,aufwachen::V,уяну,våkne
903,aufstehen::V,тору,stå opp
904,sich erholen::V,ял алу,bli bra
905,sich erholen::V,ял алу,komme seg
906,sich erholen::V,истирахәт итү,bli bra
907,sich erholen::V,истирахәт итү,komme seg
908,krank werden::V,чирләү,bli syk
909,krank sein::V,чирләү,være syk
910,schmerzen::V,авырту,gjøre vondt
911,husten::V,ютәлләү,hoste
912,genesen::V,савыгу,komme seg
913,genesen::V,сәламәтләнү,komme seg
914,sterben::V,үлү,dø
915,sterben::V,дөнья кую,dø
916,sterben::V,вафат булу,dø
917,umkommen::V,үлү,omkomme
918,sich bewegen::V,йөрү,bevege seg
919,sich rühren::V,кыймылдау,røre på seg
920,sich erheben::V,басу,reise seg
921,sich setzen::V,утыру,sette sig
922,hinfallen::V,егылу,falle over ende
923,laufen::V,җәяүләү,løpe
924,schreiten::V,атлау,skride
925,spazierengehen::V,йөрү,spasere
926,spazierengehen::V,йөрү,gå en tur
927,spazierengehen::V,йөргенү,spasere
928,spazierengehen::V,йөргенү,gå en tur
929,eilen::V,ашыгу,ile
930,sich beeilen::V,ашыгу,skynde seg
931,sich beeilen::V,кызулау,skynde seg
932,sausen::V,җилдерү,suse
933,rennen::V,йөгерү,løpe
934,springen::V,сикерү,hoppe
935,springen::V,сикерү,springe
936,klettern::V,үрмәләү,klatre
937,schaukeln::V,атыну,huske
938,kriechen::V,шуышу,krype
939,kriechen::V,үрмәләү,krype
940,schwimmen::V,йөзү,svømme
941,tauchen::V,чуму,dykke
942,rudern::V,ишү,ro
943,fahren::V,бару,kjøre
944,fliegen::V,очу,fly
945,gehen::V,йөрү,gå
946,weggehen::V,китү,gå bort
947,abfahren::V,кузгалу,reise
948,anhalten::V,тукталу,stanse
949,hineingehen::V,инү,gå inn
950,eintreten::V,инү,tre inn
951,kommen::V,килү,komme
952,ankommen::V,бару,ankomme
953,ankommen::V,бару,komme til
954,zurückkommen::V,кире кайту,komme tilbake
955,bleiben::V,калу,bli
956,bleiben::V,калу,forbli
957,warten::V,көтү,vente
958,erwarten::V,көтү,vente
959,suchen::V,эзләү,søke
960,finden::V,табу,finne
961,versuchen::V,маташу,prøve
962,versuchen::V,маташу,forsøke
963,vorbereiten::V,хәзерләү,forberede
964,lieben::V,сөю,elske
965,lieben::V,ярату,elske
966,mögen::V,өнәү,like
967,lachen::V,көлү,le
968,rühren::V,дулкынландыру,røre
969,weinen::V,елау,gråte
970,schimpfen::V,сүгү,skjelle
971,schimpfen::V,сүгенү,skjelle
972,sich ärgern::V,ачулану,ergre seg
973,sich fürchten::V,курку,være redd
974,fürchten::V,калтырау,være redd for
975,fürchten::V,калтырану,være redd for
976,fliehen::V,арка бирү,rømme
977,fliehen::V,арка бирү,flykte
978,flüchten::V,качу,flykte
979,sehen::V,күрү,se
980,anschauen::V,карау,se på
981,anschauen::V,карау,betrakte
982,ansehen::V,карау,anse
983,ansehen::V,күзәтү,anse
984,hören::V,ишетү,høre
985,zuhören::V,тыңлау,tilhøre
986,probieren::V,тату,smake
987,probieren::V,тату,smake på
988,riechen::V,иснәү,lukte
989,fühlen::V,тою,føle
990,fühlen::V,сизү,føle
991,scheinen::V,күренү,se ut
992,zu sehen sein::V,күренү,synes
993,vernehmen::V,ишетү,få vite
994,frieren::V,өшү,fryse
995,frieren::V,күшегү,fryse
996,tun::V,итү,gjøre
997,können::V,алу,kunne
998,wollen::V,теләү,ville
999,anfangen::V,керешү,begynne
1000,beenden::V,бетерү,avslutte
1001,beenden::V,тәмамлау,avslutte
1002,aufhören::V,бетү,slutte
1003,aufhören::V,бетү,holde opp
1004,gelingen::V,уңу,lykkes
1005,geraten::V,сабышу,bli
1006,öffnen::V,ачу,åpne
1007,schließen::V,ябу,lukke
1008,schließen::V,ябу,stenge
1009,stellen::V,кую,stille
1010,setzen::V,утырту,sette
1011,legen::V,яткыру,legge
1012,berühren::V,тию,berøre
1013,verbinden::V,ялгау,forbinde
1014,bedecken::V,өрту,dekke
1015,bedecken::V,каплау,dekke
1016,bedecken::V,томалау,dekke
1017,aufhängen::V,асу,henge
1018,aufhängen::V,асу,henge opp
1019,anzünden::V,кабызу,tenne
1020,anzünden::V,кабызу,antenne
1021,anzünden::V,кабызу,tenne på
1022,aufheben::V,күтәрү,løfte
1023,aufheben::V,күтәрү,ta opp
1024,zurücklassen::V,калдыру,slippe tilbake
1025,verlieren::V,югалту,miste
1026,fallen lassen::V,төшерү,droppe
1027,fallen lassen::V,төшерү,la falle
1028,machen::V,ясау,lage
1029,machen::V,ясау,gjøre
1030,machen::V,эшләү,lage
1031,machen::V,эшләү,gjøre
1032,herstellen::V,ясау,fremstille
1033,bauen::V,кору,bygge
1034,reparieren::V,төзәтү,reparere
1035,verbessern::V,яхшырту,rette
1036,verbessern::V,яхшырту,forbedre
1037,ändern::V,үзгәртү,forandre
1038,graben::V,казу,grave
1039,beugen::V,ию,bøye
1040,biegen::V,бөгү,bøye
1041,drehen::V,бору,dreie
1042,drehen::V,бөтерү,dreie
1043,wenden::V,бору,vende
1044,umdrehen::V,түнтәрү,snu
1045,heben::V,күтәрү,heve
1046,hochheben::V,күтәрү,løfte
1047,ergreifen::V,эләктерү,gripe
1048,ergreifen::V,эләктерү,få tak i
1049,halten::V,тоту,holde
1050,drücken::V,кысу,trykke
1051,schieben::V,кузгату,skyve
1052,kratzen::V,тырнау,klø
1053,kratzen::V,тырнау,klore
1054,lecken::V,ялау,slikke
1055,beißen::V,тешләү,bite
1056,abreißen::V,өзү,rive av
1057,abschneiden::V,кыю,skjære av
1058,abschneiden::V,кисү,skjære av
1059,binden::V,бәйләү,binde
1060,stecken::V,төртү,stikke
1061,stecken::V,тыгу,stikke
1062,brechen::V,сындыру,bryte
1063,brechen::V,сындыру,briste
1064,klopfen::V,шаку,banke
1065,klopfen::V,шакылдау,banke
1066,hauen::V,кыйнау,hogge
1067,kleben::V,ябыштыру,klistre
1068,reiben::V,ышку,gni
1069,streichen::V,ягу,stryke
1070,schleifen::V,кайрау,slipe
1071,schneiden::V,кисү,klippe
1072,rütteln::V,селкетү,ruske
1073,schütteln::V,селкетү,riste
1074,schwenken::V,болгау,svinge
1075,schütten::V,кою,helle
1076,füllen::V,тутыру,fylle
1077,einwickeln::V,төрү,vikle inn
1078,tragen::V,ташу,bære
1079,schleppen::V,сөйрәү,slepe
1080,schleppen::V,өстерәү,slepe
1081,ziehen::V,тарту,dra
1082,ziehen::V,тарту,trekke
1083,aufbewahren::V,саклау,oppbevare
1084,aufbewahren::V,саклау,ta vare på
1085,werfen::V,ыргыту,kaste
1086,fangen::V,тоту,fange
1087,packen::V,эләктерү,gripe
1088,packen::V,эләктерү,gripe tak i
1089,verstecken::V,яшерү,gjemme
1090,teilen::V,бүлү,dele
1091,schicken::V,җибәрү,sende
1092,bringen::V,китерү,bringe
1093,hinzufügen::V,өстәү,tilføye
1094,bekommen::V,алу,få
1095,erhalten::V,алу,få
1096,nehmen::V,алу,ta
1097,wählen::V,сайлау,velge
1098,auswählen::V,сайлау,velge ut
1099,bewahren::V,саклау,bevare
1100,behindern::V,комачаулау,hindre
1101,behindern::V,комачаулау,forhindre
1102,verderben::V,бозу,ødelegge
1103,beschädigen::V,бозу,skade
1104,zerbrechen::V,вату,brekke i stykker
1105,zerreißen::V,өзү,rive i stykker
1106,zerreißen::V,ерту,rive i stykker
1107,zerstören::V,җимерү,ødelegge
1108,verbrennen::V,яндыру,brenne
1109,verbrennen::V,яндыру,brenne opp
1110,verbrennen::V,көйдерү,brenne
1111,verbrennen::V,көйдерү,brenne opp
1112,geben::V,бирү,gi
1113,reichen::V,тапшыру,rekke
1114,schenken::V,бүләкләү,forære
1115,schenken::V,бүләкләү,skjenke
1116,versprechen::V,вәгъдә бирү,love
1117,wünschen::V,котлау,ønske
1118,loben::V,мактау,rose
1119,küssen::V,үбү,kysse
1120,wiegen::V,тирбәтү,vogge
1121,zudecken::V,ябу,dekke til
1122,zudecken::V,бөркәү,dekke til
1123,wecken::V,уяту,vekke
1124,zeigen::V,күрсәтү,vise
1125,führen::V,йөртү,føre
1126,lehren::V,өйрәтү,lære
1127,unterrichten::V,укыту,undervise
1128,aufziehen::V,асрау,oppdra
1129,leiten::V,җитәкләү,lede
1130,antreiben::V,куалау,drive på
1131,antreiben::V,әйдәләү,drive på
1132,antreiben::V,ашыктыру,drive på
1133,lassen::V,мәҗбүр итү,få til å
1134,einladen::V,чакыру,be
1135,einladen::V,чакыру,invitere
1136,vereinigen::V,берләштерү,forene
1137,besuchen::V,керешү,besøke
1138,treffen::V,очрату,møte
1139,treffen::V,очрату,treffe
1140,sich versammeln::V,җыелышу,forsamles
1141,spielen::V,уйнау,leke
1142,spielen::V,уйнау,spille
1143,singen::V,җырлау,synge
1144,tanzen::V,бию,danse
1145,sich trennen::V,аерылу,skilles
1146,sich trennen::V,ташлашу,skilles
1147,verlassen::V,ташлау,forlate
1148,verlassen::V,калдыру,forlate
1149,retten::V,коткару,redde
1150,bewachen::V,каравыллау,bevokte
1151,schützen::V,ышыклау,verne
1152,schützen::V,ышыклау,beskytte
1153,verteidigen::V,яклау,forsvare
1154,verteidigen::V,саклау,forsvare
1155,sich schlagen::V,сугышу,slåss
1156,schießen::V,ату,skyte
1157,siegen::V,җиңү,seire
1158,ärgern::V,ачуландыру,ergre
1159,schlagen::V,ору,
1160,schlagen::V,бәрү,
1161,schlagen::V,тукмау,
1162,treten::V,тибү,sparke
1163,stechen::V,кадау,stikke
1164,stoßen::V,этү,støte
1165,stehlen::V,урлау,stjele
1166,stören::V,комачаулау,forstyrre
1167,belästigen::V,борчу,plage
1168,belästigen::V,борчу,sjenere
1169,belästigen::V,билмазалау,plage
1170,belästigen::V,билмазалау,sjenere
1171,verbergen::V,яшерү,gjemme
1172,täuschen::V,алдату,villede
1173,betrügen::V,хәрәмләшү,bedra
1174,töten::V,үтерү,drepe
1175,wohnen::V,яшәү,bo
1176,arbeiten::V,эшләү,arbeide
1177,sammeln::V,туплау,samle
1178,pflücken::V,өзү,plukke
1179,jagen::V,аулау,jage
1180,fischen::V,балык тоту,fiske
1181,fassen::V,тоту,fange
1182,hüten::V,көтү,vokte
1183,treiben::V,куалау,drive
1184,anbinden::V,бәйләү,feste
1185,füttern::V,туйдыру,fore
1186,melken::V,саву,melke
1187,hacken::V,чабу,hakke
1188,gießen::V,сугару,helle
1189,reifen::V,җитешү,modne
1190,zubereiten::V,пешеренү,lage
1191,zubereiten::V,пешеренү,tilberede
1192,kochen::V,пешерү,koke
1193,kochen::V,кайнату,koke
1194,backen::V,пешерү,bake
1195,braten::V,куыру,steke
1196,braten::V,кыздыру,steke
1197,umrühren::V,бутау,røre om
1198,umrühren::V,болгату,røre om
1199,stricken::V,бәйләү,strikke
1200,nähen::V,тегү,sy
1201,färben::V,ману,farge
1202,reinigen::V,чистарту,rense
1203,reinigen::V,чистарту,gjøre ren
1204,waschen::V,юу,vaske
1205,abwischen::V,сөртү,tørke av
1206,spülen::V,чайкау,spyle
1207,spülen::V,чайкау,skylle
1208,fegen::V,себерү,feie
1209,kehren::V,себерү,koste
1210,baden::V,коену,bade
1211,sich waschen::V,юыну,vaske seg
1212,ausziehen::V,чишенү,ta av
1213,anziehen::V,кию,ta på
1214,sich anziehen::V,киенү,kle på seg
1215,kämmen::V,тарау,gre
1216,kämmen::V,тарау,kjemme
1217,schmücken::V,бизәү,pynte
1218,schmücken::V,бизәү,smykke
1219,schmücken::V,бизәкләү,pynte
1220,schmücken::V,бизәкләү,smykke
1221,sagen::V,дию,si
1222,sagen::V,әйтү,si
1223,sprechen::V,сөйләү,snakke
1224,sprechen::V,сөйләшү,snakke
1225,reden::V,сөйләү,tale
1226,reden::V,сөйләү,snakke
1227,sich unterhalten::V,сөйләшү,samtale
1228,fragen::V,сорау,spørre
1229,fragen::V,сорашу,spørre
1230,bitten::V,үтенү,be
1231,erzählen::V,сөйләү,fortelle
1232,mitteilen::V,белдерү,meddele
1233,nennen::V,дию,kalle
1234,rufen::V,дәшү,rope
1235,prahlen::V,мактану,skryte
1236,prahlen::V,шапырыну,skryte
1237,übersetzen::V,күчерү,oversette
1238,denken::V,уйлау,tenke
1239,glauben::V,инану,tro
1240,bemerken::V,искәрү,bemerke
1241,bemerken::V,искәрү,legge merke til
1242,erkennen::V,тану,gjenkjenne
1243,begreifen::V,аңлау,begripe
1244,begreifen::V,төшенү,begripe
1245,verstehen::V,аңлау,forstå
1246,verstehen::V,аңлау,skjønne
1247,verstehen::V,төшенү,forstå
1248,verstehen::V,төшенү,skjønne
1249,lernen::V,уку,lære
1250,lernen::V,өйрәнү,lære
1251,wissen::V,белү,vite
1252,sich erinnern an::V,хәтерләү,huske på
1253,vergessen::V,оныту,glemme
1254,messen::V,үлчәү,måle
1255,zählen::V,санау,telle
1256,rechnen::V,исәпләү,regne
1257,lesen::V,уку,lese
1258,malen::V,рәсем ясау,male
1259,malen::V,сурәт ясау,male
1260,malen::V,сурәтләү,male
1261,zeichnen::V,язу-сызу,tegne
1262,zeichnen::V,сурәт ясау,tegne
1263,schreiben::V,язу,skrive
1264,besitzen::V,биләү,eie
1265,besitzen::V,биләү,inneha
1266,kaufen::V,алу,kjøpe
1267,verkaufen::V,сату,selge
1268,bezahlen::V,түләү,betale
1269,zahlen::V,түләү,betale
1270,beherrschen::V,ия булу,beherske
1271,ertragen::V,чыдау,orke
