,Concept_ID,et,kl
769,jung::A,noor,inuusuppoq
770,jung::A,noor,kingulliarsuk
771,arm::A,vaene,piillasoq
772,arm::A,vaene,piitsuuvoq
773,reich::A,rikas,pisuuvoq
774,bekannt::A,teada,
775,bekannt::A,tuttav,
776,berühmt::A,tuntud,tusaamasaq
777,fremd::A,võõras,ajasoornarpoq
778,verschieden::A,erinev,allatut
779,verschieden::A,erinev,tamalaat
780,nah::A,lähedane,qanippoq
781,fern::A,kauge,ungasippoq
782,linker::A,vasak,saamerleq
783,rechter::A,parem,innarluissut
784,anderer::A,muu,
785,anderer::A,teine,
786,erster::A,esimene,siulleq
787,zweiter::A,teine,qataatsup tullia
788,dritter::A,kolmas,pingajorarterut
789,letzter::A,viimane,kingulleq
790,allein::ADV,üksi,kisimiippoq
791,auf einmal::ADV,korraga,tassanngaannaq
792,auf einmal::ADV,ühekorraga,tassanngaannaq
793,zusammen::ADV,koos,attaasa
794,zusammen::ADV,koos,attarmik
795,zusammen::ADV,üheskoos,attaasa
796,zusammen::ADV,üheskoos,attarmik
797,lange::ADV,kaua,akuni
798,plötzlich::ADV,äkki,tassanngaannaq
799,plötzlich::ADV,järsku,tassanngaannaq
800,sofort::ADV,kohe,erniinnaq
801,später::ADV,hiljem,kingorna
802,jetzt::ADV,nüüd,maanna
803,jetzt::ADV,nüüd,massakkut
804,heute::ADV,täna,ullumi
805,morgen::ADV,homme,aqagu
806,bald::ADV,pea,erniinnaq
807,bald::ADV,varsti,erniinnaq
808,dann::ADV,siis,taava
809,gestern::ADV,eile,ippassaq
810,einst::ADV,vanasti,ataatsimik
811,einst::ADV,vanasti,ilaanni
812,damals::ADV,tookord,taamani
813,damals::ADV,tookord,taamanikkut
814,damals::ADV,tookord,taassumuunakkut
815,danach::ADV,seejärel,taava
816,vorher::ADV,enne,siornagut
817,zuerst::ADV,enne,
818,zuerst::ADV,esmalt,
819,einmal::ADV,kord,ilaanni
820,einmal::ADV,kord,ataatsimik
821,einmal::ADV,üks kord,ilaanni
822,einmal::ADV,üks kord,ataatsimik
823,manchmal::ADV,mõnikord,qaqutigu
824,manchmal::ADV,mõnikord,qaqutigut
825,oft::ADV,tihti,akulikitsumik
826,oft::ADV,sageli,akulikitsumik
827,immer::ADV,ikka,tamatigut
828,immer::ADV,alati,tamatigut
829,niemals::ADV,mitte kunagi,
830,hier::ADV,siin,maani
831,hierhin::ADV,siia,maani
832,von hier::ADV,siit,
833,dort::ADV,seal,
834,dorthin::ADV,sinna,ikuuna
835,geradeaus::ADV,otse edasi,narlumut
836,vorwärts::ADV,edasi,pilangavoc
837,rückwärts::ADV,tagurpidi,kingumut
838,rückwärts::ADV,tagurpidi,tunumut or tunummut
839,zurück::ADV,tagasi,kingumut
840,zurück::ADV,tagasi,tunumut or tunummut
841,unten::ADV,all,kana
842,unten::ADV,allpool,kana
843,hinab::ADV,alla,qiviu
844,oben::ADV,ülal,
845,hinauf::ADV,üles,
846,überall::ADV,kõikjal,tamaginni
847,überall::ADV,kõikjal,tamani tamaani
848,nicht::ADV,ei,
849,nicht::ADV,mitte,
850,ein wenig::ADV,veidi,
851,ein wenig::ADV,natuke,
852,kaum::ADV,vaevalt,qaqutigorsuaq
853,sehr::ADV,väga,assut
854,so::ADV,nii,
855,noch::ADV,veel,qeratavoq
856,nur::ADV,ainult,
857,schon::ADV,juba,taava-una
858,wieder::ADV,jälle,kingumut
859,vergebens::ADV,asjata,angiluk
860,vor::PRP,ees,
861,hinter::PRP,taha,
862,unter::PRP,all,
863,durch::PRP,läbi,
864,durch::PRP,kaudu,
865,neben::PRP,kõrval,
866,zwischen::PRP,vahel,
867,wegen::PRP,tõttu,
868,wegen::PRP,pärast,
869,dies::PRN,see,manna
870,dies::PRN,see,matuma
871,das::PRN,see,ua
872,alles::PRN,kõik,
873,ich::PRN,mina,uanga
874,du::PRN,sina,illit
875,er::PRN,tema,una
876,wir::PRN,me,uagut
877,ihr::PRN,te,ilissi
878,sie::PRN,nad,uku
879,was::FPRN,mis,aat?
880,wer::FPRN,kes,kikkut
881,wo::FADV,kus,sumi
882,wohin::FADV,kuhu,sumut
883,wie::FADV,kuidas,qanoq
884,warum::FADV,miks,sooq
885,wieviel::FNUM,mitu,qassit
886,wieviel::FNUM,mitu,qanoq atsigisumik?
887,wieviel::FNUM,kui palju,qassit
888,wieviel::FNUM,kui palju,qanoq atsigisumik?
889,eins::NUM,üks,ataaseq
890,zwei::NUM,kaks,marluk
891,drei::NUM,kolm,pingasut
892,vier::NUM,neli,sisamat
893,vier::NUM,neli,qajuusat
894,fünf::NUM,viis,tallimat
895,sechs::NUM,kuus,arfineq
896,sechs::NUM,kuus,arfinillit
897,sieben::NUM,seitse,arfineq-marluk
898,acht::NUM,kaheksa,arfineq pingasut
899,neun::NUM,üheksa,qulingiluat
900,neun::NUM,üheksa,arfineq sisamat
901,zehn::NUM,kümme,qulit
902,elf::NUM,üksteist,aqqaneq
903,zwölf::NUM,kaksteist,aqqaneq-marluk
904,zwanzig::NUM,kakskümmend,tyve
905,dreißig::NUM,kolmkümmend,tredive
906,dreißig::NUM,kolmkümmend,pingasunik qulillit
907,vierzig::NUM,nelikümmend,fyrre
908,fünfzig::NUM,viiskümmend,halvtreds
909,fünfzig::NUM,viiskümmend,tallimanik qulillit
910,sechzig::NUM,kuuskümmend,tres
911,siebzig::NUM,seitsekümmend,halvfjerds
912,achtzig::NUM,kaheksakümmend,firs
913,neunzig::NUM,üheksakümmend,halvfems
914,hundert::NUM,sada,et hundrede
915,tausend::NUM,tuhat,et tusinde
916,und::CNJ,ja,aamma
917,oder::CNJ,või,imalluunnit
918,stehen::V,seisma,sikingavoq
919,sitzen::V,istuma,ingippoq
920,liegen::V,lamama,nalavoq
921,liegen::V,lamama,aqupivoq
922,hängen::V,rippuma,nivinngarpaa
923,werden::V,saama,pinngorpoq
924,werden::V,hakkama,pinngorpoq
925,passieren::V,juhtuma,pivoq
926,beginnen::V,algama,aallarnerpaa
927,beginnen::V,hakkama,aallarnerpaa
928,enden::V,lõppema,naggaserpaa
929,wechseln::V,vahelduma,immikkut ilivoq
930,aufgehen[Sonne]::V,tõusma,
931,untergehen[Sonne]::V,loojuma,ilioqqaasoq
932,scheinen[Sonne]::V,paistma,qinnorpoq
933,scheinen[Sonne]::V,paistma,qinngorpoq
934,donnern::V,kõmisema,kalleq
935,wehen::V,puhuma,timmivoq
936,strömen::V,voolama,
937,fließen::V,voolama,
938,sich drehen::V,pöörduma,ipippaa
939,schwanken::V,kõikuma,aalavoq
940,schwingen::V,võnkuma,issakajaat or issakatsiaarut
941,fallen::V,langema,quasivaa
942,brennen::V,põlema,seerpoq
943,brennen::V,põlema,uuppaa
944,rauchen::V,suitsema,pujoorpoq
945,regnen::V,sadama,siallerpoq
946,gefrieren::V,kinni külmuma,qiulerpoq
947,tauen::V,sulama,aappoq
948,schmelzen::V,sulama,aappoq
949,schmelzen::V,sulama,aatsippaa
950,trocknen::V,kuivama,panerserpaa
951,sieden::V,keema,qalappoq
952,faulen::V,mädanema,
953,verfaulen::V,mädanema,
954,reißen::V,rebenema,qulli
955,reißen::V,rebenema,alittorpaa
956,reißen::V,rebenema,kimillanneq
957,versinken::V,uppuma,kivivaa
958,versinken::V,uppuma,apparpoq
959,vergehen::V,mööduma,qaangerpaa
960,vergehen::V,mööduma,sarsuppoq
961,erscheinen::V,ilmuma,takutippoq
962,verschwinden::V,kaduma,
963,sinken::V,vajuma,kivivaa
964,sinken::V,vajuma,apparpoq
965,sinken::V,langema,kivivaa
966,sinken::V,langema,apparpoq
967,abnehmen::V,vähenema,ikillipput
968,abnehmen::V,kahenema,ikillipput
969,zunehmen::V,kasvama,allisippaa
970,steigen::V,tõusma,allisippaa
971,steigen::V,üles minema,allisippaa
972,wachsen::V,kasvama,allivoq
973,glänzen::V,läikimä,qinngorpoq
974,glänzen::V,läikimä,qinnorpoq
975,funkeln::V,sädelema,uisorilavoq
976,lärmen::V,lärmama,
977,läuten::V,helisema,avilualaarpoq
978,klingeln::V,helisema,aviluarpoq
979,klingeln::V,helisema,aviluarpaluppoq
980,klirren::V,kõlisema,
981,brausen::V,kohisema,ittuk
982,brausen::V,kohisema,ittuppoq
983,brausen::V,kohisema,ittuppaluppoq
984,rauschen::V,kohisema,
985,klingen::V,kõlama,
986,bellen::V,haukuma,qiluppoq
987,heulen::V,uluma,maarpoq
988,heulen::V,uluma,maalavoq
989,heulen::V,uluma,miaggoorpoq
990,blasen::V,puhuma,aporneq
991,pfeifen::V,vilistama,siggartartitsivoq
992,pfeifen::V,vilistama,siorsulavoq
993,schreien::V,karjuma,suaarpoq
994,stöhnen::V,oigama,nipiliorpoq
995,stöhnen::V,oigama,nipilliorpoq
996,zittern::V,värisema,qarsulivik
997,leben::V,elama,inuuvoq
998,leben::V,elus olema,inuuvoq
999,geboren werden::V,sündima,inuuvoq
1000,geboren werden::V,sündima,inunngorpoq
1001,atmen::V,hingama,anersaarpoq
1002,trinken::V,jooma,imerpoq
1003,essen::V,sööma,tamorpoq
1004,schlucken::V,neelama,tuluarnaq
1005,müde werden::V,väsima,
1006,einschlafen::V,uinuma,sinippoq
1007,schlafen::V,magama,sinik
1008,aufwachen::V,ärkama,iterpoq
1009,aufwachen::V,ärkama,eqqumavoq
1010,aufstehen::V,ärkama,makippoq
1011,aufstehen::V,üles tõusma,makippoq
1012,sich erholen::V,puhkama,qasuerserpoq
1013,krank werden::V,haigestuma,
1014,krank werden::V,haigeks jääma,
1015,krank sein::V,haige olema,
1016,schmerzen::V,valutama,anneraa
1017,schmerzen::V,valutama,annernarpoq
1018,husten::V,köhima,quersorpoq
1019,genesen::V,toibuma,ajunngissivoq
1020,genesen::V,toibuma,ilisimmarpoq
1021,genesen::V,toibuma,ilorrippoq
1022,sterben::V,surema,toquvoq
1023,umkommen::V,surma saama,
1024,sich bewegen::V,liikuma,ingerlavoq
1025,sich rühren::V,liikuma,
1026,sich erheben::V,kerkima,
1027,sich setzen::V,istet võtma,ingippoq
1028,hinfallen::V,kukkuma,
1029,hinfallen::V,maha kukkuma,
1030,laufen::V,kõndima,arpappoq
1031,schreiten::V,astuma,ingerlavoq
1032,spazierengehen::V,jalutama,utertakajaarpoq
1033,spazierengehen::V,jalutama,utertakattajaarpoq
1034,eilen::V,ruttama,qaa qaa
1035,eilen::V,ruttama,qiilasaarpoq
1036,eilen::V,ruttama,ingerlasaarpaa
1037,eilen::V,kiirustama,qaa qaa
1038,eilen::V,kiirustama,qiilasaarpoq
1039,eilen::V,kiirustama,ingerlasaarpaa
1040,sich beeilen::V,ruttama,tuaviorpoq
1041,sich beeilen::V,kiirustama,tuaviorpoq
1042,sausen::V,kihutama,uiguut
1043,sausen::V,tormama,uiguut
1044,rennen::V,jooksma,igivoq
1045,rennen::V,kihutama,igivoq
1046,springen::V,hüppama,upernassaq
1047,klettern::V,ronima,pilaakkeerpoq
1048,schaukeln::V,kiikuma,aalavoq
1049,kriechen::V,roomama,
1050,schwimmen::V,ujuma,naluppoq
1051,tauchen::V,sukelduma,allorpoq
1052,rudern::V,sõudma,ipuppaa
1053,fahren::V,sõitma,qimusserpoq
1054,fliegen::V,lendama,timmivoq
1055,gehen::V,käima,
1056,gehen::V,minema,
1057,weggehen::V,ära minema,piiarpoq
1058,weggehen::V,välja minema,piiarpoq
1059,abfahren::V,väljuma,
1060,abfahren::V,ära sõitma,
1061,anhalten::V,peatuma,unitsippaa
1062,hineingehen::V,sisenema,timaappaa
1063,hineingehen::V,sisse minema,timaappaa
1064,eintreten::V,sisenema,allattorpaa
1065,eintreten::V,sisse astuma,allattorpaa
1066,kommen::V,tulema,qaa-
1067,kommen::V,tulema,pivaa
1068,ankommen::V,saabuma,tikippoq
1069,zurückkommen::V,tagasi tulema,angerlarpoq
1070,bleiben::V,jääma,uninngavoq
1071,warten::V,ootama,paavoq
1072,warten::V,ootama,utaqqivoq
1073,erwarten::V,ootama,
1074,erwarten::V,lootma,
1075,suchen::V,otsima,nivivaa
1076,finden::V,leidma,nanivaa
1077,versuchen::V,püüdma,uuppaa
1078,versuchen::V,püüdma,ussersarpaa
1079,versuchen::V,üritama,uuppaa
1080,versuchen::V,üritama,ussersarpaa
1081,versuchen::V,katsetama,uuppaa
1082,versuchen::V,katsetama,ussersarpaa
1083,vorbereiten::V,valmistama,piareersarpaa
1084,lieben::V,armastama,asavaa
1085,mögen::V,sallima,akaaraa
1086,mögen::V,meeldima,akaaraa
1087,lachen::V,naerma,
1088,rühren::V,liigutama,qeerlerpaa
1089,rühren::V,heldima panema,qeerlerpaa
1090,weinen::V,nutma,qiavoq
1091,schimpfen::V,sõimama,qatimaarpoq
1092,sich ärgern::V,ärrituma,ugguutigaa
1093,sich ärgern::V,vihastuma,ugguutigaa
1094,sich fürchten::V,kartma,eqqanaarpoq
1095,sich fürchten::V,hirmu tundma,eqqanaarpoq
1096,fürchten::V,kartma,ersigaa
1097,fliehen::V,põgenema,qimaavoq
1098,flüchten::V,põgenema,allikarfigaa
1099,sehen::V,nägema,isigaa
1100,anschauen::V,vaatama,
1101,ansehen::V,vaatama,alaatsinaappaa
1102,hören::V,kuulma,tusarpaa
1103,zuhören::V,kuulama,naalappoq
1104,probieren::V,proovima,
1105,riechen::V,nuusutama,tipippoq
1106,fühlen::V,tundma,misigaa
1107,scheinen::V,näida,takutippoq
1108,scheinen::V,ilmuda,takutippoq
1109,zu sehen sein::V,ilmuma,
1110,vernehmen::V,üle kuulama,
1111,frieren::V,külmetada,qiiavoq
1112,tun::V,tegema,iliorpoq
1113,können::V,võima,
1114,können::V,oskama,
1115,wollen::V,tahtma,piumavaa
1116,anfangen::V,hakkama,pilerpoq
1117,anfangen::V,alustama,pilerpoq
1118,beenden::V,lõpetama,naggaserpaa
1119,aufhören::V,lakkama,naammatsippaa
1120,gelingen::V,õnnestuma,
1121,geraten::V,jõudma,
1122,öffnen::V,avama,ammarpaa
1123,schließen::V,sulgema,matuaa
1124,stellen::V,panema,ilivaa
1125,stellen::V,panema,iliorarpai
1126,stellen::V,panema,ilioqqarpai
1127,stellen::V,asetama,ilivaa
1128,stellen::V,asetama,iliorarpai
1129,stellen::V,asetama,ilioqqarpai
1130,setzen::V,panema,iliorarpai
1131,setzen::V,panema,ilioqqarpai
1132,legen::V,panema,ilivaa
1133,legen::V,asetama,ilivaa
1134,berühren::V,riivama,attorpaa
1135,berühren::V,puudutama,attorpaa
1136,verbinden::V,ühendama,taperserpaa
1137,bedecken::V,katma,iikkerpaa
1138,bedecken::V,katma,iikkersorpaa
1139,aufhängen::V,riputama,inivaa
1140,aufhängen::V,riputama,iniorarpai
1141,anzünden::V,süütama,saggaavoq
1142,aufheben::V,üles tõstma,allisippaa
1143,zurücklassen::V,jätma,aallarpoq
1144,verlieren::V,kaotama,annaavaa
1145,fallen lassen::V,maha pillama,nakkaavaa
1146,fallen lassen::V,kukkuda laskma,nakkaavaa
1147,machen::V,tegema,iliorpoq
1148,herstellen::V,valmistama,anillatsippaa
1149,bauen::V,ehitama,marrarterpaa
1150,reparieren::V,parandama,iluarsaappaa
1151,verbessern::V,parandama,naqqippaa
1152,ändern::V,muutma,
1153,ändern::V,ümber tegema,
1154,graben::V,kaevama,assappaa
1155,beugen::V,painutama,qappappoq
1156,biegen::V,painutama,qappappoq
1157,drehen::V,keerama,
1158,wenden::V,ümber pöörama,assappaa
1159,wenden::V,ümber pöörama,assakarpoq
1160,umdrehen::V,ümber keerama,assakartippaa
1161,heben::V,tõstma,kivippaa
1162,hochheben::V,üles tõstma,kissumiarpaa
1163,hochheben::V,kõrgele tõstma,kissumiarpaa
1164,ergreifen::V,haarama,isaappaa
1165,ergreifen::V,haarama,isaguppaa
1166,halten::V,hoidma,minarpaa
1167,drücken::V,pigistama,naqittaat
1168,schieben::V,lükkama,
1169,kratzen::V,kraapima,qitsuppaa
1170,lecken::V,lakkuma,aluppaa
1171,beißen::V,purema,kiivaa
1172,beißen::V,hammustama,kiivaa
1173,abreißen::V,rebima,aqqarpaa
1174,abreißen::V,rebima,isaterpaa
1175,abreißen::V,ära rebima,aqqarpaa
1176,abreißen::V,ära rebima,isaterpaa
1177,abschneiden::V,ära lõikama,kipivaa
1178,binden::V,siduma,kakkersarpaa
1179,stecken::V,pistma,kussunneq
1180,brechen::V,murdma,nallorpaa
1181,klopfen::V,koputama,pattappaa
1182,hauen::V,lööma,aqivaa
1183,kleben::V,kleepima,qaappoq
1184,reiben::V,hõõruma,tagiarpaa
1185,reiben::V,hõõruma,tangiarpaa
1186,streichen::V,silitama,erlerpoq
1187,schleifen::V,lihvima,sequppaa
1188,schleifen::V,teritama,sequppaa
1189,schneiden::V,lõikama,uullivoq
1190,rütteln::V,raputama,
1191,schütteln::V,raputama,aalavoq
1192,schütteln::V,loksutama,aalavoq
1193,schwenken::V,vehkima,issarpoq
1194,schwenken::V,lehvitama,issarpoq
1195,schütten::V,kallama,
1196,füllen::V,täitma,immerpaa
1197,einwickeln::V,sisse mähkima,immoqquserpaa
1198,tragen::V,kandma,maqippaa
1199,tragen::V,kandma,assartorpoq
1200,schleppen::V,tassima,assartorpoq
1201,schleppen::V,lohistama,assartorpoq
1202,ziehen::V,vedama,kalippaa
1203,ziehen::V,vedama,kalissarpoq
1204,ziehen::V,tõmbama,kalippaa
1205,ziehen::V,tõmbama,kalissarpoq
1206,aufbewahren::V,säilitama,toqqorpaa
1207,aufbewahren::V,alal hoidma,toqqorpaa
1208,werfen::V,viskama,kuivaa
1209,fangen::V,püüdma,anguaa
1210,packen::V,kinni haarama,
1211,packen::V,kinni võtma,
1212,verstecken::V,peitma,anngigaa
1213,teilen::V,jagama,agguut
1214,teilen::V,jagama,agguusersorpaa
1215,teilen::V,jaotama,agguut
1216,teilen::V,jaotama,agguusersorpaa
1217,schicken::V,saatma,nassiuppaa
1218,bringen::V,viima,aggiuppaa
1219,bringen::V,viima,nassataraa
1220,hinzufügen::V,lisama,
1221,bekommen::V,saama,tiguaa
1222,erhalten::V,saama,tiguaa
1223,nehmen::V,võtma,pivoq
1224,nehmen::V,võtma,tiguaa
1225,wählen::V,valima,
1226,auswählen::V,valima,
1227,bewahren::V,hoidma,sukkunik simerserpaa
1228,behindern::V,takistama,
1229,verderben::V,rikkuma,asiutippaa
1230,verderben::V,rikkuma,piuneerunnerit
1231,beschädigen::V,rikkuma,
1232,zerbrechen::V,katki tegema,ukuvoq
1233,zerreißen::V,katki rebima,tisavaa
1234,zerreißen::V,katki rebima,alittorpaa
1235,zerstören::V,purustama,aserorpaa
1236,verbrennen::V,põletama,seerpoq
1237,geben::V,andma,pivoq
1238,reichen::V,andma,
1239,reichen::V,ulatama,
1240,schenken::V,kinkima,
1241,versprechen::V,lubama,neriorsorpaa
1242,versprechen::V,tõotama,neriorsorpaa
1243,wünschen::V,soovima,kissaat
1244,loben::V,kiitma,nersorpaa
1245,loben::V,kiitma,nersornaat
1246,küssen::V,suudlema,kunippaa
1247,küssen::V,suudlema,kunissorpaa
1248,wiegen::V,hällitama,
1249,zudecken::V,kaanetama,majorpaa
1250,zudecken::V,kinni katma,majorpaa
1251,wecken::V,äratama,itersarpaa
1252,zeigen::V,näitama,tikkuuppaa
1253,führen::V,juhatama,tasissiuppaa
1254,führen::V,juhatama,ilitsersorpaa
1255,führen::V,juhatama,tasissersuuppaa
1256,lehren::V,õpetama,ilinniartippaa
1257,unterrichten::V,õpetama,ajoqerpaa
1258,unterrichten::V,õpetama,ajoqersorpaa
1259,unterrichten::V,õpetama,ilinniartitsivoq
1260,aufziehen::V,üles kasvatama,inororsarpaa
1261,leiten::V,juhtima,iluatsippaa
1262,antreiben::V,ergutama,ikusimmippaa
1263,lassen::V,laskma,
1264,einladen::V,kutsuma,qaaqquaa
1265,einladen::V,kutsuma,qaasarpaa
1266,vereinigen::V,ühendama,taperserpaa
1267,besuchen::V,külastama,tikeraarpaa
1268,treffen::V,kohtama,aporappaa
1269,sich versammeln::V,kogunema,majorpoq
1270,spielen::V,mängima,pinnguarpoq
1271,singen::V,laulma,erinarsorpoq
1272,tanzen::V,tantsima,qitippoq
1273,sich trennen::V,lahku minema,immikkoortippaa
1274,verlassen::V,maha jätma,
1275,retten::V,päästma,annaappaa
1276,bewachen::V,valvama,
1277,schützen::V,kaitsma,eriagaa
1278,schützen::V,kaitsma,pineqartaalivaa
1279,verteidigen::V,kaitsma,
1280,sich schlagen::V,kaklema,
1281,schießen::V,tulistama,aallaavaa
1282,schießen::V,tulistama,piseriuppaa
1283,siegen::V,võitma,
1284,ärgern::V,ärritama,ninngassarpaa
1285,ärgern::V,ärritama,ninngassaarpaa
1286,ärgern::V,vihastama,ninngassarpaa
1287,ärgern::V,vihastama,ninngassaarpaa
1288,schlagen::V,lööma,unatarpaa
1289,treten::V,sõtkuma,tukerpoq
1290,stechen::V,pistma,iguppaa
1291,stechen::V,pistma,qasilippoq
1292,stechen::V,torkama,iguppaa
1293,stechen::V,torkama,qasilippoq
1294,stoßen::V,tõukama,ikuserpaa
1295,stoßen::V,tõukama,ikusimmippaa
1296,stehlen::V,varastama,tillippaa
1297,stören::V,segama,akornuserpaa
1298,stören::V,häirima,akornuserpaa
1299,belästigen::V,ahistama,
1300,verbergen::V,peitma,anngigaa
1301,verbergen::V,varjama,anngigaa
1302,täuschen::V,petma,
1303,täuschen::V,tüssama,
1304,betrügen::V,petma,peqquserluttuliorfigaa
1305,betrügen::V,tüssama,peqquserluttuliorfigaa
1306,betrügen::V,truudust murtma,peqquserluttuliorfigaa
1307,töten::V,tapma,maappaa
1308,töten::V,tapma,toquppaa
1309,töten::V,surmama,maappaa
1310,töten::V,surmama,toquppaa
1311,wohnen::V,elama,najugaqarpoq
1312,arbeiten::V,töötama,sulivoq
1313,sammeln::V,koguma,katersorpai
1314,sammeln::V,korjama,katersorpai
1315,pflücken::V,noppima,
1316,jagen::V,jahtima,piniarpoq
1317,fischen::V,kalastama,aalisarpoq
1318,fischen::V,kala püüdma,aalisarpoq
1319,fassen::V,püüdma,
1320,hüten::V,karjatama,
1321,treiben::V,ajama,
1322,anbinden::V,kinni siduma,qilerut
1323,anbinden::V,kinni siduma,qilersorpaa
1324,anbinden::V,kinni siduma,ungerlatserpaa
1325,füttern::V,söötma,nerlerpaa
1326,melken::V,lüpsma,
1327,hacken::V,raiuma,
1328,hacken::V,lõhkuma,
1329,gießen::V,kastma,imerterpaa
1330,reifen::V,valmima,
1331,zubereiten::V,valmistama,
1332,kochen::V,keetma,igavoq
1333,backen::V,küpsetama,
1334,braten::V,praadima,siappaa
1335,umrühren::V,segama,qeerlerpaa
1336,stricken::V,kuduma,
1337,nähen::V,õmblema,
1338,färben::V,värvima,misuppaa
1339,reinigen::V,puhastama,sanniarpaa
1340,waschen::V,pesema,asappaa
1341,abwischen::V,puhtaks pühkima,saligarpaa
1342,abwischen::V,puhtaks pühkima,saligartorpaa
1343,spülen::V,uhtma,
1344,fegen::V,pühkima,sanngiarpaa
1345,kehren::V,pühkima,
1346,baden::V,suplema,uffarpoq
1347,baden::V,kümblema,uffarpoq
1348,sich waschen::V,end pesema,uffarpoq
1349,ausziehen::V,käest võtma,annoraajarpaa
1350,ausziehen::V,jalast võtma,annoraajarpaa
1351,ausziehen::V,seljast võtma,annoraajarpaa
1352,anziehen::V,jalga panema,ativaa
1353,anziehen::V,jalga panema,atitippaa
1354,sich anziehen::V,riietuma,atisalersorpoq
1355,kämmen::V,kammima,
1356,schmücken::V,kaunistama,
1357,sagen::V,ütlema,oqarpoq
1358,sprechen::V,rääkima,oqaluttarpoq
1359,sprechen::V,kõnelema,oqaluttarpoq
1360,reden::V,kõnelema,oqaluppoq
1361,sich unterhalten::V,vestlema,
1362,fragen::V,küsima,aperaa
1363,bitten::V,paluma,aperaa
1364,bitten::V,paluma,qinnuigaa
1365,erzählen::V,jutustama,oqaluttuaraa
1366,mitteilen::V,teatama,oqalualaarpoq
1367,mitteilen::V,teada andma,oqalualaarpoq
1368,nennen::V,nimetama,
1369,rufen::V,kutsuma,qaaqquaa
1370,prahlen::V,hooplema,oqqartuvoq
1371,prahlen::V,hooplema,oqallortuvoq
1372,übersetzen::V,tõlkima,ikaarpoq
1373,übersetzen::V,tõlkima,nutserpaa
1374,denken::V,mõtlema,isumaqarpoq
1375,glauben::V,uskuma,upperaa
1376,glauben::V,uskuma,isumaqarpoq
1377,bemerken::V,märkama,
1378,erkennen::V,ära tundma,ilisaraa
1379,begreifen::V,aru saama,
1380,verstehen::V,mõistma,paasivaa
1381,lernen::V,õppima,ilinniarpoq
1382,wissen::V,teadma,nalunngilaa
1383,sich erinnern an::V,mäletama,eqqaavaa
1384,vergessen::V,unustama,puiorpaa
1385,messen::V,mõõtma,ussersarpaa
1386,zählen::V,loendama,kisitsivoq
1387,rechnen::V,arvutama,kisitsivoq
1388,lesen::V,lugema,atuarpoq
1389,malen::V,maalima,qalipappaa
1390,zeichnen::V,joonistama,
1391,schreiben::V,kirjutama,allappoq
1392,besitzen::V,omama,
1393,kaufen::V,ostma,pisiaraa
1394,verkaufen::V,müüma,akigaa
1395,bezahlen::V,tasuma,akilerpaa
1396,zahlen::V,maksma,
1397,beherrschen::V,valitsema,inappaa
1398,ertragen::V,taluma,ernertaaraa
