,Concept_ID,cy,da
821,neunzig::NUM,naw deg,halvfems
822,neunzig::NUM,deg a phedwar ugain,halvfems
823,hundert::NUM,cant,hundrede
824,tausend::NUM,mil,tusind
825,und::CNJ,a,og
826,oder::CNJ,neu,eller
827,stehen::V,sefyll,stå
828,sitzen::V,eistedd,sidde
829,liegen::V,gorwedd,ligge
830,hängen::V,hongian,hænge
831,werden::V,dod yn,blive
832,werden::V,mynd yn,blive
833,passieren::V,digwydd,ske
834,passieren::V,digwydd,hænde
835,beginnen::V,cychwyn,begynde
836,enden::V,gorffen,ende
837,wechseln::V,newid,veksle
838,aufgehen[Sonne]::V,codi,gå op
839,aufgehen[Sonne]::V,codi,stå op
840,untergehen[Sonne]::V,machlud,gå ned
841,scheinen[Sonne]::V,tywynnu,skinne
842,donnern::V,taranu,tordne
843,wehen::V,chwythu,blæse
844,strömen::V,ffrydio,strømme
845,fließen::V,llifo,flyde
846,sich drehen::V,troi,dreje sig
847,sich drehen::V,cylchdroi,dreje sig
848,schwanken::V,siglo,vakle
849,schwingen::V,siglo,svinge
850,fallen::V,cwympo,falde
851,brennen::V,llosgi,brænde
852,rauchen::V,mygu,ryge
853,regnen::V,glawio,regne
854,gefrieren::V,rhewi,fryse
855,tauen::V,toddi,tø
856,tauen::V,meirioli,tø
857,schmelzen::V,toddi,smelte
858,trocknen::V,sychu,tørre
859,sieden::V,berwi,koge
860,faulen::V,pydru,rådne
861,faulen::V,braenu,rådne
862,verfaulen::V,pydru,rådne
863,verfaulen::V,dadfeilio,rådne
864,reißen::V,clecian,briste
865,reißen::V,torri'n glats,briste
866,versinken::V,suddo,synke
867,versinken::V,suddo,synke ned
868,vergehen::V,myned heibio,forløbe
869,vergehen::V,pasio,forløbe
870,erscheinen::V,ymddangos,vise sig
871,verschwinden::V,diflannu,forsvinde
872,sinken::V,syrthio,synke
873,abnehmen::V,lleihau,aftage
874,zunehmen::V,cynyddu,tiltage
875,steigen::V,codi,stige
876,wachsen::V,tyfu,gro
877,wachsen::V,tyfu,vokse
878,glänzen::V,disgleirio,glinse
879,funkeln::V,pefrio,tindre
880,lärmen::V,cadw sŵn,larme
881,lärmen::V,gwneud twrw,larme
882,läuten::V,canu,ringe
883,klingeln::V,canu,ringe
884,klingeln::V,seinio,ringe
885,klirren::V,tincian,klirre
886,brausen::V,rhuo,bruse
887,rauschen::V,siffrwd,suse
888,rauschen::V,chwithrwd,suse
889,klingen::V,seinio,lyde
890,klingen::V,seinio,klinge
891,bellen::V,cyfarth,gø
892,heulen::V,udo,hyle
893,heulen::V,oernadu,hyle
894,blasen::V,chwythu,blæse
895,pfeifen::V,chwibanu,fløjte
896,schreien::V,gweiddi,skrige
897,schreien::V,bloeddio,skrige
898,stöhnen::V,griddfan,stønne
899,zittern::V,crynu,dirre
900,zittern::V,crynu,skælve
901,leben::V,byw,leve
902,geboren werden::V,cael eich geni,fødes
903,atmen::V,anadlu,ånde
904,trinken::V,yfed,drikke
905,essen::V,bwyta,spise
906,schlucken::V,llyncu,synke
907,müde werden::V,blino,blive træt
908,einschlafen::V,mynd i gysgu,falde i søvn
909,einschlafen::V,syrthio i gysgu,falde i søvn
910,schlafen::V,huno,sove
911,schlafen::V,cysgu,sove
912,aufwachen::V,dihuno,vågne
913,aufstehen::V,codi,stå op
914,sich erholen::V,ymlacio,komme sig
915,sich erholen::V,dadflino,komme sig
916,krank werden::V,mynd yn sâl,blive syg
917,krank werden::V,mynd yn wael,blive syg
918,krank sein::V,gwaelu,være syg
919,schmerzen::V,brifo,smerte
920,husten::V,pesychu,hoste
921,genesen::V,gwella,komme sig
922,genesen::V,cael yn ôl,komme sig
923,sterben::V,marw,dø
924,umkommen::V,trengi,omkomme
925,sich bewegen::V,symud,bevæge sig
926,sich rühren::V,syflyd,røre på sig
927,sich erheben::V,codi,rejse sig
928,sich setzen::V,eistedd,sætte sig
929,hinfallen::V,cwympo,
930,laufen::V,cerdded,løbe
931,schreiten::V,camu,skride
932,spazierengehen::V,mynd am dro,gå en tur
933,eilen::V,rhuthro,ile
934,sich beeilen::V,brysio,skynde sig
935,sausen::V,rhuthro,suse
936,rennen::V,rhedeg,løbe
937,rennen::V,rhedeg,rende
938,springen::V,llamu,hoppe
939,springen::V,llamu,springe
940,springen::V,neidio,hoppe
941,springen::V,neidio,springe
942,klettern::V,dringo,klatre
943,schaukeln::V,siglo,gynge
944,kriechen::V,cropian,krybe
945,schwimmen::V,nofio,svømme
946,tauchen::V,plymio,dykke
947,tauchen::V,ymsuddo,dykke
948,rudern::V,rhwyfo,ro
949,fahren::V,gyrru,køre
950,fahren::V,dreifio,køre
951,fliegen::V,hedfan,flyve
952,gehen::V,mynd,gå
953,weggehen::V,mynd,gå bort
954,weggehen::V,ymadael,gå bort
955,abfahren::V,ymadael,køre bort
956,anhalten::V,stopio,standse
957,hineingehen::V,mynd i mewn,gå ind
958,eintreten::V,mynd i,træde ind
959,kommen::V,dod,komme
960,ankommen::V,cyrraedd,ankomme
961,zurückkommen::V,dychwelyd,komme tilbage
962,bleiben::V,aros,blive
963,bleiben::V,aros,forblive
964,bleiben::V,sefyll,blive
965,bleiben::V,sefyll,forblive
966,warten::V,aros,vente
967,warten::V,disgwyl,vente
968,erwarten::V,disgwyl,vente
969,erwarten::V,disgwyl,afvente
970,suchen::V,chwilio am,søge
971,finden::V,darganfod,finde
972,versuchen::V,profi,forsøge
973,versuchen::V,ceisio,forsøge
974,vorbereiten::V,paratoi,forberede
975,lieben::V,caru,elske
976,mögen::V,hoffi,holde af
977,mögen::V,hoffi,kunne lide
978,lachen::V,chwerthin,le
979,rühren::V,cynhyrfu,røre
980,weinen::V,wylo,græde
981,weinen::V,llefain,græde
982,schimpfen::V,grwgnach,skænde
983,sich ärgern::V,gofidio,ærgre sig
984,sich fürchten::V,ofni,være bange
985,fürchten::V,arswydo,være bange for
986,fliehen::V,ffoi,flygte
987,flüchten::V,dianc,flygte
988,sehen::V,gweld,se
989,anschauen::V,syllu,se på
990,anschauen::V,syllu,betragte
991,anschauen::V,edrych,se på
992,anschauen::V,edrych,betragte
993,ansehen::V,gwylio,anse
994,hören::V,clywed,høre
995,zuhören::V,gwrando,høre til
996,probieren::V,profi,smage
997,probieren::V,profi,smage på
998,riechen::V,arogli,lugte
999,fühlen::V,teimlo,føle
1000,fühlen::V,clywed,føle
1001,scheinen::V,ymddangos,synes
1002,zu sehen sein::V,dod i'r golwg,synes
1003,vernehmen::V,clywed sôn am,erfare
1004,frieren::V,bod yn oer,fryse
1005,tun::V,gwneud,gøre
1006,können::V,gallu,kunne
1007,wollen::V,bod mewn angen,ville
1008,anfangen::V,dechrau,begynde
1009,beenden::V,darfod,afslutte
1010,beenden::V,gorffen,afslutte
1011,aufhören::V,peidio,ophøre
1012,aufhören::V,peidio,holde op
1013,gelingen::V,llwyddo,lykkes
1014,geraten::V,diweddu,blive
1015,öffnen::V,agor,åbne
1016,schließen::V,cau,lukke
1017,stellen::V,gosod,stille
1018,setzen::V,gosod,sætte
1019,legen::V,gosod,lægge
1020,berühren::V,cyffwrdd,berøre
1021,verbinden::V,cysylltu,forbinde
1022,bedecken::V,gorchuddio,dække
1023,bedecken::V,gorchuddio,bedække
1024,aufhängen::V,crogi,hænge
1025,aufhängen::V,crogi,hænge op
1026,aufhängen::V,hongian,hænge
1027,aufhängen::V,hongian,hænge op
1028,anzünden::V,cynnau,tænde
1029,anzünden::V,cynnau,antænde
1030,aufheben::V,codi,løfte
1031,aufheben::V,codi,tage op
1032,zurücklassen::V,gadael,lade tilbage
1033,verlieren::V,colli,miste
1034,fallen lassen::V,gollwng,tabe
1035,fallen lassen::V,gollwng,droppe
1036,machen::V,gwneud,gøre
1037,herstellen::V,cynhyrchu,fremstille
1038,bauen::V,adeiladu,bygge
1039,reparieren::V,trwsio,reparere
1040,reparieren::V,atgyweirio,reparere
1041,verbessern::V,diwygio,rette
1042,verbessern::V,diwygio,forbedre
1043,ändern::V,altro,ændre
1044,graben::V,palu,grave
1045,graben::V,cloddio,grave
1046,beugen::V,plygu,bøje
1047,biegen::V,plygu,bøje
1048,drehen::V,troelli,dreje
1049,wenden::V,troi,vende
1050,umdrehen::V,troi,dreje om
1051,heben::V,codi,hæve
1052,hochheben::V,dyrchafu,løfte
1053,ergreifen::V,gafael,gribe fat i
1054,halten::V,dal,holde
1055,drücken::V,pwyso,trykke
1056,drücken::V,gwasgu,trykke
1057,schieben::V,gwthio,skyde
1058,schieben::V,gwthio,skubbe
1059,kratzen::V,crafu,klø
1060,kratzen::V,crafu,kradse
1061,lecken::V,llyfu,slikke
1062,beißen::V,cnoi,bide
1063,beißen::V,brathu,bide
1064,abreißen::V,tynnu ymaith,rive af
1065,abschneiden::V,torri,skære af
1066,binden::V,clymu,binde
1067,stecken::V,plannu,stikke
1068,brechen::V,torri,brække
1069,klopfen::V,taro,banke
1070,hauen::V,taro,hugge
1071,kleben::V,gludio,klistre
1072,reiben::V,rhwbio,gnide
1073,streichen::V,taenu,smøre
1074,schleifen::V,hogi,slibe
1075,schneiden::V,torri,skære
1076,schneiden::V,torri,klippe
1077,rütteln::V,ysgytio,ruske
1078,schütteln::V,siglo,ryste
1079,schütteln::V,ysgwyd,ryste
1080,schwenken::V,siglo,svinge
1081,schütten::V,tywallt,hælde
1082,füllen::V,llenwi,fylde
1083,einwickeln::V,lapio,pakke ind
1084,tragen::V,cludo,bære
1085,schleppen::V,llusgo,slæbe
1086,ziehen::V,tynnu,trække
1087,aufbewahren::V,cadw,opbevare
1088,werfen::V,taflu,kaste
1089,fangen::V,dal,fange
1090,packen::V,cipio,gribe
1091,packen::V,crafangu,gribe
1092,verstecken::V,celu,gemme
1093,verstecken::V,cuddio,gemme
1094,teilen::V,rhannu,dele
1095,schicken::V,anfon,sende
1096,bringen::V,dod â,bringe
1097,hinzufügen::V,chwanegu,tilføje
1098,bekommen::V,cael,få
1099,erhalten::V,derbyn,få
1100,nehmen::V,cymryd,tage
1101,wählen::V,dewis,vælge
1102,auswählen::V,dethol,udvælge
1103,bewahren::V,cadw,bevare
1104,behindern::V,atal,hindre
1105,behindern::V,atal,forhindre
1106,behindern::V,rhwystro,hindre
1107,behindern::V,rhwystro,forhindre
1108,verderben::V,difetha,ødelægge
1109,beschädigen::V,niweidio,beskadige
1110,zerbrechen::V,torri,brække itu
1111,zerreißen::V,rhwygo,rive itu
1112,zerstören::V,dinistrio,ødelægge
1113,verbrennen::V,llosgi,brænde
1114,geben::V,rhoi,give
1115,reichen::V,estyn,række
1116,schenken::V,rhoddi,forære
1117,versprechen::V,addo,love
1118,wünschen::V,dymuno,ønske
1119,loben::V,canmol,rose
1120,küssen::V,cusanu,kysse
1121,wiegen::V,siglo,vugge
1122,zudecken::V,gorchuddio,dække til
1123,wecken::V,deffro,vække
1124,zeigen::V,dangos,vise
1125,führen::V,arwain,føre
1126,lehren::V,dysgu,lære
1127,unterrichten::V,hyfforddi,undervise
1128,aufziehen::V,dod i fyny,opdrage
1129,leiten::V,arwain,lede
1130,antreiben::V,annog,skynde på
1131,lassen::V,gadael,få til at
1132,einladen::V,gwahodd,indbyde
1133,einladen::V,gwahodd,invitere
1134,vereinigen::V,uno,forene
1135,vereinigen::V,cyfuno,forene
1136,besuchen::V,ymweld â,besøge
1137,treffen::V,cwrdd,møde
1138,treffen::V,cyfarfod,møde
1139,sich versammeln::V,casglu,forsamles
1140,sich versammeln::V,cynnull,forsamles
1141,spielen::V,chwarae,lege
1142,spielen::V,chwarae,spille
1143,singen::V,canu,synge
1144,tanzen::V,dawnsio,danse
1145,sich trennen::V,ymwahanu,skilles
1146,verlassen::V,gadael,forlade
1147,retten::V,achub,redde
1148,bewachen::V,gwarchod,bevogte
1149,schützen::V,noddi,skærme
1150,schützen::V,noddi,beskytte
1151,verteidigen::V,amddiffyn,forsvare
1152,sich schlagen::V,ffraeo,slås
1153,sich schlagen::V,terfysgu,slås
1154,schießen::V,saethu,skyde
1155,siegen::V,ennill,sejre
1156,ärgern::V,cythruddo,ærgre
1157,schlagen::V,curo,slå
1158,treten::V,cicio,sparke
1159,stechen::V,pigo,stikke
1160,stoßen::V,gwthio,støde
1161,stehlen::V,dwyn,stjæle
1162,stehlen::V,lladrata,stjæle
1163,stören::V,aflonyddu,forstyrre
1164,belästigen::V,trafferthu,genere
1165,belästigen::V,trafferthu,ulejlige
1166,verbergen::V,cuddio,skjule
1167,täuschen::V,twyllo,villede
1168,betrügen::V,hocedu,bedrage
1169,töten::V,lladd,dræbe
1170,wohnen::V,byw,bo
1171,arbeiten::V,gweithio,arbejde
1172,sammeln::V,casglu,samle
1173,pflücken::V,casglu,plukke
1174,jagen::V,hela,jage
1175,fischen::V,pysgota,fiske
1176,fassen::V,dal,fange
1177,hüten::V,bugeilio,vogte
1178,treiben::V,gyrru,drive
1179,anbinden::V,clymu,binde fast
1180,füttern::V,porthi,fodre
1181,melken::V,godro,malke
1182,hacken::V,torri,hakke
1183,gießen::V,dyfrhau,hælde
1184,reifen::V,aeddfedu,modne
1185,zubereiten::V,coginio,tilberede
1186,kochen::V,berwi,koge
1187,backen::V,pobi,bage
1188,backen::V,crasu,bage
1189,braten::V,ffrio,stege
1190,umrühren::V,cyffroi,røre om
1191,stricken::V,gwau,strikke
1192,nähen::V,gwnïo,sy
1193,färben::V,lliwio,farve
1194,reinigen::V,glanhau,rense
1195,reinigen::V,glanhau,gøre ren
1196,waschen::V,golchi,vaske
1197,abwischen::V,sychu,tørre af
1198,spülen::V,streulio,skylle
1199,fegen::V,ysgubo,feje
1200,kehren::V,ysgubo,feje
1201,baden::V,cael bath,bade
1202,sich waschen::V,ymolchi,vaske sig
1203,ausziehen::V,tynnu,tage af
1204,anziehen::V,gwisgo,tage på
1205,sich anziehen::V,ymwisgo,klæde sig på
1206,kämmen::V,cribo,rede
1207,kämmen::V,cribo,frisere
1208,schmücken::V,harddu,pynte
1209,schmücken::V,harddu,smykke
1210,schmücken::V,addurno,pynte
1211,schmücken::V,addurno,smykke
1212,sagen::V,dweud,sige
1213,sprechen::V,llefaru,snakke
1214,reden::V,siarad,tale
1215,reden::V,siarad,snakke
1216,sich unterhalten::V,sgwrsio,snakke sammen
1217,fragen::V,gofyn,spørge
1218,bitten::V,gofyn am,bede
1219,erzählen::V,dweud,berette
1220,erzählen::V,dweud,fortælle
1221,mitteilen::V,cyfleu,meddele
1222,nennen::V,enwi,nævne
1223,rufen::V,galw,råbe
1224,prahlen::V,brolio,prale
1225,prahlen::V,ymffrostio,prale
1226,übersetzen::V,cyfieithu,oversætte
1227,denken::V,meddwl,tænke
1228,glauben::V,credu,tro
1229,glauben::V,coelio,tro
1230,bemerken::V,sylwi,bemærke
1231,bemerken::V,sylwi,lægge mærke til
1232,erkennen::V,adnabod,genkende
1233,begreifen::V,amgyffred,begribe
1234,verstehen::V,deall,forstå
1235,lernen::V,dysgu,lære
1236,wissen::V,gwybod,vide
1237,sich erinnern an::V,cofio,mindes
1238,sich erinnern an::V,cofio,huske på
1239,vergessen::V,anghofio,glemme
1240,messen::V,mesur,måle
1241,zählen::V,cyfrif,tælle
1242,rechnen::V,cyfrifo,regne
1243,lesen::V,darllen,læse
1244,malen::V,peintio,male
1245,zeichnen::V,tynnu,tegne
1246,schreiben::V,ysgrifennu,skrive
1247,besitzen::V,meddu,eje
1248,besitzen::V,meddu,besidde
1249,kaufen::V,prynu,købe
1250,verkaufen::V,gwerthu,sælge
1251,bezahlen::V,talu am,betale
1252,zahlen::V,talu,betale
1253,beherrschen::V,rheoli,beherske
1254,beherrschen::V,llywodraethu,beherske
1255,ertragen::V,dioddef,tåle
1256,ertragen::V,dioddef,udholde
