,Concept_ID,ja,he
829,schreien::V,叫ぶ,צעק
830,stöhnen::V,うめく,נאנק
831,zittern::V,震える,רעד
832,leben::V,生きている,חי
833,geboren werden::V,生まれる,נולד
834,atmen::V,呼吸する,נשם
835,trinken::V,飲む,שתה
836,essen::V,食べる,אכל
837,schlucken::V,飲み込む,בלע
838,müde werden::V,眠くなる,התעיף
839,einschlafen::V,寝付く,נרדם
840,schlafen::V,眠る,ישן
841,aufwachen::V,目が覚める,התעורר
842,aufstehen::V,起きる,קם
843,sich erholen::V,休養する,נפש
844,krank werden::V,病気になる,חלה
845,krank sein::V,病気である,היה חולה
846,schmerzen::V,痛む,כאב
847,husten::V,咳をする,השתעל
848,genesen::V,元気になる,הבריא
849,sterben::V,死ぬ,מת
850,sterben::V,亡くなる,מת
851,umkommen::V,死亡する,נספה
852,sich bewegen::V,移動する,נע
853,sich rühren::V,動く,זז
854,sich erheben::V,立ち上がる,קם
855,sich setzen::V,座る,התישב
856,hinfallen::V,転ぶ,נפל
857,laufen::V,歩く,הלך ברגל
858,schreiten::V,跨ぐ,פסע
859,spazierengehen::V,散歩する,טיל
860,eilen::V,急ぐ,אץ
861,eilen::V,急ぐ,מהר
862,sich beeilen::V,焦る,מהר
863,sausen::V,疾駆する,אץ
864,rennen::V,走る,רץ
865,springen::V,跳ぶ,קפץ
866,klettern::V,よじ登る,טפס
867,schaukeln::V,ぶらんこに乗る,התנדנד
868,kriechen::V,這う,זחל
869,schwimmen::V,泳ぐ,שחה
870,tauchen::V,潜る,צלל
871,rudern::V,漕ぐ,חתר
872,fahren::V,行く,נסע
873,fahren::V,乗車する,נסע
874,fliegen::V,飛ぶ,עף
875,gehen::V,行く,הלך
876,weggehen::V,立ち去る,עזב
877,abfahren::V,出発する,יצא
878,anhalten::V,止まる,עצר
879,hineingehen::V,入る,נכנס
880,eintreten::V,中に入る,נכנס
881,kommen::V,来る,בא
882,ankommen::V,着く,הגיע
883,ankommen::V,到着する,הגיע
884,zurückkommen::V,帰る,שב
885,zurückkommen::V,帰る,חזר
886,bleiben::V,留まる,נשאר
887,warten::V,待つ,חכה
888,warten::V,待つ,המתין
889,erwarten::V,期待する,צפה
890,suchen::V,探る,חפש
891,finden::V,見つける,מצא
892,versuchen::V,試す,נסה
893,vorbereiten::V,準備する,הכין
894,lieben::V,愛する,אהב
895,mögen::V,好きである,אהב
896,lachen::V,笑う,צחק
897,rühren::V,感情を動かす,נגע ללב
898,weinen::V,泣く,בכה
899,schimpfen::V,叱る,גער
900,sich ärgern::V,怒る,זעם
901,sich ärgern::V,怒る,כעס
902,sich ärgern::V,腹を立てる,זעם
903,sich ärgern::V,腹を立てる,כעס
904,sich fürchten::V,怖がる,פחד
905,sich fürchten::V,怖がる,חשש
906,fürchten::V,恐れる,פחד מ
907,fürchten::V,恐れる,חשש מ
908,fliehen::V,逃げる,ברח
909,flüchten::V,逃亡する,נמלט
910,sehen::V,見る,ראה
911,anschauen::V,眺める,הביט
912,ansehen::V,見る,התבונן
913,hören::V,聞く,שמע
914,zuhören::V,聴く,הקשיב
915,probieren::V,食べてみる,נסה
916,riechen::V,気取る,הריח
917,fühlen::V,感じる,חש
918,scheinen::V,ように見える,נדמה
919,zu sehen sein::V,見える,נראה
920,vernehmen::V,承る,נודע ל
921,frieren::V,寒気がする,קר ל
922,tun::V,する,פעל
923,können::V,出来る,יכל
924,wollen::V,-たい,רצה
925,anfangen::V,始める,התחיל
926,beenden::V,終える,גמר
927,aufhören::V,止める,סים
928,gelingen::V,成功する,הצליח
929,geraten::V,当たる,עלה
930,öffnen::V,開く,פתח
931,öffnen::V,開ける,פתח
932,schließen::V,閉める,סגר
933,stellen::V,置く,העמיד
934,stellen::V,据える,העמיד
935,setzen::V,座らせる,הושיב
936,legen::V,置く,שם
937,berühren::V,触る,נגע
938,berühren::V,触れる,נגע
939,verbinden::V,結びつける,קשר
940,bedecken::V,覆う,כסה
941,aufhängen::V,掛ける,תלה
942,anzünden::V,燃やす,הצית
943,anzünden::V,火をつける,הצית
944,aufheben::V,拾う,אסף
945,zurücklassen::V,残す,השאיר
946,verlieren::V,無くす,אבד
947,fallen lassen::V,落とす,שמט
948,fallen lassen::V,落とす,הפיל
949,machen::V,作る,עשה
950,herstellen::V,製造する,יצר
951,bauen::V,建設する,בנה
952,reparieren::V,直す,תקן
953,reparieren::V,修理する,תקן
954,verbessern::V,改良する,שפר
955,ändern::V,変える,שנה
956,graben::V,掘る,חפר
957,beugen::V,折る,כפף
958,biegen::V,曲げる,כופף
959,drehen::V,回す,סובב
960,wenden::V,裏返す,הפך
961,umdrehen::V,裏返す,סובב
962,heben::V,挙げる,הרים
963,hochheben::V,持ち上げる,הרים
964,ergreifen::V,取り上げる,אחז
965,halten::V,持つ,החזיק
966,drücken::V,押す,לחץ
967,schieben::V,ずらす,הזיז
968,kratzen::V,引っ掻く,שרט
969,kratzen::V,引っ掻く,שפשף
970,lecken::V,なめる,לקק
971,beißen::V,噛む,נשך
972,abreißen::V,剝ぎ取る,קרע
973,abschneiden::V,切り取る,חתך
974,binden::V,縛る,קשר
975,stecken::V,差し込む,תקע
976,brechen::V,破る,שבר
977,klopfen::V,とんとん叩く,נקש
978,hauen::V,叩く,הכה
979,kleben::V,貼る,הדביק
980,kleben::V,くっ付ける,הדביק
981,reiben::V,擦る,שפשף
982,streichen::V,塗る,מרח
983,schleifen::V,研ぐ,השחיז
984,schneiden::V,切る,גזר
985,rütteln::V,揺さぶる,נענע
986,schütteln::V,振る,נער
987,schütteln::V,揺さぶる,נער
988,schwenken::V,振る,נופף
989,schwenken::V,振る,טלטל
990,schütten::V,注ぐ,שפך
991,füllen::V,いっぱいにする,מלא
992,einwickeln::V,包む,עטף
993,tragen::V,運ぶ,נשא
994,schleppen::V,引きずる,סחב
995,ziehen::V,引く,משך
996,aufbewahren::V,預かる,שמר
997,werfen::V,投げる,זרק
998,fangen::V,受ける,תפס
999,packen::V,掴む,אחז
1000,verstecken::V,隠す,החביא
1001,teilen::V,分ける,חלק
1002,schicken::V,送る,שלח
1003,bringen::V,持って行く,הביא
1004,hinzufügen::V,加える,הוסיף
1005,bekommen::V,得る,תפס
1006,erhalten::V,受ける,קבל
1007,nehmen::V,取る,אחז
1008,wählen::V,選ぶ,בחר
1009,auswählen::V,選ぶ,בחר ב
1010,bewahren::V,保存する,קים
1011,behindern::V,妨害する,מנע
1012,verderben::V,台無しにする,מנע
1013,beschädigen::V,損傷する,הזיק
1014,zerbrechen::V,割る,נשבר
1015,zerreißen::V,引き裂く,קרע
1016,zerstören::V,破壊する,הרס
1017,zerstören::V,破壊する,השמיד
1018,verbrennen::V,焼く,שרף
1019,geben::V,上げる,נתן
1020,reichen::V,渡す,העביר
1021,schenken::V,贈る,נתן במתנה
1022,versprechen::V,約束する,הבטיח
1023,wünschen::V,望む,אחל
1024,loben::V,褒める,שבח
1025,küssen::V,キスする,נשק
1026,wiegen::V,揺する,נדנד
1027,zudecken::V,覆う,כסה
1028,wecken::V,起こす,עורר
1029,zeigen::V,見せる,הראה
1030,führen::V,案内する,הביא
1031,führen::V,案内する,הוביל
1032,lehren::V,教える,למד
1033,unterrichten::V,通知する,למד
1034,aufziehen::V,育てる,רומם
1035,leiten::V,導く,נהל
1036,antreiben::V,励ます,המרץ
1037,lassen::V,～させる,נתן
1038,einladen::V,誘う,הזמין
1039,einladen::V,招待する,הזמין
1040,vereinigen::V,一つにする,אחד
1041,vereinigen::V,一つにする,לכד
1042,besuchen::V,訪ねる,בקר
1043,treffen::V,出会う,פגש
1044,sich versammeln::V,集まる,התאסף
1045,spielen::V,遊ぶ,שחק
1046,singen::V,歌う,שר
1047,tanzen::V,踊る,רקד
1048,sich trennen::V,別れる,נפרד
1049,verlassen::V,別れる,עזב
1050,retten::V,救う,הציל
1051,retten::V,助ける,הציל
1052,bewachen::V,見張る,שמר
1053,bewachen::V,軽微する,שמר
1054,schützen::V,保護する,אבטח
1055,verteidigen::V,守る,הגן
1056,sich schlagen::V,殴る,התכתש
1057,schießen::V,撃つ,ירה
1058,siegen::V,勝つ,גבר
1059,siegen::V,勝つ,נצח
1060,ärgern::V,怒らせる,עצבן
1061,schlagen::V,殴る,הכה
1062,schlagen::V,殴る,הלקה
1063,treten::V,蹴る,בעט
1064,stechen::V,突く,דקר
1065,stoßen::V,突く,דחק
1066,stehlen::V,盗る,גנב
1067,stören::V,構う,קטע
1068,stören::V,構う,הפריע
1069,belästigen::V,邪魔する,הציק
1070,belästigen::V,邪魔する,הטריד
1071,verbergen::V,隠す,הצניע
1072,täuschen::V,だます,שגע
1073,betrügen::V,だます,הונה
1074,töten::V,殺す,הרג
1075,wohnen::V,住む,גר
1076,arbeiten::V,働く,עבד
1077,sammeln::V,集める,אסף
1078,sammeln::V,収集する,אסף
1079,pflücken::V,摘む,קטף
1080,jagen::V,狩りをする,צד
1081,fischen::V,釣る,דג
1082,fassen::V,捕る,תפס
1083,hüten::V,放牧する,רעה
1084,treiben::V,追う,הוציא
1085,anbinden::V,繋ぐ,קשר
1086,füttern::V,餌をやる,הלעיט
1087,melken::V,搾乳する,חלב
1088,hacken::V,刻む,קצץ
1089,gießen::V,水をやる,השקה
1090,reifen::V,熟す,בשל
1091,zubereiten::V,調理する,הכין
1092,kochen::V,煮る,בשל
1093,backen::V,焼く,אפה
1094,braten::V,焼く,צלה
1095,braten::V,焼く,טגן
1096,braten::V,炒める,צלה
1097,braten::V,炒める,טגן
1098,umrühren::V,混ぜる,ערבב
1099,stricken::V,編む,סרג
1100,nähen::V,縫う,תפר
1101,färben::V,染める,צבע
1102,reinigen::V,掃除する,נקה
1103,waschen::V,洗う,רחץ
1104,waschen::V,洗う,כבס
1105,waschen::V,洗濯する,רחץ
1106,waschen::V,洗濯する,כבס
1107,abwischen::V,拭く,נגב
1108,spülen::V,洗う,שטף
1109,spülen::V,すすぐ,שטף
1110,fegen::V,掃除する,טאטא
1111,kehren::V,掃く,טאטא
1112,baden::V,入浴する,טבל
1113,baden::V,入浴する,שחה
1114,sich waschen::V,洗う,התרחץ
1115,ausziehen::V,脱ぐ,הוריד
1116,anziehen::V,着る,לבש
1117,sich anziehen::V,着る,התלבש
1118,kämmen::V,梳く,סרק
1119,schmücken::V,飾る,קשט
1120,sagen::V,言う,אמר
1121,sprechen::V,話す,דבר
1122,reden::V,話す,דבר
1123,sich unterhalten::V,話をする,שוחח
1124,fragen::V,聞く,שאל
1125,bitten::V,頼む,בקש
1126,bitten::V,お願いする,בקש
1127,erzählen::V,物語る,ספר
1128,mitteilen::V,伝える,מסר
1129,mitteilen::V,伝える,הודיע
1130,nennen::V,名づける,קרא בשם
1131,rufen::V,呼ぶ,גיס
1132,rufen::V,呼ぶ,הזמין לבוא
1133,prahlen::V,自慢する,התרברב
1134,übersetzen::V,訳す,תרגם
1135,denken::V,考える,חשב
1136,glauben::V,信じる,האמין
1137,bemerken::V,気が付く,הבחין
1138,erkennen::V,認識する,זהה
1139,begreifen::V,分かる,קלט
1140,begreifen::V,分かる,הבין
1141,verstehen::V,聞き取る,הבין
1142,lernen::V,学ぶ,למד
1143,lernen::V,勉強する,למד
1144,wissen::V,知っている,ידע
1145,sich erinnern an::V,思い出す,זכר
1146,vergessen::V,忘れる,שכח
1147,messen::V,計る,מדד
1148,messen::V,測定する,מדד
1149,zählen::V,数える,ספר
1150,rechnen::V,計算する,חשב
1151,lesen::V,読む,קרא
1152,malen::V,描く,ציר
1153,zeichnen::V,写生する,שרטט
1154,schreiben::V,書く,כתב
1155,besitzen::V,所持する,היה בעל של
1156,kaufen::V,買う,קנה
1157,kaufen::V,買う,רכש
1158,verkaufen::V,売る,מכר
1159,bezahlen::V,払う,שלם
1160,zahlen::V,支払う,שלם
1161,beherrschen::V,支配する,שלט
1162,ertragen::V,耐える,סבל
