,Concept_ID,cv,ca
749,geizig::A,хытӑ,avar
750,klug::A,ӑслӑ,intel·ligent
751,geschickt::A,ӑста,hàbil
752,lieb::A,савнӑ,amat
753,lieb::A,савнӑ,estimat
754,lustig::A,хаваслӑ,alegre
755,sanft::A,ачаш,suau
756,hungrig::A,выҫӑ,afamat
757,krank::A,чирлӗ,malālt
758,nackt::A,ҫара,nu
759,traurig::A,салхуллӑ,trist
760,lebendig::A,чӗрӗ,viu
761,gut::A,аван,bo
762,gut::A,лайӑх,bo
763,schlecht::A,япӑх,dolēnt
764,schlecht::A,начар,dolēnt
765,richtig::A,тӗрӗс,just
766,richtig::A,тӗрӗс,correcte
767,schlimm::A,йӗрӗнчӗк,greu
768,wahr::A,чӑн,vertader
769,wahr::A,чӑн,veritable
770,alt::A,кивӗ,vell
771,neu::A,ҫӗнӗ,nou
772,ehemalig::A,пулнӑ,antic
773,alt[Lebewesen]::A,ватӑ,vell
774,jung::A,яш,jove
775,jung::A,ҫамрӑк,jove
776,arm::A,чухӑн,pobre
777,reich::A,пуян,ric
778,bekannt::A,пӗлӗш,conegut
779,berühmt::A,чаплӑ,famós
780,fremd::A,ют,estrany
781,verschieden::A,расна,diferent
782,nah::A,ҫывӑх,pròxim
783,nah::A,ҫывӑхри,pròxim
784,fern::A,инҫе,llunyà
785,fern::A,инҫе,distant
786,fern::A,аякри,llunyà
787,fern::A,аякри,distant
788,linker::A,сулахай,esquerre
789,rechter::A,сылтӑм,dret
790,anderer::A,урӑх,altre
791,erster::A,пӗрремӗш,primer
792,zweiter::A,иккӗмӗш,segon
793,dritter::A,виҫҫӗмӗш,tercer
794,letzter::A,юлашки,últim
795,allein::ADV,пӗччен,sol
796,auf einmal::ADV,кӗмӗрккен,d'una vegada
797,zusammen::ADV,пӗрле,junt
798,lange::ADV,вӑрах,molt de temps
799,plötzlich::ADV,сасартӑк,de cop
800,plötzlich::ADV,сасартӑк,de sobte
801,sofort::ADV,тӳрех,de seguida
802,später::ADV,кайран,més tard
803,jetzt::ADV,халь,ara
804,jetzt::ADV,халӗ,ara
805,heute::ADV,паян,avūi
806,morgen::ADV,ыран,demà
807,bald::ADV,халех,aviāt
808,bald::ADV,кӗҫех,aviāt
809,dann::ADV,унтан,després
810,gestern::ADV,ӗнер,ahir
811,einst::ADV,пӗррехинче,anteriorment
812,damals::ADV,ун чухне,llavōrs
813,damals::ADV,ун чухне,aleshores
814,damals::ADV,апла пулсан,llavōrs
815,damals::ADV,апла пулсан,aleshores
816,danach::ADV,унтан,després
817,vorher::ADV,малтан,abāns
818,zuerst::ADV,пирвай,primer
819,einmal::ADV,пӗррехинче,una vegada
820,manchmal::ADV,хӑш чухне,de vegades
821,oft::ADV,тӑтӑш,sovint
822,immer::ADV,ялан,sempre
823,niemals::ADV,нихӑҫан та,no ... mai
824,hier::ADV,кунта,aquí
825,hierhin::ADV,кунта,per aquí
826,von hier::ADV,кунтан,des d'aquí
827,dort::ADV,унта,allí
828,dort::ADV,ҫавӑнта,allí
829,dorthin::ADV,унта,hi
830,dorthin::ADV,ҫавӑнта,hi
831,geradeaus::ADV,тикӗс,tot dret
832,vorwärts::ADV,малалла,endavānt
833,rückwärts::ADV,хыҫала,endarrera
834,zurück::ADV,каялла,darrere
835,unten::ADV,аялта,a baix
836,hinab::ADV,аялта,cap avall
837,oben::ADV,ҫӳлте,dalt
838,hinauf::ADV,ҫӳле,cap amunt
839,überall::ADV,таҫта та,pertot
840,überall::ADV,таҫта та,per tot arreu
841,überall::ADV,пур ҫӗрте те,pertot
842,überall::ADV,пур ҫӗрте те,per tot arreu
843,überall::ADV,кирек ӑҫта та,pertot
844,überall::ADV,кирек ӑҫта та,per tot arreu
845,nicht::ADV,мар,no
846,ein wenig::ADV,пӑртак,una mica
847,kaum::ADV,аран,a penes
848,sehr::ADV,питӗ,molt
849,so::ADV,апла,així
850,noch::ADV,татах,encara
851,nur::ADV,ҫех,només
852,schon::ADV,ӗнтӗ,ja
853,wieder::ADV,каллех,de nou
854,vergebens::ADV,харам,en va
855,vor::PRP,умӗнче,davānt
856,vor::PRP,умӗнче,enfront de
857,hinter::PRP,кайра,darrera
858,unter::PRP,айне,sota
859,unter::PRP,айӗпе,sota
860,unter::PRP,айӗнче,sota
861,unter::PRP,ҫитеспе,sota
862,durch::PRP,витӗр,per
863,neben::PRP,патӗнче,al costāt de
864,zwischen::PRP,хушшинче,entre
865,wegen::PRP,пула,a causa de
866,wegen::PRP,пирки,a causa de
867,dies::PRN,ку,aquest
868,dies::PRN,ҫак,aquest
869,das::PRN,ҫав,això
870,alles::PRN,пурте,tot
871,alles::PRN,йӑлт,tot
872,ich::PRN,эп,jo
873,du::PRN,эс,tu
874,er::PRN,вӑл,ell
875,wir::PRN,эпир,nosaltres
876,ihr::PRN,эсир,vosaltres
877,sie::PRN,вӗсем,ells
878,sie::PRN,вӗсем,elles
879,was::FPRN,мӗн,què
880,was::FPRN,мӗскер,què
881,was::FPRN,мӗн те пулин,què
882,wer::FPRN,кам,qui
883,wo::FADV,ӑҫта,on
884,wohin::FADV,ӑҫта,cap a on
885,wie::FADV,епле,com
886,wie::FADV,мӗнле,com
887,warum::FADV,ма,per què
888,warum::FADV,мӗншӗн,per què
889,wieviel::FNUM,миҫе,quant
890,eins::NUM,пӗр,u
891,eins::NUM,пӗрре,u
892,zwei::NUM,ик,dos
893,zwei::NUM,икӗ,dos
894,zwei::NUM,иккӗ,dos
895,drei::NUM,виҫ,tres
896,drei::NUM,виҫӗ,tres
897,drei::NUM,виҫҫӗ,tres
898,vier::NUM,тӑват,quatre
899,fünf::NUM,пилӗк,cinc
900,fünf::NUM,пиллӗк,cinc
901,sechs::NUM,улт,sis
902,sechs::NUM,ултӑ,sis
903,sechs::NUM,улттӑ,sis
904,sieben::NUM,ҫич,set
905,sieben::NUM,ҫичӗ,set
906,sieben::NUM,ҫиччӗ,set
907,acht::NUM,сакӑр,vuit
908,acht::NUM,саккӑр,vuit
909,neun::NUM,тӑхӑр,nou
910,neun::NUM,тӑххӑр,nou
911,zehn::NUM,вунӑ,deu
912,zehn::NUM,вуннӑ,deu
913,elf::NUM,вун пӗр,onze
914,zwölf::NUM,вун ик,dotze
915,zwölf::NUM,вун икӗ,dotze
916,zwölf::NUM,вун иккӗ,dotze
917,zwanzig::NUM,ҫирӗм,vint
918,dreißig::NUM,вӑтӑр,trenta
919,vierzig::NUM,хӗрӗх,quaranta
920,fünfzig::NUM,аллӑ,cinquanta
921,sechzig::NUM,утмӑл,seixanta
922,siebzig::NUM,ҫитмӗл,setanta
923,achtzig::NUM,сакӑр вунӑ,vuitanta
924,achtzig::NUM,сакӑр вуннӑ,vuitanta
925,neunzig::NUM,тӑхӑр вун,noranta
926,neunzig::NUM,тӑхӑр вунӑ,noranta
927,neunzig::NUM,тӑхӑр вуннӑ,noranta
928,hundert::NUM,ҫӗр,cent
929,tausend::NUM,пин,mil
930,und::CNJ,та,i
931,oder::CNJ,е,o
932,stehen::V,тӑр,estar de peu
933,sitzen::V,лар,seure
934,liegen::V,вырт,jeure
935,hängen::V,усӑнса тӑр,penjar
936,hängen::V,ҫакӑнса тӑр,penjar
937,werden::V,пул,fer-se
938,werden::V,пул,posar-se
939,passieren::V,пул,succeir
940,beginnen::V,пуҫлан,iniciar-se
941,enden::V,пӗт,acabar-se
942,enden::V,пӗт,terminar-se
943,enden::V,вӗҫлен,acabar-se
944,enden::V,вӗҫлен,terminar-se
945,wechseln::V,улшӑн,canviar
946,aufgehen[Sonne]::V,тух,sortir
947,untergehen[Sonne]::V,анса лар,posar-se
948,scheinen[Sonne]::V,пӑх,brillar
949,donnern::V,кӗмсӗртет,tronar
950,donnern::V,авӑт,tronar
951,wehen::V,варкӑш,bufar
952,strömen::V,тӑкӑн,afluir
953,fließen::V,юх,fluir
954,sich drehen::V,ҫаврӑн,girar
955,schwanken::V,чӳхен,vacil·lar
956,schwingen::V,суллан,oscil·lar
957,fallen::V,кип,caure
958,fallen::V,кип,tombar
959,fallen::V,тӳр кип,caure
960,fallen::V,тӳр кип,tombar
961,fallen::V,татӑлса ан,caure
962,fallen::V,татӑлса ан,tombar
963,brennen::V,ҫун,cremar
964,rauchen::V,мӑкӑрлан,fumejar
965,rauchen::V,тӗтӗм кӑлар,fumejar
966,regnen::V,ҫумӑр ҫӑвать,ploure
967,gefrieren::V,шӑн,gelar-se
968,tauen::V,ирӗл,fondre's
969,schmelzen::V,ирӗл,fondre's
970,trocknen::V,тип,assecar-se
971,sieden::V,вӗре,bullir
972,faulen::V,ҫӗр,podrir-se
973,verfaulen::V,ҫӗр,podrir-se
974,reißen::V,ҫурӑл,trencar-se
975,versinken::V,пут,enfonsar-se
976,vergehen::V,ирт,passar
977,erscheinen::V,курӑн,aparèixer
978,erscheinen::V,курӑнса кай,aparèixer
979,verschwinden::V,ҫухал,desaparèixer
980,sinken::V,чак,baixar
981,sinken::V,чак,descendir
982,abnehmen::V,чак,decréixer
983,zunehmen::V,пысӑклан,augmentar
984,steigen::V,ҫӗклен,pujar
985,wachsen::V,ӳс,créixer
986,glänzen::V,ҫиҫ,brillar
987,glänzen::V,ҫиҫ,resplendir
988,funkeln::V,ялкӑш,espurnejar
989,funkeln::V,йӑлтӑртат,espurnejar
990,lärmen::V,шавла,fer soroll
991,läuten::V,шӑнкӑравла,sonar
992,klingeln::V,шӑнкӑравла,trucar
993,klirren::V,калтлат,dringar
994,klirren::V,шӑнкӑлтат,dringar
995,brausen::V,ахӑр,rugir
996,rauschen::V,вашӑлтат,murmurar
997,rauschen::V,чашӑлтат,murmurar
998,klingen::V,янӑра,sonar
999,bellen::V,вӗр,lladrar
1000,heulen::V,ула,udolar
1001,blasen::V,вӗр,bufar
1002,pfeifen::V,шӑхӑр,xiular
1003,schreien::V,кӑшкӑр,cridar
1004,stöhnen::V,йынӑш,gemegar
1005,zittern::V,чӗтре,tremolar
1006,leben::V,пурӑн,vīure
1007,geboren werden::V,ҫурал,néixer
1008,atmen::V,сывла,respirar
1009,trinken::V,ӗҫ,beure
1010,essen::V,ҫи,menjar
1011,schlucken::V,ҫӑт,empassar-se
1012,müde werden::V,ӗшен,cansar-se
1013,einschlafen::V,ыйха пут,adormir-se
1014,einschlafen::V,ҫывӑрса кай,adormir-se
1015,schlafen::V,ҫывӑр,dormir
1016,aufwachen::V,вӑран,despertar-se
1017,aufstehen::V,тӑр,llevar-se
1018,sich erholen::V,кан,descansar
1019,krank werden::V,чирле,posar-se malalt
1020,krank sein::V,чирле,estar malalt
1021,schmerzen::V,сур,doldre
1022,schmerzen::V,ырат,doldre
1023,husten::V,ӳсӗр,tossir
1024,genesen::V,сывал,recuperar-se
1025,genesen::V,тӳрлен,recuperar-se
1026,sterben::V,вил,morir
1027,umkommen::V,вил,perir
1028,sich bewegen::V,куҫ,moure's
1029,sich rühren::V,хускал,moure's
1030,sich erheben::V,тӑр,aixecar-se
1031,sich setzen::V,лар,asseure's
1032,hinfallen::V,ӳк,caure's
1033,laufen::V,ут,caminar
1034,schreiten::V,ут,procedir
1035,spazierengehen::V,уҫӑлса ҫӳре,passejar
1036,spazierengehen::V,уткаласа ҫӳре,passejar
1037,eilen::V,васка,anar corrent
1038,eilen::V,хыпалан,anar corrent
1039,sich beeilen::V,васка,afanyar-se
1040,sich beeilen::V,хыпалан,afanyar-se
1041,sausen::V,ыткӑн,córrer
1042,sausen::V,вӗҫтер,córrer
1043,rennen::V,чуп,córrer
1044,springen::V,сик,saltar
1045,klettern::V,улӑх,escalar
1046,schaukeln::V,йӳрӗн,gronxar-se
1047,schaukeln::V,йӳрӗн,balancejar-se
1048,kriechen::V,шу,reptar
1049,kriechen::V,шу,arrossegar-se
1050,kriechen::V,упален,reptar
1051,kriechen::V,упален,arrossegar-se
1052,schwimmen::V,иш,nadar
1053,tauchen::V,чӑм,bussejar
1054,tauchen::V,чӑм,submergir-se
1055,rudern::V,авӑс,remar
1056,fahren::V,пыр,anar
1057,fliegen::V,вӗҫ,volar
1058,gehen::V,кай,caminar
1059,weggehen::V,кай,anar-se'n
1060,abfahren::V,тапран,partir
1061,anhalten::V,чарӑн,aturar-se
1062,hineingehen::V,кӗр,entrar
1063,eintreten::V,кӗр,entrar
1064,kommen::V,кил,venir
1065,ankommen::V,ҫит,arribar
1066,zurückkommen::V,таврӑн,tornar
1067,zurückkommen::V,каялла кил,tornar
1068,bleiben::V,юл,quedar-se
1069,warten::V,кӗт,esperar
1070,erwarten::V,кӗт,esperar
1071,suchen::V,шыра,buscar
1072,finden::V,туп,trobar
1073,versuchen::V,пикен,intentar
1074,vorbereiten::V,хатӗрле,preparar
1075,lieben::V,юрат,estimar
1076,mögen::V,кӑмӑлла,agradar a
1077,mögen::V,килӗштер,agradar a
1078,lachen::V,кул,riure
1079,lachen::V,ахӑлтат,riure
1080,rühren::V,ҫулӑх,commoure
1081,rühren::V,ҫулӑх,emocionar
1082,weinen::V,йӗр,plorar
1083,weinen::V,макӑр,plorar
1084,schimpfen::V,вӑрҫ,renyar
1085,schimpfen::V,ятлаҫ,renyar
1086,sich ärgern::V,ҫиллен,enfadar-se
1087,sich fürchten::V,шиклен,tenir por
1088,fürchten::V,хӑра,témer
1089,fliehen::V,тар,fugir
1090,flüchten::V,чупса тар,refugiar-se
1091,sehen::V,кур,veure
1092,anschauen::V,пӑхса ил,mirar
1093,ansehen::V,пӑх,mirar
1094,hören::V,илт,oir
1095,zuhören::V,итле,escoltar
1096,zuhören::V,тӑнла,escoltar
1097,probieren::V,астив,provar
1098,riechen::V,шӑршла,olorar
1099,fühlen::V,туй,sentīr
1100,fühlen::V,сис,sentīr
1101,scheinen::V,туйӑн,semblar
1102,zu sehen sein::V,курӑн,poder-se veure
1103,vernehmen::V,пӑл,percebre
1104,frieren::V,йӳтен,tenir fred
1105,tun::V,ту,fer
1106,können::V,пултар,poder
1107,wollen::V,те,voler
1108,anfangen::V,пуҫла,iniciar
1109,beenden::V,пӗтер,acabar
1110,aufhören::V,пӑрах,deixar
1111,gelingen::V,ӑн,sortir bé
1112,geraten::V,пул,sortir
1113,öffnen::V,уҫ,obrir
1114,schließen::V,хуп,tancar
1115,stellen::V,ларт,posar
1116,stellen::V,ларт,col·locar
1117,stellen::V,тӑрат,posar
1118,stellen::V,тӑрат,col·locar
1119,setzen::V,ларт,assentar
1120,legen::V,хур,posar
1121,berühren::V,перӗн,tocar
1122,verbinden::V,сып,unir
1123,verbinden::V,сып,connectar
1124,bedecken::V,вит,tapar
1125,bedecken::V,вит,cobrir
1126,aufhängen::V,ҫак,penjar
1127,anzünden::V,ҫут,encendre
1128,aufheben::V,ҫӗкле,aixecar
1129,zurücklassen::V,манса хӑвар,deixar
1130,verlieren::V,ҫӗтер,pērdre
1131,fallen lassen::V,ӳкер,deixar caure
1132,machen::V,ту,fer
1133,herstellen::V,ӑстала,producir
1134,bauen::V,ту,construir
1135,reparieren::V,юса,reparar
1136,verbessern::V,лайӑхлат,millorar
1137,ändern::V,улӑштар,canviar
1138,graben::V,чав,cavar
1139,graben::V,чакала,cavar
1140,beugen::V,кукӑрт,doblegar
1141,biegen::V,ав,corbar
1142,biegen::V,ав,arquejar
1143,biegen::V,кукӑрт,corbar
1144,biegen::V,кукӑрт,arquejar
1145,drehen::V,ҫавӑр,girar
1146,wenden::V,ӳпӗнтер,girar
1147,umdrehen::V,ҫавӑр,voltar
1148,heben::V,хӑпарт,pujar
1149,heben::V,хӑпарт,aixecar
1150,hochheben::V,йӑт,aixecar
1151,ergreifen::V,тыт,agafar
1152,halten::V,тыт,mantenir
1153,drücken::V,пус,prémer
1154,drücken::V,пус,estrènyer
1155,schieben::V,тӗк,empènyer
1156,schieben::V,тӗрт,empènyer
1157,kratzen::V,хыр,raspar
1158,lecken::V,ҫула,llepar
1159,beißen::V,ҫырт,mossegar
1160,beißen::V,хып,mossegar
1161,abreißen::V,тат,arrencar
1162,abschneiden::V,кас,tallar
1163,binden::V,ҫых,lligar
1164,stecken::V,чик,ficar
1165,brechen::V,хуҫ,trencar
1166,klopfen::V,такка,trucar
1167,hauen::V,шакка,picar
1168,hauen::V,шакка,colpejar
1169,kleben::V,ҫыпӑҫтар,enganxar
1170,reiben::V,сӑтӑр,fregar
1171,streichen::V,сӗр,untar
1172,schleifen::V,хӑйра,afilar
1173,schleifen::V,хӑйра,esmolar
1174,schneiden::V,кас,tallar
1175,rütteln::V,лӑка,sacsejar
1176,rütteln::V,силлентер,sacsejar
1177,schütteln::V,лӑка,agitar
1178,schütteln::V,лӑка,sacsejar
1179,schütteln::V,силлентер,agitar
1180,schütteln::V,силлентер,sacsejar
1181,schwenken::V,сулла,agitar
1182,schütten::V,тултар,abocar
1183,füllen::V,тултар,omplir
1184,einwickeln::V,чӗрке,embolicar
1185,tragen::V,ҫӗкле,dur
1186,tragen::V,ҫӗкле,portar
1187,schleppen::V,сӗтӗр,arrossegar
1188,ziehen::V,тӑс,tirar
1189,ziehen::V,тӑс,estirar
1190,aufbewahren::V,усра,conservar
1191,werfen::V,пӑрах,llançar
1192,fangen::V,тыт,agafar
1193,fangen::V,тыт,atrapar
1194,packen::V,тыт,engrapar
1195,verstecken::V,пытарса хур,amagar
1196,teilen::V,уйӑр,dividir
1197,teilen::V,пайла,dividir
1198,schicken::V,яр,enviar
1199,bringen::V,кӳр,portar
1200,hinzufügen::V,хуш,afegir
1201,bekommen::V,ил,obtenir
1202,bekommen::V,туян,obtenir
1203,erhalten::V,ил,rebre
1204,erhalten::V,туян,rebre
1205,nehmen::V,ил,prendre
1206,wählen::V,суйла,triar
1207,wählen::V,суйла,elegir
1208,auswählen::V,суйла,escollir
1209,auswählen::V,суйла,seleccionar
1210,bewahren::V,упра,conservar
1211,behindern::V,кансӗрле,impedir
1212,behindern::V,кансӗрле,obstaculitzar
1213,behindern::V,чӑрмантар,impedir
1214,behindern::V,чӑрмантар,obstaculitzar
1215,verderben::V,пӑс,espatllar
1216,beschädigen::V,пӑс,danyar
1217,beschädigen::V,пӑс,destrossar
1218,zerbrechen::V,ват,trencar
1219,zerbrechen::V,ҫӗмӗр,trencar
1220,zerreißen::V,ҫур,estripar
1221,zerstören::V,иш,destruir
1222,verbrennen::V,ҫунтар,cremar
1223,geben::V,пар,donar
1224,reichen::V,пар,passar
1225,schenken::V,парнеле,regalar
1226,versprechen::V,тума пул,prometre
1227,versprechen::V,сӑмах пар,prometre
1228,wünschen::V,сун,desitjar
1229,loben::V,ырла,elogiar
1230,küssen::V,чуп ту,fer un petó a
1231,wiegen::V,сиктер,bressolar
1232,wiegen::V,силле,bressolar
1233,zudecken::V,вит,tapar
1234,zudecken::V,вит,cobrir
1235,wecken::V,вӑрат,despertar
1236,zeigen::V,кӑтарт,mostrar
1237,zeigen::V,кӑтарт,ensenyar
1238,führen::V,илсе пыр,guiar
1239,führen::V,илсе пыр,conduir
1240,führen::V,ҫавӑтса пыр,guiar
1241,führen::V,ҫавӑтса пыр,conduir
1242,lehren::V,вёрент,ensenyar
1243,unterrichten::V,вёрент,ensenyar
1244,aufziehen::V,вӗрент,criar
1245,leiten::V,тытса пыр,dirigir
1246,antreiben::V,васкат,impel·lir
1247,lassen::V,пусахла,fer
1248,lassen::V,хуш,fer
1249,einladen::V,чӗн,invitar
1250,einladen::V,чӗн,convidar
1251,vereinigen::V,пӗрлештер,unir
1252,besuchen::V,ҫит,visitar
1253,besuchen::V,ҫит,anar a veure
1254,besuchen::V,кӗрсе кур,visitar
1255,besuchen::V,кӗрсе кур,anar a veure
1256,treffen::V,тӗл пул,trobar
1257,sich versammeln::V,пуҫтарӑн,reunir-se
1258,spielen::V,выля,jugar
1259,singen::V,юрла,cantār
1260,tanzen::V,ташла,ballar
1261,sich trennen::V,уйрӑл,separar-se
1262,verlassen::V,хӑвар,deixar
1263,verlassen::V,хӑвар,abandonar
1264,retten::V,ҫӑл,salvar
1265,bewachen::V,хуралла,vigilar
1266,schützen::V,сыхла,protegir
1267,verteidigen::V,хӳтӗле,defensar
1268,sich schlagen::V,ҫапӑҫ,barallar-se
1269,schießen::V,пер,tirar
1270,schießen::V,пер,disparar
1271,siegen::V,ҫӗн,vèncer
1272,siegen::V,ҫӗнтер,vèncer
1273,ärgern::V,тарӑхтар,enfadar
1274,ärgern::V,ҫиллентер,enfadar
1275,schlagen::V,ҫап,pegar
1276,schlagen::V,ҫап,colpejar
1277,treten::V,тап,donar un cop de peu a
1278,stechen::V,чик,punxar
1279,stechen::V,чик,apunyalar
1280,stoßen::V,чыш,empènyer
1281,stehlen::V,вӑрла,robar
1282,stören::V,кансӗрле,molestar
1283,belästigen::V,аптӑрат,importunar
1284,belästigen::V,хупла,importunar
1285,verbergen::V,пытар,amagar
1286,verbergen::V,пытар,ocultar
1287,täuschen::V,суй,enganyar
1288,betrügen::V,ултала,estafar
1289,töten::V,вӗлер,matar
1290,wohnen::V,чуна пар,vīure
1291,wohnen::V,чуна пар,habitar
1292,wohnen::V,парӑнса тӑр,vīure
1293,wohnen::V,парӑнса тӑр,habitar
1294,arbeiten::V,ӗҫле,treballar
1295,sammeln::V,пух,col·leccionar
1296,pflücken::V,тат,collir
1297,jagen::V,сунара ҫӳре,caçar
1298,fischen::V,пулӑ тыт,pescar
1299,fassen::V,тыт,atrapar
1300,hüten::V,кӗт,pasturar
1301,treiben::V,хӑвала,arriar
1302,anbinden::V,кӑкар,lligar
1303,füttern::V,ҫитер,donar menjar a
1304,melken::V,су,munyir
1305,hacken::V,вакла,picar
1306,hacken::V,вакла,tallar
1307,gießen::V,шӑвар,regar
1308,reifen::V,пиҫ,madurar
1309,zubereiten::V,пӗҫер,preparar
1310,kochen::V,пӗҫер,coure
1311,backen::V,пӗҫер,coure al forn
1312,braten::V,ӑшала,rostir
1313,umrühren::V,хутӑштар,remenar
1314,stricken::V,ҫых,tricotar
1315,stricken::V,ҫых,fer punt de mitja
1316,nähen::V,ҫӗле,cosir
1317,färben::V,пӗвет,tenyir
1318,reinigen::V,тасат,netejar
1319,waschen::V,ҫу,rentār
1320,abwischen::V,шӑл,eixugar
1321,spülen::V,чӳхе,esbandir
1322,fegen::V,шӑл,escombrar
1323,kehren::V,шӑл,escombrar
1324,baden::V,шыва кӗр,banyar-se
1325,sich waschen::V,ҫӑвӑн,rentār-se
1326,ausziehen::V,салан,treure's
1327,anziehen::V,тӑхӑн,posar-se
1328,sich anziehen::V,тӑхӑн,vestir-se
1329,kämmen::V,тура,pentinar
1330,schmücken::V,илемлет,adornar
1331,sagen::V,те,dir
1332,sprechen::V,кала,parlar
1333,reden::V,сӑмахла,parlar
1334,reden::V,калаҫ,parlar
1335,sich unterhalten::V,пупле,conversar
1336,fragen::V,ыйт,preguntar
1337,bitten::V,ыйт,demanar
1338,erzählen::V,каласа пар,contar
1339,erzählen::V,каласа пар,explicar
1340,mitteilen::V,пӗлтер,comunicar
1341,mitteilen::V,хыпарла,comunicar
1342,nennen::V,те,nomenar
1343,nennen::V,чӗн,nomenar
1344,rufen::V,чӗн,cridar
1345,prahlen::V,мухтан,lloar-se
1346,prahlen::V,мухтан,jactar-se
1347,prahlen::V,вӗҫкӗнлен,lloar-se
1348,prahlen::V,вӗҫкӗнлен,jactar-se
1349,übersetzen::V,куҫар,traduir
1350,denken::V,шухӑшла,pensar
1351,glauben::V,ӗнен,creure
1352,bemerken::V,асӑрха,notar
1353,erkennen::V,палла,reconèixer
1354,begreifen::V,ӑнлан,comprendre
1355,verstehen::V,пӗл,entendre
1356,lernen::V,вӗрен,aprendre
1357,wissen::V,пӗл,saber
1358,wissen::V,ӑнкар,saber
1359,sich erinnern an::V,аса ил,recordar
1360,vergessen::V,ман,oblidar
1361,vergessen::V,манса кай,oblidar
1362,messen::V,виҫ,mesurar
1363,zählen::V,шутла,comptar
1364,rechnen::V,шутла,calcular
1365,lesen::V,вула,llegir
1366,malen::V,ӳкер,pintar
1367,zeichnen::V,ӳкер,dibuixar
1368,schreiben::V,ҫыр,escrīure
1369,besitzen::V,тыт,posseir
1370,kaufen::V,ил,comprar
1371,kaufen::V,туян,comprar
1372,verkaufen::V,сут,vendre
1373,bezahlen::V,тӳле,pagar
1374,zahlen::V,тӳле,pagar per
1375,beherrschen::V,тыт,dominar
1376,ertragen::V,тӳс,aguantar
1377,Bauch::N,,panxa
