,Concept_ID,no,el
757,hinauf::ADV,opp,προς τα πάνω
758,hinauf::ADV,oppover,προς τα πάνω
759,überall::ADV,overalt,παντού
760,nicht::ADV,ikke,δεν
761,ein wenig::ADV,litt,λιγάκι
762,kaum::ADV,neppe,μόλις
763,sehr::ADV,svært,πολύ
764,so::ADV,så,έτσι
765,noch::ADV,enda,ακόμα
766,nur::ADV,bare,μόνο
767,schon::ADV,alt,ήδη
768,schon::ADV,alt,κιόλας
769,schon::ADV,allerede,ήδη
770,schon::ADV,allerede,κιόλας
771,wieder::ADV,igjen,ξανά
772,vergebens::ADV,forgjeves,μάταια
773,vor::PRP,foran,μπροστά σε
774,vor::PRP,foran,μπροστά από
775,vor::PRP,utenfor,μπροστά σε
776,vor::PRP,utenfor,μπροστά από
777,hinter::PRP,bak,πίσω από 
778,hinter::PRP,bakom,πίσω από 
779,unter::PRP,under,υπό
780,unter::PRP,under,κάτω από
781,durch::PRP,gjennom,διά
782,durch::PRP,gjennom,διά μέσου
783,durch::PRP,igjennom,διά
784,durch::PRP,igjennom,διά μέσου
785,neben::PRP,ved siden av,δίπλα σε
786,zwischen::PRP,mellom,μεταξύ
787,zwischen::PRP,mellom,ανάμεσα σε
788,wegen::PRP,på grunn av,για
789,wegen::PRP,på grunn av,λόγω
790,dies::PRN,dette,αυτό
791,das::PRN,det,το
792,alles::PRN,alt,όλα
793,ich::PRN,jeg,εγώ
794,du::PRN,du,σύ
795,du::PRN,du,εσύ
796,er::PRN,han,αυτός
797,wir::PRN,vi,εμείς
798,ihr::PRN,dere,εσείς
799,sie::PRN,de,αυτοί
800,was::FPRN,hva,τι
801,wer::FPRN,hvem,ποιος
802,wo::FADV,hvor,πού
803,wohin::FADV,hvor ... hen,πού
804,wohin::FADV,hvor ... hen,για πού
805,wie::FADV,hvordan,πώς
806,warum::FADV,hvorfor,γιατί
807,wieviel::FNUM,hvor mye,πόσος
808,eins::NUM,en,ένα
809,eins::NUM,ett,ένα
810,zwei::NUM,to,δύο
811,drei::NUM,tre,τρία
812,drei::NUM,tre,τρεις
813,vier::NUM,fire,τέσσερα
814,vier::NUM,fire,τέσσερις
815,fünf::NUM,fem,πέντε
816,sechs::NUM,seks,έξι
817,sieben::NUM,sju,εφτά
818,acht::NUM,åtte,οχτώ
819,neun::NUM,ni,εννιά
820,zehn::NUM,ti,δέκα
821,elf::NUM,elleve,έντεκα
822,zwölf::NUM,tolv,δώδεκα
823,zwanzig::NUM,tjue,είκοσι
824,dreißig::NUM,tretti,τριάντα
825,vierzig::NUM,førti,σαράντα
826,fünfzig::NUM,femti,πενήντα
827,sechzig::NUM,seksti,εξήντα
828,siebzig::NUM,sytti,εβδομήντα
829,achtzig::NUM,åtti,ογδόντα
830,neunzig::NUM,nitti,ενενήντα
831,hundert::NUM,hundre,εκατό
832,tausend::NUM,tusen,χίλιοι
833,und::CNJ,og,και
834,oder::CNJ,eller,ή
835,stehen::V,stå,στέκομαι
836,stehen::V,stå,είμαι όρθιος
837,sitzen::V,sitte,κάθομαι
838,liegen::V,ligge,είμαι ξαπλωμένος
839,hängen::V,henge,κρέμομαι
840,werden::V,bli,γίνομαι
841,passieren::V,skje,συμβαίνω
842,passieren::V,hende,συμβαίνω
843,beginnen::V,begynne,αρχίζω
844,enden::V,ende,τελειώνω
845,enden::V,slutte,τελειώνω
846,wechseln::V,veksle,αλλάζω
847,aufgehen[Sonne]::V,stå opp,βγαίνω
848,aufgehen[Sonne]::V,stå opp,ανατέλλω
849,untergehen[Sonne]::V,gå ned,δύω
850,untergehen[Sonne]::V,gå ned,βασιλεύω
851,scheinen[Sonne]::V,skinne,λάμπω
852,donnern::V,tordne,βροντώ
853,wehen::V,blåse,φυσώ
854,strömen::V,strømme,ρέω
855,strömen::V,strømme,τρέχω
856,fließen::V,flyte,ρέω
857,sich drehen::V,dreie seg,γυρίζω
858,sich drehen::V,dreie seg,στρέφομαι
859,schwanken::V,svaie,ταλαντεύομαι
860,schwingen::V,svinge,αιωρούμαι
861,schwingen::V,svinge,ταλαντεύομαι
862,fallen::V,falle,πέφτω
863,brennen::V,brenne,καίω
864,rauchen::V,ryke,καπνίζω
865,regnen::V,regne,βρέχω
866,gefrieren::V,fryse,παγώνω
867,tauen::V,tine,λειώνω
868,schmelzen::V,smelte,λειώνω
869,trocknen::V,tørre,στεγνώνω
870,sieden::V,koke,βράζω
871,faulen::V,råtne,σαπίζω
872,verfaulen::V,råtne,σαπίζω
873,reißen::V,briste,σχίζω
874,versinken::V,synke,βουλιάζω
875,versinken::V,synke,βυθίζομαι
876,versinken::V,synke ned,βουλιάζω
877,versinken::V,synke ned,βυθίζομαι
878,vergehen::V,forløpe,περνώ
879,erscheinen::V,synes,εμφανίζομαι
880,verschwinden::V,forsvinne,χάνομαι
881,verschwinden::V,forsvinne,εξαφανίζομαι
882,sinken::V,synke,κατεβαίνω
883,abnehmen::V,avta,μειώνομαι 
884,abnehmen::V,minske,μειώνομαι 
885,zunehmen::V,tilta,αυξάνω
886,zunehmen::V,tilta,μεγαλώνω
887,steigen::V,stige,ανεβαίνω
888,wachsen::V,gro,μεγαλώνω
889,wachsen::V,vokse,μεγαλώνω
890,glänzen::V,skinne,γυαλίζω
891,funkeln::V,tindre,αστράφτω
892,funkeln::V,tindre,σπιθοβολώ
893,lärmen::V,bråke,θορυβώ
894,läuten::V,ringe,χτυπώ 
895,klingeln::V,ringe,κουδουνίζω
896,klirren::V,klirre,κουδουνίζω
897,brausen::V,bruse,βουΐζω
898,rauschen::V,suse,βουΐζω
899,klingen::V,lyde,ηχώ
900,klingen::V,klinge,ηχώ
901,bellen::V,gjø,γαυγίζω
902,bellen::V,bjeffe,γαυγίζω
903,heulen::V,ule,ουρλιάζω
904,blasen::V,blåse,φυσώ
905,pfeifen::V,plystre,σφυρίζω
906,schreien::V,skrike,κραυγάζω
907,stöhnen::V,stønne,βογγώ
908,zittern::V,dirre,τρέμω
909,zittern::V,skjelve,τρέμω
910,leben::V,leve,ζω
911,geboren werden::V,fødes,γεννιέμαι
912,atmen::V,ånde,αναπνέω
913,atmen::V,puste,αναπνέω
914,trinken::V,drikke,πίνω
915,essen::V,spise,τρώω
916,schlucken::V,svelge,καταπίνω
917,müde werden::V,bli trett,κουράζομαι
918,einschlafen::V,sovne,αποκοιμιέμαι
919,schlafen::V,sove,κοιμάμαι
920,aufwachen::V,våkne,ξυπνώ
921,aufstehen::V,stå opp,σηκώνομαι
922,sich erholen::V,bli bra,ξεκουράζομαι
923,sich erholen::V,komme seg,ξεκουράζομαι
924,krank werden::V,bli syk,αρρωσταίνω
925,krank sein::V,være syk,ασθενώ
926,schmerzen::V,gjøre vondt,πονώ
927,husten::V,hoste,βήχω
928,genesen::V,komme seg,θεραπεύομαι
929,sterben::V,dø,πεθαίνω
930,umkommen::V,omkomme,πεθαίνω
931,sich bewegen::V,bevege seg,κουνιέμαι
932,sich rühren::V,røre på seg,σαλεύω
933,sich erheben::V,reise seg,επαναστατώ
934,sich setzen::V,sette sig,κάθομαι
935,hinfallen::V,falle over ende,πέφτω κάτω
936,laufen::V,løpe,τρέχω
937,schreiten::V,skride,βαδίζω
938,spazierengehen::V,spasere,κάνω βόλτα
939,spazierengehen::V,spasere,πηγαίνω περίπατο
940,spazierengehen::V,gå en tur,κάνω βόλτα
941,spazierengehen::V,gå en tur,πηγαίνω περίπατο
942,eilen::V,ile,σπεύδω
943,sich beeilen::V,skynde seg,βιάζομαι
944,sausen::V,suse,τρέχω γρήγορα
945,rennen::V,løpe,τρέχω
946,springen::V,hoppe,πηδώ
947,springen::V,springe,πηδώ
948,klettern::V,klatre,σκαρφαλώνω
949,schaukeln::V,huske,κουνιέμαι
950,kriechen::V,krype,έρπω
951,kriechen::V,krype,σέρνομαι
952,schwimmen::V,svømme,κολυμπώ
953,tauchen::V,dykke,βουτώ
954,rudern::V,ro,κωπηλατώ
955,fahren::V,kjøre,πηγαίνω
956,fliegen::V,fly,πετώ
957,gehen::V,gå,βαδίζω
958,gehen::V,gå,πηγαίνω
959,weggehen::V,gå bort,φεύγω
960,abfahren::V,reise,ξεκινώ
961,abfahren::V,reise,αναχωρώ
962,anhalten::V,stanse,σταματώ
963,hineingehen::V,gå inn,μπαίνω
964,eintreten::V,tre inn,μπαίνω
965,eintreten::V,tre inn,εισέρχομαι
966,kommen::V,komme,έρχομαι
967,ankommen::V,ankomme,φτάνω
968,ankommen::V,komme til,φτάνω
969,zurückkommen::V,komme tilbake,επιστρέφω
970,bleiben::V,bli,μένω
971,bleiben::V,forbli,μένω
972,warten::V,vente,περιμένω
973,erwarten::V,vente,αναμένω
974,erwarten::V,vente,περιμένω
975,suchen::V,søke,ψάχνω
976,finden::V,finne,βρίσκω
977,versuchen::V,prøve,προσπαθώ
978,versuchen::V,forsøke,προσπαθώ
979,vorbereiten::V,forberede,προετοιμάζω
980,lieben::V,elske,αγαπώ
981,mögen::V,like,μου αρέσει
982,lachen::V,le,γελώ
983,rühren::V,røre,συγκινώ
984,weinen::V,gråte,κλαίω
985,schimpfen::V,skjelle,βρίζω
986,sich ärgern::V,ergre seg,θυμώνω
987,sich fürchten::V,være redd,φοβάμαι
988,fürchten::V,være redd for,φοβάμαι
989,fliehen::V,rømme,φεύγω
990,fliehen::V,flykte,φεύγω
991,flüchten::V,flykte,δραπετεύω
992,sehen::V,se,βλέπω
993,anschauen::V,se på,κοιτάζω
994,anschauen::V,betrakte,κοιτάζω
995,ansehen::V,anse,βλέπω
996,hören::V,høre,ακούω
997,zuhören::V,tilhøre,ακούω
998,probieren::V,smake,δοκιμάζω
999,probieren::V,smake på,δοκιμάζω
1000,riechen::V,lukte,μυρίζω
1001,riechen::V,lukte,οσφραίνομαι
1002,fühlen::V,føle,αισθάνομαι
1003,scheinen::V,se ut,φαίνομαι
1004,zu sehen sein::V,synes,φαίνομαι
1005,vernehmen::V,få vite,ακούω
1006,vernehmen::V,få vite,μαθαίνω
1007,frieren::V,fryse,κρυώνω
1008,tun::V,gjøre,κάνω
1009,können::V,kunne,ξέρω
1010,können::V,kunne,μπορώ
1011,wollen::V,ville,θέλω
1012,anfangen::V,begynne,αρχίζω
1013,beenden::V,avslutte,τελειώνω
1014,aufhören::V,slutte,παύω
1015,aufhören::V,holde opp,παύω
1016,gelingen::V,lykkes,πετυχαίνω
1017,geraten::V,bli,γίνομαι
1018,öffnen::V,åpne,ανοίγω
1019,schließen::V,lukke,κλείνω
1020,schließen::V,stenge,κλείνω
1021,stellen::V,stille,θέτω
1022,setzen::V,sette,θέτω
1023,legen::V,legge,θέτω
1024,berühren::V,berøre,εγγίζω
1025,verbinden::V,forbinde,συνδέω
1026,bedecken::V,dekke,σκεπάζω
1027,aufhängen::V,henge,κρεμώ
1028,aufhängen::V,henge opp,κρεμώ
1029,anzünden::V,tenne,ανάβω
1030,anzünden::V,antenne,ανάβω
1031,anzünden::V,tenne på,ανάβω
1032,aufheben::V,løfte,σηκώνω
1033,aufheben::V,ta opp,σηκώνω
1034,zurücklassen::V,slippe tilbake,εγκαταλείπω
1035,verlieren::V,miste,χάνω
1036,fallen lassen::V,droppe,αφήνω να πέσει
1037,fallen lassen::V,la falle,αφήνω να πέσει
1038,machen::V,lage,κάνω
1039,machen::V,lage,φτιάχνω
1040,machen::V,gjøre,κάνω
1041,machen::V,gjøre,φτιάχνω
1042,herstellen::V,fremstille,κατασκευάζω
1043,bauen::V,bygge,χτίζω
1044,bauen::V,bygge,οικοδομώ
1045,reparieren::V,reparere,επισκευάζω
1046,reparieren::V,reparere,επιδιορθώνω
1047,verbessern::V,rette,βελτιώνω
1048,verbessern::V,rette,καλυτερεύω
1049,verbessern::V,forbedre,βελτιώνω
1050,verbessern::V,forbedre,καλυτερεύω
1051,ändern::V,forandre,αλλάζω
1052,graben::V,grave,σκάβω
1053,beugen::V,bøye,λυγίζω
1054,biegen::V,bøye,κάμπτω
1055,drehen::V,dreie,στρέφω
1056,wenden::V,vende,γυρίζω
1057,umdrehen::V,snu,γυρίζω
1058,heben::V,heve,υψώνω
1059,heben::V,heve,σηκώνω
1060,hochheben::V,løfte,υψώνω
1061,hochheben::V,løfte,σηκώνω
1062,ergreifen::V,gripe,πιάνω
1063,ergreifen::V,gripe,αρπάζω
1064,ergreifen::V,få tak i,πιάνω
1065,ergreifen::V,få tak i,αρπάζω
1066,halten::V,holde,βαστώ
1067,drücken::V,trykke,πιέζω
1068,schieben::V,skyve,σπρώχνω
1069,kratzen::V,klø,γρατσουνίζω
1070,kratzen::V,klore,γρατσουνίζω
1071,lecken::V,slikke,γλείφω
1072,beißen::V,bite,δαγκάνω
1073,abreißen::V,rive av,κόβω
1074,abreißen::V,rive av,σχίζω
1075,abschneiden::V,skjære av,αποκόπτω
1076,binden::V,binde,δένω
1077,stecken::V,stikke,χώνω
1078,brechen::V,bryte,σπάζω
1079,brechen::V,briste,σπάζω
1080,klopfen::V,banke,χτυπώ
1081,klopfen::V,banke,τινάζω
1082,hauen::V,hogge,χτυπώ
1083,kleben::V,klistre,κολλώ
1084,reiben::V,gni,τρίβω
1085,streichen::V,stryke,αλείφω
1086,schleifen::V,slipe,ακονίζω
1087,schneiden::V,klippe,κόβω
1088,rütteln::V,ruske,σείω
1089,rütteln::V,ruske,τινάζω
1090,schütteln::V,riste,σείω
1091,schütteln::V,riste,κουνώ
1092,schwenken::V,svinge,κουνώ
1093,schütten::V,helle,χύνω
1094,füllen::V,fylle,γεμίζω
1095,einwickeln::V,vikle inn,τυλίγω
1096,tragen::V,bære,φέρνω
1097,schleppen::V,slepe,κουβαλώ
1098,ziehen::V,dra,τραβώ
1099,ziehen::V,trekke,τραβώ
1100,aufbewahren::V,oppbevare,φυλάω
1101,aufbewahren::V,ta vare på,φυλάω
1102,werfen::V,kaste,ρίχνω
1103,fangen::V,fange,πιάνω
1104,packen::V,gripe,τσακώνω
1105,packen::V,gripe tak i,τσακώνω
1106,verstecken::V,gjemme,κρύβω
1107,teilen::V,dele,μερίζω
1108,schicken::V,sende,στέλνω
1109,bringen::V,bringe,φέρνω
1110,hinzufügen::V,tilføye,προσθέτω
1111,bekommen::V,få,προσκομίζω
1112,erhalten::V,få,παίρνω
1113,erhalten::V,få,λαμβάνω
1114,nehmen::V,ta,πιάνω
1115,nehmen::V,ta,παίρνω
1116,wählen::V,velge,εκλέγω
1117,auswählen::V,velge ut,διαλέγω
1118,bewahren::V,bevare,διατηρώ
1119,behindern::V,hindre,εμποδίζω
1120,behindern::V,forhindre,εμποδίζω
1121,verderben::V,ødelegge,χαλώ
1122,beschädigen::V,skade,ζημιώνω
1123,zerbrechen::V,brekke i stykker,σπάζω
1124,zerreißen::V,rive i stykker,σχίζω
1125,zerstören::V,ødelegge,καταστρέφω
1126,verbrennen::V,brenne,καίω
1127,verbrennen::V,brenne opp,καίω
1128,geben::V,gi,δίνω
1129,reichen::V,rekke,δίνω
1130,schenken::V,forære,χαρίζω
1131,schenken::V,skjenke,χαρίζω
1132,versprechen::V,love,υπόσχομαι
1133,wünschen::V,ønske,εύχομαι
1134,loben::V,rose,επαινώ
1135,küssen::V,kysse,φιλώ
1136,wiegen::V,vogge,κουνώ
1137,wiegen::V,vogge,νανουρίζω
1138,zudecken::V,dekke til,σκεπάζω
1139,wecken::V,vekke,ξυπνώ
1140,zeigen::V,vise,δείχνω
1141,führen::V,føre,οδηγώ
1142,lehren::V,lære,διδάσκω
1143,unterrichten::V,undervise,διδάσκω
1144,aufziehen::V,oppdra,ανατρέφω
1145,leiten::V,lede,ηγούμαι
1146,leiten::V,lede,διευθύνω
1147,antreiben::V,drive på,σπρώχνω
1148,antreiben::V,drive på,παρακινώ
1149,lassen::V,få til å,αφήνω
1150,einladen::V,be,προσκαλώ
1151,einladen::V,invitere,προσκαλώ
1152,vereinigen::V,forene,ενώνω
1153,besuchen::V,besøke,επισκέπτομαι
1154,treffen::V,møte,συναντώ
1155,treffen::V,treffe,συναντώ
1156,sich versammeln::V,forsamles,μαζεύομαι
1157,spielen::V,leke,παίζω
1158,spielen::V,spille,παίζω
1159,singen::V,synge,τραγουδώ
1160,tanzen::V,danse,χορεύω
1161,sich trennen::V,skilles,αποχωρίζομαι
1162,verlassen::V,forlate,εγκαταλείπω
1163,retten::V,redde,σώζω
1164,bewachen::V,bevokte,φρουρώ
1165,schützen::V,verne,προστατεύω
1166,schützen::V,beskytte,προστατεύω
1167,verteidigen::V,forsvare,υπερασπίζω
1168,sich schlagen::V,slåss,χτυπιέμαι
1169,schießen::V,skyte,πυροβολώ
1170,siegen::V,seire,νικώ
1171,ärgern::V,ergre,τσαντίζω
1172,treten::V,sparke,κλοτσώ
1173,stechen::V,stikke,τρυπώ
1174,stoßen::V,støte,ωθώ
1175,stoßen::V,støte,σπρώχνω
1176,stehlen::V,stjele,κλέβω
1177,stören::V,forstyrre,διαταράσσω
1178,belästigen::V,plage,ενοχλώ
1179,belästigen::V,sjenere,ενοχλώ
1180,verbergen::V,gjemme,κρύβω
1181,täuschen::V,villede,παραπλανώ
1182,betrügen::V,bedra,απατώ
1183,töten::V,drepe,σκοτώνω
1184,töten::V,drepe,θανατώνω
1185,wohnen::V,bo,μένω
1186,wohnen::V,bo,κατοικώ
1187,arbeiten::V,arbeide,δουλεύω
1188,arbeiten::V,arbeide,εργάζομαι
1189,sammeln::V,samle,μαζεύω
1190,sammeln::V,samle,συλλέγω
1191,pflücken::V,plukke,κόβω
1192,jagen::V,jage,κυνηγώ
1193,fischen::V,fiske,ψαρεύω
1194,fassen::V,fange,πιάνω
1195,hüten::V,vokte,φυλάγω
1196,hüten::V,vokte,προσέχω
1197,treiben::V,drive,οδηγώ
1198,anbinden::V,feste,δένω
1199,füttern::V,fore,ταΐζω
1200,melken::V,melke,αρμέγω
1201,hacken::V,hakke,κόβω
1202,gießen::V,helle,ποτίζω
1203,reifen::V,modne,ωριμάζω
1204,zubereiten::V,lage,ετοιμάζω
1205,zubereiten::V,tilberede,ετοιμάζω
1206,kochen::V,koke,βράζω
1207,backen::V,bake,ψήνω
1208,braten::V,steke,τηγανίζω
1209,umrühren::V,røre om,ανακατεύω
1210,stricken::V,strikke,πλέκω
1211,nähen::V,sy,ράβω
1212,färben::V,farge,βάφω
1213,färben::V,farge,χρωματίζω
1214,reinigen::V,rense,καθαρίζω
1215,reinigen::V,gjøre ren,καθαρίζω
1216,waschen::V,vaske,πλένω
1217,abwischen::V,tørke av,σφουγγίζω
1218,spülen::V,spyle,ξεπλένω
1219,spülen::V,skylle,ξεπλένω
1220,fegen::V,feie,σκουπίζω
1221,kehren::V,koste,σκουπίζω
1222,baden::V,bade,κάνω μπάνιο
1223,sich waschen::V,vaske seg,πλένομαι
1224,ausziehen::V,ta av,βγάζω
1225,anziehen::V,ta på,φορώ
1226,sich anziehen::V,kle på seg,ντύνομαι
1227,kämmen::V,gre,χτενίζω
1228,kämmen::V,kjemme,χτενίζω
1229,schmücken::V,pynte,στολίζω
1230,schmücken::V,smykke,στολίζω
1231,sagen::V,si,λέω
1232,sprechen::V,snakke,μιλώ
1233,reden::V,tale,μιλώ
1234,reden::V,tale,κουβεντιάζω
1235,reden::V,snakke,μιλώ
1236,reden::V,snakke,κουβεντιάζω
1237,sich unterhalten::V,samtale,συνομιλώ
1238,sich unterhalten::V,samtale,κουβεντιάζω
1239,fragen::V,spørre,ρωτώ
1240,bitten::V,be,ζητώ
1241,bitten::V,be,παρακαλώ
1242,erzählen::V,fortelle,διηγούμαι
1243,mitteilen::V,meddele,πληροφορώ
1244,nennen::V,kalle,ονομάζω
1245,rufen::V,rope,φωνάζω
1246,prahlen::V,skryte,καυχιέμαι
1247,übersetzen::V,oversette,μεταφράζω
1248,denken::V,tenke,σκέφτομαι
1249,glauben::V,tro,πιστεύω
1250,bemerken::V,bemerke,παρατηρώ
1251,bemerken::V,legge merke til,παρατηρώ
1252,erkennen::V,gjenkjenne,αναγνωρίζω
1253,begreifen::V,begripe,καταλαβαίνω
1254,verstehen::V,forstå,ακούω
1255,verstehen::V,skjønne,ακούω
1256,lernen::V,lære,μαθαίνω
1257,wissen::V,vite,ξέρω
1258,sich erinnern an::V,huske på,θυμάμαι
1259,vergessen::V,glemme,ξεχνώ
1260,messen::V,måle,μετρώ
1261,zählen::V,telle,μετρώ
1262,rechnen::V,regne,λογαριάζω
1263,lesen::V,lese,διαβάζω
1264,malen::V,male,ζωγραφίζω
1265,zeichnen::V,tegne,σχεδιάζω
1266,schreiben::V,skrive,γράφω
1267,besitzen::V,eie,κατέχω
1268,besitzen::V,inneha,κατέχω
1269,kaufen::V,kjøpe,αγοράζω
1270,verkaufen::V,selge,πουλώ
1271,bezahlen::V,betale,πληρώνω
1272,zahlen::V,betale,πληρώνω
1273,beherrschen::V,beherske,κυριαρχώ
1274,ertragen::V,orke,βαστώ
1275,ertragen::V,orke,αντέχω
1276,schlagen::V,,χτυπώ
