,Concept_ID,zh,uk
860,scheinen::V,照耀,здаватися
861,zu sehen sein::V,可以看到,виднітися
862,vernehmen::V,审讯,почути
863,frieren::V,觉得冷,мерзнути
864,tun::V,作,робити
865,können::V,能,могти
866,wollen::V,要,хотіти
867,anfangen::V,开始,почати
868,beenden::V,结束,закінчити
869,aufhören::V,停止,перестати
870,gelingen::V,成功,вдатися
871,geraten::V,陷于,опинитися
872,öffnen::V,打开,відкрити
873,schließen::V,关,закрити
874,stellen::V,放,поставити
875,setzen::V,放,посадити
876,legen::V,摆,класти
877,berühren::V,触,чіпати
878,verbinden::V,联结,зв’язати
879,bedecken::V,覆盖,покрити
880,aufhängen::V,挂,повісити
881,anzünden::V,点,запалити
882,aufheben::V,拾起,підняти
883,zurücklassen::V,遗留,залишити
884,verlieren::V,丧失,загубити
885,fallen lassen::V,让掉下,упустити
886,machen::V,做,зробити
887,herstellen::V,生产,виготовити
888,bauen::V,建造,будувати
889,reparieren::V,修理,лагодити
890,verbessern::V,改进,поліпшити
891,ändern::V,改变,змінити
892,graben::V,挖,копати
893,beugen::V,弯下,зігнути
894,biegen::V,弯,погнути
895,drehen::V,转动,вертіти
896,wenden::V,转动,повернути
897,umdrehen::V,转动,перевернути
898,heben::V,举起,піднімати
899,hochheben::V,抬高,підняти
900,ergreifen::V,抓住,схопити
901,halten::V,拿着,тримати
902,drücken::V,压,натискати
903,schieben::V,推,пхати
904,schieben::V,推,штовхати
905,kratzen::V,搔,шкребти
906,lecken::V,舔,лизати
907,beißen::V,咬,кусати
908,abreißen::V,撕下,відірвати
909,abschneiden::V,切断,відрізати
910,binden::V,捆,в’язати
911,stecken::V,插,увіткнути
912,brechen::V,断裂,зламати
913,klopfen::V,敲,стукати
914,hauen::V,揍,бити
915,kleben::V,粘,клеїти
916,reiben::V,摩擦,терти
917,streichen::V,涂,намазати
918,schleifen::V,拖曳,точити
919,schneiden::V,切,різати
920,rütteln::V,颠簸,хитати
921,schütteln::V,摇动,трясти
922,schwenken::V,摇动,махати
923,schütten::V,倒,налити
924,füllen::V,填满,наповнити
925,einwickeln::V,包,загорнути
926,tragen::V,提,нести
927,schleppen::V,扛,тягти
928,ziehen::V,拉,тягнути
929,aufbewahren::V,保存,зберігати
930,werfen::V,扔,кидати
931,fangen::V,捕捉,ловити
932,packen::V,抓住,схопити
933,verstecken::V,藏,сховати
934,teilen::V,分,розділити
935,schicken::V,派遣,посилати
936,bringen::V,带来,принести
937,hinzufügen::V,添加,додати
938,bekommen::V,得到,дістати
939,erhalten::V,接到,одержати
940,nehmen::V,拿,взяти
941,wählen::V,挑选,вибрати
942,auswählen::V,选择,відібрати
943,bewahren::V,保持,зберегти
944,behindern::V,防碍,перешкоджати
945,verderben::V,败坏,зіпсувати
946,beschädigen::V,损坏,зашкодити
947,zerbrechen::V,破碎,розбити
948,zerreißen::V,撕碎,розірвати
949,zerstören::V,毁坏,зруйнувати
950,verbrennen::V,燃烧,спалити
951,geben::V,给,дати
952,reichen::V,递给,передати
953,schenken::V,赠送,дарувати
954,versprechen::V,许诺,обіцяти
955,wünschen::V,祝,бажати
956,loben::V,表扬,хвалити
957,küssen::V,亲,цілувати
958,wiegen::V,轻摇,качати
959,zudecken::V,盖上,накрити
960,wecken::V,唤起,розбудити
961,zeigen::V,指,показати
962,führen::V,带领,вести
963,lehren::V,教,вчити
964,unterrichten::V,讲课,викладати
965,aufziehen::V,抚养,виховати
966,leiten::V,领导,керувати
967,antreiben::V,催促,підганяти
968,lassen::V,让,змусити
969,einladen::V,邀请,запросити
970,vereinigen::V,统一,об’єднати
971,besuchen::V,参观,завітати
972,besuchen::V,参观,відвідати
973,treffen::V,会面,зустріти
974,sich versammeln::V,聚集,зібратися
975,spielen::V,玩,грати
976,singen::V,唱歌,співати
977,tanzen::V,跳舞,танцювати
978,sich trennen::V,分别,розлучитися
979,verlassen::V,离开,покинути
980,retten::V,救,врятувати
981,bewachen::V,守卫,охороняти
982,schützen::V,保护,уберігати
983,verteidigen::V,保卫,захистити
984,sich schlagen::V,打架,битися
985,sich schlagen::V,打架,дратися
986,schießen::V,射击,стріляти
987,siegen::V,获胜,перемогти
988,ärgern::V,激怒,сердити
989,schlagen::V,打,ударити
990,treten::V,踢,штовхати
991,stechen::V,刺,вколоти
992,stoßen::V,撞,штовхнути
993,stehlen::V,盗窃,украсти
994,stören::V,干扰,перешкодити
995,belästigen::V,打搅,докучати
996,verbergen::V,隐藏,сховати
997,täuschen::V,欺骗,обдурити
998,betrügen::V,欺骗,зшахраювати
999,töten::V,杀,убити
1000,wohnen::V,居住,жити
1001,wohnen::V,居住,мешкати
1002,arbeiten::V,工作,працювати
1003,sammeln::V,收集,зібрати
1004,pflücken::V,采,зривати
1005,jagen::V,打猎,полювати
1006,fischen::V,捕鱼,рибалити
1007,fassen::V,捉住,піймати
1008,hüten::V,守护,пасти
1009,treiben::V,漂,гнати
1010,anbinden::V,拴,прив’язати
1011,füttern::V,喂,годувати
1012,füttern::V,喂,харчувати
1013,melken::V,挤奶,доїти
1014,hacken::V,剁细,рубати
1015,gießen::V,浇,полити
1016,reifen::V,成熟,дозріти
1017,kochen::V,煮,варити
1018,kochen::V,煮,готувати
1019,backen::V,烤,пекти
1020,braten::V,煎,смажити
1021,umrühren::V,搅拌,переміщати
1022,stricken::V,织,в’язати
1023,nähen::V,缝,шити
1024,färben::V,染色,пофарбувати
1025,reinigen::V,清洁,очистити
1026,waschen::V,洗,мити
1027,abwischen::V,擦掉,витерти
1028,spülen::V,清洗,полоскати
1029,fegen::V,扫,підмітати
1030,kehren::V,打扫,мести
1031,baden::V,给...洗澡,купатися
1032,sich waschen::V,洗澡,митися
1033,ausziehen::V,脱,зняти
1034,anziehen::V,穿,надіти
1035,sich anziehen::V,穿衣,одягтися
1036,sich anziehen::V,穿衣,одягнутися
1037,kämmen::V,梳,зачесати
1038,schmücken::V,装饰,оздобити
1039,sagen::V,说,сказати
1040,sprechen::V,说,говорити
1041,reden::V,讲,розмовляти
1042,sich unterhalten::V,聊天,бесідувати
1043,fragen::V,问,запитати
1044,bitten::V,请,просити
1045,erzählen::V,叙述,розповісти
1046,mitteilen::V,通知,повідомити
1047,nennen::V,叫做,назвати
1048,rufen::V,叫,кликати
1049,prahlen::V,吹牛,хвалитися
1050,übersetzen::V,翻译,перекласти
1051,denken::V,想,думати
1052,denken::V,想,мислити
1053,glauben::V,以为,вірити
1054,bemerken::V,发觉,помітити
1055,erkennen::V,识别,пізнати
1056,begreifen::V,理解,осягнути
1057,verstehen::V,明白,почути
1058,lernen::V,学,навчатися
1059,wissen::V,知道,знати
1060,sich erinnern an::V,回忆,пам’ятати
1061,vergessen::V,忘记,забути
1062,messen::V,测量,міряти
1063,zählen::V,数,лічити
1064,rechnen::V,计算,рахувати
1065,lesen::V,读,читати
1066,malen::V,画,малювати
1067,zeichnen::V,绘制,рисувати
1068,schreiben::V,写,писати
1069,besitzen::V,占有,мати
1070,kaufen::V,买,купити
1071,verkaufen::V,卖,продати
1072,bezahlen::V,付钱,заплатити
1073,zahlen::V,支付,платити
1074,beherrschen::V,统治,володіти
1075,ertragen::V,忍耐,витерпіти
1076,vergebens::ADV,,дарма
1077,klirren::V,,дзвякати
1078,rauschen::V,,шелестіти
1079,rühren::V,,розчулити
1080,zubereiten::V,,зготовити
1081,zubereiten::V,,приготувати
