,Concept_ID,bg,os
1460,malen::V,рисувам,ныв кӕнын
1461,zeichnen::V,рисувам,ныв кӕнын
1462,schreiben::V,пиша,фыссын
1463,besitzen::V,имам,хицау уын
1464,besitzen::V,притежавам,хицау уын
1465,kaufen::V,купя,балхӕнын
1466,kaufen::V,купувам,балхӕнын
1467,verkaufen::V,продам,уӕй кӕнын
1468,bezahlen::V,заплатя,бафидын
1469,zahlen::V,платя,фидын
1470,beherrschen::V,владея,æлдариуæг кæнын
1471,ertragen::V,понеса,бавзарын
1472,Platte::N,,къӕй
1473,Stütze::N,,быцæу
1474,stehlen::V,,давын
