,Concept_ID,ku,no
837,wachsen::V,mezin bûn,vokse
838,glänzen::V,biriqîn,skinne
839,funkeln::V,çikisîn,tindre
840,lärmen::V,guşîn,bråke
841,läuten::V,lê de,ringe
842,klingeln::V,sîl dan,ringe
843,klingeln::V,ringerin,ringe
844,klirren::V,zingzing hat,klirre
845,brausen::V,guşîn,bruse
846,rauschen::V,guşîn,suse
847,klingen::V,deng pe ketin,lyde
848,klingen::V,deng pe ketin,klinge
849,bellen::V,kewtîn,gjø
850,bellen::V,kewtîn,bjeffe
851,heulen::V,ûrîn,ule
852,blasen::V,puf kirin,blåse
853,pfeifen::V,fîkandin,plystre
854,schreien::V,qîrîn,skrike
855,stöhnen::V,nalîn,stønne
856,zittern::V,hejîn,dirre
857,zittern::V,hejîn,skjelve
858,leben::V,jihîn,leve
859,geboren werden::V,hatin dinyê,fødes
860,geboren werden::V,bûn,fødes
861,atmen::V,hilmijîn,ånde
862,atmen::V,hilmijîn,puste
863,trinken::V,vexwarin,drikke
864,essen::V,xwarin,spise
865,schlucken::V,daqulbandin,svelge
866,müde werden::V,betilîln,bli trett
867,müde werden::V,qerimîn,bli trett
868,einschlafen::V,razan,sovne
869,schlafen::V,razan,sove
870,schlafen::V,razandin,sove
871,aufwachen::V,şiyarbûn,våkne
872,aufstehen::V,rabûn,stå opp
873,sich erholen::V,baş bûn,bli bra
874,sich erholen::V,baş bûn,komme seg
875,krank werden::V,nexweş kêt,bli syk
876,krank sein::V,nexweş bû,være syk
877,schmerzen::V,êşandin,gjøre vondt
878,husten::V,kuxin,hoste
879,genesen::V,baş bûn,komme seg
880,sterben::V,mirin,dø
881,umkommen::V,mirin,omkomme
882,sich bewegen::V,leqîn,bevege seg
883,sich rühren::V,leqîn,røre på seg
884,sich erheben::V,rabûn,reise seg
885,sich setzen::V,runiştin,sette sig
886,hinfallen::V,kêtin,falle over ende
887,laufen::V,meşîn,løpe
888,schreiten::V,meşkirin,skride
889,spazierengehen::V,gerandin,spasere
890,spazierengehen::V,gerandin,gå en tur
891,eilen::V,lezandin,ile
892,sich beeilen::V,zûkirin,skynde seg
893,sausen::V,fîzîn,suse
894,rennen::V,baz dan,løpe
895,springen::V,hilpekîn,hoppe
896,springen::V,hilpekîn,springe
897,klettern::V,hilperikîn,klatre
898,schaukeln::V,lorandin,huske
899,kriechen::V,xuşandin,krype
900,schwimmen::V,avjenîn,svømme
901,tauchen::V,qutxuyardin,dykke
902,tauchen::V,noqîn,dykke
903,rudern::V,qaîq ajotin,ro
904,fahren::V,ajotin,kjøre
905,fliegen::V,firîn,fly
906,gehen::V,çûn,gå
907,weggehen::V,çûn,gå bort
908,abfahren::V,çûyin,reise
909,anhalten::V,rawestîn,stanse
910,hineingehen::V,ketin hundir,gå inn
911,eintreten::V,têketin,tre inn
912,kommen::V,hatin,komme
913,ankommen::V,gihan,ankomme
914,ankommen::V,gihan,komme til
915,ankommen::V,gihîştin,ankomme
916,ankommen::V,gihîştin,komme til
917,zurückkommen::V,vegerandin,komme tilbake
918,bleiben::V,sekinîn,bli
919,bleiben::V,sekinîn,forbli
920,warten::V,payîn,vente
921,erwarten::V,payîn,vente
922,suchen::V,lêgerîn,søke
923,finden::V,peyda kirin,finne
924,versuchen::V,çeribandin,prøve
925,versuchen::V,çeribandin,forsøke
926,vorbereiten::V,amade kirin,forberede
927,lieben::V,hez kirin,elske
928,mögen::V,dil kirin,like
929,lachen::V,kenîn,le
930,rühren::V,hêjan,røre
931,weinen::V,girîn,gråte
932,schimpfen::V,pevçûn,skjelle
933,sich ärgern::V,enirîn,ergre seg
934,sich fürchten::V,tirsîn,være redd
935,fürchten::V,tirsin,være redd for
936,fliehen::V,bazdan,rømme
937,fliehen::V,bazdan,flykte
938,flüchten::V,revîn,flykte
939,sehen::V,dîtin,se
940,anschauen::V,sêr kirin,se på
941,anschauen::V,sêr kirin,betrakte
942,ansehen::V,hesibandin,anse
943,hören::V,guhdar jirin,høre
944,zuhören::V,guhdarî kirin,tilhøre
945,probieren::V,tehm kirin,smake
946,probieren::V,tehm kirin,smake på
947,riechen::V,bihn kirin,lukte
948,fühlen::V,hîs kirin,føle
949,scheinen::V,xoyer kir,se ut
950,zu sehen sein::V,diyar bûn,synes
951,vernehmen::V,bihîstin,få vite
952,frieren::V,qerişîn,fryse
953,tun::V,kirin,gjøre
954,können::V,karin,kunne
955,wollen::V,xwestîn,ville
956,anfangen::V,dest pêkirin,begynne
957,beenden::V,xelas kirin,avslutte
958,aufhören::V,xelas kirin,slutte
959,aufhören::V,xelas kirin,holde opp
960,gelingen::V,çe bûn,lykkes
961,geraten::V,qewîmîn,bli
962,öffnen::V,vekirin,åpne
963,schließen::V,girtin,lukke
964,schließen::V,girtin,stenge
965,stellen::V,danîn,stille
966,setzen::V,rûniştin,sette
967,legen::V,danîn,legge
968,legen::V,razandin,legge
969,berühren::V,lêketin,berøre
970,verbinden::V,anîn pê,forbinde
971,bedecken::V,sergirtin,dekke
972,aufhängen::V,aliqandin,henge
973,aufhängen::V,aliqandin,henge opp
974,anzünden::V,pêxistin,tenne
975,anzünden::V,pêxistin,antenne
976,anzünden::V,pêxistin,tenne på
977,aufheben::V,hildan,løfte
978,aufheben::V,hildan,ta opp
979,zurücklassen::V,hiştin,slippe tilbake
980,zurücklassen::V,vehiştin,slippe tilbake
981,verlieren::V,wendakirin,miste
982,fallen lassen::V,xistin bixe,droppe
983,fallen lassen::V,xistin bixe,la falle
984,fallen lassen::V,xistin,droppe
985,fallen lassen::V,xistin,la falle
986,machen::V,kirin,lage
987,machen::V,kirin,gjøre
988,machen::V,çêkirin,lage
989,machen::V,çêkirin,gjøre
990,herstellen::V,çê kirin,fremstille
991,herstellen::V,peyda kirin,fremstille
992,bauen::V,lêkirin,bygge
993,reparieren::V,veherînerîn,reparere
994,verbessern::V,sererastkirin,rette
995,verbessern::V,sererastkirin,forbedre
996,ändern::V,degiş kirin,forandre
997,graben::V,kolandin,grave
998,beugen::V,tewîn,bøye
999,beugen::V,xwar kirin,bøye
1000,biegen::V,tewandin,bøye
1001,biegen::V,xwarkirin,bøye
1002,drehen::V,fitilandin,dreie
1003,wenden::V,zivîrin,vende
1004,umdrehen::V,vegerandin,snu
1005,heben::V,hildan,heve
1006,hochheben::V,hildan,løfte
1007,ergreifen::V,dest avêtin,gripe
1008,ergreifen::V,dest avêtin,få tak i
1009,halten::V,hîştin,holde
1010,halten::V,sekinîn,holde
1011,drücken::V,pêl kirin,trykke
1012,schieben::V,damdan,skyve
1013,kratzen::V,xurandin,klø
1014,kratzen::V,xurandin,klore
1015,lecken::V,alastin,slikke
1016,beißen::V,gez kirin,bite
1017,abreißen::V,hilşandin,rive av
1018,abschneiden::V,jêkirin,skjære av
1019,binden::V,girêdan,binde
1020,stecken::V,têxistin,stikke
1021,brechen::V,şikandin,bryte
1022,brechen::V,şikandin,briste
1023,klopfen::V,kutandin,banke
1024,hauen::V,li dan,hogge
1025,kleben::V,zeliqîn,klistre
1026,kleben::V,şirêz kirin,klistre
1027,reiben::V,firikandin,gni
1028,streichen::V,bax dan,stryke
1029,schleifen::V,çarkirin,slipe
1030,schneiden::V,jêkirin,klippe
1031,rütteln::V,hejandin,ruske
1032,schütteln::V,daweşîn,riste
1033,schwenken::V,têwdan,svinge
1034,schütten::V,rijandin,helle
1035,füllen::V,dagirtin,fylle
1036,einwickeln::V,pêçandin,vikle inn
1037,tragen::V,kişandin,bære
1038,tragen::V,rajtin,bære
1039,schleppen::V,kişandin,slepe
1040,ziehen::V,kişandin,dra
1041,ziehen::V,kişandin,trekke
1042,aufbewahren::V,hilandin,oppbevare
1043,aufbewahren::V,hilandin,ta vare på
1044,werfen::V,avêtin,kaste
1045,fangen::V,sem kirin,fange
1046,fangen::V,girtin,fange
1047,packen::V,pê girtin,gripe
1048,packen::V,pê girtin,gripe tak i
1049,verstecken::V,hîlanin,gjemme
1050,teilen::V,parvekirin,dele
1051,schicken::V,şandin,sende
1052,bringen::V,anîn,bringe
1053,bringen::V,birin,bringe
1054,hinzufügen::V,dan ser,tilføye
1055,hinzufügen::V,li tiştekî zêde kirin,tilføye
1056,bekommen::V,standin,få
1057,erhalten::V,standin,få
1058,nehmen::V,girtin,ta
1059,wählen::V,ray dan,velge
1060,auswählen::V,bijartin,velge ut
1061,bewahren::V,rê li ber girtin,bevare
1062,bewahren::V,lê xwedî derketin,bevare
1063,behindern::V,bara wi,hindre
1064,behindern::V,bara wi,forhindre
1065,verderben::V,heram bûn,ødelegge
1066,beschädigen::V,xerab kirin,skade
1067,zerbrechen::V,şikênandin,brekke i stykker
1068,zerbrechen::V,perçe kirin,brekke i stykker
1069,zerreißen::V,qelişandin,rive i stykker
1070,zerstören::V,hilşandin,ødelegge
1071,verbrennen::V,şewitandin,brenne
1072,verbrennen::V,şewitandin,brenne opp
1073,geben::V,dan,gi
1074,geben::V,dayin,gi
1075,reichen::V,besbûn,rekke
1076,reichen::V,têrkirin,rekke
1077,schenken::V,diyarî kirin,forære
1078,schenken::V,diyarî kirin,skjenke
1079,versprechen::V,soz dan,love
1080,wünschen::V,dil kirin,ønske
1081,loben::V,pesinandin,rose
1082,küssen::V,maçkirin,kysse
1083,wiegen::V,lorandin,vogge
1084,wiegen::V,wezinandin,vogge
1085,zudecken::V,nixumandin,dekke til
1086,wecken::V,bixwe hesandin,vekke
1087,zeigen::V,şanîdan,vise
1088,führen::V,raber kirin,føre
1089,lehren::V,hîn kirin,lære
1090,unterrichten::V,ders dan,undervise
1091,aufziehen::V,mesinkirin,oppdra
1092,leiten::V,rêberî kirin,lede
1093,antreiben::V,bezandin,drive på
1094,lassen::V,berdan,få til å
1095,lassen::V,hiştin,få til å
1096,einladen::V,dawet kirin,be
1097,einladen::V,dawet kirin,invitere
1098,vereinigen::V,bi yek kirin,forene
1099,besuchen::V,mêvan bûn,besøke
1100,treffen::V,rast hatin,møte
1101,treffen::V,rast hatin,treffe
1102,sich versammeln::V,li hev çivîn,forsamles
1103,spielen::V,listin,leke
1104,spielen::V,listin,spille
1105,singen::V,stran,synge
1106,tanzen::V,reqisîn,danse
1107,sich trennen::V,hew berdan,skilles
1108,verlassen::V,tanê hişt,forlate
1109,verlassen::V,bêkes,forlate
1110,retten::V,rihakirin,redde
1111,bewachen::V,raçavkirin,bevokte
1112,schützen::V,hemet kirin,verne
1113,schützen::V,hemet kirin,beskytte
1114,verteidigen::V,paraztin,forsvare
1115,sich schlagen::V,li hev bezîn,slåss
1116,schießen::V,agir kirin,skyte
1117,siegen::V,biser ketin,seire
1118,ärgern::V,xeyirandin,ergre
1119,schlagen::V,lêdan,
1120,schlagen::V,lêxistin,
1121,treten::V,têlekirin,sparke
1122,stechen::V,têrekirin,stikke
1123,stoßen::V,lêketin,støte
1124,stehlen::V,dizîn,stjele
1125,stehlen::V,dizî birin,stjele
1126,stören::V,aciz kirin,forstyrre
1127,belästigen::V,li tela yeki ketin,plage
1128,belästigen::V,li tela yeki ketin,sjenere
1129,verbergen::V,veşartin,gjemme
1130,verbergen::V,kemîndanîn,gjemme
1131,täuschen::V,xapandin,villede
1132,täuschen::V,lê zexeli kirin,villede
1133,betrügen::V,xapandin,bedra
1134,töten::V,kûştin,drepe
1135,wohnen::V,rûniştin,bo
1136,arbeiten::V,kar kirin,arbeide
1137,arbeiten::V,şêxulin,arbeide
1138,sammeln::V,komkirin,samle
1139,pflücken::V,çinîn,plukke
1140,jagen::V,nêçîr kirin,jage
1141,fischen::V,masî girtin,fiske
1142,fassen::V,pê girtin,fange
1143,fassen::V,sêm kirin,fange
1144,hüten::V,hei jê man,vokte
1145,treiben::V,bêherandin,drive
1146,anbinden::V,tewilandin,feste
1147,füttern::V,xwarine dan lê,fore
1148,melken::V,dotin,melke
1149,hacken::V,kolandin,hakke
1150,gießen::V,av dan,helle
1151,reifen::V,kemilîn,modne
1152,zubereiten::V,çe kirin,lage
1153,zubereiten::V,çe kirin,tilberede
1154,kochen::V,xwarin çe kirin,koke
1155,kochen::V,kelandin,koke
1156,backen::V,pijandin,bake
1157,braten::V,qelandin,steke
1158,braten::V,sor kirin,steke
1159,umrühren::V,têvdan,røre om
1160,stricken::V,hûnan,strikke
1161,nähen::V,kêl kirin,sy
1162,färben::V,boyax kirin,farge
1163,reinigen::V,paqijkirin,rense
1164,reinigen::V,paqijkirin,gjøre ren
1165,waschen::V,şuştin,vaske
1166,abwischen::V,pakîj kirin,tørke av
1167,spülen::V,şuştin,spyle
1168,spülen::V,şuştin,skylle
1169,fegen::V,maliştin,feie
1170,kehren::V,maliştin,koste
1171,baden::V,serîşûştin,bade
1172,sich waschen::V,serîşûştin,vaske seg
1173,ausziehen::V,jê kirin,ta av
1174,anziehen::V,pê kirin,ta på
1175,sich anziehen::V,xwe kirin,kle på seg
1176,kämmen::V,şeh kirin,gre
1177,kämmen::V,şeh kirin,kjemme
1178,schmücken::V,xemilandin,pynte
1179,schmücken::V,xemilandin,smykke
1180,sagen::V,gotin,si
1181,sagen::V,peyivîn,si
1182,sprechen::V,peyivîn,snakke
1183,reden::V,axaftin,tale
1184,reden::V,axaftin,snakke
1185,sich unterhalten::V,hev biştaxilin,samtale
1186,fragen::V,pirsîn,spørre
1187,fragen::V,pirs kirin,spørre
1188,bitten::V,tika kirin,be
1189,erzählen::V,behs kirin,fortelle
1190,mitteilen::V,vegotin,meddele
1191,nennen::V,bi nav kirin,kalle
1192,rufen::V,bakirin,rope
1193,prahlen::V,pesnê xwe dan,skryte
1194,übersetzen::V,qulibandin,oversette
1195,übersetzen::V,derbas kirin,oversette
1196,denken::V,fikirîn,tenke
1197,glauben::V,bawer bûn,tro
1198,bemerken::V,bala xwe dan,bemerke
1199,bemerken::V,bala xwe dan,legge merke til
1200,bemerken::V,çac lê ketin,bemerke
1201,bemerken::V,çac lê ketin,legge merke til
1202,erkennen::V,pêhesîn,gjenkjenne
1203,begreifen::V,fêmkirin,begripe
1204,verstehen::V,fêmkirin,forstå
1205,verstehen::V,fêmkirin,skjønne
1206,lernen::V,halmandin,lære
1207,lernen::V,fêrbun,lære
1208,wissen::V,zanîn,vite
1209,sich erinnern an::V,bir bûn,huske på
1210,vergessen::V,ji bir kirin,glemme
1211,messen::V,pê kanîn,måle
1212,zählen::V,hejmardin,telle
1213,rechnen::V,hesibandin,regne
1214,lesen::V,xwendin,lese
1215,malen::V,rengandin,male
1216,malen::V,boyax kirin,male
1217,zeichnen::V,işaret kirin,tegne
1218,schreiben::V,nivîsandin,skrive
1219,besitzen::V,hebûn,eie
1220,besitzen::V,hebûn,inneha
1221,kaufen::V,kirîn,kjøpe
1222,verkaufen::V,firotin,selge
1223,bezahlen::V,pere dan,betale
1224,zahlen::V,pere dan,betale
1225,zahlen::V,dayin,betale
1226,beherrschen::V,zebt kirin,beherske
1227,beherrschen::V,hukim kirin,beherske
1228,ertragen::V,bihêzkirin,orke
