,Concept_ID,br,et
816,erscheinen::V,donet war-wel,ilmuma
817,verschwinden::V,monet diwar wel,kaduma
818,sinken::V,en em izelat,vajuma
819,sinken::V,en em izelat,langema
820,abnehmen::V,nebeutaat,vähenema
821,abnehmen::V,nebeutaat,kahenema
822,zunehmen::V,kreskiñ,kasvama
823,steigen::V,sevel,tõusma
824,steigen::V,sevel,üles minema
825,wachsen::V,kreskiñ,kasvama
826,glänzen::V,lugernañ,läikimä
827,funkeln::V,elieniñ,sädelema
828,lärmen::V,rabotat,lärmama
829,klirren::V,diridignat,kõlisema
830,klirren::V,sterlinkañ,kõlisema
831,brausen::V,gwegal,kohisema
832,rauschen::V,trouzal,kohisema
833,klingen::V,seniñ,kõlama
834,bellen::V,harzhal,haukuma
835,heulen::V,yudal,uluma
836,blasen::V,c'hwezhañ,puhuma
837,pfeifen::V,c'hwitellat,vilistama
838,schreien::V,huchal,karjuma
839,stöhnen::V,hirvoudiñ,oigama
840,zittern::V,krenañ,värisema
841,leben::V,bevañ,elama
842,leben::V,bevañ,elus olema
843,geboren werden::V,genel,sündima
844,atmen::V,tennañ e anal,hingama
845,trinken::V,evañ,jooma
846,essen::V,debriñ,sööma
847,schlucken::V,lonkañ,neelama
848,müde werden::V,skuizhañ,väsima
849,einschlafen::V,menel kousket,uinuma
850,schlafen::V,kousket,magama
851,aufwachen::V,dihuniñ,ärkama
852,aufstehen::V,sevel,ärkama
853,aufstehen::V,sevel,üles tõusma
854,sich erholen::V,diskuizhañ,puhkama
855,krank werden::V,klañviñ,haigestuma
856,krank werden::V,klañviñ,haigeks jääma
857,krank sein::V,bezañ klañv,haige olema
858,schmerzen::V,skourjezañ,valutama
859,husten::V,pasaat,köhima
860,husten::V,peudal,köhima
861,genesen::V,pareañ,toibuma
862,sterben::V,mervel,surema
863,umkommen::V,perisañ,surma saama
864,sich bewegen::V,bouljal,liikuma
865,sich rühren::V,fiñval,liikuma
866,sich erheben::V,sevel,kerkima
867,sich setzen::V,azezañ,istet võtma
868,sich setzen::V,mont en e goazez,istet võtma
869,hinfallen::V,kouezhañ,kukkuma
870,hinfallen::V,kouezhañ,maha kukkuma
871,laufen::V,redek,kõndima
872,schreiten::V,kerzhet,astuma
873,spazierengehen::V,pourmen,jalutama
874,eilen::V,hastañ,ruttama
875,eilen::V,hastañ,kiirustama
876,sich beeilen::V,hastañ,ruttama
877,sich beeilen::V,hastañ,kiirustama
878,sausen::V,karzhañ,kihutama
879,sausen::V,karzhañ,tormama
880,rennen::V,redek,jooksma
881,rennen::V,redek,kihutama
882,springen::V,lammat,hüppama
883,klettern::V,krimpat,ronima
884,schaukeln::V,brañsellat,kiikuma
885,kriechen::V,skrampañ,roomama
886,schwimmen::V,neuial,ujuma
887,tauchen::V,splujañ,sukelduma
888,rudern::V,roeñvat,sõudma
889,fahren::V,kas,sõitma
890,fahren::V,bleniañ,sõitma
891,fliegen::V,nijal,lendama
892,gehen::V,mont,käima
893,gehen::V,mont,minema
894,weggehen::V,mont kuit,ära minema
895,weggehen::V,mont kuit,välja minema
896,abfahren::V,mont kuit,väljuma
897,abfahren::V,mont kuit,ära sõitma
898,anhalten::V,chom a-sav,peatuma
899,hineingehen::V,monet e-barzh,sisenema
900,hineingehen::V,monet e-barzh,sisse minema
901,eintreten::V,monet e-barzh,sisenema
902,eintreten::V,monet e-barzh,sisse astuma
903,kommen::V,dont,tulema
904,ankommen::V,erruout,saabuma
905,zurückkommen::V,addonet,tagasi tulema
906,bleiben::V,chom,jääma
907,warten::V,gortoz,ootama
908,erwarten::V,gortoz,ootama
909,erwarten::V,gortoz,lootma
910,suchen::V,klask,otsima
911,finden::V,kavout,leidma
912,versuchen::V,klask,püüdma
913,versuchen::V,klask,üritama
914,versuchen::V,klask,katsetama
915,vorbereiten::V,aozañ,valmistama
916,lieben::V,karout,armastama
917,mögen::V,karout,sallima
918,mögen::V,karout,meeldima
919,lachen::V,c'hoarzin,naerma
920,rühren::V,tenerañ,liigutama
921,rühren::V,tenerañ,heldima panema
922,weinen::V,gouelañ,nutma
923,schimpfen::V,krozal,sõimama
924,sich ärgern::V,fachañ,ärrituma
925,sich ärgern::V,fachañ,vihastuma
926,sich ärgern::V,en em fachañ,ärrituma
927,sich ärgern::V,en em fachañ,vihastuma
928,fliehen::V,tec'het,põgenema
929,flüchten::V,tuzañ,põgenema
930,sehen::V,gwelet,nägema
931,anschauen::V,sellout ouzh,vaatama
932,ansehen::V,sellout ouzh,vaatama
933,hören::V,klevet,kuulma
934,zuhören::V,selaou,kuulama
935,probieren::V,blasa,proovima
936,riechen::V,klevet,nuusutama
937,fühlen::V,santout,tundma
938,scheinen::V,diskouez bezañ,näida
939,scheinen::V,diskouez bezañ,ilmuda
940,zu sehen sein::V,bezañ gwelus,ilmuma
941,vernehmen::V,merzhañ,üle kuulama
942,frieren::V,anoued,külmetada
943,tun::V,ober,tegema
944,können::V,gouzout,võima
945,können::V,gouzout,oskama
946,wollen::V,fellout da,tahtma
947,wollen::V,kaout c'hoant da,tahtma
948,anfangen::V,kregiñ,hakkama
949,anfangen::V,kregiñ,alustama
950,beenden::V,achuiñ,lõpetama
951,aufhören::V,paouez,lakkama
952,öffnen::V,digeriñ,avama
953,schließen::V,serriñ,sulgema
954,stellen::V,lakaat,panema
955,stellen::V,lakaat,asetama
956,setzen::V,lakaat,panema
957,legen::V,lakaat,panema
958,legen::V,lakaat,asetama
959,berühren::V,touch,riivama
960,berühren::V,touch,puudutama
961,verbinden::V,eren,ühendama
962,bedecken::V,goloiñ,katma
963,aufhängen::V,istribilhañ,riputama
964,anzünden::V,alumiñ,süütama
965,anzünden::V,c'hwezzañ,süütama
966,aufheben::V,dastum,üles tõstma
967,zurücklassen::V,lezel,jätma
968,verlieren::V,koll,kaotama
969,fallen lassen::V,laoskel,maha pillama
970,fallen lassen::V,laoskel,kukkuda laskma
971,fallen lassen::V,lezel da gouezhel,maha pillama
972,fallen lassen::V,lezel da gouezhel,kukkuda laskma
973,machen::V,ober,tegema
974,herstellen::V,fardañ,valmistama
975,bauen::V,sevel,ehitama
976,reparieren::V,adaozañ,parandama
977,verbessern::V,gwellaat,parandama
978,ändern::V,cheñch,muutma
979,ändern::V,cheñch,ümber tegema
980,graben::V,kleuzañ,kaevama
981,beugen::V,plegañ,painutama
982,biegen::V,krommañ,painutama
983,drehen::V,treiñ,keerama
984,wenden::V,treiñ,ümber pöörama
985,umdrehen::V,treiñ,ümber keerama
986,heben::V,sevel,tõstma
987,hochheben::V,sevel,üles tõstma
988,hochheben::V,sevel,kõrgele tõstma
989,ergreifen::V,kemer,haarama
990,halten::V,dalc'hen,hoidma
991,drücken::V,bountañ,pigistama
992,schieben::V,poulzañ,lükkama
993,kratzen::V,skrabat,kraapima
994,lecken::V,lipat,lakkuma
995,beißen::V,kregiñ,purema
996,beißen::V,kregiñ,hammustama
997,abreißen::V,diframmañ,rebima
998,abreißen::V,diframmañ,ära rebima
999,abschneiden::V,troc'hañ,ära lõikama
1000,binden::V,stagañ,siduma
1001,stecken::V,sankañ,pistma
1002,brechen::V,darnaouiñ,murdma
1003,klopfen::V,skoiñ,koputama
1004,hauen::V,dornañ,lööma
1005,kleben::V,pegañ,kleepima
1006,reiben::V,taravat,hõõruma
1007,reiben::V,trekiñ,hõõruma
1008,streichen::V,toazañ,silitama
1009,schleifen::V,lemmañ,lihvima
1010,schleifen::V,lemmañ,teritama
1011,schneiden::V,troc'hañ,lõikama
1012,rütteln::V,tordorosañ,raputama
1013,schütteln::V,hejañ,raputama
1014,schütteln::V,hejañ,loksutama
1015,schütten::V,diskargañ,kallama
1016,füllen::V,kargañ,täitma
1017,einwickeln::V,gronnañ,sisse mähkima
1018,tragen::V,dougen,kandma
1019,schleppen::V,stlejal,tassima
1020,schleppen::V,stlejal,lohistama
1021,ziehen::V,sachañ,vedama
1022,ziehen::V,sachañ,tõmbama
1023,aufbewahren::V,miret,säilitama
1024,aufbewahren::V,miret,alal hoidma
1025,werfen::V,teuler,viskama
1026,fangen::V,tapañ,püüdma
1027,packen::V,krapat,kinni haarama
1028,packen::V,krapat,kinni võtma
1029,verstecken::V,kuzhat,peitma
1030,teilen::V,rannañ,jagama
1031,teilen::V,rannañ,jaotama
1032,schicken::V,kas,saatma
1033,bringen::V,degas,viima
1034,hinzufügen::V,lakat ouzhpenn,lisama
1035,bekommen::V,kaout,saama
1036,erhalten::V,kaout,saama
1037,nehmen::V,kemer,võtma
1038,wählen::V,choaz,valima
1039,auswählen::V,dibab,valima
1040,bewahren::V,mirout,hoidma
1041,behindern::V,diaezañ,takistama
1042,verderben::V,lovrañ,rikkuma
1043,beschädigen::V,gwallegañ,rikkuma
1044,zerbrechen::V,torriñ,katki tegema
1045,zerreißen::V,diroegiñ,katki rebima
1046,zerstören::V,distrujañ,purustama
1047,verbrennen::V,deviñ,põletama
1048,geben::V,reiñ,andma
1049,schenken::V,donezonañ,kinkima
1050,versprechen::V,prometiñ,lubama
1051,versprechen::V,prometiñ,tõotama
1052,wünschen::V,hetiñ,soovima
1053,loben::V,feurmiñ,kiitma
1054,küssen::V,pokat,suudlema
1055,wiegen::V,pouezañ,hällitama
1056,zudecken::V,goloiñ,kaanetama
1057,zudecken::V,goloiñ,kinni katma
1058,wecken::V,dihuniñ,äratama
1059,zeigen::V,diskouez,näitama
1060,führen::V,kas,juhatama
1061,lehren::V,deskiñ,õpetama
1062,unterrichten::V,kelenn,õpetama
1063,leiten::V,bleinañ,juhtima
1064,antreiben::V,poulzañ,ergutama
1065,lassen::V,leuskel,laskma
1066,einladen::V,pediñ,kutsuma
1067,vereinigen::V,unisañ,ühendama
1068,besuchen::V,gweladenniñ,külastama
1069,treffen::V,kejal,kohtama
1070,treffen::V,ankontrañ,kohtama
1071,sich versammeln::V,bodennañ,kogunema
1072,spielen::V,c'hoari,mängima
1073,singen::V,kanañ,laulma
1074,tanzen::V,dañsal,tantsima
1075,sich trennen::V,dispartiañ,lahku minema
1076,verlassen::V,lezel,maha jätma
1077,retten::V,saveteiñ,päästma
1078,bewachen::V,mesa,valvama
1079,schützen::V,diwall,kaitsma
1080,verteidigen::V,difenn,kaitsma
1081,sich schlagen::V,lopañ,kaklema
1082,siegen::V,trec'hiñ,võitma
1083,ärgern::V,hegasiñ,ärritama
1084,ärgern::V,hegasiñ,vihastama
1085,schlagen::V,skeiñ,lööma
1086,treten::V,botaouiñ,sõtkuma
1087,stechen::V,pikat,pistma
1088,stechen::V,pikat,torkama
1089,stoßen::V,stokañ,tõukama
1090,stehlen::V,laerezh,varastama
1091,stören::V,direnkañ,segama
1092,stören::V,direnkañ,häirima
1093,belästigen::V,dregasiñ,ahistama
1094,verbergen::V,skoachañ,peitma
1095,verbergen::V,skoachañ,varjama
1096,täuschen::V,tromplañ,petma
1097,täuschen::V,tromplañ,tüssama
1098,betrügen::V,lorbañ,petma
1099,betrügen::V,lorbañ,tüssama
1100,betrügen::V,lorbañ,truudust murtma
1101,töten::V,lazhañ,tapma
1102,töten::V,lazhañ,surmama
1103,wohnen::V,bezañ o chom,elama
1104,arbeiten::V,labourat,töötama
1105,sammeln::V,dastum,koguma
1106,sammeln::V,dastum,korjama
1107,pflücken::V,kuntuilhañ,noppima
1108,jagen::V,chaseal,jahtima
1109,fischen::V,pesketa,kalastama
1110,fischen::V,pesketa,kala püüdma
1111,fassen::V,pakañ,püüdma
1112,hüten::V,geota,karjatama
1113,anbinden::V,stagañ,kinni siduma
1114,füttern::V,boueta,söötma
1115,melken::V,goro,lüpsma
1116,hacken::V,difrakal,raiuma
1117,hacken::V,difrakal,lõhkuma
1118,gießen::V,dourañ,kastma
1119,reifen::V,azviñ,valmima
1120,zubereiten::V,keginañ,valmistama
1121,kochen::V,poazhañ,keetma
1122,backen::V,fritañ,küpsetama
1123,braten::V,rostañ,praadima
1124,stricken::V,stammañ,kuduma
1125,nähen::V,gwriat,õmblema
1126,färben::V,livañ,värvima
1127,reinigen::V,naetañ,puhastama
1128,waschen::V,gwalc'hiñ,pesema
1129,abwischen::V,torchañ,puhtaks pühkima
1130,spülen::V,disgwalc'hiñ,uhtma
1131,fegen::V,skubañ,pühkima
1132,kehren::V,skubañ,pühkima
1133,baden::V,kouronkañ,suplema
1134,baden::V,kouronkañ,kümblema
1135,sich waschen::V,en em walc'hiñ,end pesema
1136,sich anziehen::V,gwiskañ,riietuma
1137,kämmen::V,kribat,kammima
1138,schmücken::V,kinklañ,kaunistama
1139,sagen::V,larêt,ütlema
1140,sagen::V,lavaret,ütlema
1141,sprechen::V,komz,rääkima
1142,sprechen::V,komz,kõnelema
1143,reden::V,kaozeal,kõnelema
1144,sich unterhalten::V,balbotal,vestlema
1145,fragen::V,goulenn,küsima
1146,bitten::V,goulenn,paluma
1147,erzählen::V,kontañ,jutustama
1148,mitteilen::V,kemenn,teatama
1149,mitteilen::V,kemenn,teada andma
1150,nennen::V,anviñ,nimetama
1151,rufen::V,gelver,kutsuma
1152,prahlen::V,fougeal,hooplema
1153,übersetzen::V,treiñ,tõlkima
1154,denken::V,soñjal,mõtlema
1155,glauben::V,krediñ,uskuma
1156,bemerken::V,apresevañ,märkama
1157,erkennen::V,anavout,ära tundma
1158,begreifen::V,meizañ,aru saama
1159,verstehen::V,kompren,mõistma
1160,lernen::V,deskiñ,õppima
1161,wissen::V,gouzout,teadma
1162,sich erinnern an::V,kaout soñj e,mäletama
1163,vergessen::V,ankouaat,unustama
1164,messen::V,muzuliañ,mõõtma
1165,zählen::V,kontañ,loendama
1166,rechnen::V,jedañ,arvutama
1167,lesen::V,lenn,lugema
1168,malen::V,livañ,maalima
1169,zeichnen::V,tresañ,joonistama
1170,schreiben::V,skrivañ,kirjutama
1171,besitzen::V,kaout,omama
1172,kaufen::V,prenañ,ostma
1173,verkaufen::V,gwerzhañ,müüma
1174,bezahlen::V,paeañ,tasuma
1175,zahlen::V,paeañ,maksma
1176,beherrschen::V,mestroniañ,valitsema
1177,ertragen::V,anduriñ,taluma
1178,Grube::N,,kaevand
1179,Spur::N,,jälg
1180,Lehm::N,,savi
1181,Laut::N,,hääl
1182,Winkel::N,,nurk
1183,Lagerfeuer::N,,lõke
1184,vergebens::ADV,,asjata
1185,untergehen[Sonne]::V,,loojuma
1186,läuten::V,,helisema
1187,klingeln::V,,helisema
1188,sich fürchten::V,,kartma
1189,sich fürchten::V,,hirmu tundma
1190,fürchten::V,,kartma
1191,gelingen::V,,õnnestuma
1192,geraten::V,,jõudma
1193,schwenken::V,,vehkima
1194,schwenken::V,,lehvitama
1195,reichen::V,,andma
1196,reichen::V,,ulatama
1197,aufziehen::V,,üles kasvatama
1198,schießen::V,,tulistama
1199,treiben::V,,ajama
1200,umrühren::V,,segama
1201,ausziehen::V,,käest võtma
1202,ausziehen::V,,jalast võtma
1203,ausziehen::V,,seljast võtma
1204,anziehen::V,,jalga panema
